English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
mocking	anger	0.484	chế giễu
penalty	anger	0.484	hình phạt
renounce	anger	0.484	từ bỏ
restrain	anger	0.484	kiềm chế
upheaval	anger	0.484	biến động
deceit	anger	0.484	lừa dối
obnoxious	anger	0.484	khó ưa
imprisoned	anger	0.484	bị bỏ tù
strained	anger	0.484	căng
blame	anger	0.484	đổ tội
oust	anger	0.484	lật đổ
litigious	anger	0.484	kiện tụng
rivalry	anger	0.484	sự ganh đua
sucker	anger	0.484	kẻ hút máu
opposed	anger	0.484	phản đối
thresh	anger	0.484	đập mạnh
disgrace	anger	0.484	Ghét bỏ
suspicious	anger	0.484	khả nghi
turbulence	anger	0.483	sự hỗn loạn
pound	anger	0.481	pao
coldness	anger	0.477	sự lạnh lùng
ungrateful	anger	0.472	vô ơn
stoopid	anger	0.471	khúm núm
battalion	anger	0.471	tiểu đoàn
feudalism	anger	0.470	chế độ phong kiến
hostage	anger	0.470	con tin
annoying	anger	0.470	làm phiền
dispossessed	anger	0.470	bị tước đoạt
subversion	anger	0.470	lật đổ
friction	anger	0.470	ma sát
jealous	anger	0.470	ghen tuông
adversity	anger	0.470	nghịch cảnh
infidel	anger	0.470	không chung thủy
gall	anger	0.470	mật
accuser	anger	0.470	người tố cáo
ram	anger	0.470	đập
armament	anger	0.470	vũ khí trang bị
thump	anger	0.469	tiếng đập mạnh
dislike	anger	0.469	không thích
steal	anger	0.469	ăn cắp
backoff	anger	0.469	rút lui
stifled	anger	0.469	ngột ngạt
incite	anger	0.469	xúi giục
distress	anger	0.469	phiền muộn
angermanagement	anger	0.469	quản lý mạch
selfish	anger	0.469	ích kỷ
injury	anger	0.469	vết thương
exile	anger	0.469	đày ải
insanity	anger	0.469	chứng điên cuồng
offense	anger	0.469	xúc phạm
objection	anger	0.469	sự phản đối
smother	anger	0.469	sương khói
disruption	anger	0.469	gián đoạn
intolerance	anger	0.469	không khoan dung
disobey	anger	0.469	không tuân theo
selfishness	anger	0.469	tính vị kỷ
recidivism	anger	0.469	tái phạm
subversive	anger	0.469	lật đổ
huff	anger	0.469	huỵch toẹt
plunder	anger	0.469	cướp bóc
opposition	anger	0.469	Sự đối lập
complain	anger	0.469	than phiền
perpetrator	anger	0.469	thủ phạm
simmer	anger	0.469	ninh
areyoukidding	anger	0.468	Bạn đang giỡn hả
mug	anger	0.467	cái ca
agony	anger	0.465	đau đớn
arrogant	anger	0.461	kiêu ngạo
sux	anger	0.456	sux
vent	anger	0.456	lỗ thông hơi
elimination	anger	0.456	sự loại bỏ
picketing	anger	0.456	đi dã ngoại
haughty	anger	0.456	kiêu căng
grated	anger	0.455	nạo
flagrant	anger	0.455	cờ hoa
busted	anger	0.455	phá sản
crabby	anger	0.455	tồi tàn
dying	anger	0.455	sắp chết
idiocy	anger	0.455	ngu ngốc
impermeable	anger	0.455	không thấm nước
stubbed	anger	0.455	có cuống
illegality	anger	0.455	bất hợp pháp
veto	anger	0.455	quyền phủ quyết
constraint	anger	0.455	hạn chế
mislead	anger	0.455	đánh lạc hướng
illicit	anger	0.455	bất hợp pháp
troublesome	anger	0.455	khó khăn
clamor	anger	0.455	kêu la
bayonet	anger	0.453	lưỡi lê
suppress	anger	0.453	kìm nén
intense	anger	0.453	mãnh liệt
displeased	anger	0.453	không hài lòng
disapproving	anger	0.453	không tán thành
hysterical	anger	0.453	cuồng loạn
struggle	anger	0.453	đấu tranh
godless	anger	0.453	vô thần
desist	anger	0.453	desist
usurped	anger	0.453	chiếm đoạt
despotism	anger	0.453	chế độ chuyên quyền
disagreeing	anger	0.453	không đồng ý
bad	anger	0.453	xấu
unlawful	anger	0.451	trái pháp luật
wrongly	anger	0.448	nhầm
repellent	anger	0.442	sự xua đuổi
dishonor	anger	0.441	làm nhục
psychosis	anger	0.441	rối loạn tâm thần
wasted	anger	0.441	lãng phí
wrongful	anger	0.441	oan trái
foe	anger	0.441	kẻ thù
aversion	anger	0.440	ác cảm
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	đốt ngón tay
ultimatum	anger	0.439	tối hậu thư
schism	anger	0.439	ly giáo
upset	anger	0.439	khó chịu
effigy	anger	0.439	hình nộm
punitive	anger	0.439	trừng phạt
worthless	anger	0.438	vô giá trị
separatist	anger	0.438	người ly khai
ransom	anger	0.438	tiền chuộc
deny	anger	0.438	phủ nhận
fugitive	anger	0.438	chạy trốn
mucked	anger	0.438	mucked
abandonment	anger	0.438	sự bỏ rơi
irritation	anger	0.438	kích thích
deleterious	anger	0.438	có hại
stupidity	anger	0.438	sự ngu ngốc
segregate	anger	0.437	tách biệt
oblivion	anger	0.437	lãng quên
payback	anger	0.436	hoàn vốn
incongruous	anger	0.435	không hợp lý
eviction	anger	0.435	trục xuất
collusion	anger	0.432	thông đồng
rob	anger	0.431	cướp
ravenous	anger	0.429	cồn cào
overrun	anger	0.429	vượt qua
infidelity	anger	0.429	không chung thủy
harbinger	anger	0.426	báo hiệu
painful	anger	0.426	đau đớn
getoverit	anger	0.426	getoverit
martial	anger	0.426	võ thuật
rejection	anger	0.426	sự từ chối
incredulous	anger	0.426	không tin
stupidrain	anger	0.426	ngu ngốc
defense	anger	0.425	phòng thủ
enforce	anger	0.424	thi hành
commotion	anger	0.424	náo động
censor	anger	0.424	người kiểm duyệt
gonorrhea	anger	0.424	bệnh da liểu
fraudulent	anger	0.424	lừa đảo
unsympathetic	anger	0.424	không thông cảm
fallacious	anger	0.424	ngụy biện
greed	anger	0.424	tham lam
defraud	anger	0.424	ăn gian
banger	anger	0.424	cái đập
concealment	anger	0.424	sự che giấu
fuss	anger	0.424	ồn ào
exasperation	anger	0.424	bực tức
disobedience	anger	0.424	không vâng lời
powerful	anger	0.424	mạnh mẽ
discontent	anger	0.424	bất mãn
indecency	anger	0.424	khiếm nhã
sedition	anger	0.422	dụ dỗ
deportation	anger	0.422	trục xuất
cracked	anger	0.422	nứt
bang	anger	0.422	tiếng nổ
barb	anger	0.422	ngạnh
duel	anger	0.422	đấu tay đôi
sarcasm	anger	0.422	mỉa mai
cur	anger	0.422	hay gây
misrepresented	anger	0.422	xuyên tạc
annoyance	anger	0.422	khó chịu
scar	anger	0.422	vết sẹo
nettle	anger	0.422	cây tầm ma
banishment	anger	0.422	trục xuất
snubbed	anger	0.422	bị hắt hủi
penitentiary	anger	0.422	nhà đền tội
penetration	anger	0.422	thâm nhập
blatant	anger	0.420	trắng trợn
force	anger	0.418	lực lượng
perverse	anger	0.415	gian trá
wring	anger	0.415	vặn
bastion	anger	0.413	pháo đài
grim	anger	0.413	nghiệt ngã
moody	anger	0.412	buồn rầu
tiff	anger	0.412	tiff
nothappy	anger	0.412	không vui
surly	anger	0.412	đột ngột
sordid	anger	0.412	bẩn thỉu
hunting	anger	0.411	săn bắn
indenture	anger	0.410	bồi thường
forfeit	anger	0.409	tước đoạt
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	sự trách móc
sham	anger	0.409	giả tạo
awful	anger	0.409	kinh khủng
compulsion	anger	0.409	sự ép buộc
implicate	anger	0.409	liên lụy
contradict	anger	0.409	mâu thuẫn
inept	anger	0.409	say xỉn
supremacy	anger	0.409	quyền tối cao
sneak	anger	0.409	đánh lén
disappoint	anger	0.409	thất vọng
blockade	anger	0.409	sự phong tỏa
detainee	anger	0.409	người bị giam giữ
cantwin	anger	0.409	cantwin
squelch	anger	0.409	tiếng kêu thảm thiết
lying	anger	0.408	nằm
rail	anger	0.406	đường sắt
forsaken	anger	0.406	chối bỏ
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	phản cảm
wop	anger	0.406	wop
badger	anger	0.406	con lửng
tremor	anger	0.406	sự rung chuyển
inequality	anger	0.406	bất bình đẳng
delusion	anger	0.406	ảo tưởng
unthinkable	anger	0.406	không thể tưởng tượng được
onerous	anger	0.406	khó chịu
wrongdoing	anger	0.406	việc làm sai trái
nuisance	anger	0.406	phiền toái
scrapie	anger	0.406	mẩu giấy vụn
epidemic	anger	0.406	bệnh dịch
arguments	anger	0.404	tranh luận
affront	anger	0.403	đối đầu
traumatic	anger	0.402	đau thương
sodding	anger	0.400	ngâm rượu
libel	anger	0.400	phỉ báng
annoys	anger	0.400	làm phiền
soslow	anger	0.398	quá chậm
watchout	anger	0.398	coi chừng
frenetic	anger	0.397	điên cuồng
remiss	anger	0.397	loại bỏ
barge	anger	0.396	xà lan
sue	anger	0.394	kiện
keyed	anger	0.394	có chìa khóa
actionable	anger	0.394	có thể hành động
extinguish	anger	0.394	dập tắt
fraud	anger	0.394	gian lận
untoward	anger	0.394	bỏ qua
illegal	anger	0.394	không hợp lệ
nag	anger	0.394	cằn nhằn
boxing	anger	0.394	quyền anh
confiscate	anger	0.394	tịch thu
howl	anger	0.394	hú
whatsthepoint	anger	0.394	vấn đề ở đây là gì
rabble	anger	0.394	ngu xuẩn
unfriendly	anger	0.394	không thân thiện
disrespect	anger	0.394	không tôn trọng
dangit	anger	0.394	dangit
brimstone	anger	0.392	diêm sanh
dissolution	anger	0.391	giải tán
rigged	anger	0.391	gian lận
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	động đất
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	sự liều lĩnh
disagree	anger	0.389	không đồng ý
lawsuit	anger	0.386	kiện cáo
disused	anger	0.382	không sử dụng
despair	anger	0.382	tuyệt vọng
immorality	anger	0.382	vô luân
coerce	anger	0.379	ép buộc
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	cảm động
pokes	anger	0.379	chọc
falsification	anger	0.379	sự giả mạo
rifle	anger	0.379	súng trường
sizzle	anger	0.379	Xông khói
incurable	anger	0.379	không thể chữa khỏi
difficulty	anger	0.379	sự khó khăn
sore	anger	0.379	đau
picket	anger	0.378	cái cuốc
concussion	anger	0.377	chấn động
stuckup	anger	0.375	mắc kẹt
militia	anger	0.375	dân quân
rawr	anger	0.375	rawr
faulty	anger	0.375	bị lỗi
sly	anger	0.375	ranh mãnh
disillusionment	anger	0.375	vỡ mộng
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	cạm bẫy
infantile	anger	0.375	trẻ sơ sinh
pessimism	anger	0.375	bi quan
remand	anger	0.375	remand
cannon	anger	0.375	đại bác
vindicate	anger	0.371	minh oan
inhibit	anger	0.371	ức chế
distressing	anger	0.371	đau buồn
nepotism	anger	0.371	chế độ tân gia
schizophrenia	anger	0.369	tâm thần phân liệt
skewed	anger	0.368	lệch
disreputable	anger	0.368	đáng chê trách
forbidding	anger	0.368	ngăn cấm
conquest	anger	0.367	sự chinh phục
bark	anger	0.365	sủa
leukemia	anger	0.365	bệnh bạch cầu
disapprove	anger	0.364	không tán thành
warrior	anger	0.364	chiến binh
barks	anger	0.364	sủa
retarded	anger	0.364	chậm phát triển
unhappy	anger	0.364	không vui
burke	anger	0.364	burke
challenge	anger	0.364	thách đấu
belt	anger	0.364	dây nịt
litigate	anger	0.359	kiện tụng
paucity	anger	0.359	sự ngu xuẩn
opinionated	anger	0.359	khăng khăng
disliked	anger	0.359	không thích
aftermath	anger	0.359	hậu quả
restriction	anger	0.359	sự hạn chế
cad	anger	0.359	cad
incompetence	anger	0.359	không có khả năng
loudness	anger	0.359	sự ồn ào
broken	anger	0.359	bị hỏng
polemic	anger	0.359	luận chiến
sectarian	anger	0.359	bè phái
controversial	anger	0.359	gây tranh cãi
interrupting	anger	0.358	làm gián đoạn
fussy	anger	0.357	kiểu cách
wench	anger	0.353	wench
remove	anger	0.351	gỡ bỏ
brat	anger	0.351	thằng nhãi
gruff	anger	0.351	cộc cằn
misbehavior	anger	0.351	hành vi sai trái
scarcity	anger	0.350	sự khan hiếm
losing	anger	0.349	thua cuộc
stigma	anger	0.348	sự kỳ thị
deserted	anger	0.348	hoang vu
timewasters	anger	0.348	lãng phí thời gian
disagreement	anger	0.348	bất đồng ý kiến
defect	anger	0.348	khuyết điểm
hardened	anger	0.348	cứng
lie	anger	0.348	nói dối
ulcer	anger	0.348	vết loét
retract	anger	0.348	rút lại
untrustworthy	anger	0.348	không đáng tin cậy
pest	anger	0.348	côn trùng
disappointed	anger	0.348	thất vọng
bias	anger	0.345	Thiên kiến
negation	anger	0.344	sự phủ định
bothering	anger	0.344	làm phiền
stripped	anger	0.344	tước
antisocial	anger	0.344	chống đối xã hội
pirate	anger	0.344	cướp biển
stingy	anger	0.344	keo kiệt
shoddy	anger	0.344	kém chất lượng
unreliable	anger	0.344	không đáng tin cậy
shaky	anger	0.344	lung lay
misleading	anger	0.344	gây hiểu lầm
unsettled	anger	0.344	không ổn định
evade	anger	0.344	trốn tránh
anxiety	anger	0.344	sự lo ngại
disclaim	anger	0.344	từ chối
deterioration	anger	0.344	giảm giá trị
impotence	anger	0.344	bất lực
interminable	anger	0.343	xen vào
disease	anger	0.341	dịch bệnh
meddle	anger	0.341	can thiệp
warp	anger	0.340	làm cong
averse	anger	0.338	ác cảm
infamous	anger	0.338	khét tiếng
alcoholism	anger	0.338	nghiện rượu
row	anger	0.337	hàng ngang
staticky	anger	0.336	sttcky
illegitimate	anger	0.333	bất hợp pháp
encumbrance	anger	0.333	sự cản trở
witchcraft	anger	0.333	phù thủy
interrupt	anger	0.333	ngắt
scorpion	anger	0.333	bọ cạp
ill	anger	0.333	tôi sẽ
sinner	anger	0.331	Người phạm tội
inconsiderate	anger	0.329	vô tâm
hulk	anger	0.329	hulk
prohibited	anger	0.328	Cấm
dashed	anger	0.328	gạch ngang
brrr	anger	0.328	brrr
fib	anger	0.328	xơ xác
disqualified	anger	0.328	bị loại
spammers	anger	0.328	người gửi thư rác
phony	anger	0.328	rởm
tighten	anger	0.328	thắt chặt
dislocated	anger	0.328	trật khớp
scapegoat	anger	0.328	vật tế thần
victim	anger	0.328	nạn nhân
opponent	anger	0.328	phản đối
hiss	anger	0.328	tiếng xì xì
crusade	anger	0.328	cuộc thập tự chinh
grumpy	anger	0.328	gắt gỏng
resisting	anger	0.328	chống lại
inappropriate	anger	0.324	không thích hợp
haye	anger	0.324	haye
loss	anger	0.324	sự mất mát
trickery	anger	0.324	thủ đoạn
eschew	anger	0.324	trốn tránh
neglected	anger	0.324	bị bỏ quên
canker	anger	0.323	tai ương
muff	anger	0.318	ngu ngốc
crunch	anger	0.318	tiếng kêu réo rắt
duplicity	anger	0.318	sự trùng lặp
criticism	anger	0.318	sự chỉ trích
queues	anger	0.318	hàng đợi
shriek	anger	0.316	ré lên
depreciate	anger	0.315	mất giá
dismissal	anger	0.312	sa thải
chaff	anger	0.312	chaff
dramaqueen	anger	0.312	nữ hoàng nhạc kịch
poverty	anger	0.312	nghèo nàn
carelessness	anger	0.312	sự bất cẩn
deflate	anger	0.312	xì hơi
dumps	anger	0.312	bãi rác
dupe	anger	0.312	dupe
mortality	anger	0.312	tử vong
revving	anger	0.309	quay vòng
disallowed	anger	0.308	không được phép
boisterous	anger	0.307	huyên náo
thoughtless	anger	0.307	thiếu suy nghĩ
burial	anger	0.304	Mai táng
wince	anger	0.303	nhăn
theocratic	anger	0.303	thần quyền
sullen	anger	0.303	ủ rũ
involution	anger	0.300	sự xâm nhập
misuse	anger	0.297	lạm dụng
taxed	anger	0.297	bị đánh thuế
senseless	anger	0.297	vô tri
talons	anger	0.297	móng vuốt
stalemate	anger	0.297	bế tắc
getyourown	anger	0.297	trưởng thành
hoax	anger	0.297	chơi khăm
depreciated	anger	0.297	mất giá
depressed	anger	0.297	suy sụp
wasteful	anger	0.297	lãng phí
paralysis	anger	0.295	tê liệt
displaced	anger	0.294	dời chỗ
limited	anger	0.292	giới hạn
disapointment	anger	0.290	thất vọng
orc	anger	0.289	orc
ridiculous	anger	0.289	lố bịch
homeless	anger	0.288	Vô gia cư
spine	anger	0.288	xương sống
teasing	anger	0.288	trêu chọc
presumptuous	anger	0.288	tự phụ
react	anger	0.288	phản ứng
sharpen	anger	0.288	mài giũa
barrier	anger	0.287	rào chắn
hoot	anger	0.287	cuốc đất
twitchy	anger	0.287	co giật
myopia	anger	0.283	cận thị
flexin	anger	0.281	flexin
lagging	anger	0.281	tụt hậu
contraband	anger	0.281	hàng lậu
incompatible	anger	0.281	không tương thích
shiver	anger	0.281	rùng mình
spam	anger	0.281	Thư rác
agh	anger	0.281	agh
disconnects	anger	0.281	ngắt kết nối
delinquent	anger	0.281	phạm pháp
restitution	anger	0.281	sự thay thế
foray	anger	0.279	đột phá
troll	anger	0.279	chơi khăm
unfairness	anger	0.279	không công bằng
buffering	anger	0.279	đệm
noncompliance	anger	0.279	không tuân thủ
nether	anger	0.278	nether
bogus	anger	0.273	không có thật
immaturity	anger	0.273	sự non nớt
uncaring	anger	0.273	không quan tâm
bugaboo	anger	0.273	ông kẹ
feisty	anger	0.269	gan dạ
shock	anger	0.269	sốc
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	người sáng lập
feminism	anger	0.266	nữ quyền
inoperative	anger	0.266	không hoạt động
bear	anger	0.266	con gấu
inconvenient	anger	0.266	bất tiện
latent	anger	0.266	ngầm
defendant	anger	0.266	bị cáo
nopoint	anger	0.266	không có điểm
rapping	anger	0.266	đọc rap
pry	anger	0.266	nâng lên
quandary	anger	0.266	nỗi khó khăn
interrupts	anger	0.265	làm gián đoạn
fluctuation	anger	0.265	sự dao động
exaggerate	anger	0.263	nói quá
lose	anger	0.261	mất
patter	anger	0.258	khuôn mẫu
furnace	anger	0.258	lò lửa
stone	anger	0.258	sỏi
tease	anger	0.258	trêu chọc
shoplifting	anger	0.258	trộm cắp
soldier	anger	0.258	lính
incompetent	anger	0.257	không đủ năng lực
indoctrination	anger	0.255	sự dạy dỗ
rocket	anger	0.250	tên lửa
skid	anger	0.250	trượt
noisy	anger	0.250	ồn ào
notoriety	anger	0.250	tai tiếng
cane	anger	0.250	cây mía
unfollow	anger	0.250	bỏ theo dõi
tripping	anger	0.250	vấp ngã
attentionseeker	anger	0.250	sự chú ý của người tìm việc
mastery	anger	0.250	làm chủ
socialist	anger	0.250	nhà xã hội học
falsehood	anger	0.250	sự giả dối
complicate	anger	0.250	phức tạp
lawyer	anger	0.250	luật sư
untrue	anger	0.250	không có thật
nonsense	anger	0.250	vô lý
pouting	anger	0.250	bĩu môi
witch	anger	0.242	phù thủy
detract	anger	0.242	gièm pha
obstacle	anger	0.242	trở ngại
halter	anger	0.242	dây
fenced	anger	0.242	rào lại
capslock	anger	0.242	phím Caps Lock
dontunderstand	anger	0.242	không hiểu
vampire	anger	0.242	ma cà rồng
ringer	anger	0.242	người đánh chuông
frowning	anger	0.239	cau mày
saber	anger	0.238	saber
hunger	anger	0.235	nạn đói
shell	anger	0.234	vỏ bọc
wokemeup	anger	0.234	gọi tôi dậy
recession	anger	0.234	suy thoái
failing	anger	0.234	thất bại
dabbling	anger	0.234	vọc
politics	anger	0.234	chính trị
lava	anger	0.234	dung nham
rascal	anger	0.234	thô kệch
imtryingtosleep	anger	0.234	tôi đang cố gắng để ngủ
tariff	anger	0.234	thuế quan
undesirable	anger	0.231	không mong muốn
darkness	anger	0.227	bóng tối
versus	anger	0.227	đấu với
copycat	anger	0.227	bắt chước
resign	anger	0.227	từ chức
soaked	anger	0.226	ướt sũng
unfulfilled	anger	0.225	chưa hoàn thành
abandoned	anger	0.222	bị bỏ rơi
unattainable	anger	0.221	không thể đạt được
