English Word	Emotion	Emotion-Intensity-Score	Basque Word
angermanagement	anger	0.469	haserrearen kudeaketa
selfish	anger	0.469	berekoia
injury	anger	0.469	lesioa
exile	anger	0.469	erbesteratu
insanity	anger	0.469	erokeria
offense	anger	0.469	iraina
objection	anger	0.469	eragozpena
smother	anger	0.469	ito
disruption	anger	0.469	etenaldia
intolerance	anger	0.469	intolerantzia
disobey	anger	0.469	desobeditu
selfishness	anger	0.469	berekoikeria
recidivism	anger	0.469	berrerortzea
subversive	anger	0.469	subertsiboa
huff	anger	0.469	huff
plunder	anger	0.469	arpilatu
opposition	anger	0.469	oposizioa
complain	anger	0.469	kexatu
perpetrator	anger	0.469	egile
simmer	anger	0.469	egosi
areyoukidding	anger	0.468	txantxetan zaude
mug	anger	0.467	katilu
agony	anger	0.465	agonia
arrogant	anger	0.461	harroputz
sux	anger	0.456	sux
vent	anger	0.456	aireratu
elimination	anger	0.456	eliminazioa
picketing	anger	0.456	piketea
haughty	anger	0.456	harroa
grated	anger	0.455	birrindua
flagrant	anger	0.455	nabarmena
busted	anger	0.455	lehertuta
crabby	anger	0.455	karraskaria
dying	anger	0.455	hiltzen
idiocy	anger	0.455	ergelkeria
impermeable	anger	0.455	iragazgaitza
stubbed	anger	0.455	estutu
illegality	anger	0.455	ilegalizazioa
veto	anger	0.455	betoa
constraint	anger	0.455	murrizketa
mislead	anger	0.455	engainatu
illicit	anger	0.455	legez kanpokoa
troublesome	anger	0.455	gogaikarria
clamor	anger	0.455	zalaparta
bayonet	anger	0.453	baioneta
suppress	anger	0.453	zapaldu
intense	anger	0.453	bizia
displeased	anger	0.453	atsekabetuta
disapproving	anger	0.453	gaitzesten
hysterical	anger	0.453	histerikoa
struggle	anger	0.453	borroka
godless	anger	0.453	jainkogabea
desist	anger	0.453	uko egin
usurped	anger	0.453	usurpatua
despotism	anger	0.453	despotismoa
disagreeing	anger	0.453	ados ez egotea
bad	anger	0.453	txarra
unlawful	anger	0.451	legez kanpokoa
wrongly	anger	0.448	gaizki
repellent	anger	0.442	uxatzeko
dishonor	anger	0.441	desohore
psychosis	anger	0.441	psikosia
wasted	anger	0.441	alferrik galdu
wrongful	anger	0.441	okerra
foe	anger	0.441	etsai
aversion	anger	0.440	abertsioa
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	koipeak
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	zisma
upset	anger	0.439	asaldatu
effigy	anger	0.439	irudia
punitive	anger	0.439	zigortzailea
worthless	anger	0.438	ezertarako balio ez duena
separatist	anger	0.438	separatista
ransom	anger	0.438	erreskatea
deny	anger	0.438	ukatu
fugitive	anger	0.438	Iheslari
mucked	anger	0.438	moztuta
abandonment	anger	0.438	abandonatzea
irritation	anger	0.438	narritadura
deleterious	anger	0.438	kaltegarria
stupidity	anger	0.438	astakeria
segregate	anger	0.437	bereizi
oblivion	anger	0.437	ahanztura
payback	anger	0.436	itzulera
incongruous	anger	0.435	inkongruentea
eviction	anger	0.435	desalojoa
collusion	anger	0.432	elkartasun
rob	anger	0.431	lapurtu
ravenous	anger	0.429	morroi
overrun	anger	0.429	gainditzea
infidelity	anger	0.429	desleialtasuna
harbinger	anger	0.426	iragarlea
painful	anger	0.426	mingarria
getoverit	anger	0.426	getoverit
martial	anger	0.426	martziala
rejection	anger	0.426	errefusa
incredulous	anger	0.426	sinesgaitza
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	defentsa
enforce	anger	0.424	betearazi
commotion	anger	0.424	zalaparta
censor	anger	0.424	zentsura
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	iruzurrezkoa
unsympathetic	anger	0.424	jatorra
fallacious	anger	0.424	faltsu
greed	anger	0.424	gutizia
defraud	anger	0.424	iruzurra
banger	anger	0.424	banger
concealment	anger	0.424	ezkutatzea
fuss	anger	0.424	zalaparta
exasperation	anger	0.424	larritasuna
disobedience	anger	0.424	desobedientzia
powerful	anger	0.424	indartsua
discontent	anger	0.424	atsekabea
indecency	anger	0.424	lotsagabekeria
sedition	anger	0.422	sedizioa
deportation	anger	0.422	deportazioa
cracked	anger	0.422	pitzatu
bang	anger	0.422	kolpea
barb	anger	0.422	barb
duel	anger	0.422	duelua
sarcasm	anger	0.422	sarkasmoa
cur	anger	0.422	kur
misrepresented	anger	0.422	gaizki irudikatuta
annoyance	anger	0.422	gogaikarria
scar	anger	0.422	orbaina
nettle	anger	0.422	ortiga
banishment	anger	0.422	erbesteratzea
snubbed	anger	0.422	arbuiatuta
penitentiary	anger	0.422	penitentziarioa
penetration	anger	0.422	sartze
blatant	anger	0.420	ikaragarria
force	anger	0.418	indarra
perverse	anger	0.415	perbertsoa
wring	anger	0.415	igurtzi
bastion	anger	0.413	bastioia
grim	anger	0.413	latz
moody	anger	0.412	aldartetsu
tiff	anger	0.412	tiff
nothappy	anger	0.412	ez pozik
surly	anger	0.412	maltzurra
sordid	anger	0.412	sordidoa
hunting	anger	0.411	ehiza
indenture	anger	0.410	inskripzioa
forfeit	anger	0.409	galdu
areyoukiddingme	anger	0.409	ari nauzue
reproach	anger	0.409	errieta
sham	anger	0.409	itxurakeria
awful	anger	0.409	izugarria
compulsion	anger	0.409	derrigortasuna
implicate	anger	0.409	inplikatu
contradict	anger	0.409	kontrajarri
inept	anger	0.409	inepto
supremacy	anger	0.409	nagusitasuna
sneak	anger	0.409	makurtu
disappoint	anger	0.409	huts egin
blockade	anger	0.409	blokeoa
detainee	anger	0.409	atxilotua
cantwin	anger	0.409	cantwin
squelch	anger	0.409	kikildu
lying	anger	0.408	etzanda
rail	anger	0.406	errail
forsaken	anger	0.406	utzia
cacophony	anger	0.406	kakofonia
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	azkonarra
tremor	anger	0.406	dardara
inequality	anger	0.406	desberdintasuna
delusion	anger	0.406	eldarnioa
unthinkable	anger	0.406	pentsaezina
onerous	anger	0.406	aspergarria
wrongdoing	anger	0.406	gaizki-egitea
nuisance	anger	0.406	traba
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemikoa
arguments	anger	0.404	argudioak
affront	anger	0.403	afronta
traumatic	anger	0.402	traumatikoa
sodding	anger	0.400	zozketa
libel	anger	0.400	libeloa
annoys	anger	0.400	gogaitzen
soslow	anger	0.398	soslow
watchout	anger	0.398	kontuz
frenetic	anger	0.397	frenetikoa
remiss	anger	0.397	nahasia
barge	anger	0.396	gabarra
sue	anger	0.394	auzitara
keyed	anger	0.394	teklatua
actionable	anger	0.394	jarduteko modukoa
extinguish	anger	0.394	itzali
fraud	anger	0.394	iruzurra
untoward	anger	0.394	gaiztoa
illegal	anger	0.394	legez kanpokoa
nag	anger	0.394	nag
boxing	anger	0.394	boxeoa
confiscate	anger	0.394	konfiskatu
howl	anger	0.394	ulua
whatsthepoint	anger	0.394	zer puntua
rabble	anger	0.394	zalaparta
unfriendly	anger	0.394	lagungaitza
disrespect	anger	0.394	errespetu falta
dangit	anger	0.394	dangit
brimstone	anger	0.392	sufre
dissolution	anger	0.391	disoluzioa
rigged	anger	0.391	trukatua
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	lurrikara
argh	anger	0.391	argh
pique	anger	0.391	pikatu
recklessness	anger	0.391	arduragabekeria
disagree	anger	0.389	ados ez
lawsuit	anger	0.386	auzia
disused	anger	0.382	erabili gabe
despair	anger	0.382	etsipena
immorality	anger	0.382	moralgabetasuna
coerce	anger	0.379	behartu
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	hunkigarria
pokes	anger	0.379	pikak
falsification	anger	0.379	faltsutzea
rifle	anger	0.379	fusila
sizzle	anger	0.379	txirrindu
incurable	anger	0.379	sendaezina
difficulty	anger	0.379	zailtasuna
sore	anger	0.379	mina
picket	anger	0.378	piketea
concussion	anger	0.377	kolpea
stuckup	anger	0.375	itsatsita
militia	anger	0.375	milizianoak
rawr	anger	0.375	gordina
faulty	anger	0.375	akastuna
sly	anger	0.375	maltzurra
disillusionment	anger	0.375	desilusioa
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	tranpa
infantile	anger	0.375	infantila
pessimism	anger	0.375	ezkortasuna
remand	anger	0.375	atxilotzea
cannon	anger	0.375	kanoia
vindicate	anger	0.371	errebindikatu
inhibit	anger	0.371	inhibitu
distressing	anger	0.371	atsekabea
nepotism	anger	0.371	nepotismoa
schizophrenia	anger	0.369	eskizofrenia
skewed	anger	0.368	okertu
disreputable	anger	0.368	txarrekoa
forbidding	anger	0.368	debekatuz
conquest	anger	0.367	konkista
bark	anger	0.365	zaunka
leukemia	anger	0.365	leuzemia
disapprove	anger	0.364	gaitzetsi
warrior	anger	0.364	gudari
barks	anger	0.364	zaunkak
retarded	anger	0.364	atzeratua
unhappy	anger	0.364	zorigaiztoko
burke	anger	0.364	burke
challenge	anger	0.364	erronka
belt	anger	0.364	gerrikoa
litigate	anger	0.359	auzitan jarri
paucity	anger	0.359	eskasia
opinionated	anger	0.359	iritzia
disliked	anger	0.359	ez gustatu
aftermath	anger	0.359	ondorengoa
restriction	anger	0.359	murrizketa
cad	anger	0.359	cad
incompetence	anger	0.359	gaitasun eza
loudness	anger	0.359	ozentasuna
broken	anger	0.359	hautsita
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektarioa
controversial	anger	0.359	polemikoa
interrupting	anger	0.358	eteten
fussy	anger	0.357	nahasia
wench	anger	0.353	neskatxa
remove	anger	0.351	kendu
brat	anger	0.351	brat
gruff	anger	0.351	zakarra
misbehavior	anger	0.351	portaera okerra
scarcity	anger	0.350	eskasia
losing	anger	0.349	galtzen
stigma	anger	0.348	estigma
deserted	anger	0.348	desertu
timewasters	anger	0.348	denbora galtzaileak
disagreement	anger	0.348	desadostasuna
defect	anger	0.348	akatsa
hardened	anger	0.348	gogortu
lie	anger	0.348	gezurra
ulcer	anger	0.348	ultzera
retract	anger	0.348	atzera egin
untrustworthy	anger	0.348	fidagaitza
pest	anger	0.348	izurri
disappointed	anger	0.348	etsita
bias	anger	0.345	alborapena
negation	anger	0.344	ezeztapena
bothering	anger	0.344	gogaikarria
stripped	anger	0.344	biluztu
antisocial	anger	0.344	antisoziala
pirate	anger	0.344	pirata
stingy	anger	0.344	zikorrak
shoddy	anger	0.344	eskasa
unreliable	anger	0.344	fidagarriak
shaky	anger	0.344	dardarka
misleading	anger	0.344	engainagarria
unsettled	anger	0.344	finkatu gabe
evade	anger	0.344	ihes egin
anxiety	anger	0.344	antsietatea
disclaim	anger	0.344	uko egin
deterioration	anger	0.344	hondatzea
impotence	anger	0.344	ezintasuna
interminable	anger	0.343	amaigabea
disease	anger	0.341	gaixotasuna
meddle	anger	0.341	sartu
warp	anger	0.340	deformatu
averse	anger	0.338	kontrakoa
infamous	anger	0.338	gaiztoa
alcoholism	anger	0.338	alkoholismoa
row	anger	0.337	ilara
staticky	anger	0.336	egonkorra
illegitimate	anger	0.333	legez kanpokoa
encumbrance	anger	0.333	zama
witchcraft	anger	0.333	sorginkeria
interrupt	anger	0.333	eten
scorpion	anger	0.333	eskorpioia
ill	anger	0.333	gaixorik
sinner	anger	0.331	bekataria
inconsiderate	anger	0.329	kontuan hartu gabe
hulk	anger	0.329	hulk
prohibited	anger	0.328	debekatuta
dashed	anger	0.328	marraztuta
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	deskalifikatu
spammers	anger	0.328	spammer-ak
phony	anger	0.328	faltsu
tighten	anger	0.328	estutu
dislocated	anger	0.328	dislokatu
scapegoat	anger	0.328	ahuntza
victim	anger	0.328	biktima
opponent	anger	0.328	aurkari
hiss	anger	0.328	txistuka
crusade	anger	0.328	gurutzada
grumpy	anger	0.328	maltzurra
resisting	anger	0.328	erresistentzia
inappropriate	anger	0.324	desegokia
haye	anger	0.324	haye
loss	anger	0.324	galera
trickery	anger	0.324	trikimailu
eschew	anger	0.324	ihes egin
neglected	anger	0.324	alde batera utzita
canker	anger	0.323	txankroa
muff	anger	0.318	muff
crunch	anger	0.318	kurritxa
duplicity	anger	0.318	bikoiztasuna
criticism	anger	0.318	kritika
queues	anger	0.318	ilarak
shriek	anger	0.316	oihu egin
depreciate	anger	0.315	amortizatu
dismissal	anger	0.312	kaleratzea
chaff	anger	0.312	lastoa
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	pobrezia
carelessness	anger	0.312	arduragabekeria
deflate	anger	0.312	despuztu
dumps	anger	0.312	zabortegiak
dupe	anger	0.312	engainatu
mortality	anger	0.312	hilkortasuna
revving	anger	0.309	bizkortzen
disallowed	anger	0.308	baimendu gabe
boisterous	anger	0.307	zalapartatsua
thoughtless	anger	0.307	pentsatu gabe
burial	anger	0.304	ehorzketa
wince	anger	0.303	kikildu
theocratic	anger	0.303	teokratikoa
sullen	anger	0.303	iluna
involution	anger	0.300	inboluzioa
misuse	anger	0.297	gaizki erabiltzea
taxed	anger	0.297	zergapetuta
senseless	anger	0.297	zentzugabea
talons	anger	0.297	atzaparrak
stalemate	anger	0.297	geldialdia
getyourown	anger	0.297	lortu zurea
hoax	anger	0.297	iruzurra
depreciated	anger	0.297	amortizatu
depressed	anger	0.297	deprimituta
wasteful	anger	0.297	xahutzailea
paralysis	anger	0.295	paralisia
displaced	anger	0.294	desplazatua
limited	anger	0.292	mugatua
disapointment	anger	0.290	etsipena
orc	anger	0.289	orkoa
ridiculous	anger	0.289	barregarria
homeless	anger	0.288	etxerik gabe
spine	anger	0.288	bizkarrezurra
teasing	anger	0.288	zirikatzen
presumptuous	anger	0.288	presuntziozkoa
react	anger	0.288	erreakzionatu
sharpen	anger	0.288	zorroztu
barrier	anger	0.287	hesi
hoot	anger	0.287	oihu
twitchy	anger	0.287	kikildu
myopia	anger	0.283	miopia
flexin	anger	0.281	flexin
lagging	anger	0.281	atzeratuta
contraband	anger	0.281	kontrabandoa
incompatible	anger	0.281	bateraezina
shiver	anger	0.281	dardarka
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	deskonektatzen du
delinquent	anger	0.281	delinkuente
restitution	anger	0.281	itzulketa
foray	anger	0.279	saiakera
troll	anger	0.279	troll
unfairness	anger	0.279	bidegabekeria
buffering	anger	0.279	buffering
noncompliance	anger	0.279	ez-betetzea
nether	anger	0.278	nether
bogus	anger	0.273	faltsu
immaturity	anger	0.273	heldugabetasuna
uncaring	anger	0.273	arduragabea
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	sutsu
shock	anger	0.269	shock
humbug	anger	0.266	izurria
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismoa
inoperative	anger	0.266	inoperatiboa
bear	anger	0.266	bear
inconvenient	anger	0.266	deserosoa
latent	anger	0.266	ezkutuan
defendant	anger	0.266	demandatua
nopoint	anger	0.266	ezer ez
rapping	anger	0.266	rapa egitea
pry	anger	0.266	aztarnak
quandary	anger	0.266	kolokan
interrupts	anger	0.265	eten egiten ditu
fluctuation	anger	0.265	gorabehera
exaggerate	anger	0.263	exageratu
lose	anger	0.261	galdu
patter	anger	0.258	astindu
furnace	anger	0.258	labea
stone	anger	0.258	harria
tease	anger	0.258	zirikatu
shoplifting	anger	0.258	dendetan lapurreta
soldier	anger	0.258	soldadu
incompetent	anger	0.257	ezgai
indoctrination	anger	0.255	doktrinamendua
rocket	anger	0.250	txupinazoa
skid	anger	0.250	irristatu
noisy	anger	0.250	zaratatsua
notoriety	anger	0.250	ospea
cane	anger	0.250	kanabera
unfollow	anger	0.250	jarraitu
tripping	anger	0.250	estropezuka
attentionseeker	anger	0.250	arreta bilatzailea
mastery	anger	0.250	maisutasuna
socialist	anger	0.250	sozialista
falsehood	anger	0.250	faltsukeria
complicate	anger	0.250	zaildu
lawyer	anger	0.250	abokatu
untrue	anger	0.250	gezurra
nonsense	anger	0.250	zentzugabekeria
pouting	anger	0.250	puska egiten
witch	anger	0.242	sorgina
detract	anger	0.242	kendu
obstacle	anger	0.242	oztopoa
halter	anger	0.242	halter
fenced	anger	0.242	hesituta
capslock	anger	0.242	maiuskulak
dontunderstand	anger	0.242	ez ulertu
vampire	anger	0.242	banpiroa
ringer	anger	0.242	dei-jotzailea
frowning	anger	0.239	kopeta zimurtuz
saber	anger	0.238	sable
hunger	anger	0.235	gosea
shell	anger	0.234	oskola
wokemeup	anger	0.234	esnatu
recession	anger	0.234	atzeraldia
failing	anger	0.234	huts eginez
dabbling	anger	0.234	ibiltzen
politics	anger	0.234	politika
lava	anger	0.234	laba
rascal	anger	0.234	arrakala
imtryingtosleep	anger	0.234	lo egiten saiatzen
tariff	anger	0.234	tarifa
undesirable	anger	0.231	desiragarria
darkness	anger	0.227	iluntasuna
versus	anger	0.227	aurka
copycat	anger	0.227	kopiatzailea
resign	anger	0.227	dimititu
soaked	anger	0.226	blai
unfulfilled	anger	0.225	bete gabe
abandoned	anger	0.222	abandonatu
unattainable	anger	0.221	lor ezina
owing	anger	0.221	zor
bankruptcy	anger	0.221	porrot
misconception	anger	0.219	uste okerra
tool	anger	0.219	tresna
warden	anger	0.219	zaindaria
compress	anger	0.219	konprimitu
mosquito	anger	0.219	eltxoa
whiny	anger	0.219	irrintzi
somethingigetalot	anger	0.219	zerbaitigetalot
confusion	anger	0.219	nahasmena
unhelpful	anger	0.219	ez lagungarria
twitching	anger	0.219	dardarka
nosey	anger	0.213	zartagin
overpriced	anger	0.212	garestiegi
adder	anger	0.212	batutzailea
harry	anger	0.212	harry
shortage	anger	0.212	eskasia
melodrama	anger	0.212	melodrama
possession	anger	0.206	jabetza
desert	anger	0.206	basamortua
overplayed	anger	0.206	gehiegi jokatuta
unpaid	anger	0.203	ordaindu gabe
powerless	anger	0.203	indarrik gabe
sentence	anger	0.203	perpausa
inefficient	anger	0.203	eraginkorra
arraignment	anger	0.203	auzipetzea
pout	anger	0.203	puska
unlucky	anger	0.203	zorte txarra
rook	anger	0.203	dorre
backbone	anger	0.203	bizkarrezurra
uninvited	anger	0.203	gonbidatu gabe
court	anger	0.199	auzitegia
endless	anger	0.198	amaigabea
adverts	anger	0.197	iragarkiak
distracted	anger	0.197	distraitu
delay	anger	0.197	atzerapena
misstatement	anger	0.197	okerra
misunderstanding	anger	0.195	gaizki-ulertzea
inadmissible	anger	0.191	onartezina
excite	anger	0.191	kitzikatu
lightning	anger	0.189	tximista
preclude	anger	0.188	galarazi
mournful	anger	0.188	negargarri
insecure	anger	0.188	ziurgabea
incase	anger	0.188	kasuan
mutter	anger	0.182	marmar
pare	anger	0.182	pare
rating	anger	0.182	balorazioa
claimant	anger	0.182	erreklamatzailea
insist	anger	0.182	tematu
mistress	anger	0.182	andrea
distracting	anger	0.182	distraituz
opium	anger	0.180	opioa
deserve	anger	0.176	merezi
willful	anger	0.176	borondatez
treat	anger	0.175	tratatu
insists	anger	0.175	azpimarratzen du
excitation	anger	0.172	kitzikapena
mighty	anger	0.172	ahaltsu
liberate	anger	0.172	askatu
indecisive	anger	0.172	erabakigabea
hormonal	anger	0.172	hormonala
peice	anger	0.172	puska
gibberish	anger	0.172	xalokeria
misplace	anger	0.172	gaizki leku
fee	anger	0.172	kuota
thanksalot	anger	0.172	Mila esker
fleece	anger	0.172	polarra
yelp	anger	0.168	oihu egin
mule	anger	0.167	mandoa
unequal	anger	0.167	desorekatua
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	negoziazioa
insufficiency	anger	0.167	gutxiegitasuna
insignificant	anger	0.167	hutsala
attentionseekers	anger	0.163	arreta bilatzaileak
coop	anger	0.156	kooperatiba
rheumatism	anger	0.156	erreuma
forearm	anger	0.156	besaurrea
indifference	anger	0.156	axolagabekeria
underpaid	anger	0.152	gutxi ordainduta
involvement	anger	0.152	inplikazioa
justthebeginning	anger	0.152	hasi besterik ez
disinformation	anger	0.152	desinformazioa
uncertain	anger	0.152	ziurgabe
bee	anger	0.152	erlea
attorney	anger	0.152	abokatua
pretending	anger	0.152	itxurak eginez
campaigning	anger	0.151	kanpaina egiten
hopelessness	anger	0.149	esperantzagabetasuna
feeling	anger	0.147	sentimendua
legalized	anger	0.145	legeztatuta
caution	anger	0.145	kontuz
sterling	anger	0.141	esterlina
morals	anger	0.141	morala
subsidy	anger	0.141	diru-laguntza
obliging	anger	0.141	behartsu
wimpy	anger	0.140	maltzurra
bummer	anger	0.139	txarto
saloon	anger	0.136	saloia
blemish	anger	0.136	akatsa
misspell	anger	0.136	ortografia okerra
repay	anger	0.136	itzuli
surcharge	anger	0.136	errekargua
geez	anger	0.136	auskalo
birch	anger	0.135	urkia
noob	anger	0.133	noob
honk	anger	0.133	klaxona
orchestra	anger	0.132	orkestra
wireless	anger	0.125	haririk gabekoa
competitive	anger	0.125	lehiakorra
standstill	anger	0.125	geldirik
inattention	anger	0.121	arretarik eza
reversal	anger	0.121	atzerakada
lace	anger	0.118	parpailak
elbow	anger	0.117	ukondoa
instinctive	anger	0.112	senezkoa
chant	anger	0.111	kantatu
gnome	anger	0.109	ipotx
lonely	anger	0.109	bakartia
tolerate	anger	0.106	jasan
management	anger	0.102	kudeaketa
advocacy	anger	0.100	aldarrikapena
moral	anger	0.094	morala
roadworks	anger	0.091	bide-lanak
honest	anger	0.087	zintzoa
gent	anger	0.076	jauna
forgetful	anger	0.076	ahanztura
liquor	anger	0.075	likoreak
money	anger	0.074	dirua
hood	anger	0.071	txano
curriculum	anger	0.063	curriculuma
words	anger	0.062	hitzak
smell	anger	0.061	usaina
playful	anger	0.061	jostari
opera	anger	0.061	opera
elf	anger	0.061	iratxo
nurture	anger	0.059	elikatu
trumpet	anger	0.059	tronpeta
counsellor	anger	0.059	aholkularia
asleeep	anger	0.059	lotan
birthplace	anger	0.051	jaioterria
ribbon	anger	0.047	zinta
youth	anger	0.045	gazteria
vote	anger	0.045	bozkatu
cash	anger	0.039	eskudirua
wannasleep	anger	0.031	lo egin nahi
waffle	anger	0.030	gofrea
dame	anger	0.030	dama
