English Word	Emotion	Emotion-Intensity-Score	Corsican Word
dying	anger	0.455	morendu
idiocy	anger	0.455	idiozia
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	stubbed
illegality	anger	0.455	illegalità
veto	anger	0.455	vetu
constraint	anger	0.455	custrizzione
mislead	anger	0.455	ingannà
illicit	anger	0.455	illecite
troublesome	anger	0.455	fastidiosu
clamor	anger	0.455	clamore
bayonet	anger	0.453	baionetta
suppress	anger	0.453	supprime
intense	anger	0.453	intensu
displeased	anger	0.453	dispiaciuta
disapproving	anger	0.453	disappruvà
hysterical	anger	0.453	isterica
struggle	anger	0.453	lotta
godless	anger	0.453	senza divinità
desist	anger	0.453	desiste
usurped	anger	0.453	usurpatu
despotism	anger	0.453	despotismu
disagreeing	anger	0.453	in disaccordu
bad	anger	0.453	male
unlawful	anger	0.451	illegale
wrongly	anger	0.448	sbagliatu
repellent	anger	0.442	repellent
dishonor	anger	0.441	disonore
psychosis	anger	0.441	psicosi
wasted	anger	0.441	persu
wrongful	anger	0.441	sbagliatu
foe	anger	0.441	nemicu
aversion	anger	0.440	aversione
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nocche
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	scisma
upset	anger	0.439	turbatu
effigy	anger	0.439	effigie
punitive	anger	0.439	punitivu
worthless	anger	0.438	senza valore
separatist	anger	0.438	separatista
ransom	anger	0.438	riscattu
deny	anger	0.438	ricusà
fugitive	anger	0.438	fuggitivu
mucked	anger	0.438	muccatu
abandonment	anger	0.438	abbandunamentu
irritation	anger	0.438	irritazione
deleterious	anger	0.438	deleteriu
stupidity	anger	0.438	stupidità
segregate	anger	0.437	segregate
oblivion	anger	0.437	oblicu
payback	anger	0.436	rimborsu
incongruous	anger	0.435	incongruente
eviction	anger	0.435	scacciamentu
collusion	anger	0.432	collusione
rob	anger	0.431	robba
ravenous	anger	0.429	ravenous
overrun	anger	0.429	overrun
infidelity	anger	0.429	infideltà
harbinger	anger	0.426	presagio
painful	anger	0.426	doloroso
getoverit	anger	0.426	getoverit
martial	anger	0.426	marziale
rejection	anger	0.426	rigettu
incredulous	anger	0.426	increduli
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	difesa
enforce	anger	0.424	applicà
commotion	anger	0.424	commuzione
censor	anger	0.424	censore
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	fraudulent
unsympathetic	anger	0.424	insimpaticu
fallacious	anger	0.424	fallaci
greed	anger	0.424	avidità
defraud	anger	0.424	frode
banger	anger	0.424	banger
concealment	anger	0.424	dissimulazione
fuss	anger	0.424	fuss
exasperation	anger	0.424	esasperazione
disobedience	anger	0.424	disubbidienza
powerful	anger	0.424	putenti
discontent	anger	0.424	scuntentu
indecency	anger	0.424	indecenza
sedition	anger	0.422	sedizione
deportation	anger	0.422	deportazione
cracked	anger	0.422	craccatu
bang	anger	0.422	bang
barb	anger	0.422	barbu
duel	anger	0.422	duellu
sarcasm	anger	0.422	sarcasmu
cur	anger	0.422	cur
misrepresented	anger	0.422	travisatu
annoyance	anger	0.422	fastidiu
scar	anger	0.422	cicatrice
nettle	anger	0.422	ortica
banishment	anger	0.422	esiliu
snubbed	anger	0.422	snobbatu
penitentiary	anger	0.422	penitenziariu
penetration	anger	0.422	penetrazione
blatant	anger	0.420	sfacciata
force	anger	0.418	forza
perverse	anger	0.415	perversu
wring	anger	0.415	strizzate
bastion	anger	0.413	bastione
grim	anger	0.413	tristu
moody	anger	0.412	lunatico
tiff	anger	0.412	tiff
nothappy	anger	0.412	micca cuntentu
surly	anger	0.412	burla
sordid	anger	0.412	sordidu
hunting	anger	0.411	caccia
indenture	anger	0.410	indenture
forfeit	anger	0.409	pèrdite
areyoukiddingme	anger	0.409	ti ridi di mè
reproach	anger	0.409	rimproveru
sham	anger	0.409	farsa
awful	anger	0.409	terribili
compulsion	anger	0.409	compulsion
implicate	anger	0.409	implica
contradict	anger	0.409	cuntrastà
inept	anger	0.409	inettu
supremacy	anger	0.409	supremazia
sneak	anger	0.409	sneak
disappoint	anger	0.409	delusione
blockade	anger	0.409	bloccu
detainee	anger	0.409	detenutu
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	menti
rail	anger	0.406	ferru
forsaken	anger	0.406	abbandunatu
cacophony	anger	0.406	cacofonia
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	tasso
tremor	anger	0.406	tremore
inequality	anger	0.406	inuguaglianza
delusion	anger	0.406	illusione
unthinkable	anger	0.406	impensable
onerous	anger	0.406	oneroso
wrongdoing	anger	0.406	sbagliatu
nuisance	anger	0.406	fastidiu
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumenti
affront	anger	0.403	affront
traumatic	anger	0.402	traumaticu
sodding	anger	0.400	sodding
libel	anger	0.400	libellu
annoys	anger	0.400	fastidiu
soslow	anger	0.398	soslow
watchout	anger	0.398	attinzione
frenetic	anger	0.397	freneticu
remiss	anger	0.397	rimissu
barge	anger	0.396	barca
sue	anger	0.394	sue
keyed	anger	0.394	chjave
actionable	anger	0.394	azzione
extinguish	anger	0.394	estingue
fraud	anger	0.394	fraude
untoward	anger	0.394	disprezzu
illegal	anger	0.394	illegale
nag	anger	0.394	nag
boxing	anger	0.394	pugilatu
confiscate	anger	0.394	cunfiscà
howl	anger	0.394	urla
whatsthepoint	anger	0.394	chì puntu
rabble	anger	0.394	rabbia
unfriendly	anger	0.394	amichevule
disrespect	anger	0.394	mancanza di rispettu
dangit	anger	0.394	dangit
brimstone	anger	0.392	zolfo
dissolution	anger	0.391	dissoluzione
rigged	anger	0.391	truccata
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terrimotu
argh	anger	0.391	argh
pique	anger	0.391	piccu
recklessness	anger	0.391	imprudenza
disagree	anger	0.389	disaccordu
lawsuit	anger	0.386	prucessu
disused	anger	0.382	disusu
despair	anger	0.382	disperazione
immorality	anger	0.382	immoralità
coerce	anger	0.379	coercizione
firstworldprobs	anger	0.379	prublemi di primu mondu
touchy	anger	0.379	toccu
pokes	anger	0.379	picca
falsification	anger	0.379	falsificazione
rifle	anger	0.379	fucile
sizzle	anger	0.379	sferisce
incurable	anger	0.379	incurable
difficulty	anger	0.379	difficultà
sore	anger	0.379	dolente
picket	anger	0.378	piccu
concussion	anger	0.377	cuncussione
stuckup	anger	0.375	stuccatu
militia	anger	0.375	milizia
rawr	anger	0.375	crudu
faulty	anger	0.375	difettu
sly	anger	0.375	astutu
disillusionment	anger	0.375	disillusione
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	trappula
infantile	anger	0.375	infantile
pessimism	anger	0.375	pessimismu
remand	anger	0.375	rinviata
cannon	anger	0.375	cannone
vindicate	anger	0.371	vindicà
inhibit	anger	0.371	inibisce
distressing	anger	0.371	distressing
nepotism	anger	0.371	nepotismu
schizophrenia	anger	0.369	schizofrenia
skewed	anger	0.368	distorta
disreputable	anger	0.368	disprezzu
forbidding	anger	0.368	pruibisce
conquest	anger	0.367	cunquista
bark	anger	0.365	scorcia
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	disappruvà
warrior	anger	0.364	guerrieru
barks	anger	0.364	abbaia
retarded	anger	0.364	ritardatu
unhappy	anger	0.364	infelice
burke	anger	0.364	burke
challenge	anger	0.364	sfida
belt	anger	0.364	cintura
litigate	anger	0.359	litigà
paucity	anger	0.359	miseria
opinionated	anger	0.359	opinione
disliked	anger	0.359	dispiaciu
aftermath	anger	0.359	dopu
restriction	anger	0.359	restrizzione
cad	anger	0.359	cad
incompetence	anger	0.359	incumpetenza
loudness	anger	0.359	rumore
broken	anger	0.359	ruttu
polemic	anger	0.359	polemica
sectarian	anger	0.359	settariu
controversial	anger	0.359	cuntruversu
interrupting	anger	0.358	interrompendu
fussy	anger	0.357	pignolu
wench	anger	0.353	fanciulla
remove	anger	0.351	caccià
brat	anger	0.351	mozza
gruff	anger	0.351	gruffu
misbehavior	anger	0.351	mala cumpurtamentu
scarcity	anger	0.350	scarsità
losing	anger	0.349	perde
stigma	anger	0.348	stigma
deserted	anger	0.348	desertu
timewasters	anger	0.348	perdi di tempu
disagreement	anger	0.348	disaccordu
defect	anger	0.348	difettu
hardened	anger	0.348	indurita
lie	anger	0.348	bugia
ulcer	anger	0.348	ulcera
retract	anger	0.348	ritira
untrustworthy	anger	0.348	inaffidabile
pest	anger	0.348	peste
disappointed	anger	0.348	disappuntu
bias	anger	0.345	preghjudiziu
negation	anger	0.344	negazione
bothering	anger	0.344	fastidiu
stripped	anger	0.344	spogliatu
antisocial	anger	0.344	antisociale
pirate	anger	0.344	pirate
stingy	anger	0.344	avara
shoddy	anger	0.344	scarsu
unreliable	anger	0.344	inaffidabile
shaky	anger	0.344	tremuli
misleading	anger	0.344	ingannevole
unsettled	anger	0.344	inseme
evade	anger	0.344	evade
anxiety	anger	0.344	ansietà
disclaim	anger	0.344	ricusà
deterioration	anger	0.344	deterioramentu
impotence	anger	0.344	impotenza
interminable	anger	0.343	interminable
disease	anger	0.341	malatia
meddle	anger	0.341	intruduce
warp	anger	0.340	warp
averse	anger	0.338	avversu
infamous	anger	0.338	infame
alcoholism	anger	0.338	alcoholismu
row	anger	0.337	fila
staticky	anger	0.336	staticu
illegitimate	anger	0.333	illegittimu
encumbrance	anger	0.333	ingaghjamentu
witchcraft	anger	0.333	stregoneria
interrupt	anger	0.333	interrompe
scorpion	anger	0.333	scorpione
ill	anger	0.333	malatu
sinner	anger	0.331	peccatore
inconsiderate	anger	0.329	inconsideratu
hulk	anger	0.329	hulk
prohibited	anger	0.328	pruibitu
dashed	anger	0.328	trattu
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	squalificati
spammers	anger	0.328	spammers
phony	anger	0.328	falsu
tighten	anger	0.328	stringhje
dislocated	anger	0.328	dislocatu
scapegoat	anger	0.328	capru espiatore
victim	anger	0.328	vittima
opponent	anger	0.328	avversu
hiss	anger	0.328	sibila
crusade	anger	0.328	cruciata
grumpy	anger	0.328	grumpy
resisting	anger	0.328	resistenti
inappropriate	anger	0.324	inappropriatu
haye	anger	0.324	hai
loss	anger	0.324	perdita
trickery	anger	0.324	inganni
eschew	anger	0.324	scappà
neglected	anger	0.324	trascurata
canker	anger	0.323	cancru
muff	anger	0.318	muffa
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplicità
criticism	anger	0.318	critica
queues	anger	0.318	fila
shriek	anger	0.316	gridà
depreciate	anger	0.315	deprezzà
dismissal	anger	0.312	licenziamentu
chaff	anger	0.312	paglia
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	miseria
carelessness	anger	0.312	trascuranza
deflate	anger	0.312	deflate
dumps	anger	0.312	discarica
dupe	anger	0.312	dupà
mortality	anger	0.312	mortalità
revving	anger	0.309	rivuluzione
disallowed	anger	0.308	disattivatu
boisterous	anger	0.307	turbulente
thoughtless	anger	0.307	senza penseru
burial	anger	0.304	sepultura
wince	anger	0.303	strincà
theocratic	anger	0.303	teocràticu
sullen	anger	0.303	sugnu
involution	anger	0.300	involuzione
misuse	anger	0.297	abusu
taxed	anger	0.297	tassatu
senseless	anger	0.297	senza sensu
talons	anger	0.297	artigli
stalemate	anger	0.297	stagnazione
getyourown	anger	0.297	pigliate u vostru propiu
hoax	anger	0.297	ingannu
depreciated	anger	0.297	deprezzatu
depressed	anger	0.297	depressu
wasteful	anger	0.297	sprecu
paralysis	anger	0.295	paralisi
displaced	anger	0.294	spustatu
limited	anger	0.292	limitata
disapointment	anger	0.290	delusione
orc	anger	0.289	orcu
ridiculous	anger	0.289	ridiculu
homeless	anger	0.288	senza casa
spine	anger	0.288	spine
teasing	anger	0.288	scherzi
presumptuous	anger	0.288	presuntuoso
react	anger	0.288	reagisce
sharpen	anger	0.288	affilà
barrier	anger	0.287	barriera
hoot	anger	0.287	ulu
twitchy	anger	0.287	strittu
myopia	anger	0.283	miopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	cuntrabandu
incompatible	anger	0.281	incompatibile
shiver	anger	0.281	freme
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	disconnects
delinquent	anger	0.281	delinquente
restitution	anger	0.281	restituzione
foray	anger	0.279	incursione
troll	anger	0.279	troll
unfairness	anger	0.279	ingiustizia
buffering	anger	0.279	buffering
noncompliance	anger	0.279	incunformità
nether	anger	0.278	nether
bogus	anger	0.273	falsu
immaturity	anger	0.273	immaturità
uncaring	anger	0.273	senza cura
bugaboo	anger	0.273	bugabu
feisty	anger	0.269	furiosu
shock	anger	0.269	scossa
humbug	anger	0.266	schernu
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismu
inoperative	anger	0.266	inoperante
bear	anger	0.266	orsu
inconvenient	anger	0.266	inconveniente
latent	anger	0.266	latente
defendant	anger	0.266	accusatu
nopoint	anger	0.266	nuddu puntu
rapping	anger	0.266	rapà
pry	anger	0.266	pry
quandary	anger	0.266	dilemma
interrupts	anger	0.265	interrompe
fluctuation	anger	0.265	fluttuazione
exaggerate	anger	0.263	esagera
lose	anger	0.261	perde
patter	anger	0.258	pattu
furnace	anger	0.258	furnace
stone	anger	0.258	petra
tease	anger	0.258	stuzzicà
shoplifting	anger	0.258	furtellu
soldier	anger	0.258	suldatu
incompetent	anger	0.257	incompetente
indoctrination	anger	0.255	indottrinamentu
rocket	anger	0.250	raquette
skid	anger	0.250	skid
noisy	anger	0.250	rumoroso
notoriety	anger	0.250	notorietà
cane	anger	0.250	canna
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	cercatore d'attenzione
mastery	anger	0.250	maestria
socialist	anger	0.250	sucialistu
falsehood	anger	0.250	falsità
complicate	anger	0.250	cumplicà
lawyer	anger	0.250	avvucatu
untrue	anger	0.250	falsu
nonsense	anger	0.250	sciocchezza
pouting	anger	0.250	sbucciatu
witch	anger	0.242	strega
detract	anger	0.242	disprezza
obstacle	anger	0.242	ostaculu
halter	anger	0.242	cavezza
fenced	anger	0.242	vallata
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	nun capisci
vampire	anger	0.242	vampire
ringer	anger	0.242	sunari
frowning	anger	0.239	aggrottando la fronte
saber	anger	0.238	sabre
hunger	anger	0.235	fame
shell	anger	0.234	cunchiglia
wokemeup	anger	0.234	svegliatu
recession	anger	0.234	ricessione
failing	anger	0.234	fallimentu
dabbling	anger	0.234	chjappà
politics	anger	0.234	pulitica
lava	anger	0.234	lava
rascal	anger	0.234	furtuna
imtryingtosleep	anger	0.234	prova à dorme
tariff	anger	0.234	tariffa
undesirable	anger	0.231	indesevule
darkness	anger	0.227	bughjura
versus	anger	0.227	versus
copycat	anger	0.227	imitatore
resign	anger	0.227	dimissioni
soaked	anger	0.226	inzuppatu
unfulfilled	anger	0.225	incumplitu
abandoned	anger	0.222	abbandunatu
unattainable	anger	0.221	inaccessibile
owing	anger	0.221	duvutu
bankruptcy	anger	0.221	fallimentu
misconception	anger	0.219	misconception
tool	anger	0.219	strumentu
warden	anger	0.219	guardianu
compress	anger	0.219	cumpressà
mosquito	anger	0.219	mosquito
whiny	anger	0.219	piagnu
somethingigetalot	anger	0.219	qualcosa di più
confusion	anger	0.219	cunfusione
unhelpful	anger	0.219	inutile
twitching	anger	0.219	striscia
nosey	anger	0.213	nascosu
overpriced	anger	0.212	overpriced
adder	anger	0.212	sommatore
harry	anger	0.212	Harry
shortage	anger	0.212	carenza
melodrama	anger	0.212	melodramma
possession	anger	0.206	pusessu
desert	anger	0.206	desertu
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	micca pagatu
powerless	anger	0.203	impotente
sentence	anger	0.203	sentenza
inefficient	anger	0.203	inefficace
arraignment	anger	0.203	accusazione
pout	anger	0.203	sbucciatu
unlucky	anger	0.203	sfurtunatu
rook	anger	0.203	toru
backbone	anger	0.203	spina dorsale
uninvited	anger	0.203	senza invitatu
court	anger	0.199	tribunale
endless	anger	0.198	infinitu
adverts	anger	0.197	annunzii
distracted	anger	0.197	distrattu
delay	anger	0.197	ritardu
misstatement	anger	0.197	misturazione
misunderstanding	anger	0.195	malintesi
inadmissible	anger	0.191	inadmissibile
excite	anger	0.191	eccitare
lightning	anger	0.189	lampu
preclude	anger	0.188	impedisce
mournful	anger	0.188	luttu
insecure	anger	0.188	insicuru
incase	anger	0.188	in casu
mutter	anger	0.182	murmurà
pare	anger	0.182	pare
rating	anger	0.182	valutazione
claimant	anger	0.182	pretendente
insist	anger	0.182	insisti
mistress	anger	0.182	padrona
distracting	anger	0.182	distracting
opium	anger	0.180	oppiu
deserve	anger	0.176	merita
willful	anger	0.176	vuluntariu
treat	anger	0.175	tratta
insists	anger	0.175	insiste
excitation	anger	0.172	eccitazione
mighty	anger	0.172	putente
liberate	anger	0.172	liberà
indecisive	anger	0.172	indecisu
hormonal	anger	0.172	hormonal
peice	anger	0.172	pezzu
gibberish	anger	0.172	schernu
misplace	anger	0.172	misplace
fee	anger	0.172	tassa
thanksalot	anger	0.172	grazie tante
fleece	anger	0.172	lana
yelp	anger	0.168	ghjalà
mule	anger	0.167	mula
unequal	anger	0.167	ineguali
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	negoziazione
insufficiency	anger	0.167	insufficienza
insignificant	anger	0.167	insignificante
attentionseekers	anger	0.163	cercatori d'attenzione
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatismu
forearm	anger	0.156	avantbracciu
indifference	anger	0.156	indifferenza
underpaid	anger	0.152	sottu pagatu
involvement	anger	0.152	participazione
justthebeginning	anger	0.152	appena u principiu
disinformation	anger	0.152	disinformazione
uncertain	anger	0.152	incertu
bee	anger	0.152	ape
attorney	anger	0.152	avvucatu
pretending	anger	0.152	fingendu
campaigning	anger	0.151	campagna
hopelessness	anger	0.149	disperazione
feeling	anger	0.147	sintimentu
legalized	anger	0.145	legalizatu
caution	anger	0.145	prudenza
sterling	anger	0.141	sterlina
morals	anger	0.141	morale
subsidy	anger	0.141	subsidiu
obliging	anger	0.141	ubligatoriu
wimpy	anger	0.140	sciacca
bummer	anger	0.139	disgrazia
saloon	anger	0.136	salone
blemish	anger	0.136	difettu
misspell	anger	0.136	sbagliu di ortografia
repay	anger	0.136	rimbursà
surcharge	anger	0.136	supplementu
geez	anger	0.136	ghjacciu
birch	anger	0.135	betula
noob	anger	0.133	nubu
honk	anger	0.133	clacson
orchestra	anger	0.132	orchestra
wireless	anger	0.125	wireless
competitive	anger	0.125	cumpetitiva
standstill	anger	0.125	fermu
inattention	anger	0.121	disattenzione
reversal	anger	0.121	inversione
lace	anger	0.118	lace
elbow	anger	0.117	u coddu
instinctive	anger	0.112	istintivu
chant	anger	0.111	cantu
gnome	anger	0.109	gnomu
lonely	anger	0.109	sulitariu
tolerate	anger	0.106	tollerà
management	anger	0.102	gestione
advocacy	anger	0.100	advocacy
moral	anger	0.094	morale
roadworks	anger	0.091	travaglii di strada
honest	anger	0.087	onestu
gent	anger	0.076	gent
forgetful	anger	0.076	sminticati
liquor	anger	0.075	licore
money	anger	0.074	soldi
hood	anger	0.071	cappucciu
curriculum	anger	0.063	curriculum
words	anger	0.062	parolle
smell	anger	0.061	odore
playful	anger	0.061	ghjucatu
opera	anger	0.061	opera
elf	anger	0.061	elfo
nurture	anger	0.059	nutriscia
trumpet	anger	0.059	tromba
counsellor	anger	0.059	cunsiglieru
asleeep	anger	0.059	dorme
birthplace	anger	0.051	locu di nascita
ribbon	anger	0.047	nastrinu
youth	anger	0.045	ghjuventù
vote	anger	0.045	votu
cash	anger	0.039	cash
wannasleep	anger	0.031	vole dorme
waffle	anger	0.030	waffle
dame	anger	0.030	dama
buffet	anger	0.029	buffet
celebrity	anger	0.026	celebrità
sisterhood	anger	0.015	fratellanza
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	musicali
tree	anger	0.000	arbre
anticipation	anticipation	0.859	anticipazione
excited	anticipation	0.859	eccitati
excitement	anticipation	0.820	eccitazione
anticipate	anticipation	0.820	anticipà
eagerness	anticipation	0.812	ansia
exciting	anticipation	0.797	eccitante
expectant	anticipation	0.789	in attesa
thrilling	anticipation	0.781	eccitante
hope	anticipation	0.773	speranza
