English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
objection	anger	0.469	dogéint
smother	anger	0.469	verstoppen
disruption	anger	0.469	Stéierungen
intolerance	anger	0.469	Intoleranz
disobey	anger	0.469	net gefollegt
selfishness	anger	0.469	Egoismus
recidivism	anger	0.469	recidive
subversive	anger	0.469	subversiv
huff	anger	0.469	huf
plunder	anger	0.469	plunderen
opposition	anger	0.469	Oppositioun
complain	anger	0.469	beschwéieren
perpetrator	anger	0.469	Täter
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	sidd Dir ukomm
mug	anger	0.467	becher
agony	anger	0.465	agoy
arrogant	anger	0.461	arrogant
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	Eliminatioun
picketing	anger	0.456	picketing
haughty	anger	0.456	héiflech
grated	anger	0.455	gerappt
flagrant	anger	0.455	flagrant
busted	anger	0.455	gebrach
crabby	anger	0.455	krabbel
dying	anger	0.455	stierwen
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	gestoppt
illegality	anger	0.455	illegality
veto	anger	0.455	veto
constraint	anger	0.455	Aschränkung
mislead	anger	0.455	täuschen
illicit	anger	0.455	illegal
troublesome	anger	0.455	lästeg
clamor	anger	0.455	klamm
bayonet	anger	0.453	bajonett
suppress	anger	0.453	ënnerdrécken
intense	anger	0.453	intensiv
displeased	anger	0.453	onzefridden
disapproving	anger	0.453	desapprobéieren
hysterical	anger	0.453	hysteresch
struggle	anger	0.453	kämpfen
godless	anger	0.453	gudlos
desist	anger	0.453	opginn
usurped	anger	0.453	usurpéiert
despotism	anger	0.453	Despotismus
disagreeing	anger	0.453	net averstanen
bad	anger	0.453	schlecht
unlawful	anger	0.451	illegal
wrongly	anger	0.448	falsch
repellent	anger	0.442	repellent
dishonor	anger	0.441	onéierlech
psychosis	anger	0.441	psychose
wasted	anger	0.441	verschwenden
wrongful	anger	0.441	falsch
foe	anger	0.441	feind
aversion	anger	0.440	Aversioun
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	Knéien
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schismus
upset	anger	0.439	opbruecht
effigy	anger	0.439	effizient
punitive	anger	0.439	bestrooft
worthless	anger	0.438	wäertlos
separatist	anger	0.438	separatist
ransom	anger	0.438	Léisegeld
deny	anger	0.438	verleegnen
fugitive	anger	0.438	flüchteg
mucked	anger	0.438	gemuckt
abandonment	anger	0.438	opginn
irritation	anger	0.438	Reizung
deleterious	anger	0.438	schiedlech
stupidity	anger	0.438	Dommheet
segregate	anger	0.437	trennen
oblivion	anger	0.437	vergiessen
payback	anger	0.436	payback
incongruous	anger	0.435	incongruous
eviction	anger	0.435	Auswee
collusion	anger	0.432	Zesummenaarbecht
rob	anger	0.431	rouben
ravenous	anger	0.429	rauszesseg
overrun	anger	0.429	iwwerrannt
infidelity	anger	0.429	infidelity
harbinger	anger	0.426	viraussiichtlech
painful	anger	0.426	deet
getoverit	anger	0.426	getoverit
martial	anger	0.426	martial
rejection	anger	0.426	Ofleenung
incredulous	anger	0.426	onglécklech
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	Verteidegung
enforce	anger	0.424	duerchsetzen
commotion	anger	0.424	Kommotioun
censor	anger	0.424	Zensur
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	betrügeresch
unsympathetic	anger	0.424	onsympathesch
fallacious	anger	0.424	falsch
greed	anger	0.424	Gier
defraud	anger	0.424	bedréien
banger	anger	0.424	banger
concealment	anger	0.424	verstoppen
fuss	anger	0.424	futti
exasperation	anger	0.424	erschreckend
disobedience	anger	0.424	Ongehorsamkeet
powerful	anger	0.424	mächteg
discontent	anger	0.424	Onzefriddenheet
indecency	anger	0.424	Ongerechtegkeet
sedition	anger	0.422	sedition
deportation	anger	0.422	deportéieren
cracked	anger	0.422	geknackt
bang	anger	0.422	knall
barb	anger	0.422	barb
duel	anger	0.422	duell
sarcasm	anger	0.422	sarkasmus
cur	anger	0.422	cur
misrepresented	anger	0.422	falsch duergestallt
annoyance	anger	0.422	Verärgerung
scar	anger	0.422	Narben
nettle	anger	0.422	Brennesselen
banishment	anger	0.422	Verbannung
snubbed	anger	0.422	geschnappt
penitentiary	anger	0.422	Strofraum
penetration	anger	0.422	Pénétratioun
blatant	anger	0.420	blatant
force	anger	0.418	Kraaft
perverse	anger	0.415	pervers
wring	anger	0.415	widdert
bastion	anger	0.413	bastion
grim	anger	0.413	grim
moody	anger	0.412	stëmmeg
tiff	anger	0.412	tiff
nothappy	anger	0.412	net glécklech
surly	anger	0.412	schaarf
sordid	anger	0.412	sordid
hunting	anger	0.411	Juegd
indenture	anger	0.410	entrée
forfeit	anger	0.409	forfeit
areyoukiddingme	anger	0.409	méchs du de Geck mat mir
reproach	anger	0.409	reprochéieren
sham	anger	0.409	schei
awful	anger	0.409	schrecklech
compulsion	anger	0.409	Zwang
implicate	anger	0.409	implizéieren
contradict	anger	0.409	widdersprécht
inept	anger	0.409	onfäheg
supremacy	anger	0.409	Iwwerhand
sneak	anger	0.409	schlecken
disappoint	anger	0.409	enttäuschen
blockade	anger	0.409	Blockade
detainee	anger	0.409	Gefaangenen
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	leien
rail	anger	0.406	Eisebunn
forsaken	anger	0.406	verloossen
cacophony	anger	0.406	kakofonie
antipathy	anger	0.406	antipathy
wop	anger	0.406	vuf
badger	anger	0.406	Dachs
tremor	anger	0.406	Zidderen
inequality	anger	0.406	Ongläichheet
delusion	anger	0.406	Wahnsinn
unthinkable	anger	0.406	ondenkbar
onerous	anger	0.406	ustrengend
wrongdoing	anger	0.406	falsch maachen
nuisance	anger	0.406	belästegt
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	ustiechend
arguments	anger	0.404	Argumenter
affront	anger	0.403	Affront
traumatic	anger	0.402	traumatesch
sodding	anger	0.400	sodding
libel	anger	0.400	belounen
annoys	anger	0.400	nervt
soslow	anger	0.398	souslow
watchout	anger	0.398	oppassen
frenetic	anger	0.397	frenetesch
remiss	anger	0.397	remiss
barge	anger	0.396	barge
sue	anger	0.394	sue
keyed	anger	0.394	geklaut
actionable	anger	0.394	handelbar
extinguish	anger	0.394	ausléisen
fraud	anger	0.394	Bedruch
untoward	anger	0.394	ongewollt
illegal	anger	0.394	illegal
nag	anger	0.394	nag
boxing	anger	0.394	boxen
confiscate	anger	0.394	konfiskéieren
howl	anger	0.394	huel
whatsthepoint	anger	0.394	wat ass de Punkt
rabble	anger	0.394	rabbelen
unfriendly	anger	0.394	onfrëndlech
disrespect	anger	0.394	respektlos
dangit	anger	0.394	dangit
brimstone	anger	0.392	Schwefel
dissolution	anger	0.391	Opléisung
rigged	anger	0.391	gebilt
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	Äerdbiewen
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	Recklosegkeet
disagree	anger	0.389	net averstanen
lawsuit	anger	0.386	Prozess
disused	anger	0.382	onbenotzt
despair	anger	0.382	verzweifelt
immorality	anger	0.382	Onmoralitéit
coerce	anger	0.379	zwéngen
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	pochen
falsification	anger	0.379	Fälschung
rifle	anger	0.379	Gewier
sizzle	anger	0.379	sëtzen
incurable	anger	0.379	onheelbar
difficulty	anger	0.379	Schwieregkeet
sore	anger	0.379	wéi
picket	anger	0.378	piket
concussion	anger	0.377	Geschwëster
stuckup	anger	0.375	opgestoppt
militia	anger	0.375	Miliz
rawr	anger	0.375	rauer
faulty	anger	0.375	fehlerhafter
sly	anger	0.375	schlau
disillusionment	anger	0.375	Desillusioun
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	Fal
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimismus
remand	anger	0.375	verhaft
cannon	anger	0.375	Kanoun
vindicate	anger	0.371	bestätegen
inhibit	anger	0.371	hemmen
distressing	anger	0.371	beonrouegend
nepotism	anger	0.371	Nepotismus
schizophrenia	anger	0.369	Schizophrenie
skewed	anger	0.368	schief geht
disreputable	anger	0.368	unreputable
forbidding	anger	0.368	verbidden
conquest	anger	0.367	Eruewerung
bark	anger	0.365	schell
leukemia	anger	0.365	Leukämie
disapprove	anger	0.364	ofzestëmmen
warrior	anger	0.364	Krieger
barks	anger	0.364	schellt
retarded	anger	0.364	retardéiert
unhappy	anger	0.364	onglécklech
burke	anger	0.364	burk
challenge	anger	0.364	erauszefuerderen
belt	anger	0.364	Gürtel
litigate	anger	0.359	litigéieren
paucity	anger	0.359	Mangel un
opinionated	anger	0.359	Meenung
disliked	anger	0.359	net gär
aftermath	anger	0.359	no
restriction	anger	0.359	Restriktioun
cad	anger	0.359	cad
incompetence	anger	0.359	Inkompetenz
loudness	anger	0.359	lautness
broken	anger	0.359	gebrach
polemic	anger	0.359	polemik
sectarian	anger	0.359	sekteresch
controversial	anger	0.359	kontrovers
interrupting	anger	0.358	ënnerbrach
fussy	anger	0.357	futti
wench	anger	0.353	wench
remove	anger	0.351	ewechzehuelen
brat	anger	0.351	bratt
gruff	anger	0.351	gruf
misbehavior	anger	0.351	falsch Verhalen
scarcity	anger	0.350	Knappheet
losing	anger	0.349	verléieren
stigma	anger	0.348	Stigma
deserted	anger	0.348	desertéiert
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	Desaccord
defect	anger	0.348	defekt
hardened	anger	0.348	gehärt
lie	anger	0.348	leien
ulcer	anger	0.348	ulcer
retract	anger	0.348	zréckzéien
untrustworthy	anger	0.348	untrustworthy
pest	anger	0.348	pest
disappointed	anger	0.348	enttäuscht
bias	anger	0.345	bias
negation	anger	0.344	Negatioun
bothering	anger	0.344	stéieren
stripped	anger	0.344	ofgerappt
antisocial	anger	0.344	antisozial
pirate	anger	0.344	pirat
stingy	anger	0.344	schaarf
shoddy	anger	0.344	schaarf
unreliable	anger	0.344	onzouverlässeg
shaky	anger	0.344	wackeleg
misleading	anger	0.344	täuschend
unsettled	anger	0.344	onbestänneg
evade	anger	0.344	evitéieren
anxiety	anger	0.344	Besuergnëss
disclaim	anger	0.344	verzichten
deterioration	anger	0.344	Verschlechterung
impotence	anger	0.344	Impotenz
interminable	anger	0.343	onendlech
disease	anger	0.341	Krankheet
meddle	anger	0.341	beméien
warp	anger	0.340	warp
averse	anger	0.338	averstanen
infamous	anger	0.338	berüchtegt
alcoholism	anger	0.338	Alkoholismus
row	anger	0.337	Reih
staticky	anger	0.336	staticy
illegitimate	anger	0.333	illegitim
encumbrance	anger	0.333	Beschäftegung
witchcraft	anger	0.333	Hexerei
interrupt	anger	0.333	ënnerbrach
scorpion	anger	0.333	scorpion
ill	anger	0.333	krank
sinner	anger	0.331	Sënner
inconsiderate	anger	0.329	onbedenklech
hulk	anger	0.329	huel
prohibited	anger	0.328	verbueden
dashed	anger	0.328	gestiermt
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	disqualifizéiert
spammers	anger	0.328	spammer
phony	anger	0.328	phony
tighten	anger	0.328	zéien
dislocated	anger	0.328	dislocéiert
scapegoat	anger	0.328	Sëndbock
victim	anger	0.328	Affer
opponent	anger	0.328	Géigespiller
hiss	anger	0.328	hiss
crusade	anger	0.328	Kräizzuch
grumpy	anger	0.328	knaschteg
resisting	anger	0.328	widderstoen
inappropriate	anger	0.324	onpassend
haye	anger	0.324	hai
loss	anger	0.324	Verloscht
trickery	anger	0.324	trickery
eschew	anger	0.324	eschw
neglected	anger	0.324	vernoléissegt
canker	anger	0.323	Kriibs
muff	anger	0.318	moof
crunch	anger	0.318	kräischen
duplicity	anger	0.318	Duplizitéit
criticism	anger	0.318	Kritik
queues	anger	0.318	Schlaangen
shriek	anger	0.316	kräischen
depreciate	anger	0.315	ofschätzen
dismissal	anger	0.312	Entloossung
chaff	anger	0.312	kaf
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	Aarmut
carelessness	anger	0.312	Suerglosegkeet
deflate	anger	0.312	entlaascht
dumps	anger	0.312	dumps
dupe	anger	0.312	dup
mortality	anger	0.312	veruerteelt
revving	anger	0.309	reven
disallowed	anger	0.308	net erlaabt
boisterous	anger	0.307	boisterous
thoughtless	anger	0.307	ouni Gedanken
burial	anger	0.304	begruewen
wince	anger	0.303	wénken
theocratic	anger	0.303	theokratesch
sullen	anger	0.303	schwaach
involution	anger	0.300	involutioun
misuse	anger	0.297	Mëssbrauch
taxed	anger	0.297	besteiert
senseless	anger	0.297	sënnlos
talons	anger	0.297	talons
stalemate	anger	0.297	schiefgang
getyourown	anger	0.297	gitt Är eegen
hoax	anger	0.297	Geck
depreciated	anger	0.297	ofgeschaaft
depressed	anger	0.297	depriméiert
wasteful	anger	0.297	verschwenden
paralysis	anger	0.295	Lähmung
displaced	anger	0.294	déplacéiert
limited	anger	0.292	limitéiert
disapointment	anger	0.290	Enttäuschung
orc	anger	0.289	orc
ridiculous	anger	0.289	lächerlech
homeless	anger	0.288	heemlos
spine	anger	0.288	Wirbelsäit
teasing	anger	0.288	kierzen
presumptuous	anger	0.288	viraussiichtlech
react	anger	0.288	reagéieren
sharpen	anger	0.288	schärfen
barrier	anger	0.287	Barrière
hoot	anger	0.287	huel
twitchy	anger	0.287	zitt
myopia	anger	0.283	Myopie
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	contraband
incompatible	anger	0.281	inkompatibel
shiver	anger	0.281	zidderen
spam	anger	0.281	Spam
agh	anger	0.281	agh
disconnects	anger	0.281	trennt
delinquent	anger	0.281	delinquent
restitution	anger	0.281	Restitutioun
foray	anger	0.279	viraus
troll	anger	0.279	troll
unfairness	anger	0.279	Ongerechtegkeet
buffering	anger	0.279	pufferen
noncompliance	anger	0.279	Noncompliance
nether	anger	0.278	netter
bogus	anger	0.273	falsch
immaturity	anger	0.273	Ongerechtegkeet
uncaring	anger	0.273	onsécher
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feist
shock	anger	0.269	Schock
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismus
inoperative	anger	0.266	inoperativ
bear	anger	0.266	bier
inconvenient	anger	0.266	onbequem
latent	anger	0.266	latent
defendant	anger	0.266	Verteideger
nopoint	anger	0.266	kee Punkt
rapping	anger	0.266	rappen
pry	anger	0.266	froen
quandary	anger	0.266	quandary
interrupts	anger	0.265	ënnerbrach
fluctuation	anger	0.265	Schwankung
exaggerate	anger	0.263	iwwerdreiwen
lose	anger	0.261	verléieren
patter	anger	0.258	patter
furnace	anger	0.258	Uewen
stone	anger	0.258	steen
tease	anger	0.258	zerstéieren
shoplifting	anger	0.258	Butteklifting
soldier	anger	0.258	Zaldot
incompetent	anger	0.257	inkompetent
indoctrination	anger	0.255	Indoktrinatioun
rocket	anger	0.250	Rakéit
skid	anger	0.250	schlitt
noisy	anger	0.250	Kaméidi
notoriety	anger	0.250	Bekanntheet
cane	anger	0.250	cane
unfollow	anger	0.250	unfollow
tripping	anger	0.250	trippen
attentionseeker	anger	0.250	Opmierksamkeet sichen
mastery	anger	0.250	Meeschterleeschtung
socialist	anger	0.250	sozialistesch
falsehood	anger	0.250	Falschheet
complicate	anger	0.250	komplizéiere
lawyer	anger	0.250	Affekot
untrue	anger	0.250	onwahr
nonsense	anger	0.250	Blödsinn
pouting	anger	0.250	poutéieren
witch	anger	0.242	Hex
detract	anger	0.242	entzéien
obstacle	anger	0.242	Hindernis
halter	anger	0.242	halter
fenced	anger	0.242	gefiermt
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	verstinn
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	froen
saber	anger	0.238	saber
hunger	anger	0.235	hunger
shell	anger	0.234	Schuel
wokemeup	anger	0.234	erwächt
recession	anger	0.234	Räzess
failing	anger	0.234	ausgefall
dabbling	anger	0.234	dabbelen
politics	anger	0.234	Politik
lava	anger	0.234	lava
rascal	anger	0.234	rasch
imtryingtosleep	anger	0.234	probéieren ze schlofen
tariff	anger	0.234	Tarif
undesirable	anger	0.231	onerwënscht
darkness	anger	0.227	Däischtert
versus	anger	0.227	géint
copycat	anger	0.227	copycat
resign	anger	0.227	demissionéieren
soaked	anger	0.226	gesoot
unfulfilled	anger	0.225	net erfëllt
abandoned	anger	0.222	opginn
unattainable	anger	0.221	onerreechbar
owing	anger	0.221	verdanken
bankruptcy	anger	0.221	Faillite
misconception	anger	0.219	Mëssverständnis
tool	anger	0.219	Tool
warden	anger	0.219	warden
compress	anger	0.219	kompriméieren
mosquito	anger	0.219	Moustique
whiny	anger	0.219	geckeg
somethingigetalot	anger	0.219	eppes ganz
confusion	anger	0.219	Duercherneen
unhelpful	anger	0.219	onhëllefräich
twitching	anger	0.219	zitt
nosey	anger	0.213	noss
overpriced	anger	0.212	iwwerpréift
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	Mangel
melodrama	anger	0.212	melodrama
possession	anger	0.206	Besëtz
desert	anger	0.206	Wüst
overplayed	anger	0.206	iwwerspillt
unpaid	anger	0.203	onbezuelten
powerless	anger	0.203	mächteg
sentence	anger	0.203	Saz
inefficient	anger	0.203	ineffizient
arraignment	anger	0.203	Uerteel
pout	anger	0.203	pout
unlucky	anger	0.203	onglécklech
rook	anger	0.203	rauch
backbone	anger	0.203	Réckemuerch
uninvited	anger	0.203	oninvitéiert
court	anger	0.199	Geriicht
endless	anger	0.198	endlos
adverts	anger	0.197	Annoncen
distracted	anger	0.197	ofgelenkt
delay	anger	0.197	Retard
misstatement	anger	0.197	Mëssverständnis
misunderstanding	anger	0.195	Mëssverständnis
inadmissible	anger	0.191	inakzeptabel
excite	anger	0.191	begeeschteren
lightning	anger	0.189	Blëtz
preclude	anger	0.188	ausschléissen
mournful	anger	0.188	traureg
insecure	anger	0.188	onsécher
incase	anger	0.188	wann
mutter	anger	0.182	mockelen
pare	anger	0.182	paréieren
rating	anger	0.182	Bewäertung
claimant	anger	0.182	behaapt
insist	anger	0.182	insistéieren
mistress	anger	0.182	Meeschtesch
distracting	anger	0.182	oflenken
opium	anger	0.180	opium
deserve	anger	0.176	verdéngen
willful	anger	0.176	gewëllt
treat	anger	0.175	behandelen
insists	anger	0.175	insistéiert
excitation	anger	0.172	Opreegung
mighty	anger	0.172	mächteg
liberate	anger	0.172	befreien
indecisive	anger	0.172	onbestëmmend
hormonal	anger	0.172	hormonell
peice	anger	0.172	Stéck
gibberish	anger	0.172	geschwat
misplace	anger	0.172	falsch Plaz
fee	anger	0.172	bezuelen
thanksalot	anger	0.172	villmols merci
fleece	anger	0.172	fleece
yelp	anger	0.168	jop
mule	anger	0.167	maul
unequal	anger	0.167	ongläich
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	verhandelen
insufficiency	anger	0.167	Insuffizienz
insignificant	anger	0.167	onwichteg
attentionseekers	anger	0.163	Opmierksamkeet sichen
coop	anger	0.156	coop
rheumatism	anger	0.156	rheuma
forearm	anger	0.156	Ënneraarm
indifference	anger	0.156	Gläichgëltegkeet
underpaid	anger	0.152	ënnerbezuelt
involvement	anger	0.152	Engagement
justthebeginning	anger	0.152	just den Ufank
disinformation	anger	0.152	Desinformatioun
uncertain	anger	0.152	onsécher
bee	anger	0.152	bee
attorney	anger	0.152	Affekot
pretending	anger	0.152	virstellen
campaigning	anger	0.151	Campagne
hopelessness	anger	0.149	Hoffnungslosegkeet
feeling	anger	0.147	Gefill
legalized	anger	0.145	legaliséiert
caution	anger	0.145	virsiichteg
sterling	anger	0.141	Sterling
morals	anger	0.141	Moral
subsidy	anger	0.141	Subsid
obliging	anger	0.141	verflichtend
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	flësseg
misspell	anger	0.136	falsch Schreifweis
repay	anger	0.136	zréckbezuelen
surcharge	anger	0.136	Zouschlag
geez	anger	0.136	gez
birch	anger	0.135	Birch
noob	anger	0.133	Unfänger
honk	anger	0.133	honk
orchestra	anger	0.132	Orchester
wireless	anger	0.125	drahtlos
competitive	anger	0.125	kompetitiv
standstill	anger	0.125	stoe bleiwen
inattention	anger	0.121	OnOpmierksamkeet
reversal	anger	0.121	ëmgedréint
lace	anger	0.118	Spëtz
elbow	anger	0.117	Ielebou
instinctive	anger	0.112	instinktiv
chant	anger	0.111	gesongen
gnome	anger	0.109	Gnom
lonely	anger	0.109	einsam
tolerate	anger	0.106	toleréieren
management	anger	0.102	Gestioun
advocacy	anger	0.100	Plädoyer
moral	anger	0.094	moralesch
roadworks	anger	0.091	Stroossenaarbechten
honest	anger	0.087	éierlech
gent	anger	0.076	gengs
forgetful	anger	0.076	vergiessen
liquor	anger	0.075	Likör
money	anger	0.074	Suen
hood	anger	0.071	Hood
curriculum	anger	0.063	curriculum
words	anger	0.062	Wierder
smell	anger	0.061	richen
playful	anger	0.061	spilleresch
opera	anger	0.061	oper
elf	anger	0.061	elf
nurture	anger	0.059	ernären
trumpet	anger	0.059	trompett
counsellor	anger	0.059	conseiller
asleeep	anger	0.059	schlofen
birthplace	anger	0.051	Gebuertsplaz
ribbon	anger	0.047	Bändchen
youth	anger	0.045	Jugend
vote	anger	0.045	stëmmen
cash	anger	0.039	boer
