English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
offense	anger	0.469	móðgun
objection	anger	0.469	andmæli
smother	anger	0.469	kæfa
disruption	anger	0.469	truflun
intolerance	anger	0.469	óþol
disobey	anger	0.469	óhlýðnast
selfishness	anger	0.469	eigingirni
recidivism	anger	0.469	ítrekun
subversive	anger	0.469	niðurdrepandi
huff	anger	0.469	huff
plunder	anger	0.469	ræna
opposition	anger	0.469	stjórnarandstöðu
complain	anger	0.469	kvarta
perpetrator	anger	0.469	geranda
simmer	anger	0.469	krauma
areyoukidding	anger	0.468	Ertu að grínast
mug	anger	0.467	mál
agony	anger	0.465	kvöl
arrogant	anger	0.461	hrokafullur
sux	anger	0.456	sux
vent	anger	0.456	loftræsting
elimination	anger	0.456	brotthvarf
picketing	anger	0.456	baráttumál
haughty	anger	0.456	hrokafullur
grated	anger	0.455	rifið
flagrant	anger	0.455	fáránlegt
busted	anger	0.455	gómaður
crabby	anger	0.455	krúttlegur
dying	anger	0.455	deyja
idiocy	anger	0.455	fávitaskapur
impermeable	anger	0.455	ógegndræpi
stubbed	anger	0.455	stubbur
illegality	anger	0.455	ólögmæti
veto	anger	0.455	neitunarvald
constraint	anger	0.455	þvingun
mislead	anger	0.455	villa um
illicit	anger	0.455	ólöglegt
troublesome	anger	0.455	vandræðalegt
clamor	anger	0.455	öskrandi
bayonet	anger	0.453	byssur
suppress	anger	0.453	bæla niður
intense	anger	0.453	ákafur
displeased	anger	0.453	óánægður
disapproving	anger	0.453	afþakka
hysterical	anger	0.453	hysterísk
struggle	anger	0.453	baráttu
godless	anger	0.453	guðlaus
desist	anger	0.453	hætta
usurped	anger	0.453	rænt
despotism	anger	0.453	despotism
disagreeing	anger	0.453	ósammála
bad	anger	0.453	slæmt
unlawful	anger	0.451	ólöglegt
wrongly	anger	0.448	ranglega
repellent	anger	0.442	fráhrindandi
dishonor	anger	0.441	vanvirðu
psychosis	anger	0.441	geðrof
wasted	anger	0.441	sóað
wrongful	anger	0.441	ranglátt
foe	anger	0.441	fjandmaður
aversion	anger	0.440	andúð
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	hnúar
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	klofningur
upset	anger	0.439	í uppnámi
effigy	anger	0.439	líkneski
punitive	anger	0.439	refsivert
worthless	anger	0.438	verðlaus
separatist	anger	0.438	aðskilnaðarsinna
ransom	anger	0.438	lausnargjald
deny	anger	0.438	afneita
fugitive	anger	0.438	flóttamaður
mucked	anger	0.438	múgað
abandonment	anger	0.438	yfirgefa
irritation	anger	0.438	erting
deleterious	anger	0.438	skaðlegt
stupidity	anger	0.438	heimsku
segregate	anger	0.437	aðskilja
oblivion	anger	0.437	gleymsku
payback	anger	0.436	endurgreiðslu
incongruous	anger	0.435	úr takt
eviction	anger	0.435	brottrekstur
collusion	anger	0.432	samráð
rob	anger	0.431	ræna
ravenous	anger	0.429	gráðugur
overrun	anger	0.429	umframmagn
infidelity	anger	0.429	óheilindi
harbinger	anger	0.426	fyrirboði
painful	anger	0.426	sársaukafullt
getoverit	anger	0.426	getoverit
martial	anger	0.426	bardaga
rejection	anger	0.426	höfnun
incredulous	anger	0.426	vantrúaður
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	vörn
enforce	anger	0.424	framfylgja
commotion	anger	0.424	læti
censor	anger	0.424	ritskoða
gonorrhea	anger	0.424	lekandi
fraudulent	anger	0.424	sviksamlega
unsympathetic	anger	0.424	samúðarlaus
fallacious	anger	0.424	villandi
greed	anger	0.424	græðgi
defraud	anger	0.424	svíkja
banger	anger	0.424	banger
concealment	anger	0.424	leyndarmál
fuss	anger	0.424	læti
exasperation	anger	0.424	gremju
disobedience	anger	0.424	óhlýðni
powerful	anger	0.424	öflugur
discontent	anger	0.424	óánægju
indecency	anger	0.424	ósvífni
sedition	anger	0.422	uppreisn
deportation	anger	0.422	brottvísun
cracked	anger	0.422	klikkaður
bang	anger	0.422	bang
barb	anger	0.422	gabb
duel	anger	0.422	einvígi
sarcasm	anger	0.422	kaldhæðni
cur	anger	0.422	cur
misrepresented	anger	0.422	rangfært
annoyance	anger	0.422	pirringur
scar	anger	0.422	ör
nettle	anger	0.422	netla
banishment	anger	0.422	brottvísun
snubbed	anger	0.422	snuðaði
penitentiary	anger	0.422	refsivist
penetration	anger	0.422	skarpskyggni
blatant	anger	0.420	hróplegt
force	anger	0.418	afl
perverse	anger	0.415	pervers
wring	anger	0.415	vriða
bastion	anger	0.413	bastion
grim	anger	0.413	grimmur
moody	anger	0.412	skaplegur
tiff	anger	0.412	tiff
nothappy	anger	0.412	ekki glaður
surly	anger	0.412	surly
sordid	anger	0.412	asnalegt
hunting	anger	0.411	veiða
indenture	anger	0.410	inndrætti
forfeit	anger	0.409	fyrirgert
areyoukiddingme	anger	0.409	Ertu að grínast í mér
reproach	anger	0.409	ámæli
sham	anger	0.409	sýndarmennska
awful	anger	0.409	hræðilegt
compulsion	anger	0.409	áráttu
implicate	anger	0.409	gefa í skyn
contradict	anger	0.409	stangast á
inept	anger	0.409	óhæfur
supremacy	anger	0.409	yfirburði
sneak	anger	0.409	laumast
disappoint	anger	0.409	vonbrigði
blockade	anger	0.409	blokkun
detainee	anger	0.409	fangi
cantwin	anger	0.409	cantwin
squelch	anger	0.409	svelg
lying	anger	0.408	ljúga
rail	anger	0.406	járnbraut
forsaken	anger	0.406	yfirgefin
cacophony	anger	0.406	kakófónía
antipathy	anger	0.406	andúð
wop	anger	0.406	vá
badger	anger	0.406	greflingur
tremor	anger	0.406	skjálfti
inequality	anger	0.406	misrétti
delusion	anger	0.406	blekking
unthinkable	anger	0.406	óhugsandi
onerous	anger	0.406	íþyngjandi
wrongdoing	anger	0.406	ranglæti
nuisance	anger	0.406	óþægindi
scrapie	anger	0.406	riðuveiki
epidemic	anger	0.406	faraldur
arguments	anger	0.404	rök
affront	anger	0.403	níðingur
traumatic	anger	0.402	áverka
sodding	anger	0.400	soðið
libel	anger	0.400	meiðyrði
annoys	anger	0.400	pirrar
soslow	anger	0.398	svo hægt
watchout	anger	0.398	Passaðu þig
frenetic	anger	0.397	æðislegur
remiss	anger	0.397	eftirláta
barge	anger	0.396	pramma
sue	anger	0.394	kæra
keyed	anger	0.394	lyklaður
actionable	anger	0.394	aðgerðarhæfar
extinguish	anger	0.394	slökkva
fraud	anger	0.394	svik
untoward	anger	0.394	óviðkomandi
illegal	anger	0.394	ólöglegt
nag	anger	0.394	nöldra
boxing	anger	0.394	hnefaleikar
confiscate	anger	0.394	gera upptæka
howl	anger	0.394	væla
whatsthepoint	anger	0.394	hver er tilgangurinn
rabble	anger	0.394	röfl
unfriendly	anger	0.394	óvingjarnlegur
disrespect	anger	0.394	virðingarleysi
dangit	anger	0.394	fjárinn
brimstone	anger	0.392	brennisteini
dissolution	anger	0.391	upplausn
rigged	anger	0.391	rigginn
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	jarðskjálfti
argh	anger	0.391	argh
pique	anger	0.391	píka
recklessness	anger	0.391	kæruleysi
disagree	anger	0.389	ósammála
lawsuit	anger	0.386	málsókn
disused	anger	0.382	ónýtt
despair	anger	0.382	örvæntingu
immorality	anger	0.382	siðleysi
coerce	anger	0.379	þvingun
firstworldprobs	anger	0.379	fyrstu heimsmálin
touchy	anger	0.379	viðkvæmt
pokes	anger	0.379	potar
falsification	anger	0.379	fölsun
rifle	anger	0.379	riffil
sizzle	anger	0.379	snarka
incurable	anger	0.379	ólæknandi
difficulty	anger	0.379	erfiðleikar
sore	anger	0.379	sár
picket	anger	0.378	vallargangur
concussion	anger	0.377	heilahristingur
stuckup	anger	0.375	fastur
militia	anger	0.375	vígi
rawr	anger	0.375	hrár
faulty	anger	0.375	gölluð
sly	anger	0.375	slægur
disillusionment	anger	0.375	vonbrigði
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	gryfja
infantile	anger	0.375	ungmenni
pessimism	anger	0.375	svartsýni
remand	anger	0.375	gæsluvarðhald
cannon	anger	0.375	fallbyssu
vindicate	anger	0.371	sanna
inhibit	anger	0.371	hamla
distressing	anger	0.371	átakanlegt
nepotism	anger	0.371	frændhyggja
schizophrenia	anger	0.369	geðklofa
skewed	anger	0.368	skakkt
disreputable	anger	0.368	óvirtur
forbidding	anger	0.368	banna
conquest	anger	0.367	landvinninga
bark	anger	0.365	gelta
leukemia	anger	0.365	hvítblæði
disapprove	anger	0.364	hafna
warrior	anger	0.364	kappi
barks	anger	0.364	geltir
retarded	anger	0.364	þroskaheftur
unhappy	anger	0.364	óánægður
burke	anger	0.364	burke
challenge	anger	0.364	áskorun
belt	anger	0.364	belti
litigate	anger	0.359	höfða mál
paucity	anger	0.359	fámenni
opinionated	anger	0.359	skoðanakennt
disliked	anger	0.359	mislíkaði
aftermath	anger	0.359	eftirmáli
restriction	anger	0.359	Takmarkanir
cad	anger	0.359	cad
incompetence	anger	0.359	vanhæfni
loudness	anger	0.359	hávær
broken	anger	0.359	brotið
polemic	anger	0.359	pæling
sectarian	anger	0.359	sértrúarsöfnuður
controversial	anger	0.359	umdeild
interrupting	anger	0.358	trufla
fussy	anger	0.357	vandræðalegur
wench	anger	0.353	kerling
remove	anger	0.351	fjarlægja
brat	anger	0.351	krakki
gruff	anger	0.351	gróft
misbehavior	anger	0.351	illa hegðun
scarcity	anger	0.350	skortur
losing	anger	0.349	tapa
stigma	anger	0.348	stigma
deserted	anger	0.348	í eyði
timewasters	anger	0.348	tímasóun
disagreement	anger	0.348	ágreiningur
defect	anger	0.348	galla
hardened	anger	0.348	harðnað
lie	anger	0.348	ljúga
ulcer	anger	0.348	sár
retract	anger	0.348	draga til baka
untrustworthy	anger	0.348	ótraust
pest	anger	0.348	meindýr
disappointed	anger	0.348	vonsvikinn
bias	anger	0.345	hlutdrægni
negation	anger	0.344	afneitun
bothering	anger	0.344	nenna
stripped	anger	0.344	sviptur
antisocial	anger	0.344	andfélagslegur
pirate	anger	0.344	sjóræningi
stingy	anger	0.344	snjall
shoddy	anger	0.344	ljótt
unreliable	anger	0.344	óáreiðanlegur
shaky	anger	0.344	skjálfandi
misleading	anger	0.344	villandi
unsettled	anger	0.344	órólegur
evade	anger	0.344	komast hjá
anxiety	anger	0.344	kvíði
disclaim	anger	0.344	afneita
deterioration	anger	0.344	hnignun
impotence	anger	0.344	getuleysi
interminable	anger	0.343	endalaust
disease	anger	0.341	sjúkdómur
meddle	anger	0.341	blanda sér í
warp	anger	0.340	undið
averse	anger	0.338	andstyggilegur
infamous	anger	0.338	alræmdur
alcoholism	anger	0.338	alkóhólismi
row	anger	0.337	röð
staticky	anger	0.336	staðfastur
illegitimate	anger	0.333	ólögmætt
encumbrance	anger	0.333	kvöð
witchcraft	anger	0.333	galdra
interrupt	anger	0.333	trufla
scorpion	anger	0.333	sporðdreki
ill	anger	0.333	veikur
sinner	anger	0.331	syndari
inconsiderate	anger	0.329	tillitslaus
hulk	anger	0.329	hulkur
prohibited	anger	0.328	bönnuð
dashed	anger	0.328	strikað
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	vanhæfur
spammers	anger	0.328	spammers
phony	anger	0.328	lygi
tighten	anger	0.328	herða
dislocated	anger	0.328	farið úr liði
scapegoat	anger	0.328	blóraböggli
victim	anger	0.328	fórnarlamb
opponent	anger	0.328	andstæðingur
hiss	anger	0.328	hvæs
crusade	anger	0.328	krossferð
grumpy	anger	0.328	pirraður
resisting	anger	0.328	standast
inappropriate	anger	0.324	óviðeigandi
haye	anger	0.324	hey
loss	anger	0.324	tap
trickery	anger	0.324	brögð
eschew	anger	0.324	forðast
neglected	anger	0.324	vanrækt
canker	anger	0.323	krabbamein
muff	anger	0.318	múffu
crunch	anger	0.318	marr
duplicity	anger	0.318	tvískinnungur
criticism	anger	0.318	gagnrýni
queues	anger	0.318	biðraðir
shriek	anger	0.316	öskra
depreciate	anger	0.315	lækka
dismissal	anger	0.312	uppsögn
chaff	anger	0.312	hismi
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	fátækt
carelessness	anger	0.312	kæruleysi
deflate	anger	0.312	tæma loftið
dumps	anger	0.312	sorphaugar
dupe	anger	0.312	blekking
mortality	anger	0.312	dánartíðni
revving	anger	0.309	revving
disallowed	anger	0.308	óheimilt
boisterous	anger	0.307	hávær
thoughtless	anger	0.307	hugsunarlaus
burial	anger	0.304	greftrun
wince	anger	0.303	hrynja
theocratic	anger	0.303	guðræðislegur
sullen	anger	0.303	ömurlegur
involution	anger	0.300	involution
misuse	anger	0.297	misnotkun
taxed	anger	0.297	skattlagður
senseless	anger	0.297	vitlaus
talons	anger	0.297	klórar
stalemate	anger	0.297	pattstöðu
getyourown	anger	0.297	fáðu þitt eigið
hoax	anger	0.297	gabb
depreciated	anger	0.297	afskrifað
depressed	anger	0.297	þunglyndur
wasteful	anger	0.297	eyðslusamur
paralysis	anger	0.295	lömun
displaced	anger	0.294	á flótta
limited	anger	0.292	takmörkuð
disapointment	anger	0.290	vonbrigði
orc	anger	0.289	ork
ridiculous	anger	0.289	fáránlegt
homeless	anger	0.288	heimilislaus
spine	anger	0.288	hrygg
teasing	anger	0.288	stríðni
presumptuous	anger	0.288	fordómafullur
react	anger	0.288	bregðast við
sharpen	anger	0.288	skerpa
barrier	anger	0.287	hindrun
hoot	anger	0.287	úff
twitchy	anger	0.287	kippt
myopia	anger	0.283	nærsýni
flexin	anger	0.281	flexin
lagging	anger	0.281	eftirbátur
contraband	anger	0.281	smygl
incompatible	anger	0.281	ósamrýmanleg
shiver	anger	0.281	skjálfa
spam	anger	0.281	ruslpóstur
agh	anger	0.281	æjj
disconnects	anger	0.281	aftengir
delinquent	anger	0.281	afbrotamaður
restitution	anger	0.281	endurgreiðslu
foray	anger	0.279	áhlaup
troll	anger	0.279	tröll
unfairness	anger	0.279	ósanngirni
buffering	anger	0.279	biðminni
noncompliance	anger	0.279	vanefnda
nether	anger	0.278	neðar
bogus	anger	0.273	svikinn
immaturity	anger	0.273	vanþroska
uncaring	anger	0.273	umhyggjulaus
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	hrífandi
shock	anger	0.269	stuð
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	femínisma
inoperative	anger	0.266	óstarfhæft
bear	anger	0.266	björn
inconvenient	anger	0.266	óþægilegt
latent	anger	0.266	duld
defendant	anger	0.266	stefnda
nopoint	anger	0.266	neitun
rapping	anger	0.266	rappa
pry	anger	0.266	hnýta
quandary	anger	0.266	vandræðagangur
interrupts	anger	0.265	truflar
fluctuation	anger	0.265	sveiflur
exaggerate	anger	0.263	ýkja
lose	anger	0.261	tapa
patter	anger	0.258	klappa
furnace	anger	0.258	ofni
stone	anger	0.258	steini
tease	anger	0.258	stríða
shoplifting	anger	0.258	búðarþjófnaður
soldier	anger	0.258	hermaður
incompetent	anger	0.257	óhæfur
indoctrination	anger	0.255	innrætingu
rocket	anger	0.250	eldflaug
skid	anger	0.250	renna
noisy	anger	0.250	hávær
notoriety	anger	0.250	frægð
cane	anger	0.250	reyr
unfollow	anger	0.250	hætta að fylgjast með
tripping	anger	0.250	trippi
attentionseeker	anger	0.250	athyglissjúkur
mastery	anger	0.250	leikni
socialist	anger	0.250	sósíalista
falsehood	anger	0.250	lygi
complicate	anger	0.250	flækja
lawyer	anger	0.250	lögfræðingur
untrue	anger	0.250	ósatt
nonsense	anger	0.250	vitleysa
pouting	anger	0.250	pæling
witch	anger	0.242	norn
detract	anger	0.242	draga úr
obstacle	anger	0.242	hindrun
halter	anger	0.242	grimmur
fenced	anger	0.242	girt
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	skil ekki
vampire	anger	0.242	vampíru
ringer	anger	0.242	hringir
frowning	anger	0.239	kinka kolli
saber	anger	0.238	saber
hunger	anger	0.235	hungur
shell	anger	0.234	skel
wokemeup	anger	0.234	vakna
recession	anger	0.234	kreppa
failing	anger	0.234	mistakast
dabbling	anger	0.234	pæling
politics	anger	0.234	pólitík
lava	anger	0.234	hraun
rascal	anger	0.234	ræfill
imtryingtosleep	anger	0.234	er að reyna að sofa
tariff	anger	0.234	gjaldskrá
undesirable	anger	0.231	óæskilegt
darkness	anger	0.227	myrkur
versus	anger	0.227	á móti
copycat	anger	0.227	eftirlíking
resign	anger	0.227	segja af sér
soaked	anger	0.226	bleytur
unfulfilled	anger	0.225	óuppfyllt
abandoned	anger	0.222	yfirgefinn
unattainable	anger	0.221	óviðunandi
owing	anger	0.221	vegna
bankruptcy	anger	0.221	gjaldþrot
misconception	anger	0.219	misskilningur
tool	anger	0.219	verkfæri
warden	anger	0.219	varðstjóri
compress	anger	0.219	þjappa
mosquito	anger	0.219	fluga
whiny	anger	0.219	vælandi
somethingigetalot	anger	0.219	eitthvað mikið
confusion	anger	0.219	rugl
unhelpful	anger	0.219	óhjálpsamur
twitching	anger	0.219	kippir
nosey	anger	0.213	forvitinn
overpriced	anger	0.212	of dýrt
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	skortur
melodrama	anger	0.212	melódrama
possession	anger	0.206	eign
desert	anger	0.206	eyðimörk
overplayed	anger	0.206	ofleikið
unpaid	anger	0.203	ógreiddur
powerless	anger	0.203	máttlaus
sentence	anger	0.203	setningu
inefficient	anger	0.203	óhagkvæm
arraignment	anger	0.203	réttarhöld
pout	anger	0.203	pæling
unlucky	anger	0.203	óheppinn
rook	anger	0.203	hrókur
backbone	anger	0.203	burðarás
uninvited	anger	0.203	óboðinn
court	anger	0.199	dómstóll
endless	anger	0.198	endalaus
adverts	anger	0.197	auglýsingar
distracted	anger	0.197	Annars hugar
delay	anger	0.197	seinkun
misstatement	anger	0.197	rangfærslu
misunderstanding	anger	0.195	misskilningur
inadmissible	anger	0.191	óheimilt
excite	anger	0.191	spenna
lightning	anger	0.189	eldingu
preclude	anger	0.188	útiloka
mournful	anger	0.188	sorgmæddur
insecure	anger	0.188	óörugg
incase	anger	0.188	incase
mutter	anger	0.182	muldra
pare	anger	0.182	pare
rating	anger	0.182	einkunn
claimant	anger	0.182	kröfuhafi
insist	anger	0.182	heimta
mistress	anger	0.182	húsfreyja
distracting	anger	0.182	truflandi
opium	anger	0.180	ópíum
deserve	anger	0.176	eiga skilið
willful	anger	0.176	viljandi
treat	anger	0.175	skemmtun
insists	anger	0.175	fullyrðir
excitation	anger	0.172	örvun
mighty	anger	0.172	voldugur
liberate	anger	0.172	frelsa
indecisive	anger	0.172	óákveðinn
hormonal	anger	0.172	hormóna
peice	anger	0.172	biti
gibberish	anger	0.172	kjaftæði
misplace	anger	0.172	á rangan stað
fee	anger	0.172	gjald
thanksalot	anger	0.172	Kærar þakkir
fleece	anger	0.172	flís
yelp	anger	0.168	æpið
mule	anger	0.167	múl
unequal	anger	0.167	ójöfn
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	semja
insufficiency	anger	0.167	ófullnægjandi
insignificant	anger	0.167	óveruleg
attentionseekers	anger	0.163	athyglisleitendur
coop	anger	0.156	coop
rheumatism	anger	0.156	gigt
forearm	anger	0.156	framhandlegg
indifference	anger	0.156	afskiptaleysi
underpaid	anger	0.152	vangreitt
involvement	anger	0.152	þátttöku
justthebeginning	anger	0.152	bara byrjunin
disinformation	anger	0.152	óupplýsingar
uncertain	anger	0.152	óviss
bee	anger	0.152	bí
attorney	anger	0.152	lögmaður
pretending	anger	0.152	þykjast
campaigning	anger	0.151	herferð
hopelessness	anger	0.149	vonleysi
feeling	anger	0.147	tilfinningu
legalized	anger	0.145	lögfest
caution	anger	0.145	Varúð
sterling	anger	0.141	sterlingspund
morals	anger	0.141	siðferði
subsidy	anger	0.141	niðurgreiðslu
obliging	anger	0.141	skyldug
wimpy	anger	0.140	töff
bummer	anger	0.139	ömurlegt
saloon	anger	0.136	salon
blemish	anger	0.136	lýti
misspell	anger	0.136	stafsetningarvilla
repay	anger	0.136	endurgreiða
surcharge	anger	0.136	aukagjald
geez	anger	0.136	djöfull
birch	anger	0.135	birki
noob	anger	0.133	byrjandi
honk	anger	0.133	tuða
orchestra	anger	0.132	hljómsveit
wireless	anger	0.125	þráðlaust
competitive	anger	0.125	samkeppnishæf
standstill	anger	0.125	kyrrstöðu
inattention	anger	0.121	athyglisbrest
reversal	anger	0.121	viðsnúningur
lace	anger	0.118	blúndur
elbow	anger	0.117	olnboga
instinctive	anger	0.112	eðlislæg
chant	anger	0.111	söng
gnome	anger	0.109	gnome
lonely	anger	0.109	einmana
tolerate	anger	0.106	þola
management	anger	0.102	stjórnun
advocacy	anger	0.100	málsvörn
moral	anger	0.094	siðferðilegt
roadworks	anger	0.091	vegavinnu
honest	anger	0.087	heiðarlegur
gent	anger	0.076	herramaður
forgetful	anger	0.076	gleyminn
liquor	anger	0.075	áfengi
money	anger	0.074	peningar
hood	anger	0.071	hetta
curriculum	anger	0.063	námskrá
words	anger	0.062	orð
smell	anger	0.061	lykt
playful	anger	0.061	fjörugur
opera	anger	0.061	óperu
elf	anger	0.061	álfur
nurture	anger	0.059	hlúa að
trumpet	anger	0.059	trompet
counsellor	anger	0.059	ráðgjafi
asleeep	anger	0.059	sofandi
birthplace	anger	0.051	fæðingarstaður
ribbon	anger	0.047	borði
youth	anger	0.045	æsku
vote	anger	0.045	kjósa
cash	anger	0.039	reiðufé
wannasleep	anger	0.031	viltu sofa
waffle	anger	0.030	vöfflu
dame	anger	0.030	dama
buffet	anger	0.029	hlaðborð
