English Word	Emotion	Emotion-Intensity-Score	Serbian Word
hysterical	anger	0.453	хистеричан
struggle	anger	0.453	борити се
godless	anger	0.453	безбожник
desist	anger	0.453	одустати
usurped	anger	0.453	узурпирао
despotism	anger	0.453	деспотизам
disagreeing	anger	0.453	неслагање
bad	anger	0.453	лоше
unlawful	anger	0.451	незаконито
wrongly	anger	0.448	погрешно
repellent	anger	0.442	одбијајући
dishonor	anger	0.441	обешчашћење
psychosis	anger	0.441	психоза
wasted	anger	0.441	потрошено
wrongful	anger	0.441	неправедно
foe	anger	0.441	непријатељ
aversion	anger	0.440	одбојност
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	зглобови прстију
ultimatum	anger	0.439	ултиматум
schism	anger	0.439	раскол
upset	anger	0.439	узнемирен
effigy	anger	0.439	скулптура
punitive	anger	0.439	казнени
worthless	anger	0.438	безвредан
separatist	anger	0.438	сепаратистички
ransom	anger	0.438	откупнина
deny	anger	0.438	негирати
fugitive	anger	0.438	бегунац
mucked	anger	0.438	муцкед
abandonment	anger	0.438	напуштање
irritation	anger	0.438	иритација
deleterious	anger	0.438	штетан
stupidity	anger	0.438	глупости
segregate	anger	0.437	сегрегирати
oblivion	anger	0.437	заборав
payback	anger	0.436	паибацк
incongruous	anger	0.435	нескладан
eviction	anger	0.435	исељење
collusion	anger	0.432	дослух
rob	anger	0.431	пљачкати
ravenous	anger	0.429	халапљив
overrun	anger	0.429	прегазити
infidelity	anger	0.429	неверство
harbinger	anger	0.426	претеча
painful	anger	0.426	болно
getoverit	anger	0.426	превазићи
martial	anger	0.426	борилачки
rejection	anger	0.426	одбацивање
incredulous	anger	0.426	неповерљив
stupidrain	anger	0.426	ступидраин
defense	anger	0.425	одбрана
enforce	anger	0.424	спроводити
commotion	anger	0.424	комешање
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонореја
fraudulent	anger	0.424	преварљив
unsympathetic	anger	0.424	несимпатичан
fallacious	anger	0.424	лажно
greed	anger	0.424	похлепа
defraud	anger	0.424	превара
banger	anger	0.424	бангер
concealment	anger	0.424	прикривање
fuss	anger	0.424	фусс
exasperation	anger	0.424	огорченост
disobedience	anger	0.424	непослушност
powerful	anger	0.424	моћна
discontent	anger	0.424	незадовољство
indecency	anger	0.424	непристојност
sedition	anger	0.422	побуна
deportation	anger	0.422	депортација
cracked	anger	0.422	напукла
bang	anger	0.422	банг
barb	anger	0.422	барб
duel	anger	0.422	дуел
sarcasm	anger	0.422	сарказам
cur	anger	0.422	цур
misrepresented	anger	0.422	погрешно представљено
annoyance	anger	0.422	досађивање
scar	anger	0.422	ожиљак
nettle	anger	0.422	коприва
banishment	anger	0.422	прогонство
snubbed	anger	0.422	снуббед
penitentiary	anger	0.422	казнено-поправни
penetration	anger	0.422	продора
blatant	anger	0.420	очигледан
force	anger	0.418	сила
perverse	anger	0.415	перверзно
wring	anger	0.415	исцедити
bastion	anger	0.413	бастион
grim	anger	0.413	мрачан
moody	anger	0.412	ћудљив
tiff	anger	0.412	тифф
nothappy	anger	0.412	Не срећан
surly	anger	0.412	сурли
sordid	anger	0.412	покварен
hunting	anger	0.411	лов
indenture	anger	0.410	индентуре
forfeit	anger	0.409	губити
areyoukiddingme	anger	0.409	да ли се шалиш на мој рачун
reproach	anger	0.409	прекор
sham	anger	0.409	лажно
awful	anger	0.409	грозно
compulsion	anger	0.409	принуда
implicate	anger	0.409	имплицирати
contradict	anger	0.409	противречити
inept	anger	0.409	неспособан
supremacy	anger	0.409	превласт
sneak	anger	0.409	шуњати се
disappoint	anger	0.409	разочарати
blockade	anger	0.409	блокада
detainee	anger	0.409	притвореник
cantwin	anger	0.409	цантвин
squelch	anger	0.409	скуелцх
lying	anger	0.408	лежећи
rail	anger	0.406	шина
forsaken	anger	0.406	остављени
cacophony	anger	0.406	какофонија
antipathy	anger	0.406	антипатија
wop	anger	0.406	воп
badger	anger	0.406	салетати
tremor	anger	0.406	тремор
inequality	anger	0.406	неједнакост
delusion	anger	0.406	заблуда
unthinkable	anger	0.406	незамисливо
onerous	anger	0.406	оптерећујући
wrongdoing	anger	0.406	неправде
nuisance	anger	0.406	сметња
scrapie	anger	0.406	сцрапие
epidemic	anger	0.406	епидемија
arguments	anger	0.404	аргументима
affront	anger	0.403	увреде
traumatic	anger	0.402	трауматичан
sodding	anger	0.400	бушење
libel	anger	0.400	клевета
annoys	anger	0.400	нервира
soslow	anger	0.398	тако споро
watchout	anger	0.398	пази
frenetic	anger	0.397	френетичан
remiss	anger	0.397	ремисс
barge	anger	0.396	барка
sue	anger	0.394	тужити
keyed	anger	0.394	кључем
actionable	anger	0.394	делотворан
extinguish	anger	0.394	угасити
fraud	anger	0.394	превара
untoward	anger	0.394	непристојан
illegal	anger	0.394	незаконито
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфискују
howl	anger	0.394	урлати
whatsthepoint	anger	0.394	Која је поента
rabble	anger	0.394	раббле
unfriendly	anger	0.394	непријатељски
disrespect	anger	0.394	непоштовање
dangit	anger	0.394	проклетство
brimstone	anger	0.392	сумпор
dissolution	anger	0.391	распуштање
rigged	anger	0.391	намештено
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	земљотрес
argh	anger	0.391	аргх
pique	anger	0.391	пикуе
recklessness	anger	0.391	безобзирност
disagree	anger	0.389	не слазем се
lawsuit	anger	0.386	тужба
disused	anger	0.382	напуштено
despair	anger	0.382	очајање
immorality	anger	0.382	неморал
coerce	anger	0.379	присиљавати
firstworldprobs	anger	0.379	фирстворлдпробс
touchy	anger	0.379	додирљив
pokes	anger	0.379	покес
falsification	anger	0.379	фалсификовање
rifle	anger	0.379	пушка
sizzle	anger	0.379	цврчање
incurable	anger	0.379	неизлечиво
difficulty	anger	0.379	тешкоћа
sore	anger	0.379	чир
picket	anger	0.378	пикет
concussion	anger	0.377	потрес мозга
stuckup	anger	0.375	заглављени
militia	anger	0.375	милиција
rawr	anger	0.375	равр
faulty	anger	0.375	неисправан
sly	anger	0.375	лукав
disillusionment	anger	0.375	разочарање
petpeeve	anger	0.375	петпееве
pitfall	anger	0.375	замка
infantile	anger	0.375	инфантилне
pessimism	anger	0.375	песимизам
remand	anger	0.375	притвор
cannon	anger	0.375	топова
vindicate	anger	0.371	оправдати
inhibit	anger	0.371	инхибирати
distressing	anger	0.371	узнемирујући
nepotism	anger	0.371	непотизам
schizophrenia	anger	0.369	шизофренија
skewed	anger	0.368	искривљено
disreputable	anger	0.368	неугледни
forbidding	anger	0.368	забрањујући
conquest	anger	0.367	освајање
bark	anger	0.365	лавеж
leukemia	anger	0.365	леукемија
disapprove	anger	0.364	не одобравам
warrior	anger	0.364	ратник
barks	anger	0.364	лаје
retarded	anger	0.364	ретардиран
unhappy	anger	0.364	несрећни
burke	anger	0.364	бурке
challenge	anger	0.364	изазов
belt	anger	0.364	појас
litigate	anger	0.359	парничити се
paucity	anger	0.359	оскудност
opinionated	anger	0.359	убеђен
disliked	anger	0.359	не свиђа се
aftermath	anger	0.359	последице
restriction	anger	0.359	ограничење
cad	anger	0.359	цад
incompetence	anger	0.359	неспособност
loudness	anger	0.359	гласноће
broken	anger	0.359	сломљена
polemic	anger	0.359	полемички
sectarian	anger	0.359	секташ
controversial	anger	0.359	контроверзно
interrupting	anger	0.358	прекидајући
fussy	anger	0.357	ситничарски
wench	anger	0.353	венцх
remove	anger	0.351	уклонити
brat	anger	0.351	брат
gruff	anger	0.351	грубо
misbehavior	anger	0.351	лоше понашање
scarcity	anger	0.350	оскудица
losing	anger	0.349	губљење
stigma	anger	0.348	предрасуда
deserted	anger	0.348	напуштен
timewasters	anger	0.348	губици времена
disagreement	anger	0.348	неслагање
defect	anger	0.348	дефект
hardened	anger	0.348	очврснуо
lie	anger	0.348	лаж
ulcer	anger	0.348	чир
retract	anger	0.348	повући
untrustworthy	anger	0.348	неповерљив
pest	anger	0.348	штеточина
disappointed	anger	0.348	разочаран
bias	anger	0.345	склоност
negation	anger	0.344	негација
bothering	anger	0.344	сметајући
stripped	anger	0.344	огољен
antisocial	anger	0.344	асоцијална
pirate	anger	0.344	гусарски
stingy	anger	0.344	шкрт
shoddy	anger	0.344	лош
unreliable	anger	0.344	непоуздан
shaky	anger	0.344	дрхтав
misleading	anger	0.344	обмањујуће
unsettled	anger	0.344	несређен
evade	anger	0.344	избегавати
anxiety	anger	0.344	анксиозност
disclaim	anger	0.344	одрећи се
deterioration	anger	0.344	погоршање стања
impotence	anger	0.344	импотенција
interminable	anger	0.343	бескрајно
disease	anger	0.341	болест
meddle	anger	0.341	мешати се
warp	anger	0.340	варп
averse	anger	0.338	аверсе
infamous	anger	0.338	злогласно
alcoholism	anger	0.338	алкохолизам
row	anger	0.337	ред
staticky	anger	0.336	статичан
illegitimate	anger	0.333	нелегитимни
encumbrance	anger	0.333	оптерећење
witchcraft	anger	0.333	враџбине
interrupt	anger	0.333	прекидати
scorpion	anger	0.333	шкорпион
ill	anger	0.333	болестан
sinner	anger	0.331	грешник
inconsiderate	anger	0.329	безобзиран
hulk	anger	0.329	хулк
prohibited	anger	0.328	забрањено
dashed	anger	0.328	испрекидана
brrr	anger	0.328	бррр
fib	anger	0.328	фиб
disqualified	anger	0.328	дисквалификован
spammers	anger	0.328	спамери
phony	anger	0.328	лажни
tighten	anger	0.328	затегнути
dislocated	anger	0.328	дислоциран
scapegoat	anger	0.328	жртвени јарац
victim	anger	0.328	жртва
opponent	anger	0.328	противник
hiss	anger	0.328	шиштати
crusade	anger	0.328	крсташки рат
grumpy	anger	0.328	мрзовољан
resisting	anger	0.328	опирући се
inappropriate	anger	0.324	неприкладан
haye	anger	0.324	хаие
loss	anger	0.324	губитак
trickery	anger	0.324	лукавство
eschew	anger	0.324	есцхев
neglected	anger	0.324	занемарен
canker	anger	0.323	рак
muff	anger	0.318	муфф
crunch	anger	0.318	крцкање
duplicity	anger	0.318	дволичност
criticism	anger	0.318	критика
queues	anger	0.318	редови
shriek	anger	0.316	врисак
depreciate	anger	0.315	амортизовати
dismissal	anger	0.312	отпуштање
chaff	anger	0.312	пљеве
dramaqueen	anger	0.312	краљица драме
poverty	anger	0.312	сиромаштво
carelessness	anger	0.312	непажњом
deflate	anger	0.312	испухати
dumps	anger	0.312	депоније
dupe	anger	0.312	дупе
mortality	anger	0.312	морталитет
revving	anger	0.309	реввинг
disallowed	anger	0.308	недозвољено
boisterous	anger	0.307	буран
thoughtless	anger	0.307	непромишљено
