English Word	Emotion	Emotion-Intensity-Score	Tatar Word
angermanagement	anger	0.469	ачу
selfish	anger	0.469	эгоист
injury	anger	0.469	җәрәхәтләр
exile	anger	0.469	сөрген
insanity	anger	0.469	акылсызлык
offense	anger	0.469	рәнҗетү
objection	anger	0.469	каршы
smother	anger	0.469	ямьсез
disruption	anger	0.469	өзелү
intolerance	anger	0.469	түземсезлек
disobey	anger	0.469	тыңламау
selfishness	anger	0.469	эгоизм
recidivism	anger	0.469	рецидивизм
subversive	anger	0.469	диверсив
huff	anger	0.469	хафф
plunder	anger	0.469	талау
opposition	anger	0.469	оппозиция
complain	anger	0.469	зарлану
perpetrator	anger	0.469	җинаятьче
simmer	anger	0.469	кайнату
areyoukidding	anger	0.468	шаярасыңмы
mug	anger	0.467	кружка
agony	anger	0.465	газап
arrogant	anger	0.461	тәкәббер
sux	anger	0.456	сукс
vent	anger	0.456	вент
elimination	anger	0.456	бетерү
picketing	anger	0.456	пикет
haughty	anger	0.456	тәкәббер
grated	anger	0.455	торланган
flagrant	anger	0.455	усал
busted	anger	0.455	бюст
crabby	anger	0.455	крабби
dying	anger	0.455	үлә
idiocy	anger	0.455	акылсызлык
impermeable	anger	0.455	үтеп булмый
stubbed	anger	0.455	.әр сүзнең
illegality	anger	0.455	законсызлык
veto	anger	0.455	вето
constraint	anger	0.455	чикләү
mislead	anger	0.455	адаштыру
illicit	anger	0.455	законсыз
troublesome	anger	0.455	борчулы
clamor	anger	0.455	кычкыру
bayonet	anger	0.453	баян
suppress	anger	0.453	бастыру
intense	anger	0.453	интенсив
displeased	anger	0.453	риза түгел
disapproving	anger	0.453	хупламый
hysterical	anger	0.453	истерик
struggle	anger	0.453	көрәш
godless	anger	0.453	динсез
desist	anger	0.453	тукта
usurped	anger	0.453	урланган
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	риза түгел
bad	anger	0.453	начар
unlawful	anger	0.451	законсыз
wrongly	anger	0.448	ялгыш
repellent	anger	0.442	.әр сүзнең
dishonor	anger	0.441	хурлык
psychosis	anger	0.441	психоз
wasted	anger	0.441	әрәм
wrongful	anger	0.441	ялгыш
foe	anger	0.441	дошман
aversion	anger	0.440	нәфрәт
gahhh	anger	0.439	гах
knuckles	anger	0.439	шакмаклар
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	бүленеш
upset	anger	0.439	таркалыш
effigy	anger	0.439	эффектив
punitive	anger	0.439	җәза
worthless	anger	0.438	мәгънәсез
separatist	anger	0.438	сепаратист
ransom	anger	0.438	йолым
deny	anger	0.438	инкарь
fugitive	anger	0.438	качу
mucked	anger	0.438	.әр сүзнең
abandonment	anger	0.438	ташлау
irritation	anger	0.438	ярсу
deleterious	anger	0.438	бетерү
stupidity	anger	0.438	ахмаклык
segregate	anger	0.437	аеру
oblivion	anger	0.437	онытылу
payback	anger	0.436	кайтару
incongruous	anger	0.435	туры килми
eviction	anger	0.435	чыгару
collusion	anger	0.432	берләшү
rob	anger	0.431	талау
ravenous	anger	0.429	кыргый
overrun	anger	0.429	артык
infidelity	anger	0.429	имансызлык
harbinger	anger	0.426	гарбингер
painful	anger	0.426	авырту
getoverit	anger	0.426	getoverit
martial	anger	0.426	сугыш
rejection	anger	0.426	кире кагу
incredulous	anger	0.426	ышанмаслык
stupidrain	anger	0.426	акылсызлык
defense	anger	0.425	оборона
enforce	anger	0.424	үтәү
commotion	anger	0.424	шау-шу
censor	anger	0.424	цензура
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	мошенник
unsympathetic	anger	0.424	кызганучан
fallacious	anger	0.424	ялгыш
greed	anger	0.424	комсызлык
defraud	anger	0.424	алдау
banger	anger	0.424	бангер
concealment	anger	0.424	яшерү
fuss	anger	0.424	шау-шу
exasperation	anger	0.424	экспрессия
disobedience	anger	0.424	тыңламаучанлык
powerful	anger	0.424	көчле
discontent	anger	0.424	ризасызлык
indecency	anger	0.424	әдәпсезлек
sedition	anger	0.422	фетнә
deportation	anger	0.422	депортация
cracked	anger	0.422	ярылган
bang	anger	0.422	бәрелү
barb	anger	0.422	барб
duel	anger	0.422	дуэль
sarcasm	anger	0.422	сарказм
cur	anger	0.422	кур
misrepresented	anger	0.422	дөрес күрсәтелмәгән
annoyance	anger	0.422	рәнҗү
scar	anger	0.422	сызык
nettle	anger	0.422	челтәр
banishment	anger	0.422	куып чыгару
snubbed	anger	0.422	.әр сүзнең
penitentiary	anger	0.422	җәза
penetration	anger	0.422	үтеп керү
blatant	anger	0.420	ачыктан-ачык
force	anger	0.418	көч
perverse	anger	0.415	бозык
wring	anger	0.415	кыстыру
bastion	anger	0.413	бастион
grim	anger	0.413	аяныч
moody	anger	0.412	кәефле
tiff	anger	0.412	tiff
nothappy	anger	0.412	бәхетсез
surly	anger	0.412	.әр сүзнең
sordid	anger	0.412	сордид
hunting	anger	0.411	ау
indenture	anger	0.410	индуктивлык
forfeit	anger	0.409	югалту
areyoukiddingme	anger	0.409	син көләсеңме
reproach	anger	0.409	хурлау
sham	anger	0.409	шам
awful	anger	0.409	коточкыч
compulsion	anger	0.409	мәҗбүр итү
implicate	anger	0.409	.әр сүзнең
contradict	anger	0.409	каршы
inept	anger	0.409	ineәр сүзнең
supremacy	anger	0.409	өстенлек
sneak	anger	0.409	урлау
disappoint	anger	0.409	өметсезлек
blockade	anger	0.409	блокада
detainee	anger	0.409	тоткарланган
cantwin	anger	0.409	кантвин
squelch	anger	0.409	селкетү
lying	anger	0.408	ялган
rail	anger	0.406	тимер юл
forsaken	anger	0.406	ташланган
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	wop
badger	anger	0.406	значок
tremor	anger	0.406	тетрәү
inequality	anger	0.406	тигезсезлек
delusion	anger	0.406	алдау
unthinkable	anger	0.406	уйламыйча
onerous	anger	0.406	авыр
wrongdoing	anger	0.406	ялгышлык
nuisance	anger	0.406	борчылу
scrapie	anger	0.406	сыныклар
epidemic	anger	0.406	эпидемия
arguments	anger	0.404	аргументлар
affront	anger	0.403	афронт
traumatic	anger	0.402	травматик
sodding	anger	0.400	суган
libel	anger	0.400	яла ягу
annoys	anger	0.400	ачулану
soslow	anger	0.398	soslow
watchout	anger	0.398	сак булу
frenetic	anger	0.397	френетик
remiss	anger	0.397	remiss
barge	anger	0.396	баржа
sue	anger	0.394	суд
keyed	anger	0.394	ачкыч
actionable	anger	0.394	хәрәкәтчән
extinguish	anger	0.394	сүндерү
fraud	anger	0.394	мошенниклык
untoward	anger	0.394	.әр сүзнең
illegal	anger	0.394	законсыз
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфискацияләү
howl	anger	0.394	елау
whatsthepoint	anger	0.394	Нинди нокта
rabble	anger	0.394	раббл
unfriendly	anger	0.394	дус түгел
disrespect	anger	0.394	хөрмәтсезлек
dangit	anger	0.394	тангит
brimstone	anger	0.392	күкерт
dissolution	anger	0.391	таркату
rigged	anger	0.391	.әр сүзнең
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	җир тетрәү
argh	anger	0.391	арг
pique	anger	0.391	пик
recklessness	anger	0.391	игътибарсызлык
disagree	anger	0.389	риза түгел
lawsuit	anger	0.386	суд
disused	anger	0.382	кулланылмаган
despair	anger	0.382	өметсезлек
immorality	anger	0.382	әхлаксызлык
coerce	anger	0.379	мәҗбүр итү
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	күңелле
pokes	anger	0.379	.әр сүзнең
falsification	anger	0.379	ялганлау
rifle	anger	0.379	мылтык
sizzle	anger	0.379	зурлык
incurable	anger	0.379	дәвалана алмый
difficulty	anger	0.379	кыенлык
sore	anger	0.379	авырту
picket	anger	0.378	пикет
concussion	anger	0.377	баш калкыту
stuckup	anger	0.375	ябышу
militia	anger	0.375	милиция
rawr	anger	0.375	rawr
faulty	anger	0.375	хаталы
sly	anger	0.375	мәкерле
disillusionment	anger	0.375	өметсезлек
petpeeve	anger	0.375	сөял
pitfall	anger	0.375	упкын
infantile	anger	0.375	сабый
pessimism	anger	0.375	пессимизм
remand	anger	0.375	җибәрү
cannon	anger	0.375	туп
vindicate	anger	0.371	аклау
inhibit	anger	0.371	тыю
distressing	anger	0.371	борчулы
nepotism	anger	0.371	туганлык
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	шакмак
disreputable	anger	0.368	бәхәссез
forbidding	anger	0.368	тыю
conquest	anger	0.367	яулап алу
bark	anger	0.365	кабык
leukemia	anger	0.365	лейкоз
disapprove	anger	0.364	хупламый
warrior	anger	0.364	сугышчы
barks	anger	0.364	кабык
retarded	anger	0.364	тоткарланган
unhappy	anger	0.364	бәхетсез
burke	anger	0.364	бурк
challenge	anger	0.364	авырлык
belt	anger	0.364	каеш
litigate	anger	0.359	суд
paucity	anger	0.359	тынычлык
opinionated	anger	0.359	фикерле
disliked	anger	0.359	ошамый
aftermath	anger	0.359	нәтиҗәләре
restriction	anger	0.359	чикләү
cad	anger	0.359	кадр
incompetence	anger	0.359	сәләтсезлек
loudness	anger	0.359	каты тавыш
broken	anger	0.359	ватылган
polemic	anger	0.359	полемик
sectarian	anger	0.359	мәзһәб
controversial	anger	0.359	бәхәсле
interrupting	anger	0.358	өзү
fussy	anger	0.357	күңелсез
wench	anger	0.353	венч
remove	anger	0.351	бетерү
brat	anger	0.351	брат
gruff	anger	0.351	.әр сүзнең
misbehavior	anger	0.351	тәртип бозу
scarcity	anger	0.350	кытлык
losing	anger	0.349	югалту
stigma	anger	0.348	стигма
deserted	anger	0.348	ташландык
timewasters	anger	0.348	вакыт срокы
disagreement	anger	0.348	каршылык
defect	anger	0.348	җитешсезлек
hardened	anger	0.348	каты
lie	anger	0.348	ялган
ulcer	anger	0.348	җәрәхәт
retract	anger	0.348	тарту
untrustworthy	anger	0.348	ышанычсыз
pest	anger	0.348	корткыч
disappointed	anger	0.348	күңелсезләнде
bias	anger	0.345	битарафлык
negation	anger	0.344	кире кагу
bothering	anger	0.344	борчулы
stripped	anger	0.344	киенгән
antisocial	anger	0.344	антисоциаль
pirate	anger	0.344	пират
stingy	anger	0.344	усал
shoddy	anger	0.344	шомлы
unreliable	anger	0.344	ышанычсыз
shaky	anger	0.344	калтырану
misleading	anger	0.344	адаштыручы
unsettled	anger	0.344	көйләнмәгән
evade	anger	0.344	качу
anxiety	anger	0.344	борчылу
disclaim	anger	0.344	баш тарту
deterioration	anger	0.344	начарлану
impotence	anger	0.344	импотенция
interminable	anger	0.343	чиксез
disease	anger	0.341	авыру
meddle	anger	0.341	аралашу
warp	anger	0.340	вагон
averse	anger	0.338	кире кагу
infamous	anger	0.338	абруйлы
alcoholism	anger	0.338	алкоголизм
row	anger	0.337	рәт
staticky	anger	0.336	статик
illegitimate	anger	0.333	легитим
encumbrance	anger	0.333	кабул итү
witchcraft	anger	0.333	сихер
interrupt	anger	0.333	өзү
scorpion	anger	0.333	чаян
ill	anger	0.333	авыру
sinner	anger	0.331	гөнаһлы
inconsiderate	anger	0.329	игътибарсыз
hulk	anger	0.329	hulk
prohibited	anger	0.328	тыелган
dashed	anger	0.328	сызылган
brrr	anger	0.328	brrr
fib	anger	0.328	җеп
disqualified	anger	0.328	дисквалификация
spammers	anger	0.328	спамнар
phony	anger	0.328	фони
tighten	anger	0.328	кысу
dislocated	anger	0.328	урнаштырылган
scapegoat	anger	0.328	гаеп
victim	anger	0.328	корбан
opponent	anger	0.328	көндәш
hiss	anger	0.328	чыршы
crusade	anger	0.328	крест
grumpy	anger	0.328	усал
resisting	anger	0.328	каршы тору
inappropriate	anger	0.324	урынсыз
haye	anger	0.324	печән
loss	anger	0.324	югалту
trickery	anger	0.324	хәйлә
eschew	anger	0.324	качу
neglected	anger	0.324	игътибарсыз
canker	anger	0.323	канкер
muff	anger	0.318	муф
crunch	anger	0.318	бәрелү
duplicity	anger	0.318	кабатлану
criticism	anger	0.318	тәнкыйть
queues	anger	0.318	чиратлар
shriek	anger	0.316	кычкыр
depreciate	anger	0.315	амортизация
dismissal	anger	0.312	эштән алу
chaff	anger	0.312	салам
dramaqueen	anger	0.312	драматургия
poverty	anger	0.312	ярлылык
carelessness	anger	0.312	ваемсызлык
deflate	anger	0.312	deflate
dumps	anger	0.312	чүплекләр
dupe	anger	0.312	дуп
mortality	anger	0.312	үлем
revving	anger	0.309	яңарту
disallowed	anger	0.308	рөхсәт ителмәгән
boisterous	anger	0.307	шау-шу
thoughtless	anger	0.307	уйсыз
burial	anger	0.304	күмү
wince	anger	0.303	винс
theocratic	anger	0.303	теократик
sullen	anger	0.303	.әр сүзнең
involution	anger	0.300	инволюция
misuse	anger	0.297	дөрес кулланмау
taxed	anger	0.297	салым
senseless	anger	0.297	мәгънәсез
talons	anger	0.297	талоннар
stalemate	anger	0.297	тотрыксызлык
getyourown	anger	0.297	.әр сүзнең
hoax	anger	0.297	шаярту
depreciated	anger	0.297	амортизация
depressed	anger	0.297	депрессия
wasteful	anger	0.297	исраф
paralysis	anger	0.295	паралич
displaced	anger	0.294	күчерелгән
limited	anger	0.292	чикләнгән
disapointment	anger	0.290	өметсезлек
orc	anger	0.289	orc
ridiculous	anger	0.289	көлке
homeless	anger	0.288	йортсыз
spine	anger	0.288	умыртка сөяге
teasing	anger	0.288	мыскыллау
presumptuous	anger	0.288	тәкәбберлек
react	anger	0.288	реакция
sharpen	anger	0.288	кискенләштерү
barrier	anger	0.287	киртә
hoot	anger	0.287	башмак
twitchy	anger	0.287	шомлы
myopia	anger	0.283	миопия
flexin	anger	0.281	флексин
lagging	anger	0.281	артта калу
contraband	anger	0.281	контрабанда
incompatible	anger	0.281	туры килми
shiver	anger	0.281	калтырану
spam	anger	0.281	спам
agh	anger	0.281	аг
disconnects	anger	0.281	өзә
delinquent	anger	0.281	хокук бозучы
restitution	anger	0.281	реставрация
foray	anger	0.279	алдан
troll	anger	0.279	тролл
unfairness	anger	0.279	гаделсезлек
buffering	anger	0.279	буферлау
noncompliance	anger	0.279	туры килмәү
nether	anger	0.278	түбән
bogus	anger	0.273	тупас
immaturity	anger	0.273	җитлекмәгәнлек
uncaring	anger	0.273	игътибарсыз
bugaboo	anger	0.273	бугабу
