English Word	Emotion	Emotion-Intensity-Score	Telugu Word
dishonest	anger	0.516	నిజాయితీ లేని
distrust	anger	0.516	అపనమ్మకం
broil	anger	0.516	బ్రాయిల్
grrr	anger	0.516	grrr
criticize	anger	0.516	విమర్శించండి
inimical	anger	0.516	విరోధమైన
tortious	anger	0.516	హింసించే
prisoner	anger	0.516	ఖైదీ
treason	anger	0.516	రాజద్రోహం
divorce	anger	0.516	విడాకులు
venting	anger	0.516	venting
duress	anger	0.516	ఒత్తిడి
disrespectful	anger	0.516	అగౌరవంగా
poaching	anger	0.515	వేటాడటం
scold	anger	0.515	తిట్టండి
poachers	anger	0.515	వేటగాళ్లు
pow	anger	0.515	పావు
hangry	anger	0.515	ఆకలిగా ఉంది
argumentation	anger	0.515	వాదన
frustrating	anger	0.515	నిరాశపరిచింది
unkind	anger	0.515	దయలేని
roar	anger	0.515	గర్జించు
coercion	anger	0.515	బలవంతం
unforgiving	anger	0.515	క్షమించరానిది
grump	anger	0.515	చిరాకు
bile	anger	0.515	పిత్తం
unleash	anger	0.515	విప్పు
chaos	anger	0.515	గందరగోళం
victimized	anger	0.515	బలిపశువును
jerks	anger	0.515	కుదుపులు
tussle	anger	0.514	గొడవ
bane	anger	0.511	బేన్
accusation	anger	0.510	ఆరోపణ
enmity	anger	0.510	శత్రుత్వం
repudiation	anger	0.510	తిరస్కరణ
banish	anger	0.509	బహిష్కరించు
disfigured	anger	0.508	వికారమైన
storm	anger	0.507	తుఫాను
crazy	anger	0.500	వెర్రి
hammering	anger	0.500	సుత్తి
defy	anger	0.500	ధిక్కరించు
antithesis	anger	0.500	వ్యతిరేకత
scoff	anger	0.500	అపహాస్యం
anguish	anger	0.500	వేదన
confined	anger	0.500	పరిమితమై
fear	anger	0.500	భయం
bout	anger	0.500	బౌట్
unruly	anger	0.500	వికృత
delusional	anger	0.500	భ్రమ కలిగించే
obstruct	anger	0.500	అడ్డుకుంటుంది
possessed	anger	0.500	స్వాధీనం చేసుకున్నారు
injustice	anger	0.500	అన్యాయం
fervor	anger	0.500	ఆవేశం
spear	anger	0.500	ఈటె
derision	anger	0.500	ఎగతాళి
intractable	anger	0.500	భరించలేని
reject	anger	0.500	తిరస్కరించండి
dominate	anger	0.500	ఆధిపత్యం
ordeal	anger	0.500	అగ్ని పరీక్ష
banished	anger	0.500	బహిష్కరించారు
rejects	anger	0.500	తిరస్కరిస్తుంది
shun	anger	0.500	దూరంగా ఉండు
brunt	anger	0.500	బ్రంట్
derogation	anger	0.500	కించపరచడం
frenzied	anger	0.500	ఉన్మాదంతో
animus	anger	0.500	జీవాత్మ
suppression	anger	0.500	అణచివేత
malpractice	anger	0.500	దుష్ప్రవర్తన
brazen	anger	0.500	ఇత్తడి
foaming	anger	0.500	నురుగు
disrupting	anger	0.500	భంగం కలిగించడం
nobodycares	anger	0.500	ఎవ్వరూ పట్టించుకోరు
patronising	anger	0.500	ఆదరించడం
getoveryourself	anger	0.495	సొంతంగా పరిష్కరించుకొండి
toughness	anger	0.492	దృఢత్వం
stupidpeople	anger	0.492	తెలివితక్కువ వ్యక్తులు
madness	anger	0.491	పిచ్చి
sinful	anger	0.491	పాపాత్ముడు
avarice	anger	0.490	దురాశ
oppress	anger	0.490	అణిచివేస్తాయి
cutting	anger	0.485	కోత
anathema	anger	0.485	అనాథెమా
annoyed	anger	0.485	చిరాకుపడ్డాడు
dissident	anger	0.485	అసమ్మతివాది
demand	anger	0.485	డిమాండ్
usurp	anger	0.485	ఆక్రమించు
claw	anger	0.485	పంజా
alienate	anger	0.485	పరాయీకరణ
infraction	anger	0.485	ఉల్లంఘన
avenger	anger	0.485	ప్రతీకారం తీర్చుకునేవాడు
revoke	anger	0.485	రద్దు
smuggler	anger	0.485	స్మగ్లర్
abolish	anger	0.485	రద్దు
fricking	anger	0.485	fricking
stayaway	anger	0.485	దూరంగా ఉండు
pervert	anger	0.485	వక్రబుద్ధి
disservice	anger	0.485	అపచారం
disobedient	anger	0.485	అవిధేయుడు
incest	anger	0.485	అక్రమ సంబంధం
complaint	anger	0.485	ఫిర్యాదు
disapproved	anger	0.485	ఆమోదించలేదు
inhuman	anger	0.485	అమానుషమైనది
mocking	anger	0.484	వెక్కిరిస్తున్నాడు
penalty	anger	0.484	పెనాల్టీ
renounce	anger	0.484	త్యజించు
restrain	anger	0.484	నిగ్రహించు
upheaval	anger	0.484	తిరుగుబాటు
deceit	anger	0.484	మోసం
obnoxious	anger	0.484	అసహ్యకరమైన
imprisoned	anger	0.484	ఖైదు చేయబడింది
strained	anger	0.484	ఒత్తిడి
blame	anger	0.484	నిందిస్తారు
oust	anger	0.484	బహిష్కరించు
litigious	anger	0.484	వ్యాజ్య సంబంధమైన
rivalry	anger	0.484	శత్రుత్వం
sucker	anger	0.484	పీల్చేవాడు
opposed	anger	0.484	వ్యతిరేకించారు
thresh	anger	0.484	నూర్పిడి
disgrace	anger	0.484	అవమానం
suspicious	anger	0.484	అనుమానాస్పదమైన
turbulence	anger	0.483	అల్లకల్లోలం
pound	anger	0.481	పౌండ్
coldness	anger	0.477	చల్లదనం
ungrateful	anger	0.472	కృతజ్ఞత లేని
stoopid	anger	0.471	మూర్ఖుడు
battalion	anger	0.471	బెటాలియన్
feudalism	anger	0.470	ఫ్యూడలిజం
hostage	anger	0.470	బందీ
annoying	anger	0.470	కోపం తెప్పించేది
dispossessed	anger	0.470	పారద్రోలారు
subversion	anger	0.470	అణచివేత
friction	anger	0.470	రాపిడి
jealous	anger	0.470	ఈర్ష్య
adversity	anger	0.470	ప్రతికూలత
infidel	anger	0.470	అవిశ్వాసం
gall	anger	0.470	పిత్తాశయం
accuser	anger	0.470	నిందించేవాడు
ram	anger	0.470	పొట్టేలు
armament	anger	0.470	ఆయుధాలు
thump	anger	0.469	చప్పుడు
dislike	anger	0.469	ఇష్టం లేదు
steal	anger	0.469	దొంగతనం చేస్తారు
backoff	anger	0.469	బ్యాక్ ఆఫ్
stifled	anger	0.469	ఉక్కిరిబిక్కిరి చేశాడు
incite	anger	0.469	ప్రేరేపించు
distress	anger	0.469	బాధ
angermanagement	anger	0.469	కోపం నిగ్రహించడము
selfish	anger	0.469	స్వార్థపరుడు
injury	anger	0.469	గాయం
exile	anger	0.469	బహిష్కరణ
insanity	anger	0.469	పిచ్చితనం
offense	anger	0.469	నేరం
objection	anger	0.469	అభ్యంతరం
smother	anger	0.469	ఉక్కిరిబిక్కిరి చేయండి
disruption	anger	0.469	అంతరాయం
intolerance	anger	0.469	అసహనం
disobey	anger	0.469	అవిధేయత
selfishness	anger	0.469	స్వార్థం
recidivism	anger	0.469	రెసిడివిజం
subversive	anger	0.469	విధ్వంసకర
huff	anger	0.469	హఫ్
plunder	anger	0.469	దోపిడీ
opposition	anger	0.469	వ్యతిరేకత
complain	anger	0.469	ఫిర్యాదు
perpetrator	anger	0.469	నేరస్థుడు
simmer	anger	0.469	ఆవేశమును అణిచిపెట్టుకొను
areyoukidding	anger	0.468	మీరు తమాషాగా ఉన్నారు
mug	anger	0.467	కప్పు
agony	anger	0.465	వేదన
arrogant	anger	0.461	గర్విష్ఠుడు
sux	anger	0.456	sux
vent	anger	0.456	బిలం
elimination	anger	0.456	నిర్మూలన
picketing	anger	0.456	పికెటింగ్
haughty	anger	0.456	గర్విష్టమైన
grated	anger	0.455	తురిమిన
flagrant	anger	0.455	ధ్వజమెత్తారు
busted	anger	0.455	ఛిద్రమైంది
crabby	anger	0.455	పీత
dying	anger	0.455	చనిపోతున్నది
idiocy	anger	0.455	మూర్ఖత్వం
impermeable	anger	0.455	ప్రవేశించలేని
stubbed	anger	0.455	మొండిగా
illegality	anger	0.455	చట్టవిరుద్ధం
veto	anger	0.455	వీటో
constraint	anger	0.455	నిర్బంధం
mislead	anger	0.455	తప్పుదారి పట్టించండి
illicit	anger	0.455	అక్రమ
troublesome	anger	0.455	సమస్యాత్మకమైన
clamor	anger	0.455	కోలాహలం
bayonet	anger	0.453	బయోనెట్
suppress	anger	0.453	అణచివేస్తాయి
intense	anger	0.453	తీవ్రమైన
displeased	anger	0.453	అసంతృప్తి
disapproving	anger	0.453	నిరాకరించడం
hysterical	anger	0.453	హిస్టీరికల్
struggle	anger	0.453	పోరాటం
godless	anger	0.453	దైవభక్తి లేని
desist	anger	0.453	మానుకోండి
usurped	anger	0.453	దోచుకున్నారు
despotism	anger	0.453	నిరంకుశత్వం
disagreeing	anger	0.453	విభేదిస్తున్నారు
bad	anger	0.453	చెడు
unlawful	anger	0.451	చట్టవిరుద్ధం
wrongly	anger	0.448	తప్పుగా
repellent	anger	0.442	వికర్షకం
dishonor	anger	0.441	అగౌరవం
psychosis	anger	0.441	మనోవ్యాధి
wasted	anger	0.441	వృధా
wrongful	anger	0.441	తప్పు
foe	anger	0.441	శత్రువు
aversion	anger	0.440	విరక్తి
gahhh	anger	0.439	గాహ్హ్
knuckles	anger	0.439	మెటికలు
ultimatum	anger	0.439	అల్టిమేటం
schism	anger	0.439	విభేదాలు
upset	anger	0.439	కలత
effigy	anger	0.439	దిష్టిబొమ్మ
punitive	anger	0.439	శిక్షార్హమైన
worthless	anger	0.438	విలువలేనిది
separatist	anger	0.438	వేర్పాటువాది
ransom	anger	0.438	విమోచన క్రయధనం
deny	anger	0.438	తిరస్కరించు
fugitive	anger	0.438	పారిపోయిన
mucked	anger	0.438	మురిసిపోయింది
abandonment	anger	0.438	విడిచిపెట్టడం
irritation	anger	0.438	చికాకు
deleterious	anger	0.438	హానికరమైన
stupidity	anger	0.438	మూర్ఖత్వం
segregate	anger	0.437	వేరుచేయు
oblivion	anger	0.437	ఉపేక్ష
payback	anger	0.436	తిరిగి చెల్లించుట
incongruous	anger	0.435	అసంబద్ధమైన
eviction	anger	0.435	తొలగింపు
collusion	anger	0.432	కుట్ర
rob	anger	0.431	దోచుకోండి
ravenous	anger	0.429	క్రూరమైన
overrun	anger	0.429	ఆక్రమించాయి
infidelity	anger	0.429	అవిశ్వాసం
harbinger	anger	0.426	హర్బింగర్
painful	anger	0.426	బాధాకరమైన
getoverit	anger	0.426	పొందుట
martial	anger	0.426	యుద్ధ
rejection	anger	0.426	తిరస్కరణ
incredulous	anger	0.426	నమ్మశక్యం కాని
stupidrain	anger	0.426	స్టుపిడ్రైన్
defense	anger	0.425	రక్షణ
enforce	anger	0.424	అమలు
commotion	anger	0.424	కలకలం
censor	anger	0.424	సెన్సార్
gonorrhea	anger	0.424	గోనేరియా
fraudulent	anger	0.424	మోసపూరిత
unsympathetic	anger	0.424	సానుభూతి లేని
fallacious	anger	0.424	మిధ్యాహేతు వైన
greed	anger	0.424	దురాశ
defraud	anger	0.424	మోసం
banger	anger	0.424	బంగర్
concealment	anger	0.424	దాచడం
fuss	anger	0.424	రచ్చ
exasperation	anger	0.424	ఉద్రేకం
disobedience	anger	0.424	అవిధేయత
powerful	anger	0.424	శక్తివంతమైన
discontent	anger	0.424	అసంతృప్తి
indecency	anger	0.424	అసభ్యత
sedition	anger	0.422	రాజద్రోహం
deportation	anger	0.422	బహిష్కరణ
cracked	anger	0.422	పగుళ్లు
bang	anger	0.422	చప్పుడు
barb	anger	0.422	ముల్లు
duel	anger	0.422	బాకీలు
sarcasm	anger	0.422	వ్యంగ్యం
cur	anger	0.422	కర్ర
misrepresented	anger	0.422	తప్పుగా చూపించారు
