English Word	Emotion	Emotion-Intensity-Score	Yoruba Word
recidivism	anger	0.469	isọdọtun
subversive	anger	0.469	ipanilara
huff	anger	0.469	huff
plunder	anger	0.469	ikogun
opposition	anger	0.469	atako
complain	anger	0.469	kerora
perpetrator	anger	0.469	ẹlẹṣẹ
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	ṣe o n ṣe eremọde
mug	anger	0.467	ago
agony	anger	0.465	irora
arrogant	anger	0.461	agberaga
sux	anger	0.456	sux
vent	anger	0.456	iho
elimination	anger	0.456	imukuro
picketing	anger	0.456	kíkó
haughty	anger	0.456	onirera
grated	anger	0.455	grated
flagrant	anger	0.455	alagidi
busted	anger	0.455	busted
crabby	anger	0.455	crbby
dying	anger	0.455	nku
idiocy	anger	0.455	omugo
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	abori
illegality	anger	0.455	arufin
veto	anger	0.455	veto
constraint	anger	0.455	idiwo
mislead	anger	0.455	ṣina
illicit	anger	0.455	arufin
troublesome	anger	0.455	onijogbon
clamor	anger	0.455	ariwo
bayonet	anger	0.453	bayonet
suppress	anger	0.453	tẹmọlẹ
intense	anger	0.453	intense
displeased	anger	0.453	inu ko dun
disapproving	anger	0.453	aifọwọsi
hysterical	anger	0.453	hysterical
struggle	anger	0.453	ijakadi
godless	anger	0.453	alaiwa-bi-Ọlọrun
desist	anger	0.453	duro
usurped	anger	0.453	usurped
despotism	anger	0.453	aibikita
disagreeing	anger	0.453	àìfohùnṣọkan
bad	anger	0.453	buburu
unlawful	anger	0.451	arufin
wrongly	anger	0.448	ti ko tọ
repellent	anger	0.442	apanirun
dishonor	anger	0.441	àbùkù
psychosis	anger	0.441	psychosis
wasted	anger	0.441	sofo
wrongful	anger	0.441	ti ko tọ
foe	anger	0.441	ọta
aversion	anger	0.440	ikorira
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schism
upset	anger	0.439	inu bibi
effigy	anger	0.439	effigy
punitive	anger	0.439	ijiya
worthless	anger	0.438	aláìníláárí
separatist	anger	0.438	oluyapa
ransom	anger	0.438	ìràpadà
deny	anger	0.438	sẹ
fugitive	anger	0.438	asasala
mucked	anger	0.438	mucked
abandonment	anger	0.438	kọ silẹ
irritation	anger	0.438	ibinu
deleterious	anger	0.438	deleterious
stupidity	anger	0.438	omugo
segregate	anger	0.437	ya sọtọ
oblivion	anger	0.437	igbagbe
payback	anger	0.436	payback
incongruous	anger	0.435	incongruous
eviction	anger	0.435	ilọkuro
collusion	anger	0.432	ijumọsọrọpọ
rob	anger	0.431	jalè
ravenous	anger	0.429	apanirun
overrun	anger	0.429	overrun
infidelity	anger	0.429	aigbagbọ
harbinger	anger	0.426	harbinger
painful	anger	0.426	irora
getoverit	anger	0.426	getoverit
martial	anger	0.426	ologun
rejection	anger	0.426	ijusile
incredulous	anger	0.426	alaragbayida
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	olugbeja
enforce	anger	0.424	fi agbara mu
commotion	anger	0.424	rudurudu
censor	anger	0.424	ihamon
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	arekereke
unsympathetic	anger	0.424	aibanuje
fallacious	anger	0.424	irokuro
greed	anger	0.424	ojukokoro
defraud	anger	0.424	jibiti
banger	anger	0.424	banger
concealment	anger	0.424	ipamo
fuss	anger	0.424	ariwo
exasperation	anger	0.424	ibinu
disobedience	anger	0.424	aigboran
powerful	anger	0.424	alagbara
discontent	anger	0.424	aibanujẹ
indecency	anger	0.424	aiṣedeede
sedition	anger	0.422	iṣọtẹ
deportation	anger	0.422	ilọkuro
cracked	anger	0.422	sisan
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	ẹgan
cur	anger	0.422	kuru
misrepresented	anger	0.422	aiṣedeede
annoyance	anger	0.422	ibinu
scar	anger	0.422	aleebu
nettle	anger	0.422	nettle
banishment	anger	0.422	ifipabanilopo
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ile tubu
penetration	anger	0.422	ilaluja
blatant	anger	0.420	aifokanbale
force	anger	0.418	ipa
perverse	anger	0.415	oniyida
wring	anger	0.415	wring
bastion	anger	0.413	ibudo
grim	anger	0.413	koro
moody	anger	0.412	irẹwẹsi
tiff	anger	0.412	tiff
nothappy	anger	0.412	ko dun
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	ode ode
indenture	anger	0.410	indenture
forfeit	anger	0.409	padanu
areyoukiddingme	anger	0.409	ṣe o n ba mi ṣeremọde ni
reproach	anger	0.409	ẹgan
sham	anger	0.409	aṣiwere
awful	anger	0.409	buruju
compulsion	anger	0.409	tipatipa
implicate	anger	0.409	alaimọkan
contradict	anger	0.409	tako
inept	anger	0.409	inept
supremacy	anger	0.409	aseju
sneak	anger	0.409	ajiwo
disappoint	anger	0.409	jakulẹ
blockade	anger	0.409	ìdènà
detainee	anger	0.409	atimole
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	eke
rail	anger	0.406	iṣinipopada
forsaken	anger	0.406	kọ silẹ
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipathy
wop	anger	0.406	wop
badger	anger	0.406	baaji
tremor	anger	0.406	iwariri
inequality	anger	0.406	aidogba
delusion	anger	0.406	irokuro
unthinkable	anger	0.406	airotẹlẹ
onerous	anger	0.406	onkan
wrongdoing	anger	0.406	aiṣedeede
nuisance	anger	0.406	iparun
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	àjàkálẹ̀ àrùn
arguments	anger	0.404	awọn ariyanjiyan
affront	anger	0.403	ikọlu
traumatic	anger	0.402	ibalokanje
sodding	anger	0.400	sodding
libel	anger	0.400	ẹ̀gàn
annoys	anger	0.400	binu
soslow	anger	0.398	soslow
watchout	anger	0.398	ṣọra
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remis
barge	anger	0.396	barge
sue	anger	0.394	ẹjọ
keyed	anger	0.394	bọtini
actionable	anger	0.394	sise
extinguish	anger	0.394	parun
fraud	anger	0.394	jegudujera
untoward	anger	0.394	si ọna
illegal	anger	0.394	arufin
nag	anger	0.394	nag
boxing	anger	0.394	Boxing
confiscate	anger	0.394	confiscate
howl	anger	0.394	hu
whatsthepoint	anger	0.394	kini ojuami
rabble	anger	0.394	rabble
unfriendly	anger	0.394	aisore
disrespect	anger	0.394	aibọwọ
dangit	anger	0.394	ebit
brimstone	anger	0.392	brimstone
dissolution	anger	0.391	itusilẹ
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	ìṣẹlẹ
argh	anger	0.391	arg
pique	anger	0.391	pique
recklessness	anger	0.391	aibikita
disagree	anger	0.389	koo
lawsuit	anger	0.386	ejo
disused	anger	0.382	ti ko lo
despair	anger	0.382	ainireti
immorality	anger	0.382	àgbèrè
coerce	anger	0.379	fipá múni
firstworldprobs	anger	0.379	akọkọworldprobs
touchy	anger	0.379	ifọwọkan
pokes	anger	0.379	pokes
falsification	anger	0.379	iro ni
rifle	anger	0.379	ibọn
sizzle	anger	0.379	sizzle
incurable	anger	0.379	aiwosan
difficulty	anger	0.379	iṣoro
sore	anger	0.379	egbo
picket	anger	0.378	yiyan
concussion	anger	0.377	ijakadi
stuckup	anger	0.375	diduro
militia	anger	0.375	ologun
rawr	anger	0.375	rawr
faulty	anger	0.375	aṣiṣe
sly	anger	0.375	arekereke
disillusionment	anger	0.375	ibanuje
petpeeve	anger	0.375	pepeeve
pitfall	anger	0.375	ọfin
infantile	anger	0.375	ọmọ ikoko
pessimism	anger	0.375	airotẹlẹ
remand	anger	0.375	idaduro
cannon	anger	0.375	Kanonu
vindicate	anger	0.371	idalare
inhibit	anger	0.371	dojuti
distressing	anger	0.371	ibanuje
nepotism	anger	0.371	onigbagbo
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	skewed
disreputable	anger	0.368	aibikita
forbidding	anger	0.368	ewọ
conquest	anger	0.367	isegun
bark	anger	0.365	epo igi
leukemia	anger	0.365	aisan lukimia
disapprove	anger	0.364	ko gba
warrior	anger	0.364	jagunjagun
barks	anger	0.364	jolo
retarded	anger	0.364	idaduro
unhappy	anger	0.364	aidunnu
burke	anger	0.364	burke
challenge	anger	0.364	ipenija
belt	anger	0.364	igbanu
litigate	anger	0.359	ẹjọ
paucity	anger	0.359	aiduro
opinionated	anger	0.359	èrò
disliked	anger	0.359	ikorira
aftermath	anger	0.359	lẹhin
restriction	anger	0.359	ihamọ
cad	anger	0.359	cad
incompetence	anger	0.359	ailagbara
loudness	anger	0.359	ariwo
broken	anger	0.359	fifọ
polemic	anger	0.359	polemic
sectarian	anger	0.359	elesin
controversial	anger	0.359	ariyanjiyan
interrupting	anger	0.358	idalọwọduro
fussy	anger	0.357	iruju
wench	anger	0.353	wench
remove	anger	0.351	yọ kuro
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	iwa ibaje
scarcity	anger	0.350	aini
losing	anger	0.349	padanu
stigma	anger	0.348	abuku
deserted	anger	0.348	aṣálẹ
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	iyapa
defect	anger	0.348	abawọn
hardened	anger	0.348	le
lie	anger	0.348	purọ
ulcer	anger	0.348	ọgbẹ
retract	anger	0.348	faseyin
untrustworthy	anger	0.348	alaigbagbọ
pest	anger	0.348	kokoro
disappointed	anger	0.348	adehun
bias	anger	0.345	ojúsàájú
negation	anger	0.344	odindi
bothering	anger	0.344	amunibini
stripped	anger	0.344	ṣi kuro
antisocial	anger	0.344	atako awujo
pirate	anger	0.344	ajalelokun
stingy	anger	0.344	elere
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	alaigbagbọ
shaky	anger	0.344	gbigbọn
misleading	anger	0.344	sinilona
unsettled	anger	0.344	aiduro
evade	anger	0.344	yago fun
anxiety	anger	0.344	aniyan
disclaim	anger	0.344	disclaim
deterioration	anger	0.344	ibajẹ
impotence	anger	0.344	ailagbara
interminable	anger	0.343	interminable
disease	anger	0.341	aisan
meddle	anger	0.341	dapọ
warp	anger	0.340	jagunjagun
averse	anger	0.338	ikorira
infamous	anger	0.338	ailokiki
alcoholism	anger	0.338	ọti-lile
row	anger	0.337	kana
staticky	anger	0.336	aimi
illegitimate	anger	0.333	aitọ
encumbrance	anger	0.333	ihamọ
witchcraft	anger	0.333	ajẹ
interrupt	anger	0.333	da gbigbi
scorpion	anger	0.333	àkekèé
ill	anger	0.333	aláìsàn
sinner	anger	0.331	elese
inconsiderate	anger	0.329	aibikita
hulk	anger	0.329	hulk
prohibited	anger	0.328	leewọ
dashed	anger	0.328	danu
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	disqualified
spammers	anger	0.328	spammers
phony	anger	0.328	phony
tighten	anger	0.328	rọ
dislocated	anger	0.328	dislocated
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	olufaragba
opponent	anger	0.328	alatako
hiss	anger	0.328	ẹsun
crusade	anger	0.328	crusade
grumpy	anger	0.328	iroro
resisting	anger	0.328	koju
inappropriate	anger	0.324	aibojumu
haye	anger	0.324	haye
loss	anger	0.324	isonu
trickery	anger	0.324	arekereke
eschew	anger	0.324	eschew
neglected	anger	0.324	igbagbe
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	àdáwòkọ
criticism	anger	0.318	lodi
queues	anger	0.318	awọn isinyi
shriek	anger	0.316	igbe
depreciate	anger	0.315	dinku
dismissal	anger	0.312	yiyọ kuro
chaff	anger	0.312	iyangbo
dramaqueen	anger	0.312	eré
poverty	anger	0.312	osi
carelessness	anger	0.312	aibikita
deflate	anger	0.312	deflate
dumps	anger	0.312	idalenu
dupe	anger	0.312	dupe
mortality	anger	0.312	iku
revving	anger	0.309	isoji
disallowed	anger	0.308	ko gba laaye
boisterous	anger	0.307	alariwo
thoughtless	anger	0.307	lairotẹlẹ
burial	anger	0.304	isinku
wince	anger	0.303	wince
theocratic	anger	0.303	ìṣàkóso Ọlọ́run
sullen	anger	0.303	alarinrin
involution	anger	0.300	involution
misuse	anger	0.297	ilokulo
taxed	anger	0.297	owo-ori
senseless	anger	0.297	aimọgbọnwa
talons	anger	0.297	awọn apọn
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	gba ilu
hoax	anger	0.297	hoax
depreciated	anger	0.297	dinku
depressed	anger	0.297	irẹwẹsi
wasteful	anger	0.297	egbin
paralysis	anger	0.295	paralysis
displaced	anger	0.294	nipo
limited	anger	0.292	lopin
disapointment	anger	0.290	ibanuje
orc	anger	0.289	orc
ridiculous	anger	0.289	yeye
homeless	anger	0.288	aini ile
spine	anger	0.288	ọpa ẹhin
teasing	anger	0.288	ipaya
presumptuous	anger	0.288	ìkùgbù
react	anger	0.288	fesi
sharpen	anger	0.288	pọn
barrier	anger	0.287	idena
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	aisun
contraband	anger	0.281	ilodi si
incompatible	anger	0.281	aibaramu
shiver	anger	0.281	gbigbọn
spam	anger	0.281	àwúrúju
agh	anger	0.281	agh
disconnects	anger	0.281	ge asopọ
delinquent	anger	0.281	ẹlẹṣẹ
restitution	anger	0.281	atunṣe
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	aiṣododo
buffering	anger	0.279	ifipamọ
noncompliance	anger	0.279	aibamu
nether	anger	0.278	bẹẹkọ
bogus	anger	0.273	irokuro
immaturity	anger	0.273	àìpé
uncaring	anger	0.273	aibikita
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	mọnamọna
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	abo
inoperative	anger	0.266	aisise
bear	anger	0.266	agbateru
inconvenient	anger	0.266	airọrun
latent	anger	0.266	wiwaba
defendant	anger	0.266	olujejo
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	aibikita
interrupts	anger	0.265	idilọwọ
fluctuation	anger	0.265	iyipada
exaggerate	anger	0.263	àsọdùn
lose	anger	0.261	padanu
patter	anger	0.258	patter
furnace	anger	0.258	ileru
stone	anger	0.258	okuta
tease	anger	0.258	yọ lẹnu
shoplifting	anger	0.258	itaja itaja
soldier	anger	0.258	jagunjagun
incompetent	anger	0.257	aipe
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	rọkẹti
skid	anger	0.250	skid
noisy	anger	0.250	alariwo
notoriety	anger	0.250	ogbontarigi
cane	anger	0.250	ireke
unfollow	anger	0.250	ma tẹle
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	akiyesi
mastery	anger	0.250	oga
socialist	anger	0.250	sosialisiti
falsehood	anger	0.250	iro
complicate	anger	0.250	idiju
lawyer	anger	0.250	amofin
untrue	anger	0.250	aiṣedeede
nonsense	anger	0.250	isọkusọ
pouting	anger	0.250	fifin
witch	anger	0.242	ajẹ
detract	anger	0.242	yọkuro
obstacle	anger	0.242	idiwo
halter	anger	0.242	idaduro
fenced	anger	0.242	olodi
capslock	anger	0.242	Botini ise leta nla
dontunderstand	anger	0.242	ko ye
vampire	anger	0.242	Fanpaya
ringer	anger	0.242	olutayo
frowning	anger	0.239	bíbo
saber	anger	0.238	saber
hunger	anger	0.235	ebi
shell	anger	0.234	ikarahun
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	ipadasẹhin
failing	anger	0.234	kuna
dabbling	anger	0.234	fifin
politics	anger	0.234	oselu
lava	anger	0.234	lafa
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	imtrytingtosùn
tariff	anger	0.234	owo idiyele
undesirable	anger	0.231	aifẹ
darkness	anger	0.227	òkunkun
versus	anger	0.227	dipo
copycat	anger	0.227	daakọ
resign	anger	0.227	fi silẹ
soaked	anger	0.226	sinu
unfulfilled	anger	0.225	ti ko ṣẹ
abandoned	anger	0.222	abandoned
unattainable	anger	0.221	aiṣedeede
owing	anger	0.221	gbese
bankruptcy	anger	0.221	idiwo
misconception	anger	0.219	aburu
tool	anger	0.219	irinṣẹ
warden	anger	0.219	alabojuto
compress	anger	0.219	fun pọ
mosquito	anger	0.219	efon
whiny	anger	0.219	funfun
somethingigetalot	anger	0.219	nkankan igetalot
confusion	anger	0.219	iporuru
unhelpful	anger	0.219	ko wulo
twitching	anger	0.219	twitching
nosey	anger	0.213	nosy
overpriced	anger	0.212	overpriced
adder	anger	0.212	paramọlẹ
harry	anger	0.212	Harry
shortage	anger	0.212	aito
melodrama	anger	0.212	melodrama
possession	anger	0.206	ini
desert	anger	0.206	aṣálẹ
overplayed	anger	0.206	overplay
unpaid	anger	0.203	aisanwo
powerless	anger	0.203	alailagbara
sentence	anger	0.203	gbolohun ọrọ
inefficient	anger	0.203	aisekokari
arraignment	anger	0.203	ẹjọ
pout	anger	0.203	jade
unlucky	anger	0.203	ailoriire
rook	anger	0.203	rook
backbone	anger	0.203	ẹhin
uninvited	anger	0.203	laipe
court	anger	0.199	ejo
endless	anger	0.198	ailopin
adverts	anger	0.197	awọn ipolowo
distracted	anger	0.197	idamu
delay	anger	0.197	idaduro
misstatement	anger	0.197	aburu
misunderstanding	anger	0.195	ede-aiyede
inadmissible	anger	0.191	aibikita
excite	anger	0.191	ṣojulọyin
lightning	anger	0.189	manamana
preclude	anger	0.188	yago fun
mournful	anger	0.188	ṣọfọ
insecure	anger	0.188	ailewu
incase	anger	0.188	bi o ba ṣẹlẹ pe
mutter	anger	0.182	kùnkùn
pare	anger	0.182	pare
rating	anger	0.182	igbelewọn
claimant	anger	0.182	onibeere
insist	anger	0.182	ta ku
mistress	anger	0.182	iyaalegbe
distracting	anger	0.182	idamu
opium	anger	0.180	opium
deserve	anger	0.176	yẹ
willful	anger	0.176	mọọmọ
treat	anger	0.175	toju
insists	anger	0.175	tenumo
excitation	anger	0.172	simi
mighty	anger	0.172	alagbara
liberate	anger	0.172	gba ominira
indecisive	anger	0.172	aiṣedeede
hormonal	anger	0.172	homonu
peice	anger	0.172	eso
gibberish	anger	0.172	gibberish
misplace	anger	0.172	ibi ti ko tọ
fee	anger	0.172	ọya
thanksalot	anger	0.172	o ṣeun lọpọlọpọ
fleece	anger	0.172	irun-agutan
yelp	anger	0.168	yelp
mule	anger	0.167	ìbaaka
unequal	anger	0.167	aidogba
hamstring	anger	0.167	egungun egungun
bargaining	anger	0.167	idunadura
insufficiency	anger	0.167	aipe
insignificant	anger	0.167	aibikita
attentionseekers	anger	0.163	akiyesi
coop	anger	0.156	coop
rheumatism	anger	0.156	làkúrègbé
forearm	anger	0.156	iwaju apa
indifference	anger	0.156	aibikita
underpaid	anger	0.152	underpaid
involvement	anger	0.152	ilowosi
justthebeginning	anger	0.152	ibẹrẹ
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	aidaniloju
bee	anger	0.152	oyin
attorney	anger	0.152	amofin
pretending	anger	0.152	dibon
campaigning	anger	0.151	ipolongo
hopelessness	anger	0.149	ainireti
feeling	anger	0.147	rilara
legalized	anger	0.145	ofin si
caution	anger	0.145	ṣọra
sterling	anger	0.141	meta o
morals	anger	0.141	iwa
subsidy	anger	0.141	iranlọwọ
obliging	anger	0.141	ọranyan
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	àbùkù
misspell	anger	0.136	misspeli
repay	anger	0.136	sanpada
surcharge	anger	0.136	afikun owo
geez	anger	0.136	egesi
birch	anger	0.135	birch
noob	anger	0.133	rara
honk	anger	0.133	honk
orchestra	anger	0.132	onilu
wireless	anger	0.125	alailowaya
competitive	anger	0.125	ifigagbaga
standstill	anger	0.125	iduro
inattention	anger	0.121	aibikita
reversal	anger	0.121	ipadasẹhin
lace	anger	0.118	lesi
elbow	anger	0.117	igbonwo
instinctive	anger	0.112	instinative
chant	anger	0.111	kọrin
gnome	anger	0.109	gnome
lonely	anger	0.109	adashe
tolerate	anger	0.106	farada
management	anger	0.102	isakoso
advocacy	anger	0.100	agbawi
moral	anger	0.094	iwa
roadworks	anger	0.091	roadworks
honest	anger	0.087	ooto
gent	anger	0.076	apọnle
forgetful	anger	0.076	igbagbe
liquor	anger	0.075	oti alagbara
money	anger	0.074	owo
hood	anger	0.071	ibori
curriculum	anger	0.063	iwe eko
words	anger	0.062	awọn ọrọ
smell	anger	0.061	orun
playful	anger	0.061	elere
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	tọ́jú
trumpet	anger	0.059	ipè
counsellor	anger	0.059	Oludamoran
asleeep	anger	0.059	sun oorun
birthplace	anger	0.051	ibi ibi
ribbon	anger	0.047	tẹẹrẹ
youth	anger	0.045	odo
vote	anger	0.045	idibo
cash	anger	0.039	owo
wannasleep	anger	0.031	fe sun
waffle	anger	0.030	waffle
dame	anger	0.030	omobinrin
buffet	anger	0.029	ajekii
celebrity	anger	0.026	olokiki
sisterhood	anger	0.015	arabinrin
autocorrect	anger	0.015	laifọwọyi atunse
musical	anger	0.011	orin
tree	anger	0.000	igi
anticipation	anticipation	0.859	ifojusona
excited	anticipation	0.859	yiya
excitement	anticipation	0.820	simi
anticipate	anticipation	0.820	fokansi
eagerness	anticipation	0.812	itara
exciting	anticipation	0.797	moriwu
expectant	anticipation	0.789	ireti
thrilling	anticipation	0.781	ojlofọndotenamẹ tọn
hope	anticipation	0.773	ireti
quest	anticipation	0.766	ibere
countdown	anticipation	0.750	kika
start	anticipation	0.750	bẹrẹ
anticipatory	anticipation	0.750	ifojusọna
adventure	anticipation	0.750	ìrìn
expectance	anticipation	0.750	ireti
climax	anticipation	0.742	ipari
prophecy	anticipation	0.742	asotele
expect	anticipation	0.742	reti
excite	anticipation	0.742	ṣojulọyin
arouse	anticipation	0.742	ji dide
eager	anticipation	0.742	itara
ejaculation	anticipation	0.734	ejaculation
birth	anticipation	0.734	ibimọ
announcement	anticipation	0.734	ìkéde
expectancy	anticipation	0.727	ireti
expecting	anticipation	0.727	nreti
imminent	anticipation	0.727	isunmọtosi
liberation	anticipation	0.727	ominira
urgent	anticipation	0.727	amojuto
trepidation	anticipation	0.719	iwariri
reunion	anticipation	0.719	itungbepapo
prospection	anticipation	0.719	afojusọna
voyage	anticipation	0.719	irin ajo
prospect	anticipation	0.719	afojusọna
aspire	anticipation	0.719	lepa
rapture	anticipation	0.711	igbasoke
suspense	anticipation	0.711	ifura
journey	anticipation	0.711	irin ajo
kiss	anticipation	0.711	fẹnuko
enthusiasm	anticipation	0.711	itara
yearning	anticipation	0.711	ifẹ
ecstasy	anticipation	0.711	igbadun
mystery	anticipation	0.711	ohun ijinlẹ
prospective	anticipation	0.703	ifojusọna
frantic	anticipation	0.703	ijakadi
destination	anticipation	0.703	nlo
excitation	anticipation	0.703	simi
lottery	anticipation	0.703	lotiri
hopeful	anticipation	0.703	ireti
thrill	anticipation	0.703	iwunilori
progress	anticipation	0.703	ilọsiwaju
