English Word	Emotion	Emotion-Intensity-Score	Swedish Word
troublesome	anger	0.455	besvärlig
clamor	anger	0.455	larm
bayonet	anger	0.453	bajonett
suppress	anger	0.453	dämpa
intense	anger	0.453	intensiv
displeased	anger	0.453	missnöjd
disapproving	anger	0.453	ogillar
hysterical	anger	0.453	hysterisk
struggle	anger	0.453	kamp
godless	anger	0.453	gudlös
desist	anger	0.453	avstå
usurped	anger	0.453	tillskansat sig
despotism	anger	0.453	despotism
disagreeing	anger	0.453	håller inte med
bad	anger	0.453	dålig
unlawful	anger	0.451	olaglig
wrongly	anger	0.448	felaktigt
repellent	anger	0.442	frånstötande
dishonor	anger	0.441	vanära
psychosis	anger	0.441	psykos
wasted	anger	0.441	förlorad
wrongful	anger	0.441	felaktigt
foe	anger	0.441	fiende
aversion	anger	0.440	motvilja
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knogar
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schism
upset	anger	0.439	upprörd
effigy	anger	0.439	avbildning
punitive	anger	0.439	straff-
worthless	anger	0.438	värdelös
separatist	anger	0.438	separatist
ransom	anger	0.438	lösen
deny	anger	0.438	förneka
fugitive	anger	0.438	flykting
mucked	anger	0.438	mucked
abandonment	anger	0.438	övergivenhet
irritation	anger	0.438	irritation
deleterious	anger	0.438	skadlig
stupidity	anger	0.438	dumhet
segregate	anger	0.437	segregera
oblivion	anger	0.437	glömska
payback	anger	0.436	hämnd
incongruous	anger	0.435	motsägelsefull
eviction	anger	0.435	vräkning
collusion	anger	0.432	maskopi
rob	anger	0.431	råna
ravenous	anger	0.429	glupande
overrun	anger	0.429	överskridande
infidelity	anger	0.429	otrohet
harbinger	anger	0.426	förebud
painful	anger	0.426	smärtsam
getoverit	anger	0.426	släpp det
martial	anger	0.426	krigisk
rejection	anger	0.426	avslag
incredulous	anger	0.426	skeptisk
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	försvar
enforce	anger	0.424	förstärka
commotion	anger	0.424	uppståndelse
censor	anger	0.424	censurera
gonorrhea	anger	0.424	gonorré
fraudulent	anger	0.424	bedräglig
unsympathetic	anger	0.424	osympatisk
fallacious	anger	0.424	vilseledande
greed	anger	0.424	girighet
defraud	anger	0.424	bedra
banger	anger	0.424	skorv
concealment	anger	0.424	döljande
fuss	anger	0.424	väsen
exasperation	anger	0.424	förbittring
disobedience	anger	0.424	olydnad
powerful	anger	0.424	kraftfull
discontent	anger	0.424	missnöje
indecency	anger	0.424	oanständighet
sedition	anger	0.422	upproriskhet
deportation	anger	0.422	Deportation
cracked	anger	0.422	knäckt
bang	anger	0.422	smäll
barb	anger	0.422	hulling
duel	anger	0.422	duell
sarcasm	anger	0.422	sarkasm
cur	anger	0.422	byracka
misrepresented	anger	0.422	felaktigt framställt
annoyance	anger	0.422	irritation
scar	anger	0.422	ärr
nettle	anger	0.422	nässla
banishment	anger	0.422	förvisning
snubbed	anger	0.422	snubbade
penitentiary	anger	0.422	fängelse
penetration	anger	0.422	genomslag
blatant	anger	0.420	flagrant
force	anger	0.418	tvinga
perverse	anger	0.415	perverst
wring	anger	0.415	vrida ur
bastion	anger	0.413	bastion
grim	anger	0.413	dyster
moody	anger	0.412	lynnig
tiff	anger	0.412	tiff
nothappy	anger	0.412	inte glad
surly	anger	0.412	buttre
sordid	anger	0.412	smutsig
hunting	anger	0.411	jakt
indenture	anger	0.410	indrag
forfeit	anger	0.409	förverka
areyoukiddingme	anger	0.409	Skojar du
reproach	anger	0.409	förebrå
sham	anger	0.409	bluff
awful	anger	0.409	förfärlig
compulsion	anger	0.409	tvång
implicate	anger	0.409	blanda in
contradict	anger	0.409	motsäga
inept	anger	0.409	olämplig
supremacy	anger	0.409	överlägsenhet
sneak	anger	0.409	smyg
disappoint	anger	0.409	svika
blockade	anger	0.409	blockad
detainee	anger	0.409	fången
cantwin	anger	0.409	cantwin
squelch	anger	0.409	krossa
lying	anger	0.408	liggande
rail	anger	0.406	järnväg
forsaken	anger	0.406	övergiven
cacophony	anger	0.406	kakofoni
antipathy	anger	0.406	antipati
wop	anger	0.406	Hoppsan
badger	anger	0.406	grävling
tremor	anger	0.406	darrning
inequality	anger	0.406	olikhet
delusion	anger	0.406	villfarelse
unthinkable	anger	0.406	otänkbar
onerous	anger	0.406	betungande
wrongdoing	anger	0.406	förseelse
nuisance	anger	0.406	obehag
scrapie	anger	0.406	skrapie
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argument
affront	anger	0.403	skymf
traumatic	anger	0.402	traumatisk
sodding	anger	0.400	jävla
libel	anger	0.400	förtal
annoys	anger	0.400	irriterar
soslow	anger	0.398	så långsam
watchout	anger	0.398	se upp
frenetic	anger	0.397	frenetisk
remiss	anger	0.397	försumlig
barge	anger	0.396	pråm
sue	anger	0.394	stämma
keyed	anger	0.394	nyckelad
actionable	anger	0.394	handlingsbar
extinguish	anger	0.394	släcka
fraud	anger	0.394	bedrägeri
untoward	anger	0.394	olämplig
illegal	anger	0.394	olaglig
nag	anger	0.394	tjata på
boxing	anger	0.394	boxning
confiscate	anger	0.394	konfiskera
howl	anger	0.394	tjut
whatsthepoint	anger	0.394	vad är poängen
rabble	anger	0.394	slödder
unfriendly	anger	0.394	ovänlig
disrespect	anger	0.394	respektlöshet
dangit	anger	0.394	attans
brimstone	anger	0.392	svavel
dissolution	anger	0.391	upplösning
rigged	anger	0.391	riggad
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	jordbävning
argh	anger	0.391	argh
pique	anger	0.391	såra
recklessness	anger	0.391	övermod
disagree	anger	0.389	instämmer inte alls
lawsuit	anger	0.386	rättegång
disused	anger	0.382	nedlagd
despair	anger	0.382	förtvivlan
immorality	anger	0.382	omoral
coerce	anger	0.379	tvinga
firstworldprobs	anger	0.379	förstavärldsproblem
touchy	anger	0.379	känslig
pokes	anger	0.379	petar
falsification	anger	0.379	förfalskning
rifle	anger	0.379	gevär
sizzle	anger	0.379	fräsa vid matlagning
incurable	anger	0.379	obotlig
difficulty	anger	0.379	svårighet
sore	anger	0.379	öm
picket	anger	0.378	postering
concussion	anger	0.377	hjärnskakning
stuckup	anger	0.375	fastnat
militia	anger	0.375	milis
rawr	anger	0.375	rawr
faulty	anger	0.375	felaktig
sly	anger	0.375	slug
disillusionment	anger	0.375	desillusion
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	fälla
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimism
remand	anger	0.375	häktning
cannon	anger	0.375	kanon
vindicate	anger	0.371	försvara
inhibit	anger	0.371	hämma
distressing	anger	0.371	ömmande
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizofreni
skewed	anger	0.368	skevt
disreputable	anger	0.368	vanhedrande
forbidding	anger	0.368	förbjuda
conquest	anger	0.367	erövring
bark	anger	0.365	bark
leukemia	anger	0.365	leukemi
disapprove	anger	0.364	ogilla
warrior	anger	0.364	krigare
barks	anger	0.364	skäller
retarded	anger	0.364	retarderade
unhappy	anger	0.364	olycklig
burke	anger	0.364	burke
challenge	anger	0.364	utmaning
belt	anger	0.364	bälte
litigate	anger	0.359	processa
paucity	anger	0.359	brist
opinionated	anger	0.359	påstridig
disliked	anger	0.359	ogillade
aftermath	anger	0.359	verkningarna
restriction	anger	0.359	restriktion
cad	anger	0.359	cad
incompetence	anger	0.359	inkompetens
loudness	anger	0.359	högljuddhet
broken	anger	0.359	bruten
polemic	anger	0.359	polemisk
sectarian	anger	0.359	sekteristisk
controversial	anger	0.359	kontroversiell
interrupting	anger	0.358	avbryta
fussy	anger	0.357	kinkig
wench	anger	0.353	jänta
remove	anger	0.351	ta bort
brat	anger	0.351	brat
gruff	anger	0.351	barsk
misbehavior	anger	0.351	dåligt uppförande
scarcity	anger	0.350	brist
losing	anger	0.349	förlorande
stigma	anger	0.348	stigma
deserted	anger	0.348	folktom
timewasters	anger	0.348	tidsslösare
disagreement	anger	0.348	oenighet
defect	anger	0.348	defekt
hardened	anger	0.348	härdad
lie	anger	0.348	lögn
ulcer	anger	0.348	ulcus
retract	anger	0.348	dra tillbaka
untrustworthy	anger	0.348	opålitlig
pest	anger	0.348	skadedjur
disappointed	anger	0.348	besviken
bias	anger	0.345	partiskhet
negation	anger	0.344	negation
bothering	anger	0.344	stör
stripped	anger	0.344	avskalad
antisocial	anger	0.344	asocial
pirate	anger	0.344	pirat
stingy	anger	0.344	snål
shoddy	anger	0.344	usel
unreliable	anger	0.344	opålitliga
shaky	anger	0.344	skakig
misleading	anger	0.344	vilseledande
unsettled	anger	0.344	orolig
evade	anger	0.344	undgå
anxiety	anger	0.344	ångest
disclaim	anger	0.344	friskrivning
deterioration	anger	0.344	försämring
impotence	anger	0.344	impotens
interminable	anger	0.343	oändlig
disease	anger	0.341	sjukdom
meddle	anger	0.341	befatta sig
warp	anger	0.340	varp
averse	anger	0.338	motvillig
infamous	anger	0.338	ökänd
alcoholism	anger	0.338	alkoholism
row	anger	0.337	rad
staticky	anger	0.336	statisk
illegitimate	anger	0.333	illegitim
encumbrance	anger	0.333	belastning
witchcraft	anger	0.333	trolldom
interrupt	anger	0.333	avbryta
scorpion	anger	0.333	skorpion
ill	anger	0.333	sjuk
sinner	anger	0.331	syndare
inconsiderate	anger	0.329	hänsynslöst
hulk	anger	0.329	holk
prohibited	anger	0.328	förbjuden
dashed	anger	0.328	streckade
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalificerad
spammers	anger	0.328	spammare
phony	anger	0.328	falska
tighten	anger	0.328	spänna
dislocated	anger	0.328	ur led
scapegoat	anger	0.328	syndabock
victim	anger	0.328	offer
opponent	anger	0.328	motståndare
hiss	anger	0.328	väsa
crusade	anger	0.328	korståg
grumpy	anger	0.328	vresig
resisting	anger	0.328	göra motstånd
inappropriate	anger	0.324	olämplig
haye	anger	0.324	hö
loss	anger	0.324	förlust
trickery	anger	0.324	knep
eschew	anger	0.324	undvika
neglected	anger	0.324	försummad
canker	anger	0.323	kräfta
muff	anger	0.318	muff
crunch	anger	0.318	knastrande
duplicity	anger	0.318	falskhet
criticism	anger	0.318	kritik
queues	anger	0.318	köer
shriek	anger	0.316	skrika
depreciate	anger	0.315	minska i värde
dismissal	anger	0.312	uppsägning
chaff	anger	0.312	agnar
dramaqueen	anger	0.312	Dramadrottning
poverty	anger	0.312	fattigdom
carelessness	anger	0.312	slarv
deflate	anger	0.312	tömma luften
dumps	anger	0.312	soptippar
dupe	anger	0.312	dupera
mortality	anger	0.312	dödlighet
revving	anger	0.309	revving
disallowed	anger	0.308	otillåten
boisterous	anger	0.307	stormig
thoughtless	anger	0.307	tanklös
burial	anger	0.304	begravning
wince	anger	0.303	rygga tillbaka
theocratic	anger	0.303	teokratisk
sullen	anger	0.303	trumpen
involution	anger	0.300	involution
misuse	anger	0.297	missbruka
taxed	anger	0.297	beskattas
senseless	anger	0.297	meningslös
talons	anger	0.297	klor
stalemate	anger	0.297	dödläge
getyourown	anger	0.297	Skaffa din egen
hoax	anger	0.297	bluff
depreciated	anger	0.297	avskrivna
depressed	anger	0.297	deprimerad
wasteful	anger	0.297	slösaktig
paralysis	anger	0.295	förlamning
displaced	anger	0.294	förskjuten
limited	anger	0.292	begränsad
disapointment	anger	0.290	besvikelse
orc	anger	0.289	orc
ridiculous	anger	0.289	löjlig
homeless	anger	0.288	hemlös
spine	anger	0.288	ryggrad
teasing	anger	0.288	kitslig
presumptuous	anger	0.288	förmäten
react	anger	0.288	reagera
sharpen	anger	0.288	skärpa
barrier	anger	0.287	barriär
hoot	anger	0.287	tuta
twitchy	anger	0.287	ryckig
myopia	anger	0.283	myopi
flexin	anger	0.281	flexin
lagging	anger	0.281	släpar efter
contraband	anger	0.281	smuggelgods
incompatible	anger	0.281	oförenlig
shiver	anger	0.281	darrning
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	kopplar ur
delinquent	anger	0.281	brottsling
restitution	anger	0.281	återbetalning
foray	anger	0.279	plundringståg
troll	anger	0.279	troll
unfairness	anger	0.279	orättvisa
buffering	anger	0.279	buffring
noncompliance	anger	0.279	bristande efterlevnad
nether	anger	0.278	nedre
bogus	anger	0.273	falsk
immaturity	anger	0.273	omogenhet
uncaring	anger	0.273	vårdslös
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	lättretlig
shock	anger	0.269	chock
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorgonperson
feminism	anger	0.266	feminism
inoperative	anger	0.266	verkningslös
bear	anger	0.266	Björn
inconvenient	anger	0.266	obekväm
latent	anger	0.266	latent
defendant	anger	0.266	svarande
nopoint	anger	0.266	ingen idé
rapping	anger	0.266	rappa
pry	anger	0.266	bända
quandary	anger	0.266	dilemma
interrupts	anger	0.265	avbryter
fluctuation	anger	0.265	fluktuation
exaggerate	anger	0.263	överdriva
lose	anger	0.261	tappa bort
patter	anger	0.258	smattra
furnace	anger	0.258	ugn
stone	anger	0.258	sten
tease	anger	0.258	reta
shoplifting	anger	0.258	snatteri
soldier	anger	0.258	soldat
incompetent	anger	0.257	inkompetent
indoctrination	anger	0.255	indoktrinering
rocket	anger	0.250	raket
skid	anger	0.250	glid
noisy	anger	0.250	högljudd
notoriety	anger	0.250	ökändhet
cane	anger	0.250	sockerrör
unfollow	anger	0.250	sluta följa
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	en som söker uppmärksamhet
mastery	anger	0.250	herravälde
socialist	anger	0.250	socialistisk
falsehood	anger	0.250	lögn
complicate	anger	0.250	komplicera
lawyer	anger	0.250	advokat
untrue	anger	0.250	osann
nonsense	anger	0.250	dumheter
pouting	anger	0.250	puta med läpparna
witch	anger	0.242	häxa
detract	anger	0.242	förringa
obstacle	anger	0.242	hinder
halter	anger	0.242	grimma
fenced	anger	0.242	inhägnad
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	förstår
vampire	anger	0.242	vampyr
ringer	anger	0.242	ringsignal
frowning	anger	0.239	rynkar pannan
saber	anger	0.238	sabel
hunger	anger	0.235	hunger
shell	anger	0.234	skal
wokemeup	anger	0.234	väckte mig
recession	anger	0.234	lågkonjunktur
failing	anger	0.234	brist
dabbling	anger	0.234	dubblande
politics	anger	0.234	politik
lava	anger	0.234	lava
rascal	anger	0.234	skojare
imtryingtosleep	anger	0.234	Jag försöker sova
tariff	anger	0.234	taxa
undesirable	anger	0.231	oönskad
darkness	anger	0.227	mörker
versus	anger	0.227	mot
copycat	anger	0.227	härmapa
resign	anger	0.227	avgå
soaked	anger	0.226	uppblött
unfulfilled	anger	0.225	ouppfylld
abandoned	anger	0.222	övergiven
unattainable	anger	0.221	ouppnåelig
owing	anger	0.221	på grund av
bankruptcy	anger	0.221	konkurs
misconception	anger	0.219	missuppfattning
tool	anger	0.219	verktyg
warden	anger	0.219	vakt
compress	anger	0.219	komprimera
mosquito	anger	0.219	mygga
whiny	anger	0.219	gnällig
somethingigetalot	anger	0.219	något mycket
confusion	anger	0.219	förvirring
unhelpful	anger	0.219	ohjälpsam
twitching	anger	0.219	ryckningar
nosey	anger	0.213	nyfiken
overpriced	anger	0.212	för dyrt
adder	anger	0.212	huggorm
harry	anger	0.212	harry
shortage	anger	0.212	brist
melodrama	anger	0.212	melodrama
possession	anger	0.206	besittning
desert	anger	0.206	öken-
overplayed	anger	0.206	överspelade
unpaid	anger	0.203	obetald
powerless	anger	0.203	maktlös
sentence	anger	0.203	mening
inefficient	anger	0.203	ineffektiv
arraignment	anger	0.203	åtal
pout	anger	0.203	vitlinglyra
unlucky	anger	0.203	olycklig
rook	anger	0.203	råka
backbone	anger	0.203	ryggrad
uninvited	anger	0.203	objuden
court	anger	0.199	domstol
endless	anger	0.198	ändlös
adverts	anger	0.197	annonser
distracted	anger	0.197	förvirrad
delay	anger	0.197	dröjsmål
misstatement	anger	0.197	felaktighet
misunderstanding	anger	0.195	missförstånd
inadmissible	anger	0.191	otillåtet
excite	anger	0.191	excitera
lightning	anger	0.189	blixt-
preclude	anger	0.188	hindra
mournful	anger	0.188	sorgsen
insecure	anger	0.188	osäker
incase	anger	0.188	om
mutter	anger	0.182	mumla
pare	anger	0.182	pare
rating	anger	0.182	betyg
claimant	anger	0.182	kärande
insist	anger	0.182	insistera
mistress	anger	0.182	husmor
distracting	anger	0.182	distraherande
opium	anger	0.180	opium
deserve	anger	0.176	förtjänar
willful	anger	0.176	avsiktlig
treat	anger	0.175	behandla
insists	anger	0.175	insisterar
excitation	anger	0.172	excitation
mighty	anger	0.172	mäktig
liberate	anger	0.172	befria
indecisive	anger	0.172	obeslutsam
hormonal	anger	0.172	hormonell
peice	anger	0.172	bit
gibberish	anger	0.172	struntprat
misplace	anger	0.172	felplacera
fee	anger	0.172	avgift
thanksalot	anger	0.172	tack så mycket
fleece	anger	0.172	skinna
yelp	anger	0.168	gläfsa
mule	anger	0.167	mula
unequal	anger	0.167	olika
hamstring	anger	0.167	knäsena
bargaining	anger	0.167	förhandlingar
insufficiency	anger	0.167	insufficiens
insignificant	anger	0.167	obetydlig
attentionseekers	anger	0.163	uppmärksamhetssökare
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatism
forearm	anger	0.156	underarm
indifference	anger	0.156	likgiltighet
underpaid	anger	0.152	underbetalt
involvement	anger	0.152	medverkan
justthebeginning	anger	0.152	bara början
disinformation	anger	0.152	desinformation
uncertain	anger	0.152	osäker
bee	anger	0.152	bi
attorney	anger	0.152	advokat
pretending	anger	0.152	låtsas
campaigning	anger	0.151	kampanj
hopelessness	anger	0.149	hopplöshet
feeling	anger	0.147	känsla
legalized	anger	0.145	legaliseras
caution	anger	0.145	varning
sterling	anger	0.141	sterling-
morals	anger	0.141	moral
subsidy	anger	0.141	bidrag
obliging	anger	0.141	förpliktigande
wimpy	anger	0.140	pigg
bummer	anger	0.139	besvikelse
saloon	anger	0.136	salong
blemish	anger	0.136	fläck
misspell	anger	0.136	stava fel
repay	anger	0.136	betala tillbaka
surcharge	anger	0.136	tilläggsavgift
geez	anger	0.136	Herregud
birch	anger	0.135	björk
noob	anger	0.133	nybörjare
honk	anger	0.133	tuta
orchestra	anger	0.132	orkester
wireless	anger	0.125	trådlös
competitive	anger	0.125	konkurrenskraftig
standstill	anger	0.125	stå still
inattention	anger	0.121	ouppmärksamhet
reversal	anger	0.121	omkastning
lace	anger	0.118	spets
elbow	anger	0.117	armbåge
instinctive	anger	0.112	instinktiv
chant	anger	0.111	sång
gnome	anger	0.109	tomte
lonely	anger	0.109	ensam
tolerate	anger	0.106	tolerera
management	anger	0.102	förvaltning
advocacy	anger	0.100	försvar
moral	anger	0.094	moralisk
roadworks	anger	0.091	vägarbeten
honest	anger	0.087	ärliga
gent	anger	0.076	gent
forgetful	anger	0.076	glömsk
liquor	anger	0.075	sprit
money	anger	0.074	pengar
hood	anger	0.071	huva
curriculum	anger	0.063	läroplan
words	anger	0.062	ord
smell	anger	0.061	lukt
playful	anger	0.061	lekfull
opera	anger	0.061	opera
elf	anger	0.061	älva
nurture	anger	0.059	uppfostran
trumpet	anger	0.059	trumpet
counsellor	anger	0.059	rådgivare
asleeep	anger	0.059	sover
birthplace	anger	0.051	födelseort
ribbon	anger	0.047	band
youth	anger	0.045	ungdom
vote	anger	0.045	rösta
cash	anger	0.039	kontanter
wannasleep	anger	0.031	vill sova
waffle	anger	0.030	våffla
dame	anger	0.030	dame
buffet	anger	0.029	buffé
celebrity	anger	0.026	kändis
sisterhood	anger	0.015	systerskap
autocorrect	anger	0.015	Auto-korrigering
musical	anger	0.011	musikalisk
tree	anger	0.000	träd
anticipation	anticipation	0.859	förväntan
excited	anticipation	0.859	upphetsad
excitement	anticipation	0.820	spänning
anticipate	anticipation	0.820	förutse
eagerness	anticipation	0.812	iver
exciting	anticipation	0.797	spännande
expectant	anticipation	0.789	förväntansfull
thrilling	anticipation	0.781	spännande
hope	anticipation	0.773	hoppas
quest	anticipation	0.766	sökande
countdown	anticipation	0.750	nedräkning
start	anticipation	0.750	Start
anticipatory	anticipation	0.750	anteciperande
adventure	anticipation	0.750	äventyr
