English Word	Emotion	Emotion-Intensity-Score	Hmong Word
litigious	anger	0.484	teeb meem
rivalry	anger	0.484	kev sib tw
sucker	anger	0.484	nqus
opposed	anger	0.484	tawm tsam
thresh	anger	0.484	tsoo
disgrace	anger	0.484	kev txaj muag
suspicious	anger	0.484	xav tsis thoob
turbulence	anger	0.483	kev kub ntxhov
pound	anger	0.481	phaus
coldness	anger	0.477	kev txias
ungrateful	anger	0.472	ua tsis ncaj ncees
stoopid	anger	0.471	ruam
battalion	anger	0.471	tub rog
feudalism	anger	0.470	feudalism
hostage	anger	0.470	neeg raug txim
annoying	anger	0.470	kev ntxhov siab
dispossessed	anger	0.470	muab pov tseg
subversion	anger	0.470	kev hloov pauv
friction	anger	0.470	kev sib txhuam
jealous	anger	0.470	khib
adversity	anger	0.470	kev txom nyem
infidel	anger	0.470	tsis ntseeg
gall	anger	0.470	plab
accuser	anger	0.470	tus neeg liam
ram	anger	0.470	ram
armament	anger	0.470	riam phom
thump	anger	0.469	tus ntiv tes xoo
dislike	anger	0.469	tsis nyiam
steal	anger	0.469	nyiag
backoff	anger	0.469	rov qab los
stifled	anger	0.469	ua nruj
incite	anger	0.469	txhawb
distress	anger	0.469	kev nyuaj siab
angermanagement	anger	0.469	kev npau taws
selfish	anger	0.469	tus kheej
injury	anger	0.469	raug mob
exile	anger	0.469	exile
insanity	anger	0.469	kev vwm
offense	anger	0.469	ua txhaum
objection	anger	0.469	kev tawm tsam
smother	anger	0.469	luag
disruption	anger	0.469	kev cuam tshuam
intolerance	anger	0.469	intolerance
disobey	anger	0.469	tsis mloog lus
selfishness	anger	0.469	kev qia dub
recidivism	anger	0.469	recidivism
subversive	anger	0.469	subversive
huff	anger	0.469	huv
plunder	anger	0.469	plunder
opposition	anger	0.469	tawm tsam
complain	anger	0.469	yws
perpetrator	anger	0.469	tus ua txhaum
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	koj kid
mug	anger	0.467	mug
agony	anger	0.465	kev txom nyem
arrogant	anger	0.461	khav theeb
sux	anger	0.456	xus
vent	anger	0.456	qhov cua
elimination	anger	0.456	tshem tawm
picketing	anger	0.456	xaiv
haughty	anger	0.456	khav theeb
grated	anger	0.455	grated
flagrant	anger	0.455	chij
busted	anger	0.455	tawg
crabby	anger	0.455	crabby
dying	anger	0.455	tuag
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	stubbed
illegality	anger	0.455	txhaum cai
veto	anger	0.455	veto
constraint	anger	0.455	txwv
mislead	anger	0.455	yuam kev
illicit	anger	0.455	txhaum cai
troublesome	anger	0.455	teeb meem
clamor	anger	0.455	qw nrov
bayonet	anger	0.453	rab phom
suppress	anger	0.453	txwv
intense	anger	0.453	khaus
displeased	anger	0.453	tsis txaus siab
disapproving	anger	0.453	tsis pom zoo
hysterical	anger	0.453	hysterical
struggle	anger	0.453	kev tawm tsam
godless	anger	0.453	tsis ntseeg Vajtswv
desist	anger	0.453	desist
usurped	anger	0.453	ua tsis taus pa
despotism	anger	0.453	kev despotism
disagreeing	anger	0.453	tsis pom zoo
bad	anger	0.453	phem
unlawful	anger	0.451	tsis raug cai
wrongly	anger	0.448	yuam kev
repellent	anger	0.442	tshuaj tiv thaiv
dishonor	anger	0.441	txaj muag
psychosis	anger	0.441	mob hlwb
wasted	anger	0.441	khib
wrongful	anger	0.441	yuam kev
foe	anger	0.441	foe
aversion	anger	0.440	kev ntxub ntxaug
gahhh	anger	0.439	gahhh ua
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	qhov kawg
schism	anger	0.439	kev xav
upset	anger	0.439	chim siab
effigy	anger	0.439	ua effigy
punitive	anger	0.439	rau txim
worthless	anger	0.438	tsis muaj nqis
separatist	anger	0.438	cais tawm
ransom	anger	0.438	tus nqe txhiv
deny	anger	0.438	tsis kam
fugitive	anger	0.438	khiav tawm
mucked	anger	0.438	mucked
abandonment	anger	0.438	kev tso tseg
irritation	anger	0.438	khaus khaus
deleterious	anger	0.438	deleterious
stupidity	anger	0.438	ruam
segregate	anger	0.437	cais
oblivion	anger	0.437	oblivion
payback	anger	0.436	them rov qab
incongruous	anger	0.435	tsis sib haum
eviction	anger	0.435	kev ntiab tawm
collusion	anger	0.432	kev sib tham
rob	anger	0.431	rob
ravenous	anger	0.429	ravenous
overrun	anger	0.429	overrun
infidelity	anger	0.429	kev tsis ncaj ncees
harbinger	anger	0.426	harbinger
painful	anger	0.426	mob
getoverit	anger	0.426	getoverit
martial	anger	0.426	kev sib ntaus sib tua
rejection	anger	0.426	kev tsis lees paub
incredulous	anger	0.426	ntseeg tsis tau
stupidrain	anger	0.426	ruam
defense	anger	0.425	tiv thaiv
enforce	anger	0.424	yuam
commotion	anger	0.424	kev ntxhov siab
censor	anger	0.424	censor
gonorrhea	anger	0.424	kab mob gonorrhea
fraudulent	anger	0.424	neeg dag
unsympathetic	anger	0.424	tsis khuv xim
fallacious	anger	0.424	dag
greed	anger	0.424	kev ntshaw
defraud	anger	0.424	dag
banger	anger	0.424	banger
concealment	anger	0.424	zais cia
fuss	anger	0.424	fuss
exasperation	anger	0.424	kev npau taws
disobedience	anger	0.424	kev tsis mloog lus
powerful	anger	0.424	muaj zog
discontent	anger	0.424	tsis txaus siab
indecency	anger	0.424	kev ua tsis ncaj ncees
sedition	anger	0.422	kev tawm tsam
deportation	anger	0.422	kev xa tawm
cracked	anger	0.422	tawg
bang	anger	0.422	tawg
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	ua cur
misrepresented	anger	0.422	qhia tsis tseeb
annoyance	anger	0.422	kev ntxhov siab
scar	anger	0.422	caws pliav
nettle	anger	0.422	nettle
banishment	anger	0.422	kev txiav txim
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penitentiary
penetration	anger	0.422	nkag mus
blatant	anger	0.420	luag ntxhi
force	anger	0.418	zog
perverse	anger	0.415	tsis ncaj ncees lawm
wring	anger	0.415	wring
bastion	anger	0.413	lub hauv paus
grim	anger	0.413	grim
moody	anger	0.412	siab zoo
tiff	anger	0.412	tiv
nothappy	anger	0.412	tsis zoo siab
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	yos hav zoov
indenture	anger	0.410	indenture
forfeit	anger	0.409	swb
areyoukiddingme	anger	0.409	koj puas paub kuv
reproach	anger	0.409	thuam
sham	anger	0.409	txaj muag
awful	anger	0.409	txaus ntshai
compulsion	anger	0.409	yuam
implicate	anger	0.409	cuam tshuam
contradict	anger	0.409	sib cav
inept	anger	0.409	inept
supremacy	anger	0.409	siab tshaj
sneak	anger	0.409	nyiag
disappoint	anger	0.409	poob siab
blockade	anger	0.409	thaiv
detainee	anger	0.409	tus neeg raug kaw
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	dag
rail	anger	0.406	tsheb ciav hlau
forsaken	anger	0.406	tso tseg
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	kev tawm tsam
wop	anger	0.406	wop ua
badger	anger	0.406	badger
tremor	anger	0.406	tshee
inequality	anger	0.406	kev tsis sib xws
delusion	anger	0.406	kev dag ntxias
unthinkable	anger	0.406	xav tsis txog
onerous	anger	0.406	ib leeg
wrongdoing	anger	0.406	ua txhaum
nuisance	anger	0.406	kev ntxhov siab
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	sib kis mus
arguments	anger	0.404	kev sib cav
affront	anger	0.403	tawm tsam
traumatic	anger	0.402	raug mob
sodding	anger	0.400	sodding
libel	anger	0.400	libel
annoys	anger	0.400	ntxhov siab
soslow	anger	0.398	soslow
watchout	anger	0.398	saib xyuas
frenetic	anger	0.397	frenetic
remiss	anger	0.397	nco
barge	anger	0.396	nkoj
sue	anger	0.394	foob
keyed	anger	0.394	yuam sij
actionable	anger	0.394	ua tau
extinguish	anger	0.394	tua hluav taws
fraud	anger	0.394	kev dag
untoward	anger	0.394	tsis rau
illegal	anger	0.394	txhaum cai
nag	anger	0.394	nag
boxing	anger	0.394	ncaws pob
confiscate	anger	0.394	txeeb
howl	anger	0.394	quaj
whatsthepoint	anger	0.394	qhov twg
rabble	anger	0.394	rabble
unfriendly	anger	0.394	tsis phooj ywg
disrespect	anger	0.394	saib tsis taus
dangit	anger	0.394	txaus ntshai
brimstone	anger	0.392	brimstone
dissolution	anger	0.391	kev tawg
rigged	anger	0.391	rigged
grrrrr	anger	0.391	ua grrr
earthquake	anger	0.391	av qeeg
argh	anger	0.391	argh ua
pique	anger	0.391	pique
recklessness	anger	0.391	kev ua phem
disagree	anger	0.389	tsis pom zoo
lawsuit	anger	0.386	foob
disused	anger	0.382	disused
despair	anger	0.382	kev poob siab
immorality	anger	0.382	kev tsis ncaj ncees
coerce	anger	0.379	quab yuam
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	kov
pokes	anger	0.379	pokes
falsification	anger	0.379	kev dag
rifle	anger	0.379	phom
sizzle	anger	0.379	xiab
incurable	anger	0.379	kho tsis tau
difficulty	anger	0.379	nyuaj
sore	anger	0.379	mob
picket	anger	0.378	picket
concussion	anger	0.377	raug mob
stuckup	anger	0.375	daigup
militia	anger	0.375	tub rog
rawr	anger	0.375	rawv
faulty	anger	0.375	ua txhaum
sly	anger	0.375	sly
disillusionment	anger	0.375	kev tsis pom kev
petpeeve	anger	0.375	pev
pitfall	anger	0.375	kev poob siab
infantile	anger	0.375	menyuam mos
pessimism	anger	0.375	kev xav phem
remand	anger	0.375	remand
cannon	anger	0.375	phom
vindicate	anger	0.371	qhia tseeb
inhibit	anger	0.371	inhibit
distressing	anger	0.371	kev nyuaj siab
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	ua skew
disreputable	anger	0.368	tsis muaj npe
forbidding	anger	0.368	txwv
conquest	anger	0.367	kov yeej
bark	anger	0.365	tawv
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	tsis pom zoo
warrior	anger	0.364	tub rog
barks	anger	0.364	tawv
retarded	anger	0.364	ua tsis taus
unhappy	anger	0.364	tsis zoo siab
burke	anger	0.364	ua burke
challenge	anger	0.364	kev sib tw
belt	anger	0.364	siv
litigate	anger	0.359	teeb meem
paucity	anger	0.359	paucity
opinionated	anger	0.359	kev xav
disliked	anger	0.359	tsis nyiam
aftermath	anger	0.359	tom qab
restriction	anger	0.359	txwv
cad	anger	0.359	cad
incompetence	anger	0.359	tsis muaj peev xwm
loudness	anger	0.359	suab nrov
broken	anger	0.359	tawg
polemic	anger	0.359	Polemic
sectarian	anger	0.359	pawg ntseeg
controversial	anger	0.359	kev tsis sib haum xeeb
interrupting	anger	0.358	cuam tshuam
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	tshem tawm
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	kev coj tsis ncaj
scarcity	anger	0.350	tsawg
losing	anger	0.349	poob
stigma	anger	0.348	qias neeg
deserted	anger	0.348	tso tseg
timewasters	anger	0.348	lub sij hawm poob
disagreement	anger	0.348	kev tsis pom zoo
defect	anger	0.348	qhov tsis xws luag
hardened	anger	0.348	tawv
lie	anger	0.348	dag
ulcer	anger	0.348	mob plab
retract	anger	0.348	thim rov qab
untrustworthy	anger	0.348	tsis tsim nyog
pest	anger	0.348	kab tsuag
disappointed	anger	0.348	poob siab
bias	anger	0.345	bias
negation	anger	0.344	kev tsis pom zoo
bothering	anger	0.344	thab
stripped	anger	0.344	stripped
antisocial	anger	0.344	antisocial
pirate	anger	0.344	tub sab
stingy	anger	0.344	qias neeg
shoddy	anger	0.344	txaj muag
unreliable	anger	0.344	tsis ntseeg
shaky	anger	0.344	tshee
misleading	anger	0.344	yuam kev
unsettled	anger	0.344	tsis muaj chaw nyob
evade	anger	0.344	khiav tawm
anxiety	anger	0.344	kev ntxhov siab
disclaim	anger	0.344	tsis lees paub
deterioration	anger	0.344	kev puas tsuaj
impotence	anger	0.344	impotence
interminable	anger	0.343	interminable
disease	anger	0.341	kab mob
meddle	anger	0.341	sib tham
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	ua phem
alcoholism	anger	0.338	cawv
row	anger	0.337	kab
staticky	anger	0.336	zoo li qub
illegitimate	anger	0.333	txhaum cai
encumbrance	anger	0.333	encumbrance
witchcraft	anger	0.333	khawv koob
interrupt	anger	0.333	cuam tshuam
scorpion	anger	0.333	kab laug sab
ill	anger	0.333	mob
sinner	anger	0.331	neeg txhaum
inconsiderate	anger	0.329	tsis xav txog
hulk	anger	0.329	hulk
prohibited	anger	0.328	txwv tsis pub
dashed	anger	0.328	dashed
brrr	anger	0.328	ua brrr
fib	anger	0.328	fib
disqualified	anger	0.328	tsis tsim nyog
spammers	anger	0.328	spammers
phony	anger	0.328	lus dag
tighten	anger	0.328	nruj
dislocated	anger	0.328	ua tsis taus pa
scapegoat	anger	0.328	tus scapegoat
victim	anger	0.328	neeg raug tsim txom
opponent	anger	0.328	tus neeg sib tw
hiss	anger	0.328	hais
crusade	anger	0.328	Crusade
grumpy	anger	0.328	ruam
resisting	anger	0.328	tawm tsam
inappropriate	anger	0.324	tsis tsim nyog
haye	anger	0.324	haye
loss	anger	0.324	poob
trickery	anger	0.324	kev dag
eschew	anger	0.324	eschew
neglected	anger	0.324	tsis saib xyuas
canker	anger	0.323	Canker
muff	anger	0.318	muf
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplicate
criticism	anger	0.318	kev thuam
queues	anger	0.318	kab
shriek	anger	0.316	shriek
depreciate	anger	0.315	txo nqi
dismissal	anger	0.312	tshem tawm
chaff	anger	0.312	chav
dramaqueen	anger	0.312	ua yeeb yam
poverty	anger	0.312	kev txom nyem
carelessness	anger	0.312	kev tsis saib xyuas
deflate	anger	0.312	deflate
dumps	anger	0.312	pob tseg
dupe	anger	0.312	dupe
mortality	anger	0.312	kev tuag
revving	anger	0.309	kev rev
disallowed	anger	0.308	tsis tso cai
boisterous	anger	0.307	chim siab
thoughtless	anger	0.307	tsis xav
burial	anger	0.304	faus
wince	anger	0.303	wince
theocratic	anger	0.303	theocratic
sullen	anger	0.303	ntsej muag
involution	anger	0.300	kev koom tes
misuse	anger	0.297	siv yuam kev
taxed	anger	0.297	ua se
senseless	anger	0.297	tsis nkag siab
talons	anger	0.297	talons
stalemate	anger	0.297	ua tsis taus pa
getyourown	anger	0.297	tau koj
hoax	anger	0.297	dag
depreciated	anger	0.297	depreciated
depressed	anger	0.297	nyuaj siab
wasteful	anger	0.297	khib nyiab
paralysis	anger	0.295	tuag tes tuag taw
displaced	anger	0.294	hloov chaw
limited	anger	0.292	txwv
disapointment	anger	0.290	kev poob siab
orc	anger	0.289	orc
ridiculous	anger	0.289	ruam
homeless	anger	0.288	tsis muaj tsev nyob
spine	anger	0.288	qaum
teasing	anger	0.288	dag
presumptuous	anger	0.288	hwm
react	anger	0.288	teb
sharpen	anger	0.288	ntse
barrier	anger	0.287	thaiv
hoot	anger	0.287	hoot
twitchy	anger	0.287	ntxuam
myopia	anger	0.283	myopia
flexin	anger	0.281	ua flexin
lagging	anger	0.281	lag luam
contraband	anger	0.281	kev tsis ncaj ncees
incompatible	anger	0.281	tsis sib haum
shiver	anger	0.281	tshee
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	disconnects
delinquent	anger	0.281	ua phem
restitution	anger	0.281	nyiaj rov qab
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	kev tsis ncaj ncees
buffering	anger	0.279	tsis kam
noncompliance	anger	0.279	tsis ua raws li
nether	anger	0.278	nether
bogus	anger	0.273	cuav
immaturity	anger	0.273	tsis paub tab
uncaring	anger	0.273	tsis quav ntsej
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	fisty
shock	anger	0.269	poob siab
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	tus tsis paub
feminism	anger	0.266	kev feminism
inoperative	anger	0.266	tsis ua haujlwm
bear	anger	0.266	dais
inconvenient	anger	0.266	tsis yooj yim
latent	anger	0.266	latent
defendant	anger	0.266	tus neeg raug foob
nopoint	anger	0.266	nopoint
rapping	anger	0.266	kev rap
pry	anger	0.266	pry
quandary	anger	0.266	quandary
interrupts	anger	0.265	cuam tshuam
fluctuation	anger	0.265	kev hloov pauv
exaggerate	anger	0.263	exaggerate
lose	anger	0.261	poob
patter	anger	0.258	patter
furnace	anger	0.258	rauv
stone	anger	0.258	pob zeb
tease	anger	0.258	luag
shoplifting	anger	0.258	khw muag khoom
soldier	anger	0.258	tub rog
incompetent	anger	0.257	tsis muaj peev xwm
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	foob pob ua ntxaij
skid	anger	0.250	caij ski
noisy	anger	0.250	nrov
notoriety	anger	0.250	tsis muaj npe
cane	anger	0.250	pas dej
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	saib xyuas
mastery	anger	0.250	kev txawj ntse
socialist	anger	0.250	socialist
falsehood	anger	0.250	kev dag
complicate	anger	0.250	nyuaj
lawyer	anger	0.250	kws lij choj
untrue	anger	0.250	tsis muaj tseeb
nonsense	anger	0.250	tsis muaj tseeb
pouting	anger	0.250	pum
witch	anger	0.242	poj niam
detract	anger	0.242	cuam tshuam
obstacle	anger	0.242	teeb meem
halter	anger	0.242	halter
fenced	anger	0.242	muaj laj kab
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	tsis to taub
vampire	anger	0.242	vampire
ringer	anger	0.242	suab nrov
frowning	anger	0.239	ntsej muag
saber	anger	0.238	saber
hunger	anger	0.235	kev tshaib kev nqhis
shell	anger	0.234	plhaub
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	kev txom nyem
failing	anger	0.234	ua tsis tiav
dabbling	anger	0.234	dabbling
politics	anger	0.234	kev nom kev tswv
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	ua tsaug
tariff	anger	0.234	tus nqi
undesirable	anger	0.231	tsis xav tau
darkness	anger	0.227	tsaus ntuj
versus	anger	0.227	piv
copycat	anger	0.227	copycat
resign	anger	0.227	tawm haujlwm
soaked	anger	0.226	soaked
unfulfilled	anger	0.225	ua tsis tiav
abandoned	anger	0.222	tso tseg
unattainable	anger	0.221	ua tsis tau
owing	anger	0.221	tshuav
bankruptcy	anger	0.221	kev lag luam
misconception	anger	0.219	kev xav yuam kev
tool	anger	0.219	cuab tam
warden	anger	0.219	tub ceev xwm
compress	anger	0.219	compress
mosquito	anger	0.219	yoov tshaj cum
whiny	anger	0.219	xiab
somethingigetalot	anger	0.219	ib yam dab tsi
confusion	anger	0.219	tsis meej pem
unhelpful	anger	0.219	tsis pab
twitching	anger	0.219	tshee
nosey	anger	0.213	nosy
overpriced	anger	0.212	tus nqi kim dhau
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	tsis txaus
melodrama	anger	0.212	melodrama
possession	anger	0.206	muaj
desert	anger	0.206	suab puam
overplayed	anger	0.206	ua si dhau
unpaid	anger	0.203	tsis them nyiaj
powerless	anger	0.203	tsis muaj zog
sentence	anger	0.203	kab lus
inefficient	anger	0.203	tsis muaj peev xwm
arraignment	anger	0.203	kev txiav txim
pout	anger	0.203	pout
unlucky	anger	0.203	hmoov tsis zoo
rook	anger	0.203	rov
backbone	anger	0.203	qaum
uninvited	anger	0.203	tsis tau caw
court	anger	0.199	lub tsev hais plaub
endless	anger	0.198	tsis kawg
adverts	anger	0.197	tshaj tawm
distracted	anger	0.197	cuam tshuam
delay	anger	0.197	ncua
misstatement	anger	0.197	hais lus tsis raug
misunderstanding	anger	0.195	kev to taub yuam kev
inadmissible	anger	0.191	tsis lees paub
excite	anger	0.191	zoo siab
lightning	anger	0.189	xob laim
preclude	anger	0.188	ua ntej
mournful	anger	0.188	kev quaj ntsuag
insecure	anger	0.188	tsis ruaj ntseg
incase	anger	0.188	hauv
mutter	anger	0.182	yws
pare	anger	0.182	pab
rating	anger	0.182	kev ntaus nqi
claimant	anger	0.182	tus neeg thov
insist	anger	0.182	insis
mistress	anger	0.182	poj niam
distracting	anger	0.182	cuam tshuam
opium	anger	0.180	tshuaj yeeb
deserve	anger	0.176	tsim nyog
willful	anger	0.176	xav tau
treat	anger	0.175	kho
insists	anger	0.175	insis
excitation	anger	0.172	kev zoo siab
mighty	anger	0.172	muaj zog
liberate	anger	0.172	tso tawm
indecisive	anger	0.172	tsis txiav txim siab
hormonal	anger	0.172	hormonal
peice	anger	0.172	peis
gibberish	anger	0.172	gibberish
misplace	anger	0.172	qhov chaw tsis raug
fee	anger	0.172	nqi
thanksalot	anger	0.172	ua tsaug
fleece	anger	0.172	fleece
yelp	anger	0.168	yws
mule	anger	0.167	mul
unequal	anger	0.167	tsis sib npaug
hamstring	anger	0.167	mob leeg
bargaining	anger	0.167	kev sib tham
insufficiency	anger	0.167	tsis txaus
insignificant	anger	0.167	tsis tseem ceeb
attentionseekers	anger	0.163	cov neeg saib xyuas
coop	anger	0.156	coop
rheumatism	anger	0.156	mob rheumatism
forearm	anger	0.156	hauv pliaj
indifference	anger	0.156	tsis quav ntsej
underpaid	anger	0.152	tsis them nyiaj
involvement	anger	0.152	kev koom tes
justthebeginning	anger	0.152	nyuam qhuav pib
disinformation	anger	0.152	qhia tsis tseeb
uncertain	anger	0.152	tsis paub meej
bee	anger	0.152	muv
attorney	anger	0.152	tus kws lij choj
pretending	anger	0.152	ua dag
campaigning	anger	0.151	kev tawm suab
hopelessness	anger	0.149	kev cia siab
feeling	anger	0.147	kev xav
legalized	anger	0.145	raug cai
caution	anger	0.145	ceev faj
sterling	anger	0.141	sterling
morals	anger	0.141	kev ncaj ncees
subsidy	anger	0.141	nyiaj pab
obliging	anger	0.141	obliging
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	ua txhaum
misspell	anger	0.136	yuam kev
repay	anger	0.136	them rov qab
surcharge	anger	0.136	tus nqi ntxiv
geez	anger	0.136	geez ua
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	suab paj nruag
wireless	anger	0.125	wireless
competitive	anger	0.125	kev sib tw
standstill	anger	0.125	sawv ntsug
inattention	anger	0.121	tsis xav
reversal	anger	0.121	thim rov qab
lace	anger	0.118	lace
elbow	anger	0.117	luj tshib
instinctive	anger	0.112	kev xav
chant	anger	0.111	suab nkauj
gnome	anger	0.109	gnome
lonely	anger	0.109	kho siab
tolerate	anger	0.106	ua siab ntev
management	anger	0.102	kev tswj hwm
advocacy	anger	0.100	kev tawm tswv yim
moral	anger	0.094	kev ncaj ncees
roadworks	anger	0.091	kev ua haujlwm
honest	anger	0.087	ncaj ncees
