English Word	Emotion	Emotion-Intensity-Score	Greek Word
ordeal	anger	0.500	δοκιμασία
banished	anger	0.500	εξορίστηκε
rejects	anger	0.500	απορρίπτει
shun	anger	0.500	αποφεύγω
brunt	anger	0.500	ορμή
derogation	anger	0.500	προσβολή
frenzied	anger	0.500	ξέφρενος
animus	anger	0.500	σκοπός
suppression	anger	0.500	κατάπνιξη
malpractice	anger	0.500	αδίκημα
brazen	anger	0.500	ορειχάλκινος
foaming	anger	0.500	αφρίζοντας
disrupting	anger	0.500	διαταράσσοντας
nobodycares	anger	0.500	κανείς δεν νοιάζεται
patronising	anger	0.500	προστατευτικός
getoveryourself	anger	0.495	ξεπέρασε τον εαυτό σου
toughness	anger	0.492	σκληρότητα
stupidpeople	anger	0.492	χαζοί άνθρωποι
madness	anger	0.491	παραφροσύνη
sinful	anger	0.491	αμαρτωλός
avarice	anger	0.490	φιλαργυρία
oppress	anger	0.490	καταπιέζω
cutting	anger	0.485	τομή
anathema	anger	0.485	ανάθεμα
annoyed	anger	0.485	ενοχλημένος
dissident	anger	0.485	διαφωνών
demand	anger	0.485	ζήτηση
usurp	anger	0.485	σφετερίζομαι
claw	anger	0.485	δαγκάνα
alienate	anger	0.485	απαλλοτριώ
infraction	anger	0.485	παράβαση
avenger	anger	0.485	εκδικητής
revoke	anger	0.485	ανακαλώ
smuggler	anger	0.485	λαθρέμπορος
abolish	anger	0.485	καταργώ
fricking	anger	0.485	φριζάρισμα
stayaway	anger	0.485	Μείνε μακριά
pervert	anger	0.485	διαστρεβλώ
disservice	anger	0.485	κακή υπηρεσία
disobedient	anger	0.485	ανυπάκουος
incest	anger	0.485	αιμομιξία
complaint	anger	0.485	καταγγελία
disapproved	anger	0.485	αποδοκιμάστηκε
inhuman	anger	0.485	απάνθρωπος
mocking	anger	0.484	διακωμώδηση
penalty	anger	0.484	ποινή
renounce	anger	0.484	απαρνιέμαι
restrain	anger	0.484	αναχαιτίζω
upheaval	anger	0.484	αναστάτωση
deceit	anger	0.484	απάτη
obnoxious	anger	0.484	απεχθής
imprisoned	anger	0.484	φυλακισμένος
strained	anger	0.484	τεταμένος
blame	anger	0.484	κατηγορώ
oust	anger	0.484	εκβάλλω
litigious	anger	0.484	φιλόδικος
rivalry	anger	0.484	ανταγωνισμός
sucker	anger	0.484	κορόιδο
opposed	anger	0.484	αντίθετος
thresh	anger	0.484	αλωνίζω
disgrace	anger	0.484	ντροπή
suspicious	anger	0.484	ύποπτος
turbulence	anger	0.483	ταραχή
pound	anger	0.481	λίβρα
coldness	anger	0.477	ψυχρότητα
ungrateful	anger	0.472	αχάριστος
stoopid	anger	0.471	σκυθρωπός
battalion	anger	0.471	τάγμα
feudalism	anger	0.470	φεουδαρχία
hostage	anger	0.470	όμηρος
annoying	anger	0.470	ενοχλητικός
dispossessed	anger	0.470	στερημένος
subversion	anger	0.470	ανατροπή
friction	anger	0.470	τριβή
jealous	anger	0.470	ζηλιάρης
adversity	anger	0.470	αντιξοότητα
infidel	anger	0.470	άπιστος
gall	anger	0.470	χολή
accuser	anger	0.470	κατήγορος
ram	anger	0.470	έμβολο
armament	anger	0.470	εξοπλισμός
thump	anger	0.469	γροθιά
dislike	anger	0.469	αντιπάθεια
steal	anger	0.469	κλέβω
backoff	anger	0.469	Κάντε πίσω
stifled	anger	0.469	πνιγμένος
incite	anger	0.469	ερεθίζω
distress	anger	0.469	δυσφορία
angermanagement	anger	0.469	διαχείριση θυμού
selfish	anger	0.469	εγωιστικός
injury	anger	0.469	βλάβη
exile	anger	0.469	εξορία
insanity	anger	0.469	παράνοια
offense	anger	0.469	αδίκημα
objection	anger	0.469	ένσταση
smother	anger	0.469	πνίγω
disruption	anger	0.469	αναστάτωση
intolerance	anger	0.469	μισαλλοδοξία
disobey	anger	0.469	απειθώ
selfishness	anger	0.469	ιδιοτέλεια
recidivism	anger	0.469	υποτροπή
subversive	anger	0.469	ανατρεπτικός
huff	anger	0.469	ξεφυσάω
plunder	anger	0.469	λεηλασία
opposition	anger	0.469	αντιπολίτευση
complain	anger	0.469	κανω παραπονα
perpetrator	anger	0.469	δράστης
simmer	anger	0.469	σιγοβράζω
areyoukidding	anger	0.468	αστειεύεσαι
mug	anger	0.467	κούπα
agony	anger	0.465	αγωνία
arrogant	anger	0.461	αλαζονικός
sux	anger	0.456	σουξ
vent	anger	0.456	διέξοδος
elimination	anger	0.456	εξάλειψη
picketing	anger	0.456	φρουρά απεργίας
haughty	anger	0.456	αγέρωχος
grated	anger	0.455	τριμμένο
flagrant	anger	0.455	σκανδαλώδης
busted	anger	0.455	κατεστραμμένο
crabby	anger	0.455	καβούρι
dying	anger	0.455	βαφή
idiocy	anger	0.455	ηλιθιότητα
impermeable	anger	0.455	αδιαπέραστος
stubbed	anger	0.455	χονδρός
illegality	anger	0.455	παρανομία
veto	anger	0.455	βέτο
constraint	anger	0.455	περιορισμός
mislead	anger	0.455	παρασύρω
illicit	anger	0.455	παράνομος
troublesome	anger	0.455	ενοχλητικός
clamor	anger	0.455	κραυγή
bayonet	anger	0.453	ξιφολόγχη
suppress	anger	0.453	καταστέλλω
intense	anger	0.453	έντονος
displeased	anger	0.453	δυσαρεστημένος
disapproving	anger	0.453	αποδοκιμάζοντας
hysterical	anger	0.453	υστερικός
struggle	anger	0.453	πάλη
godless	anger	0.453	άθεος
desist	anger	0.453	απέχω
usurped	anger	0.453	σφετερίστηκε
despotism	anger	0.453	δεσποτισμός
disagreeing	anger	0.453	διαφωνώντας
bad	anger	0.453	κακό
unlawful	anger	0.451	παράνομος
wrongly	anger	0.448	κακώς
repellent	anger	0.442	αποκρουστικός
dishonor	anger	0.441	ατιμία
psychosis	anger	0.441	ψύχωση
wasted	anger	0.441	αποτυχημένος
wrongful	anger	0.441	άδικος
foe	anger	0.441	εχθρός
aversion	anger	0.440	αποστροφή
gahhh	anger	0.439	γκαχχ
knuckles	anger	0.439	αρθρώσεις
ultimatum	anger	0.439	τελεσίγραφο
schism	anger	0.439	σχίσμα
upset	anger	0.439	αναστατωμένος
effigy	anger	0.439	ομοίωμα
punitive	anger	0.439	τιμωρητικός
worthless	anger	0.438	άνευ αξίας
separatist	anger	0.438	σχισματικός
ransom	anger	0.438	λύτρα
deny	anger	0.438	αρνούμαι
fugitive	anger	0.438	φυγάς
mucked	anger	0.438	βουρκωμένος
abandonment	anger	0.438	εγκατάλειψη
irritation	anger	0.438	ερεθισμός
deleterious	anger	0.438	επιβλαβής
stupidity	anger	0.438	βλακεία
segregate	anger	0.437	διαχωρίζω
oblivion	anger	0.437	λήθη
payback	anger	0.436	αποπληρωμή
incongruous	anger	0.435	ανάρμοστος
eviction	anger	0.435	έξωση
collusion	anger	0.432	συμπαιγνία
rob	anger	0.431	ληστεύω
ravenous	anger	0.429	πεινασμένος
overrun	anger	0.429	υπερβαίνω
infidelity	anger	0.429	απιστία
harbinger	anger	0.426	προάγγελος
painful	anger	0.426	επώδυνος
getoverit	anger	0.426	ξεπέρασέ το
martial	anger	0.426	στρατιωτικός
rejection	anger	0.426	απόρριψη
incredulous	anger	0.426	δύσπιστος
stupidrain	anger	0.426	ηλίθιος
defense	anger	0.425	άμυνα
enforce	anger	0.424	επιβάλλω
commotion	anger	0.424	αναταραχή
censor	anger	0.424	λογοκριτής
gonorrhea	anger	0.424	βλεννόρροια
fraudulent	anger	0.424	απατηλός
unsympathetic	anger	0.424	άπονος
fallacious	anger	0.424	απατηλός
greed	anger	0.424	απληστία
defraud	anger	0.424	εξαπατώ
banger	anger	0.424	μπαντέρ
concealment	anger	0.424	απόκρυψη
fuss	anger	0.424	φασαρία
exasperation	anger	0.424	εξόργιση
disobedience	anger	0.424	ανυπακοή
powerful	anger	0.424	ισχυρός
discontent	anger	0.424	δυσαρέσκεια
indecency	anger	0.424	απρέπεια
sedition	anger	0.422	στάση
deportation	anger	0.422	απέλαση
cracked	anger	0.422	Ραγισμένο
bang	anger	0.422	πάταγος
barb	anger	0.422	μπάρμπα
duel	anger	0.422	μονομαχία
sarcasm	anger	0.422	σαρκασμός
cur	anger	0.422	κοπρίτης
misrepresented	anger	0.422	παραποιημένα
annoyance	anger	0.422	ενόχληση
scar	anger	0.422	ουλή
nettle	anger	0.422	τσουκνίδα
banishment	anger	0.422	εξορία
snubbed	anger	0.422	σνομπάρισε
penitentiary	anger	0.422	αναμορφωτήριο
penetration	anger	0.422	διείσδυση
blatant	anger	0.420	κραυγαλέος
force	anger	0.418	δύναμη
perverse	anger	0.415	διεστραμμένος
wring	anger	0.415	πιέζω
bastion	anger	0.413	προπύργιο
grim	anger	0.413	βλοσυρός
moody	anger	0.412	κακόκεφος
tiff	anger	0.412	μικρή φιλονικία
nothappy	anger	0.412	δυστυχισμένος
surly	anger	0.412	κατσούφης
sordid	anger	0.412	ρυπαρός
hunting	anger	0.411	κυνήγι
indenture	anger	0.410	συμβόλαιο
forfeit	anger	0.409	τίμημα
areyoukiddingme	anger	0.409	με δουλεύεις
reproach	anger	0.409	όνειδος
sham	anger	0.409	απάτη
awful	anger	0.409	απαίσιος
compulsion	anger	0.409	καταναγκασμός
implicate	anger	0.409	εμπλέκω
contradict	anger	0.409	διαψεύδω
inept	anger	0.409	δεξιός
supremacy	anger	0.409	υπεροχή
sneak	anger	0.409	έρπω
disappoint	anger	0.409	απογοητεύω
blockade	anger	0.409	αποκλεισμός
detainee	anger	0.409	κρατούμενος
cantwin	anger	0.409	cantwin
squelch	anger	0.409	συντρίβω
lying	anger	0.408	ξαπλωμένη
rail	anger	0.406	ράγα
forsaken	anger	0.406	εγκαταλειμμένος
cacophony	anger	0.406	κακοφωνία
antipathy	anger	0.406	αντιπάθεια
wop	anger	0.406	νοτιοευρωπαίος μετανάστης
badger	anger	0.406	ασβός
tremor	anger	0.406	τρόμος
inequality	anger	0.406	ανισότητα
delusion	anger	0.406	αυταπάτη
unthinkable	anger	0.406	αδιανόητος
onerous	anger	0.406	βαρύς
wrongdoing	anger	0.406	αδικοπραγία
nuisance	anger	0.406	ενόχληση
scrapie	anger	0.406	τρομώδης νόσος
epidemic	anger	0.406	επιδημία
arguments	anger	0.404	επιχειρήματα
affront	anger	0.403	προσβολή
traumatic	anger	0.402	τραυματικός
sodding	anger	0.400	σαλτάρισμα
libel	anger	0.400	λίββελος
annoys	anger	0.400	ενοχλεί
soslow	anger	0.398	τόσο αργά
watchout	anger	0.398	πρόσεχε
frenetic	anger	0.397	ξέφρενος
remiss	anger	0.397	αμελής
barge	anger	0.396	φορτηγίδα
sue	anger	0.394	μηνύω
keyed	anger	0.394	κλειδωμένος
actionable	anger	0.394	δικάσιμος
extinguish	anger	0.394	σβήνω
fraud	anger	0.394	απάτη
untoward	anger	0.394	ανάγωγος
illegal	anger	0.394	παράνομος
nag	anger	0.394	αλογάκι
boxing	anger	0.394	πυγμαχία
confiscate	anger	0.394	κατάσχω
howl	anger	0.394	ουρλιάζω
whatsthepoint	anger	0.394	ποιο ειναι το νοημα
rabble	anger	0.394	όχλος
unfriendly	anger	0.394	δυσμενής
disrespect	anger	0.394	έλλειψη σεβασμού
dangit	anger	0.394	dangit
brimstone	anger	0.392	θειάφι
dissolution	anger	0.391	διάλυση
rigged	anger	0.391	στημένα
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	σεισμός
argh	anger	0.391	argh
pique	anger	0.391	πικάρω
recklessness	anger	0.391	απερισκεψία
disagree	anger	0.389	διαφωνώ
lawsuit	anger	0.386	αγωγή
disused	anger	0.382	αχρησιμοποίητο
despair	anger	0.382	απελπισία
immorality	anger	0.382	ανηθικότητα
coerce	anger	0.379	αναγκάζω
firstworldprobs	anger	0.379	προβλήματα του πρώτου κόσμου
touchy	anger	0.379	ευαίσθητος
pokes	anger	0.379	σπρώχνει
falsification	anger	0.379	παραποίηση
rifle	anger	0.379	τουφέκι
sizzle	anger	0.379	τσιτσίρισμα
incurable	anger	0.379	ανίατος
difficulty	anger	0.379	δυσκολία
sore	anger	0.379	πληγή
picket	anger	0.378	φρουρώ
concussion	anger	0.377	διάσειση
stuckup	anger	0.375	κολλημένος
militia	anger	0.375	πολιτοφυλακή
rawr	anger	0.375	ακατέργαστο
faulty	anger	0.375	ελαττωματικός
sly	anger	0.375	πονηρός
disillusionment	anger	0.375	απογοήτευση
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	παγίδα
infantile	anger	0.375	νηπιακός
pessimism	anger	0.375	απαισιοδοξία
remand	anger	0.375	επανάπεμψη
cannon	anger	0.375	κανόνι
vindicate	anger	0.371	διεκδικώ
inhibit	anger	0.371	αναστέλλω
distressing	anger	0.371	στενοχωρητικό
nepotism	anger	0.371	νεποτισμός
schizophrenia	anger	0.369	σχιζοφρένεια
skewed	anger	0.368	λοξά
disreputable	anger	0.368	ανυπόληπτος
forbidding	anger	0.368	αποκρουστικός
conquest	anger	0.367	κατάκτηση
bark	anger	0.365	φλοιός
leukemia	anger	0.365	λευχαιμία
disapprove	anger	0.364	αποδοκιμάζω
warrior	anger	0.364	πολεμιστής
barks	anger	0.364	γαβγίζει
retarded	anger	0.364	καθυστερημένος
unhappy	anger	0.364	δυστυχής
burke	anger	0.364	burke
challenge	anger	0.364	πρόκληση
belt	anger	0.364	ζώνη
litigate	anger	0.359	έρχομαι εις δίκη
paucity	anger	0.359	σπάνις
opinionated	anger	0.359	δογματικός
disliked	anger	0.359	Αντιπαθής
aftermath	anger	0.359	συνέπεια
restriction	anger	0.359	περιορισμός
cad	anger	0.359	παληάνθρωπος
incompetence	anger	0.359	ανικανότητα
loudness	anger	0.359	ηχηρότητα
broken	anger	0.359	σπασμένος
polemic	anger	0.359	πολεμική
sectarian	anger	0.359	αιρετικός
controversial	anger	0.359	αμφιλεγόμενος
interrupting	anger	0.358	διακόπτοντας
fussy	anger	0.357	γκρινιάρης
wench	anger	0.353	υπηρέτρια
remove	anger	0.351	αφαιρώ
brat	anger	0.351	παλιόπαιδο
gruff	anger	0.351	τραχύς
misbehavior	anger	0.351	κακή διαγωγή
scarcity	anger	0.350	έλλειψη
losing	anger	0.349	χάνοντας
stigma	anger	0.348	στίγμα
deserted	anger	0.348	έρημος
timewasters	anger	0.348	χρονοβόρων
disagreement	anger	0.348	διαφωνία
defect	anger	0.348	ελάττωμα
hardened	anger	0.348	σκλήρυνε
lie	anger	0.348	ψέμα
ulcer	anger	0.348	έλκος
retract	anger	0.348	ανακαλώ
untrustworthy	anger	0.348	αναξιόπιστος
pest	anger	0.348	λοιμός
disappointed	anger	0.348	απογοητευμένος
bias	anger	0.345	προκατάληψη
negation	anger	0.344	άρνηση
bothering	anger	0.344	ενοχλεί
stripped	anger	0.344	γυμνός
antisocial	anger	0.344	αντικοινωνικός
pirate	anger	0.344	πειρατής
stingy	anger	0.344	τσιγκούνης
shoddy	anger	0.344	πλαστός
unreliable	anger	0.344	αναξιόπιστος
shaky	anger	0.344	επισφαλής
misleading	anger	0.344	αποπλανητικός
unsettled	anger	0.344	άστατος
evade	anger	0.344	αποφεύγω
anxiety	anger	0.344	ανησυχία
disclaim	anger	0.344	αρνούμαι
deterioration	anger	0.344	αλλοίωση
impotence	anger	0.344	ανικανότητα
interminable	anger	0.343	ατελεύτητος
disease	anger	0.341	νόσος
meddle	anger	0.341	ανακατεύομαι
warp	anger	0.340	στημόνι
averse	anger	0.338	ακούσιος
infamous	anger	0.338	κακόφημος
alcoholism	anger	0.338	αλκοολισμός
row	anger	0.337	σειρά
