English Word	Emotion	Emotion-Intensity-Score	Odia Word
thief	anger	0.561	ଚୋର
uncontrollable	anger	0.561	ଅନିୟନ୍ତ୍ରିତ |
conflagration	anger	0.561	ଅଗ୍ନିକାଣ୍ଡ
betrayal	anger	0.561	ବିଶ୍ୱାସଘାତକତା
banshee	anger	0.561	ବାଉଁଶ
subjugation	anger	0.559	ଅଧୀନତା |
disturbed	anger	0.559	ବିଚଳିତ |
stomped	anger	0.557	ଷ୍ଟମ୍ପଡ୍ |
grab	anger	0.557	ଧର
grievance	anger	0.556	ଅଭିଯୋଗ
ticked	anger	0.556	ଟିକ୍
masochism	anger	0.556	ମାସୋକ୍ଜିମ୍ |
defiance	anger	0.552	ଅବମାନନା
blackmail	anger	0.550	ବ୍ଲାକମେଲ୍ |
offensive	anger	0.549	ଆପତ୍ତିଜନକ |
decry	anger	0.548	decry
frustrates	anger	0.547	ହତାଶ |
violation	anger	0.547	ଉଲ୍ଲଂଘନ |
confine	anger	0.547	ସୀମିତ
misery	anger	0.547	ଦୁ y ଖ
arghhhh	anger	0.547	arghhhh
disparity	anger	0.547	ପାର୍ଥକ୍ୟ
punishment	anger	0.547	ଦଣ୍ଡ
rebel	anger	0.547	ବିଦ୍ରୋହୀ
preposterous	anger	0.547	ପ୍ରିପୋଷ୍ଟରସ୍ |
disgraceful	anger	0.547	ଅପମାନଜନକ
ire	anger	0.547	କ୍ରୋଧ
deceive	anger	0.547	ପ୍ରତାରଣା କର |
fustrated	anger	0.547	ହତାଶ |
sin	anger	0.547	ପାପ
shrill	anger	0.547	ଶ୍ରିଲ୍
darkside	anger	0.547	ଅନ୍ଧାର
overbearing	anger	0.547	ଅତ୍ୟଧିକ ଭାର
firearms	anger	0.547	ଅସ୍ତ୍ରଶସ୍ତ୍ର
stolen	anger	0.546	ଚୋରି
hadenough	anger	0.546	hadenough
prejudice	anger	0.545	କୁସଂସ୍କାର
tackle	anger	0.545	ମୁକାବିଲା
resentful	anger	0.545	ବିରକ୍ତ
heated	anger	0.545	ଗରମ
callous	anger	0.545	କଲ୍
conspirator	anger	0.545	ଷଡଯନ୍ତ୍ରକାରୀ
ruined	anger	0.545	ନଷ୍ଟ
antagonist	anger	0.545	ବିରୋଧୀ
skirmish	anger	0.545	kir ଗଡା
menace	anger	0.545	ବିପଦ
annoyin	anger	0.545	ବିରକ୍ତିକର |
foul	anger	0.545	ଖରାପ
argument	anger	0.545	ଯୁକ୍ତି
humiliate	anger	0.545	ଅପମାନିତ କର
wanker	anger	0.545	ୱାନ୍କର୍
adversary	anger	0.545	ଶତ୍ରୁ
sting	anger	0.544	ଷ୍ଟିଙ୍ଗ୍ |
entangled	anger	0.544	ଜଡିତ
grumble	anger	0.544	ଅଭିଯୋଗ
robbery	anger	0.544	ଡକାୟତି
outcry	anger	0.544	ଚିତ୍କାର
resistance	anger	0.543	ପ୍ରତିରୋଧ
irreconcilable	anger	0.543	ଅସନ୍ତୁଷ୍ଟ
obstructive	anger	0.542	ପ୍ରତିବନ୍ଧକ
dismay	anger	0.540	ହତାଶ |
mob	anger	0.538	ମାଓବାଦୀ
juststop	anger	0.537	ଜଷ୍ଟଷ୍ଟପ୍ |
badness	anger	0.536	ଖରାପ
ridicule	anger	0.534	ପରିହାସ
incendiary	anger	0.533	ଉତ୍ତେଜନା
flares	anger	0.532	ଅଗ୍ନିକାଣ୍ଡ
twofaced	anger	0.531	ଦ୍ୱିଗୁଣିତ
reckless	anger	0.531	ବେପରୁଆ |
communism	anger	0.531	ସାମ୍ପ୍ରଦାୟିକତା
allegation	anger	0.531	ଅଭିଯୋଗ
prejudicial	anger	0.531	ପକ୍ଷପାତକ
whip	anger	0.531	ଚାବୁକ
unbridled	anger	0.531	ଅବ୍ୟବହୃତ
degeneracy	anger	0.531	ଅବନତି
intruder	anger	0.531	ଅନୁପ୍ରବେଶକାରୀ
belittle	anger	0.531	ତୁଚ୍ଛ
confinement	anger	0.531	ବନ୍ଦୀ
dispute	anger	0.531	ବିବାଦ
exacerbation	anger	0.531	ବ ac ଼ିବା
uprising	anger	0.531	ବିଦ୍ରୋହ
unjust	anger	0.530	ଅନ୍ୟାୟ
unjustifiable	anger	0.530	ଅଯ ust କ୍ତିକ |
perversion	anger	0.530	ବିକୃତି
bigoted	anger	0.530	ବଡ
fiesty	anger	0.530	ଭୟ
offender	anger	0.530	ଅପରାଧୀ
dictatorial	anger	0.530	ଏକଛତ୍ରବାଦୀ ଶାସନ
hassle	anger	0.530	ଅସୁବିଧା
dissonance	anger	0.530	ଅସନ୍ତୋଷ |
tackled	anger	0.530	ମୁକାବିଲା
renegade	anger	0.529	ପରିତ୍ୟାଗ
cantstandit	anger	0.529	cantstandit
trespass	anger	0.529	ଅପରାଧ
hot	anger	0.529	ଗରମ
prison	anger	0.529	କାରାଗାର
suicide	anger	0.521	ଆତ୍ମହତ୍ୟା
annoy	anger	0.520	ବିରକ୍ତ
leavemealone	anger	0.517	ମୋତେ ଏକା ଛାଡ଼ି ଦିୟନ୍ତୁ
cretins	anger	0.516	କ୍ରେଟିନ୍
depravity	anger	0.516	ଅପବିତ୍ରତା |
idiotic	anger	0.516	ମୂର୍ଖ
dishonest	anger	0.516	ଅସାଧୁ
distrust	anger	0.516	ଅବିଶ୍ୱାସ
broil	anger	0.516	ବ୍ରୋଲ୍
grrr	anger	0.516	grrr
criticize	anger	0.516	ସମାଲୋଚନା କର |
inimical	anger	0.516	ଅଜ୍ଞାତ |
tortious	anger	0.516	ନିର୍ଯାତନା
prisoner	anger	0.516	ବନ୍ଦୀ
treason	anger	0.516	ଦେଶଦ୍ରୋହ
divorce	anger	0.516	ଛାଡପତ୍ର
venting	anger	0.516	ଭେଣ୍ଟିଂ
duress	anger	0.516	ସ୍ଥିରତା
disrespectful	anger	0.516	ଅସମ୍ମାନ
poaching	anger	0.515	ମତ୍ସ୍ୟଚାଷ
scold	anger	0.515	ଗାଳି
poachers	anger	0.515	ପୋଚର
pow	anger	0.515	ପାଉ
hangry	anger	0.515	ହ୍ୟାଙ୍ଗ୍ରି |
argumentation	anger	0.515	ଯୁକ୍ତି
frustrating	anger	0.515	ନିରାଶାଜନକ |
unkind	anger	0.515	ଦୟାଳୁ
roar	anger	0.515	ଗର୍ଜନ
coercion	anger	0.515	ବାଧ୍ୟବାଧକତା |
unforgiving	anger	0.515	କ୍ଷମାକାରୀ |
grump	anger	0.515	grump
bile	anger	0.515	ପିତ୍ତ
unleash	anger	0.515	ଉନ୍ମୋଚନ
chaos	anger	0.515	ବିଶୃଙ୍ଖଳା
victimized	anger	0.515	ଶିକାର
jerks	anger	0.515	ଉପହାସ
tussle	anger	0.514	ଟସ୍
bane	anger	0.511	ନିଷେଧ |
accusation	anger	0.510	ଅଭିଯୋଗ
enmity	anger	0.510	ଶତ୍ରୁତା
repudiation	anger	0.510	ପ୍ରତ୍ୟାଖ୍ୟାନ
banish	anger	0.509	ବହିଷ୍କାର କର |
disfigured	anger	0.508	ବିକୃତ
storm	anger	0.507	storm ଡ଼
crazy	anger	0.500	ପାଗଳ
hammering	anger	0.500	ହାତୁଡ଼ି
defy	anger	0.500	defy
antithesis	anger	0.500	ଆଣ୍ଟିଥେସିସ୍ |
scoff	anger	0.500	ପରିହାସ
anguish	anger	0.500	ଦୁ ish ଖ
confined	anger	0.500	ସୀମିତ
fear	anger	0.500	ଭୟ
bout	anger	0.500	ବାଉଟ୍ |
unruly	anger	0.500	ଅନିୟମିତତା |
delusional	anger	0.500	ଭ୍ରମାତ୍ମକ |
obstruct	anger	0.500	ବାଧା
possessed	anger	0.500	ଧାରଣ କରିଛି |
injustice	anger	0.500	ଅନ୍ୟାୟ
fervor	anger	0.500	ଉତ୍ସାହ
spear	anger	0.500	ବର୍ଚ୍ଛା
derision	anger	0.500	ଉପହାସ
intractable	anger	0.500	ଇଣ୍ଟାକ୍ଟେବଲ୍ |
reject	anger	0.500	ପ୍ରତ୍ୟାଖ୍ୟାନ କର |
dominate	anger	0.500	ପ୍ରାଧାନ୍ୟ ଦିଅନ୍ତୁ |
ordeal	anger	0.500	ଅସୁବିଧା
banished	anger	0.500	ବହିଷ୍କୃତ
rejects	anger	0.500	ପ୍ରତ୍ୟାଖ୍ୟାନ କରେ |
shun	anger	0.500	ଦୂରେଇ ରୁହ |
brunt	anger	0.500	brunt
derogation	anger	0.500	ଅପମାନ
frenzied	anger	0.500	କ୍ରୋଧିତ
animus	anger	0.500	ଆନିମସ୍
suppression	anger	0.500	ଦମନ
malpractice	anger	0.500	ଦୁଷ୍କର୍ମ
brazen	anger	0.500	ପିତ୍ତଳ
foaming	anger	0.500	ଫୋମିଙ୍ଗ୍ |
disrupting	anger	0.500	ବ୍ୟାଘାତ
nobodycares	anger	0.500	କେହି ଖାତିର୍ କରନ୍ତି ନାହିଁ
patronising	anger	0.500	ପୃଷ୍ଠପୋଷକତା |
getoveryourself	anger	0.495	ନିଜେ
toughness	anger	0.492	କଠିନତା
stupidpeople	anger	0.492	ମୂର୍ଖ ଲୋକ
madness	anger	0.491	ପାଗଳାମି |
sinful	anger	0.491	ପାପୀ
avarice	anger	0.490	ଆଭାରିସ୍ |
oppress	anger	0.490	ଅତ୍ୟାଚାର
cutting	anger	0.485	କାଟିବା
anathema	anger	0.485	ଆନାଥେମା |
annoyed	anger	0.485	ବିରକ୍ତ
dissident	anger	0.485	ମତଭେଦ
demand	anger	0.485	ଚାହିଦା |
usurp	anger	0.485	usurp
claw	anger	0.485	ଖଣ୍ଡ
alienate	anger	0.485	ବିଚ୍ଛିନ୍ନ
infraction	anger	0.485	ଇନଫ୍ରାକ୍ସନ୍
avenger	anger	0.485	ପ୍ରତିଶୋଧ
revoke	anger	0.485	ପ୍ରତ୍ୟାହାର
smuggler	anger	0.485	ଚୋରା ଚାଲାଣକାରୀ |
abolish	anger	0.485	ରଦ୍ଦ
fricking	anger	0.485	fricking
stayaway	anger	0.485	ରହଣି
pervert	anger	0.485	ବିକୃତ
disservice	anger	0.485	ଅସନ୍ତୋଷ |
disobedient	anger	0.485	ଅବାଧ୍ୟ
incest	anger	0.485	ଯ est ନ ସମ୍ପର୍କ
complaint	anger	0.485	ଅଭିଯୋଗ
disapproved	anger	0.485	ନାପସନ୍ଦ
inhuman	anger	0.485	ଅମାନୁଷିକ |
mocking	anger	0.484	ପରିହାସ
penalty	anger	0.484	ଦଣ୍ଡ
renounce	anger	0.484	ତ୍ୟାଗ
restrain	anger	0.484	ସଂଯମ
upheaval	anger	0.484	ଉତ୍ତେଜନା |
deceit	anger	0.484	ପ୍ରତାରଣା
obnoxious	anger	0.484	ଅବନୋକ୍ସିସ୍ |
imprisoned	anger	0.484	କାରାଗାରରେ
strained	anger	0.484	କଷ୍ଟ
blame	anger	0.484	ଦୋଷ
oust	anger	0.484	ବହିଷ୍କାର
litigious	anger	0.484	ମକଦ୍ଦମା
rivalry	anger	0.484	ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
sucker	anger	0.484	ଶୋଷକ
opposed	anger	0.484	ବିରୋଧ କରିଥିଲେ
thresh	anger	0.484	ଧାନ
disgrace	anger	0.484	ଅପମାନ
suspicious	anger	0.484	ସନ୍ଦେହଜନକ |
turbulence	anger	0.483	ଅଶାନ୍ତି
pound	anger	0.481	ଛେଚିବା
coldness	anger	0.477	ଥଣ୍ଡା
ungrateful	anger	0.472	କୃତଜ୍ଞ
stoopid	anger	0.471	stoopid
battalion	anger	0.471	ବାଟାଲିୟନ
feudalism	anger	0.470	ସାମ୍ରାଜ୍ୟବାଦ |
hostage	anger	0.470	ବନ୍ଧକ
annoying	anger	0.470	ବିରକ୍ତିକର
dispossessed	anger	0.470	ବିତାଡିତ
subversion	anger	0.470	ବିଦ୍ରୋହ
friction	anger	0.470	ଘର୍ଷଣ
jealous	anger	0.470	ealous ର୍ଷା
adversity	anger	0.470	ପ୍ରତିକୂଳ ପରିସ୍ଥିତି
infidel	anger	0.470	ଅବିଶ୍ୱାସୀ |
gall	anger	0.470	ଗାଲ୍
accuser	anger	0.470	ଅଭିଯୋଗକାରୀ
ram	anger	0.470	ମେଷ
armament	anger	0.470	ଅସ୍ତ୍ରଶସ୍ତ୍ର
thump	anger	0.469	ଥମ୍ପ
dislike	anger	0.469	ନାପସନ୍ଦ
steal	anger	0.469	ଚୋରି
backoff	anger	0.469	ବ୍ୟାକ୍ଅଫ୍ |
stifled	anger	0.469	ଚୋରି
incite	anger	0.469	ଉତ୍ତେଜିତ କର
distress	anger	0.469	ଦୁ distress ଖ
angermanagement	anger	0.469	କ୍ରୋଧ
selfish	anger	0.469	ସ୍ୱାର୍ଥପର
injury	anger	0.469	କ୍ଷତ
exile	anger	0.469	ନିର୍ବାସନ
insanity	anger	0.469	ପାଗଳାମି |
offense	anger	0.469	ଅପରାଧ
objection	anger	0.469	ଆପତ୍ତି
smother	anger	0.469	ଧୂମପାନ
disruption	anger	0.469	ବ୍ୟାଘାତ
intolerance	anger	0.469	ଅସହିଷ୍ଣୁତା |
disobey	anger	0.469	ଅବମାନନା
selfishness	anger	0.469	ସ୍ୱାର୍ଥପରତା
recidivism	anger	0.469	ପୁନ id ବିଚାର
subversive	anger	0.469	ବିପରୀତ |
huff	anger	0.469	ହଫ୍
plunder	anger	0.469	ଲୁଣ୍ଠନ
opposition	anger	0.469	ବିରୋଧୀ
complain	anger	0.469	ଅଭିଯୋଗ କରନ୍ତୁ
perpetrator	anger	0.469	ଅପରାଧୀ
simmer	anger	0.469	ସି mer ାନ୍ତୁ
areyoukidding	anger	0.468	ତୁମେ ଥଟ୍ଟା କରୁଛ
mug	anger	0.467	ମଗ୍
agony	anger	0.465	ଯନ୍ତ୍ରଣା
arrogant	anger	0.461	ଅହଂକାରୀ
sux	anger	0.456	sux
vent	anger	0.456	ଭେଣ୍ଟ
elimination	anger	0.456	ବିଲୋପ
picketing	anger	0.456	ପିକେଟିଂ
haughty	anger	0.456	ଅହଂକାରୀ
grated	anger	0.455	ଗ୍ରେଟେଡ୍
flagrant	anger	0.455	ଖରାପ
busted	anger	0.455	ବଷ୍ଟ
crabby	anger	0.455	କ୍ରାବୀ |
dying	anger	0.455	ମରୁଥିବା
idiocy	anger	0.455	ମୂର୍ଖତା
impermeable	anger	0.455	ଅସମ୍ଭବ
stubbed	anger	0.455	stubbed
illegality	anger	0.455	ବେଆଇନତା |
veto	anger	0.455	ଭେଟୋ |
constraint	anger	0.455	ପ୍ରତିବନ୍ଧକ
mislead	anger	0.455	ବିଭ୍ରାନ୍ତ କର |
illicit	anger	0.455	ଅବ icit ଧ |
troublesome	anger	0.455	ଅସୁବିଧାଜନକ
clamor	anger	0.455	ଚିତ୍କାର
bayonet	anger	0.453	ବାୟୋନେଟ୍ |
suppress	anger	0.453	ଦମନ
intense	anger	0.453	ତୀବ୍ର
displeased	anger	0.453	ଅସନ୍ତୁଷ୍ଟ
disapproving	anger	0.453	ନାପସନ୍ଦ
hysterical	anger	0.453	ହିଷ୍ଟେରିକାଲ୍ |
struggle	anger	0.453	ସଂଘର୍ଷ
godless	anger	0.453	ଭଗବାନହୀନ |
desist	anger	0.453	ବନ୍ଦ କର |
usurped	anger	0.453	ଅକ୍ତିଆର
despotism	anger	0.453	ଦେଶପ୍ରେମ
disagreeing	anger	0.453	ଏକମତ ନୁହେଁ
bad	anger	0.453	ଖରାପ
unlawful	anger	0.451	ବେଆଇନ୍ |
wrongly	anger	0.448	ଭୁଲ୍
repellent	anger	0.442	ଘୃଣ୍ୟ
dishonor	anger	0.441	ଅପମାନ
psychosis	anger	0.441	ମାନସିକ ରୋଗ
wasted	anger	0.441	ନଷ୍ଟ
wrongful	anger	0.441	ଭୁଲ
foe	anger	0.441	ଶତ୍ରୁ
aversion	anger	0.440	ଘୃଣା
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ନକ୍ସଲ |
ultimatum	anger	0.439	ଅଲ୍ଟିମାଟମ୍ |
schism	anger	0.439	ବିଭେଦ
upset	anger	0.439	ବିରକ୍ତ
effigy	anger	0.439	ପ୍ରଭାବଶାଳୀ
punitive	anger	0.439	ଦଣ୍ଡନୀୟ |
worthless	anger	0.438	ମୂଲ୍ୟହୀନ
separatist	anger	0.438	ବିଚ୍ଛିନ୍ନତାବାଦୀ
ransom	anger	0.438	ମୁକ୍ତି
deny	anger	0.438	ଅସ୍ୱୀକାର କର |
fugitive	anger	0.438	ପଳାତକ
mucked	anger	0.438	ଉପହାସ
abandonment	anger	0.438	ତ୍ୟାଗ
irritation	anger	0.438	ରାଗ
deleterious	anger	0.438	ବିଲୋପକାରୀ
stupidity	anger	0.438	ମୂର୍ଖତା
segregate	anger	0.437	ପୃଥକ
oblivion	anger	0.437	ବିସ୍ମରଣ
payback	anger	0.436	ପରିଶୋଧ
incongruous	anger	0.435	ଅସଙ୍ଗତ |
eviction	anger	0.435	ବହିଷ୍କାର
collusion	anger	0.432	ମିଳନ
rob	anger	0.431	ଲୁଟ
ravenous	anger	0.429	ଘୃଣ୍ୟ
overrun	anger	0.429	ଅତିକ୍ରମ କରନ୍ତୁ |
infidelity	anger	0.429	ଅବିଶ୍ୱାସ
harbinger	anger	0.426	ହରବିଙ୍ଗର୍ |
painful	anger	0.426	ଯନ୍ତ୍ରଣାଦାୟକ |
getoverit	anger	0.426	getoverit
martial	anger	0.426	ସାମରିକ
rejection	anger	0.426	ପ୍ରତ୍ୟାଖ୍ୟାନ
incredulous	anger	0.426	ଅବିଶ୍ୱାସନୀୟ |
stupidrain	anger	0.426	ମୂର୍ଖ
defense	anger	0.425	ପ୍ରତିରକ୍ଷା
enforce	anger	0.424	ବାଧ୍ୟତାମୂଳକ କର |
commotion	anger	0.424	ଉତ୍ତେଜନା |
censor	anger	0.424	ସେନ୍ସର
gonorrhea	anger	0.424	ଗୋନୋରିଆ
fraudulent	anger	0.424	ଠକ
unsympathetic	anger	0.424	ଅସନ୍ତୁଷ୍ଟ
fallacious	anger	0.424	ଖରାପ
greed	anger	0.424	ଲୋଭ
defraud	anger	0.424	ପ୍ରତାରଣା
banger	anger	0.424	ବାଙ୍ଗର
concealment	anger	0.424	ଲୁଚାଇବା
fuss	anger	0.424	uss ଗଡା |
exasperation	anger	0.424	ବହିଷ୍କାର
disobedience	anger	0.424	ଅମାନ୍ୟ
powerful	anger	0.424	ଶକ୍ତିଶାଳୀ
discontent	anger	0.424	ଅସନ୍ତୋଷ |
indecency	anger	0.424	ଅଶ୍ଳୀଳତା
sedition	anger	0.422	ଦେଶଦ୍ରୋହ
deportation	anger	0.422	ନିର୍ବାସନ
cracked	anger	0.422	ଫାଟିଗଲା |
bang	anger	0.422	ବାଙ୍ଗ
barb	anger	0.422	ବାର୍
duel	anger	0.422	duel
sarcasm	anger	0.422	ପରିହାସ
cur	anger	0.422	କର୍
misrepresented	anger	0.422	ଭୁଲ ଉପସ୍ଥାପିତ
annoyance	anger	0.422	ବିରକ୍ତିକର
scar	anger	0.422	ଦାଗ
nettle	anger	0.422	ନଟଲ୍ |
banishment	anger	0.422	ବହିଷ୍କାର
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ଦଣ୍ଡବିଧାନ
penetration	anger	0.422	ଅନୁପ୍ରବେଶ
blatant	anger	0.420	ନିନ୍ଦନୀୟ
force	anger	0.418	ବଳ
perverse	anger	0.415	ବିକୃତ
wring	anger	0.415	wring
bastion	anger	0.413	ବାସନ
grim	anger	0.413	ଦୁ im ଖ
moody	anger	0.412	ମନୋବଳ
tiff	anger	0.412	tiff
nothappy	anger	0.412	ଖୁସି ନୁହଁ
surly	anger	0.412	surly
sordid	anger	0.412	ସର୍ଡିଡ୍ |
hunting	anger	0.411	ଶିକାର
indenture	anger	0.410	ଇଣ୍ଡେଣ୍ଟର୍ |
forfeit	anger	0.409	ବଞ୍ଚିତ
areyoukiddingme	anger	0.409	ମୋ ସାଙ୍ଗରେ ଥଟ୍ଟା କରୁଛନ୍ତି କି
reproach	anger	0.409	ଅପମାନ
sham	anger	0.409	ଶ୍ୟାମ
awful	anger	0.409	ଭୟଙ୍କର
compulsion	anger	0.409	ବାଧ୍ୟତାମୂଳକ
implicate	anger	0.409	ଅନ୍ତର୍ଭୁକ୍ତ
contradict	anger	0.409	ବିରୋଧ କରନ୍ତୁ |
inept	anger	0.409	ନିଷ୍କ୍ରିୟ
supremacy	anger	0.409	ସର୍ବୋଚ୍ଚତା
sneak	anger	0.409	ଚୋରି
disappoint	anger	0.409	ନିରାଶ
blockade	anger	0.409	ଅବରୋଧ
detainee	anger	0.409	ବନ୍ଦୀ
cantwin	anger	0.409	କ୍ୟାଣ୍ଟୱିନ୍ |
squelch	anger	0.409	ସ୍କେଲଚ୍
lying	anger	0.408	ମିଛ କହୁଛି
rail	anger	0.406	ରେଳ
forsaken	anger	0.406	ପରିତ୍ୟାଗ
cacophony	anger	0.406	କାକୋଫୋନି |
antipathy	anger	0.406	ଆଣ୍ଟିପାଥି
wop	anger	0.406	wop
badger	anger	0.406	ବଦର୍
tremor	anger	0.406	କମ୍ପନ
inequality	anger	0.406	ଅସମାନତା
delusion	anger	0.406	ଭ୍ରାନ୍ତି |
unthinkable	anger	0.406	ଅବାଞ୍ଛିତ |
onerous	anger	0.406	କଠିନ
wrongdoing	anger	0.406	ଭୁଲ୍
nuisance	anger	0.406	ଉତ୍ତେଜନା
scrapie	anger	0.406	ସ୍କ୍ରାପି
epidemic	anger	0.406	ମହାମାରୀ
arguments	anger	0.404	ତର୍କ
affront	anger	0.403	ଆଫ୍ରଣ୍ଟ୍
traumatic	anger	0.402	ଆଘାତଜନକ
sodding	anger	0.400	ସୋଡିଙ୍ଗ୍ |
libel	anger	0.400	ବଦନାମ
annoys	anger	0.400	ବିରକ୍ତ
soslow	anger	0.398	soslow
watchout	anger	0.398	ଧ୍ୟାନ ରଖିବେ
frenetic	anger	0.397	ଫ୍ରେନେଟିକ୍ |
remiss	anger	0.397	remiss
barge	anger	0.396	ବ୍ୟାରେଜ୍
sue	anger	0.394	ମକଦ୍ଦମା ଦାୟର
keyed	anger	0.394	ଚାବି
actionable	anger	0.394	କାର୍ଯ୍ୟକ୍ଷମ
extinguish	anger	0.394	ଲିଭାଇବା
fraud	anger	0.394	ଠକେଇ |
untoward	anger	0.394	ଅସନ୍ତୁଷ୍ଟ
illegal	anger	0.394	ବେଆଇନ |
nag	anger	0.394	ନାଗ
boxing	anger	0.394	ବକ୍ସିଂ
confiscate	anger	0.394	ଜବତ
howl	anger	0.394	କାନ୍ଦ
whatsthepoint	anger	0.394	କଣ
rabble	anger	0.394	ରାବଲ୍ |
unfriendly	anger	0.394	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
disrespect	anger	0.394	ଅସମ୍ମାନ |
dangit	anger	0.394	dangit
brimstone	anger	0.392	ଗନ୍ଧକ
dissolution	anger	0.391	ବିଲୋପ
rigged	anger	0.391	କଠିନ
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ଭୂକମ୍ପ
argh	anger	0.391	argh
pique	anger	0.391	ପାଇକ
recklessness	anger	0.391	ବେପରୁଆ
disagree	anger	0.389	ଏକମତ ନୁହେଁ
lawsuit	anger	0.386	ମକଦ୍ଦମା
disused	anger	0.382	ଅବ୍ୟବହୃତ |
despair	anger	0.382	ନିରାଶ
immorality	anger	0.382	ଅନ mo ତିକତା
coerce	anger	0.379	ବାଧ୍ୟ କର |
firstworldprobs	anger	0.379	ପ୍ରଥମ ୱାର୍ଲ୍ଡପ୍ରୋବସ୍ |
touchy	anger	0.379	ସ୍ପର୍ଶକାତର |
pokes	anger	0.379	pokes
falsification	anger	0.379	ମିଥ୍ୟାକରଣ
rifle	anger	0.379	ରାଇଫଲ
sizzle	anger	0.379	sizzle
incurable	anger	0.379	ଅସୁସ୍ଥ
difficulty	anger	0.379	ଅସୁବିଧା
sore	anger	0.379	ଘା ’
picket	anger	0.378	ପିକେଟ୍
concussion	anger	0.377	ସଂକଟ
stuckup	anger	0.375	ଅଟକିଥିବା
militia	anger	0.375	ମିଲିସିଆ
rawr	anger	0.375	rawr
faulty	anger	0.375	ତ୍ରୁଟିପୂର୍ଣ୍ଣ
sly	anger	0.375	ଚତୁର
disillusionment	anger	0.375	ନିରାଶା
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	ଗର୍ତ୍ତ
infantile	anger	0.375	ଶିଶୁ
pessimism	anger	0.375	ନିରାଶା
remand	anger	0.375	ରିମାଣ୍ଡ
cannon	anger	0.375	ତୋପ
vindicate	anger	0.371	vindicate
inhibit	anger	0.371	ପ୍ରତିବନ୍ଧକ
distressing	anger	0.371	ଦୁ ing ଖଦାୟକ
nepotism	anger	0.371	ଆତ୍ମୀୟତା
schizophrenia	anger	0.369	ସ୍କିଜୋଫ୍ରେନିଆ
skewed	anger	0.368	skewed
disreputable	anger	0.368	ଅପମାନଜନକ |
forbidding	anger	0.368	ନିଷେଧ |
conquest	anger	0.367	ଜୟ
bark	anger	0.365	ଭୁକିବା |
leukemia	anger	0.365	ଲ୍ୟୁକେମିଆ
disapprove	anger	0.364	ନାପସନ୍ଦ
warrior	anger	0.364	ଯୋଦ୍ଧା
barks	anger	0.364	ଭୁକିବା |
retarded	anger	0.364	ଅବସରପ୍ରାପ୍ତ
unhappy	anger	0.364	ଅସନ୍ତୁଷ୍ଟ
burke	anger	0.364	ବୁର୍କ
challenge	anger	0.364	ଆହ୍ .ାନ |
belt	anger	0.364	ବେଲ୍ଟ
litigate	anger	0.359	ମକଦ୍ଦମା
