English Word	Emotion	Emotion-Intensity-Score	Xhosa Word
incest	anger	0.485	umbulo
complaint	anger	0.485	isikhalazo
disapproved	anger	0.485	akavunyelwa
inhuman	anger	0.485	engenabuntu
mocking	anger	0.484	ukuphoxisa
penalty	anger	0.484	isohlwayo
renounce	anger	0.484	lahla
restrain	anger	0.484	ukubamba
upheaval	anger	0.484	isiphithiphithi
deceit	anger	0.484	inkohliso
obnoxious	anger	0.484	elizothe
imprisoned	anger	0.484	uvalelwe
strained	anger	0.484	cinezelekile
blame	anger	0.484	ityala
oust	anger	0.484	khupha
litigious	anger	0.484	icala
rivalry	anger	0.484	usukuzwano
sucker	anger	0.484	sucker
opposed	anger	0.484	kuchaswa
thresh	anger	0.484	bhula
disgrace	anger	0.484	ihlazo
suspicious	anger	0.484	ukukrokra
turbulence	anger	0.483	isiphithiphithi
pound	anger	0.481	iponti
coldness	anger	0.477	ukubanda
ungrateful	anger	0.472	abangenambulelo
stoopid	anger	0.471	ujikile
battalion	anger	0.471	ibutho lomkhosi
feudalism	anger	0.470	ubufeudalism
hostage	anger	0.470	ukubanjwa
annoying	anger	0.470	iyacaphukisa
dispossessed	anger	0.470	ohluthiweyo
subversion	anger	0.470	ubhukuqo
friction	anger	0.470	ingxabano
jealous	anger	0.470	unomona
adversity	anger	0.470	ubunzima
infidel	anger	0.470	ongakholwayo
gall	anger	0.470	inyongo
accuser	anger	0.470	ummangaleli
ram	anger	0.470	i-ram
armament	anger	0.470	izixhobo
thump	anger	0.469	ukubetha
dislike	anger	0.469	ukungathandi
steal	anger	0.469	uba
backoff	anger	0.469	Buyela Umva
stifled	anger	0.469	zikhutshiwe
incite	anger	0.469	vuselela
distress	anger	0.469	imbandezelo
angermanagement	anger	0.469	ukulawula umsindo
selfish	anger	0.469	ukuzingca
injury	anger	0.469	ukwenzakala
exile	anger	0.469	elubhacweni
insanity	anger	0.469	impambano
offense	anger	0.469	isikhubekiso
objection	anger	0.469	inkcaso
smother	anger	0.469	smother
disruption	anger	0.469	ukuphazamiseka
intolerance	anger	0.469	ukunganyamezeli
disobey	anger	0.469	ukungathobeli
selfishness	anger	0.469	ukuzingca
recidivism	anger	0.469	ukuphindaphinda
subversive	anger	0.469	ukubhukuqa
huff	anger	0.469	huff
plunder	anger	0.469	phangwa
opposition	anger	0.469	inkcaso
complain	anger	0.469	akhalaze
perpetrator	anger	0.469	umenzi wobubi
simmer	anger	0.469	bilisa
areyoukidding	anger	0.468	Ingaba uyadlala
mug	anger	0.467	ikomityi
agony	anger	0.465	intlungu
arrogant	anger	0.461	abanekratshi
sux	anger	0.456	sux
vent	anger	0.456	ikroba
elimination	anger	0.456	ukuphelisa
picketing	anger	0.456	ukuchola
haughty	anger	0.456	abanekratshi
grated	anger	0.455	igratiwe
flagrant	anger	0.455	intle
busted	anger	0.455	busted
crabby	anger	0.455	unonkala
dying	anger	0.455	ukufa
idiocy	anger	0.455	isidenge
impermeable	anger	0.455	engangeneki
stubbed	anger	0.455	ukhutshiwe
illegality	anger	0.455	ukungabikho mthethweni
veto	anger	0.455	ivoto
constraint	anger	0.455	isithintelo
mislead	anger	0.455	Lahlekisa
illicit	anger	0.455	ngokungekho mthethweni
troublesome	anger	0.455	inkathazo
clamor	anger	0.455	ingxokozelo
bayonet	anger	0.453	Ibhayonet
suppress	anger	0.453	cinezela
intense	anger	0.453	nzulu
displeased	anger	0.453	engonwabanga
disapproving	anger	0.453	ukungavumi
hysterical	anger	0.453	hysterical
struggle	anger	0.453	umzabalazo
godless	anger	0.453	abangenabuthixo
desist	anger	0.453	yeka
usurped	anger	0.453	uqweqwedisiwe
despotism	anger	0.453	ubungendawo
disagreeing	anger	0.453	ukungavumelani
bad	anger	0.453	embi
unlawful	anger	0.451	ngokungekho mthethweni
wrongly	anger	0.448	ngokungalunganga
repellent	anger	0.442	gxotha
dishonor	anger	0.441	ihlazo
psychosis	anger	0.441	ukuphazamiseka kwengqondo
wasted	anger	0.441	imoshakala
wrongful	anger	0.441	engalunganga
foe	anger	0.441	utshaba
aversion	anger	0.440	ukucaphuka
gahhh	anger	0.439	rhaaa
knuckles	anger	0.439	amaqupha
ultimatum	anger	0.439	ukugqiba
schism	anger	0.439	iyantlukwano
upset	anger	0.439	khathazekile
effigy	anger	0.439	umfanekiso
punitive	anger	0.439	ukohlwaya
worthless	anger	0.438	engenaxabiso
separatist	anger	0.438	umahluli
ransom	anger	0.438	intlawulelo
deny	anger	0.438	khanyela
fugitive	anger	0.438	imbaleki
mucked	anger	0.438	ibhuqiwe
abandonment	anger	0.438	ukulahlwa
irritation	anger	0.438	ukucaphuka
deleterious	anger	0.438	derious
stupidity	anger	0.438	ubudenge
segregate	anger	0.437	ukwahlula
oblivion	anger	0.437	ukulibala
payback	anger	0.436	imbuyekezo
incongruous	anger	0.435	engangqinelaniyo
eviction	anger	0.435	ukugxothwa
collusion	anger	0.432	intsebenziswano
rob	anger	0.431	phanga
ravenous	anger	0.429	edlamkileyo
overrun	anger	0.429	ngaphaya
infidelity	anger	0.429	ukungathembeki
harbinger	anger	0.426	isazisi
painful	anger	0.426	buhlungu
getoverit	anger	0.426	yilibale
martial	anger	0.426	ukulwa
rejection	anger	0.426	ukwaliwa
incredulous	anger	0.426	ngokungakholelwa
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ukhuselo
enforce	anger	0.424	ukunyanzelisa
commotion	anger	0.424	isiphithiphithi
censor	anger	0.424	censor
gonorrhea	anger	0.424	i-gonorrhea
fraudulent	anger	0.424	ngobuqhophololo
unsympathetic	anger	0.424	ukungabi naluvelwano
fallacious	anger	0.424	inkohliso
greed	anger	0.424	ukubawa
defraud	anger	0.424	ubuqhophololo
banger	anger	0.424	banger
concealment	anger	0.424	ukufihla
fuss	anger	0.424	ingxabano
exasperation	anger	0.424	ukucaphuka
disobedience	anger	0.424	ukungathobeli
powerful	anger	0.424	enamandla
discontent	anger	0.424	ukungoneliseki
indecency	anger	0.424	amanyala
sedition	anger	0.422	imvukelo
deportation	anger	0.422	ukugxothwa
cracked	anger	0.422	iqhekeziwe
bang	anger	0.422	bhanga
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	impoxo
cur	anger	0.422	cur
misrepresented	anger	0.422	imelwe kakubi
annoyance	anger	0.422	ukucaphuka
scar	anger	0.422	isiva
nettle	anger	0.422	umnatha
banishment	anger	0.422	ukugxothwa
snubbed	anger	0.422	ukhutshiwe
penitentiary	anger	0.422	intolongo
penetration	anger	0.422	ukungena
blatant	anger	0.420	ngokuphandle
force	anger	0.418	amandla
perverse	anger	0.415	gwenxa
wring	anger	0.415	ijingi
bastion	anger	0.413	inqaba
grim	anger	0.413	umbi
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	ndingavuya
surly	anger	0.412	ngokurhabaxa
sordid	anger	0.412	muncu
hunting	anger	0.411	ukuzingela
indenture	anger	0.410	indeture
forfeit	anger	0.409	kulahlekelwa
areyoukiddingme	anger	0.409	ingaba uyadlala ngam
reproach	anger	0.409	ungcikivo
sham	anger	0.409	ihlazo
awful	anger	0.409	yoyikeka
compulsion	anger	0.409	isinyanzelo
implicate	anger	0.409	bandakanya
contradict	anger	0.409	phikisa
inept	anger	0.409	engenamsebenzi
supremacy	anger	0.409	ukongama
sneak	anger	0.409	chwechwa
disappoint	anger	0.409	ukuphoxa
blockade	anger	0.409	ibhlokhi
detainee	anger	0.409	ibanjwa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	ncwina
lying	anger	0.408	ukuxoka
rail	anger	0.406	uloliwe
forsaken	anger	0.406	eshiyiweyo
cacophony	anger	0.406	i-cacophony
antipathy	anger	0.406	inkcaso
wop	anger	0.406	wophu
badger	anger	0.406	imbila
tremor	anger	0.406	ukungcangcazela
inequality	anger	0.406	ukungalingani
delusion	anger	0.406	inkohliso
unthinkable	anger	0.406	engenakucingelwa
onerous	anger	0.406	inzima
wrongdoing	anger	0.406	ukwenza okungalunganga
nuisance	anger	0.406	inkathazo
scrapie	anger	0.406	i-scrapie
epidemic	anger	0.406	indyikitya yesifo esisulelayo
arguments	anger	0.404	iingxoxo
affront	anger	0.403	ukucaphukisa
traumatic	anger	0.402	buhlungu
sodding	anger	0.400	ukusonga
libel	anger	0.400	thuka
annoys	anger	0.400	iyacaphukisa
soslow	anger	0.398	kancinci
watchout	anger	0.398	Lumka
frenetic	anger	0.397	unomsindo
remiss	anger	0.397	lahla
barge	anger	0.396	isikhephe
sue	anger	0.394	mangala
keyed	anger	0.394	iqhosha
actionable	anger	0.394	yenzeka
extinguish	anger	0.394	cima
fraud	anger	0.394	ubuqhophololo
untoward	anger	0.394	ngaphaya
illegal	anger	0.394	engekho mthethweni
nag	anger	0.394	nag
boxing	anger	0.394	umdlalo wamanqindi
confiscate	anger	0.394	hlutha
howl	anger	0.394	bhomboloza
whatsthepoint	anger	0.394	yintoni na
rabble	anger	0.394	isiphithiphithi
unfriendly	anger	0.394	engenabuhlobo
disrespect	anger	0.394	ukungabi nantlonipho
dangit	anger	0.394	demethi
brimstone	anger	0.392	isulfure
dissolution	anger	0.391	ukupheliswa
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	inyikima
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	ukungakhathali
disagree	anger	0.389	andivumelani
lawsuit	anger	0.386	ityala
disused	anger	0.382	ingasetyenziswa
despair	anger	0.382	ukuphelelwa lithemba
immorality	anger	0.382	ukuziphatha okubi
coerce	anger	0.379	nyanzela
firstworldprobs	anger	0.379	Ingxaki yehlabathi yokuqala
touchy	anger	0.379	echukumisayo
pokes	anger	0.379	iphosa
falsification	anger	0.379	ubuxoki
rifle	anger	0.379	umpu
sizzle	anger	0.379	sizzle
incurable	anger	0.379	enganyangekiyo
difficulty	anger	0.379	ubunzima
sore	anger	0.379	buhlungu
picket	anger	0.378	ipiki
concussion	anger	0.377	ukuxhuzula
stuckup	anger	0.375	uminxekile
militia	anger	0.375	amajoni
rawr	anger	0.375	krwada
faulty	anger	0.375	enempazamo
sly	anger	0.375	ngobuqhophololo
disillusionment	anger	0.375	ukuphoxeka
petpeeve	anger	0.375	iphivi yezilwanyana zasekhaya
pitfall	anger	0.375	umgibe
infantile	anger	0.375	usana
pessimism	anger	0.375	ukungabi nathemba
remand	anger	0.375	ukubanjwa
cannon	anger	0.375	inkanunu
vindicate	anger	0.371	thethelela
inhibit	anger	0.371	thintela
distressing	anger	0.371	iyakhathaza
nepotism	anger	0.371	ukuthandana
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	igwetyiwe
disreputable	anger	0.368	ehloniphekileyo
forbidding	anger	0.368	ukwalela
conquest	anger	0.367	ukoyisa
bark	anger	0.365	ixolo
leukemia	anger	0.365	i-leukemia
disapprove	anger	0.364	ngavumi
warrior	anger	0.364	igorha
barks	anger	0.364	amaxolo
retarded	anger	0.364	baphelelwe lixesha
unhappy	anger	0.364	engonwabanga
burke	anger	0.364	burke
challenge	anger	0.364	umngeni
belt	anger	0.364	ibhanti
litigate	anger	0.359	mangalelana
paucity	anger	0.359	ubuthathaka
opinionated	anger	0.359	uluvo
disliked	anger	0.359	engathandwa
aftermath	anger	0.359	emva koko
restriction	anger	0.359	isithintelo
cad	anger	0.359	Ikhadi
incompetence	anger	0.359	ukungakwazi
loudness	anger	0.359	ukungxola
broken	anger	0.359	yaphukile
polemic	anger	0.359	ingxabano
sectarian	anger	0.359	ihlelo
controversial	anger	0.359	impikiswano
interrupting	anger	0.358	ukuphazamisa
fussy	anger	0.357	nomsindo
wench	anger	0.353	wench
remove	anger	0.351	susa
brat	anger	0.351	indoda
gruff	anger	0.351	gruff
misbehavior	anger	0.351	ukuziphatha kakubi
scarcity	anger	0.350	ukunqongophala
losing	anger	0.349	ukulahlekelwa
stigma	anger	0.348	ibala
deserted	anger	0.348	ishiywe
timewasters	anger	0.348	abachitha ixesha
disagreement	anger	0.348	ukungavisisani
defect	anger	0.348	isiphene
hardened	anger	0.348	lukhuni
lie	anger	0.348	xoka
ulcer	anger	0.348	isilonda
retract	anger	0.348	rhoxa
untrustworthy	anger	0.348	ongathembekanga
pest	anger	0.348	isitshabalalisi
disappointed	anger	0.348	ukuphoxeka
bias	anger	0.345	icala
negation	anger	0.344	ukuchasa
bothering	anger	0.344	iyakhathaza
stripped	anger	0.344	hlutywa
antisocial	anger	0.344	ukungahlalisani
pirate	anger	0.344	umphangi
stingy	anger	0.344	bukhali
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	engathembekanga
shaky	anger	0.344	ngcangcazela
misleading	anger	0.344	elahlekisayo
unsettled	anger	0.344	ukungazinzanga
evade	anger	0.344	phepha
anxiety	anger	0.344	ixhala
disclaim	anger	0.344	ukuzikhanyela
deterioration	anger	0.344	ukuwohloka
impotence	anger	0.344	ukungabi namandla
interminable	anger	0.343	esingenasiphelo
disease	anger	0.341	isifo
meddle	anger	0.341	gxadazela
warp	anger	0.340	i-wap
averse	anger	0.338	gwenxa
infamous	anger	0.338	edume kakubi
alcoholism	anger	0.338	ubunxila
row	anger	0.337	umqolo
staticky	anger	0.336	i-staticky
illegitimate	anger	0.333	abangekho mthethweni
encumbrance	anger	0.333	uxanduva
witchcraft	anger	0.333	ubugqwirha
interrupt	anger	0.333	phazamisa
scorpion	anger	0.333	unomadudwane
ill	anger	0.333	uyagula
sinner	anger	0.331	umoni
inconsiderate	anger	0.329	ngokungakhathali
hulk	anger	0.329	hulk
prohibited	anger	0.328	kuthintelwe
dashed	anger	0.328	isikhewu
brrr	anger	0.328	brrr
fib	anger	0.328	ifayib
disqualified	anger	0.328	ngafaneleki
spammers	anger	0.328	spammers
phony	anger	0.328	inkohliso
tighten	anger	0.328	qinisa
dislocated	anger	0.328	shenxisiwe
scapegoat	anger	0.328	ibhokhwe ka-Azazeli
victim	anger	0.328	ixhoba
opponent	anger	0.328	umchasi
hiss	anger	0.328	wakhe
crusade	anger	0.328	umzabalazo
grumpy	anger	0.328	nomsindo
resisting	anger	0.328	ukuxhathisa
inappropriate	anger	0.324	engafanelekanga
haye	anger	0.324	hayi
loss	anger	0.324	ilahleko
trickery	anger	0.324	ubuqhophololo
eschew	anger	0.324	eschew
neglected	anger	0.324	ingahoywa
canker	anger	0.323	umhlaza
muff	anger	0.318	muff
crunch	anger	0.318	qhwaba
duplicity	anger	0.318	ukuphindaphinda
criticism	anger	0.318	ukugxekwa
queues	anger	0.318	imigca
shriek	anger	0.316	khwaza
depreciate	anger	0.315	yehla
dismissal	anger	0.312	ukugxothwa
chaff	anger	0.312	umququ
dramaqueen	anger	0.312	idramaqueen
poverty	anger	0.312	ubuhlwempu
carelessness	anger	0.312	ukungakhathali
deflate	anger	0.312	deflate
dumps	anger	0.312	iindawo zokulahla inkunkuma
dupe	anger	0.312	dupe
mortality	anger	0.312	ukufa
revving	anger	0.309	ukuhlaziya
disallowed	anger	0.308	Akuvunyelwanga
boisterous	anger	0.307	nomsindo
thoughtless	anger	0.307	engenangqondo
burial	anger	0.304	ukungcwatywa
wince	anger	0.303	qhwitha
theocratic	anger	0.303	yobuthixo
sullen	anger	0.303	lusizi
involution	anger	0.300	involution
misuse	anger	0.297	ukusetyenziswa kakubi
taxed	anger	0.297	irhafiswa
senseless	anger	0.297	abangenangqondo
talons	anger	0.297	iintsiba
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyown
hoax	anger	0.297	ubuxoki obenziwe ngamasibomu
depreciated	anger	0.297	yehla
depressed	anger	0.297	edandathekile
wasteful	anger	0.297	yinkcitho
paralysis	anger	0.295	ukukhubazeka
displaced	anger	0.294	bagxothiwe
limited	anger	0.292	umda
disapointment	anger	0.290	ukudana
orc	anger	0.289	orc
ridiculous	anger	0.289	hlekisa
homeless	anger	0.288	abangenamakhaya
spine	anger	0.288	umqolo
teasing	anger	0.288	ukuqhula
presumptuous	anger	0.288	ukuzikhukhumalisa
react	anger	0.288	ukusabela
sharpen	anger	0.288	lola
barrier	anger	0.287	umqobo
hoot	anger	0.287	shushu
twitchy	anger	0.287	xhungu
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	ukushiyeka
contraband	anger	0.281	izinto ezingekho mthethweni
incompatible	anger	0.281	engahambelaniyo
shiver	anger	0.281	ukungcangcazela
spam	anger	0.281	ispemu
agh	anger	0.281	hayi
disconnects	anger	0.281	iyaqhawula
delinquent	anger	0.281	ubunjubaqa
restitution	anger	0.281	imbuyekezo
foray	anger	0.279	ukubetha
troll	anger	0.279	troli
unfairness	anger	0.279	intswela-bulungisa
buffering	anger	0.279	ukuphazamisa
noncompliance	anger	0.279	ukungathotyelwa
nether	anger	0.278	nangaphantsi
bogus	anger	0.273	mbumbulu
immaturity	anger	0.273	ukungakhuli
uncaring	anger	0.273	ukungakhathali
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	udlamkile
shock	anger	0.269	umothuko
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	ubufazi
inoperative	anger	0.266	engasebenziyo
bear	anger	0.266	ibhere
inconvenient	anger	0.266	engalunganga
latent	anger	0.266	latent
defendant	anger	0.266	ummangalelwa
nopoint	anger	0.266	akukho nto
rapping	anger	0.266	ukurapha
pry	anger	0.266	pry
quandary	anger	0.266	inkathazo
interrupts	anger	0.265	kuphazamisa
fluctuation	anger	0.265	ukuguquguquka
exaggerate	anger	0.263	yibaxe
lose	anger	0.261	lahlekelwa
patter	anger	0.258	patter
furnace	anger	0.258	eziko
stone	anger	0.258	ilitye
tease	anger	0.258	qhula
shoplifting	anger	0.258	ubusela ezivenkileni
soldier	anger	0.258	ijoni
incompetent	anger	0.257	ukungakwazi
indoctrination	anger	0.255	ukufundisa
rocket	anger	0.250	rocket
skid	anger	0.250	tyibilika
noisy	anger	0.250	ingxolo
notoriety	anger	0.250	udumo
cane	anger	0.250	intonga
unfollow	anger	0.250	yeka ukulandela
tripping	anger	0.250	ukukhubeka
attentionseeker	anger	0.250	umkhangeli ngqalelo
mastery	anger	0.250	ubukhosi
socialist	anger	0.250	usoshiyali
falsehood	anger	0.250	ubuxoki
complicate	anger	0.250	nzima
lawyer	anger	0.250	igqwetha
untrue	anger	0.250	ayiyonyani
nonsense	anger	0.250	ububhanxa
pouting	anger	0.250	ukukhwaza
witch	anger	0.242	igqwirha
detract	anger	0.242	phazamisa
obstacle	anger	0.242	umqobo
halter	anger	0.242	halter
fenced	anger	0.242	ebiyelwe
capslock	anger	0.242	i-caps lock
dontunderstand	anger	0.242	ndiqondi
vampire	anger	0.242	ivampire
ringer	anger	0.242	ukuringer
frowning	anger	0.239	ukufinga iintshiya
saber	anger	0.238	saber
hunger	anger	0.235	indlala
shell	anger	0.234	iqokobhe
wokemeup	anger	0.234	ndivuke
recession	anger	0.234	ukudodobala koqoqosho
failing	anger	0.234	ukusilela
dabbling	anger	0.234	Ukudlala
politics	anger	0.234	kwezopolitiko
lava	anger	0.234	udaka
rascal	anger	0.234	rhabaxa
imtryingtosleep	anger	0.234	imtryingto sleep
tariff	anger	0.234	uluhlu lwamaxabiso
undesirable	anger	0.231	engafunekiyo
darkness	anger	0.227	ubumnyama
versus	anger	0.227	Ukuqobisana
copycat	anger	0.227	ikopicat
resign	anger	0.227	ukurhoxa
soaked	anger	0.226	imanziswe
unfulfilled	anger	0.225	engazalisekanga
abandoned	anger	0.222	ilahliwe
unattainable	anger	0.221	ayinakufikeleleka
owing	anger	0.221	ityala
bankruptcy	anger	0.221	ukutshona
misconception	anger	0.219	ukungaqondi kakuhle
tool	anger	0.219	isixhobo
warden	anger	0.219	umgcini
compress	anger	0.219	compress
mosquito	anger	0.219	ingcongconi
whiny	anger	0.219	mhlophe
somethingigetalot	anger	0.219	into ethile
confusion	anger	0.219	ukudideka
unhelpful	anger	0.219	ayiloncedo
twitching	anger	0.219	ukuxhuzula
nosey	anger	0.213	nosy
overpriced	anger	0.212	ixabisa ngaphezulu
adder	anger	0.212	inyoka
harry	anger	0.212	uHarry
shortage	anger	0.212	ukunqongophala
melodrama	anger	0.212	melodrama
possession	anger	0.206	ukuba nezinto
desert	anger	0.206	entlango
overplayed	anger	0.206	idlalwe kakhulu
unpaid	anger	0.203	engahlawulwanga
powerless	anger	0.203	engenamandla
sentence	anger	0.203	isivakalisi
inefficient	anger	0.203	engasebenziyo
arraignment	anger	0.203	ukubekwa ityala
pout	anger	0.203	ipowuthi
unlucky	anger	0.203	ineshwa
rook	anger	0.203	rook
backbone	anger	0.203	umqolo
uninvited	anger	0.203	engamenywanga
court	anger	0.199	inkundla
endless	anger	0.198	engenasiphelo
adverts	anger	0.197	iintengiso
distracted	anger	0.197	ukuphazamiseka
delay	anger	0.197	ukulibazisa
misstatement	anger	0.197	ingxelo engeyiyo
misunderstanding	anger	0.195	ukungaqondi
inadmissible	anger	0.191	engavumelekanga
excite	anger	0.191	vuyisa
lightning	anger	0.189	umbane
preclude	anger	0.188	thintela
mournful	anger	0.188	lusizi
insecure	anger	0.188	ukungazithembi
incase	anger	0.188	mhlawumbi
mutter	anger	0.182	mbombozela
pare	anger	0.182	pare
rating	anger	0.182	ukukala
claimant	anger	0.182	umbangi
insist	anger	0.182	ukuzingisa
mistress	anger	0.182	unkosikazi
distracting	anger	0.182	ukuphazamisa
opium	anger	0.180	i-opium
deserve	anger	0.176	kufanelekile
willful	anger	0.176	ngabom
treat	anger	0.175	phatha
insists	anger	0.175	uyanyanzelisa
excitation	anger	0.172	uchulumanco
mighty	anger	0.172	ngamandla
liberate	anger	0.172	khulula
indecisive	anger	0.172	ngokungaqinisekiyo
hormonal	anger	0.172	ihomoni
peice	anger	0.172	uxolo
gibberish	anger	0.172	gibberish
misplace	anger	0.172	indawo engeyiyo
fee	anger	0.172	umrhumo
thanksalot	anger	0.172	ndibulela kakhulu
fleece	anger	0.172	uboya begusha
yelp	anger	0.168	yelp
mule	anger	0.167	imeyile
unequal	anger	0.167	ukungalingani
hamstring	anger	0.167	umsipha womsipha
bargaining	anger	0.167	uthethathethwano
insufficiency	anger	0.167	ukungoneli
insignificant	anger	0.167	ingabalulekanga
attentionseekers	anger	0.163	abantu abafuna ingqalelo
coop	anger	0.156	indlu
rheumatism	anger	0.156	isifo samathambo
forearm	anger	0.156	umphambili
indifference	anger	0.156	ukungakhathali
underpaid	anger	0.152	ihlawulwa kancinci
involvement	anger	0.152	ukubandakanyeka
justthebeginning	anger	0.152	ekuqaleni
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	ukungaqiniseki
bee	anger	0.152	inyosi
attorney	anger	0.152	igqwetha
pretending	anger	0.152	ukuzenza
campaigning	anger	0.151	ukhankaso
hopelessness	anger	0.149	ukungabi nathemba
feeling	anger	0.147	imvakalelo
legalized	anger	0.145	isemthethweni
caution	anger	0.145	isilumkiso
sterling	anger	0.141	intle
morals	anger	0.141	ukuziphatha
subsidy	anger	0.141	inkxaso
obliging	anger	0.141	kuyanyanzeleka
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	isaluni
blemish	anger	0.136	isiphako
misspell	anger	0.136	upelo olugwenxa
repay	anger	0.136	buyisela
surcharge	anger	0.136	intlawulo eyongezelelweyo
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	inoob
honk	anger	0.133	ihonk
orchestra	anger	0.132	okhestra
wireless	anger	0.125	wireless
competitive	anger	0.125	onokhuphiswano
