English Word	Emotion	Emotion-Intensity-Score	Igbo Word
abolish	anger	0.485	kpochapu
fricking	anger	0.485	na-ama jijiji
stayaway	anger	0.485	nọrọ
pervert	anger	0.485	agbagọ
disservice	anger	0.485	arụrụ arụ
disobedient	anger	0.485	na-enupụ isi
incest	anger	0.485	idina nwoke
complaint	anger	0.485	mkpesa
disapproved	anger	0.485	anabataghị
inhuman	anger	0.485	emegbu mmadu
mocking	anger	0.484	na-akwa emo
penalty	anger	0.484	ntaramahụhụ
renounce	anger	0.484	jụ
restrain	anger	0.484	igbochi
upheaval	anger	0.484	ọgba aghara
deceit	anger	0.484	aghụghọ
obnoxious	anger	0.484	jọrọ njọ
imprisoned	anger	0.484	a tụrụ mkpọrọ
strained	anger	0.484	imebi
blame	anger	0.484	ụta
oust	anger	0.484	ịchụpụ
litigious	anger	0.484	ikpe ikpe
rivalry	anger	0.484	ndoro-ndoro ochichi
sucker	anger	0.484	aṅụ
opposed	anger	0.484	megidere
thresh	anger	0.484	nzọcha mkpụrụ
disgrace	anger	0.484	ihere
suspicious	anger	0.484	na-enyo enyo
turbulence	anger	0.483	ọgba aghara
pound	anger	0.481	paụnd
coldness	anger	0.477	oyi
ungrateful	anger	0.472	enweghị ekele
stoopid	anger	0.471	turu egwu
battalion	anger	0.471	batalion
feudalism	anger	0.470	feudalism
hostage	anger	0.470	njide
annoying	anger	0.470	na-akpasu iwe
dispossessed	anger	0.470	chụpụrụ ya
subversion	anger	0.470	imebi iwu
friction	anger	0.470	esemokwu
jealous	anger	0.470	ekworo
adversity	anger	0.470	ahụhụ
infidel	anger	0.470	ekweghiekwe
gall	anger	0.470	eriri afọ
accuser	anger	0.470	onye nkwubo
ram	anger	0.470	ebule
armament	anger	0.470	ngwa agha
thump	anger	0.469	mkpu
dislike	anger	0.469	enweghị mmasị
steal	anger	0.469	izu ohi
backoff	anger	0.469	backoff
stifled	anger	0.469	akpọchi
incite	anger	0.469	kpalie
distress	anger	0.469	nsogbu
angermanagement	anger	0.469	njikwa iwe
selfish	anger	0.469	ịchọ ọdịmma onwe onye nanị
injury	anger	0.469	mmerụ ahụ
exile	anger	0.469	biri n'ala ọzọ
insanity	anger	0.469	ara
offense	anger	0.469	iwe
objection	anger	0.469	mmegide
smother	anger	0.469	kpoo
disruption	anger	0.469	nkwụsịtụ
intolerance	anger	0.469	enweghi ndidi
disobey	anger	0.469	inupụrụ isi
selfishness	anger	0.469	ịchọ ọdịmma onwe onye nanị
recidivism	anger	0.469	recidivism
subversive	anger	0.469	nbibi
huff	anger	0.469	huff
plunder	anger	0.469	ịkwakọrọ ihe
opposition	anger	0.469	mmegide
complain	anger	0.469	mkpesa
perpetrator	anger	0.469	onye na-eme ihe
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	ị na-egwu egwu
mug	anger	0.467	iko
agony	anger	0.465	ihe mgbu
arrogant	anger	0.461	dị mpako
sux	anger	0.456	suks
vent	anger	0.456	ikuku
elimination	anger	0.456	mkpochapu
picketing	anger	0.456	picketing
haughty	anger	0.456	mpako
grated	anger	0.455	grated
flagrant	anger	0.455	nke mara mma
busted	anger	0.455	gbawara
crabby	anger	0.455	crabby
dying	anger	0.455	na-anwụ anwụ
idiocy	anger	0.455	nzuzu
impermeable	anger	0.455	enweghị ike ime ya
stubbed	anger	0.455	isi ike
illegality	anger	0.455	iwu na-akwadoghị
veto	anger	0.455	veto
constraint	anger	0.455	mmachi
mislead	anger	0.455	eduhie
illicit	anger	0.455	ezighi ezi
troublesome	anger	0.455	nsogbu
clamor	anger	0.455	mkpu
bayonet	anger	0.453	bayonet
suppress	anger	0.453	kpochie
intense	anger	0.453	siri ike
displeased	anger	0.453	iwe adịghị mma
disapproving	anger	0.453	na-anabataghị
hysterical	anger	0.453	hysterical
struggle	anger	0.453	mgba
godless	anger	0.453	adịghị asọpụrụ Chineke
desist	anger	0.453	kwụsị
usurped	anger	0.453	ejigidere
despotism	anger	0.453	enweghị mmasị
disagreeing	anger	0.453	ekwetaghị
bad	anger	0.453	ọjọọ
unlawful	anger	0.451	iwu na-akwadoghị
wrongly	anger	0.448	ezighi ezi
repellent	anger	0.442	nke na-asọ oyi
dishonor	anger	0.441	ihere
psychosis	anger	0.441	psychosis
wasted	anger	0.441	emefusịa
wrongful	anger	0.441	ezighi ezi
foe	anger	0.441	onye iro
aversion	anger	0.440	ịkpọasị
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nkwonkwo ụkwụ
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schism
upset	anger	0.439	bilie dị njikere
effigy	anger	0.439	effigy
punitive	anger	0.439	ntaramahụhụ
worthless	anger	0.438	abaghị uru
separatist	anger	0.438	onye nkewa
ransom	anger	0.438	ihe mgbapụta
deny	anger	0.438	jụ
fugitive	anger	0.438	agbalaga
mucked	anger	0.438	emechiri emechi
abandonment	anger	0.438	agbahapụ
irritation	anger	0.438	iyatesịt
deleterious	anger	0.438	na-emebi emebi
stupidity	anger	0.438	nzuzu
segregate	anger	0.437	ikewapụ
oblivion	anger	0.437	nchefu
payback	anger	0.436	nkwụghachi ụgwọ
incongruous	anger	0.435	na-adịghị mma
eviction	anger	0.435	nchụpụ
collusion	anger	0.432	njikọ aka
rob	anger	0.431	ezu
ravenous	anger	0.429	erimeri
overrun	anger	0.429	jubigara ókè
infidelity	anger	0.429	ekwesịghị ntụkwasị obi
harbinger	anger	0.426	onye na-ese ihe
painful	anger	0.426	na-egbu mgbu
getoverit	anger	0.426	enwetara
martial	anger	0.426	agha
rejection	anger	0.426	njụ
incredulous	anger	0.426	incredulous
stupidrain	anger	0.426	nzuzu
defense	anger	0.425	agbachitere
enforce	anger	0.424	mmanye
commotion	anger	0.424	ọgba aghara
censor	anger	0.424	nyocha
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	aghụghọ
unsympathetic	anger	0.424	enweghị ọmịiko
fallacious	anger	0.424	ụgha
greed	anger	0.424	anyaukwu
defraud	anger	0.424	igwu wayo
banger	anger	0.424	banger
concealment	anger	0.424	nzuzo
fuss	anger	0.424	mkpasu iwe
exasperation	anger	0.424	iwe iwe
disobedience	anger	0.424	nnupụisi
powerful	anger	0.424	ike
discontent	anger	0.424	enweghị afọ ojuju
indecency	anger	0.424	akwụghị ọtọ
sedition	anger	0.422	ịgba ọchịchị mgba okpuru
deportation	anger	0.422	nchụpụ
cracked	anger	0.422	gbawara
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	okwu mkparị
cur	anger	0.422	kwara
misrepresented	anger	0.422	akọwahiere
annoyance	anger	0.422	iwe
scar	anger	0.422	ọnya
nettle	anger	0.422	akwukwo
banishment	anger	0.422	ịchụpụ
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ụlọ mkpọrọ
penetration	anger	0.422	ntinye
blatant	anger	0.420	kwụ ọtọ
force	anger	0.418	ike
perverse	anger	0.415	agbagọ
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	njo
moody	anger	0.412	obi iru ala
tiff	anger	0.412	tiff
nothappy	anger	0.412	adịghị enwe obi ụtọ
surly	anger	0.412	dị egwu
sordid	anger	0.412	dị nro
hunting	anger	0.411	ịchụ nta
indenture	anger	0.410	indenture
forfeit	anger	0.409	tufuo
areyoukiddingme	anger	0.409	ị na-egwusa m egwu
reproach	anger	0.409	nkọcha
sham	anger	0.409	ihe efu
awful	anger	0.409	jọgburu onwe ya
compulsion	anger	0.409	mmanye
implicate	anger	0.409	itinye aka
contradict	anger	0.409	megidere
inept	anger	0.409	inept
supremacy	anger	0.409	elu
sneak	anger	0.409	zoro ezo
disappoint	anger	0.409	imechu ihu
blockade	anger	0.409	mgbochi
detainee	anger	0.409	onye ejidere
cantwin	anger	0.409	cantwin
squelch	anger	0.409	ntanye
lying	anger	0.408	ịgha ụgha
rail	anger	0.406	ụgbọ okporo ígwè
forsaken	anger	0.406	gbahapụrụ
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	mgbochi ọrịa
wop	anger	0.406	wop
badger	anger	0.406	bager
tremor	anger	0.406	ịma jijiji
inequality	anger	0.406	ahaghị nhata
delusion	anger	0.406	aghụghọ
unthinkable	anger	0.406	enweghị atụ
onerous	anger	0.406	di egwu
wrongdoing	anger	0.406	ime ihe ojoo
nuisance	anger	0.406	mkpasu iwe
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	ntiwapụ ọrịa
arguments	anger	0.404	arụmụka
affront	anger	0.403	mkparị
traumatic	anger	0.402	traumatic
sodding	anger	0.400	sodding
libel	anger	0.400	nkwutọ
annoys	anger	0.400	na-akpasu iwe
soslow	anger	0.398	soslow
watchout	anger	0.398	Lee anya
frenetic	anger	0.397	frenetic
remiss	anger	0.397	chefuo
barge	anger	0.396	ụgbọ mmiri
sue	anger	0.394	gbaa akwụkwọ
keyed	anger	0.394	igodo
actionable	anger	0.394	eme ihe
extinguish	anger	0.394	gbanyụọ
fraud	anger	0.394	wayo
untoward	anger	0.394	kwupụta
illegal	anger	0.394	iwu na-akwadoghị
nag	anger	0.394	egwu
boxing	anger	0.394	ịkụ ọkpọ
confiscate	anger	0.394	weghara
howl	anger	0.394	tie mkpu
whatsthepoint	anger	0.394	kedu ihe ọ bụ
rabble	anger	0.394	mmuo
unfriendly	anger	0.394	enweghị enyi
disrespect	anger	0.394	enweghị nkwanye ùgwù
dangit	anger	0.394	dangit
brimstone	anger	0.392	brimstone
dissolution	anger	0.391	mgbasa
rigged	anger	0.391	agbagọ
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	ala ọma jijiji
argh	anger	0.391	aghugh
pique	anger	0.391	pik
recklessness	anger	0.391	enweghị uche
disagree	anger	0.389	ekwetaghị
lawsuit	anger	0.386	ikpe
disused	anger	0.382	ewepụghị
despair	anger	0.382	obi nkoropụ
immorality	anger	0.382	omume rụrụ arụ
coerce	anger	0.379	mmanye
firstworldprobs	anger	0.379	nsogbu ụwa mbụ
touchy	anger	0.379	mmetụ aka
pokes	anger	0.379	nkpu
falsification	anger	0.379	okwu ụgha
rifle	anger	0.379	égbè
sizzle	anger	0.379	sizzle
incurable	anger	0.379	enweghị ọgwụgwọ
difficulty	anger	0.379	ike
sore	anger	0.379	mgbu
picket	anger	0.378	picket
concussion	anger	0.377	mgbagwoju anya
stuckup	anger	0.375	rapaara
militia	anger	0.375	ndị agha
rawr	anger	0.375	rawr
faulty	anger	0.375	ezighi ezi
sly	anger	0.375	aghụghọ
disillusionment	anger	0.375	ndakpọ olileanya
petpeeve	anger	0.375	pepeeve
pitfall	anger	0.375	ọnyà
infantile	anger	0.375	nwa ọhụrụ
pessimism	anger	0.375	enweghị nchekwube
remand	anger	0.375	ntughari
cannon	anger	0.375	egbe egbe
vindicate	anger	0.371	kwupụta n'ụta
inhibit	anger	0.371	igbochi
distressing	anger	0.371	na-ewute
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	skewed
disreputable	anger	0.368	enweghị aha
forbidding	anger	0.368	na-amachibido iwu
conquest	anger	0.367	mmeri
bark	anger	0.365	ogbugbo
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	anabataghị
warrior	anger	0.364	dike
barks	anger	0.364	ogbugbo
retarded	anger	0.364	azụ azụ
unhappy	anger	0.364	enweghị obi ụtọ
burke	anger	0.364	burke
challenge	anger	0.364	ịma aka
belt	anger	0.364	eriri
litigate	anger	0.359	ikpe ikpe
paucity	anger	0.359	enweghi ike
opinionated	anger	0.359	echiche
disliked	anger	0.359	enweghị mmasị
aftermath	anger	0.359	n'esochi
restriction	anger	0.359	mmachi
cad	anger	0.359	cad
incompetence	anger	0.359	enweghi ike
loudness	anger	0.359	olu ike
broken	anger	0.359	gbajiri agbaji
polemic	anger	0.359	polemic
sectarian	anger	0.359	òtù nzuzo
controversial	anger	0.359	esemokwu
interrupting	anger	0.358	nkwụsịtụ
fussy	anger	0.357	na-akpa ọchị
wench	anger	0.353	wench
remove	anger	0.351	wepụ
brat	anger	0.351	nwa nwoke
gruff	anger	0.351	gruff
misbehavior	anger	0.351	omume ọjọọ
scarcity	anger	0.350	ụkọ
losing	anger	0.349	na-efunahụ
stigma	anger	0.348	ihere
deserted	anger	0.348	gbahapụrụ
timewasters	anger	0.348	ndị na-egbu oge
disagreement	anger	0.348	nghọtahie
defect	anger	0.348	ntụpọ
hardened	anger	0.348	agbasie ike
lie	anger	0.348	ịgha ụgha
ulcer	anger	0.348	ọnyá afọ
retract	anger	0.348	weghachite
untrustworthy	anger	0.348	enweghị ntụkwasị obi
pest	anger	0.348	pesti
disappointed	anger	0.348	emechu ihu
bias	anger	0.345	ele mmadụ anya n'ihu
negation	anger	0.344	njo
bothering	anger	0.344	na-enye nsogbu
stripped	anger	0.344	yipu
antisocial	anger	0.344	imegide ọha
pirate	anger	0.344	pirate
stingy	anger	0.344	nke ikereke
shoddy	anger	0.344	nke na-agba agba
unreliable	anger	0.344	enweghị ntụkwasị obi
shaky	anger	0.344	maa jijiji
misleading	anger	0.344	na-eduhie eduhie
unsettled	anger	0.344	edozighi
evade	anger	0.344	gbanarị
anxiety	anger	0.344	nchegbu
disclaim	anger	0.344	gbaghara
deterioration	anger	0.344	mmebi
impotence	anger	0.344	enweghi ike
interminable	anger	0.343	interminable
disease	anger	0.341	ọrịa
meddle	anger	0.341	itinye aka
warp	anger	0.340	agha
averse	anger	0.338	ịkpọasị
infamous	anger	0.338	aha ọjọọ
alcoholism	anger	0.338	mmanya na-egbu egbu
row	anger	0.337	ahiri
staticky	anger	0.336	kwụ ọtọ
illegitimate	anger	0.333	ezighi ezi
encumbrance	anger	0.333	nnabata
witchcraft	anger	0.333	amoosu
interrupt	anger	0.333	kwusi
scorpion	anger	0.333	akpị
ill	anger	0.333	na-arịa ọrịa
sinner	anger	0.331	onye nmehie
inconsiderate	anger	0.329	enweghị uche
hulk	anger	0.329	hulk
prohibited	anger	0.328	amachibidoro
dashed	anger	0.328	daapu
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	erughị eru
spammers	anger	0.328	ndị spammers
phony	anger	0.328	nke nzuzu
tighten	anger	0.328	mesie ike
dislocated	anger	0.328	agbapụ
scapegoat	anger	0.328	ewu ewu
victim	anger	0.328	onye aja
opponent	anger	0.328	onye mmegide
hiss	anger	0.328	ito
crusade	anger	0.328	crusade
grumpy	anger	0.328	iwe iwe
resisting	anger	0.328	iguzogide
inappropriate	anger	0.324	na-ekwesịghị ekwesị
haye	anger	0.324	haye
loss	anger	0.324	mfu
trickery	anger	0.324	aghụghọ
eschew	anger	0.324	iche
neglected	anger	0.324	leghaara anya
canker	anger	0.323	canker
muff	anger	0.318	mfu
crunch	anger	0.318	crunch
duplicity	anger	0.318	abuo abuo
criticism	anger	0.318	nkatọ
queues	anger	0.318	kwụ n'ahịrị
shriek	anger	0.316	mkpu
depreciate	anger	0.315	wedata ọnụ ahịa
dismissal	anger	0.312	nchụpụ
chaff	anger	0.312	igbogbo ọka
dramaqueen	anger	0.312	ejije
poverty	anger	0.312	ịda ogbenye
carelessness	anger	0.312	akpachapụghị anya
deflate	anger	0.312	deflate
dumps	anger	0.312	kpofuo
dupe	anger	0.312	dupe
mortality	anger	0.312	anwụ anwụ
revving	anger	0.309	ntughari
disallowed	anger	0.308	anabataghị
boisterous	anger	0.307	na-eme mkpọtụ
thoughtless	anger	0.307	enweghị uche
burial	anger	0.304	olili
wince	anger	0.303	merie
theocratic	anger	0.303	ọchịchị Chineke
sullen	anger	0.303	nke na-agwụ ike
involution	anger	0.300	involushọn
misuse	anger	0.297	iji ya eme ihe n'ụzọ na-ezighị ezi
taxed	anger	0.297	ụtụ isi
senseless	anger	0.297	enweghị isi
talons	anger	0.297	ụkwụ
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	ime obodo
hoax	anger	0.297	hoax
depreciated	anger	0.297	dara ọnụ ahịa
depressed	anger	0.297	dara mbà n'obi
wasteful	anger	0.297	na-emefusị ihe
paralysis	anger	0.295	ahụ mkpọnwụ
displaced	anger	0.294	chụpụrụ
limited	anger	0.292	oke
disapointment	anger	0.290	ndakpọ olileanya
orc	anger	0.289	orc
ridiculous	anger	0.289	ihe ọchị
homeless	anger	0.288	enweghị ebe obibi
spine	anger	0.288	ọkpụkpụ azụ
teasing	anger	0.288	njakịrị
presumptuous	anger	0.288	nke mpako
react	anger	0.288	meghachi omume
sharpen	anger	0.288	mụchaa
barrier	anger	0.287	ihe mgbochi
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	na-egbu oge
contraband	anger	0.281	ihe mgbochi
incompatible	anger	0.281	ekwekọghị
shiver	anger	0.281	ịma jijiji
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	na-akwụsị
delinquent	anger	0.281	onye nmehie
restitution	anger	0.281	nkwụghachi
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	ezighi ezi
buffering	anger	0.279	nkwụnye ego
noncompliance	anger	0.279	ekweghiekwe
nether	anger	0.278	abaghikwa
bogus	anger	0.273	adịgboroja
immaturity	anger	0.273	etozughi oke
uncaring	anger	0.273	enweghị mmasị
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	ujo
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	onye ututu
feminism	anger	0.266	feminism
inoperative	anger	0.266	adịghị arụ ọrụ
bear	anger	0.266	bea
inconvenient	anger	0.266	adịghị mma
latent	anger	0.266	latent
defendant	anger	0.266	onye ebubo
nopoint	anger	0.266	enweghị isi
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	nsogbu
interrupts	anger	0.265	nkwụsịtụ
fluctuation	anger	0.265	mgbanwe
exaggerate	anger	0.263	ikwubiga okwu ókè
lose	anger	0.261	tụfuo
patter	anger	0.258	pata
furnace	anger	0.258	ọkụ
stone	anger	0.258	nkume
tease	anger	0.258	njakịrị
shoplifting	anger	0.258	ịzụ ahịa
soldier	anger	0.258	onye agha
incompetent	anger	0.257	erughi eru
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	rọketi
skid	anger	0.250	skid
noisy	anger	0.250	mkpọtụ
notoriety	anger	0.250	ama ama
cane	anger	0.250	okpete
unfollow	anger	0.250	unsochi
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	onye nlebara anya
mastery	anger	0.250	ikike
socialist	anger	0.250	onye na-elekọta mmadụ
falsehood	anger	0.250	ụgha
complicate	anger	0.250	mgbagwoju anya
lawyer	anger	0.250	onye ọka iwu
untrue	anger	0.250	na-abụghị eziokwu
nonsense	anger	0.250	nzuzu
pouting	anger	0.250	na-eti mkpu
witch	anger	0.242	amoosu
detract	anger	0.242	na-emebi
obstacle	anger	0.242	ihe mgbochi
halter	anger	0.242	nkwụsị
fenced	anger	0.242	gbara okpuru ulo
capslock	anger	0.242	igodo nnukwu mkpụrụedemede
dontunderstand	anger	0.242	aghọtaghị
vampire	anger	0.242	vampire
ringer	anger	0.242	onye na-eti mkpu
frowning	anger	0.239	na-ewe iwe
saber	anger	0.238	saber
hunger	anger	0.235	agụụ
shell	anger	0.234	shei
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	nlaazu
failing	anger	0.234	na-ada ada
dabbling	anger	0.234	ịkụ ọkpọ
politics	anger	0.234	ndọrọ ndọrọ ọchịchị
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	na-achọ ụra
tariff	anger	0.234	tarifu
undesirable	anger	0.231	na-achọghị
darkness	anger	0.227	ọchịchịrị
versus	anger	0.227	megidere
copycat	anger	0.227	oyiri
resign	anger	0.227	arụkwaghịm
soaked	anger	0.226	tinye ya
unfulfilled	anger	0.225	emezughi
abandoned	anger	0.222	gbahapụrụ
unattainable	anger	0.221	enweghi ike iru
owing	anger	0.221	iji
bankruptcy	anger	0.221	odida ego
misconception	anger	0.219	echiche na-ezighi ezi
tool	anger	0.219	ngwá ọrụ
warden	anger	0.219	onye nche
compress	anger	0.219	mpikota onu
mosquito	anger	0.219	anwụnta
whiny	anger	0.219	ihie
somethingigetalot	anger	0.219	ihe ọhụrụ
confusion	anger	0.219	mgbagwoju anya
unhelpful	anger	0.219	adịghị enye aka
twitching	anger	0.219	twitching
nosey	anger	0.213	imi
overpriced	anger	0.212	dị oke ọnụ
adder	anger	0.212	mgbakwunye
harry	anger	0.212	Harry
shortage	anger	0.212	ụkọ
melodrama	anger	0.212	melodrama
possession	anger	0.206	ihe onwunwe
desert	anger	0.206	ọzara
overplayed	anger	0.206	emebigara oke egwu
unpaid	anger	0.203	akwụghị ụgwọ
powerless	anger	0.203	enweghị ike
sentence	anger	0.203	ahiriokwu
inefficient	anger	0.203	adịghị arụ ọrụ
arraignment	anger	0.203	ikpe
pout	anger	0.203	tufuo
unlucky	anger	0.203	enweghi ihu ọma
rook	anger	0.203	rook
backbone	anger	0.203	ọkpụkpụ azụ
uninvited	anger	0.203	akpọghị ya
court	anger	0.199	ụlọ ikpe
endless	anger	0.198	adịghị agwụ agwụ
adverts	anger	0.197	mgbasa ozi
distracted	anger	0.197	dọpụ uche
delay	anger	0.197	igbu oge
misstatement	anger	0.197	nkwupụtahie
misunderstanding	anger	0.195	nghọtahie
inadmissible	anger	0.191	ekweghiekwe
excite	anger	0.191	kpalie
lightning	anger	0.189	àmụmà
preclude	anger	0.188	ewepu
mournful	anger	0.188	iru uju
insecure	anger	0.188	enweghị ntụkwasị obi
incase	anger	0.188	adịghị ama ama
mutter	anger	0.182	tamu ntamu
pare	anger	0.182	oke
rating	anger	0.182	ogo
claimant	anger	0.182	onye na-ekwu
insist	anger	0.182	na-esi ọnwụ
mistress	anger	0.182	nnenne
distracting	anger	0.182	na-adọpụ uche
opium	anger	0.180	opium
deserve	anger	0.176	kwesiri
willful	anger	0.176	mara ụma
treat	anger	0.175	na-emeso
insists	anger	0.175	na-esi ọnwụ
excitation	anger	0.172	mkpali
mighty	anger	0.172	dike
liberate	anger	0.172	tọhapụ
indecisive	anger	0.172	na-enweghi mkpebi
hormonal	anger	0.172	homonụ
peice	anger	0.172	ihu
gibberish	anger	0.172	gibberish
misplace	anger	0.172	ebe na-ezighi ezi
fee	anger	0.172	ego
thanksalot	anger	0.172	Daalụ nke ukwuu
fleece	anger	0.172	ajị anụ
yelp	anger	0.168	agba
mule	anger	0.167	inyinya ibu
unequal	anger	0.167	ahaghị nhata
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	nkwekọrịta
insufficiency	anger	0.167	ezughi oke
insignificant	anger	0.167	obere ihe
attentionseekers	anger	0.163	ndị na-achọ nlebara anya
coop	anger	0.156	kopu
rheumatism	anger	0.156	rheumatism
forearm	anger	0.156	ogwe aka
indifference	anger	0.156	enweghị mmasị
underpaid	anger	0.152	akwụghị ụgwọ
involvement	anger	0.152	itinye aka
justthebeginning	anger	0.152	mmalite
disinformation	anger	0.152	mgbasa ozi
uncertain	anger	0.152	ejighi n'aka
bee	anger	0.152	anu
attorney	anger	0.152	onye ọka iwu
pretending	anger	0.152	na-eme onwe ya
campaigning	anger	0.151	mkpọsa
hopelessness	anger	0.149	enweghị olileanya
feeling	anger	0.147	mmetụta
legalized	anger	0.145	kwadoro iwu
caution	anger	0.145	ịkpachara anya
sterling	anger	0.141	magburu onwe ya
morals	anger	0.141	omume ọma
