English Word	Emotion	Emotion-Intensity-Score	Punjabi Word
condescension	anger	0.576	ਨਿਮਰਤਾ
standoff	anger	0.576	ਰੁਕਾਵਟ
discord	anger	0.576	ਝਗੜਾ
friggen	anger	0.575	friggen
sneer	anger	0.574	ਮਜ਼ਾਕ
death	anger	0.574	ਮੌਤ
lunacy	anger	0.574	ਪਾਗਲਪਨ
scandalous	anger	0.574	ਬਦਨਾਮ
oppressive	anger	0.574	ਦਮਨਕਾਰੀ
jab	anger	0.574	jab
cursed	anger	0.574	ਸਰਾਪ ਦਿੱਤਾ
monstrosity	anger	0.574	ਭਿਆਨਕਤਾ
shit	anger	0.573	ਗੰਦ
disparaging	anger	0.571	ਅਪਮਾਨਜਨਕ
slash	anger	0.571	ਸਲੈਸ਼
unfair	anger	0.571	ਅਨੁਚਿਤ
gallows	anger	0.570	ਫਾਂਸੀ
escalate	anger	0.569	ਵਧਣਾ
intolerant	anger	0.564	ਅਸਹਿਣਸ਼ੀਲ
lawlessness	anger	0.563	ਕੁਧਰਮ
beast	anger	0.562	ਜਾਨਵਰ
torpedo	anger	0.562	ਟਾਰਪੀਡੋ
malign	anger	0.562	ਬਦਨਾਮ
traitor	anger	0.562	ਗੱਦਾਰ
frightful	anger	0.562	ਡਰਾਉਣਾ
wrangling	anger	0.562	ਝਗੜਾ
slander	anger	0.562	ਬਦਨਾਮੀ
bellows	anger	0.562	ਘੰਟੀ
retards	anger	0.562	ਰੋਕਦਾ ਹੈ
grouchy	anger	0.562	ਘਬਰਾਹਟ ਵਾਲਾ
derogatory	anger	0.562	ਅਪਮਾਨਜਨਕ
bearish	anger	0.562	ਮੰਦੀ
invade	anger	0.562	ਹਮਲਾ
perdition	anger	0.562	ਤਬਾਹੀ
arghh	anger	0.562	ਅਰਘ
dreadful	anger	0.562	ਭਿਆਨਕ
bluddy	anger	0.562	ਗੂੜ੍ਹਾ
deceived	anger	0.562	ਧੋਖਾ ਦਿੱਤਾ
glare	anger	0.562	ਚਮਕ
taunt	anger	0.562	ਤਾਅਨਾ
dissension	anger	0.561	ਮਤਭੇਦ
cross	anger	0.561	ਪਾਰ
rave	anger	0.561	ਰੌਲਾ
grating	anger	0.561	grating
devastating	anger	0.561	ਵਿਨਾਸ਼ਕਾਰੀ
fits	anger	0.561	ਫਿੱਟ
jeopardize	anger	0.561	ਖਤਰੇ ਵਿੱਚ ਪਾਉਣਾ
shatter	anger	0.561	ਚਕਨਾਚੂਰ
idiots	anger	0.561	ਮੂਰਖ
hurt	anger	0.561	ਸੱਟ
thief	anger	0.561	ਚੋਰ
uncontrollable	anger	0.561	ਬੇਕਾਬੂ
conflagration	anger	0.561	ਭੜਕਾਉਣਾ
betrayal	anger	0.561	ਵਿਸ਼ਵਾਸਘਾਤ
banshee	anger	0.561	ਬੰਸ਼ੀ
subjugation	anger	0.559	ਅਧੀਨਤਾ
disturbed	anger	0.559	ਪਰੇਸ਼ਾਨ
stomped	anger	0.557	ਰੋਕਿਆ
grab	anger	0.557	ਫੜੋ
grievance	anger	0.556	ਸ਼ਿਕਾਇਤ
ticked	anger	0.556	ਟਿੱਕ ਕੀਤਾ
masochism	anger	0.556	masochism
defiance	anger	0.552	ਵਿਰੋਧ
blackmail	anger	0.550	ਬਲੈਕਮੇਲ
offensive	anger	0.549	ਅਪਮਾਨਜਨਕ
decry	anger	0.548	decry
frustrates	anger	0.547	ਨਿਰਾਸ਼ ਕਰਦਾ ਹੈ
violation	anger	0.547	ਉਲੰਘਣਾ
confine	anger	0.547	ਸੀਮਤ
misery	anger	0.547	ਦੁੱਖ
arghhhh	anger	0.547	ਅਰਘਹਹ
disparity	anger	0.547	ਅਸਮਾਨਤਾ
punishment	anger	0.547	ਸਜ਼ਾ
rebel	anger	0.547	ਬਾਗੀ
preposterous	anger	0.547	ਅਸ਼ਲੀਲ
disgraceful	anger	0.547	ਸ਼ਰਮਨਾਕ
ire	anger	0.547	ਗੁੱਸਾ
deceive	anger	0.547	ਧੋਖਾ
fustrated	anger	0.547	ਨਿਰਾਸ਼
sin	anger	0.547	ਪਾਪ
shrill	anger	0.547	ਤਿੱਖਾ
darkside	anger	0.547	ਹਨੇਰਾ ਪਾਸਾ
overbearing	anger	0.547	ਦਬਦਬਾ
firearms	anger	0.547	ਹਥਿਆਰ
stolen	anger	0.546	ਚੋਰੀ
hadenough	anger	0.546	ਕਾਫ਼ੀ ਸੀ
prejudice	anger	0.545	ਪੱਖਪਾਤ
tackle	anger	0.545	ਨਜਿੱਠਣਾ
resentful	anger	0.545	ਨਾਰਾਜ਼
heated	anger	0.545	ਗਰਮ
callous	anger	0.545	ਘਾਤਕ
conspirator	anger	0.545	ਸਾਜ਼ਿਸ਼ਕਰਤਾ
ruined	anger	0.545	ਬਰਬਾਦ
antagonist	anger	0.545	ਵਿਰੋਧੀ
skirmish	anger	0.545	ਝੜਪ
menace	anger	0.545	ਖਤਰਾ
annoyin	anger	0.545	ਤੰਗ ਕਰਨ ਵਾਲਾ
foul	anger	0.545	ਗਲਤ
argument	anger	0.545	ਦਲੀਲ
humiliate	anger	0.545	ਅਪਮਾਨਿਤ ਕਰਨਾ
wanker	anger	0.545	ਭਟਕਣ ਵਾਲਾ
adversary	anger	0.545	ਵਿਰੋਧੀ
sting	anger	0.544	ਸਟਿੰਗ
entangled	anger	0.544	ਉਲਝਿਆ
grumble	anger	0.544	ਬੁੜਬੁੜਾਉਣਾ
robbery	anger	0.544	ਡਕੈਤੀ
outcry	anger	0.544	ਰੌਲਾ
resistance	anger	0.543	ਵਿਰੋਧ
irreconcilable	anger	0.543	ਬੇਮੇਲ
obstructive	anger	0.542	ਰੁਕਾਵਟ
dismay	anger	0.540	ਨਿਰਾਸ਼ਾ
mob	anger	0.538	ਭੀੜ
juststop	anger	0.537	ਬਸ ਰੁਕੋ
badness	anger	0.536	ਬੁਰਾਈ
ridicule	anger	0.534	ਮਖੌਲ
incendiary	anger	0.533	ਅੱਗ ਲਗਾਉਣ ਵਾਲਾ
flares	anger	0.532	ਭੜਕਣ
twofaced	anger	0.531	ਦੋ ਚਿਹਰੇ
reckless	anger	0.531	ਲਾਪਰਵਾਹੀ
communism	anger	0.531	ਕਮਿਊਨਿਜ਼ਮ
allegation	anger	0.531	ਦੋਸ਼
prejudicial	anger	0.531	ਪੱਖਪਾਤੀ
whip	anger	0.531	ਕੋਰੜੇ
unbridled	anger	0.531	ਬੇਲਗਾਮ
degeneracy	anger	0.531	ਪਤਨ
intruder	anger	0.531	ਘੁਸਪੈਠੀਏ
belittle	anger	0.531	ਘੱਟ
confinement	anger	0.531	ਕੈਦ
dispute	anger	0.531	ਵਿਵਾਦ
exacerbation	anger	0.531	ਵਧਣਾ
uprising	anger	0.531	ਬਗਾਵਤ
unjust	anger	0.530	ਬੇਇਨਸਾਫ਼ੀ
unjustifiable	anger	0.530	ਜਾਇਜ਼
perversion	anger	0.530	ਵਿਗਾੜ
bigoted	anger	0.530	ਕੱਟੜ
fiesty	anger	0.530	ਉੱਤਮ
offender	anger	0.530	ਅਪਰਾਧੀ
dictatorial	anger	0.530	ਤਾਨਾਸ਼ਾਹੀ
hassle	anger	0.530	ਪਰੇਸ਼ਾਨੀ
dissonance	anger	0.530	ਅਸਹਿਮਤੀ
tackled	anger	0.530	ਨਜਿੱਠਿਆ
renegade	anger	0.529	ਤਿਆਗ
cantstandit	anger	0.529	ਨਹੀਂ ਹੋ ਸਕਦਾ
trespass	anger	0.529	ਉਲੰਘਣਾ
hot	anger	0.529	ਗਰਮ
prison	anger	0.529	ਜੇਲ੍ਹ
suicide	anger	0.521	ਖੁਦਕੁਸ਼ੀ
annoy	anger	0.520	ਪਰੇਸ਼ਾਨ
leavemealone	anger	0.517	ਮੈਨੂੰ ਇਕੱਲਾ ਛੱਡ ਦਿਓ
cretins	anger	0.516	cretins
depravity	anger	0.516	ਭ੍ਰਿਸ਼ਟਤਾ
idiotic	anger	0.516	ਮੂਰਖ
dishonest	anger	0.516	ਬੇਈਮਾਨ
distrust	anger	0.516	ਅਵਿਸ਼ਵਾਸ
broil	anger	0.516	ਬਰੋਇਲ
grrr	anger	0.516	grrr
criticize	anger	0.516	ਆਲੋਚਨਾ
inimical	anger	0.516	ਵਿਰੋਧੀ
tortious	anger	0.516	ਕਠੋਰ
prisoner	anger	0.516	ਕੈਦੀ
treason	anger	0.516	ਦੇਸ਼ਧ੍ਰੋਹ
divorce	anger	0.516	ਤਲਾਕ
venting	anger	0.516	ਬਾਹਰ ਕੱਢਣਾ
duress	anger	0.516	ਜ਼ੋਰ
disrespectful	anger	0.516	ਅਪਮਾਨਜਨਕ
poaching	anger	0.515	ਸ਼ਿਕਾਰ
scold	anger	0.515	ਝਿੜਕਣਾ
poachers	anger	0.515	ਸ਼ਿਕਾਰੀ
pow	anger	0.515	pow
hangry	anger	0.515	ਹੈਂਗਰੀ
argumentation	anger	0.515	ਦਲੀਲ
frustrating	anger	0.515	ਨਿਰਾਸ਼ਾਜਨਕ
unkind	anger	0.515	ਬੇਰਹਿਮ
roar	anger	0.515	ਦਹਾੜ
coercion	anger	0.515	ਜ਼ਬਰਦਸਤੀ
unforgiving	anger	0.515	ਮਾਫ਼ ਕਰਨ ਵਾਲਾ
grump	anger	0.515	grump
bile	anger	0.515	ਪਿੱਤ
unleash	anger	0.515	ਖੋਲ੍ਹਣਾ
chaos	anger	0.515	ਹਫੜਾ-ਦਫੜੀ
victimized	anger	0.515	ਪੀੜਤ
jerks	anger	0.515	ਝਟਕੇ
tussle	anger	0.514	ਝਗੜਾ
bane	anger	0.511	ਬੈਨ
accusation	anger	0.510	ਦੋਸ਼
enmity	anger	0.510	ਦੁਸ਼ਮਣੀ
repudiation	anger	0.510	ਇਨਕਾਰ
banish	anger	0.509	ਕੱਢ ਦਿਓ
disfigured	anger	0.508	ਵਿਗਾੜਿਆ
storm	anger	0.507	ਤੂਫਾਨ
crazy	anger	0.500	ਪਾਗਲ
hammering	anger	0.500	ਹਥੌੜਾ
defy	anger	0.500	ਦਾ ਵਿਰੋਧ
antithesis	anger	0.500	ਵਿਰੋਧੀ
scoff	anger	0.500	ਮਖੌਲ
anguish	anger	0.500	ਦੁਖ
confined	anger	0.500	ਸੀਮਤ
fear	anger	0.500	ਡਰ
bout	anger	0.500	ਮੁਕਾਬਲੇ
unruly	anger	0.500	ਬੇਕਾਬੂ
delusional	anger	0.500	ਭਰਮ
obstruct	anger	0.500	ਰੁਕਾਵਟ
possessed	anger	0.500	ਕੋਲ
injustice	anger	0.500	ਬੇਇਨਸਾਫ਼ੀ
fervor	anger	0.500	ਜੋਸ਼
spear	anger	0.500	ਬਰਛਾ
derision	anger	0.500	ਮਜ਼ਾਕ
intractable	anger	0.500	ਗੁੰਝਲਦਾਰ
reject	anger	0.500	ਅਸਵੀਕਾਰ
dominate	anger	0.500	ਹਾਵੀ
ordeal	anger	0.500	ਅਜ਼ਮਾਇਸ਼
banished	anger	0.500	ਕੱਢ ਦਿੱਤਾ ਗਿਆ
rejects	anger	0.500	ਨੂੰ ਰੱਦ ਕਰਦਾ ਹੈ
shun	anger	0.500	ਦੂਰ
brunt	anger	0.500	ਝੜਪ
derogation	anger	0.500	ਅਪਮਾਨ
frenzied	anger	0.500	ਪਾਗਲ
animus	anger	0.500	ਦੁਸ਼ਮਣੀ
suppression	anger	0.500	ਦਮਨ
malpractice	anger	0.500	ਦੁਰਵਿਹਾਰ
brazen	anger	0.500	ਬੇਸ਼ਰਮੀ
foaming	anger	0.500	ਫੋਮਿੰਗ
disrupting	anger	0.500	ਵਿਘਨ ਪਾਉਣਾ
nobodycares	anger	0.500	ਕਿਸੇ ਨੂੰ ਪਰਵਾਹ ਨਹੀ
patronising	anger	0.500	ਸਰਪ੍ਰਸਤੀ
getoveryourself	anger	0.495	ਆਪਣੇ ਆਪ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰੋ
toughness	anger	0.492	ਕਠੋਰਤਾ
stupidpeople	anger	0.492	ਮੂਰਖ ਲੋਕ
madness	anger	0.491	ਪਾਗਲਪਨ
sinful	anger	0.491	ਪਾਪੀ
avarice	anger	0.490	ਲਾਲਚ
oppress	anger	0.490	ਜ਼ੁਲਮ
cutting	anger	0.485	ਕੱਟਣਾ
anathema	anger	0.485	ਅਨਾਥ
annoyed	anger	0.485	ਨਾਰਾਜ਼
dissident	anger	0.485	ਅਸਹਿਮਤੀ
demand	anger	0.485	ਮੰਗ
usurp	anger	0.485	ਹੜੱਪ
claw	anger	0.485	ਪੰਜਾ
alienate	anger	0.485	ਦੂਰ
infraction	anger	0.485	ਉਲੰਘਣਾ
avenger	anger	0.485	ਬਦਲਾ ਲੈਣ ਵਾਲਾ
revoke	anger	0.485	ਰੱਦ ਕਰੋ
smuggler	anger	0.485	ਤਸਕਰ
abolish	anger	0.485	ਖਤਮ
fricking	anger	0.485	fricking
stayaway	anger	0.485	ਦੂਰ ਰਹਿਣ
pervert	anger	0.485	ਵਿਗਾੜਨਾ
disservice	anger	0.485	ਸੇਵਾ
disobedient	anger	0.485	ਅਣਆਗਿਆਕਾਰੀ
incest	anger	0.485	incest
complaint	anger	0.485	ਸ਼ਿਕਾਇਤ
disapproved	anger	0.485	ਨਾਮਨਜ਼ੂਰ
inhuman	anger	0.485	ਅਣਮਨੁੱਖੀ
mocking	anger	0.484	ਮਜ਼ਾਕ ਉਡਾਉਣ
penalty	anger	0.484	ਜੁਰਮਾਨਾ
renounce	anger	0.484	ਤਿਆਗ
restrain	anger	0.484	ਕਾਬੂ
upheaval	anger	0.484	ਉਥਲ-ਪੁਥਲ
deceit	anger	0.484	ਧੋਖਾ
obnoxious	anger	0.484	ਘਿਣਾਉਣੀ
imprisoned	anger	0.484	ਕੈਦ
strained	anger	0.484	ਤਣਾਅ
blame	anger	0.484	ਦੋਸ਼
oust	anger	0.484	ਬੇਦਖਲ ਕਰਨਾ
litigious	anger	0.484	ਮੁਕੱਦਮੇਬਾਜ਼ੀ
rivalry	anger	0.484	ਦੁਸ਼ਮਣੀ
sucker	anger	0.484	ਚੂਸਣ ਵਾਲਾ
opposed	anger	0.484	ਦਾ ਵਿਰੋਧ ਕੀਤਾ
thresh	anger	0.484	ਥਰੈਸ਼
disgrace	anger	0.484	ਬਦਨਾਮੀ
suspicious	anger	0.484	ਸ਼ੱਕੀ
turbulence	anger	0.483	ਗੜਬੜ
pound	anger	0.481	ਪੌਂਡ
coldness	anger	0.477	ਠੰਢ
ungrateful	anger	0.472	ਨਾਸ਼ੁਕਰੇ
stoopid	anger	0.471	ਮੂਰਖ
battalion	anger	0.471	ਬਟਾਲੀਅਨ
feudalism	anger	0.470	ਜਾਗੀਰਦਾਰੀ
hostage	anger	0.470	ਬੰਧਕ
annoying	anger	0.470	ਤੰਗ ਕਰਨ ਵਾਲਾ
dispossessed	anger	0.470	ਬਰਖਾਸਤ
subversion	anger	0.470	ਉਲਟਾ
friction	anger	0.470	ਰਗੜ
jealous	anger	0.470	ਈਰਖਾ
adversity	anger	0.470	ਮੁਸੀਬਤ
infidel	anger	0.470	ਬੇਵਫ਼ਾਈ
gall	anger	0.470	ਪਿੱਤ
accuser	anger	0.470	ਦੋਸ਼ ਲਗਾਉਣ ਵਾਲਾ
ram	anger	0.470	ਰਾਮ
armament	anger	0.470	ਹਥਿਆਰ
thump	anger	0.469	ਥੰਪ
dislike	anger	0.469	ਨਾਪਸੰਦ
steal	anger	0.469	ਚੋਰੀ
backoff	anger	0.469	ਬੈਕਆਫ
stifled	anger	0.469	ਦਬਾਇਆ
incite	anger	0.469	ਭੜਕਾਉਣਾ
distress	anger	0.469	ਤਕਲੀਫ਼
angermanagement	anger	0.469	ਕ੍ਰੋਧ ਨਿਯੰਤਰਣ
selfish	anger	0.469	ਸੁਆਰਥੀ
injury	anger	0.469	ਸੱਟ
exile	anger	0.469	ਜਲਾਵਤਨ
insanity	anger	0.469	ਪਾਗਲਪਨ
offense	anger	0.469	ਅਪਰਾਧ
objection	anger	0.469	ਇਤਰਾਜ਼
smother	anger	0.469	smother
disruption	anger	0.469	ਵਿਘਨ
intolerance	anger	0.469	ਅਸਹਿਣਸ਼ੀਲਤਾ
disobey	anger	0.469	ਅਣਆਗਿਆਕਾਰੀ
selfishness	anger	0.469	ਸਵਾਰਥ
recidivism	anger	0.469	recidivism
subversive	anger	0.469	ਵਿਨਾਸ਼ਕਾਰੀ
huff	anger	0.469	ਹਾਫ
plunder	anger	0.469	ਲੁੱਟ
opposition	anger	0.469	ਵਿਰੋਧ
complain	anger	0.469	ਸ਼ਿਕਾਇਤ
perpetrator	anger	0.469	ਅਪਰਾਧੀ
simmer	anger	0.469	ਉਬਾਲਣਾ
areyoukidding	anger	0.468	ਤੁਸੀਂ ਮਜਾਕ ਕਰ ਰਹੇ ਹੋ
mug	anger	0.467	ਮੱਗ
agony	anger	0.465	ਦੁੱਖ
arrogant	anger	0.461	ਹੰਕਾਰੀ
sux	anger	0.456	sux
vent	anger	0.456	ਵੈਂਟ
elimination	anger	0.456	ਖਾਤਮਾ
picketing	anger	0.456	ਪਿਕਟਿੰਗ
haughty	anger	0.456	ਹੰਕਾਰੀ
grated	anger	0.455	grated
flagrant	anger	0.455	ਚਮਕਦਾਰ
busted	anger	0.455	ਪਰਦਾਫਾਸ਼
crabby	anger	0.455	crabby
dying	anger	0.455	ਮਰਨਾ
idiocy	anger	0.455	ਮੂਰਖਤਾ
impermeable	anger	0.455	ਅਭੇਦ
stubbed	anger	0.455	ਠੋਕਰ
illegality	anger	0.455	ਗੈਰ-ਕਾਨੂੰਨੀ
veto	anger	0.455	ਵੀਟੋ
constraint	anger	0.455	ਪਾਬੰਦੀ
mislead	anger	0.455	ਗੁੰਮਰਾਹ
illicit	anger	0.455	ਨਾਜਾਇਜ਼
troublesome	anger	0.455	ਮੁਸ਼ਕਲ
clamor	anger	0.455	ਰੌਲਾ
bayonet	anger	0.453	ਬੇਯੋਨੇਟ
suppress	anger	0.453	ਦਬਾਓ
intense	anger	0.453	ਤੀਬਰ
displeased	anger	0.453	ਨਾਰਾਜ਼
disapproving	anger	0.453	ਅਸਵੀਕਾਰ
hysterical	anger	0.453	ਪਾਗਲ
struggle	anger	0.453	ਸੰਘਰਸ਼
godless	anger	0.453	ਅਧਰਮੀ
desist	anger	0.453	ਰੁਕਣਾ
usurped	anger	0.453	ਹੜੱਪ
despotism	anger	0.453	ਤਾਨਾਸ਼ਾਹੀ
disagreeing	anger	0.453	ਅਸਹਿਮਤ
bad	anger	0.453	ਬੁਰਾ
unlawful	anger	0.451	ਗੈਰ-ਕਾਨੂੰਨੀ
wrongly	anger	0.448	ਗਲਤ ਤਰੀਕੇ ਨਾਲ
repellent	anger	0.442	ਪ੍ਰਤੀਰੋਧਕ
dishonor	anger	0.441	ਬੇਇੱਜ਼ਤੀ
psychosis	anger	0.441	ਮਨੋਵਿਗਿਆਨ
wasted	anger	0.441	ਬਰਬਾਦ
wrongful	anger	0.441	ਗਲਤ
foe	anger	0.441	ਦੁਸ਼ਮਣ
aversion	anger	0.440	ਨਫ਼ਰਤ
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ਅਲਟੀਮੇਟਮ
schism	anger	0.439	ਫੁੱਟ
upset	anger	0.439	ਅਸ਼ਾਂਤ
effigy	anger	0.439	ਪੁਤਲਾ
punitive	anger	0.439	ਦੰਡਕਾਰੀ
worthless	anger	0.438	ਬੇਕਾਰ
separatist	anger	0.438	ਵੱਖਵਾਦੀ
ransom	anger	0.438	ਰਿਹਾਈ
deny	anger	0.438	ਇਨਕਾਰ
fugitive	anger	0.438	ਭਗੌੜਾ
mucked	anger	0.438	mucked
abandonment	anger	0.438	ਤਿਆਗ
irritation	anger	0.438	ਜਲਣ
deleterious	anger	0.438	ਨੁਕਸਾਨਦੇਹ
stupidity	anger	0.438	ਮੂਰਖਤਾ
segregate	anger	0.437	ਵੱਖ ਕਰਨਾ
oblivion	anger	0.437	ਭੁਲੇਖਾ
payback	anger	0.436	ਵਾਪਸੀ
incongruous	anger	0.435	ਅਸੰਗਤ
eviction	anger	0.435	ਬੇਦਖਲੀ
collusion	anger	0.432	ਮਿਲੀਭੁਗਤ
rob	anger	0.431	ਲੁੱਟ
ravenous	anger	0.429	ਭਿਆਨਕ
overrun	anger	0.429	ਓਵਰਰਨ
infidelity	anger	0.429	ਬੇਵਫ਼ਾਈ
harbinger	anger	0.426	ਹਾਰਬਿੰਗਰ
painful	anger	0.426	ਦਰਦਨਾਕ
getoverit	anger	0.426	ਇਸ ਚੋਂ ਬਾਹਰ ਆਓ
martial	anger	0.426	ਮਾਰਸ਼ਲ
rejection	anger	0.426	ਅਸਵੀਕਾਰ
incredulous	anger	0.426	ਅਵਿਸ਼ਵਾਸੀ
stupidrain	anger	0.426	ਮੂਰਖ
defense	anger	0.425	ਰੱਖਿਆ
enforce	anger	0.424	ਲਾਗੂ ਕਰੋ
commotion	anger	0.424	ਹੰਗਾਮਾ
censor	anger	0.424	ਸੈਂਸਰ
gonorrhea	anger	0.424	ਸੁਜਾਕ
fraudulent	anger	0.424	ਧੋਖੇਬਾਜ਼
unsympathetic	anger	0.424	ਹਮਦਰਦ
fallacious	anger	0.424	ਗਲਤ
greed	anger	0.424	ਲਾਲਚ
defraud	anger	0.424	ਧੋਖਾਧੜੀ
banger	anger	0.424	ਬੈਂਗਰ
concealment	anger	0.424	ਛੁਪਾਉਣਾ
fuss	anger	0.424	ਗੜਬੜ
exasperation	anger	0.424	ਗੁੱਸਾ
disobedience	anger	0.424	ਅਣਆਗਿਆਕਾਰੀ
powerful	anger	0.424	ਸ਼ਕਤੀਸ਼ਾਲੀ
discontent	anger	0.424	ਅਸੰਤੁਸ਼ਟ
indecency	anger	0.424	ਅਸ਼ਲੀਲਤਾ
sedition	anger	0.422	ਦੇਸ਼ਧ੍ਰੋਹ
deportation	anger	0.422	ਦੇਸ਼ ਨਿਕਾਲੇ
cracked	anger	0.422	ਤਿੜਕਿਆ
bang	anger	0.422	ਧਮਾਕਾ
barb	anger	0.422	ਬਾਰਬ
duel	anger	0.422	ਲੜਾਈ
sarcasm	anger	0.422	ਵਿਅੰਗ
cur	anger	0.422	ਕਰ
misrepresented	anger	0.422	ਗਲਤ ਪੇਸ਼ ਕੀਤਾ
annoyance	anger	0.422	ਪਰੇਸ਼ਾਨੀ
scar	anger	0.422	ਦਾਗ
nettle	anger	0.422	ਨੈੱਟਲ
banishment	anger	0.422	ਦੇਸ਼ ਨਿਕਾਲੇ
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ਤਪੱਸਿਆ
penetration	anger	0.422	ਪ੍ਰਵੇਸ਼
blatant	anger	0.420	ਸਪੱਸ਼ਟ
force	anger	0.418	ਫੋਰਸ
perverse	anger	0.415	ਵਿਗੜਿਆ
wring	anger	0.415	ਰਿੰਗ
bastion	anger	0.413	ਬੁਰਜ
grim	anger	0.413	ਗੰਭੀਰ
moody	anger	0.412	ਮੂਡੀ
tiff	anger	0.412	ਝਗੜਾ
nothappy	anger	0.412	ਨਾਖੁਸ਼
surly	anger	0.412	ਅਸ਼ਲੀਲ
sordid	anger	0.412	ਗੰਦੀ
hunting	anger	0.411	ਸ਼ਿਕਾਰ
indenture	anger	0.410	ਇੰਡੈਂਟਰ
forfeit	anger	0.409	ਜ਼ਬਤ
areyoukiddingme	anger	0.409	ਤੁਸੀਂ ਮੇਰੇ ਨਾਲ ਮਜ਼ਾਕ ਕਰ ਰਹੇ ਹੋ
reproach	anger	0.409	ਬਦਨਾਮੀ
sham	anger	0.409	ਸ਼ਰਮ
awful	anger	0.409	ਭਿਆਨਕ
compulsion	anger	0.409	ਮਜਬੂਰੀ
implicate	anger	0.409	ਫਸਾਉਣਾ
contradict	anger	0.409	ਵਿਰੋਧਾਭਾਸ
inept	anger	0.409	ਅਯੋਗ
supremacy	anger	0.409	ਸਰਵਉੱਚਤਾ
sneak	anger	0.409	ਛਿਪੇ
disappoint	anger	0.409	ਨਿਰਾਸ਼
blockade	anger	0.409	ਨਾਕਾਬੰਦੀ
detainee	anger	0.409	ਨਜ਼ਰਬੰਦ
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ਝੂਠ ਬੋਲਣਾ
rail	anger	0.406	ਰੇਲ
forsaken	anger	0.406	ਛੱਡ ਦਿੱਤਾ
cacophony	anger	0.406	ਕੈਕੋਫੋਨੀ
antipathy	anger	0.406	ਐਂਟੀਪੈਥੀ
wop	anger	0.406	wop
badger	anger	0.406	ਬੈਜਰ
tremor	anger	0.406	ਕੰਬਣਾ
inequality	anger	0.406	ਅਸਮਾਨਤਾ
delusion	anger	0.406	ਭਰਮ
unthinkable	anger	0.406	ਕਲਪਨਾਯੋਗ
onerous	anger	0.406	ਔਖੇ
wrongdoing	anger	0.406	ਗਲਤ ਕੰਮ
nuisance	anger	0.406	ਪਰੇਸ਼ਾਨੀ
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	ਮਹਾਂਮਾਰੀ
arguments	anger	0.404	ਦਲੀਲਾਂ
affront	anger	0.403	ਅਪਮਾਨ
traumatic	anger	0.402	ਦੁਖਦਾਈ
sodding	anger	0.400	ਸੋਡਿੰਗ
libel	anger	0.400	ਬਦਨਾਮੀ
annoys	anger	0.400	ਤੰਗ ਕਰਦਾ ਹੈ
soslow	anger	0.398	ਬਹੁਤ ਹੌਲੀ
watchout	anger	0.398	ਵੇਖ ਕੇ
frenetic	anger	0.397	ਜਨੂੰਨ
remiss	anger	0.397	remiss
barge	anger	0.396	ਬਾਰਜ
sue	anger	0.394	ਮੁਕੱਦਮਾ
keyed	anger	0.394	ਕੁੰਜੀ
actionable	anger	0.394	ਕਾਰਵਾਈਯੋਗ
extinguish	anger	0.394	ਬੁਝਾਉਣਾ
fraud	anger	0.394	ਧੋਖਾਧੜੀ
untoward	anger	0.394	ਅਣਉਚਿਤ
illegal	anger	0.394	ਗੈਰ-ਕਾਨੂੰਨੀ
nag	anger	0.394	ਨਾਗ
boxing	anger	0.394	ਮੁੱਕੇਬਾਜ਼ੀ
confiscate	anger	0.394	ਜ਼ਬਤ
howl	anger	0.394	ਚੀਕਣਾ
whatsthepoint	anger	0.394	ਕੀ ਬਿੰਦੂ
rabble	anger	0.394	ਹਾਹਾਕਾਰ
unfriendly	anger	0.394	ਗੈਰ-ਦੋਸਤਾਨਾ
disrespect	anger	0.394	ਨਿਰਾਦਰ
dangit	anger	0.394	ਡਾਂਗਿਟ
brimstone	anger	0.392	ਗੰਧਕ
dissolution	anger	0.391	ਭੰਗ
rigged	anger	0.391	ਧਾਂਦਲੀ
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ਭੂਚਾਲ
argh	anger	0.391	ਅਰਘ
pique	anger	0.391	pique
recklessness	anger	0.391	ਲਾਪਰਵਾਹੀ
disagree	anger	0.389	ਅਸਹਿਮਤ
lawsuit	anger	0.386	ਮੁਕੱਦਮੇ
disused	anger	0.382	ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕੀਤੀ ਗਈ
despair	anger	0.382	ਨਿਰਾਸ਼ਾ
immorality	anger	0.382	ਅਨੈਤਿਕਤਾ
coerce	anger	0.379	ਜ਼ਬਰਦਸਤੀ
firstworldprobs	anger	0.379	ਪਹਿਲੀ ਸੰਸਾਰ ਦੀਆਂ ਸੰਭਾਵਨਾਵਾਂ
touchy	anger	0.379	ਛੂਹਣ ਵਾਲਾ
pokes	anger	0.379	ਪੋਕਸ
falsification	anger	0.379	ਝੂਠਾ
rifle	anger	0.379	ਰਾਈਫਲ
sizzle	anger	0.379	ਸਿਜ਼ਲ
incurable	anger	0.379	ਲਾਇਲਾਜ
difficulty	anger	0.379	ਮੁਸ਼ਕਲ
