English Word	Emotion	Emotion-Intensity-Score	Japanese Word
busted	anger	0.455	逮捕された
crabby	anger	0.455	ずんぐりした
dying	anger	0.455	死んでいる
idiocy	anger	0.455	白痴
impermeable	anger	0.455	不浸透性
stubbed	anger	0.455	突き刺した
illegality	anger	0.455	違法
veto	anger	0.455	拒否
constraint	anger	0.455	制約
mislead	anger	0.455	誤解を招く
illicit	anger	0.455	違法
troublesome	anger	0.455	面倒な
clamor	anger	0.455	喧騒
bayonet	anger	0.453	銃剣
suppress	anger	0.453	抑える
intense	anger	0.453	集中
displeased	anger	0.453	不機嫌な
disapproving	anger	0.453	不承認
hysterical	anger	0.453	ヒステリックな
struggle	anger	0.453	闘争
godless	anger	0.453	無神論者
desist	anger	0.453	やめる
usurped	anger	0.453	奪われた
despotism	anger	0.453	専制政治
disagreeing	anger	0.453	同意しない
bad	anger	0.453	悪い
unlawful	anger	0.451	違法
wrongly	anger	0.448	間違って
repellent	anger	0.442	忌避剤
dishonor	anger	0.441	不名誉
psychosis	anger	0.441	精神病
wasted	anger	0.441	無駄な
wrongful	anger	0.441	不当な
foe	anger	0.441	敵
aversion	anger	0.440	嫌悪
gahhh	anger	0.439	ふふふ
knuckles	anger	0.439	ナックル
ultimatum	anger	0.439	最後通牒
schism	anger	0.439	分裂
upset	anger	0.439	動揺
effigy	anger	0.439	彫像
punitive	anger	0.439	懲罰的な
worthless	anger	0.438	価値のない
separatist	anger	0.438	分離主義者
ransom	anger	0.438	身代金
deny	anger	0.438	拒否
fugitive	anger	0.438	逃亡者
mucked	anger	0.438	いじった
abandonment	anger	0.438	放棄
irritation	anger	0.438	刺激
deleterious	anger	0.438	有害な
stupidity	anger	0.438	愚かさ
segregate	anger	0.437	分離する
oblivion	anger	0.437	忘却
payback	anger	0.436	返済
incongruous	anger	0.435	違和感のある
eviction	anger	0.435	立ち退き
collusion	anger	0.432	共謀
rob	anger	0.431	奪う
ravenous	anger	0.429	貪欲な
overrun	anger	0.429	オーバーラン
infidelity	anger	0.429	不貞
harbinger	anger	0.426	前触れ
painful	anger	0.426	痛い
getoverit	anger	0.426	getoverit
martial	anger	0.426	武道
rejection	anger	0.426	拒絶
incredulous	anger	0.426	信じられない
stupidrain	anger	0.426	愚かな雨
defense	anger	0.425	防衛
enforce	anger	0.424	強制する
commotion	anger	0.424	騒ぎ
censor	anger	0.424	検閲
gonorrhea	anger	0.424	淋病
fraudulent	anger	0.424	詐欺的な
unsympathetic	anger	0.424	思いやりがない
fallacious	anger	0.424	虚偽の
greed	anger	0.424	貪欲
defraud	anger	0.424	だまし取る
banger	anger	0.424	バンガー
concealment	anger	0.424	隠蔽
fuss	anger	0.424	大騒ぎ
exasperation	anger	0.424	激怒
disobedience	anger	0.424	不従順
powerful	anger	0.424	パワフル
discontent	anger	0.424	不満
indecency	anger	0.424	わいせつ
sedition	anger	0.422	扇動
deportation	anger	0.422	国外追放
cracked	anger	0.422	割れた
bang	anger	0.422	強打
barb	anger	0.422	バーブ
duel	anger	0.422	決闘
sarcasm	anger	0.422	皮肉
cur	anger	0.422	現在
misrepresented	anger	0.422	誤解された
annoyance	anger	0.422	迷惑
scar	anger	0.422	傷跡
nettle	anger	0.422	イラクサ
banishment	anger	0.422	追放
snubbed	anger	0.422	こすられた
penitentiary	anger	0.422	刑務所
penetration	anger	0.422	浸透
blatant	anger	0.420	露骨な
force	anger	0.418	力
perverse	anger	0.415	ひねくれた
wring	anger	0.415	絞る
bastion	anger	0.413	砦
grim	anger	0.413	厳しい
moody	anger	0.412	不機嫌な
tiff	anger	0.412	ティフ
nothappy	anger	0.412	満足していない
surly	anger	0.412	無愛想
sordid	anger	0.412	汚い
hunting	anger	0.411	狩猟
indenture	anger	0.410	年季奉公
forfeit	anger	0.409	没収
areyoukiddingme	anger	0.409	私をからかってるの
reproach	anger	0.409	非難する
sham	anger	0.409	偽物
awful	anger	0.409	最悪
compulsion	anger	0.409	強制
implicate	anger	0.409	巻き込む
contradict	anger	0.409	矛盾する
inept	anger	0.409	不器用
supremacy	anger	0.409	覇権
sneak	anger	0.409	こっそり
disappoint	anger	0.409	がっかりする
blockade	anger	0.409	封鎖
detainee	anger	0.409	被拘禁者
cantwin	anger	0.409	キャンツイン
squelch	anger	0.409	スケルチ
lying	anger	0.408	横たわっている
rail	anger	0.406	レール
forsaken	anger	0.406	見捨てられた
cacophony	anger	0.406	不協和音
antipathy	anger	0.406	反感
wop	anger	0.406	ワップ
badger	anger	0.406	狸
tremor	anger	0.406	身震い
inequality	anger	0.406	不平等
delusion	anger	0.406	妄想
unthinkable	anger	0.406	考えられない
onerous	anger	0.406	面倒な
wrongdoing	anger	0.406	不正行為
nuisance	anger	0.406	迷惑
scrapie	anger	0.406	スクレイピー
epidemic	anger	0.406	伝染病
arguments	anger	0.404	引数
affront	anger	0.403	侮辱
traumatic	anger	0.402	外傷性
sodding	anger	0.400	芝刈り
libel	anger	0.400	中傷
annoys	anger	0.400	イライラする
soslow	anger	0.398	とても遅いです
watchout	anger	0.398	気を付けて
frenetic	anger	0.397	熱狂的な
remiss	anger	0.397	怠ける
barge	anger	0.396	はしけ
sue	anger	0.394	訴える
keyed	anger	0.394	キー付き
actionable	anger	0.394	実行可能
extinguish	anger	0.394	消火
fraud	anger	0.394	詐欺
untoward	anger	0.394	不都合な
illegal	anger	0.394	違法
nag	anger	0.394	しつこい
boxing	anger	0.394	ボクシング
confiscate	anger	0.394	没収する
howl	anger	0.394	遠吠え
whatsthepoint	anger	0.394	ポイントは何ですか
rabble	anger	0.394	ガラガラ
unfriendly	anger	0.394	不親切な
disrespect	anger	0.394	無礼
dangit	anger	0.394	ダンギット
brimstone	anger	0.392	ブリムストーン
dissolution	anger	0.391	解散
rigged	anger	0.391	装備された
grrrrr	anger	0.391	ぐうぐう
earthquake	anger	0.391	地震
argh	anger	0.391	ああああ
pique	anger	0.391	ピケ
recklessness	anger	0.391	無謀
disagree	anger	0.389	同意しない
lawsuit	anger	0.386	訴訟
disused	anger	0.382	使われなくなった
despair	anger	0.382	絶望
immorality	anger	0.382	不道徳
coerce	anger	0.379	強制する
firstworldprobs	anger	0.379	ファーストワールドプロブス
touchy	anger	0.379	敏感
pokes	anger	0.379	突く
falsification	anger	0.379	改ざん
rifle	anger	0.379	ライフル
sizzle	anger	0.379	シズル
incurable	anger	0.379	不治の病
difficulty	anger	0.379	困難
sore	anger	0.379	痛み
picket	anger	0.378	ピケット
concussion	anger	0.377	脳震盪
stuckup	anger	0.375	立ち往生
militia	anger	0.375	民兵
rawr	anger	0.375	生
faulty	anger	0.375	故障した
sly	anger	0.375	ずるい
disillusionment	anger	0.375	幻滅
petpeeve	anger	0.375	人をむかつかせること
pitfall	anger	0.375	落とし穴
infantile	anger	0.375	乳児
pessimism	anger	0.375	悲観論
remand	anger	0.375	差戻し
cannon	anger	0.375	大砲
vindicate	anger	0.371	立証する
inhibit	anger	0.371	阻害する
distressing	anger	0.371	悲惨な
nepotism	anger	0.371	縁故主義
schizophrenia	anger	0.369	統合失調症
skewed	anger	0.368	歪んだ
disreputable	anger	0.368	評判の悪い
forbidding	anger	0.368	禁じる
conquest	anger	0.367	征服
bark	anger	0.365	吠える
leukemia	anger	0.365	白血病
disapprove	anger	0.364	不承認
warrior	anger	0.364	戦士
barks	anger	0.364	吠える
retarded	anger	0.364	遅れた
unhappy	anger	0.364	不幸
burke	anger	0.364	バーク
challenge	anger	0.364	チャレンジ
belt	anger	0.364	ベルト
litigate	anger	0.359	訴訟を起こす
paucity	anger	0.359	不足
opinionated	anger	0.359	独断
disliked	anger	0.359	嫌い
aftermath	anger	0.359	余波
restriction	anger	0.359	制限
cad	anger	0.359	CAD
incompetence	anger	0.359	無能
loudness	anger	0.359	ラウドネス
broken	anger	0.359	壊れた
polemic	anger	0.359	論争
sectarian	anger	0.359	宗派
controversial	anger	0.359	物議を醸す
interrupting	anger	0.358	中断中
fussy	anger	0.357	うるさい
wench	anger	0.353	田舎娘
remove	anger	0.351	削除する
brat	anger	0.351	ガキ
gruff	anger	0.351	がぶがぶ
misbehavior	anger	0.351	不正行為
scarcity	anger	0.350	希少性
losing	anger	0.349	負け
stigma	anger	0.348	スティグマ
deserted	anger	0.348	さびれた
timewasters	anger	0.348	時間の無駄な人
disagreement	anger	0.348	不一致
defect	anger	0.348	欠陥
hardened	anger	0.348	硬化した
lie	anger	0.348	嘘
ulcer	anger	0.348	潰瘍
retract	anger	0.348	引っ込める
untrustworthy	anger	0.348	信頼できない
pest	anger	0.348	害虫
disappointed	anger	0.348	残念だった
bias	anger	0.345	バイアス
negation	anger	0.344	否定
bothering	anger	0.344	迷惑
stripped	anger	0.344	剥ぎ取られた
antisocial	anger	0.344	反社会的
pirate	anger	0.344	海賊
stingy	anger	0.344	ケチな
shoddy	anger	0.344	見掛け倒し
unreliable	anger	0.344	信頼できない
shaky	anger	0.344	揺れる
misleading	anger	0.344	誤解を招く
unsettled	anger	0.344	未定
evade	anger	0.344	回避
anxiety	anger	0.344	不安
disclaim	anger	0.344	免責
deterioration	anger	0.344	劣化
impotence	anger	0.344	インポテンス
interminable	anger	0.343	途方もない
disease	anger	0.341	疾患
meddle	anger	0.341	おせっかい
warp	anger	0.340	ワープ
averse	anger	0.338	嫌悪
infamous	anger	0.338	悪名高い
alcoholism	anger	0.338	アルコール依存症
row	anger	0.337	行
staticky	anger	0.336	静的
illegitimate	anger	0.333	違法な
encumbrance	anger	0.333	負担
witchcraft	anger	0.333	魔術
interrupt	anger	0.333	割り込み
scorpion	anger	0.333	サソリ
ill	anger	0.333	病気
sinner	anger	0.331	罪人
inconsiderate	anger	0.329	思いやりがない
hulk	anger	0.329	ハルク
prohibited	anger	0.328	禁止
dashed	anger	0.328	破線
brrr	anger	0.328	ぶるぶる
fib	anger	0.328	フィブ
disqualified	anger	0.328	失格
spammers	anger	0.328	スパマー
phony	anger	0.328	偽物
tighten	anger	0.328	締める
dislocated	anger	0.328	脱臼
scapegoat	anger	0.328	スケープゴート
victim	anger	0.328	被害者
opponent	anger	0.328	相手
hiss	anger	0.328	ヒス
crusade	anger	0.328	聖戦
grumpy	anger	0.328	不機嫌な
resisting	anger	0.328	抵抗する
inappropriate	anger	0.324	不適切
haye	anger	0.324	ヘイ
loss	anger	0.324	損失
trickery	anger	0.324	策略
eschew	anger	0.324	避ける
neglected	anger	0.324	無視された
canker	anger	0.323	潰瘍
muff	anger	0.318	マフ
crunch	anger	0.318	噛み砕く
duplicity	anger	0.318	二枚舌
criticism	anger	0.318	批判
queues	anger	0.318	キュー
shriek	anger	0.316	悲鳴
depreciate	anger	0.315	減価償却する
dismissal	anger	0.312	解任
chaff	anger	0.312	チャフ
dramaqueen	anger	0.312	ドラマのヒロイン
poverty	anger	0.312	貧困
carelessness	anger	0.312	不注意
deflate	anger	0.312	空気を抜く
dumps	anger	0.312	ダンプ
dupe	anger	0.312	だます
mortality	anger	0.312	死亡
revving	anger	0.309	回転する
disallowed	anger	0.308	許可されていない
boisterous	anger	0.307	騒々しい
thoughtless	anger	0.307	思慮のない
burial	anger	0.304	埋葬
wince	anger	0.303	ひるむ
theocratic	anger	0.303	神権的な
sullen	anger	0.303	むっつり
involution	anger	0.300	退縮
misuse	anger	0.297	悪用
taxed	anger	0.297	課税された
senseless	anger	0.297	無意味
talons	anger	0.297	鉤爪
stalemate	anger	0.297	膠着状態
getyourown	anger	0.297	自分自身の〜を手に入れます
hoax	anger	0.297	でっち上げ
depreciated	anger	0.297	減価償却した
depressed	anger	0.297	うつ病
wasteful	anger	0.297	もったいない
paralysis	anger	0.295	麻痺
displaced	anger	0.294	移動した
limited	anger	0.292	限定
disapointment	anger	0.290	失望
orc	anger	0.289	オーク
ridiculous	anger	0.289	ばかげている
homeless	anger	0.288	ホームレス
spine	anger	0.288	脊椎
teasing	anger	0.288	からかい
presumptuous	anger	0.288	おこがましい
react	anger	0.288	反応する
sharpen	anger	0.288	研ぐ
barrier	anger	0.287	バリア
hoot	anger	0.287	やじる
twitchy	anger	0.287	けいれん
myopia	anger	0.283	近視
flexin	anger	0.281	フレクシン
lagging	anger	0.281	遅れている
contraband	anger	0.281	密輸品
incompatible	anger	0.281	非互換
shiver	anger	0.281	震える
spam	anger	0.281	スパム
agh	anger	0.281	ああああ
disconnects	anger	0.281	切断する
delinquent	anger	0.281	滞納者
restitution	anger	0.281	返還
foray	anger	0.279	進出
troll	anger	0.279	トロール
unfairness	anger	0.279	不公平
buffering	anger	0.279	バッファリング
noncompliance	anger	0.279	コンプライアンス違反
nether	anger	0.278	ネザー
bogus	anger	0.273	偽物
immaturity	anger	0.273	未熟さ
uncaring	anger	0.273	無関心
bugaboo	anger	0.273	バガブー
feisty	anger	0.269	元気な
shock	anger	0.269	ショック
humbug	anger	0.266	詐欺師
notamorningperson	anger	0.266	ない朝の人
feminism	anger	0.266	フェミニズム
inoperative	anger	0.266	動作不能
bear	anger	0.266	くま
inconvenient	anger	0.266	不便
latent	anger	0.266	潜在
defendant	anger	0.266	被告
nopoint	anger	0.266	意味が無い
rapping	anger	0.266	ラッピング
pry	anger	0.266	こじ開ける
quandary	anger	0.266	困惑
interrupts	anger	0.265	割り込み
fluctuation	anger	0.265	変動
exaggerate	anger	0.263	誇張する
lose	anger	0.261	失う
patter	anger	0.258	パタパタ
furnace	anger	0.258	炉
stone	anger	0.258	結石
tease	anger	0.258	からかう
shoplifting	anger	0.258	万引き
soldier	anger	0.258	兵隊
incompetent	anger	0.257	無能
indoctrination	anger	0.255	教化
rocket	anger	0.250	ロケット
skid	anger	0.250	スキッド
noisy	anger	0.250	うるさい
notoriety	anger	0.250	悪評
cane	anger	0.250	杖
unfollow	anger	0.250	フォローをやめる
tripping	anger	0.250	つまずく
attentionseeker	anger	0.250	注目を集める人
mastery	anger	0.250	習熟
socialist	anger	0.250	社会主義者
falsehood	anger	0.250	虚偽
complicate	anger	0.250	複雑な
lawyer	anger	0.250	法律家
untrue	anger	0.250	嘘
nonsense	anger	0.250	ナンセンス
pouting	anger	0.250	ふくれっ面
witch	anger	0.242	魔女
detract	anger	0.242	損なう
obstacle	anger	0.242	障害
halter	anger	0.242	ホルター
fenced	anger	0.242	フェンスで囲まれた
capslock	anger	0.242	キャップスロック
dontunderstand	anger	0.242	わからない
vampire	anger	0.242	吸血鬼
ringer	anger	0.242	呼び出し音
frowning	anger	0.239	しかめっ面
saber	anger	0.238	セイバー
hunger	anger	0.235	飢え
shell	anger	0.234	シェル
wokemeup	anger	0.234	ウェイクアップ
recession	anger	0.234	不況
failing	anger	0.234	失敗する
dabbling	anger	0.234	手を出す
politics	anger	0.234	政治
lava	anger	0.234	溶岩
rascal	anger	0.234	ラスカル
imtryingtosleep	anger	0.234	寝ようとしている
tariff	anger	0.234	関税
undesirable	anger	0.231	望ましくない
darkness	anger	0.227	暗闇
versus	anger	0.227	対
copycat	anger	0.227	模倣者
resign	anger	0.227	辞任
soaked	anger	0.226	ずぶ濡れ
unfulfilled	anger	0.225	満たされていない
abandoned	anger	0.222	放棄された
unattainable	anger	0.221	達成不可能
owing	anger	0.221	借りている
bankruptcy	anger	0.221	倒産
misconception	anger	0.219	誤解
tool	anger	0.219	道具
warden	anger	0.219	看守
compress	anger	0.219	圧縮する
mosquito	anger	0.219	蚊
whiny	anger	0.219	泣き言
somethingigetalot	anger	0.219	何かイタロット
confusion	anger	0.219	錯乱
unhelpful	anger	0.219	役に立たない
twitching	anger	0.219	けいれん
nosey	anger	0.213	おせっかいな
overpriced	anger	0.212	高値
adder	anger	0.212	加算器
harry	anger	0.212	ハリー
shortage	anger	0.212	不足
melodrama	anger	0.212	メロドラマ
possession	anger	0.206	所持
desert	anger	0.206	荒野
overplayed	anger	0.206	やり過ぎた
unpaid	anger	0.203	未払い
powerless	anger	0.203	無力
sentence	anger	0.203	文
inefficient	anger	0.203	非効率的な
arraignment	anger	0.203	罪状認否
pout	anger	0.203	ふくれっ面
unlucky	anger	0.203	不運
rook	anger	0.203	ルーク
backbone	anger	0.203	背骨
uninvited	anger	0.203	招待されていない
court	anger	0.199	裁判所
endless	anger	0.198	エンドレス
adverts	anger	0.197	広告
distracted	anger	0.197	気を散らす
delay	anger	0.197	遅れ
misstatement	anger	0.197	虚偽表示
misunderstanding	anger	0.195	誤解
inadmissible	anger	0.191	容認できない
excite	anger	0.191	エキサイト
lightning	anger	0.189	雷
preclude	anger	0.188	排除する
mournful	anger	0.188	悲しげな
insecure	anger	0.188	安全でない
incase	anger	0.188	万一に備えて
mutter	anger	0.182	つぶやく
pare	anger	0.182	パレ
rating	anger	0.182	評価
claimant	anger	0.182	請求者
insist	anger	0.182	主張
mistress	anger	0.182	愛人
distracting	anger	0.182	気を散らす
opium	anger	0.180	あへん
deserve	anger	0.176	値する
willful	anger	0.176	わざと
treat	anger	0.175	扱う
insists	anger	0.175	主張する
excitation	anger	0.172	励起
mighty	anger	0.172	強大な
liberate	anger	0.172	解放する
indecisive	anger	0.172	優柔不断
hormonal	anger	0.172	ホルモン
peice	anger	0.172	ピース
gibberish	anger	0.172	ちんぷんかんぷん
misplace	anger	0.172	置き忘れ
fee	anger	0.172	費用
thanksalot	anger	0.172	どうもありがとう
fleece	anger	0.172	フリース
yelp	anger	0.168	怒鳴る
mule	anger	0.167	ラバ
unequal	anger	0.167	不平等
hamstring	anger	0.167	ハムストリングス
bargaining	anger	0.167	交渉
insufficiency	anger	0.167	不足
insignificant	anger	0.167	取るに足らない
attentionseekers	anger	0.163	注目を求める人
coop	anger	0.156	コープ
rheumatism	anger	0.156	リウマチ
forearm	anger	0.156	前腕部
indifference	anger	0.156	無関心
underpaid	anger	0.152	薄給
involvement	anger	0.152	関与
justthebeginning	anger	0.152	ほんの始まり
disinformation	anger	0.152	偽情報
uncertain	anger	0.152	不確実
