English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
disagreeing	anger	0.453	pa dakò
bad	anger	0.453	move
unlawful	anger	0.451	ilegal
wrongly	anger	0.448	mal
repellent	anger	0.442	repouse
dishonor	anger	0.441	dezonore
psychosis	anger	0.441	sikoz
wasted	anger	0.441	gaspiye
wrongful	anger	0.441	mal
foe	anger	0.441	lènmi
aversion	anger	0.440	degoutans
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	jwenti
ultimatum	anger	0.439	iltimatòm
schism	anger	0.439	schism
upset	anger	0.439	fache
effigy	anger	0.439	efiji
punitive	anger	0.439	pinitif
worthless	anger	0.438	san valè
separatist	anger	0.438	separatis
ransom	anger	0.438	ranson
deny	anger	0.438	refize
fugitive	anger	0.438	sove
mucked	anger	0.438	mucked
abandonment	anger	0.438	abandon
irritation	anger	0.438	iritasyon
deleterious	anger	0.438	danjere
stupidity	anger	0.438	sòt
segregate	anger	0.437	separe
oblivion	anger	0.437	oubli
payback	anger	0.436	ranbousman
incongruous	anger	0.435	incongruous
eviction	anger	0.435	degèpisman
collusion	anger	0.432	konplisite
rob	anger	0.431	vòlè
ravenous	anger	0.429	devoran
overrun	anger	0.429	depase
infidelity	anger	0.429	enfidelite
harbinger	anger	0.426	prezaj
painful	anger	0.426	douloure
getoverit	anger	0.426	getoverit
martial	anger	0.426	masyal
rejection	anger	0.426	rejè
incredulous	anger	0.426	enkwayan
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	defans
enforce	anger	0.424	fè respekte
commotion	anger	0.424	konmosyon
censor	anger	0.424	sansi
gonorrhea	anger	0.424	gonore
fraudulent	anger	0.424	fwod
unsympathetic	anger	0.424	san konpatib
fallacious	anger	0.424	fo
greed	anger	0.424	Evaris
defraud	anger	0.424	fwod
banger	anger	0.424	banger
concealment	anger	0.424	kache
fuss	anger	0.424	meli melo
exasperation	anger	0.424	egzasperasyon
disobedience	anger	0.424	dezobeyisans
powerful	anger	0.424	pwisan
discontent	anger	0.424	mekontantman
indecency	anger	0.424	endesans
sedition	anger	0.422	sedisyon
deportation	anger	0.422	depòtasyon
cracked	anger	0.422	fann
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	lut
sarcasm	anger	0.422	sarkasm
cur	anger	0.422	kou
misrepresented	anger	0.422	mal reprezante
annoyance	anger	0.422	anmèdman
scar	anger	0.422	mak
nettle	anger	0.422	orti
banishment	anger	0.422	depòte
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penitansye
penetration	anger	0.422	pénétration
blatant	anger	0.420	flagran
force	anger	0.418	fòs
perverse	anger	0.415	perverse
wring	anger	0.415	tòde
bastion	anger	0.413	bastion
grim	anger	0.413	sombre
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	pa kontan
surly	anger	0.412	mawon
sordid	anger	0.412	sordid
hunting	anger	0.411	lachas
indenture	anger	0.410	kontradiksyon
forfeit	anger	0.409	pèdi
areyoukiddingme	anger	0.409	èske w ap pran mwen
reproach	anger	0.409	repwoche
sham	anger	0.409	tronpe
awful	anger	0.409	terib
compulsion	anger	0.409	fòse
implicate	anger	0.409	enplike
contradict	anger	0.409	kontredi
inept	anger	0.409	inepte
supremacy	anger	0.409	sipremasi
sneak	anger	0.409	fofile
disappoint	anger	0.409	desevwa
blockade	anger	0.409	blokaj
detainee	anger	0.409	prizonye
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	bay manti
rail	anger	0.406	ray
forsaken	anger	0.406	abandone
cacophony	anger	0.406	kakofoni
antipathy	anger	0.406	antipati
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	tranbleman
inequality	anger	0.406	inegalite
delusion	anger	0.406	awogans
unthinkable	anger	0.406	enkwayab
onerous	anger	0.406	onèr
wrongdoing	anger	0.406	move aksyon
nuisance	anger	0.406	nwuizans
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	trapan
arguments	anger	0.404	agiman
affront	anger	0.403	afwont
traumatic	anger	0.402	twomatik
sodding	anger	0.400	sodding
libel	anger	0.400	difamasyon
annoys	anger	0.400	anbete
soslow	anger	0.398	soslow
watchout	anger	0.398	atansyon
frenetic	anger	0.397	frenetik
remiss	anger	0.397	neglijans
barge	anger	0.396	chalan
sue	anger	0.394	lajistis
keyed	anger	0.394	klete
actionable	anger	0.394	aksyonab
extinguish	anger	0.394	etenn
fraud	anger	0.394	fwod
untoward	anger	0.394	dezagreyab
illegal	anger	0.394	ilegal
nag	anger	0.394	nag
boxing	anger	0.394	boksè
confiscate	anger	0.394	konfiske
howl	anger	0.394	kriye
whatsthepoint	anger	0.394	ki pwen
rabble	anger	0.394	foul moun
unfriendly	anger	0.394	pa zanmitay
disrespect	anger	0.394	mank respè
dangit	anger	0.394	dangit
brimstone	anger	0.392	souf
dissolution	anger	0.391	yap divòse
rigged	anger	0.391	truke
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	tranbleman tè
argh	anger	0.391	argh
pique	anger	0.391	pike
recklessness	anger	0.391	ensousyan
disagree	anger	0.389	pa dakò
lawsuit	anger	0.386	pwosè
disused	anger	0.382	dezolize
despair	anger	0.382	dezespwa
immorality	anger	0.382	imoralite
coerce	anger	0.379	fòse
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touche
pokes	anger	0.379	pike
falsification	anger	0.379	falsifikasyon
rifle	anger	0.379	fizi
sizzle	anger	0.379	siple
incurable	anger	0.379	incurable
difficulty	anger	0.379	difikilte
sore	anger	0.379	fè mal
picket	anger	0.378	pikèt
concussion	anger	0.377	chòk
stuckup	anger	0.375	kole
militia	anger	0.375	milisyen
rawr	anger	0.375	rawr
faulty	anger	0.375	defo
sly	anger	0.375	sounwa
disillusionment	anger	0.375	desepsyon
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	pyèj
infantile	anger	0.375	timoun
pessimism	anger	0.375	pesimis
remand	anger	0.375	ranvwa
cannon	anger	0.375	kanon
vindicate	anger	0.371	revandike
inhibit	anger	0.371	anpeche
distressing	anger	0.371	detrès
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	eskizofreni
skewed	anger	0.368	dekonpoze
disreputable	anger	0.368	dezagreyab
forbidding	anger	0.368	entèdi
conquest	anger	0.367	konkèt
bark	anger	0.365	jape
leukemia	anger	0.365	lesemi
disapprove	anger	0.364	dezapwouve
warrior	anger	0.364	vanyan sòlda
barks	anger	0.364	jape
retarded	anger	0.364	retade
unhappy	anger	0.364	kontan
burke	anger	0.364	burke
challenge	anger	0.364	defi
belt	anger	0.364	sentiwon
litigate	anger	0.359	litige
paucity	anger	0.359	povrete
opinionated	anger	0.359	opinyon
disliked	anger	0.359	pa renmen
aftermath	anger	0.359	konsekans
restriction	anger	0.359	restriksyon
cad	anger	0.359	kad
incompetence	anger	0.359	enkonpetans
loudness	anger	0.359	loudness
broken	anger	0.359	kase
polemic	anger	0.359	polemik
sectarian	anger	0.359	sèktè
controversial	anger	0.359	kontwovèsyal
interrupting	anger	0.358	entèwonp
fussy	anger	0.357	rechiya
wench	anger	0.353	jenn gason
remove	anger	0.351	retire
brat	anger	0.351	brat
gruff	anger	0.351	boug
misbehavior	anger	0.351	move konpòtman
scarcity	anger	0.350	rate
losing	anger	0.349	pèdi
stigma	anger	0.348	stigma
deserted	anger	0.348	dezète
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	dezakò
defect	anger	0.348	defo
hardened	anger	0.348	fè tèt di toujou
lie	anger	0.348	bay manti
ulcer	anger	0.348	ilsè
retract	anger	0.348	retire
untrustworthy	anger	0.348	enkonfians
pest	anger	0.348	ensèk nuizib
disappointed	anger	0.348	desi
bias	anger	0.345	patipri
negation	anger	0.344	negasyon
bothering	anger	0.344	deranje
stripped	anger	0.344	dezabiye
antisocial	anger	0.344	antisosyal
pirate	anger	0.344	bato
stingy	anger	0.344	chich
shoddy	anger	0.344	move
unreliable	anger	0.344	enfidèl
shaky	anger	0.344	tranble
misleading	anger	0.344	twonpe
unsettled	anger	0.344	deranje
evade	anger	0.344	evade
anxiety	anger	0.344	enkyetid
disclaim	anger	0.344	renonse
deterioration	anger	0.344	deteryorasyon
impotence	anger	0.344	enpotans
interminable	anger	0.343	entèminab
disease	anger	0.341	maladi
meddle	anger	0.341	mele
warp	anger	0.340	chèn
averse	anger	0.338	advèrsèr
infamous	anger	0.338	trist
alcoholism	anger	0.338	alkòl
row	anger	0.337	ranje
staticky	anger	0.336	estatik
illegitimate	anger	0.333	ilejitim
encumbrance	anger	0.333	encombrance
witchcraft	anger	0.333	maji
interrupt	anger	0.333	entèwonp
scorpion	anger	0.333	eskòpyon
ill	anger	0.333	malad
sinner	anger	0.331	pechè
inconsiderate	anger	0.329	enkonsidere
hulk	anger	0.329	montay
prohibited	anger	0.328	entèdi
dashed	anger	0.328	tirè
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskalifye
spammers	anger	0.328	spame yo
phony	anger	0.328	fo
tighten	anger	0.328	sere boulon
dislocated	anger	0.328	deplase
scapegoat	anger	0.328	bouk kabrit
victim	anger	0.328	viktim
opponent	anger	0.328	advèsè
hiss	anger	0.328	sifle
crusade	anger	0.328	kwazad
grumpy	anger	0.328	mosad
resisting	anger	0.328	reziste
inappropriate	anger	0.324	pa apwopriye
haye	anger	0.324	haye
loss	anger	0.324	pèt
trickery	anger	0.324	riz
eschew	anger	0.324	evite
neglected	anger	0.324	neglije
canker	anger	0.323	chank
muff	anger	0.318	manchèt
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplisite
criticism	anger	0.318	kritik
queues	anger	0.318	ke moun kap kriye
shriek	anger	0.316	rèl
depreciate	anger	0.315	depresyasyon
dismissal	anger	0.312	ranvwa
chaff	anger	0.312	pay
dramaqueen	anger	0.312	dramakèn
poverty	anger	0.312	povrete
carelessness	anger	0.312	neglijans
deflate	anger	0.312	degonfle
dumps	anger	0.312	pil fatra
dupe	anger	0.312	twonpe
mortality	anger	0.312	mòtalite
revving	anger	0.309	revving
disallowed	anger	0.308	anile
boisterous	anger	0.307	briyan
thoughtless	anger	0.307	san reflechi
burial	anger	0.304	antèman
wince	anger	0.303	grimade
theocratic	anger	0.303	teyokratik
sullen	anger	0.303	mòso
involution	anger	0.300	envolusyon
misuse	anger	0.297	move itilizasyon
taxed	anger	0.297	takse
senseless	anger	0.297	san sans
talons	anger	0.297	talon
stalemate	anger	0.297	enpas
getyourown	anger	0.297	getyourown
hoax	anger	0.297	fo
depreciated	anger	0.297	depresyasyon
depressed	anger	0.297	deprime
wasteful	anger	0.297	gaspiyaj
paralysis	anger	0.295	paralizi
displaced	anger	0.294	deplase
limited	anger	0.292	limite
disapointment	anger	0.290	desepsyon
orc	anger	0.289	ork
ridiculous	anger	0.289	ridikil
homeless	anger	0.288	san kay
spine	anger	0.288	kolòn vètebral
teasing	anger	0.288	takine
presumptuous	anger	0.288	presumptuous
react	anger	0.288	reyaji
sharpen	anger	0.288	file
barrier	anger	0.287	baryè
hoot	anger	0.287	kriye
twitchy	anger	0.287	twitch
myopia	anger	0.283	myopya
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	kontrebann
incompatible	anger	0.281	enkonpatib
shiver	anger	0.281	tranble
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	dekonekte
delinquent	anger	0.281	delenkan
restitution	anger	0.281	restitisyon
foray	anger	0.279	ankèt
troll	anger	0.279	trol
unfairness	anger	0.279	enjistis
buffering	anger	0.279	tanpon
noncompliance	anger	0.279	non-konpliyans
nether	anger	0.278	nether
bogus	anger	0.273	fos
immaturity	anger	0.273	immaturite
uncaring	anger	0.273	san swen
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	chòk
humbug	anger	0.266	enbesil
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminis
inoperative	anger	0.266	inoperativ
bear	anger	0.266	lous
inconvenient	anger	0.266	enkonvenyan
latent	anger	0.266	inaktif
defendant	anger	0.266	akize
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rape
pry	anger	0.266	pry
quandary	anger	0.266	dile
interrupts	anger	0.265	entèwonp
fluctuation	anger	0.265	fluctuation
exaggerate	anger	0.263	egzajere
lose	anger	0.261	pèdi
patter	anger	0.258	bato
furnace	anger	0.258	founo
stone	anger	0.258	wòch
tease	anger	0.258	toumante
shoplifting	anger	0.258	vòl nan boutik
soldier	anger	0.258	sòlda
incompetent	anger	0.257	enkonpetan
indoctrination	anger	0.255	andoktrinman
rocket	anger	0.250	fize
skid	anger	0.250	glise
noisy	anger	0.250	fè bwi
notoriety	anger	0.250	notoryete
cane	anger	0.250	kann
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	moun k ap chèche atansyon
mastery	anger	0.250	metriz
socialist	anger	0.250	sosyalis
falsehood	anger	0.250	manti
complicate	anger	0.250	konplike
lawyer	anger	0.250	avoka
untrue	anger	0.250	pa vre
nonsense	anger	0.250	tenten
pouting	anger	0.250	boude
witch	anger	0.242	sòsyè
detract	anger	0.242	detounen
obstacle	anger	0.242	obstak
halter	anger	0.242	halter
fenced	anger	0.242	klotire
capslock	anger	0.242	Majiskil
dontunderstand	anger	0.242	pa konprann
vampire	anger	0.242	vanpir
ringer	anger	0.242	sonri
frowning	anger	0.239	fwonte
saber	anger	0.238	saber
hunger	anger	0.235	grangou
shell	anger	0.234	kokiy
wokemeup	anger	0.234	reveye
recession	anger	0.234	resesyon
failing	anger	0.234	echwe
dabbling	anger	0.234	divilge
politics	anger	0.234	politik
lava	anger	0.234	lav
rascal	anger	0.234	koken
imtryingtosleep	anger	0.234	ap eseye dòmi
tariff	anger	0.234	tarif yo
undesirable	anger	0.231	endezirab
darkness	anger	0.227	fènwa
versus	anger	0.227	kont
copycat	anger	0.227	kopi
resign	anger	0.227	demisyone
soaked	anger	0.226	tranpe
unfulfilled	anger	0.225	pa ranpli
abandoned	anger	0.222	abandone
unattainable	anger	0.221	irealizabl
owing	anger	0.221	dwe
bankruptcy	anger	0.221	fayit
misconception	anger	0.219	miskonsepsyon
tool	anger	0.219	zouti
warden	anger	0.219	gadyen
compress	anger	0.219	konpresyon
mosquito	anger	0.219	moustik
whiny	anger	0.219	plenyen
somethingigetalot	anger	0.219	yon bagay ijetalot
confusion	anger	0.219	konfizyon
unhelpful	anger	0.219	pa itil
twitching	anger	0.219	tòde
nosey	anger	0.213	noy
overpriced	anger	0.212	chè
adder	anger	0.212	vipère
harry	anger	0.212	Harry
shortage	anger	0.212	mank
melodrama	anger	0.212	melodram
possession	anger	0.206	posesyon
desert	anger	0.206	dezè
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	ki poko peye
powerless	anger	0.203	san pouvwa
sentence	anger	0.203	fraz
inefficient	anger	0.203	inefikas
arraignment	anger	0.203	akizasyon
pout	anger	0.203	boude
unlucky	anger	0.203	malheureux
rook	anger	0.203	wok
backbone	anger	0.203	zo rèl do
uninvited	anger	0.203	san envite
court	anger	0.199	tribinal
endless	anger	0.198	kontinuèl
adverts	anger	0.197	piblisite
distracted	anger	0.197	distrè
delay	anger	0.197	reta
misstatement	anger	0.197	enfòmasyon
misunderstanding	anger	0.195	enkonpreyansyon
inadmissible	anger	0.191	inadmisib
excite	anger	0.191	eksite
lightning	anger	0.189	zèklè
preclude	anger	0.188	anpeche
mournful	anger	0.188	lapenn
insecure	anger	0.188	ensekirite
incase	anger	0.188	incase
mutter	anger	0.182	bougonnen
pare	anger	0.182	pare
rating	anger	0.182	evalyasyon
claimant	anger	0.182	moun ki fè reklamasyon
insist	anger	0.182	ensiste
mistress	anger	0.182	metrès
distracting	anger	0.182	distrè
opium	anger	0.180	opyòm
deserve	anger	0.176	merite
willful	anger	0.176	volontè
treat	anger	0.175	trete
insists	anger	0.175	ensiste
excitation	anger	0.172	eksitasyon
mighty	anger	0.172	vanyan sòlda
liberate	anger	0.172	libere
indecisive	anger	0.172	endesizyon
hormonal	anger	0.172	ormon
peice	anger	0.172	moso
gibberish	anger	0.172	gabi
misplace	anger	0.172	mal plase
fee	anger	0.172	frè
thanksalot	anger	0.172	mèsi anpil
fleece	anger	0.172	polaire
yelp	anger	0.168	yelp
mule	anger	0.167	milèt
unequal	anger	0.167	inegal
hamstring	anger	0.167	andikape
bargaining	anger	0.167	negosyasyon
insufficiency	anger	0.167	ensifizans
insignificant	anger	0.167	ensiyifyan
attentionseekers	anger	0.163	moun k ap chèche atansyon
coop	anger	0.156	poulaye
rheumatism	anger	0.156	rimatism
forearm	anger	0.156	avanbra
indifference	anger	0.156	endiferans
underpaid	anger	0.152	mal peye
involvement	anger	0.152	patisipasyon
justthebeginning	anger	0.152	jis nan kòmansman
disinformation	anger	0.152	dezenfòmasyon
uncertain	anger	0.152	ensèten
bee	anger	0.152	myèl
attorney	anger	0.152	avoka
pretending	anger	0.152	pretann
campaigning	anger	0.151	fè kanpay
hopelessness	anger	0.149	dezespwa
feeling	anger	0.147	santi
legalized	anger	0.145	legalize
caution	anger	0.145	prekosyon
sterling	anger	0.141	sterling
morals	anger	0.141	moralite
subsidy	anger	0.141	sibvansyon
obliging	anger	0.141	obliyan
wimpy	anger	0.140	wimpy
bummer	anger	0.139	degoutan
saloon	anger	0.136	salon
blemish	anger	0.136	defo
misspell	anger	0.136	mal òtograf
repay	anger	0.136	repeye
surcharge	anger	0.136	surcharge
geez	anger	0.136	wi
birch	anger	0.135	Birch
noob	anger	0.133	noob
honk	anger	0.133	klakson
orchestra	anger	0.132	òkès
wireless	anger	0.125	san fil
competitive	anger	0.125	konpetitif
standstill	anger	0.125	kanpe
inattention	anger	0.121	inatansyon
reversal	anger	0.121	ranvèse
lace	anger	0.118	dantèl
elbow	anger	0.117	koud
instinctive	anger	0.112	enstenktif
chant	anger	0.111	chante
gnome	anger	0.109	fòlklorik lan
lonely	anger	0.109	poukont
tolerate	anger	0.106	tolere
management	anger	0.102	jesyon
advocacy	anger	0.100	defans
moral	anger	0.094	moral
roadworks	anger	0.091	travay wout
honest	anger	0.087	onèt
gent	anger	0.076	mesye
forgetful	anger	0.076	bliye
liquor	anger	0.075	likè
money	anger	0.074	lajan
hood	anger	0.071	kapot
curriculum	anger	0.063	kourikoulòm
words	anger	0.062	mo
smell	anger	0.061	pran sant
playful	anger	0.061	jwe
opera	anger	0.061	opera
elf	anger	0.061	farfade
nurture	anger	0.059	nouri
trumpet	anger	0.059	twonpèt
counsellor	anger	0.059	konseye
asleeep	anger	0.059	dòmi
birthplace	anger	0.051	kote li fèt
ribbon	anger	0.047	riban
youth	anger	0.045	jenès
vote	anger	0.045	vote
cash	anger	0.039	lajan kach
wannasleep	anger	0.031	vle dòmi
waffle	anger	0.030	gofr
dame	anger	0.030	dame
buffet	anger	0.029	dégéné
celebrity	anger	0.026	selebrite
sisterhood	anger	0.015	sè
autocorrect	anger	0.015	otokoreksyon
musical	anger	0.011	mizikal
tree	anger	0.000	pye bwa
anticipation	anticipation	0.859	antisipasyon
excited	anticipation	0.859	eksite
excitement	anticipation	0.820	eksitasyon
anticipate	anticipation	0.820	antisipe
eagerness	anticipation	0.812	anvi
exciting	anticipation	0.797	eksitan
expectant	anticipation	0.789	tann
thrilling	anticipation	0.781	sezisman
hope	anticipation	0.773	espwa
quest	anticipation	0.766	demand
countdown	anticipation	0.750	dekont
start	anticipation	0.750	kòmanse
anticipatory	anticipation	0.750	antisipasyon
adventure	anticipation	0.750	avanti
expectance	anticipation	0.750	atant
climax	anticipation	0.742	pi gwo pwen
prophecy	anticipation	0.742	pwofesi
expect	anticipation	0.742	atann
excite	anticipation	0.742	eksite
arouse	anticipation	0.742	eksite
eager	anticipation	0.742	anvi
ejaculation	anticipation	0.734	ejakulasyon
birth	anticipation	0.734	nesans
announcement	anticipation	0.734	anons
expectancy	anticipation	0.727	esperans
expecting	anticipation	0.727	tann
imminent	anticipation	0.727	iminan
liberation	anticipation	0.727	liberasyon
urgent	anticipation	0.727	ijan
trepidation	anticipation	0.719	laperèz
reunion	anticipation	0.719	reunion
prospection	anticipation	0.719	pwospèksyon
voyage	anticipation	0.719	vwayaj
prospect	anticipation	0.719	pwospè
aspire	anticipation	0.719	aspire
rapture	anticipation	0.711	chache fidèl
suspense	anticipation	0.711	sispens
journey	anticipation	0.711	vwayaj
kiss	anticipation	0.711	bo
enthusiasm	anticipation	0.711	antouzyasm
yearning	anticipation	0.711	anvi
ecstasy	anticipation	0.711	ecstasy
mystery	anticipation	0.711	mistè
prospective	anticipation	0.703	potentiels
frantic	anticipation	0.703	éfréné
destination	anticipation	0.703	destinasyon
excitation	anticipation	0.703	eksitasyon
lottery	anticipation	0.703	lotri
hopeful	anticipation	0.703	espwa
thrill	anticipation	0.703	frison
progress	anticipation	0.703	pwogrè
urgency	anticipation	0.703	ijans
tantalizing	anticipation	0.703	tantalizing
liberate	anticipation	0.695	libere
hurry	anticipation	0.695	prese
explore	anticipation	0.695	eksplore
advance	anticipation	0.695	avanse
vacation	anticipation	0.695	vakans
sex	anticipation	0.695	sèks
achievement	anticipation	0.695	reyalizasyon
readiness	anticipation	0.695	preparasyon
expectation	anticipation	0.695	atant
