English Word	Emotion	Emotion-Intensity-Score	Urdu Word
renounce	anger	0.484	ترک کرنا
restrain	anger	0.484	روکنا
upheaval	anger	0.484	ہلچل
deceit	anger	0.484	دھوکہ
obnoxious	anger	0.484	ناگوار
imprisoned	anger	0.484	قید
strained	anger	0.484	کشیدہ
blame	anger	0.484	الزام
oust	anger	0.484	بے دخل
litigious	anger	0.484	قانونی
rivalry	anger	0.484	دشمنی
sucker	anger	0.484	چوسنے والا
opposed	anger	0.484	مخالفت کی
thresh	anger	0.484	تھریش
disgrace	anger	0.484	بے عزتی
suspicious	anger	0.484	مشکوک
turbulence	anger	0.483	ہنگامہ خیزی
pound	anger	0.481	پونڈ
coldness	anger	0.477	سردی
ungrateful	anger	0.472	ناشکرا
stoopid	anger	0.471	بیوقوف
battalion	anger	0.471	بٹالین
feudalism	anger	0.470	جاگیرداری
hostage	anger	0.470	یرغمال
annoying	anger	0.470	پریشان کن
dispossessed	anger	0.470	بے دخل
subversion	anger	0.470	بغاوت
friction	anger	0.470	رگڑ
jealous	anger	0.470	غیرت مند
adversity	anger	0.470	مصیبت
infidel	anger	0.470	کافر
gall	anger	0.470	پت
accuser	anger	0.470	الزام لگانے والا
ram	anger	0.470	رام
armament	anger	0.470	ہتھیار
thump	anger	0.469	تھپڑ
dislike	anger	0.469	ناپسندیدگی
steal	anger	0.469	چوری
backoff	anger	0.469	بیک آف
stifled	anger	0.469	دبا دیا
incite	anger	0.469	اکسانا
distress	anger	0.469	تکلیف
angermanagement	anger	0.469	غصہ کے انتظام
selfish	anger	0.469	خود غرض
injury	anger	0.469	چوٹ
exile	anger	0.469	جلاوطنی
insanity	anger	0.469	جنون
offense	anger	0.469	جرم
objection	anger	0.469	اعتراض
smother	anger	0.469	مسموم
disruption	anger	0.469	خلل
intolerance	anger	0.469	عدم برداشت
disobey	anger	0.469	نافرمانی
selfishness	anger	0.469	خود غرضی
recidivism	anger	0.469	recidivism
subversive	anger	0.469	تخریبی
huff	anger	0.469	ہف
plunder	anger	0.469	لوٹ مار
opposition	anger	0.469	اپوزیشن
complain	anger	0.469	شکایت
perpetrator	anger	0.469	مجرم
simmer	anger	0.469	ابالنا
areyoukidding	anger	0.468	تم مزاق تو نہیں کر رہے
mug	anger	0.467	پیالا
agony	anger	0.465	اذیت
arrogant	anger	0.461	مغرور
sux	anger	0.456	sux
vent	anger	0.456	نکالنا
elimination	anger	0.456	خاتمہ
picketing	anger	0.456	دھرنا
haughty	anger	0.456	مغرور
grated	anger	0.455	grated
flagrant	anger	0.455	صریح
busted	anger	0.455	پھنس گیا
crabby	anger	0.455	کربی
dying	anger	0.455	مر رہا ہے
idiocy	anger	0.455	بیوقوفی
impermeable	anger	0.455	ناقابل تسخیر
stubbed	anger	0.455	ضدی
illegality	anger	0.455	غیر قانونی
veto	anger	0.455	ویٹو
constraint	anger	0.455	رکاوٹ
mislead	anger	0.455	گمراہ کرنا
illicit	anger	0.455	غیر قانونی
troublesome	anger	0.455	مصیبت
clamor	anger	0.455	شور مچانا
bayonet	anger	0.453	سنگین
suppress	anger	0.453	دبانا
intense	anger	0.453	شدید
displeased	anger	0.453	ناخوش
disapproving	anger	0.453	نامنظور
hysterical	anger	0.453	پراسرار
struggle	anger	0.453	جدوجہد
godless	anger	0.453	بے دین
desist	anger	0.453	باز آنا
usurped	anger	0.453	چھین لیا
despotism	anger	0.453	آمریت
disagreeing	anger	0.453	اختلاف کرنا
bad	anger	0.453	برا
unlawful	anger	0.451	غیر قانونی
wrongly	anger	0.448	غلط طریقے سے
repellent	anger	0.442	اخترشک
dishonor	anger	0.441	بے عزتی
psychosis	anger	0.441	نفسیات
wasted	anger	0.441	برباد
wrongful	anger	0.441	غلط
foe	anger	0.441	دشمن
aversion	anger	0.440	نفرت
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	انگلی
ultimatum	anger	0.439	الٹی میٹم
schism	anger	0.439	فرقہ بندی
upset	anger	0.439	پریشان
effigy	anger	0.439	مجسمہ
punitive	anger	0.439	سزا دینے والا
worthless	anger	0.438	بیکار
separatist	anger	0.438	علیحدگی پسند
ransom	anger	0.438	تاوان
deny	anger	0.438	انکار
fugitive	anger	0.438	مفرور
mucked	anger	0.438	مسخ شدہ
abandonment	anger	0.438	دستبرداری
irritation	anger	0.438	جلن
deleterious	anger	0.438	نقصان دہ
stupidity	anger	0.438	حماقت
segregate	anger	0.437	الگ کرنا
oblivion	anger	0.437	فراموشی
payback	anger	0.436	واپسی
incongruous	anger	0.435	متضاد
eviction	anger	0.435	بے دخلی
collusion	anger	0.432	ملی بھگت
rob	anger	0.431	لوٹنا
ravenous	anger	0.429	بے ہنگم
overrun	anger	0.429	overrun
infidelity	anger	0.429	بے وفائی
harbinger	anger	0.426	ہاربنجر
painful	anger	0.426	تکلیف دہ
getoverit	anger	0.426	اس پر حاصل
martial	anger	0.426	مارشل
rejection	anger	0.426	مسترد
incredulous	anger	0.426	ناقابل یقین
stupidrain	anger	0.426	بیوقوف
defense	anger	0.425	دفاع
enforce	anger	0.424	نافذ کرنا
commotion	anger	0.424	ہنگامہ
censor	anger	0.424	سنسر
gonorrhea	anger	0.424	سوزاک
fraudulent	anger	0.424	دھوکہ دہی
unsympathetic	anger	0.424	غیر ہمدردی
fallacious	anger	0.424	غلط
greed	anger	0.424	لالچ
defraud	anger	0.424	دھوکہ دہی
banger	anger	0.424	بینجر
concealment	anger	0.424	چھپانا
fuss	anger	0.424	ہلچل
exasperation	anger	0.424	غصہ
disobedience	anger	0.424	نافرمانی
powerful	anger	0.424	طاقتور
discontent	anger	0.424	عدم اطمینان
indecency	anger	0.424	بے حیائی
sedition	anger	0.422	بغاوت
deportation	anger	0.422	جلاوطنی
cracked	anger	0.422	پھٹے
bang	anger	0.422	دھماکے
barb	anger	0.422	بارب
duel	anger	0.422	دو لوگوں کی جنگ
sarcasm	anger	0.422	طنز
cur	anger	0.422	cur
misrepresented	anger	0.422	غلط بیانی
annoyance	anger	0.422	جھنجھلاہٹ
scar	anger	0.422	داغ
nettle	anger	0.422	نٹل
banishment	anger	0.422	جلاوطنی
snubbed	anger	0.422	چھین لیا
penitentiary	anger	0.422	توبہ کرنے والا
penetration	anger	0.422	دخول
blatant	anger	0.420	صریح
force	anger	0.418	طاقت
perverse	anger	0.415	ٹیڑھا
wring	anger	0.415	مروڑ
bastion	anger	0.413	گڑھ
grim	anger	0.413	سنگین
moody	anger	0.412	مزاج
tiff	anger	0.412	جھگڑا
nothappy	anger	0.412	خوش نہیں
surly	anger	0.412	سریلی
sordid	anger	0.412	بدتمیز
hunting	anger	0.411	شکار
indenture	anger	0.410	معاہدہ
forfeit	anger	0.409	ضبط کرنا
areyoukiddingme	anger	0.409	کیا تم مجھ سے مذاق کر رہے ہو؟
reproach	anger	0.409	ملامت
sham	anger	0.409	شرم
awful	anger	0.409	خوفناک
compulsion	anger	0.409	مجبوری
implicate	anger	0.409	ملوث
contradict	anger	0.409	متصادم
inept	anger	0.409	نااہل
supremacy	anger	0.409	بالادستی
sneak	anger	0.409	چپکے سے
disappoint	anger	0.409	مایوس
blockade	anger	0.409	ناکہ بندی
detainee	anger	0.409	زیر حراست
cantwin	anger	0.409	کینٹون
squelch	anger	0.409	squelch
lying	anger	0.408	جھوٹ بولنا
rail	anger	0.406	ریل
forsaken	anger	0.406	چھوڑ دیا
cacophony	anger	0.406	کیکوفونی
antipathy	anger	0.406	دشمنی
wop	anger	0.406	wop
badger	anger	0.406	بیجر
tremor	anger	0.406	تھرتھراہٹ
inequality	anger	0.406	عدم مساوات
delusion	anger	0.406	فریب
unthinkable	anger	0.406	ناقابل تصور
onerous	anger	0.406	مشکل
wrongdoing	anger	0.406	غلط کام
nuisance	anger	0.406	پریشانی
scrapie	anger	0.406	سکریپی
epidemic	anger	0.406	وبا
arguments	anger	0.404	دلائل
affront	anger	0.403	توہین
traumatic	anger	0.402	تکلیف دہ
sodding	anger	0.400	سوڈنگ
libel	anger	0.400	توہین
annoys	anger	0.400	پریشان کرتا ہے
soslow	anger	0.398	سست
watchout	anger	0.398	خبر دار، دھیان رکھنا
frenetic	anger	0.397	جنونی
remiss	anger	0.397	یاد
barge	anger	0.396	بجر
sue	anger	0.394	مقدمہ
keyed	anger	0.394	کلید
actionable	anger	0.394	قابل عمل
extinguish	anger	0.394	بجھانا
fraud	anger	0.394	دھوکہ
untoward	anger	0.394	ناخوشگوار
illegal	anger	0.394	غیر قانونی
nag	anger	0.394	ناگ
boxing	anger	0.394	باکسنگ
confiscate	anger	0.394	ضبط کرنا
howl	anger	0.394	چیخنا
whatsthepoint	anger	0.394	کیا مقصد ہے
rabble	anger	0.394	بھیڑ
unfriendly	anger	0.394	غیر دوستانہ
disrespect	anger	0.394	بے عزتی
dangit	anger	0.394	لعنت بھیجو
brimstone	anger	0.392	گندھک
dissolution	anger	0.391	تحلیل
rigged	anger	0.391	دھاندلی
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	زلزلہ
argh	anger	0.391	ارگ
pique	anger	0.391	پک
recklessness	anger	0.391	لاپرواہی
disagree	anger	0.389	متفق نہیں
lawsuit	anger	0.386	مقدمہ
disused	anger	0.382	غیر استعمال شدہ
despair	anger	0.382	مایوسی
immorality	anger	0.382	بے حیائی
coerce	anger	0.379	زبردستی
firstworldprobs	anger	0.379	پہلی دنیا کے مسائل
touchy	anger	0.379	چھونے والا
pokes	anger	0.379	جھٹکا
falsification	anger	0.379	جعل سازی
rifle	anger	0.379	رائفل
sizzle	anger	0.379	چھلنی
incurable	anger	0.379	لاعلاج
difficulty	anger	0.379	مشکل
sore	anger	0.379	زخم
picket	anger	0.378	دھرنا
concussion	anger	0.377	ہلچل
stuckup	anger	0.375	پھنس گیا
militia	anger	0.375	ملیشیا
rawr	anger	0.375	خام
faulty	anger	0.375	ناقص
sly	anger	0.375	چالاک
disillusionment	anger	0.375	مایوسی
petpeeve	anger	0.375	پالتو peeve
pitfall	anger	0.375	نقصان
infantile	anger	0.375	شیرخوار
pessimism	anger	0.375	مایوسی
remand	anger	0.375	ریمانڈ
cannon	anger	0.375	توپ
vindicate	anger	0.371	ثابت کرنا
inhibit	anger	0.371	روکنا
distressing	anger	0.371	پریشان کن
nepotism	anger	0.371	اقربا پروری
schizophrenia	anger	0.369	شقاق دماغی
skewed	anger	0.368	ترچھا
disreputable	anger	0.368	نامناسب
forbidding	anger	0.368	منع کرنا
conquest	anger	0.367	فتح
bark	anger	0.365	چھال
leukemia	anger	0.365	سرطان خون
disapprove	anger	0.364	نامنظور
warrior	anger	0.364	جنگجو
barks	anger	0.364	چھال
retarded	anger	0.364	پسماندہ
unhappy	anger	0.364	ناخوش
burke	anger	0.364	برک
challenge	anger	0.364	چیلنج
belt	anger	0.364	بیلٹ
litigate	anger	0.359	قانونی چارہ جوئی
paucity	anger	0.359	کمی
opinionated	anger	0.359	رائے دینے والا
disliked	anger	0.359	ناپسندیدہ
aftermath	anger	0.359	نتیجہ
restriction	anger	0.359	پابندی
cad	anger	0.359	cad
incompetence	anger	0.359	نااہلی
loudness	anger	0.359	زور
broken	anger	0.359	ٹوٹاھوا
polemic	anger	0.359	بحث
sectarian	anger	0.359	فرقہ وارانہ
controversial	anger	0.359	متنازعہ
interrupting	anger	0.358	رکاوٹ
fussy	anger	0.357	ہلچل
wench	anger	0.353	وینچ
remove	anger	0.351	دور
brat	anger	0.351	چھوکری
gruff	anger	0.351	گرفت
misbehavior	anger	0.351	بد سلوکی
scarcity	anger	0.350	کمی
losing	anger	0.349	ہارنا
stigma	anger	0.348	کلنک
deserted	anger	0.348	ویران
timewasters	anger	0.348	وقت ضائع کرنے والے
disagreement	anger	0.348	اختلاف
defect	anger	0.348	عیب
hardened	anger	0.348	سخت
lie	anger	0.348	جھوٹ
ulcer	anger	0.348	السر
retract	anger	0.348	واپس لینا
untrustworthy	anger	0.348	ناقابل اعتماد
pest	anger	0.348	کیڑے
disappointed	anger	0.348	مایوس
bias	anger	0.345	تعصب
negation	anger	0.344	نفی
bothering	anger	0.344	پریشان کن
stripped	anger	0.344	چھین لیا
antisocial	anger	0.344	غیر سماجی
pirate	anger	0.344	سمندری ڈاکو
stingy	anger	0.344	کنجوس
shoddy	anger	0.344	ناقص
unreliable	anger	0.344	ناقابل اعتبار
shaky	anger	0.344	متزلزل
misleading	anger	0.344	گمراہ کن
unsettled	anger	0.344	غیر آباد
evade	anger	0.344	بچنا
anxiety	anger	0.344	بے چینی
disclaim	anger	0.344	دستبرداری
deterioration	anger	0.344	بگاڑ
impotence	anger	0.344	نامردی
interminable	anger	0.343	لامتناہی
disease	anger	0.341	بیماری
meddle	anger	0.341	مداخلت
warp	anger	0.340	warp
averse	anger	0.338	مخالف
infamous	anger	0.338	بدنام
alcoholism	anger	0.338	شراب نوشی
row	anger	0.337	قطار
staticky	anger	0.336	جامد
illegitimate	anger	0.333	ناجائز
encumbrance	anger	0.333	بوجھ
witchcraft	anger	0.333	جادو ٹونا
interrupt	anger	0.333	رکاوٹ
scorpion	anger	0.333	بچھو
ill	anger	0.333	بیمار
sinner	anger	0.331	گنہگار
inconsiderate	anger	0.329	لاپرواہ
hulk	anger	0.329	ہلک
prohibited	anger	0.328	ممنوع
dashed	anger	0.328	ڈیشڈ
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	نااہل
spammers	anger	0.328	سپیمرز
phony	anger	0.328	جعلی
tighten	anger	0.328	سخت کرنا
dislocated	anger	0.328	منتشر
scapegoat	anger	0.328	قربانی کا بکرا
victim	anger	0.328	مظلوم
opponent	anger	0.328	مخالف
hiss	anger	0.328	ہس
crusade	anger	0.328	صلیبی جنگ
grumpy	anger	0.328	بدمزاج
resisting	anger	0.328	مزاحمت
inappropriate	anger	0.324	نامناسب
haye	anger	0.324	حیا
loss	anger	0.324	نقصان
trickery	anger	0.324	فریب کاری
eschew	anger	0.324	بچنا
neglected	anger	0.324	نظر انداز
canker	anger	0.323	ناسور
muff	anger	0.318	مف
crunch	anger	0.318	کرنچ
duplicity	anger	0.318	دوغلا پن
criticism	anger	0.318	تنقید
queues	anger	0.318	قطاریں
shriek	anger	0.316	چیخ
depreciate	anger	0.315	قدر کم کرنا
dismissal	anger	0.312	برطرفی
chaff	anger	0.312	بھوسا
dramaqueen	anger	0.312	ڈرامہ کوئین
poverty	anger	0.312	غربت
carelessness	anger	0.312	لاپرواہی
deflate	anger	0.312	ڈیفلیٹ
dumps	anger	0.312	ڈمپ
dupe	anger	0.312	دھوکہ
mortality	anger	0.312	شرح اموات
revving	anger	0.309	زندہ کرنا
disallowed	anger	0.308	نامنظور
boisterous	anger	0.307	شوخ
thoughtless	anger	0.307	بے خیال
burial	anger	0.304	کفن دفن
wince	anger	0.303	wince
theocratic	anger	0.303	تھیوکریٹک
sullen	anger	0.303	اداس
involution	anger	0.300	مداخلت
misuse	anger	0.297	غلط استعمال
taxed	anger	0.297	ٹیکس لگایا
senseless	anger	0.297	بے حس
talons	anger	0.297	ٹیلون
stalemate	anger	0.297	تعطل
getyourown	anger	0.297	اپنی ملکیت حاصل کرو
hoax	anger	0.297	چکما
depreciated	anger	0.297	فرسودہ
depressed	anger	0.297	اداس
wasteful	anger	0.297	فضول
paralysis	anger	0.295	فالج
displaced	anger	0.294	بے گھر
limited	anger	0.292	محدود
disapointment	anger	0.290	مایوسی
orc	anger	0.289	orc
ridiculous	anger	0.289	مضحکہ خیز
homeless	anger	0.288	بے گھر
spine	anger	0.288	پشتہ
teasing	anger	0.288	چھیڑنا
presumptuous	anger	0.288	گستاخ
react	anger	0.288	رد عمل
sharpen	anger	0.288	تیز کرنا
barrier	anger	0.287	رکاوٹ
hoot	anger	0.287	ہاٹ
twitchy	anger	0.287	چکنا چور
myopia	anger	0.283	myopia
flexin	anger	0.281	فلیکسن
lagging	anger	0.281	پیچھے رہنا
contraband	anger	0.281	ممنوعہ
incompatible	anger	0.281	غیر مطابقت پذیر
shiver	anger	0.281	کاںپنا
spam	anger	0.281	فضول کے
agh	anger	0.281	آہ
disconnects	anger	0.281	منقطع کرتا ہے
delinquent	anger	0.281	مجرم
restitution	anger	0.281	معاوضہ
foray	anger	0.279	حملہ
troll	anger	0.279	ٹرول
unfairness	anger	0.279	ناانصافی
buffering	anger	0.279	بفرنگ
noncompliance	anger	0.279	عدم تعمیل
nether	anger	0.278	نہیں
bogus	anger	0.273	جعلی
immaturity	anger	0.273	ناپختگی
uncaring	anger	0.273	بے پرواہ
bugaboo	anger	0.273	بگابو
feisty	anger	0.269	پرجوش
shock	anger	0.269	جھٹکا
humbug	anger	0.266	ہمبگ
notamorningperson	anger	0.266	یادگار شخص
feminism	anger	0.266	نسائیت
inoperative	anger	0.266	غیر فعال
bear	anger	0.266	ریچھ
inconvenient	anger	0.266	تکلیف دہ
latent	anger	0.266	اویکت
defendant	anger	0.266	مدعا علیہ
nopoint	anger	0.266	کوئی فائدہ نہیں
rapping	anger	0.266	ریپنگ
pry	anger	0.266	جھانکنا
quandary	anger	0.266	جھگڑا
interrupts	anger	0.265	مداخلت کرتا ہے
fluctuation	anger	0.265	کمی بیشی
exaggerate	anger	0.263	مبالغہ آرائی
lose	anger	0.261	کھو جانا
patter	anger	0.258	گڑبڑ
furnace	anger	0.258	بھٹی
stone	anger	0.258	پتھر
tease	anger	0.258	تنگ کرنا
shoplifting	anger	0.258	شاپ لفٹنگ
soldier	anger	0.258	سپاہی
incompetent	anger	0.257	نااہل
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	راکٹ
skid	anger	0.250	سکڈ
noisy	anger	0.250	شور
notoriety	anger	0.250	بدنامی
cane	anger	0.250	چھڑی
unfollow	anger	0.250	پیروی ختم کریں
tripping	anger	0.250	ٹرپنگ
attentionseeker	anger	0.250	توجہ طلب کرنے والا
mastery	anger	0.250	مہارت
socialist	anger	0.250	سوشلسٹ
falsehood	anger	0.250	جھوٹ
complicate	anger	0.250	پیچیدہ
lawyer	anger	0.250	وکیل
untrue	anger	0.250	غلط
nonsense	anger	0.250	بکواس
pouting	anger	0.250	پاؤٹنگ
witch	anger	0.242	ڈائن
detract	anger	0.242	روکنا
obstacle	anger	0.242	رکاوٹ
halter	anger	0.242	روکنا
fenced	anger	0.242	باڑ لگا ہوا
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	نہیں سمجھتے
vampire	anger	0.242	ویمپائر
ringer	anger	0.242	رنگر
frowning	anger	0.239	بھونکنا
saber	anger	0.238	کرپان
hunger	anger	0.235	بھوک
shell	anger	0.234	شیل
wokemeup	anger	0.234	مجھے جگا دینا
recession	anger	0.234	کساد بازاری
failing	anger	0.234	ناکام
dabbling	anger	0.234	ڈبنگ
politics	anger	0.234	سیاست
lava	anger	0.234	لاوا
rascal	anger	0.234	بدمعاش
imtryingtosleep	anger	0.234	سونے کی کوشش کر رہا ہے
tariff	anger	0.234	ٹیرف
undesirable	anger	0.231	ناپسندیدہ
darkness	anger	0.227	اندھیرا
versus	anger	0.227	بمقابلہ
copycat	anger	0.227	کاپی کیٹ
resign	anger	0.227	استعفیٰ
soaked	anger	0.226	بھیگی
unfulfilled	anger	0.225	ادھورا
abandoned	anger	0.222	چھوڑ دیا
unattainable	anger	0.221	ناقابل حصول
owing	anger	0.221	واجب الادا
bankruptcy	anger	0.221	دیوالیہ پن
misconception	anger	0.219	غلط فہمی
tool	anger	0.219	ٹول
