English Word	Emotion	Emotion-Intensity-Score	Uzbek Word
strained	anger	0.484	taranglashgan
blame	anger	0.484	ayblash
oust	anger	0.484	quvib chiqarish
litigious	anger	0.484	munozarali
rivalry	anger	0.484	raqobat
sucker	anger	0.484	so'rg'ich
opposed	anger	0.484	qarshi chiqdi
thresh	anger	0.484	xirmon
disgrace	anger	0.484	sharmandalik
suspicious	anger	0.484	shubhali
turbulence	anger	0.483	turbulentlik
pound	anger	0.481	funt
coldness	anger	0.477	sovuqlik
ungrateful	anger	0.472	noshukur
stoopid	anger	0.471	qiyshiq
battalion	anger	0.471	batalyon
feudalism	anger	0.470	feodalizm
hostage	anger	0.470	garovga olingan
annoying	anger	0.470	bezovta qiluvchi
dispossessed	anger	0.470	egasizlangan
subversion	anger	0.470	buzg'unchilik
friction	anger	0.470	ishqalanish
jealous	anger	0.470	rashkchi
adversity	anger	0.470	musibat
infidel	anger	0.470	kofir
gall	anger	0.470	o't
accuser	anger	0.470	ayblovchi
ram	anger	0.470	Ram
armament	anger	0.470	qurollanish
thump	anger	0.469	urish
dislike	anger	0.469	yoqtirmaslik
steal	anger	0.469	o'g'irlash
backoff	anger	0.469	orqaga qaytish
stifled	anger	0.469	bo'g'ildi
incite	anger	0.469	qo'zg'atmoq
distress	anger	0.469	qayg'u
angermanagement	anger	0.469	g'azabni boshqarish
selfish	anger	0.469	xudbin
injury	anger	0.469	jarohat
exile	anger	0.469	surgun
insanity	anger	0.469	jinnilik
offense	anger	0.469	jinoyat
objection	anger	0.469	e'tiroz
smother	anger	0.469	bo'g'moq
disruption	anger	0.469	buzilish
intolerance	anger	0.469	murosasizlik
disobey	anger	0.469	itoatsizlik
selfishness	anger	0.469	xudbinlik
recidivism	anger	0.469	takroriy jinoyat
subversive	anger	0.469	buzg'unchi
huff	anger	0.469	huff
plunder	anger	0.469	talon-taroj qilish
opposition	anger	0.469	qarama-qarshilik
complain	anger	0.469	shikoyat qilish
perpetrator	anger	0.469	jinoyatchi
simmer	anger	0.469	qaynatib oling
areyoukidding	anger	0.468	xazillashyapsizmi
mug	anger	0.467	krujka
agony	anger	0.465	azob
arrogant	anger	0.461	dimog'dor
sux	anger	0.456	sox
vent	anger	0.456	shamollatish
elimination	anger	0.456	bartaraf etish
picketing	anger	0.456	piket
haughty	anger	0.456	mag'rur
grated	anger	0.455	maydalangan
flagrant	anger	0.455	ochiqchasiga
busted	anger	0.455	buzib tashlangan
crabby	anger	0.455	qisqichbaqa
dying	anger	0.455	o'lish
idiocy	anger	0.455	ahmoqlik
impermeable	anger	0.455	suv o'tkazmaydigan
stubbed	anger	0.455	tikilgan
illegality	anger	0.455	noqonuniylik
veto	anger	0.455	veto
constraint	anger	0.455	cheklash
mislead	anger	0.455	adashtirish
illicit	anger	0.455	noqonuniy
troublesome	anger	0.455	muammoli
clamor	anger	0.455	shovqin
bayonet	anger	0.453	nayza
suppress	anger	0.453	bostirish
intense	anger	0.453	shiddatli
displeased	anger	0.453	norozi
disapproving	anger	0.453	norozi
hysterical	anger	0.453	isterik
struggle	anger	0.453	kurash
godless	anger	0.453	xudosiz
desist	anger	0.453	to'xtamoq
usurped	anger	0.453	tortib olingan
despotism	anger	0.453	despotizm
disagreeing	anger	0.453	rozi emas
bad	anger	0.453	yomon
unlawful	anger	0.451	noqonuniy
wrongly	anger	0.448	noto'g'ri
repellent	anger	0.442	qaytaruvchi
dishonor	anger	0.441	nomussizlik
psychosis	anger	0.441	psixoz
wasted	anger	0.441	behuda
wrongful	anger	0.441	noto'g'ri
foe	anger	0.441	dushman
aversion	anger	0.440	nafrat
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	bo'g'imlar
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	ajralish
upset	anger	0.439	xafa
effigy	anger	0.439	timsol
punitive	anger	0.439	jazolovchi
worthless	anger	0.438	qadrsiz
separatist	anger	0.438	separatist
ransom	anger	0.438	to'lov
deny	anger	0.438	rad etish
fugitive	anger	0.438	qochqin
mucked	anger	0.438	xiralashgan
abandonment	anger	0.438	tark etish
irritation	anger	0.438	tirnash xususiyati
deleterious	anger	0.438	zararli
stupidity	anger	0.438	ahmoqlik
segregate	anger	0.437	ajratish
oblivion	anger	0.437	unutish
payback	anger	0.436	to'lov
incongruous	anger	0.435	mos kelmaydigan
eviction	anger	0.435	ko'chirish
collusion	anger	0.432	til biriktirish
rob	anger	0.431	talon-taroj qilish
ravenous	anger	0.429	ochko'z
overrun	anger	0.429	toshib ketish
infidelity	anger	0.429	xiyonat
harbinger	anger	0.426	xabarchi
painful	anger	0.426	alamli
getoverit	anger	0.426	olish
martial	anger	0.426	jangovar
rejection	anger	0.426	rad etish
incredulous	anger	0.426	aql bovar qilmaydigan
stupidrain	anger	0.426	ahmoqlik
defense	anger	0.425	mudofaa
enforce	anger	0.424	majburlash
commotion	anger	0.424	g'alayon
censor	anger	0.424	tsenzura
gonorrhea	anger	0.424	gonoreya
fraudulent	anger	0.424	firibgar
unsympathetic	anger	0.424	hamdard emas
fallacious	anger	0.424	yolg'on
greed	anger	0.424	ochko'zlik
defraud	anger	0.424	aldash
banger	anger	0.424	banger
concealment	anger	0.424	yashirish
fuss	anger	0.424	shov-shuv
exasperation	anger	0.424	g'azablanish
disobedience	anger	0.424	itoatsizlik
powerful	anger	0.424	kuchli
discontent	anger	0.424	norozilik
indecency	anger	0.424	odobsizlik
sedition	anger	0.422	fitna
deportation	anger	0.422	deportatsiya
cracked	anger	0.422	yorilib ketgan
bang	anger	0.422	portlash
barb	anger	0.422	tikan
duel	anger	0.422	duel
sarcasm	anger	0.422	kinoya
cur	anger	0.422	cur
misrepresented	anger	0.422	noto'g'ri ko'rsatilgan
annoyance	anger	0.422	bezovtalik
scar	anger	0.422	chandiq
nettle	anger	0.422	qichitqi o'ti
banishment	anger	0.422	surgun
snubbed	anger	0.422	xijolat tortdi
penitentiary	anger	0.422	jazoni ijro etish muassasasi
penetration	anger	0.422	kirib borish
blatant	anger	0.420	ochiqchasiga
force	anger	0.418	kuch
perverse	anger	0.415	buzuq
wring	anger	0.415	siqish
bastion	anger	0.413	bastion
grim	anger	0.413	dahshatli
moody	anger	0.412	kayfiyatsiz
tiff	anger	0.412	tiff
nothappy	anger	0.412	baxtsiz
surly	anger	0.412	qo'pol
sordid	anger	0.412	jirkanch
hunting	anger	0.411	ov qilish
indenture	anger	0.410	shartnoma
forfeit	anger	0.409	yo'qotish
areyoukiddingme	anger	0.409	hazillashyapsanmi
reproach	anger	0.409	tanbeh
sham	anger	0.409	soxta
awful	anger	0.409	dahshatli
compulsion	anger	0.409	majburlash
implicate	anger	0.409	jalb qilish
contradict	anger	0.409	zid
inept	anger	0.409	qobiliyatsiz
supremacy	anger	0.409	ustunlik
sneak	anger	0.409	yashirincha
disappoint	anger	0.409	umidsizlik
blockade	anger	0.409	blokada
detainee	anger	0.409	mahbus
cantwin	anger	0.409	kantwin
squelch	anger	0.409	bostirish
lying	anger	0.408	yolg'on
rail	anger	0.406	temir yo'l
forsaken	anger	0.406	tashlab ketilgan
cacophony	anger	0.406	kakofoniya
antipathy	anger	0.406	antipatiya
wop	anger	0.406	voy
badger	anger	0.406	bo'rsiq
tremor	anger	0.406	titroq
inequality	anger	0.406	tengsizlik
delusion	anger	0.406	aldanish
unthinkable	anger	0.406	aqlga sig'maydigan
onerous	anger	0.406	mashaqqatli
wrongdoing	anger	0.406	noto'g'ri ish
nuisance	anger	0.406	bezovtalik
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemiya
arguments	anger	0.404	argumentlar
affront	anger	0.403	haqorat qilish
traumatic	anger	0.402	travmatik
sodding	anger	0.400	soda qilish
libel	anger	0.400	tuhmat
annoys	anger	0.400	bezovta qiladi
soslow	anger	0.398	soslow
watchout	anger	0.398	ehtiyot bo `lmoq
frenetic	anger	0.397	jasur
remiss	anger	0.397	afsus
barge	anger	0.396	barja
sue	anger	0.394	sudga berish
keyed	anger	0.394	kalitli
actionable	anger	0.394	harakatga yaroqli
extinguish	anger	0.394	o'chirish
fraud	anger	0.394	firibgarlik
untoward	anger	0.394	nomaqbul
illegal	anger	0.394	noqonuniy
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	musodara qilish
howl	anger	0.394	qichqirmoq
whatsthepoint	anger	0.394	nima nuqta
rabble	anger	0.394	to'polon
unfriendly	anger	0.394	do'stona emas
disrespect	anger	0.394	hurmatsizlik
dangit	anger	0.394	dangit
brimstone	anger	0.392	oltingugurt
dissolution	anger	0.391	erishi
rigged	anger	0.391	soxtalashtirilgan
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	zilzila
argh	anger	0.391	argh
pique	anger	0.391	pike
recklessness	anger	0.391	ehtiyotsizlik
disagree	anger	0.389	rozi emas
lawsuit	anger	0.386	da'vo
disused	anger	0.382	foydalanilmagan
despair	anger	0.382	umidsizlik
immorality	anger	0.382	axloqsizlik
coerce	anger	0.379	majburlash
firstworldprobs	anger	0.379	birinchi dunyo muammolari
touchy	anger	0.379	ta'sirchan
pokes	anger	0.379	pokes
falsification	anger	0.379	soxtalashtirish
rifle	anger	0.379	miltiq
sizzle	anger	0.379	shitirlash
incurable	anger	0.379	davolab bo'lmaydigan
difficulty	anger	0.379	qiyinchilik
sore	anger	0.379	og'riq
picket	anger	0.378	piket
concussion	anger	0.377	miya chayqalishi
stuckup	anger	0.375	tiqilib qolish
militia	anger	0.375	militsiya
rawr	anger	0.375	xom
faulty	anger	0.375	noto'g'ri
sly	anger	0.375	ayyor
disillusionment	anger	0.375	umidsizlik
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	tuzoq
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimizm
remand	anger	0.375	qamoqqa olish
cannon	anger	0.375	to'p
vindicate	anger	0.371	oqlamoq
inhibit	anger	0.371	inhibe qilish
distressing	anger	0.371	bezovta qiluvchi
nepotism	anger	0.371	nepotizm
schizophrenia	anger	0.369	shizofreniya
skewed	anger	0.368	qiyshiq
disreputable	anger	0.368	obro'siz
forbidding	anger	0.368	taqiqlovchi
conquest	anger	0.367	zabt etish
bark	anger	0.365	qobiq
leukemia	anger	0.365	leykemiya
disapprove	anger	0.364	rad etmoq
warrior	anger	0.364	jangchi
barks	anger	0.364	qichqiradi
retarded	anger	0.364	orqada qolgan
unhappy	anger	0.364	baxtsiz
burke	anger	0.364	burke
challenge	anger	0.364	qiyinchilik
belt	anger	0.364	kamar
litigate	anger	0.359	da'vo qilish
paucity	anger	0.359	kamlik
opinionated	anger	0.359	fikrli
disliked	anger	0.359	yoqtirmagan
aftermath	anger	0.359	keyin
restriction	anger	0.359	cheklash
cad	anger	0.359	kad
incompetence	anger	0.359	qobiliyatsizlik
loudness	anger	0.359	ovoz balandligi
broken	anger	0.359	buzilgan
polemic	anger	0.359	polemik
sectarian	anger	0.359	sektaviy
controversial	anger	0.359	bahsli
interrupting	anger	0.358	xalaqit berish
fussy	anger	0.357	notinch
wench	anger	0.353	qandolatchi
remove	anger	0.351	olib tashlash
brat	anger	0.351	brat
gruff	anger	0.351	qo'pol
misbehavior	anger	0.351	noto'g'ri xatti-harakatlar
scarcity	anger	0.350	tanqislik
losing	anger	0.349	yo'qotish
stigma	anger	0.348	stigma
deserted	anger	0.348	tashlandiq
timewasters	anger	0.348	vaqtni behuda sarflovchilar
disagreement	anger	0.348	kelishmovchilik
defect	anger	0.348	nuqson
hardened	anger	0.348	qotib qolgan
lie	anger	0.348	yolg'on
ulcer	anger	0.348	yara
retract	anger	0.348	chekinmoq
untrustworthy	anger	0.348	ishonchsiz
pest	anger	0.348	zararkunanda
disappointed	anger	0.348	hafsalasi pir bo'ldi
bias	anger	0.345	tarafkashlik
negation	anger	0.344	inkor qilish
bothering	anger	0.344	bezovta
stripped	anger	0.344	yechib olingan
antisocial	anger	0.344	antisosyal
pirate	anger	0.344	qaroqchi
stingy	anger	0.344	ziqna
shoddy	anger	0.344	sifatsiz
unreliable	anger	0.344	ishonchsiz
shaky	anger	0.344	titroq
misleading	anger	0.344	chalg'ituvchi
unsettled	anger	0.344	beqaror
evade	anger	0.344	qochish
anxiety	anger	0.344	tashvish
disclaim	anger	0.344	rad etish
deterioration	anger	0.344	buzilish
impotence	anger	0.344	iktidarsizlik
interminable	anger	0.343	cheksiz
disease	anger	0.341	kasallik
meddle	anger	0.341	aralashish
warp	anger	0.340	burish
averse	anger	0.338	qarshi
infamous	anger	0.338	mashxur
alcoholism	anger	0.338	alkogolizm
row	anger	0.337	qator
staticky	anger	0.336	statik
illegitimate	anger	0.333	noqonuniy
encumbrance	anger	0.333	yuk
witchcraft	anger	0.333	jodugarlik
interrupt	anger	0.333	xalaqit berish
scorpion	anger	0.333	chayon
ill	anger	0.333	kasal
sinner	anger	0.331	gunohkor
inconsiderate	anger	0.329	e'tiborsiz
hulk	anger	0.329	hulk
prohibited	anger	0.328	taqiqlangan
dashed	anger	0.328	chizilgan
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikatsiya qilingan
spammers	anger	0.328	spamerlar
phony	anger	0.328	soxta
tighten	anger	0.328	torting
dislocated	anger	0.328	dislokatsiya qilingan
scapegoat	anger	0.328	ayb echkisi
victim	anger	0.328	qurbon
opponent	anger	0.328	raqib
hiss	anger	0.328	shivirlash
crusade	anger	0.328	salib yurishi
grumpy	anger	0.328	g'amgin
resisting	anger	0.328	qarshilik ko'rsatish
inappropriate	anger	0.324	nomaqbul
haye	anger	0.324	haye
loss	anger	0.324	yo'qotish
trickery	anger	0.324	ayyorlik
eschew	anger	0.324	qochish
neglected	anger	0.324	e'tibordan chetda qolgan
canker	anger	0.323	saraton
muff	anger	0.318	muff
crunch	anger	0.318	siqilish
duplicity	anger	0.318	ikkiyuzlamachilik
criticism	anger	0.318	tanqid
queues	anger	0.318	navbatlar
shriek	anger	0.316	qichqiriq
depreciate	anger	0.315	amortizatsiya qilish
dismissal	anger	0.312	ishdan bo'shatish
chaff	anger	0.312	somon
dramaqueen	anger	0.312	dramatik malika
poverty	anger	0.312	qashshoqlik
carelessness	anger	0.312	ehtiyotsizlik
deflate	anger	0.312	o'chirish
dumps	anger	0.312	chiqindixonalar
dupe	anger	0.312	aldash
mortality	anger	0.312	o'lim
revving	anger	0.309	aylanuvchi
disallowed	anger	0.308	ruxsat berilmagan
boisterous	anger	0.307	shovqinli
thoughtless	anger	0.307	o'ylamasdan
burial	anger	0.304	dafn qilish
wince	anger	0.303	qimirlamoq
theocratic	anger	0.303	teokratik
sullen	anger	0.303	xira
involution	anger	0.300	involyutsiya
misuse	anger	0.297	noto'g'ri foydalanish
taxed	anger	0.297	soliqqa tortiladi
senseless	anger	0.297	ma'nosiz
talons	anger	0.297	tirnoqlar
stalemate	anger	0.297	turg'un
getyourown	anger	0.297	o'zingni ol
hoax	anger	0.297	yolg'on
depreciated	anger	0.297	amortizatsiya qilingan
depressed	anger	0.297	tushkunlikka tushgan
wasteful	anger	0.297	isrofgar
paralysis	anger	0.295	falaj
displaced	anger	0.294	ko'chirilgan
limited	anger	0.292	cheklangan
disapointment	anger	0.290	umidsizlik
orc	anger	0.289	orc
ridiculous	anger	0.289	kulgili
homeless	anger	0.288	uysiz
spine	anger	0.288	umurtqa pog'onasi
teasing	anger	0.288	masxara qilish
presumptuous	anger	0.288	takabbur
react	anger	0.288	reaksiyaga kirishish
sharpen	anger	0.288	charxlash
barrier	anger	0.287	to'siq
hoot	anger	0.287	hay
twitchy	anger	0.287	titroq
myopia	anger	0.283	miyopi
flexin	anger	0.281	flexin
lagging	anger	0.281	orqada qolish
contraband	anger	0.281	kontrabanda
incompatible	anger	0.281	mos kelmaydigan
shiver	anger	0.281	titramoq
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	uzib qo'yadi
delinquent	anger	0.281	huquqbuzar
restitution	anger	0.281	qayta tiklash
foray	anger	0.279	bosqin
troll	anger	0.279	troll
unfairness	anger	0.279	adolatsizlik
buffering	anger	0.279	buferlash
noncompliance	anger	0.279	mos kelmaslik
nether	anger	0.278	nether
bogus	anger	0.273	soxta
immaturity	anger	0.273	etuklik
uncaring	anger	0.273	beparvo
bugaboo	anger	0.273	bugabu
feisty	anger	0.269	shijoatli
shock	anger	0.269	zarba
humbug	anger	0.266	kamtarlik
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizm
inoperative	anger	0.266	ishlamaydigan
bear	anger	0.266	ayiq
inconvenient	anger	0.266	noqulay
latent	anger	0.266	yashirin
defendant	anger	0.266	sudlanuvchi
nopoint	anger	0.266	nuqta yo'q
rapping	anger	0.266	rap
pry	anger	0.266	ko'rish
quandary	anger	0.266	ikkilanish
interrupts	anger	0.265	xalaqit beradi
fluctuation	anger	0.265	tebranish
exaggerate	anger	0.263	oshirib yuborish
lose	anger	0.261	yo'qotish
patter	anger	0.258	patter
furnace	anger	0.258	o'choq
stone	anger	0.258	tosh
tease	anger	0.258	masxara qilish
shoplifting	anger	0.258	do'kon o'g'irligi
soldier	anger	0.258	askar
incompetent	anger	0.257	qobiliyatsiz
indoctrination	anger	0.255	singdirish
rocket	anger	0.250	raketa
skid	anger	0.250	skid
noisy	anger	0.250	shovqinli
notoriety	anger	0.250	mashhurlik
cane	anger	0.250	qamish
unfollow	anger	0.250	kuzatishni bekor qilish
tripping	anger	0.250	qoqilib ketish
attentionseeker	anger	0.250	e'tibor qaratuvchi
mastery	anger	0.250	mahorat
socialist	anger	0.250	sotsialistik
falsehood	anger	0.250	yolg'on
complicate	anger	0.250	murakkablashtirish
lawyer	anger	0.250	yurist
untrue	anger	0.250	noto'g'ri
nonsense	anger	0.250	bema'nilik
pouting	anger	0.250	qichqirmoq
witch	anger	0.242	jodugar
detract	anger	0.242	kamaytirmoq
obstacle	anger	0.242	to'siq
halter	anger	0.242	xalta
fenced	anger	0.242	o'ralgan
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	tushunma
vampire	anger	0.242	vampir
ringer	anger	0.242	qo'ng'iroq
frowning	anger	0.239	qovog'ini burish
saber	anger	0.238	qilich
hunger	anger	0.235	ochlik
shell	anger	0.234	qobiq
wokemeup	anger	0.234	uyg'onish
recession	anger	0.234	turg'unlik
failing	anger	0.234	muvaffaqiyatsiz
dabbling	anger	0.234	chalg'itish
politics	anger	0.234	siyosat
lava	anger	0.234	lava
rascal	anger	0.234	beadab
imtryingtosleep	anger	0.234	uxlamoqchiman
tariff	anger	0.234	tarif
undesirable	anger	0.231	istalmagan
darkness	anger	0.227	zulmat
versus	anger	0.227	ga qarshi
copycat	anger	0.227	ko'chiruvchi
resign	anger	0.227	iste'foga chiqish
soaked	anger	0.226	namlangan
unfulfilled	anger	0.225	bajarilmagan
abandoned	anger	0.222	tashlab ketilgan
unattainable	anger	0.221	erishib bo'lmaydigan
owing	anger	0.221	qarz
bankruptcy	anger	0.221	bankrotlik
misconception	anger	0.219	noto'g'ri tushuncha
tool	anger	0.219	asbob
warden	anger	0.219	nazoratchi
compress	anger	0.219	siqish
mosquito	anger	0.219	chivin
whiny	anger	0.219	xirillagan
somethingigetalot	anger	0.219	juda ko'p narsa
confusion	anger	0.219	chalkashlik
unhelpful	anger	0.219	foydasiz
twitching	anger	0.219	tebranish
nosey	anger	0.213	qiziquvchan
overpriced	anger	0.212	haddan tashqari baholangan
adder	anger	0.212	qo'shuvchi
harry	anger	0.212	Garri
shortage	anger	0.212	etishmovchilik
melodrama	anger	0.212	melodrama
possession	anger	0.206	egalik qilish
desert	anger	0.206	cho'l
overplayed	anger	0.206	haddan tashqari o'ynadi
unpaid	anger	0.203	to'lanmagan
powerless	anger	0.203	kuchsiz
sentence	anger	0.203	jumla
inefficient	anger	0.203	samarasiz
arraignment	anger	0.203	ayblov
pout	anger	0.203	qichqirmoq
unlucky	anger	0.203	omadsiz
rook	anger	0.203	qal'a
backbone	anger	0.203	orqa miya
uninvited	anger	0.203	chaqirilmagan
court	anger	0.199	sud
endless	anger	0.198	cheksiz
adverts	anger	0.197	reklamalar
distracted	anger	0.197	chalg'itdi
delay	anger	0.197	kechikish
misstatement	anger	0.197	noto'g'ri bayonot
misunderstanding	anger	0.195	tushunmovchilik
inadmissible	anger	0.191	qabul qilib bo'lmaydigan
excite	anger	0.191	hayajonlantirish
lightning	anger	0.189	chaqmoq
preclude	anger	0.188	oldini olish
mournful	anger	0.188	qayg'uli
insecure	anger	0.188	xatarli
incase	anger	0.188	bu holatda
mutter	anger	0.182	g'o'ldiradi
pare	anger	0.182	par
rating	anger	0.182	reyting
claimant	anger	0.182	da'vogar
insist	anger	0.182	turib olish
mistress	anger	0.182	bekasi
distracting	anger	0.182	chalg'ituvchi
opium	anger	0.180	afyun
deserve	anger	0.176	loyiq
willful	anger	0.176	irodali
treat	anger	0.175	davolash
insists	anger	0.175	- deb turib oldi
excitation	anger	0.172	qo'zg'alish
mighty	anger	0.172	qudratli
liberate	anger	0.172	ozod qilish
indecisive	anger	0.172	qat'iyatsiz
hormonal	anger	0.172	gormonal
peice	anger	0.172	pece
gibberish	anger	0.172	bema'nilik
misplace	anger	0.172	noto'g'ri joylashtirmoq
fee	anger	0.172	haq
thanksalot	anger	0.172	katta rahmat
fleece	anger	0.172	jun
yelp	anger	0.168	qichqirmoq
mule	anger	0.167	xachir
unequal	anger	0.167	tengsiz
hamstring	anger	0.167	son mushaklari
bargaining	anger	0.167	savdolashish
insufficiency	anger	0.167	etishmovchilik
insignificant	anger	0.167	ahamiyatsiz
attentionseekers	anger	0.163	e'tibor qaratuvchilar
coop	anger	0.156	qamoqxona
rheumatism	anger	0.156	revmatizm
forearm	anger	0.156	bilak
indifference	anger	0.156	befarqlik
underpaid	anger	0.152	kam to'langan
involvement	anger	0.152	ishtirok etish
justthebeginning	anger	0.152	faqat boshlanishi
disinformation	anger	0.152	dezinformatsiya
uncertain	anger	0.152	noaniq
bee	anger	0.152	ari
attorney	anger	0.152	advokat
pretending	anger	0.152	go'yo
campaigning	anger	0.151	tashviqot
hopelessness	anger	0.149	umidsizlik
feeling	anger	0.147	tuyg'u
legalized	anger	0.145	qonuniylashtirilgan
caution	anger	0.145	ehtiyot
sterling	anger	0.141	sterling
morals	anger	0.141	axloq
subsidy	anger	0.141	subsidiya
obliging	anger	0.141	majburiyat beruvchi
wimpy	anger	0.140	ahmoq
bummer	anger	0.139	g'amgin
saloon	anger	0.136	salon
blemish	anger	0.136	dog'
misspell	anger	0.136	noto'g'ri yozish
repay	anger	0.136	to'lash
surcharge	anger	0.136	qo'shimcha to'lov
geez	anger	0.136	vay
birch	anger	0.135	qayin
noob	anger	0.133	chalasavod
honk	anger	0.133	honk
orchestra	anger	0.132	orkestr
wireless	anger	0.125	simsiz
competitive	anger	0.125	raqobatbardosh
standstill	anger	0.125	to'xtab turish
inattention	anger	0.121	e'tiborsizlik
reversal	anger	0.121	teskari
lace	anger	0.118	dantel
elbow	anger	0.117	tirsak
instinctive	anger	0.112	instinktiv
chant	anger	0.111	kuylash
gnome	anger	0.109	gnom
lonely	anger	0.109	yolg'iz
