English Word	Emotion	Emotion-Intensity-Score	Catalan Word
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	en desacord
bad	anger	0.453	dolent
unlawful	anger	0.451	il·legal
wrongly	anger	0.448	erròniament
repellent	anger	0.442	repel·lent
dishonor	anger	0.441	deshonor
psychosis	anger	0.441	psicosi
wasted	anger	0.441	desaprofitat
wrongful	anger	0.441	injust
foe	anger	0.441	enemic
aversion	anger	0.440	aversió
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	artells
ultimatum	anger	0.439	ultimàtum
schism	anger	0.439	cisma
upset	anger	0.439	molest
effigy	anger	0.439	efígie
punitive	anger	0.439	punitiva
worthless	anger	0.438	sense valor
separatist	anger	0.438	separatista
ransom	anger	0.438	rescat
deny	anger	0.438	negar
fugitive	anger	0.438	fugitiu
mucked	anger	0.438	enfonsat
abandonment	anger	0.438	abandonament
irritation	anger	0.438	irritació
deleterious	anger	0.438	perjudicial
stupidity	anger	0.438	estupidesa
segregate	anger	0.437	segregar
oblivion	anger	0.437	oblit
payback	anger	0.436	retorn
incongruous	anger	0.435	incongruent
eviction	anger	0.435	desallotjament
collusion	anger	0.432	connivència
rob	anger	0.431	robar
ravenous	anger	0.429	voraç
overrun	anger	0.429	desbordament
infidelity	anger	0.429	infidelitat
harbinger	anger	0.426	presagi
painful	anger	0.426	dolorós
getoverit	anger	0.426	getoverit
martial	anger	0.426	marcial
rejection	anger	0.426	rebuig
incredulous	anger	0.426	incrèdul
stupidrain	anger	0.426	estúpidrain
defense	anger	0.425	defensa
enforce	anger	0.424	fer complir
commotion	anger	0.424	commoció
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	fraudulent
unsympathetic	anger	0.424	antipàtic
fallacious	anger	0.424	fal·làcia
greed	anger	0.424	cobdícia
defraud	anger	0.424	estafar
banger	anger	0.424	banger
concealment	anger	0.424	ocultació
fuss	anger	0.424	enrenou
exasperation	anger	0.424	exasperació
disobedience	anger	0.424	desobediència
powerful	anger	0.424	potent
discontent	anger	0.424	descontentament
indecency	anger	0.424	indecència
sedition	anger	0.422	sedició
deportation	anger	0.422	deportació
cracked	anger	0.422	esquerdat
bang	anger	0.422	cop
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasme
cur	anger	0.422	cur
misrepresented	anger	0.422	tergiversada
annoyance	anger	0.422	molèstia
scar	anger	0.422	cicatriu
nettle	anger	0.422	ortiga
banishment	anger	0.422	desterrament
snubbed	anger	0.422	rebutjat
penitentiary	anger	0.422	penitenciari
penetration	anger	0.422	penetració
blatant	anger	0.420	flagrant
force	anger	0.418	força
perverse	anger	0.415	pervers
wring	anger	0.415	escurçar
bastion	anger	0.413	bastió
grim	anger	0.413	trist
moody	anger	0.412	canviant d'humor
tiff	anger	0.412	tiff
nothappy	anger	0.412	no és feliç
surly	anger	0.412	malhumorat
sordid	anger	0.412	sòrdid
hunting	anger	0.411	cacera
indenture	anger	0.410	contracte
forfeit	anger	0.409	perdre
areyoukiddingme	anger	0.409	em prens el pél
reproach	anger	0.409	retret
sham	anger	0.409	farsa
awful	anger	0.409	horrible
compulsion	anger	0.409	compulsió
implicate	anger	0.409	implicar
contradict	anger	0.409	contradir
inept	anger	0.409	ineptes
supremacy	anger	0.409	supremacia
sneak	anger	0.409	colar
disappoint	anger	0.409	decebre
blockade	anger	0.409	bloqueig
detainee	anger	0.409	detingut
cantwin	anger	0.409	cantwin
squelch	anger	0.409	suprimir
lying	anger	0.408	estirat
rail	anger	0.406	ferrocarril
forsaken	anger	0.406	abandonat
cacophony	anger	0.406	cacofonia
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	teixó
tremor	anger	0.406	tremolor
inequality	anger	0.406	desigualtat
delusion	anger	0.406	il·lusió
unthinkable	anger	0.406	impensable
onerous	anger	0.406	onerós
wrongdoing	anger	0.406	mala conducta
nuisance	anger	0.406	molèstia
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidèmia
arguments	anger	0.404	arguments
affront	anger	0.403	afront
traumatic	anger	0.402	traumàtic
sodding	anger	0.400	gespa
libel	anger	0.400	difamació
annoys	anger	0.400	molesta
soslow	anger	0.398	molt lent
watchout	anger	0.398	ves amb compte
frenetic	anger	0.397	frenètic
remiss	anger	0.397	negligència
barge	anger	0.396	barcassa
sue	anger	0.394	demandar
keyed	anger	0.394	clausada
actionable	anger	0.394	accionable
extinguish	anger	0.394	extingir
fraud	anger	0.394	frau
untoward	anger	0.394	desagradable
illegal	anger	0.394	il·legal
nag	anger	0.394	nag
boxing	anger	0.394	boxa
confiscate	anger	0.394	confiscar
howl	anger	0.394	udolar
whatsthepoint	anger	0.394	Quin és el punt
rabble	anger	0.394	gentada
unfriendly	anger	0.394	antipàtic
disrespect	anger	0.394	falta de respecte
dangit	anger	0.394	dangit
brimstone	anger	0.392	sofre
dissolution	anger	0.391	dissolució
rigged	anger	0.391	manipulat
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terratrèmol
argh	anger	0.391	argh
pique	anger	0.391	piqueig
recklessness	anger	0.391	imprudència
disagree	anger	0.389	discrepar
lawsuit	anger	0.386	plet
disused	anger	0.382	en desús
despair	anger	0.382	desesperació
immorality	anger	0.382	immoralitat
coerce	anger	0.379	coacció
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	sensible
pokes	anger	0.379	picades
falsification	anger	0.379	falsificació
rifle	anger	0.379	rifle
sizzle	anger	0.379	espurneig
incurable	anger	0.379	incurable
difficulty	anger	0.379	dificultat
sore	anger	0.379	dolor
picket	anger	0.378	piquet
concussion	anger	0.377	commoció cerebral
stuckup	anger	0.375	enganxat
militia	anger	0.375	milícia
rawr	anger	0.375	cru
faulty	anger	0.375	defectuós
sly	anger	0.375	astut
disillusionment	anger	0.375	desencís
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	trampa
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimisme
remand	anger	0.375	prevenció
cannon	anger	0.375	canó
vindicate	anger	0.371	reivindicar
inhibit	anger	0.371	inhibir
distressing	anger	0.371	angoixant
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	esquizofrènia
skewed	anger	0.368	esbiaixat
disreputable	anger	0.368	de mala reputació
forbidding	anger	0.368	prohibint
conquest	anger	0.367	conquesta
bark	anger	0.365	escorça
leukemia	anger	0.365	leucèmia
disapprove	anger	0.364	desaprovar
warrior	anger	0.364	guerrer
barks	anger	0.364	lladrucs
retarded	anger	0.364	retardat
unhappy	anger	0.364	infeliç
burke	anger	0.364	burke
challenge	anger	0.364	desafiament
belt	anger	0.364	cinturó
litigate	anger	0.359	litigar
paucity	anger	0.359	pobresa
opinionated	anger	0.359	opinió
disliked	anger	0.359	no li agradava
aftermath	anger	0.359	conseqüències
restriction	anger	0.359	restricció
cad	anger	0.359	cad
incompetence	anger	0.359	incompetència
loudness	anger	0.359	sonoritat
broken	anger	0.359	trencat
polemic	anger	0.359	polèmica
sectarian	anger	0.359	sectari
controversial	anger	0.359	polèmica
interrupting	anger	0.358	interrompent
fussy	anger	0.357	llepafils
wench	anger	0.353	noia
remove	anger	0.351	eliminar
brat	anger	0.351	mocoso
gruff	anger	0.351	gruixut
misbehavior	anger	0.351	mala conducta
scarcity	anger	0.350	escassetat
losing	anger	0.349	perdent
stigma	anger	0.348	estigma
deserted	anger	0.348	deserta
timewasters	anger	0.348	perdedors de temps
disagreement	anger	0.348	desacord
defect	anger	0.348	defecte
hardened	anger	0.348	endurit
lie	anger	0.348	mentida
ulcer	anger	0.348	úlcera
retract	anger	0.348	retractar-se
untrustworthy	anger	0.348	poc fiable
pest	anger	0.348	plaga
disappointed	anger	0.348	decebut
bias	anger	0.345	parcialitat
negation	anger	0.344	negació
bothering	anger	0.344	molestant
stripped	anger	0.344	despullat
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirata
stingy	anger	0.344	avaro
shoddy	anger	0.344	de mala qualitat
unreliable	anger	0.344	poc fiable
shaky	anger	0.344	tremolós
misleading	anger	0.344	enganyós
unsettled	anger	0.344	inestables
evade	anger	0.344	evadir
anxiety	anger	0.344	ansietat
disclaim	anger	0.344	renunciar
deterioration	anger	0.344	deteriorament
impotence	anger	0.344	impotència
interminable	anger	0.343	interminable
disease	anger	0.341	malaltia
meddle	anger	0.341	ficar-se
warp	anger	0.340	deformació
averse	anger	0.338	avers
infamous	anger	0.338	infame
alcoholism	anger	0.338	alcoholisme
row	anger	0.337	fila
staticky	anger	0.336	estàtic
illegitimate	anger	0.333	il·legítim
encumbrance	anger	0.333	gravamen
witchcraft	anger	0.333	bruixeria
interrupt	anger	0.333	interrompre
scorpion	anger	0.333	escorpí
ill	anger	0.333	malalt
sinner	anger	0.331	pecador
inconsiderate	anger	0.329	desconsiderat
hulk	anger	0.329	hulk
prohibited	anger	0.328	prohibit
dashed	anger	0.328	puntejat
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	desqualificat
spammers	anger	0.328	els spammers
phony	anger	0.328	fals
tighten	anger	0.328	apretar
dislocated	anger	0.328	dislocat
scapegoat	anger	0.328	boc expiatori
victim	anger	0.328	víctima
opponent	anger	0.328	oponent
hiss	anger	0.328	xiular
crusade	anger	0.328	croada
grumpy	anger	0.328	malhumorat
resisting	anger	0.328	resistint
inappropriate	anger	0.324	inadequat
haye	anger	0.324	hi ha
loss	anger	0.324	pèrdua
trickery	anger	0.324	engany
eschew	anger	0.324	defugir
neglected	anger	0.324	descuidat
canker	anger	0.323	cancre
muff	anger	0.318	màniga
crunch	anger	0.318	cruixent
duplicity	anger	0.318	duplicitat
criticism	anger	0.318	crítica
queues	anger	0.318	cues
shriek	anger	0.316	cridar
depreciate	anger	0.315	depreciar
dismissal	anger	0.312	acomiadament
chaff	anger	0.312	palla
dramaqueen	anger	0.312	Reina del drama
poverty	anger	0.312	pobresa
carelessness	anger	0.312	descuit
deflate	anger	0.312	desinflar
dumps	anger	0.312	abocadors
dupe	anger	0.312	enganyar
mortality	anger	0.312	mortalitat
revving	anger	0.309	accelerant
disallowed	anger	0.308	desautoritzat
boisterous	anger	0.307	bulliciosa
thoughtless	anger	0.307	irreflexiva
burial	anger	0.304	enterrament
wince	anger	0.303	fer una mumia
theocratic	anger	0.303	teocràtic
sullen	anger	0.303	malhumorat
involution	anger	0.300	involució
misuse	anger	0.297	mal ús
taxed	anger	0.297	gravat
senseless	anger	0.297	sense sentit
talons	anger	0.297	urpes
stalemate	anger	0.297	estancament
getyourown	anger	0.297	agafa el teu propi
hoax	anger	0.297	engany
depreciated	anger	0.297	depreciat
depressed	anger	0.297	deprimit
wasteful	anger	0.297	malbaratador
paralysis	anger	0.295	paràlisi
displaced	anger	0.294	desplaçats
limited	anger	0.292	limitada
disapointment	anger	0.290	decepció
orc	anger	0.289	orc
ridiculous	anger	0.289	ridícul
homeless	anger	0.288	sense sostre
spine	anger	0.288	columna vertebral
teasing	anger	0.288	burla
presumptuous	anger	0.288	presumptuós
react	anger	0.288	reaccionar
sharpen	anger	0.288	esmolar
barrier	anger	0.287	barrera
hoot	anger	0.287	xut
twitchy	anger	0.287	crispada
myopia	anger	0.283	miopia
flexin	anger	0.281	flexina
lagging	anger	0.281	endarrerit
contraband	anger	0.281	contraban
incompatible	anger	0.281	incompatible
shiver	anger	0.281	calfred
spam	anger	0.281	correu brossa
agh	anger	0.281	agh
disconnects	anger	0.281	desconnecta
delinquent	anger	0.281	delinqüent
restitution	anger	0.281	restitució
foray	anger	0.279	incursió
troll	anger	0.279	troll
unfairness	anger	0.279	injustícia
buffering	anger	0.279	amortiment
noncompliance	anger	0.279	incompliment
nether	anger	0.278	més avall
bogus	anger	0.273	fals
immaturity	anger	0.273	immaduresa
uncaring	anger	0.273	indiferent
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	lluitador
shock	anger	0.269	xoc
humbug	anger	0.266	farsa
notamorningperson	anger	0.266	nomorningperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	inoperant
bear	anger	0.266	suportar
inconvenient	anger	0.266	inconvenient
latent	anger	0.266	latent
defendant	anger	0.266	acusat
nopoint	anger	0.266	cap punt
rapping	anger	0.266	rapant
pry	anger	0.266	palanca
quandary	anger	0.266	dilema
interrupts	anger	0.265	interromp
fluctuation	anger	0.265	fluctuació
exaggerate	anger	0.263	exagerar
lose	anger	0.261	perdre
patter	anger	0.258	pateig
furnace	anger	0.258	forn
stone	anger	0.258	pedra
tease	anger	0.258	burlar
shoplifting	anger	0.258	robatori
soldier	anger	0.258	soldat
incompetent	anger	0.257	incompetent
indoctrination	anger	0.255	adoctrinament
rocket	anger	0.250	coet
skid	anger	0.250	patinar
noisy	anger	0.250	sorollós
notoriety	anger	0.250	notorietat
cane	anger	0.250	canya
unfollow	anger	0.250	deixar de seguir
tripping	anger	0.250	ensopegar
attentionseeker	anger	0.250	cercador de l'atenció
mastery	anger	0.250	domini
socialist	anger	0.250	socialista
falsehood	anger	0.250	falsedat
complicate	anger	0.250	complicar
lawyer	anger	0.250	advocat
untrue	anger	0.250	fals
nonsense	anger	0.250	tonteries
pouting	anger	0.250	fent pucheros
witch	anger	0.242	bruixa
detract	anger	0.242	restar
obstacle	anger	0.242	obstacle
halter	anger	0.242	cabestret
fenced	anger	0.242	tancat
capslock	anger	0.242	Majúscules activades
dontunderstand	anger	0.242	no entenc
vampire	anger	0.242	vampir
ringer	anger	0.242	timbre
frowning	anger	0.239	arrugant les celles
saber	anger	0.238	sabre
hunger	anger	0.235	fam
shell	anger	0.234	closca
wokemeup	anger	0.234	despertar-se
recession	anger	0.234	recessió
failing	anger	0.234	fracassar
dabbling	anger	0.234	barbotejant
politics	anger	0.234	política
lava	anger	0.234	lava
rascal	anger	0.234	canalla
imtryingtosleep	anger	0.234	intentant dormir
tariff	anger	0.234	tarifa
undesirable	anger	0.231	indesitjable
darkness	anger	0.227	foscor
versus	anger	0.227	contra
copycat	anger	0.227	imitador
resign	anger	0.227	dimitir
soaked	anger	0.226	remullat
unfulfilled	anger	0.225	incomplert
abandoned	anger	0.222	abandonat
unattainable	anger	0.221	inabastable
owing	anger	0.221	degut
bankruptcy	anger	0.221	fallida
misconception	anger	0.219	concepció errònia
tool	anger	0.219	eina
warden	anger	0.219	vigilant
compress	anger	0.219	comprimir
mosquito	anger	0.219	mosquit
whiny	anger	0.219	plorar
somethingigetalot	anger	0.219	alguna cosa més
confusion	anger	0.219	confusió
unhelpful	anger	0.219	poc útil
twitching	anger	0.219	sacsejada
nosey	anger	0.213	entrometida
overpriced	anger	0.212	massa car
adder	anger	0.212	sumador
harry	anger	0.212	Harry
shortage	anger	0.212	escassetat
melodrama	anger	0.212	melodrama
possession	anger	0.206	possessió
desert	anger	0.206	desert
overplayed	anger	0.206	exagerat
unpaid	anger	0.203	sense pagar
powerless	anger	0.203	impotent
sentence	anger	0.203	frase
inefficient	anger	0.203	ineficient
arraignment	anger	0.203	acusació
pout	anger	0.203	fer mocador
unlucky	anger	0.203	mala sort
rook	anger	0.203	torre
backbone	anger	0.203	columna vertebral
uninvited	anger	0.203	sense convidar
court	anger	0.199	cort
endless	anger	0.198	sense fi
adverts	anger	0.197	anuncis
distracted	anger	0.197	distret
delay	anger	0.197	retard
misstatement	anger	0.197	incorrecció
misunderstanding	anger	0.195	malentès
inadmissible	anger	0.191	inadmissible
excite	anger	0.191	emocionar
lightning	anger	0.189	llamp
preclude	anger	0.188	impedir
mournful	anger	0.188	lamentable
insecure	anger	0.188	insegur
incase	anger	0.188	en cas de
mutter	anger	0.182	murmurar
pare	anger	0.182	pare
rating	anger	0.182	qualificació
claimant	anger	0.182	reclamant
insist	anger	0.182	insisteix
mistress	anger	0.182	mestressa
distracting	anger	0.182	distreure
opium	anger	0.180	opi
deserve	anger	0.176	mereix
willful	anger	0.176	voluntària
treat	anger	0.175	tractar
insists	anger	0.175	insisteix
excitation	anger	0.172	excitació
mighty	anger	0.172	poderós
liberate	anger	0.172	alliberar
indecisive	anger	0.172	indecís
hormonal	anger	0.172	hormonal
peice	anger	0.172	peça
gibberish	anger	0.172	galimatisme
misplace	anger	0.172	fora de lloc
fee	anger	0.172	quota
thanksalot	anger	0.172	moltes gràcies
fleece	anger	0.172	polar
yelp	anger	0.168	gemec
mule	anger	0.167	mula
unequal	anger	0.167	desigual
hamstring	anger	0.167	isquiotibial
bargaining	anger	0.167	negociació
insufficiency	anger	0.167	insuficiència
insignificant	anger	0.167	insignificant
attentionseekers	anger	0.163	buscadors d'atenció
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatisme
forearm	anger	0.156	avantbraç
indifference	anger	0.156	indiferència
underpaid	anger	0.152	mal pagat
involvement	anger	0.152	implicació
justthebeginning	anger	0.152	just el principi
disinformation	anger	0.152	desinformació
uncertain	anger	0.152	incert
bee	anger	0.152	abella
attorney	anger	0.152	advocat
pretending	anger	0.152	fingint
campaigning	anger	0.151	fent campanya
hopelessness	anger	0.149	desesperança
feeling	anger	0.147	sentiment
legalized	anger	0.145	legalitzat
caution	anger	0.145	precaució
sterling	anger	0.141	esterlina
morals	anger	0.141	morals
subsidy	anger	0.141	subvenció
obliging	anger	0.141	complaent
wimpy	anger	0.140	feble
bummer	anger	0.139	llàstima
saloon	anger	0.136	saló
blemish	anger	0.136	taca
misspell	anger	0.136	fals d'ortografia
repay	anger	0.136	pagar
surcharge	anger	0.136	recàrrec
geez	anger	0.136	carai
birch	anger	0.135	bedoll
noob	anger	0.133	Novell
honk	anger	0.133	toca el bocina
orchestra	anger	0.132	orquestra
wireless	anger	0.125	sense fil
competitive	anger	0.125	competitiu
standstill	anger	0.125	parada
inattention	anger	0.121	desatenció
reversal	anger	0.121	reversió
lace	anger	0.118	encaix
elbow	anger	0.117	colze
instinctive	anger	0.112	instintiu
chant	anger	0.111	cantar
gnome	anger	0.109	gnom
lonely	anger	0.109	solitària
tolerate	anger	0.106	tolerar
management	anger	0.102	gestió
advocacy	anger	0.100	advocacia
moral	anger	0.094	moral
roadworks	anger	0.091	obres de carretera
honest	anger	0.087	honest
gent	anger	0.076	gent
forgetful	anger	0.076	oblidat
liquor	anger	0.075	licor
money	anger	0.074	diners
hood	anger	0.071	caputxa
curriculum	anger	0.063	currículum
words	anger	0.062	paraules
smell	anger	0.061	olor
playful	anger	0.061	juganer
opera	anger	0.061	òpera
elf	anger	0.061	elf
nurture	anger	0.059	nodrir
trumpet	anger	0.059	trompeta
counsellor	anger	0.059	conseller
asleeep	anger	0.059	adormit
birthplace	anger	0.051	lloc de naixement
ribbon	anger	0.047	cinta
youth	anger	0.045	joventut
vote	anger	0.045	votar
cash	anger	0.039	diners en efectiu
wannasleep	anger	0.031	vull dormir
waffle	anger	0.030	gofres
dame	anger	0.030	dama
buffet	anger	0.029	bufet
celebrity	anger	0.026	celebritat
sisterhood	anger	0.015	germanor
autocorrect	anger	0.015	autocorrecció
musical	anger	0.011	musical
tree	anger	0.000	arbre
anticipation	anticipation	0.859	anticipació
excited	anticipation	0.859	emocionat
excitement	anticipation	0.820	emoció
anticipate	anticipation	0.820	preveure
eagerness	anticipation	0.812	afany
exciting	anticipation	0.797	emocionant
expectant	anticipation	0.789	expectant
thrilling	anticipation	0.781	emocionant
