English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
dispossessed	anger	0.470	kulandidwa
subversion	anger	0.470	kugwetsa
friction	anger	0.470	kukangana
jealous	anger	0.470	wansanje
adversity	anger	0.470	mavuto
infidel	anger	0.470	wosakhulupirira
gall	anger	0.470	ndulu
accuser	anger	0.470	woneneza
ram	anger	0.470	Ram
armament	anger	0.470	zida
thump	anger	0.469	thumb
dislike	anger	0.469	kusakonda
steal	anger	0.469	kuba
backoff	anger	0.469	kumbuyo
stifled	anger	0.469	zokanidwa
incite	anger	0.469	yambitsa
distress	anger	0.469	mavuto
angermanagement	anger	0.469	kuwongolera mkwiyo
selfish	anger	0.469	wodzikonda
injury	anger	0.469	kuvulala
exile	anger	0.469	kuthamangitsidwa
insanity	anger	0.469	misala
offense	anger	0.469	cholakwa
objection	anger	0.469	kutsutsa
smother	anger	0.469	kulira
disruption	anger	0.469	kusokoneza
intolerance	anger	0.469	kusalolera
disobey	anger	0.469	kusamvera
selfishness	anger	0.469	kudzikonda
recidivism	anger	0.469	kubwerezabwereza
subversive	anger	0.469	woukira boma
huff	anger	0.469	uwu
plunder	anger	0.469	kulanda
opposition	anger	0.469	kutsutsa
complain	anger	0.469	dandaula
perpetrator	anger	0.469	wolakwira
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	mukunena zowona
mug	anger	0.467	makapu
agony	anger	0.465	ululu
arrogant	anger	0.461	wodzikuza
sux	anger	0.456	sux
vent	anger	0.456	mpweya
elimination	anger	0.456	kuthetsa
picketing	anger	0.456	kukankha
haughty	anger	0.456	wodzikuza
grated	anger	0.455	grated
flagrant	anger	0.455	zomveka
busted	anger	0.455	kuphulika
crabby	anger	0.455	nkhanu
dying	anger	0.455	akufa
idiocy	anger	0.455	chitsiru
impermeable	anger	0.455	wosalowerera
stubbed	anger	0.455	zomangika
illegality	anger	0.455	kusaloledwa
veto	anger	0.455	veto
constraint	anger	0.455	chopinga
mislead	anger	0.455	kusocheretsa
illicit	anger	0.455	wosaloledwa
troublesome	anger	0.455	zovuta
clamor	anger	0.455	phokoso
bayonet	anger	0.453	bayonet
suppress	anger	0.453	kupondereza
intense	anger	0.453	kwambiri
displeased	anger	0.453	osakondwera
disapproving	anger	0.453	osavomereza
hysterical	anger	0.453	wamanyazi
struggle	anger	0.453	kulimbana
godless	anger	0.453	opanda umulungu
desist	anger	0.453	kusiya
usurped	anger	0.453	kulanda
despotism	anger	0.453	kupondereza
disagreeing	anger	0.453	kusagwirizana
bad	anger	0.453	zoipa
unlawful	anger	0.451	zosaloledwa
wrongly	anger	0.448	molakwika
repellent	anger	0.442	zobweza
dishonor	anger	0.441	manyazi
psychosis	anger	0.441	psychosis
wasted	anger	0.441	kuonongeka
wrongful	anger	0.441	zolakwika
foe	anger	0.441	mdani
aversion	anger	0.440	kuipidwa
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nkhonya
ultimatum	anger	0.439	chiwonongeko
schism	anger	0.439	kusiyana
upset	anger	0.439	khumudwa
effigy	anger	0.439	effigy
punitive	anger	0.439	wolanga
worthless	anger	0.438	zopanda pake
separatist	anger	0.438	wodzipatula
ransom	anger	0.438	dipo
deny	anger	0.438	kukana
fugitive	anger	0.438	wothawathawa
mucked	anger	0.438	wodetsedwa
abandonment	anger	0.438	kusiyidwa
irritation	anger	0.438	kuyabwa
deleterious	anger	0.438	zowononga
stupidity	anger	0.438	kupusa
segregate	anger	0.437	kusankha
oblivion	anger	0.437	kuiwalika
payback	anger	0.436	malipiro
incongruous	anger	0.435	wosagwirizana
eviction	anger	0.435	kuthamangitsidwa
collusion	anger	0.432	kugwirizana
rob	anger	0.431	kulanda
ravenous	anger	0.429	wolusa
overrun	anger	0.429	kupitilira
infidelity	anger	0.429	kusakhulupirika
harbinger	anger	0.426	mbiri
painful	anger	0.426	zowawa
getoverit	anger	0.426	getoverit
martial	anger	0.426	wankhondo
rejection	anger	0.426	kukanidwa
incredulous	anger	0.426	wosakhulupirira
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	chitetezo
enforce	anger	0.424	kakamiza
commotion	anger	0.424	chipwirikiti
censor	anger	0.424	censor
gonorrhea	anger	0.424	chinzonono
fraudulent	anger	0.424	wachinyengo
unsympathetic	anger	0.424	wosamvera chisoni
fallacious	anger	0.424	wabodza
greed	anger	0.424	umbombo
defraud	anger	0.424	chinyengo
banger	anger	0.424	banger
concealment	anger	0.424	kubisa
fuss	anger	0.424	kukangana
exasperation	anger	0.424	kukwiyitsidwa
disobedience	anger	0.424	kusamvera
powerful	anger	0.424	wamphamvu
discontent	anger	0.424	kusakhutira
indecency	anger	0.424	zamanyazi
sedition	anger	0.422	chipwirikiti
deportation	anger	0.422	kuthamangitsidwa
cracked	anger	0.422	wosweka
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	kunyoza
cur	anger	0.422	cur
misrepresented	anger	0.422	kuimiridwa molakwika
annoyance	anger	0.422	kukhumudwitsa
scar	anger	0.422	chilonda
nettle	anger	0.422	nettle
banishment	anger	0.422	kuthamangitsidwa
snubbed	anger	0.422	kunyozedwa
penitentiary	anger	0.422	ndende
penetration	anger	0.422	kulowa
blatant	anger	0.420	mosabisa kanthu
force	anger	0.418	mphamvu
perverse	anger	0.415	wokhota
wring	anger	0.415	pinda
bastion	anger	0.413	bastion
grim	anger	0.413	zachisoni
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	osasangalala
surly	anger	0.412	surly
sordid	anger	0.412	zoipa
hunting	anger	0.411	kusaka
indenture	anger	0.410	mayendedwe
forfeit	anger	0.409	kutaya
areyoukiddingme	anger	0.409	mukunama
reproach	anger	0.409	chitonzo
sham	anger	0.409	sham
awful	anger	0.409	zoopsa
compulsion	anger	0.409	kukakamiza
implicate	anger	0.409	kukhudza
contradict	anger	0.409	tsutsa
inept	anger	0.409	inept
supremacy	anger	0.409	ukulu
sneak	anger	0.409	zembera
disappoint	anger	0.409	khumudwitsa
blockade	anger	0.409	kutsekereza
detainee	anger	0.409	womangidwa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	kunama
rail	anger	0.406	njanji
forsaken	anger	0.406	kusiyidwa
cacophony	anger	0.406	kakophony
antipathy	anger	0.406	kusakonda
wop	anger	0.406	wop
badger	anger	0.406	mbira
tremor	anger	0.406	kunjenjemera
inequality	anger	0.406	kusalingana
delusion	anger	0.406	chinyengo
unthinkable	anger	0.406	zosaganizirika
onerous	anger	0.406	wotopetsa
wrongdoing	anger	0.406	kulakwa
nuisance	anger	0.406	vuto
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	mliri
arguments	anger	0.404	mikangano
affront	anger	0.403	kunyoza
traumatic	anger	0.402	zomvetsa chisoni
sodding	anger	0.400	kusodza
libel	anger	0.400	zoipa
annoys	anger	0.400	zokwiyitsa
soslow	anger	0.398	wochedwa
watchout	anger	0.398	Onetsetsani
frenetic	anger	0.397	wopenga
remiss	anger	0.397	lekani
barge	anger	0.396	bwato
sue	anger	0.394	sue
keyed	anger	0.394	keyed
actionable	anger	0.394	zotheka
extinguish	anger	0.394	kuzimitsa
fraud	anger	0.394	chinyengo
untoward	anger	0.394	kupitilira
illegal	anger	0.394	zosaloledwa
nag	anger	0.394	nag
boxing	anger	0.394	nkhonya
confiscate	anger	0.394	landa
howl	anger	0.394	kulira
whatsthepoint	anger	0.394	mfundo yanji
rabble	anger	0.394	chizungulire
unfriendly	anger	0.394	osachezeka
disrespect	anger	0.394	kusalemekeza
dangit	anger	0.394	dangit
brimstone	anger	0.392	sulufule
dissolution	anger	0.391	kuwonongeka
rigged	anger	0.391	zokhotakhota
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	chivomezi
argh	anger	0.391	ayi
pique	anger	0.391	pique
recklessness	anger	0.391	kusasamala
disagree	anger	0.389	sagwirizana
lawsuit	anger	0.386	mlandu
disused	anger	0.382	osagwiritsidwa ntchito
despair	anger	0.382	kutaya mtima
immorality	anger	0.382	chiwerewere
coerce	anger	0.379	kakamiza
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	chokhudza
pokes	anger	0.379	kuponya
falsification	anger	0.379	bodza
rifle	anger	0.379	mfuti
sizzle	anger	0.379	zikomo
incurable	anger	0.379	osachiritsika
difficulty	anger	0.379	zovuta
sore	anger	0.379	zowawa
picket	anger	0.378	picket
concussion	anger	0.377	concussion
stuckup	anger	0.375	kukakamira
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	zolakwika
sly	anger	0.375	wochenjera
disillusionment	anger	0.375	kukhumudwa
petpeeve	anger	0.375	pepani
pitfall	anger	0.375	dzenje
infantile	anger	0.375	wakhanda
pessimism	anger	0.375	kukayikakayika
remand	anger	0.375	ndende
cannon	anger	0.375	mizinga
vindicate	anger	0.371	tsimikizira
inhibit	anger	0.371	kuletsa
distressing	anger	0.371	zowawa
nepotism	anger	0.371	kukondera
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	zokhotakhota
disreputable	anger	0.368	wosalemekezeka
forbidding	anger	0.368	kuletsa
conquest	anger	0.367	kugonjetsa
bark	anger	0.365	khungwa
leukemia	anger	0.365	khansa ya m'magazi
disapprove	anger	0.364	osavomereza
warrior	anger	0.364	wankhondo
barks	anger	0.364	makungwa
retarded	anger	0.364	wochedwa
unhappy	anger	0.364	osakondwa
burke	anger	0.364	burk
challenge	anger	0.364	kutsutsa
belt	anger	0.364	lamba
litigate	anger	0.359	milandu
paucity	anger	0.359	kuchepa
opinionated	anger	0.359	maganizo
disliked	anger	0.359	sanakonde
aftermath	anger	0.359	zotsatira
restriction	anger	0.359	kuletsa
cad	anger	0.359	kad
incompetence	anger	0.359	kusakhoza
loudness	anger	0.359	phokoso
broken	anger	0.359	wosweka
polemic	anger	0.359	zovuta
sectarian	anger	0.359	wampatuko
controversial	anger	0.359	zotsutsana
interrupting	anger	0.358	kusokoneza
fussy	anger	0.357	wokangana
wench	anger	0.353	wench
remove	anger	0.351	chotsani
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	khalidwe loipa
scarcity	anger	0.350	kusowa
losing	anger	0.349	kuluza
stigma	anger	0.348	kusalidwa
deserted	anger	0.348	osiyidwa
timewasters	anger	0.348	owononga nthawi
disagreement	anger	0.348	kusagwirizana
defect	anger	0.348	chilema
hardened	anger	0.348	wowumitsidwa
lie	anger	0.348	bodza
ulcer	anger	0.348	chilonda
retract	anger	0.348	bweza
untrustworthy	anger	0.348	osadalirika
pest	anger	0.348	tizilombo
disappointed	anger	0.348	kukhumudwa
bias	anger	0.345	kukondera
negation	anger	0.344	kutsutsa
bothering	anger	0.344	kuvutitsa
stripped	anger	0.344	kuvula
antisocial	anger	0.344	odana ndi anthu
pirate	anger	0.344	wachifwamba
stingy	anger	0.344	wotopetsa
shoddy	anger	0.344	wopanda pake
unreliable	anger	0.344	osadalirika
shaky	anger	0.344	zogwedezeka
misleading	anger	0.344	kusocheretsa
unsettled	anger	0.344	osakhazikika
evade	anger	0.344	zembera
anxiety	anger	0.344	nkhawa
disclaim	anger	0.344	kudzikana
deterioration	anger	0.344	kuwonongeka
impotence	anger	0.344	kusowa mphamvu
interminable	anger	0.343	chosalekeza
disease	anger	0.341	matenda
meddle	anger	0.341	sokoneza
warp	anger	0.340	wapa
averse	anger	0.338	kutsutsa
infamous	anger	0.338	wosatchuka
alcoholism	anger	0.338	uchidakwa
row	anger	0.337	mzere
staticky	anger	0.336	staticky
illegitimate	anger	0.333	apathengo
encumbrance	anger	0.333	zovuta
witchcraft	anger	0.333	ufiti
interrupt	anger	0.333	sokoneza
scorpion	anger	0.333	chinkhanira
ill	anger	0.333	kudwala
sinner	anger	0.331	wochimwa
inconsiderate	anger	0.329	wosaganizira
hulk	anger	0.329	hulk
prohibited	anger	0.328	zoletsedwa
dashed	anger	0.328	chodutsa
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	osayenerera
spammers	anger	0.328	spammers
phony	anger	0.328	chinyengo
tighten	anger	0.328	limbitsa
dislocated	anger	0.328	kusuntha
scapegoat	anger	0.328	mbuzi ya Azazeli
victim	anger	0.328	wozunzidwa
opponent	anger	0.328	wotsutsa
hiss	anger	0.328	zake
crusade	anger	0.328	nkhondo
grumpy	anger	0.328	wokhumudwa
resisting	anger	0.328	kutsutsa
inappropriate	anger	0.324	zosayenera
haye	anger	0.324	ayi
loss	anger	0.324	kutaya
trickery	anger	0.324	chinyengo
eschew	anger	0.324	eschew
neglected	anger	0.324	kunyalanyazidwa
canker	anger	0.323	khansa
muff	anger	0.318	mfu
crunch	anger	0.318	crunch
duplicity	anger	0.318	kuwirikiza
criticism	anger	0.318	kutsutsa
queues	anger	0.318	mizere
shriek	anger	0.316	fuula
depreciate	anger	0.315	chepetsa
dismissal	anger	0.312	kuchotsedwa ntchito
chaff	anger	0.312	mankhusu
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	umphawi
carelessness	anger	0.312	kusasamala
deflate	anger	0.312	deflate
dumps	anger	0.312	zinyalala
dupe	anger	0.312	dupe
mortality	anger	0.312	imfa
revving	anger	0.309	kutsitsimuka
disallowed	anger	0.308	osaloledwa
boisterous	anger	0.307	zaphokoso
thoughtless	anger	0.307	mosaganizira
burial	anger	0.304	manda
wince	anger	0.303	kupambana
theocratic	anger	0.303	zateokrase
sullen	anger	0.303	wokhumudwa
involution	anger	0.300	involution
misuse	anger	0.297	kugwiritsa ntchito molakwika
taxed	anger	0.297	misonkho
senseless	anger	0.297	opanda nzeru
talons	anger	0.297	nsapato
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyown
hoax	anger	0.297	chopusitsira
depreciated	anger	0.297	watsika mtengo
depressed	anger	0.297	wokhumudwa
wasteful	anger	0.297	wowononga
paralysis	anger	0.295	ziwalo
displaced	anger	0.294	osamutsidwa
limited	anger	0.292	zochepa
disapointment	anger	0.290	kukhumudwa
orc	anger	0.289	orc
ridiculous	anger	0.289	zopusa
homeless	anger	0.288	opanda pokhala
spine	anger	0.288	msana
teasing	anger	0.288	kuseka
presumptuous	anger	0.288	wodzikuza
react	anger	0.288	chitani
sharpen	anger	0.288	nola
barrier	anger	0.287	chotchinga
hoot	anger	0.287	hot
twitchy	anger	0.287	kunjenjemera
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	kuchedwa
contraband	anger	0.281	zakunja
incompatible	anger	0.281	zosagwirizana
shiver	anger	0.281	kunjenjemera
spam	anger	0.281	sipamu
agh	anger	0.281	ayi
disconnects	anger	0.281	amadula
delinquent	anger	0.281	wophwanya malamulo
restitution	anger	0.281	kubwezera
foray	anger	0.279	chifukwa
troll	anger	0.279	troll
unfairness	anger	0.279	kupanda chilungamo
buffering	anger	0.279	kusungitsa
noncompliance	anger	0.279	kusamvera
nether	anger	0.278	ayi
bogus	anger	0.273	zabodza
immaturity	anger	0.273	kusakhwima
uncaring	anger	0.273	osasamalira
bugaboo	anger	0.273	bwalo
feisty	anger	0.269	wamanyazi
shock	anger	0.269	mantha
humbug	anger	0.266	humbu
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	zachikazi
inoperative	anger	0.266	osagwira ntchito
bear	anger	0.266	chimbalangondo
inconvenient	anger	0.266	zosokoneza
latent	anger	0.266	zobisika
defendant	anger	0.266	wozengedwa mlandu
nopoint	anger	0.266	palibe
rapping	anger	0.266	rap
pry	anger	0.266	pry
quandary	anger	0.266	zovuta
interrupts	anger	0.265	zimasokoneza
fluctuation	anger	0.265	kusinthasintha
exaggerate	anger	0.263	kukokomeza
lose	anger	0.261	kutaya
patter	anger	0.258	patter
furnace	anger	0.258	ng'anjo
stone	anger	0.258	mwala
tease	anger	0.258	kuseka
shoplifting	anger	0.258	kuba m'masitolo
soldier	anger	0.258	msilikali
incompetent	anger	0.257	wosakhoza
indoctrination	anger	0.255	kuphunzitsa
rocket	anger	0.250	roketi
skid	anger	0.250	skid
noisy	anger	0.250	phokoso
notoriety	anger	0.250	mbiri
cane	anger	0.250	ndodo
unfollow	anger	0.250	osatsata
tripping	anger	0.250	kupunthwa
attentionseeker	anger	0.250	wofunafuna chidwi
mastery	anger	0.250	ukatswiri
socialist	anger	0.250	socialist
falsehood	anger	0.250	zabodza
complicate	anger	0.250	sokoneza
lawyer	anger	0.250	woyimira mlandu
untrue	anger	0.250	zabodza
nonsense	anger	0.250	zamkhutu
pouting	anger	0.250	kulira
witch	anger	0.242	mfiti
detract	anger	0.242	kusokoneza
obstacle	anger	0.242	chopinga
halter	anger	0.242	halter
fenced	anger	0.242	mpanda
capslock	anger	0.242	zilembo zazikulu
dontunderstand	anger	0.242	osamvetsetsa
vampire	anger	0.242	vampire
ringer	anger	0.242	woimba
frowning	anger	0.239	kukwinya tsinya
saber	anger	0.238	saber
hunger	anger	0.235	njala
shell	anger	0.234	chipolopolo
wokemeup	anger	0.234	kudzuka
recession	anger	0.234	kuchepa kwachuma
failing	anger	0.234	kulephera
dabbling	anger	0.234	kusewera
politics	anger	0.234	ndale
lava	anger	0.234	chiphalaphala
rascal	anger	0.234	wankhanza
imtryingtosleep	anger	0.234	Kugona
tariff	anger	0.234	mtengo
undesirable	anger	0.231	osafunika
darkness	anger	0.227	mdima
versus	anger	0.227	molimbana ndi
copycat	anger	0.227	kopeka
resign	anger	0.227	kusiya ntchito
soaked	anger	0.226	chonyowa
unfulfilled	anger	0.225	zosakwaniritsidwa
abandoned	anger	0.222	kusiyidwa
unattainable	anger	0.221	osatheka
owing	anger	0.221	chifukwa
bankruptcy	anger	0.221	kusowa ndalama
misconception	anger	0.219	maganizo olakwika
tool	anger	0.219	chida
warden	anger	0.219	woyang'anira
compress	anger	0.219	compress
mosquito	anger	0.219	udzudzu
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	chinachake
confusion	anger	0.219	chisokonezo
unhelpful	anger	0.219	zosathandiza
twitching	anger	0.219	kunjenjemera
nosey	anger	0.213	nosy
overpriced	anger	0.212	okwera mtengo
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	kuchepa
melodrama	anger	0.212	melodrama
possession	anger	0.206	kukhala nacho
desert	anger	0.206	chipululu
overplayed	anger	0.206	kusewera mopambanitsa
unpaid	anger	0.203	osalipidwa
powerless	anger	0.203	opanda mphamvu
sentence	anger	0.203	chiganizo
inefficient	anger	0.203	osathandiza
arraignment	anger	0.203	kutsutsa
pout	anger	0.203	pout
unlucky	anger	0.203	watsoka
rook	anger	0.203	rook
backbone	anger	0.203	msana
uninvited	anger	0.203	osaitanidwa
court	anger	0.199	khoti
endless	anger	0.198	zosatha
adverts	anger	0.197	malonda
distracted	anger	0.197	kusokonezedwa
delay	anger	0.197	kuchedwa
misstatement	anger	0.197	zolakwika
misunderstanding	anger	0.195	kusamvetsetsa
inadmissible	anger	0.191	zosaloledwa
excite	anger	0.191	sangalatsa
lightning	anger	0.189	mphezi
preclude	anger	0.188	kuletsa
mournful	anger	0.188	wachisoni
insecure	anger	0.188	osatetezeka
incase	anger	0.188	kuti mwina
mutter	anger	0.182	ng'ung'udza
pare	anger	0.182	pare
rating	anger	0.182	mlingo
claimant	anger	0.182	wodzinenera
insist	anger	0.182	kukakamira
mistress	anger	0.182	mbuye
distracting	anger	0.182	kusokoneza
opium	anger	0.180	opiamu
deserve	anger	0.176	oyenera
willful	anger	0.176	mwadala
treat	anger	0.175	chithandizo
insists	anger	0.175	amalimbikira
excitation	anger	0.172	chisangalalo
mighty	anger	0.172	wamphamvu
liberate	anger	0.172	kumasula
indecisive	anger	0.172	wosatsimikiza mtima
hormonal	anger	0.172	mahomoni
peice	anger	0.172	mtendere
gibberish	anger	0.172	gibberish
misplace	anger	0.172	malo olakwika
fee	anger	0.172	malipiro
thanksalot	anger	0.172	Zikomo kwambiri
fleece	anger	0.172	ubweya
yelp	anger	0.168	ayi
mule	anger	0.167	bulu
unequal	anger	0.167	wosafanana
hamstring	anger	0.167	m'chiuno
bargaining	anger	0.167	kukambirana
insufficiency	anger	0.167	kusakwanira
insignificant	anger	0.167	zosafunikira
attentionseekers	anger	0.163	ofuna chidwi
coop	anger	0.156	nyumba
rheumatism	anger	0.156	rheumatism
forearm	anger	0.156	mkono
indifference	anger	0.156	mphwayi
underpaid	anger	0.152	malipiro ochepa
involvement	anger	0.152	kukhudzidwa
justthebeginning	anger	0.152	poyambira
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	wosatsimikizika
bee	anger	0.152	njuchi
attorney	anger	0.152	woyimira milandu
pretending	anger	0.152	kunamizira
campaigning	anger	0.151	kuchita kampeni
hopelessness	anger	0.149	kusowa chiyembekezo
feeling	anger	0.147	kumva
legalized	anger	0.145	zovomerezeka
caution	anger	0.145	chenjezo
sterling	anger	0.141	wokongola
morals	anger	0.141	makhalidwe abwino
subsidy	anger	0.141	thandizo
obliging	anger	0.141	kukakamiza
wimpy	anger	0.140	wimpy
bummer	anger	0.139	kuluma
saloon	anger	0.136	saloon
blemish	anger	0.136	chilema
misspell	anger	0.136	molakwika
repay	anger	0.136	kubweza
surcharge	anger	0.136	ndalama zowonjezera
geez	anger	0.136	izi
birch	anger	0.135	birch
noob	anger	0.133	nyawani
honk	anger	0.133	ulemu
orchestra	anger	0.132	okhestra
wireless	anger	0.125	opanda zingwe
competitive	anger	0.125	wopikisana
standstill	anger	0.125	kuyimirira
inattention	anger	0.121	kusasamala
reversal	anger	0.121	kusintha
lace	anger	0.118	lace
elbow	anger	0.117	chigongono
instinctive	anger	0.112	wachibadwa
chant	anger	0.111	nyimbo
gnome	anger	0.109	gnome
lonely	anger	0.109	wosungulumwa
tolerate	anger	0.106	kulolera
management	anger	0.102	kasamalidwe
advocacy	anger	0.100	kulimbikitsa
moral	anger	0.094	makhalidwe abwino
roadworks	anger	0.091	ntchito zapamsewu
honest	anger	0.087	woona mtima
gent	anger	0.076	bwino
forgetful	anger	0.076	woyiwala
liquor	anger	0.075	chakumwa
money	anger	0.074	ndalama
hood	anger	0.071	nyumba
curriculum	anger	0.063	maphunziro
words	anger	0.062	mawu
smell	anger	0.061	fungo
playful	anger	0.061	wosewera
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	kulera
trumpet	anger	0.059	lipenga
counsellor	anger	0.059	mlangizi
asleeep	anger	0.059	akugona
birthplace	anger	0.051	malo obadwira
ribbon	anger	0.047	riboni
youth	anger	0.045	unyamata
vote	anger	0.045	kuvota
cash	anger	0.039	ndalama
wannasleep	anger	0.031	ndikufuna kugona
waffle	anger	0.030	waffle
dame	anger	0.030	bambo
buffet	anger	0.029	zakudya zodzisankhira
celebrity	anger	0.026	wotchuka
sisterhood	anger	0.015	ulongo
autocorrect	anger	0.015	kukonza zokha
musical	anger	0.011	zanyimbo
tree	anger	0.000	mtengo
anticipation	anticipation	0.859	chiyembekezo
excited	anticipation	0.859	okondwa
excitement	anticipation	0.820	chisangalalo
