English Word	Emotion	Emotion-Intensity-Score	Korean Word
psychosis	anger	0.441	정신병
wasted	anger	0.441	지나간
wrongful	anger	0.441	나쁜
foe	anger	0.441	적
aversion	anger	0.440	혐오
gahhh	anger	0.439	헉
knuckles	anger	0.439	너클
ultimatum	anger	0.439	최후 통첩
schism	anger	0.439	분리
upset	anger	0.439	속상한
effigy	anger	0.439	인형
punitive	anger	0.439	처벌
worthless	anger	0.438	가치 없는
separatist	anger	0.438	분리파
ransom	anger	0.438	몸값
deny	anger	0.438	부인하다
fugitive	anger	0.438	도망자
mucked	anger	0.438	엿먹인
abandonment	anger	0.438	포기
irritation	anger	0.438	짜증나게 하는 것
deleterious	anger	0.438	해로운
stupidity	anger	0.438	우둔
segregate	anger	0.437	분리하다
oblivion	anger	0.437	망각
payback	anger	0.436	복수
incongruous	anger	0.435	어울리지 않는
eviction	anger	0.435	축출
collusion	anger	0.432	공모
rob	anger	0.431	털다
ravenous	anger	0.429	굶주린
overrun	anger	0.429	오버런
infidelity	anger	0.429	부정
harbinger	anger	0.426	선구자
painful	anger	0.426	괴로운
getoverit	anger	0.426	과감히
martial	anger	0.426	용감한
rejection	anger	0.426	배제
incredulous	anger	0.426	쉽게 믿지 않는
stupidrain	anger	0.426	멍청이
defense	anger	0.425	방어
enforce	anger	0.424	억지로 시키다
commotion	anger	0.424	동요
censor	anger	0.424	검열
gonorrhea	anger	0.424	임질
fraudulent	anger	0.424	사기
unsympathetic	anger	0.424	동정심 없는
fallacious	anger	0.424	그릇된
greed	anger	0.424	탐욕
defraud	anger	0.424	속이다
banger	anger	0.424	소시지
concealment	anger	0.424	은폐
fuss	anger	0.424	야단법석
exasperation	anger	0.424	격분
disobedience	anger	0.424	불순종
powerful	anger	0.424	강한
discontent	anger	0.424	불만
indecency	anger	0.424	외설
sedition	anger	0.422	선동
deportation	anger	0.422	추방
cracked	anger	0.422	깨진
bang	anger	0.422	쾅
barb	anger	0.422	미늘
duel	anger	0.422	결투
sarcasm	anger	0.422	풍자
cur	anger	0.422	똥개
misrepresented	anger	0.422	잘못 표현된
annoyance	anger	0.422	성가심
scar	anger	0.422	흉터
nettle	anger	0.422	쐐기풀
banishment	anger	0.422	추방
snubbed	anger	0.422	너프
penitentiary	anger	0.422	교도소
penetration	anger	0.422	침투
blatant	anger	0.420	떠들썩한
force	anger	0.418	힘
perverse	anger	0.415	변태
wring	anger	0.415	짜다
bastion	anger	0.413	능보
grim	anger	0.413	암울한
moody	anger	0.412	변덕스러운
tiff	anger	0.412	사소한 말다툼
nothappy	anger	0.412	불행
surly	anger	0.412	거친
sordid	anger	0.412	더러운
hunting	anger	0.411	수렵
indenture	anger	0.410	계약서
forfeit	anger	0.409	박탈
areyoukiddingme	anger	0.409	너네 장난해
reproach	anger	0.409	치욕
sham	anger	0.409	가짜
awful	anger	0.409	끔찍한
compulsion	anger	0.409	강제
implicate	anger	0.409	얽히게 하다
contradict	anger	0.409	모순
inept	anger	0.409	서투른
supremacy	anger	0.409	최고
sneak	anger	0.409	좀도둑
disappoint	anger	0.409	어긋나게 하다
blockade	anger	0.409	봉쇄
detainee	anger	0.409	억류자
cantwin	anger	0.409	캔트윈
squelch	anger	0.409	끽소리 못 하게 함
lying	anger	0.408	거짓말하는
rail	anger	0.406	레일
forsaken	anger	0.406	버림받은
cacophony	anger	0.406	불협화음
antipathy	anger	0.406	반감
wop	anger	0.406	쯧쯧
badger	anger	0.406	오소리
tremor	anger	0.406	떨림
inequality	anger	0.406	불평등
delusion	anger	0.406	미혹
unthinkable	anger	0.406	상상할 수 없는
onerous	anger	0.406	번거로운
wrongdoing	anger	0.406	악행
nuisance	anger	0.406	폐가 되는 행위
scrapie	anger	0.406	스크래피
epidemic	anger	0.406	감염병 유행
arguments	anger	0.404	인수
affront	anger	0.403	모욕
traumatic	anger	0.402	충격적인
sodding	anger	0.400	소딩
libel	anger	0.400	명예 훼손죄
annoys	anger	0.400	귀찮게
soslow	anger	0.398	너무 느려
watchout	anger	0.398	조심해
frenetic	anger	0.397	열광적인
remiss	anger	0.397	면하다
barge	anger	0.396	짐배
sue	anger	0.394	고소하다
keyed	anger	0.394	건이 있는
actionable	anger	0.394	실행 가능한
extinguish	anger	0.394	끄다
fraud	anger	0.394	사기
untoward	anger	0.394	반대
illegal	anger	0.394	불법적인
nag	anger	0.394	성가신 잔소리
boxing	anger	0.394	권투
confiscate	anger	0.394	몰수하다
howl	anger	0.394	멀리서 짖는 소리
whatsthepoint	anger	0.394	점은 무엇인가
rabble	anger	0.394	소탕
unfriendly	anger	0.394	해로운
disrespect	anger	0.394	무례
dangit	anger	0.394	당짓
brimstone	anger	0.392	유황
dissolution	anger	0.391	해산
rigged	anger	0.391	조작된
grrrrr	anger	0.391	그르르르르
earthquake	anger	0.391	지진
argh	anger	0.391	아아
pique	anger	0.391	돋우다
recklessness	anger	0.391	무모
disagree	anger	0.389	동의하지 않는다
lawsuit	anger	0.386	소송
disused	anger	0.382	사용하지 않는
despair	anger	0.382	절망
immorality	anger	0.382	부도덕
coerce	anger	0.379	강요하다
firstworldprobs	anger	0.379	퍼스트월드프롭스
touchy	anger	0.379	다루기 어려운
pokes	anger	0.379	찌르다
falsification	anger	0.379	위조
rifle	anger	0.379	소총
sizzle	anger	0.379	찌는 듯이 덥다
incurable	anger	0.379	불치의
difficulty	anger	0.379	어려움
sore	anger	0.379	아픈
picket	anger	0.378	피켓
concussion	anger	0.377	진동
stuckup	anger	0.375	막히다
militia	anger	0.375	시민군
rawr	anger	0.375	원시
faulty	anger	0.375	불완전한
sly	anger	0.375	교활한
disillusionment	anger	0.375	환멸
petpeeve	anger	0.375	펫피브
pitfall	anger	0.375	함정
infantile	anger	0.375	유아 같은
pessimism	anger	0.375	염세주의
remand	anger	0.375	반송
cannon	anger	0.375	대포
vindicate	anger	0.371	변호하다
inhibit	anger	0.371	억제하다
distressing	anger	0.371	괴로운
nepotism	anger	0.371	친척 편중
schizophrenia	anger	0.369	정신 분열증
skewed	anger	0.368	비뚤어진
disreputable	anger	0.368	보기 싫은
forbidding	anger	0.368	무서운
conquest	anger	0.367	정복
bark	anger	0.365	짖다
leukemia	anger	0.365	백혈병
disapprove	anger	0.364	안된다고 하다
warrior	anger	0.364	전사
barks	anger	0.364	짖다
retarded	anger	0.364	지체
unhappy	anger	0.364	불행한
burke	anger	0.364	버크
challenge	anger	0.364	도전
belt	anger	0.364	벨트
litigate	anger	0.359	소송하다
paucity	anger	0.359	소수
opinionated	anger	0.359	독단적인
disliked	anger	0.359	싫어
aftermath	anger	0.359	여파
restriction	anger	0.359	제한
cad	anger	0.359	치사한 사람
incompetence	anger	0.359	무능력
loudness	anger	0.359	소리의 크기
broken	anger	0.359	고장난
polemic	anger	0.359	논쟁
sectarian	anger	0.359	종파주의자
controversial	anger	0.359	논란이 많은
interrupting	anger	0.358	방해
fussy	anger	0.357	까다로운
wench	anger	0.353	처녀
remove	anger	0.351	제거하다
brat	anger	0.351	애새끼
gruff	anger	0.351	거친
misbehavior	anger	0.351	버릇 없음
scarcity	anger	0.350	부족
losing	anger	0.349	지는
stigma	anger	0.348	오명
deserted	anger	0.348	버려진
timewasters	anger	0.348	시간을 낭비하게 만드는 사람들
disagreement	anger	0.348	불쾌한 일
defect	anger	0.348	결함
hardened	anger	0.348	굳어진
lie	anger	0.348	거짓말하다
ulcer	anger	0.348	궤양
retract	anger	0.348	쑥 들어가게 하다
untrustworthy	anger	0.348	믿지 못할
pest	anger	0.348	해충
disappointed	anger	0.348	실망한
bias	anger	0.345	편견
negation	anger	0.344	부정
bothering	anger	0.344	귀찮게
stripped	anger	0.344	벗겨진
antisocial	anger	0.344	반사회적인
pirate	anger	0.344	해적
stingy	anger	0.344	적은
shoddy	anger	0.344	재생 모직물
unreliable	anger	0.344	신뢰할 수 없는
shaky	anger	0.344	흔들리는
misleading	anger	0.344	오해의 소지가 있는
unsettled	anger	0.344	변하기 쉬운
evade	anger	0.344	피하다
anxiety	anger	0.344	불안
disclaim	anger	0.344	버리다
deterioration	anger	0.344	악화
impotence	anger	0.344	무력
interminable	anger	0.343	끝없는
disease	anger	0.341	질병
meddle	anger	0.341	간섭하다
warp	anger	0.340	경사
averse	anger	0.338	싫어하다
infamous	anger	0.338	악명 높은
alcoholism	anger	0.338	대주
row	anger	0.337	열
staticky	anger	0.336	정전기
illegitimate	anger	0.333	불법
encumbrance	anger	0.333	방해물
witchcraft	anger	0.333	요술
interrupt	anger	0.333	방해하다
scorpion	anger	0.333	투석기
ill	anger	0.333	아픈
sinner	anger	0.331	죄인
inconsiderate	anger	0.329	사려깊지 않은
hulk	anger	0.329	폐선
prohibited	anger	0.328	금지
dashed	anger	0.328	파선
brrr	anger	0.328	브르르
fib	anger	0.328	악의 없는 거짓말
disqualified	anger	0.328	실격
spammers	anger	0.328	스패머
phony	anger	0.328	위조품
tighten	anger	0.328	죄다
dislocated	anger	0.328	탈구
scapegoat	anger	0.328	속죄 염소
victim	anger	0.328	피해자
opponent	anger	0.328	상대
hiss	anger	0.328	스음
crusade	anger	0.328	개혁 운동
grumpy	anger	0.328	성격이 나쁜
resisting	anger	0.328	저항
inappropriate	anger	0.324	부적절한
haye	anger	0.324	헤이
loss	anger	0.324	손실
trickery	anger	0.324	속임수
eschew	anger	0.324	피하다
neglected	anger	0.324	무시
canker	anger	0.323	구강 궤양
muff	anger	0.318	통
crunch	anger	0.318	결정적 시기
duplicity	anger	0.318	이중성
criticism	anger	0.318	비판
queues	anger	0.318	대기열
shriek	anger	0.316	비명
depreciate	anger	0.315	얕보다
dismissal	anger	0.312	해임
chaff	anger	0.312	왕겨
dramaqueen	anger	0.312	드라마 여왕
poverty	anger	0.312	빈곤
carelessness	anger	0.312	부주의
deflate	anger	0.312	꺾다
dumps	anger	0.312	우울
dupe	anger	0.312	잘 속는 사람
mortality	anger	0.312	인류
revving	anger	0.309	회전
disallowed	anger	0.308	불허
boisterous	anger	0.307	거친
thoughtless	anger	0.307	인정 없는
burial	anger	0.304	매장
wince	anger	0.303	질겁
theocratic	anger	0.303	신권
sullen	anger	0.303	음산한
involution	anger	0.300	퇴화
misuse	anger	0.297	오용
taxed	anger	0.297	과세
senseless	anger	0.297	무의미한
talons	anger	0.297	발톱
stalemate	anger	0.297	수가 막힘
getyourown	anger	0.297	득템하다
hoax	anger	0.297	사기
depreciated	anger	0.297	감가상각
depressed	anger	0.297	우울한
wasteful	anger	0.297	낭비
paralysis	anger	0.295	마비
displaced	anger	0.294	실향민
limited	anger	0.292	제한된
disapointment	anger	0.290	실망
orc	anger	0.289	오크
ridiculous	anger	0.289	말도 안 되는
homeless	anger	0.288	노숙자
spine	anger	0.288	척추
teasing	anger	0.288	놀리는
presumptuous	anger	0.288	주제넘은
react	anger	0.288	반응하다
sharpen	anger	0.288	갈다
barrier	anger	0.287	장벽
hoot	anger	0.287	부엉
twitchy	anger	0.287	트위치
myopia	anger	0.283	근시
flexin	anger	0.281	플렉신
lagging	anger	0.281	보온재
contraband	anger	0.281	흑인 노예
incompatible	anger	0.281	호환되지 않는
shiver	anger	0.281	떨다
spam	anger	0.281	스팸
agh	anger	0.281	아아
disconnects	anger	0.281	연결을 끊다
delinquent	anger	0.281	체납
restitution	anger	0.281	반환
foray	anger	0.279	침략
troll	anger	0.279	트롤
unfairness	anger	0.279	불공정
buffering	anger	0.279	버퍼링
noncompliance	anger	0.279	비준수
nether	anger	0.278	네더
bogus	anger	0.273	가짜
immaturity	anger	0.273	미숙
uncaring	anger	0.273	무관심
bugaboo	anger	0.273	도깨비
feisty	anger	0.269	화끈한
shock	anger	0.269	충격
humbug	anger	0.266	협잡
notamorningperson	anger	0.266	아침을 모르는 사람
feminism	anger	0.266	페미니즘
inoperative	anger	0.266	작동 불능
bear	anger	0.266	곰
inconvenient	anger	0.266	불편한
latent	anger	0.266	숨어있는
defendant	anger	0.266	피고
nopoint	anger	0.266	노포인트
rapping	anger	0.266	랩
pry	anger	0.266	캐내다
quandary	anger	0.266	당황
interrupts	anger	0.265	인터럽트
fluctuation	anger	0.265	파동
exaggerate	anger	0.263	과장하다
lose	anger	0.261	잃다
patter	anger	0.258	은어
furnace	anger	0.258	노
stone	anger	0.258	결석
tease	anger	0.258	놀리다
shoplifting	anger	0.258	좀도둑
soldier	anger	0.258	군인
incompetent	anger	0.257	무능한
indoctrination	anger	0.255	주입
rocket	anger	0.250	로켓
skid	anger	0.250	활재
noisy	anger	0.250	시끄러운
notoriety	anger	0.250	평판
cane	anger	0.250	지팡이
unfollow	anger	0.250	언팔로우
tripping	anger	0.250	걸려 넘어지는
attentionseeker	anger	0.250	관심을 찾는 사람
mastery	anger	0.250	지배
socialist	anger	0.250	사회주의자
falsehood	anger	0.250	거짓말
complicate	anger	0.250	복잡하다
lawyer	anger	0.250	변호사
untrue	anger	0.250	올바르지 않은
nonsense	anger	0.250	무의미한 말
pouting	anger	0.250	삐
witch	anger	0.242	마녀
detract	anger	0.242	떨어지다
obstacle	anger	0.242	장애
halter	anger	0.242	고삐
fenced	anger	0.242	울타리
capslock	anger	0.242	캡스락
dontunderstand	anger	0.242	이해하지 못하다
vampire	anger	0.242	흡혈귀
ringer	anger	0.242	둘러싼 사람
frowning	anger	0.239	인상을 찌푸리다
saber	anger	0.238	무력
hunger	anger	0.235	굶주림
shell	anger	0.234	껍데기
wokemeup	anger	0.234	기상
recession	anger	0.234	경기 후퇴
failing	anger	0.234	실패
dabbling	anger	0.234	손짓
politics	anger	0.234	정치
lava	anger	0.234	용암
rascal	anger	0.234	악당
imtryingtosleep	anger	0.234	잠을 자려고
tariff	anger	0.234	관세
undesirable	anger	0.231	탐탁지 않은
darkness	anger	0.227	어둠
versus	anger	0.227	~ 대
copycat	anger	0.227	카피캣
resign	anger	0.227	사직하다
soaked	anger	0.226	흠뻑
unfulfilled	anger	0.225	충족되지 않은
abandoned	anger	0.222	버려진
unattainable	anger	0.221	얻기 어려운
owing	anger	0.221	빚진
bankruptcy	anger	0.221	파산
misconception	anger	0.219	오인
tool	anger	0.219	도구
warden	anger	0.219	파수꾼
compress	anger	0.219	압박 붕대
mosquito	anger	0.219	모기
whiny	anger	0.219	징징거리는
somethingigetalot	anger	0.219	뭔가 겟타로트
confusion	anger	0.219	착란
unhelpful	anger	0.219	도움이되지 않는
twitching	anger	0.219	경련
nosey	anger	0.213	코가
overpriced	anger	0.212	비싼
adder	anger	0.212	가산기
harry	anger	0.212	괴롭히다
shortage	anger	0.212	부족
melodrama	anger	0.212	멜로 드라마
possession	anger	0.206	소유
desert	anger	0.206	사막
overplayed	anger	0.206	과장된
unpaid	anger	0.203	무급
powerless	anger	0.203	무력한
sentence	anger	0.203	문장
inefficient	anger	0.203	무능한
arraignment	anger	0.203	죄상 인부
pout	anger	0.203	입을 삐죽 내밀기
unlucky	anger	0.203	불길한
rook	anger	0.203	사기꾼
backbone	anger	0.203	등뼈
uninvited	anger	0.203	초대받지 않은
court	anger	0.199	법원
endless	anger	0.198	끝없는
adverts	anger	0.197	광고
distracted	anger	0.197	산만
delay	anger	0.197	지연
misstatement	anger	0.197	그릇된 진술
misunderstanding	anger	0.195	오해
inadmissible	anger	0.191	허용되지 않는
excite	anger	0.191	일으키다
lightning	anger	0.189	번개
preclude	anger	0.188	배제하다
mournful	anger	0.188	슬픈
insecure	anger	0.188	불안정한
incase	anger	0.188	...을 넣다
mutter	anger	0.182	속삭임
pare	anger	0.182	깎아 다듬다
rating	anger	0.182	평가
claimant	anger	0.182	원고
insist	anger	0.182	주장하다
mistress	anger	0.182	정부
distracting	anger	0.182	산만
opium	anger	0.180	아편
deserve	anger	0.176	~ 받을 만하다
willful	anger	0.176	고집 센
treat	anger	0.175	치료하다
insists	anger	0.175	주장
excitation	anger	0.172	자극
mighty	anger	0.172	거대한
liberate	anger	0.172	자유롭게 하다
indecisive	anger	0.172	우유부단한
hormonal	anger	0.172	호르몬
peice	anger	0.172	피스
gibberish	anger	0.172	헛소리
misplace	anger	0.172	잘못 두다
fee	anger	0.172	회비
thanksalot	anger	0.172	정말 감사합니다
fleece	anger	0.172	양털
yelp	anger	0.168	개가 깽깽 우는 소리
mule	anger	0.167	노새
unequal	anger	0.167	같지 않은
hamstring	anger	0.167	햄스트링
bargaining	anger	0.167	교섭
insufficiency	anger	0.167	불충분
insignificant	anger	0.167	의미 없는
attentionseekers	anger	0.163	관심을 찾는 사람들
coop	anger	0.156	비좁고 갑갑한 곳
rheumatism	anger	0.156	류머티즘
forearm	anger	0.156	전완
indifference	anger	0.156	무관심
underpaid	anger	0.152	저임금
involvement	anger	0.152	참여
justthebeginning	anger	0.152	막 시작하는
disinformation	anger	0.152	그릇된 정보
uncertain	anger	0.152	불확실한
bee	anger	0.152	벌
attorney	anger	0.152	변호사
pretending	anger	0.152	가장하고있는
campaigning	anger	0.151	캠페인
hopelessness	anger	0.149	가망 없음
feeling	anger	0.147	감정
legalized	anger	0.145	합법화
caution	anger	0.145	주의
sterling	anger	0.141	영화
morals	anger	0.141	수신
subsidy	anger	0.141	보조금
obliging	anger	0.141	기꺼이 남을 돌봐 주는
wimpy	anger	0.140	윔피
bummer	anger	0.139	버머
saloon	anger	0.136	큰 홀
blemish	anger	0.136	흠
misspell	anger	0.136	철자 오류
repay	anger	0.136	갚다
surcharge	anger	0.136	부가 요금
geez	anger	0.136	이런
birch	anger	0.135	자작나무
noob	anger	0.133	멍청한 놈
honk	anger	0.133	울리다
orchestra	anger	0.132	오케스트라
wireless	anger	0.125	무선 전화
competitive	anger	0.125	경쟁력 있는
standstill	anger	0.125	가만히 서있다
inattention	anger	0.121	부주의
reversal	anger	0.121	반전
lace	anger	0.118	레이스
elbow	anger	0.117	팔꿈치
instinctive	anger	0.112	본능적인
chant	anger	0.111	성가
gnome	anger	0.109	금언
lonely	anger	0.109	외로운
tolerate	anger	0.106	참다
management	anger	0.102	관리
advocacy	anger	0.100	옹호
moral	anger	0.094	도의적인
roadworks	anger	0.091	도로 공사
honest	anger	0.087	솔직한
gent	anger	0.076	신사
forgetful	anger	0.076	잊기 쉬운
liquor	anger	0.075	분비액
money	anger	0.074	돈
hood	anger	0.071	후드
curriculum	anger	0.063	과정
words	anger	0.062	단어
