English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
pound	anger	0.481	svaras
coldness	anger	0.477	šaltumas
ungrateful	anger	0.472	nedėkingas
stoopid	anger	0.471	sustingęs
battalion	anger	0.471	batalionas
feudalism	anger	0.470	feodalizmas
hostage	anger	0.470	įkaitas
annoying	anger	0.470	erzina
dispossessed	anger	0.470	apleisti
subversion	anger	0.470	subversija
friction	anger	0.470	trintis
jealous	anger	0.470	pavydus
adversity	anger	0.470	nelaimės
infidel	anger	0.470	neištikimas
gall	anger	0.470	tulžis
accuser	anger	0.470	kaltintojo
ram	anger	0.470	avinas
armament	anger	0.470	ginkluotė
thump	anger	0.469	dunksėjimas
dislike	anger	0.469	nepatinka
steal	anger	0.469	pavogti
backoff	anger	0.469	atstok
stifled	anger	0.469	užgniaužtas
incite	anger	0.469	kurstyti
distress	anger	0.469	kančia
angermanagement	anger	0.469	pykčio valdymas
selfish	anger	0.469	savanaudis
injury	anger	0.469	sužalojimas
exile	anger	0.469	tremtis
insanity	anger	0.469	beprotybė
offense	anger	0.469	nusikaltimas
objection	anger	0.469	prieštaravimas
smother	anger	0.469	uždusinti
disruption	anger	0.469	žlugimas
intolerance	anger	0.469	netolerancija
disobey	anger	0.469	nepaklusti
selfishness	anger	0.469	egoizmas
recidivism	anger	0.469	recidyvas
subversive	anger	0.469	ardomoji
huff	anger	0.469	siautėti
plunder	anger	0.469	plėšti
opposition	anger	0.469	opozicija
complain	anger	0.469	reikšti nepasitenkinimą
perpetrator	anger	0.469	nusikaltėlis
simmer	anger	0.469	troškinti
areyoukidding	anger	0.468	ar tu juokauji
mug	anger	0.467	bokalas
agony	anger	0.465	agonija
arrogant	anger	0.461	arogantiškas
sux	anger	0.456	sux
vent	anger	0.456	vėdinimo anga
elimination	anger	0.456	pašalinimas
picketing	anger	0.456	piketuoti
haughty	anger	0.456	išdidus
grated	anger	0.455	tarkuotų
flagrant	anger	0.455	šlykštus
busted	anger	0.455	sumuštas
crabby	anger	0.455	krapus
dying	anger	0.455	miršta
idiocy	anger	0.455	idiotizmas
impermeable	anger	0.455	nepralaidus
stubbed	anger	0.455	dygliuotas
illegality	anger	0.455	neteisėtumas
veto	anger	0.455	veto
constraint	anger	0.455	apribojimas
mislead	anger	0.455	suklaidinti
illicit	anger	0.455	neteisėtas
troublesome	anger	0.455	varginantis
clamor	anger	0.455	klegesys
bayonet	anger	0.453	durtuvas
suppress	anger	0.453	slopinti
intense	anger	0.453	intensyvus
displeased	anger	0.453	nepatenkintas
disapproving	anger	0.453	nepritardamas
hysterical	anger	0.453	isteriškas
struggle	anger	0.453	kova
godless	anger	0.453	bedievis
desist	anger	0.453	atsisakyti
usurped	anger	0.453	uzurpavo
despotism	anger	0.453	despotizmas
disagreeing	anger	0.453	nesutikdamas
bad	anger	0.453	blogai
unlawful	anger	0.451	neteisėtas
wrongly	anger	0.448	neteisingai
repellent	anger	0.442	atstumiantis
dishonor	anger	0.441	negarbė
psychosis	anger	0.441	psichozė
wasted	anger	0.441	iššvaistytas
wrongful	anger	0.441	neteisėtas
foe	anger	0.441	priešas
aversion	anger	0.440	pasibjaurėjimas
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	pirštai
ultimatum	anger	0.439	ultimatumas
schism	anger	0.439	schizma
upset	anger	0.439	liūdnas
effigy	anger	0.439	atvaizdas
punitive	anger	0.439	baudžiamasis
worthless	anger	0.438	bevertis
separatist	anger	0.438	separatistas
ransom	anger	0.438	išpirka
deny	anger	0.438	paneigti
fugitive	anger	0.438	pabėgęs
mucked	anger	0.438	apmulkintas
abandonment	anger	0.438	apleidimas
irritation	anger	0.438	dirginimas
deleterious	anger	0.438	žalingas
stupidity	anger	0.438	kvailumas
segregate	anger	0.437	atskirti
oblivion	anger	0.437	užmarštis
payback	anger	0.436	atsipirkimas
incongruous	anger	0.435	nederantis
eviction	anger	0.435	iškeldinimas
collusion	anger	0.432	susitarimas
rob	anger	0.431	apiplėšti
ravenous	anger	0.429	aistringas
overrun	anger	0.429	viršijimas
infidelity	anger	0.429	neištikimybė
harbinger	anger	0.426	pranašas
painful	anger	0.426	skausmingas
getoverit	anger	0.426	persižegnoti
martial	anger	0.426	kovos
rejection	anger	0.426	atmetimas
incredulous	anger	0.426	netikintis
stupidrain	anger	0.426	kvailas
defense	anger	0.425	gynyba
enforce	anger	0.424	vykdyti
commotion	anger	0.424	šurmulys
censor	anger	0.424	cenzorius
gonorrhea	anger	0.424	gonorėja
fraudulent	anger	0.424	apgavikiškas
unsympathetic	anger	0.424	nesimpatiškas
fallacious	anger	0.424	klaidingas
greed	anger	0.424	godumas
defraud	anger	0.424	apgauti
banger	anger	0.424	bangeris
concealment	anger	0.424	slėpimas
fuss	anger	0.424	šurmulys
exasperation	anger	0.424	susierzinimas
disobedience	anger	0.424	nepaklusnumas
powerful	anger	0.424	galingas
discontent	anger	0.424	nepasitenkinimas
indecency	anger	0.424	nepadorumas
sedition	anger	0.422	sukilimas
deportation	anger	0.422	deportacija
cracked	anger	0.422	įtrūkęs
bang	anger	0.422	sprogimas
barb	anger	0.422	barba
duel	anger	0.422	dvikova
sarcasm	anger	0.422	sarkazmas
cur	anger	0.422	cur
misrepresented	anger	0.422	klaidingai pateiktas
annoyance	anger	0.422	susierzinimas
scar	anger	0.422	randas
nettle	anger	0.422	dilgėlė
banishment	anger	0.422	tremtis
snubbed	anger	0.422	paniuręs
penitentiary	anger	0.422	įkalinimo įstaiga
penetration	anger	0.422	prasiskverbimas
blatant	anger	0.420	akiplėšiškas
force	anger	0.418	jėga
perverse	anger	0.415	iškrypėlis
wring	anger	0.415	išgręžti
bastion	anger	0.413	bastionas
grim	anger	0.413	niūrūs
moody	anger	0.412	paniuręs
tiff	anger	0.412	tiff
nothappy	anger	0.412	nelaimingas
surly	anger	0.412	rūstus
sordid	anger	0.412	niūrus
hunting	anger	0.411	medžioklė
indenture	anger	0.410	indėlis
forfeit	anger	0.409	konfiskuoti
areyoukiddingme	anger	0.409	ar tu juokauji
reproach	anger	0.409	priekaištą
sham	anger	0.409	apgaulė
awful	anger	0.409	baisus
compulsion	anger	0.409	prievarta
implicate	anger	0.409	apkaltinti
contradict	anger	0.409	prieštarauti
inept	anger	0.409	netinkamas
supremacy	anger	0.409	viršenybę
sneak	anger	0.409	sėlinti
disappoint	anger	0.409	nuvilti
blockade	anger	0.409	blokada
detainee	anger	0.409	sulaikytasis
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	meluoja
rail	anger	0.406	bėgis
forsaken	anger	0.406	apleistas
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipatija
wop	anger	0.406	wop
badger	anger	0.406	barsukas
tremor	anger	0.406	drebulys
inequality	anger	0.406	nelygybė
delusion	anger	0.406	kliedesys
unthinkable	anger	0.406	neįsivaizduojamas
onerous	anger	0.406	varginantis
wrongdoing	anger	0.406	neteisėtų veiksmų
nuisance	anger	0.406	nemalonumas
scrapie	anger	0.406	skrepi liga
epidemic	anger	0.406	epidemija
arguments	anger	0.404	argumentai
affront	anger	0.403	įžeidimas
traumatic	anger	0.402	trauminis
sodding	anger	0.400	velimas
libel	anger	0.400	šmeižtas
annoys	anger	0.400	erzina
soslow	anger	0.398	taip lėtai
watchout	anger	0.398	saugokis
frenetic	anger	0.397	pašėlęs
remiss	anger	0.397	atleisti
barge	anger	0.396	barža
sue	anger	0.394	iškelti bylą
keyed	anger	0.394	raktu
actionable	anger	0.394	veiksmingi
extinguish	anger	0.394	užgesinti
fraud	anger	0.394	sukčiavimas
untoward	anger	0.394	nepalankus
illegal	anger	0.394	neteisėtas
nag	anger	0.394	kibti
boxing	anger	0.394	boksas
confiscate	anger	0.394	konfiskuoti
howl	anger	0.394	kaukti
whatsthepoint	anger	0.394	kokia prasmė
rabble	anger	0.394	klyksmas
unfriendly	anger	0.394	nedraugiškas
disrespect	anger	0.394	nepagarba
dangit	anger	0.394	dangit
brimstone	anger	0.392	siera
dissolution	anger	0.391	ištirpimas
rigged	anger	0.391	suklastoti
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	žemės drebėjimas
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	neapdairumas
disagree	anger	0.389	nesutikti
lawsuit	anger	0.386	ieškinys
disused	anger	0.382	nebenaudojamas
despair	anger	0.382	neviltis
immorality	anger	0.382	amoralumas
coerce	anger	0.379	prievarta
firstworldprobs	anger	0.379	pirmojo pasaulio problemos
touchy	anger	0.379	jautrus
pokes	anger	0.379	kiša
falsification	anger	0.379	falsifikavimas
rifle	anger	0.379	šautuvas
sizzle	anger	0.379	šnypšti
incurable	anger	0.379	nepagydomas
difficulty	anger	0.379	sunkumas
sore	anger	0.379	skauda
picket	anger	0.378	piketas
concussion	anger	0.377	smegenų sukrėtimas
stuckup	anger	0.375	įstrigo
militia	anger	0.375	milicija
rawr	anger	0.375	rawr
faulty	anger	0.375	sugedęs
sly	anger	0.375	gudrus
disillusionment	anger	0.375	nusivylimas
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	spąstai
infantile	anger	0.375	infantilus
pessimism	anger	0.375	pesimizmas
remand	anger	0.375	kardomoji priemonė
cannon	anger	0.375	patranka
vindicate	anger	0.371	išteisinti
inhibit	anger	0.371	slopinti
distressing	anger	0.371	varginantis
nepotism	anger	0.371	nepotizmas
schizophrenia	anger	0.369	šizofrenija
skewed	anger	0.368	iškreiptas
disreputable	anger	0.368	nepalankios reputacijos
forbidding	anger	0.368	draudžiantis
conquest	anger	0.367	užkariavimas
bark	anger	0.365	žievė
leukemia	anger	0.365	leukemija
disapprove	anger	0.364	nepritarti
warrior	anger	0.364	karys
barks	anger	0.364	loja
retarded	anger	0.364	atsilikęs
unhappy	anger	0.364	nelaimingas
burke	anger	0.364	burke
challenge	anger	0.364	iššūkis
belt	anger	0.364	diržas
litigate	anger	0.359	bylinėtis
paucity	anger	0.359	stoka
opinionated	anger	0.359	nusiteikęs
disliked	anger	0.359	nepatiko
aftermath	anger	0.359	pasekmės
restriction	anger	0.359	apribojimas
cad	anger	0.359	cad
incompetence	anger	0.359	nekompetencija
loudness	anger	0.359	garsumo
broken	anger	0.359	sulaužytas
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektantas
controversial	anger	0.359	prieštaringas
interrupting	anger	0.358	pertraukiantis
fussy	anger	0.357	nerimtas
wench	anger	0.353	kiaunė
remove	anger	0.351	pašalinti
brat	anger	0.351	vaikpalaikis
gruff	anger	0.351	šiurkštus
misbehavior	anger	0.351	netinkamas elgesys
scarcity	anger	0.350	trūkumas
losing	anger	0.349	pralaimi
stigma	anger	0.348	stigma
deserted	anger	0.348	apleistas
timewasters	anger	0.348	laiko švaistytojai
disagreement	anger	0.348	nesutarimas
defect	anger	0.348	defektas
hardened	anger	0.348	užgrūdintas
lie	anger	0.348	meluoti
ulcer	anger	0.348	opa
retract	anger	0.348	atitraukti
untrustworthy	anger	0.348	nepatikimas
pest	anger	0.348	kenkėjas
disappointed	anger	0.348	nusivylęs
bias	anger	0.345	šališkumas
negation	anger	0.344	neigimas
bothering	anger	0.344	įkyrus
stripped	anger	0.344	nurengtas
antisocial	anger	0.344	asocialus
pirate	anger	0.344	piratas
stingy	anger	0.344	šykštus
shoddy	anger	0.344	menkas
unreliable	anger	0.344	nepatikimas
shaky	anger	0.344	drebantis
misleading	anger	0.344	klaidinantis
unsettled	anger	0.344	neramus
evade	anger	0.344	išsisukinėti
anxiety	anger	0.344	nerimas
disclaim	anger	0.344	atsisakyti
deterioration	anger	0.344	pablogėjimas
impotence	anger	0.344	impotencija
interminable	anger	0.343	nesibaigiantis
disease	anger	0.341	liga
meddle	anger	0.341	kištis
warp	anger	0.340	metmenys
averse	anger	0.338	priešinasi
infamous	anger	0.338	liūdnai pagarsėjęs
alcoholism	anger	0.338	alkoholizmas
row	anger	0.337	eilė
staticky	anger	0.336	statiškas
illegitimate	anger	0.333	neteisėtas
encumbrance	anger	0.333	apsunkinimas
witchcraft	anger	0.333	raganavimas
interrupt	anger	0.333	nutraukti
scorpion	anger	0.333	skorpionas
ill	anger	0.333	nesveikas
sinner	anger	0.331	nusidėjėlis
inconsiderate	anger	0.329	neapgalvotas
hulk	anger	0.329	Hulk
prohibited	anger	0.328	draudžiama
dashed	anger	0.328	punktyriškai
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikuotas
spammers	anger	0.328	spameriai
phony	anger	0.328	netikras
tighten	anger	0.328	priveržti
dislocated	anger	0.328	išniręs
scapegoat	anger	0.328	atpirkimo ožiu
victim	anger	0.328	auka
opponent	anger	0.328	priešininkas
hiss	anger	0.328	šnypštimas
crusade	anger	0.328	kryžiaus žygis
grumpy	anger	0.328	rūstus
resisting	anger	0.328	priešinasi
inappropriate	anger	0.324	netinkamas
haye	anger	0.324	šienas
loss	anger	0.324	praradimas
trickery	anger	0.324	gudravimas
eschew	anger	0.324	vengti
neglected	anger	0.324	apleistas
canker	anger	0.323	vėžys
muff	anger	0.318	mufas
crunch	anger	0.318	traškėjimas
duplicity	anger	0.318	dviveidiškumas
criticism	anger	0.318	kritika
queues	anger	0.318	eilės
shriek	anger	0.316	rėkti
depreciate	anger	0.315	nuvertėti
dismissal	anger	0.312	atleidimas iš darbo
chaff	anger	0.312	pelai
dramaqueen	anger	0.312	dramos karalienė
poverty	anger	0.312	skurdas
carelessness	anger	0.312	neatsargumas
deflate	anger	0.312	ištuštinti
dumps	anger	0.312	sąvartynus
dupe	anger	0.312	apgaulė
mortality	anger	0.312	mirtingumas
revving	anger	0.309	apsisukimų
disallowed	anger	0.308	neleidžiama
boisterous	anger	0.307	audringas
thoughtless	anger	0.307	neapgalvotas
burial	anger	0.304	palaidojimas
wince	anger	0.303	susiraukti
theocratic	anger	0.303	teokratinis
sullen	anger	0.303	paniuręs
involution	anger	0.300	involiucija
misuse	anger	0.297	piktnaudžiavimas
taxed	anger	0.297	apmokestinami
senseless	anger	0.297	beprasmis
talons	anger	0.297	nagai
stalemate	anger	0.297	aklavietė
getyourown	anger	0.297	gauk tave
hoax	anger	0.297	apgaulė
depreciated	anger	0.297	nuvertėjo
depressed	anger	0.297	prislėgtas
wasteful	anger	0.297	švaistomi
paralysis	anger	0.295	paralyžius
displaced	anger	0.294	perkeltas
limited	anger	0.292	ribotas
disapointment	anger	0.290	nusivylimas
orc	anger	0.289	ork
ridiculous	anger	0.289	juokinga
homeless	anger	0.288	benamiai
spine	anger	0.288	stuburo
teasing	anger	0.288	erzinti
presumptuous	anger	0.288	įžūlus
react	anger	0.288	reaguoti
sharpen	anger	0.288	aštrinti
barrier	anger	0.287	kliūtis
hoot	anger	0.287	šaukti
twitchy	anger	0.287	trūkčiojantis
myopia	anger	0.283	trumparegystė
flexin	anger	0.281	flexin
lagging	anger	0.281	atsilieka
contraband	anger	0.281	kontrabanda
incompatible	anger	0.281	nesuderinamas
shiver	anger	0.281	drebulys
spam	anger	0.281	šlamštas
agh	anger	0.281	agh
disconnects	anger	0.281	atsijungia
delinquent	anger	0.281	nusikaltėlis
restitution	anger	0.281	restitucija
foray	anger	0.279	įsiveržimas
troll	anger	0.279	trolis
unfairness	anger	0.279	nesąžiningumas
buffering	anger	0.279	buferizavimas
noncompliance	anger	0.279	neatitikimas
nether	anger	0.278	nether
bogus	anger	0.273	netikras
immaturity	anger	0.273	nebrandumas
uncaring	anger	0.273	nerūpestingas
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	žiaurus
shock	anger	0.269	šokas
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	ne ryto žmogus
feminism	anger	0.266	feminizmas
inoperative	anger	0.266	neveikiantis
bear	anger	0.266	turėti
inconvenient	anger	0.266	nepatogu
latent	anger	0.266	latentinis
defendant	anger	0.266	atsakovas
nopoint	anger	0.266	niekaip
rapping	anger	0.266	repuoti
pry	anger	0.266	smalsauti
quandary	anger	0.266	keblios
interrupts	anger	0.265	pertraukia
fluctuation	anger	0.265	svyravimas
exaggerate	anger	0.263	perdėti
lose	anger	0.261	prarasti
patter	anger	0.258	paglostyti
furnace	anger	0.258	krosnis
stone	anger	0.258	akmuo
tease	anger	0.258	erzinti
shoplifting	anger	0.258	vagystės iš parduotuvių
soldier	anger	0.258	kareivis
incompetent	anger	0.257	nekompetentingas
indoctrination	anger	0.255	indoktrinacija
rocket	anger	0.250	raketa
skid	anger	0.250	slysti
noisy	anger	0.250	triukšminga
notoriety	anger	0.250	žinomumas
cane	anger	0.250	cukranendrių
unfollow	anger	0.250	nebestebėti
tripping	anger	0.250	suklupimas
attentionseeker	anger	0.250	dėmesio ieškotojas
mastery	anger	0.250	meistriškumas
socialist	anger	0.250	socialistas
falsehood	anger	0.250	melas
complicate	anger	0.250	apsunkinti
lawyer	anger	0.250	teisininkas
untrue	anger	0.250	netiesa
nonsense	anger	0.250	nesąmonė
pouting	anger	0.250	pasipūtimas
witch	anger	0.242	ragana
detract	anger	0.242	sumenkinti
obstacle	anger	0.242	kliūtis
halter	anger	0.242	apynasris
fenced	anger	0.242	aptverta tvora
capslock	anger	0.242	Didžiosios raidės
dontunderstand	anger	0.242	nesuprantu
vampire	anger	0.242	vampyras
ringer	anger	0.242	skambutis
frowning	anger	0.239	susiraukęs
saber	anger	0.238	kardas
hunger	anger	0.235	alkis
shell	anger	0.234	apvalkalas
wokemeup	anger	0.234	mane pažadino
recession	anger	0.234	nuosmukis
failing	anger	0.234	nepavyksta
dabbling	anger	0.234	blaškymasis
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	niekšas
imtryingtosleep	anger	0.234	bandant užmigti
tariff	anger	0.234	tarifas
undesirable	anger	0.231	nepageidautinas
darkness	anger	0.227	tamsa
versus	anger	0.227	prieš
copycat	anger	0.227	kopijavimas
resign	anger	0.227	pasitraukti
soaked	anger	0.226	permirkęs
unfulfilled	anger	0.225	neįvykdytas
abandoned	anger	0.222	apleistas
unattainable	anger	0.221	nepasiekiamas
owing	anger	0.221	skolingas
bankruptcy	anger	0.221	bankrotas
misconception	anger	0.219	klaidingas supratimas
tool	anger	0.219	įrankis
warden	anger	0.219	prižiūrėtojas
compress	anger	0.219	suspausti
mosquito	anger	0.219	uodas
whiny	anger	0.219	verkšlenti
somethingigetalot	anger	0.219	kažkas getalot
confusion	anger	0.219	sumišimas
unhelpful	anger	0.219	nenaudingas
twitching	anger	0.219	trūkčiojimas
nosey	anger	0.213	smalsus
overpriced	anger	0.212	per brangu
adder	anger	0.212	sumatorius
harry	anger	0.212	hari
shortage	anger	0.212	trūkumas
melodrama	anger	0.212	melodrama
possession	anger	0.206	turėjimas
desert	anger	0.206	dykuma
overplayed	anger	0.206	peržaista
unpaid	anger	0.203	neapmokėtas
powerless	anger	0.203	bejėgis
sentence	anger	0.203	sakinys
inefficient	anger	0.203	neefektyvus
arraignment	anger	0.203	apkaltinimas
pout	anger	0.203	menkutė
unlucky	anger	0.203	nepasisekė
rook	anger	0.203	bokštas
backbone	anger	0.203	stuburas
uninvited	anger	0.203	nekviestas
court	anger	0.199	teismas
endless	anger	0.198	begalinis
adverts	anger	0.197	skelbimai
distracted	anger	0.197	išsiblaškęs
delay	anger	0.197	uždelsimas
misstatement	anger	0.197	iškraipymas
misunderstanding	anger	0.195	nesusipratimas
inadmissible	anger	0.191	nepriimtina
excite	anger	0.191	sujaudinti
lightning	anger	0.189	žaibas
preclude	anger	0.188	neleisti
mournful	anger	0.188	gedulingas
insecure	anger	0.188	nesaugus
incase	anger	0.188	tuo atveju
mutter	anger	0.182	sumurma
pare	anger	0.182	pare
rating	anger	0.182	įvertinimas
claimant	anger	0.182	ieškovas
insist	anger	0.182	reikalauti
mistress	anger	0.182	meilužė
distracting	anger	0.182	blaško dėmesį
opium	anger	0.180	opiumas
deserve	anger	0.176	nusipelnė
willful	anger	0.176	valingas
treat	anger	0.175	gydyti
insists	anger	0.175	primygtinai reikalauja
excitation	anger	0.172	sužadinimas
mighty	anger	0.172	galingas
liberate	anger	0.172	išlaisvinti
indecisive	anger	0.172	neryžtingas
hormonal	anger	0.172	hormoninis
peice	anger	0.172	gabalas
gibberish	anger	0.172	šmeižtas
misplace	anger	0.172	ne vietoje
fee	anger	0.172	rinkliava
thanksalot	anger	0.172	labai ačiū
fleece	anger	0.172	vilnos
yelp	anger	0.168	šaukti
mule	anger	0.167	mulas
unequal	anger	0.167	nelygios
hamstring	anger	0.167	šlaunies raištis
bargaining	anger	0.167	derėtis
insufficiency	anger	0.167	nepakankamumas
insignificant	anger	0.167	nereikšmingas
attentionseekers	anger	0.163	dėmesio ieškantys asmenys
coop	anger	0.156	bendradarbiauti
rheumatism	anger	0.156	reumatas
forearm	anger	0.156	dilbis
indifference	anger	0.156	abejingumas
underpaid	anger	0.152	nepakankamai apmokama
involvement	anger	0.152	dalyvavimas
justthebeginning	anger	0.152	tik pradžia
disinformation	anger	0.152	dezinformacija
uncertain	anger	0.152	neapibrėžtas
bee	anger	0.152	bitė
attorney	anger	0.152	advokatas
pretending	anger	0.152	apsimetęs
campaigning	anger	0.151	kampaniją
hopelessness	anger	0.149	beviltiškumas
feeling	anger	0.147	jausmas
legalized	anger	0.145	legalizuotas
caution	anger	0.145	atsargiai
sterling	anger	0.141	sterlingų
morals	anger	0.141	moralės
subsidy	anger	0.141	subsidija
