English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
turbulence	anger	0.483	turbulentlik
pound	anger	0.481	funt
coldness	anger	0.477	soyuqluq
ungrateful	anger	0.472	nankor
stoopid	anger	0.471	əyilmiş
battalion	anger	0.471	batalyon
feudalism	anger	0.470	feodalizm
hostage	anger	0.470	girov
annoying	anger	0.470	bezdirici
dispossessed	anger	0.470	sahibsiz
subversion	anger	0.470	təxribat
friction	anger	0.470	sürtünmə
jealous	anger	0.470	qısqanc
adversity	anger	0.470	müsibət
infidel	anger	0.470	kafir
gall	anger	0.470	öd
accuser	anger	0.470	ittihamçı
ram	anger	0.470	ram
armament	anger	0.470	silahlanma
thump	anger	0.469	zərbə
dislike	anger	0.469	bəyənməmək
steal	anger	0.469	oğurlamaq
backoff	anger	0.469	geri çəkilin
stifled	anger	0.469	boğuldu
incite	anger	0.469	qızışdırmaq
distress	anger	0.469	sıxıntı
angermanagement	anger	0.469	əsəblərə nəzarət
selfish	anger	0.469	eqoist
injury	anger	0.469	zədə
exile	anger	0.469	sürgün
insanity	anger	0.469	dəlilik
offense	anger	0.469	cinayət
objection	anger	0.469	etiraz
smother	anger	0.469	boğmaq
disruption	anger	0.469	pozulması
intolerance	anger	0.469	dözümsüzlük
disobey	anger	0.469	tabe olmamaq
selfishness	anger	0.469	eqoizm
recidivism	anger	0.469	residiv
subversive	anger	0.469	təxribatçı
huff	anger	0.469	huff
plunder	anger	0.469	talan etmək
opposition	anger	0.469	müxalifət
complain	anger	0.469	şikayət
perpetrator	anger	0.469	cinayətkar
simmer	anger	0.469	qaynatmaq
areyoukidding	anger	0.468	zarafat edirsiniz
mug	anger	0.467	kubok
agony	anger	0.465	əzab
arrogant	anger	0.461	təkəbbürlü
sux	anger	0.456	sux
vent	anger	0.456	havalandırma
elimination	anger	0.456	aradan qaldırılması
picketing	anger	0.456	piket
haughty	anger	0.456	təkəbbürlü
grated	anger	0.455	rəndələnmiş
flagrant	anger	0.455	açıq-saçıq
busted	anger	0.455	tutuldu
crabby	anger	0.455	xərçəngli
dying	anger	0.455	ölür
idiocy	anger	0.455	axmaqlıq
impermeable	anger	0.455	keçirməz
stubbed	anger	0.455	saplanmış
illegality	anger	0.455	qanunsuzluq
veto	anger	0.455	veto
constraint	anger	0.455	məhdudiyyət
mislead	anger	0.455	azdırmaq
illicit	anger	0.455	qanunsuz
troublesome	anger	0.455	əziyyətli
clamor	anger	0.455	hay-küy
bayonet	anger	0.453	süngü
suppress	anger	0.453	basdırmaq
intense	anger	0.453	sıx
displeased	anger	0.453	narazı
disapproving	anger	0.453	bəyənməmək
hysterical	anger	0.453	isterik
struggle	anger	0.453	mübarizə
godless	anger	0.453	allahsız
desist	anger	0.453	əl çək
usurped	anger	0.453	qəsb etdi
despotism	anger	0.453	despotizm
disagreeing	anger	0.453	razılaşmayan
bad	anger	0.453	pis
unlawful	anger	0.451	qanunsuz
wrongly	anger	0.448	səhvən
repellent	anger	0.442	kovucu
dishonor	anger	0.441	şərəfsizlik
psychosis	anger	0.441	psixoz
wasted	anger	0.441	boşa çıxdı
wrongful	anger	0.441	haqsız
foe	anger	0.441	düşmən
aversion	anger	0.440	ikrah
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	düyünlər
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	parçalanma
upset	anger	0.439	əsəbiləşdi
effigy	anger	0.439	məftunedici
punitive	anger	0.439	cəzalandırıcı
worthless	anger	0.438	dəyərsiz
separatist	anger	0.438	separatçı
ransom	anger	0.438	fidyə
deny	anger	0.438	inkar etmək
fugitive	anger	0.438	qaçaq
mucked	anger	0.438	qarışdı
abandonment	anger	0.438	tərk etmə
irritation	anger	0.438	qıcıqlanma
deleterious	anger	0.438	zərərli
stupidity	anger	0.438	axmaqlıq
segregate	anger	0.437	ayırmaq
oblivion	anger	0.437	unutqanlıq
payback	anger	0.436	geri ödəmə
incongruous	anger	0.435	uyğunsuz
eviction	anger	0.435	çıxarılması
collusion	anger	0.432	sövdələşmə
rob	anger	0.431	soymaq
ravenous	anger	0.429	acgöz
overrun	anger	0.429	aşmaq
infidelity	anger	0.429	vəfasızlıq
harbinger	anger	0.426	xəbər verən
painful	anger	0.426	ağrılı
getoverit	anger	0.426	almaq
martial	anger	0.426	döyüş
rejection	anger	0.426	imtina
incredulous	anger	0.426	inanılmaz
stupidrain	anger	0.426	axmaqlıq
defense	anger	0.425	müdafiə
enforce	anger	0.424	tətbiq etmək
commotion	anger	0.424	qarışıqlıq
censor	anger	0.424	senzura
gonorrhea	anger	0.424	qonoreya
fraudulent	anger	0.424	saxtakar
unsympathetic	anger	0.424	rəğbətsiz
fallacious	anger	0.424	yalançı
greed	anger	0.424	acgözlük
defraud	anger	0.424	aldatmaq
banger	anger	0.424	banger
concealment	anger	0.424	gizlətmə
fuss	anger	0.424	təlaş
exasperation	anger	0.424	əsəbilik
disobedience	anger	0.424	itaətsizlik
powerful	anger	0.424	güclü
discontent	anger	0.424	narazılıq
indecency	anger	0.424	ədəbsizlik
sedition	anger	0.422	fitnə
deportation	anger	0.422	deportasiya
cracked	anger	0.422	çatladı
bang	anger	0.422	bang
barb	anger	0.422	tikan
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkazm
cur	anger	0.422	cur
misrepresented	anger	0.422	yanlış təqdim edilmişdir
annoyance	anger	0.422	qıcıqlanma
scar	anger	0.422	çapıq
nettle	anger	0.422	gicitkən
banishment	anger	0.422	sürgün
snubbed	anger	0.422	susdu
penitentiary	anger	0.422	cəzaçəkmə müəssisəsi
penetration	anger	0.422	nüfuz etmə
blatant	anger	0.420	açıq-aşkar
force	anger	0.418	güc
perverse	anger	0.415	azğın
wring	anger	0.415	sıxmaq
bastion	anger	0.413	qala
grim	anger	0.413	əzazil
moody	anger	0.412	əhval-ruhiyyəli
tiff	anger	0.412	tiff
nothappy	anger	0.412	xoşbəxt deyil
surly	anger	0.412	somurtkan
sordid	anger	0.412	pis
hunting	anger	0.411	ovçuluq
indenture	anger	0.410	müqavilə
forfeit	anger	0.409	müsadirə etmək
areyoukiddingme	anger	0.409	zarafat edirsən
reproach	anger	0.409	məzəmmət
sham	anger	0.409	saxta
awful	anger	0.409	dəhşətli
compulsion	anger	0.409	məcburiyyət
implicate	anger	0.409	aid etmək
contradict	anger	0.409	ziddiyyət
inept	anger	0.409	bacarıqsız
supremacy	anger	0.409	alilik
sneak	anger	0.409	gizlin
disappoint	anger	0.409	məyus etmək
blockade	anger	0.409	blokada
detainee	anger	0.409	məhbus
cantwin	anger	0.409	cantwin
squelch	anger	0.409	susdurmaq
lying	anger	0.408	yalan
rail	anger	0.406	dəmir yolu
forsaken	anger	0.406	tərk edilmiş
cacophony	anger	0.406	kakofoniya
antipathy	anger	0.406	antipatiya
wop	anger	0.406	vay
badger	anger	0.406	porsuq
tremor	anger	0.406	titrəmə
inequality	anger	0.406	bərabərsizlik
delusion	anger	0.406	aldanma
unthinkable	anger	0.406	ağlasığmaz
onerous	anger	0.406	ağır
wrongdoing	anger	0.406	yanlışlıq
nuisance	anger	0.406	narahatçılıq
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemiya
arguments	anger	0.404	arqumentlər
affront	anger	0.403	təhqir etmək
traumatic	anger	0.402	travmatik
sodding	anger	0.400	çəmənlik
libel	anger	0.400	böhtan atmaq
annoys	anger	0.400	bezdirir
soslow	anger	0.398	çox yavaş
watchout	anger	0.398	diqqətli ol
frenetic	anger	0.397	çılğın
remiss	anger	0.397	bağışlamaq
barge	anger	0.396	barj
sue	anger	0.394	məhkəməyə vermək
keyed	anger	0.394	açarlı
actionable	anger	0.394	təsirli
extinguish	anger	0.394	söndürmək
fraud	anger	0.394	saxtakarlıq
untoward	anger	0.394	xoşagəlməz
illegal	anger	0.394	qanunsuz
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	müsadirə etmək
howl	anger	0.394	ulama
whatsthepoint	anger	0.394	nə nöqtədir
rabble	anger	0.394	quldurluq
unfriendly	anger	0.394	dost olmayan
disrespect	anger	0.394	hörmətsizlik
dangit	anger	0.394	dangit
brimstone	anger	0.392	kükürd
dissolution	anger	0.391	əriməsi
rigged	anger	0.391	saxta
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	zəlzələ
argh	anger	0.391	argh
pique	anger	0.391	pike
recklessness	anger	0.391	ehtiyatsızlıq
disagree	anger	0.389	razı deyiləm
lawsuit	anger	0.386	iddia
disused	anger	0.382	istifadəsiz
despair	anger	0.382	ümidsizlik
immorality	anger	0.382	əxlaqsızlıq
coerce	anger	0.379	məcbur etmək
firstworldprobs	anger	0.379	birinci dünya problemləri
touchy	anger	0.379	toxunan
pokes	anger	0.379	pokes
falsification	anger	0.379	saxtalaşdırma
rifle	anger	0.379	tüfəng
sizzle	anger	0.379	cızıltı
incurable	anger	0.379	sağalmaz
difficulty	anger	0.379	çətinlik
sore	anger	0.379	ağrı
picket	anger	0.378	piket
concussion	anger	0.377	sarsıntı
stuckup	anger	0.375	ilişib qalmaq
militia	anger	0.375	milis
rawr	anger	0.375	xam
faulty	anger	0.375	qüsurlu
sly	anger	0.375	hiyləgər
disillusionment	anger	0.375	xəyal qırıqlığı
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	tələ
infantile	anger	0.375	uşaqlıq
pessimism	anger	0.375	bədbinlik
remand	anger	0.375	həbs
cannon	anger	0.375	top
vindicate	anger	0.371	haqq qazandırmaq
inhibit	anger	0.371	maneə törətmək
distressing	anger	0.371	sıxıcı
nepotism	anger	0.371	qohumbazlıq
schizophrenia	anger	0.369	şizofreniya
skewed	anger	0.368	əyri
disreputable	anger	0.368	nüfuzsuz
forbidding	anger	0.368	qadağan edən
conquest	anger	0.367	fəth
bark	anger	0.365	qabıq
leukemia	anger	0.365	leykemiya
disapprove	anger	0.364	bəyənməmək
warrior	anger	0.364	döyüşçü
barks	anger	0.364	hürür
retarded	anger	0.364	ləngimiş
unhappy	anger	0.364	bədbəxt
burke	anger	0.364	burke
challenge	anger	0.364	çağırış
belt	anger	0.364	kəmər
litigate	anger	0.359	dava etmək
paucity	anger	0.359	azlıq
opinionated	anger	0.359	fikirli
disliked	anger	0.359	bəyənmədi
aftermath	anger	0.359	sonra
restriction	anger	0.359	məhdudiyyət
cad	anger	0.359	cad
incompetence	anger	0.359	bacarıqsızlıq
loudness	anger	0.359	ucalıq
broken	anger	0.359	qırıq
polemic	anger	0.359	polemik
sectarian	anger	0.359	məzhəb
controversial	anger	0.359	mübahisəli
interrupting	anger	0.358	müdaxilə edir
fussy	anger	0.357	təlaşlı
wench	anger	0.353	cadugər
remove	anger	0.351	çıxarın
brat	anger	0.351	brat
gruff	anger	0.351	kobud
misbehavior	anger	0.351	pis davranış
scarcity	anger	0.350	qıtlıg
losing	anger	0.349	itirmək
stigma	anger	0.348	stiqma
deserted	anger	0.348	kimsəsiz
timewasters	anger	0.348	vaxt israfçıları
disagreement	anger	0.348	ixtilaf
defect	anger	0.348	qüsur
hardened	anger	0.348	bərkidilmiş
lie	anger	0.348	yalan
ulcer	anger	0.348	xora
retract	anger	0.348	geri çəkmək
untrustworthy	anger	0.348	etibarsız
pest	anger	0.348	zərərverici
disappointed	anger	0.348	məyus
bias	anger	0.345	qərəz
negation	anger	0.344	inkar
bothering	anger	0.344	narahat edir
stripped	anger	0.344	soyulmuş
antisocial	anger	0.344	antisosial
pirate	anger	0.344	pirat
stingy	anger	0.344	xəsis
shoddy	anger	0.344	keyfiyyətsiz
unreliable	anger	0.344	etibarsız
shaky	anger	0.344	titrək
misleading	anger	0.344	yanıltıcı
unsettled	anger	0.344	nizamsız
evade	anger	0.344	qaçmaq
anxiety	anger	0.344	narahatlıq
disclaim	anger	0.344	rədd etmək
deterioration	anger	0.344	pisləşməsi
impotence	anger	0.344	iktidarsızlıq
interminable	anger	0.343	bitməz
disease	anger	0.341	xəstəlik
meddle	anger	0.341	qarışmaq
warp	anger	0.340	əyilmə
averse	anger	0.338	qarşı
infamous	anger	0.338	məşhur olmayan
alcoholism	anger	0.338	alkoqolizm
row	anger	0.337	sıra
staticky	anger	0.336	statik
illegitimate	anger	0.333	qeyri-qanuni
encumbrance	anger	0.333	yüklülük
witchcraft	anger	0.333	cadu
interrupt	anger	0.333	kəsmək
scorpion	anger	0.333	əqrəb
ill	anger	0.333	xəstə
sinner	anger	0.331	günahkar
inconsiderate	anger	0.329	fikirsiz
hulk	anger	0.329	hulk
prohibited	anger	0.328	qadağandır
dashed	anger	0.328	tire
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikasiya edilib
spammers	anger	0.328	spam göndərənlər
phony	anger	0.328	uydurma
tighten	anger	0.328	sıxmaq
dislocated	anger	0.328	yerindən çıxmışdır
scapegoat	anger	0.328	günah keçisi
victim	anger	0.328	qurban
opponent	anger	0.328	rəqib
hiss	anger	0.328	fısıldamaq
crusade	anger	0.328	səlib yürüşü
grumpy	anger	0.328	qəmgin
resisting	anger	0.328	müqavimət göstərmək
inappropriate	anger	0.324	uyğunsuz
haye	anger	0.324	hey
loss	anger	0.324	zərər
trickery	anger	0.324	hiylə
eschew	anger	0.324	qaçmaq
neglected	anger	0.324	baxımsız
canker	anger	0.323	xərçəng
muff	anger	0.318	muff
crunch	anger	0.318	xırıltı
duplicity	anger	0.318	ikiüzlülük
criticism	anger	0.318	tənqid
queues	anger	0.318	növbələr
shriek	anger	0.316	qışqırmaq
depreciate	anger	0.315	amortizasiya etmək
dismissal	anger	0.312	işdən çıxarılma
chaff	anger	0.312	saman
dramaqueen	anger	0.312	dram kraliçası
poverty	anger	0.312	yoxsulluq
carelessness	anger	0.312	diqqətsizlik
deflate	anger	0.312	söndürmək
dumps	anger	0.312	zibilliklər
dupe	anger	0.312	aldatmaq
mortality	anger	0.312	ölüm
revving	anger	0.309	fırlanan
disallowed	anger	0.308	icazə verilmir
boisterous	anger	0.307	gurultulu
thoughtless	anger	0.307	düşüncəsiz
burial	anger	0.304	dəfn
wince	anger	0.303	süzmək
theocratic	anger	0.303	teokratik
sullen	anger	0.303	küsmüş
involution	anger	0.300	involution
misuse	anger	0.297	sui-istifadə
taxed	anger	0.297	vergiyə cəlb edilir
senseless	anger	0.297	mənasız
talons	anger	0.297	pəncələr
stalemate	anger	0.297	dalana dirənmək
getyourown	anger	0.297	sahib ol
hoax	anger	0.297	mistifikasiya
depreciated	anger	0.297	amortizasiya olunub
depressed	anger	0.297	depressiyada
wasteful	anger	0.297	israfçı
paralysis	anger	0.295	iflic
displaced	anger	0.294	köçkün
limited	anger	0.292	məhduddur
disapointment	anger	0.290	məyusluq
orc	anger	0.289	orc
ridiculous	anger	0.289	gülünc
homeless	anger	0.288	evsiz
spine	anger	0.288	onurğa
teasing	anger	0.288	sataşmaq
presumptuous	anger	0.288	təkəbbürlü
react	anger	0.288	reaksiya vermək
sharpen	anger	0.288	itiləmək
barrier	anger	0.287	maneə
hoot	anger	0.287	vay
twitchy	anger	0.287	seğirmə
myopia	anger	0.283	miyopi
flexin	anger	0.281	flexin
lagging	anger	0.281	geriləmə
contraband	anger	0.281	qaçaqmalçılıq
incompatible	anger	0.281	uyğunsuz
shiver	anger	0.281	titrəmək
spam	anger	0.281	spam
agh	anger	0.281	ağ
disconnects	anger	0.281	ayırır
delinquent	anger	0.281	cinayətkar
restitution	anger	0.281	restitusiya
foray	anger	0.279	basqın
troll	anger	0.279	trol
unfairness	anger	0.279	ədalətsizlik
buffering	anger	0.279	tamponlama
noncompliance	anger	0.279	uyğunsuzluq
nether	anger	0.278	nether
bogus	anger	0.273	saxta
immaturity	anger	0.273	yetişməmişlik
uncaring	anger	0.273	qayğısız
bugaboo	anger	0.273	buqabu
feisty	anger	0.269	cəsur
shock	anger	0.269	şok
humbug	anger	0.266	alçaldıcı
notamorningperson	anger	0.266	notamorning adam
feminism	anger	0.266	feminizm
inoperative	anger	0.266	fəaliyyətsiz
bear	anger	0.266	ayı
inconvenient	anger	0.266	əlverişsiz
latent	anger	0.266	gizli
defendant	anger	0.266	müttəhim
nopoint	anger	0.266	heç bir nöqtə
rapping	anger	0.266	rep
pry	anger	0.266	gözdən keçirtmək
quandary	anger	0.266	ikilem
interrupts	anger	0.265	müdaxilə edir
fluctuation	anger	0.265	dalğalanma
exaggerate	anger	0.263	şişirtmək
lose	anger	0.261	itirmək
patter	anger	0.258	patter
furnace	anger	0.258	soba
stone	anger	0.258	daş
tease	anger	0.258	sataşmaq
shoplifting	anger	0.258	mağaza oğurluğu
soldier	anger	0.258	əsgər
incompetent	anger	0.257	bacarıqsız
indoctrination	anger	0.255	təlqin
rocket	anger	0.250	raket
skid	anger	0.250	sürüşmək
noisy	anger	0.250	səs-küylü
notoriety	anger	0.250	şöhrət
cane	anger	0.250	qamış
unfollow	anger	0.250	təqibdən çıx
tripping	anger	0.250	büdrəmə
attentionseeker	anger	0.250	diqqət çəkən
mastery	anger	0.250	ustalıq
socialist	anger	0.250	sosialist
falsehood	anger	0.250	yalan
complicate	anger	0.250	mürəkkəbləşdirmək
lawyer	anger	0.250	hüquqşünas
untrue	anger	0.250	yalan
nonsense	anger	0.250	cəfəngiyyat
pouting	anger	0.250	somurtmaq
witch	anger	0.242	ifritə
detract	anger	0.242	alçaltmaq
obstacle	anger	0.242	maneə
halter	anger	0.242	yedək
fenced	anger	0.242	hasarlanıb
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	başa düşməyin
vampire	anger	0.242	vampir
ringer	anger	0.242	zəng çalan
frowning	anger	0.239	qaşqabaq
saber	anger	0.238	qılınc
hunger	anger	0.235	aclıq
shell	anger	0.234	qabıq
wokemeup	anger	0.234	oyanmaq
recession	anger	0.234	tənəzzül
failing	anger	0.234	uğursuz
dabbling	anger	0.234	dabbing
politics	anger	0.234	siyasət
lava	anger	0.234	lava
rascal	anger	0.234	əclaf
imtryingtosleep	anger	0.234	yatmağa çalışıram
tariff	anger	0.234	tarif
undesirable	anger	0.231	arzuolunmaz
darkness	anger	0.227	qaranlıq
versus	anger	0.227	qarşı
copycat	anger	0.227	surətçi
resign	anger	0.227	istefa ver
soaked	anger	0.226	isladılmış
unfulfilled	anger	0.225	yerinə yetirilməmişdir
abandoned	anger	0.222	tərk edilmiş
unattainable	anger	0.221	əlçatmaz
owing	anger	0.221	borcludur
bankruptcy	anger	0.221	iflas
misconception	anger	0.219	yanlış təsəvvür
tool	anger	0.219	alət
warden	anger	0.219	nəzarətçi
compress	anger	0.219	sıxmaq
mosquito	anger	0.219	ağcaqanad
whiny	anger	0.219	sızıldamaq
somethingigetalot	anger	0.219	bir şey var
confusion	anger	0.219	qarışıqlıq
unhelpful	anger	0.219	faydasız
twitching	anger	0.219	seğirmə
nosey	anger	0.213	nosy
overpriced	anger	0.212	həddindən artıq qiymətə
adder	anger	0.212	toplayıcı
harry	anger	0.212	harri
shortage	anger	0.212	çatışmazlığı
melodrama	anger	0.212	melodram
possession	anger	0.206	sahiblik
desert	anger	0.206	səhra
overplayed	anger	0.206	həddən artıq oynadı
unpaid	anger	0.203	ödənilməmiş
powerless	anger	0.203	gücsüz
sentence	anger	0.203	cümlə
inefficient	anger	0.203	səmərəsiz
arraignment	anger	0.203	ittiham
pout	anger	0.203	somurtmaq
unlucky	anger	0.203	bəxtsiz
rook	anger	0.203	qala
backbone	anger	0.203	onurğa sütunu
uninvited	anger	0.203	dəvətsiz
court	anger	0.199	məhkəmə
endless	anger	0.198	sonsuz
adverts	anger	0.197	reklamlar
distracted	anger	0.197	diqqəti yayındırdı
delay	anger	0.197	gecikmə
misstatement	anger	0.197	təhrif
misunderstanding	anger	0.195	anlaşılmazlıq
inadmissible	anger	0.191	qəbuledilməzdir
excite	anger	0.191	həyəcanlandırmaq
lightning	anger	0.189	ildırım
preclude	anger	0.188	qarşısını almaq
mournful	anger	0.188	kədərli
insecure	anger	0.188	güvənsiz
incase	anger	0.188	halda
mutter	anger	0.182	mızıldanmaq
pare	anger	0.182	pare
rating	anger	0.182	reytinq
claimant	anger	0.182	iddiaçı
insist	anger	0.182	israr et
mistress	anger	0.182	xanım
distracting	anger	0.182	yayındıran
opium	anger	0.180	tiryək
deserve	anger	0.176	layiq olmaq
willful	anger	0.176	iradəli
treat	anger	0.175	müalicə etmək
insists	anger	0.175	israr edir
excitation	anger	0.172	həyəcan
mighty	anger	0.172	qüdrətli
liberate	anger	0.172	azad etmək
indecisive	anger	0.172	qərarsız
hormonal	anger	0.172	hormonal
peice	anger	0.172	peice
gibberish	anger	0.172	boşboğazlıq
misplace	anger	0.172	səhv yer
fee	anger	0.172	haqq
thanksalot	anger	0.172	sağ ol
fleece	anger	0.172	yun
yelp	anger	0.168	qışqırmaq
mule	anger	0.167	qatır
unequal	anger	0.167	qeyri-bərabər
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	sövdələşmə
insufficiency	anger	0.167	çatışmazlıq
insignificant	anger	0.167	əhəmiyyətsiz
attentionseekers	anger	0.163	diqqət çəkənlər
coop	anger	0.156	qəfəs
rheumatism	anger	0.156	revmatizm
forearm	anger	0.156	ön kol
indifference	anger	0.156	biganəlik
underpaid	anger	0.152	az ödənilmiş
involvement	anger	0.152	iştirak
justthebeginning	anger	0.152	yalnız başlanğıc
disinformation	anger	0.152	dezinformasiya
uncertain	anger	0.152	qeyri-müəyyən
bee	anger	0.152	arı
attorney	anger	0.152	müvəkkil
pretending	anger	0.152	iddia edir
campaigning	anger	0.151	təşviqat aparır
hopelessness	anger	0.149	ümidsizlik
feeling	anger	0.147	hiss
legalized	anger	0.145	qanuniləşdirilib
caution	anger	0.145	ehtiyatlı olun
sterling	anger	0.141	sterlinq
morals	anger	0.141	əxlaq
subsidy	anger	0.141	subsidiya
obliging	anger	0.141	məcbur edən
wimpy	anger	0.140	hiyləgər
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	ləkə
misspell	anger	0.136	səhv yazmaq
repay	anger	0.136	qaytarmaq
surcharge	anger	0.136	əlavə ödəniş
geez	anger	0.136	vay
birch	anger	0.135	ağcaqayın
noob	anger	0.133	noob
honk	anger	0.133	korna çalmaq
orchestra	anger	0.132	orkestr
wireless	anger	0.125	simsiz
