English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
avenger	anger	0.485	mea hoopai
revoke	anger	0.485	hoʻopau
smuggler	anger	0.485	mea hoʻopio
abolish	anger	0.485	e hoopau
fricking	anger	0.485	wiliwili
stayaway	anger	0.485	kaawale
pervert	anger	0.485	hookahuli
disservice	anger	0.485	hana ʻino
disobedient	anger	0.485	hookuli
incest	anger	0.485	moe kolohe
complaint	anger	0.485	hoʻopiʻi
disapproved	anger	0.485	ʻaʻole ʻae ʻia
inhuman	anger	0.485	kino kanaka
mocking	anger	0.484	hoohenehene
penalty	anger	0.484	hoʻopaʻi
renounce	anger	0.484	haʻalele
restrain	anger	0.484	kaohi
upheaval	anger	0.484	haunaele
deceit	anger	0.484	hoopunipuni
obnoxious	anger	0.484	mea ino
imprisoned	anger	0.484	paʻahao
strained	anger	0.484	kaohi
blame	anger	0.484	hewa
oust	anger	0.484	kipaku
litigious	anger	0.484	hoʻopaʻapaʻa
rivalry	anger	0.484	hoʻopaʻapaʻa
sucker	anger	0.484	omo
opposed	anger	0.484	kūʻē
thresh	anger	0.484	hehi
disgrace	anger	0.484	ka hilahila
suspicious	anger	0.484	hoʻohuoi
turbulence	anger	0.483	haunaele
pound	anger	0.481	paona
coldness	anger	0.477	anuanu
ungrateful	anger	0.472	mahalo ole
stoopid	anger	0.471	kūlou
battalion	anger	0.471	pūʻali koa
feudalism	anger	0.470	feudalism
hostage	anger	0.470	hoʻopaʻa pio
annoying	anger	0.470	hoonaukiuki
dispossessed	anger	0.470	kipaku ʻia
subversion	anger	0.470	hookahuli ana
friction	anger	0.470	paio
jealous	anger	0.470	lili
adversity	anger	0.470	pilikia
infidel	anger	0.470	hoomaloka
gall	anger	0.470	ʻōpū
accuser	anger	0.470	mea hoohewa
ram	anger	0.470	hipa kāne
armament	anger	0.470	mea kaua
thump	anger	0.469	kuʻi
dislike	anger	0.469	makemake ole
steal	anger	0.469	ʻaihue
backoff	anger	0.469	hoʻi hope
stifled	anger	0.469	hoʻopaʻa ʻia
incite	anger	0.469	hoʻouluhua
distress	anger	0.469	pilikia
angermanagement	anger	0.469	hooponopono huhu
selfish	anger	0.469	paʻakikī
injury	anger	0.469	ʻeha
exile	anger	0.469	hoʻopio ʻia
insanity	anger	0.469	pupule
offense	anger	0.469	ka hewa
objection	anger	0.469	kue ana
smother	anger	0.469	hoʻopaʻa
disruption	anger	0.469	haunaele
intolerance	anger	0.469	hoʻomanawanui ʻole
disobey	anger	0.469	hookuli
selfishness	anger	0.469	ka manao ponoi
recidivism	anger	0.469	recidivism
subversive	anger	0.469	kipi
huff	anger	0.469	huff
plunder	anger	0.469	hao wale
opposition	anger	0.469	kūʻē
complain	anger	0.469	hoʻopiʻi
perpetrator	anger	0.469	mea hana hewa
simmer	anger	0.469	hoʻomoʻa
areyoukidding	anger	0.468	e hana ana oukou
mug	anger	0.467	mug
agony	anger	0.465	ʻehaʻeha
arrogant	anger	0.461	haaheo
sux	anger	0.456	sux
vent	anger	0.456	puka makani
elimination	anger	0.456	ka hoopau ana
picketing	anger	0.456	koho ʻana
haughty	anger	0.456	haaheo
grated	anger	0.455	kuʻi ʻia
flagrant	anger	0.455	haʻaheo
busted	anger	0.455	paʻa ʻia
crabby	anger	0.455	pāpaʻi
dying	anger	0.455	e make ana
idiocy	anger	0.455	pupule
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	stubbed
illegality	anger	0.455	kū kānāwai
veto	anger	0.455	veto
constraint	anger	0.455	kaohi
mislead	anger	0.455	alakai hewa
illicit	anger	0.455	kapu
troublesome	anger	0.455	pilikia
clamor	anger	0.455	walaau
bayonet	anger	0.453	bayonet
suppress	anger	0.453	e hoopau
intense	anger	0.453	ikaika loa
displeased	anger	0.453	ʻoluʻolu
disapproving	anger	0.453	hoole ana
hysterical	anger	0.453	huʻihuʻi
struggle	anger	0.453	paio
godless	anger	0.453	akua ole
desist	anger	0.453	hoʻōki
usurped	anger	0.453	lawe pio ia
despotism	anger	0.453	hoʻomāinoino
disagreeing	anger	0.453	ʻae ʻole
bad	anger	0.453	ino
unlawful	anger	0.451	ku i ke kanawai
wrongly	anger	0.448	hewahewa
repellent	anger	0.442	mea hoolei
dishonor	anger	0.441	hilahila ole
psychosis	anger	0.441	hoʻonaʻauao
wasted	anger	0.441	hoopau wale
wrongful	anger	0.441	hewahewa
foe	anger	0.441	ʻenemi
aversion	anger	0.440	hoʻopaʻapaʻa
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nā manamana lima
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	mokuahana
upset	anger	0.439	huhū
effigy	anger	0.439	effigy
punitive	anger	0.439	hoʻopaʻi
worthless	anger	0.438	waiwai ole
separatist	anger	0.438	kaawale
ransom	anger	0.438	uku pānaʻi
deny	anger	0.438	hoole
fugitive	anger	0.438	mahuka
mucked	anger	0.438	ʻāhuehue
abandonment	anger	0.438	haʻalele
irritation	anger	0.438	ukiuki
deleterious	anger	0.438	deleterious
stupidity	anger	0.438	lapuwale
segregate	anger	0.437	hoʻokaʻawale
oblivion	anger	0.437	poina
payback	anger	0.436	uku hoʻihoʻi
incongruous	anger	0.435	kū ʻole
eviction	anger	0.435	kipaku ʻana
collusion	anger	0.432	huikau
rob	anger	0.431	powa
ravenous	anger	0.429	paulele
overrun	anger	0.429	hoʻonui
infidelity	anger	0.429	hoopunipuni
harbinger	anger	0.426	hōʻailona
painful	anger	0.426	ʻehaʻeha
getoverit	anger	0.426	hoopau
martial	anger	0.426	koa
rejection	anger	0.426	hoole
incredulous	anger	0.426	hoomaloka
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	pale aku
enforce	anger	0.424	hoʻokō
commotion	anger	0.424	haunaele
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	hoopunipuni
unsympathetic	anger	0.424	aloha ole
fallacious	anger	0.424	hoʻopunipuni
greed	anger	0.424	kuko
defraud	anger	0.424	hoʻopunipuni
banger	anger	0.424	hoʻopaʻapaʻa
concealment	anger	0.424	huna
fuss	anger	0.424	haunaele
exasperation	anger	0.424	ukiuki
disobedience	anger	0.424	hookuli
powerful	anger	0.424	mana ikaika
discontent	anger	0.424	ʻoluʻolu
indecency	anger	0.424	hana ino
sedition	anger	0.422	kipi
deportation	anger	0.422	hoʻokuʻu ʻia
cracked	anger	0.422	māhā
bang	anger	0.422	pāʻani
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	hoʻomāʻewaʻewa
cur	anger	0.422	cur
misrepresented	anger	0.422	kuhi hewa
annoyance	anger	0.422	hoonaukiuki
scar	anger	0.422	ʻulaʻula
nettle	anger	0.422	ʻupena
banishment	anger	0.422	hookuke ana
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	hale paʻahao
penetration	anger	0.422	komo ana
blatant	anger	0.420	hoolaha
force	anger	0.418	ikaika
perverse	anger	0.415	kolohe
wring	anger	0.415	wīwī
bastion	anger	0.413	pā kaua
grim	anger	0.413	ʻinoʻino
moody	anger	0.412	ʻoluʻolu
tiff	anger	0.412	tiff
nothappy	anger	0.412	hauʻoli ʻole
surly	anger	0.412	ʻoluʻolu
sordid	anger	0.412	ʻinoʻino
hunting	anger	0.411	hahai holoholona
indenture	anger	0.410	hoʻopaʻa inoa
forfeit	anger	0.409	poho
areyoukiddingme	anger	0.409	keu aku
reproach	anger	0.409	hoowahawaha
sham	anger	0.409	hoʻopunipuni
awful	anger	0.409	weliweli
compulsion	anger	0.409	koi ʻia
implicate	anger	0.409	hoʻopili
contradict	anger	0.409	kuee
inept	anger	0.409	pono ole
supremacy	anger	0.409	kūlana kiʻekiʻe
sneak	anger	0.409	hoʻohenehene
disappoint	anger	0.409	hoka
blockade	anger	0.409	hoʻopaʻa ʻia
detainee	anger	0.409	mea paʻa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	kinai
lying	anger	0.408	wahahee
rail	anger	0.406	kaʻaahi
forsaken	anger	0.406	haʻalele ʻia
cacophony	anger	0.406	hoʻohenehene
antipathy	anger	0.406	antipathy
wop	anger	0.406	auwe
badger	anger	0.406	ʻinoʻino
tremor	anger	0.406	haʻalulu
inequality	anger	0.406	like ole
delusion	anger	0.406	hoopunipuni
unthinkable	anger	0.406	hiki ole ke manao
onerous	anger	0.406	kaumaha
wrongdoing	anger	0.406	hana hewa
nuisance	anger	0.406	pilikia
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	ahulau
arguments	anger	0.404	hoʻopaʻapaʻa
affront	anger	0.403	hoowahawaha
traumatic	anger	0.402	ʻehaʻeha
sodding	anger	0.400	hoʻopalapala
libel	anger	0.400	libel
annoys	anger	0.400	hoonaukiuki
soslow	anger	0.398	solow
watchout	anger	0.398	akahele
frenetic	anger	0.397	paʻapū
remiss	anger	0.397	hoʻolele
barge	anger	0.396	moku moku
sue	anger	0.394	hoʻopiʻi
keyed	anger	0.394	kī ʻia
actionable	anger	0.394	hiki ke hana
extinguish	anger	0.394	kinai
fraud	anger	0.394	hoʻopunipuni
untoward	anger	0.394	ʻinoʻino
illegal	anger	0.394	kānāwai ʻole
nag	anger	0.394	nahu
boxing	anger	0.394	mokomoko
confiscate	anger	0.394	hao wale
howl	anger	0.394	uwo
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	ʻāhuehue
unfriendly	anger	0.394	aloha ole
disrespect	anger	0.394	mahalo ole
dangit	anger	0.394	dangit
brimstone	anger	0.392	luaʻi pele
dissolution	anger	0.391	ka hemo ana
rigged	anger	0.391	hoʻopaʻa ʻia
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ōlaʻi
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	ka malama ole
disagree	anger	0.389	kuʻikahi
lawsuit	anger	0.386	hoʻopiʻi
disused	anger	0.382	hoʻohana ʻole ʻia
despair	anger	0.382	paulele
immorality	anger	0.382	moe kolohe
coerce	anger	0.379	hooikaika
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	hoʻopāpā
pokes	anger	0.379	poke
falsification	anger	0.379	hoopunipuni
rifle	anger	0.379	pu panapana
sizzle	anger	0.379	kanikau
incurable	anger	0.379	hiki ole ke hoolaia
difficulty	anger	0.379	pilikia
sore	anger	0.379	ʻeha
picket	anger	0.378	picket
concussion	anger	0.377	kuʻekuʻe wāwae
stuckup	anger	0.375	stuckup
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	hemahema
sly	anger	0.375	maalea
disillusionment	anger	0.375	hoʻohaʻahaʻa
petpeeve	anger	0.375	Heno huhū
pitfall	anger	0.375	lua
infantile	anger	0.375	kamaliʻi
pessimism	anger	0.375	manaʻo kuhi hewa
remand	anger	0.375	hoʻopaʻa ʻia
cannon	anger	0.375	pūkuniahi
vindicate	anger	0.371	hoʻopono
inhibit	anger	0.371	kaohi
distressing	anger	0.371	pilikia
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	lihilihi
disreputable	anger	0.368	hoinoino
forbidding	anger	0.368	papa ana
conquest	anger	0.367	hoʻopio
bark	anger	0.365	ʻili
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	hoole
warrior	anger	0.364	koa
barks	anger	0.364	ʻōʻolo
retarded	anger	0.364	lohi
unhappy	anger	0.364	hauʻoli ʻole
burke	anger	0.364	burke
challenge	anger	0.364	pilikia
belt	anger	0.364	kāʻei
litigate	anger	0.359	hoʻopiʻi
paucity	anger	0.359	hemahema
opinionated	anger	0.359	manaʻo manaʻo
disliked	anger	0.359	makemake ole
aftermath	anger	0.359	hope
restriction	anger	0.359	kaohi ana
cad	anger	0.359	cad
incompetence	anger	0.359	hemahema
loudness	anger	0.359	ka leo nui
broken	anger	0.359	hakihaki
polemic	anger	0.359	polemic
sectarian	anger	0.359	hoʻopaʻapaʻa
controversial	anger	0.359	hoʻopaʻapaʻa
interrupting	anger	0.358	keakea ana
fussy	anger	0.357	ʻoluʻolu
wench	anger	0.353	wahine wahine
remove	anger	0.351	wehe
brat	anger	0.351	keiki kāne
gruff	anger	0.351	ʻinoʻino
misbehavior	anger	0.351	kolohe
scarcity	anger	0.350	ʻuʻuku
losing	anger	0.349	lilo ana
stigma	anger	0.348	hōʻino
deserted	anger	0.348	mehameha
timewasters	anger	0.348	mea hoopau manawa
disagreement	anger	0.348	kuʻikahi
defect	anger	0.348	hemahema
hardened	anger	0.348	paakiki
lie	anger	0.348	wahahee
ulcer	anger	0.348	ʻūhā
retract	anger	0.348	hoʻihoʻi
untrustworthy	anger	0.348	hilinaʻi ʻole
pest	anger	0.348	pest
disappointed	anger	0.348	hoka
bias	anger	0.345	kūʻē
negation	anger	0.344	hōʻole
bothering	anger	0.344	hoopilikia ana
stripped	anger	0.344	wehe ʻia
antisocial	anger	0.344	kūʻē i ka pilikanaka
pirate	anger	0.344	pōā
stingy	anger	0.344	ʻoʻoleʻa
shoddy	anger	0.344	ʻinoʻino
unreliable	anger	0.344	hilinaʻi ʻole
shaky	anger	0.344	haalulu
misleading	anger	0.344	alakai hewa
unsettled	anger	0.344	kū ʻole
evade	anger	0.344	pale aku
anxiety	anger	0.344	hopohopo
disclaim	anger	0.344	hoole
deterioration	anger	0.344	ʻinoʻino
impotence	anger	0.344	nawaliwali
interminable	anger	0.343	pau ole
disease	anger	0.341	maʻi maʻi
meddle	anger	0.341	huikau
warp	anger	0.340	maʻuʻu
averse	anger	0.338	hoole
infamous	anger	0.338	kaulana ʻole
alcoholism	anger	0.338	ʻona ʻona
row	anger	0.337	lālani
staticky	anger	0.336	staticky
illegitimate	anger	0.333	pono ole
encumbrance	anger	0.333	hoʻopiʻi
witchcraft	anger	0.333	kilokilo
interrupt	anger	0.333	keakea
scorpion	anger	0.333	moohueloawa
ill	anger	0.333	ma'i
sinner	anger	0.331	kanaka hewa
inconsiderate	anger	0.329	noonoo ole
hulk	anger	0.329	hulk
prohibited	anger	0.328	pāpā ʻia
dashed	anger	0.328	kāʻei ʻia
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	hoʻokuʻu ʻia
spammers	anger	0.328	nā mea hoʻopaʻapaʻa
phony	anger	0.328	hoʻopunipuni
tighten	anger	0.328	hoʻopaʻa
dislocated	anger	0.328	hoʻokaʻawale
scapegoat	anger	0.328	kao make
victim	anger	0.328	mea pepehi kanaka
opponent	anger	0.328	hoa paio
hiss	anger	0.328	uhu
crusade	anger	0.328	kaua kaua
grumpy	anger	0.328	huhuhu
resisting	anger	0.328	kūʻē
inappropriate	anger	0.324	pono ole
haye	anger	0.324	haie
loss	anger	0.324	poho
trickery	anger	0.324	hoopunipuni
eschew	anger	0.324	pale aku
neglected	anger	0.324	malama ole ia
canker	anger	0.323	maʻi ʻaʻai
muff	anger	0.318	muff
crunch	anger	0.318	ʻūhā
duplicity	anger	0.318	luahi
criticism	anger	0.318	hoʻohewahewa
queues	anger	0.318	nā lālani
shriek	anger	0.316	hoʻōho
depreciate	anger	0.315	hoemi iho
dismissal	anger	0.312	ka hoopau ana
chaff	anger	0.312	ʻōpala
dramaqueen	anger	0.312	mōʻīwahine keaka
poverty	anger	0.312	ʻilihune
carelessness	anger	0.312	ka malama ole
deflate	anger	0.312	e hoʻoheheʻe
dumps	anger	0.312	hoolei
dupe	anger	0.312	hoʻopunipuni
mortality	anger	0.312	make ana
revving	anger	0.309	hoʻoulu hou ʻana
disallowed	anger	0.308	ʻaʻole ʻae ʻia
boisterous	anger	0.307	walaau
thoughtless	anger	0.307	noonoo ole
burial	anger	0.304	kanu ʻana
wince	anger	0.303	wince
theocratic	anger	0.303	hoʻokalakala
sullen	anger	0.303	ʻinoʻino
involution	anger	0.300	involution
misuse	anger	0.297	hoohana hewa
taxed	anger	0.297	ʻauhau ʻia
senseless	anger	0.297	naaupo
talons	anger	0.297	nā kāʻei
stalemate	anger	0.297	paakiki
getyourown	anger	0.297	hele
hoax	anger	0.297	hoax
depreciated	anger	0.297	depreciated
depressed	anger	0.297	kaumaha
wasteful	anger	0.297	hoopau wale
paralysis	anger	0.295	maʻi lolo
displaced	anger	0.294	hoʻoneʻe ʻia
limited	anger	0.292	kaupalena
disapointment	anger	0.290	hemahema
orc	anger	0.289	orc
ridiculous	anger	0.289	hoohenehene
homeless	anger	0.288	home ole
spine	anger	0.288	iwi kuamoʻo
teasing	anger	0.288	hoʻohenehene
presumptuous	anger	0.288	hookiekie
react	anger	0.288	pane aku
sharpen	anger	0.288	e oi
barrier	anger	0.287	pale
hoot	anger	0.287	hoot
twitchy	anger	0.287	ʻōniʻoniʻo
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lohi ana
contraband	anger	0.281	kipi
incompatible	anger	0.281	launa ole
shiver	anger	0.281	haalulu
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	hoʻokaʻawale
delinquent	anger	0.281	hewahewa
restitution	anger	0.281	hoʻihoʻi
foray	anger	0.279	hoʻokuʻu
troll	anger	0.279	troll
unfairness	anger	0.279	pono ole
buffering	anger	0.279	pale ʻana
noncompliance	anger	0.279	hoʻokō ʻole
nether	anger	0.278	lalo
bogus	anger	0.273	hoopunipuni
immaturity	anger	0.273	oo ole
uncaring	anger	0.273	malama ole
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	hauʻoli
shock	anger	0.269	haʻalulu
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	kanaka kakahiaka
feminism	anger	0.266	ka wahine
inoperative	anger	0.266	hana ole
bear	anger	0.266	bea
inconvenient	anger	0.266	kūpono ʻole
latent	anger	0.266	huna
defendant	anger	0.266	mea hoopiiia
nopoint	anger	0.266	nopoint
rapping	anger	0.266	hoʻopāpā
pry	anger	0.266	pry
quandary	anger	0.266	pilikia
interrupts	anger	0.265	keakea
fluctuation	anger	0.265	ka loli
exaggerate	anger	0.263	hoonui
lose	anger	0.261	lilo
patter	anger	0.258	patter
furnace	anger	0.258	kapuahi
stone	anger	0.258	pōhaku
tease	anger	0.258	hoʻohenehene
shoplifting	anger	0.258	ʻaihue hale kūʻai
soldier	anger	0.258	koa
incompetent	anger	0.257	hemahema
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	lākeke
skid	anger	0.250	hoʻokuke
noisy	anger	0.250	walaau
notoriety	anger	0.250	kaulana
cane	anger	0.250	ohe
unfollow	anger	0.250	wehe ʻole
tripping	anger	0.250	kuʻi ʻana
attentionseeker	anger	0.250	ʻimi nānā
mastery	anger	0.250	ka manaʻo
socialist	anger	0.250	pilikanaka
falsehood	anger	0.250	wahahee
complicate	anger	0.250	paʻakikī
lawyer	anger	0.250	loio
untrue	anger	0.250	he oiaio ole
nonsense	anger	0.250	lapuwale
pouting	anger	0.250	pouting
witch	anger	0.242	kupua
detract	anger	0.242	hoʻohaʻahaʻa
obstacle	anger	0.242	ālaina
halter	anger	0.242	halter
fenced	anger	0.242	pa
capslock	anger	0.242	kāʻei kapu
dontunderstand	anger	0.242	maopopo ole
vampire	anger	0.242	vampire
ringer	anger	0.242	mea kani kani
frowning	anger	0.239	ka makamaka
saber	anger	0.238	pahi kaua
hunger	anger	0.235	pololi
shell	anger	0.234	pūpū
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	ka emi ana
failing	anger	0.234	hāʻule
dabbling	anger	0.234	hoʻopaʻapaʻa
politics	anger	0.234	kālaiʻāina
lava	anger	0.234	pele
rascal	anger	0.234	kolohe
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	uku
undesirable	anger	0.231	makemake ole
darkness	anger	0.227	pouli
versus	anger	0.227	kūʻē
copycat	anger	0.227	kope kope
resign	anger	0.227	haʻalele
soaked	anger	0.226	pulu
unfulfilled	anger	0.225	hoʻokō ʻole ʻia
abandoned	anger	0.222	haʻalele ʻia
unattainable	anger	0.221	hiki ole ke loaa
owing	anger	0.221	aie
bankruptcy	anger	0.221	banekorupa
misconception	anger	0.219	kuhi hewa
tool	anger	0.219	mea paahana
warden	anger	0.219	kahu kahu
compress	anger	0.219	kōmi
mosquito	anger	0.219	namu
whiny	anger	0.219	ʻōhumu
somethingigetalot	anger	0.219	kekahi mea
confusion	anger	0.219	huikau
unhelpful	anger	0.219	kōkua ʻole
twitching	anger	0.219	ʻōniʻoniʻo
nosey	anger	0.213	nosy
overpriced	anger	0.212	ʻoi aku ke kumu kūʻai
adder	anger	0.212	mea hoʻohui
harry	anger	0.212	harry
shortage	anger	0.212	hemahema
melodrama	anger	0.212	melodrama
possession	anger	0.206	waiwai
desert	anger	0.206	waoakua
overplayed	anger	0.206	pāʻani nui ʻia
unpaid	anger	0.203	uku ole ia
powerless	anger	0.203	mana ole
sentence	anger	0.203	ʻōlelo ʻōlelo
inefficient	anger	0.203	pono ʻole
arraignment	anger	0.203	hoʻopaʻapaʻa
pout	anger	0.203	pout
unlucky	anger	0.203	pōʻino
rook	anger	0.203	puʻukū
backbone	anger	0.203	iwi kuamoʻo
uninvited	anger	0.203	me ke kono ole ia
court	anger	0.199	hale hookolokolo
endless	anger	0.198	pau ole
adverts	anger	0.197	nā hoʻolaha
distracted	anger	0.197	hoʻopiʻi
delay	anger	0.197	lohi
misstatement	anger	0.197	kuhi hewa
misunderstanding	anger	0.195	hoomaopopo ole
inadmissible	anger	0.191	hiki ʻole ke ʻae ʻia
excite	anger	0.191	hoonanea
lightning	anger	0.189	uila
preclude	anger	0.188	pale aku
mournful	anger	0.188	kanikau
insecure	anger	0.188	palekana ʻole
incase	anger	0.188	inā
mutter	anger	0.182	ʻōhumu
pare	anger	0.182	pare
rating	anger	0.182	helu helu
claimant	anger	0.182	mea koi
insist	anger	0.182	koi aku
mistress	anger	0.182	haku wahine
distracting	anger	0.182	hoonanea
opium	anger	0.180	opiuma
deserve	anger	0.176	pono
willful	anger	0.176	manao wale
treat	anger	0.175	pono
insists	anger	0.175	koi aku
excitation	anger	0.172	hauʻoli
mighty	anger	0.172	ikaika loa
liberate	anger	0.172	hoʻokuʻu
indecisive	anger	0.172	manao ole
hormonal	anger	0.172	hormonal
peice	anger	0.172	ʻāpana
gibberish	anger	0.172	ʻōlelo ʻinoʻino
misplace	anger	0.172	kuhi hewa
fee	anger	0.172	uku
thanksalot	anger	0.172	mahalo nui loa
fleece	anger	0.172	huluhulu
yelp	anger	0.168	uē
mule	anger	0.167	miula
unequal	anger	0.167	like ole
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	kuai ana
insufficiency	anger	0.167	lawa ole
insignificant	anger	0.167	mea ole
attentionseekers	anger	0.163	poe imi noonoo
coop	anger	0.156	coop
rheumatism	anger	0.156	rumatika
forearm	anger	0.156	lima lima
indifference	anger	0.156	manao ole
underpaid	anger	0.152	uku ʻole ʻia
involvement	anger	0.152	komo ana
justthebeginning	anger	0.152	ka hoomaka ana
disinformation	anger	0.152	kuhi hewa
uncertain	anger	0.152	maopopo ole
bee	anger	0.152	nalo meli
attorney	anger	0.152	loio
pretending	anger	0.152	hoʻohalahala
campaigning	anger	0.151	hoʻolaha ʻana
hopelessness	anger	0.149	manaʻolana ʻole
feeling	anger	0.147	manaʻo
legalized	anger	0.145	hoʻoholo kānāwai
caution	anger	0.145	akahele
sterling	anger	0.141	sterling
morals	anger	0.141	ka pono
subsidy	anger	0.141	hāʻawi kālā
obliging	anger	0.141	ʻo ka ʻae ʻana
wimpy	anger	0.140	wimpy
bummer	anger	0.139	ʻūhā
saloon	anger	0.136	hale lole
blemish	anger	0.136	kina
misspell	anger	0.136	kuhi hewa
repay	anger	0.136	e uku aku
surcharge	anger	0.136	uku hoʻonui
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	hoʻokani pila
wireless	anger	0.125	uwea ole
competitive	anger	0.125	hoʻokūkū
standstill	anger	0.125	kū mālie
inattention	anger	0.121	ka malama ole
reversal	anger	0.121	ka hoohuli ana
lace	anger	0.118	lace
elbow	anger	0.117	kuʻekuʻe lima
instinctive	anger	0.112	hoʻoikaika kino
chant	anger	0.111	oli
gnome	anger	0.109	gnome
lonely	anger	0.109	mehameha
tolerate	anger	0.106	hoʻomanawanui
management	anger	0.102	hooponopono
advocacy	anger	0.100	hoʻolaha
moral	anger	0.094	pono
roadworks	anger	0.091	hana alanui
honest	anger	0.087	pololei
gent	anger	0.076	gent
forgetful	anger	0.076	poina
liquor	anger	0.075	waiʻona
money	anger	0.074	kālā
hood	anger	0.071	puʻupuʻu
curriculum	anger	0.063	papa haʻawina
words	anger	0.062	huaolelo
smell	anger	0.061	honi
playful	anger	0.061	pāʻani
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	hanai
trumpet	anger	0.059	pu
counsellor	anger	0.059	kākāʻōlelo
