English Word	Emotion	Emotion-Intensity-Score	Hungarian Word
intolerance	anger	0.469	intolerancia
disobey	anger	0.469	ellenszegül
selfishness	anger	0.469	önzés
recidivism	anger	0.469	visszaesés
subversive	anger	0.469	felforgató
huff	anger	0.469	megsértődik
plunder	anger	0.469	zsákmány
opposition	anger	0.469	ellenzék
complain	anger	0.469	panaszkodik
perpetrator	anger	0.469	elkövető
simmer	anger	0.469	lassú tűzön süt
areyoukidding	anger	0.468	viccelsz
mug	anger	0.467	bögre
agony	anger	0.465	gyötrelem
arrogant	anger	0.461	arrogáns
sux	anger	0.456	sux
vent	anger	0.456	nyílás
elimination	anger	0.456	megszüntetése
picketing	anger	0.456	pikettezni
haughty	anger	0.456	gőgös
grated	anger	0.455	lereszelve
flagrant	anger	0.455	botrányos
busted	anger	0.455	lebukott
crabby	anger	0.455	zsémbes
dying	anger	0.455	haldoklik
idiocy	anger	0.455	hülyeség
impermeable	anger	0.455	áthatolhatatlan
stubbed	anger	0.455	csonkított
illegality	anger	0.455	jogellenesség
veto	anger	0.455	vétó
constraint	anger	0.455	kényszer
mislead	anger	0.455	félrevezetni
illicit	anger	0.455	tiltott
troublesome	anger	0.455	zavaró
clamor	anger	0.455	kiabálás
bayonet	anger	0.453	bajonett
suppress	anger	0.453	elnyom
intense	anger	0.453	erős
displeased	anger	0.453	elégedetlen
disapproving	anger	0.453	rosszalló
hysterical	anger	0.453	hisztérikus
struggle	anger	0.453	küzdelem
godless	anger	0.453	istentelen
desist	anger	0.453	eláll
usurped	anger	0.453	bitorolta
despotism	anger	0.453	zsarnokság
disagreeing	anger	0.453	nem ért egyet
bad	anger	0.453	rossz
unlawful	anger	0.451	törvénytelen
wrongly	anger	0.448	helytelenül
repellent	anger	0.442	visszataszító
dishonor	anger	0.441	becstelenség
psychosis	anger	0.441	pszichózis
wasted	anger	0.441	elpazarolt
wrongful	anger	0.441	jogtalan
foe	anger	0.441	ellenség
aversion	anger	0.440	idegenkedés
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	bokszer
ultimatum	anger	0.439	ultimátum
schism	anger	0.439	szakadás
upset	anger	0.439	szomorú
effigy	anger	0.439	képmás
punitive	anger	0.439	büntető
worthless	anger	0.438	értéktelen
separatist	anger	0.438	szeparatista
ransom	anger	0.438	váltságdíj
deny	anger	0.438	tagadni
fugitive	anger	0.438	szökevény
mucked	anger	0.438	megmocskolva
abandonment	anger	0.438	lemondás
irritation	anger	0.438	irritáció
deleterious	anger	0.438	káros
stupidity	anger	0.438	hülyeség
segregate	anger	0.437	elkülöníteni
oblivion	anger	0.437	feledés
payback	anger	0.436	megtérülés
incongruous	anger	0.435	össze nem illő
eviction	anger	0.435	kilakoltatás
collusion	anger	0.432	összejátszás
rob	anger	0.431	rabolni
ravenous	anger	0.429	falánk
overrun	anger	0.429	túlfutás
infidelity	anger	0.429	hűtlenség
harbinger	anger	0.426	előhírnöke
painful	anger	0.426	fájdalmas
getoverit	anger	0.426	tedd magad túl rajta
martial	anger	0.426	harcias
rejection	anger	0.426	elutasítás
incredulous	anger	0.426	hitetlen
stupidrain	anger	0.426	hülyeség
defense	anger	0.425	védelem
enforce	anger	0.424	érvényesíteni
commotion	anger	0.424	zűrzavar
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	csaló
unsympathetic	anger	0.424	részvétlen
fallacious	anger	0.424	csalóka
greed	anger	0.424	kapzsiság
defraud	anger	0.424	csalás
banger	anger	0.424	bunker
concealment	anger	0.424	eltitkolás
fuss	anger	0.424	fontoskodás
exasperation	anger	0.424	elkeseredés
disobedience	anger	0.424	engedetlenség
powerful	anger	0.424	erős
discontent	anger	0.424	elégedetlenség
indecency	anger	0.424	illetlenség
sedition	anger	0.422	lázadás
deportation	anger	0.422	kitoloncolás
cracked	anger	0.422	repedt
bang	anger	0.422	bumm
barb	anger	0.422	horgas vég
duel	anger	0.422	párbaj
sarcasm	anger	0.422	gúny
cur	anger	0.422	korcs
misrepresented	anger	0.422	félreértelmezve
annoyance	anger	0.422	bosszúság
scar	anger	0.422	sebhely
nettle	anger	0.422	csalán
banishment	anger	0.422	száműzetés
snubbed	anger	0.422	lenyűgözött
penitentiary	anger	0.422	büntetés-végrehajtási intézet
penetration	anger	0.422	behatolás
blatant	anger	0.420	kirívó
force	anger	0.418	Kényszerítés
perverse	anger	0.415	perverz
wring	anger	0.415	kicsavarni
bastion	anger	0.413	bástya
grim	anger	0.413	zord
moody	anger	0.412	rosszkedvű
tiff	anger	0.412	tiff
nothappy	anger	0.412	nem boldog
surly	anger	0.412	mogorva
sordid	anger	0.412	mocskos
hunting	anger	0.411	vadászat
indenture	anger	0.410	kétoldali szerződés
forfeit	anger	0.409	bánatpénz
areyoukiddingme	anger	0.409	tréfálsz velem
reproach	anger	0.409	szemrehányás
sham	anger	0.409	ál
awful	anger	0.409	szörnyű
compulsion	anger	0.409	kényszer
implicate	anger	0.409	belekever
contradict	anger	0.409	ellentmond
inept	anger	0.409	alkalmatlan
supremacy	anger	0.409	fölény
sneak	anger	0.409	settenkedik
disappoint	anger	0.409	csalódást okozni
blockade	anger	0.409	blokád
detainee	anger	0.409	fogvatartott
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	fekvő
rail	anger	0.406	vasút
forsaken	anger	0.406	elhagyott
cacophony	anger	0.406	hangzavar
antipathy	anger	0.406	ellenszenv
wop	anger	0.406	wop
badger	anger	0.406	borz
tremor	anger	0.406	remegés
inequality	anger	0.406	egyenlőtlenség
delusion	anger	0.406	csalódás
unthinkable	anger	0.406	elképzelhetetlen
onerous	anger	0.406	terhes
wrongdoing	anger	0.406	bűntett
nuisance	anger	0.406	kellemetlenség
scrapie	anger	0.406	surlókór
epidemic	anger	0.406	járvány
arguments	anger	0.404	érvek
affront	anger	0.403	sértés
traumatic	anger	0.402	traumás
sodding	anger	0.400	áztatás
libel	anger	0.400	rágalmazás
annoys	anger	0.400	idegesít
soslow	anger	0.398	olyan lassú
watchout	anger	0.398	vigyázz
frenetic	anger	0.397	őrületes
remiss	anger	0.397	hanyag
barge	anger	0.396	uszály
sue	anger	0.394	perel
keyed	anger	0.394	kulcsos
actionable	anger	0.394	perelhető
extinguish	anger	0.394	eloltani
fraud	anger	0.394	csalás
untoward	anger	0.394	kellemetlen
illegal	anger	0.394	illegális
nag	anger	0.394	gebe
boxing	anger	0.394	boksz
confiscate	anger	0.394	elkoboz
howl	anger	0.394	üvöltés
whatsthepoint	anger	0.394	mi az értelme
rabble	anger	0.394	csőcselék
unfriendly	anger	0.394	barátságtalan
disrespect	anger	0.394	tiszteletlenség
dangit	anger	0.394	dangit
brimstone	anger	0.392	kénkő
dissolution	anger	0.391	pusztulás
rigged	anger	0.391	rigált
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	földrengés
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	vakmerőség
disagree	anger	0.389	nem ért egyet
lawsuit	anger	0.386	per
disused	anger	0.382	használaton kívüli
despair	anger	0.382	kétségbeesés
immorality	anger	0.382	erkölcstelenség
coerce	anger	0.379	kényszeríteni
firstworldprobs	anger	0.379	elsővilági problémák
touchy	anger	0.379	érzékeny
pokes	anger	0.379	piszkálja
falsification	anger	0.379	hamisítás
rifle	anger	0.379	puska
sizzle	anger	0.379	sistereg
incurable	anger	0.379	gyógyíthatatlan
difficulty	anger	0.379	nehézség
sore	anger	0.379	fájó
picket	anger	0.378	karó
concussion	anger	0.377	agyrázkódás
stuckup	anger	0.375	beképzelt
militia	anger	0.375	milícia
rawr	anger	0.375	rawr
faulty	anger	0.375	hibás
sly	anger	0.375	ravasz
disillusionment	anger	0.375	kiábrándulás
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	csapda
infantile	anger	0.375	gyerekes
pessimism	anger	0.375	pesszimizmus
remand	anger	0.375	vizsgálati fogságban tartás
cannon	anger	0.375	ágyú
vindicate	anger	0.371	igazolni
inhibit	anger	0.371	gátolják
distressing	anger	0.371	lesújtó
nepotism	anger	0.371	nepotizmus
schizophrenia	anger	0.369	skizofrénia
skewed	anger	0.368	ferde
disreputable	anger	0.368	rosszhírű
forbidding	anger	0.368	tiltó
conquest	anger	0.367	hódítás
bark	anger	0.365	ugat
leukemia	anger	0.365	leukémia
disapprove	anger	0.364	helyteleníteni
warrior	anger	0.364	harcos
barks	anger	0.364	ugat
retarded	anger	0.364	retardált
unhappy	anger	0.364	boldogtalan
burke	anger	0.364	burke
challenge	anger	0.364	kihívás
belt	anger	0.364	öv
litigate	anger	0.359	perel
paucity	anger	0.359	szűkösség
opinionated	anger	0.359	nagyképű
disliked	anger	0.359	nem tetszett
aftermath	anger	0.359	utóhatása
restriction	anger	0.359	korlátozás
cad	anger	0.359	cad
incompetence	anger	0.359	hozzá nem értés
loudness	anger	0.359	hangosság
broken	anger	0.359	törött
polemic	anger	0.359	polemikus
sectarian	anger	0.359	szektariánus
controversial	anger	0.359	vitatott
interrupting	anger	0.358	megszakítva
fussy	anger	0.357	fontoskodó
wench	anger	0.353	némber
remove	anger	0.351	távolítsa el
brat	anger	0.351	vásott kölyök
gruff	anger	0.351	mogorva
misbehavior	anger	0.351	neveletlenség
scarcity	anger	0.350	hiány
losing	anger	0.349	vesztes
stigma	anger	0.348	megbélyegzés
deserted	anger	0.348	elhagyatott
timewasters	anger	0.348	időhúzók
disagreement	anger	0.348	nézeteltérés
defect	anger	0.348	disszidál
hardened	anger	0.348	edzett
lie	anger	0.348	hazugság
ulcer	anger	0.348	fekély
retract	anger	0.348	visszahúzni
untrustworthy	anger	0.348	megbízhatatlan
pest	anger	0.348	kártevő
disappointed	anger	0.348	csalódott
bias	anger	0.345	Elfogultság
negation	anger	0.344	tagadás
bothering	anger	0.344	zavaró
stripped	anger	0.344	lecsupaszítva
antisocial	anger	0.344	társadalomellenes
pirate	anger	0.344	kalóz
stingy	anger	0.344	fukar
shoddy	anger	0.344	selejtes
unreliable	anger	0.344	megbízhatatlan
shaky	anger	0.344	ingatag
misleading	anger	0.344	félrevezető
unsettled	anger	0.344	rendezetlen
evade	anger	0.344	elkerülni
anxiety	anger	0.344	szorongás
disclaim	anger	0.344	lemondani
deterioration	anger	0.344	romlása
impotence	anger	0.344	impotencia
interminable	anger	0.343	végtelen
disease	anger	0.341	betegség
meddle	anger	0.341	babrál
warp	anger	0.340	vetemedik
averse	anger	0.338	idegenkedõ
infamous	anger	0.338	hírhedt
alcoholism	anger	0.338	alkoholizmus
row	anger	0.337	sor
staticky	anger	0.336	statikus
illegitimate	anger	0.333	törvénytelen
encumbrance	anger	0.333	terhelés
witchcraft	anger	0.333	boszorkányság
interrupt	anger	0.333	megszakítani
scorpion	anger	0.333	skorpió
ill	anger	0.333	beteg
sinner	anger	0.331	bűnös
inconsiderate	anger	0.329	tapintatlan
hulk	anger	0.329	Hulk
prohibited	anger	0.328	tiltott
dashed	anger	0.328	szaggatott
brrr	anger	0.328	brrr
fib	anger	0.328	füllent
disqualified	anger	0.328	diszkvalifikált
spammers	anger	0.328	spammerek
phony	anger	0.328	hamis
tighten	anger	0.328	meghúzni
dislocated	anger	0.328	kimozdult
scapegoat	anger	0.328	bűnbak
victim	anger	0.328	áldozat
opponent	anger	0.328	ellenfél
hiss	anger	0.328	sziszegés
crusade	anger	0.328	keresztes hadjárat
grumpy	anger	0.328	zsémbes
resisting	anger	0.328	ellenállni
inappropriate	anger	0.324	alkalmatlan
haye	anger	0.324	széna
loss	anger	0.324	veszteség
trickery	anger	0.324	trükk
eschew	anger	0.324	kikerül
neglected	anger	0.324	elhanyagolt
canker	anger	0.323	féreg
muff	anger	0.318	muff
crunch	anger	0.318	ropogtat
duplicity	anger	0.318	kétszínűség
criticism	anger	0.318	kritika
queues	anger	0.318	sorok
shriek	anger	0.316	sikoly
depreciate	anger	0.315	becsmérel
dismissal	anger	0.312	elbocsátás
chaff	anger	0.312	pelyva
dramaqueen	anger	0.312	dráma királynő
poverty	anger	0.312	szegénység
carelessness	anger	0.312	figyelmetlenség
deflate	anger	0.312	kienged
dumps	anger	0.312	guba
dupe	anger	0.312	balek
mortality	anger	0.312	halálozás
revving	anger	0.309	pörgés
disallowed	anger	0.308	nem engedélyezett
boisterous	anger	0.307	féktelen
thoughtless	anger	0.307	meggondolatlan
burial	anger	0.304	temetés
wince	anger	0.303	összerezzen
theocratic	anger	0.303	teokratikus
sullen	anger	0.303	mogorva
involution	anger	0.300	komplikáltság
misuse	anger	0.297	visszaélés
taxed	anger	0.297	adózott
senseless	anger	0.297	öntudatlan
talons	anger	0.297	karmok
stalemate	anger	0.297	patt
getyourown	anger	0.297	szerezz sajátot
hoax	anger	0.297	félrevezetés
depreciated	anger	0.297	amortizálódott
depressed	anger	0.297	nyomott
wasteful	anger	0.297	pazarló
paralysis	anger	0.295	bénulás
displaced	anger	0.294	kiszorított
limited	anger	0.292	korlátozott
disapointment	anger	0.290	csalódás
orc	anger	0.289	ork
ridiculous	anger	0.289	nevetséges
homeless	anger	0.288	hajléktalan
spine	anger	0.288	gerinc
teasing	anger	0.288	ugratás
presumptuous	anger	0.288	merész
react	anger	0.288	reagál
sharpen	anger	0.288	élesíteni
barrier	anger	0.287	akadály
hoot	anger	0.287	huhogás
twitchy	anger	0.287	rángatózó
myopia	anger	0.283	rövidlátás
flexin	anger	0.281	flexin
lagging	anger	0.281	lemaradva
contraband	anger	0.281	csempészet
incompatible	anger	0.281	összeegyeztethetetlen
shiver	anger	0.281	reszket
spam	anger	0.281	levélszemét
agh	anger	0.281	agh
disconnects	anger	0.281	lekapcsol
delinquent	anger	0.281	vétkes
restitution	anger	0.281	kárpótlás
foray	anger	0.279	fosztogat
troll	anger	0.279	manó
unfairness	anger	0.279	igazságtalanság
buffering	anger	0.279	pufferelés
noncompliance	anger	0.279	meg nem felelés
nether	anger	0.278	alsó
bogus	anger	0.273	hamis
immaturity	anger	0.273	éretlenség
uncaring	anger	0.273	nemtörődöm
bugaboo	anger	0.273	mumus
feisty	anger	0.269	fergeteges
shock	anger	0.269	sokk
humbug	anger	0.266	csaló
notamorningperson	anger	0.266	nem reggelszemély
feminism	anger	0.266	feminizmus
inoperative	anger	0.266	hatástalan
bear	anger	0.266	medve
inconvenient	anger	0.266	kényelmetlen
latent	anger	0.266	rejtett
defendant	anger	0.266	alperes
nopoint	anger	0.266	nincs értelme
rapping	anger	0.266	kopogás
pry	anger	0.266	kíváncsiskodik
quandary	anger	0.266	dilemma
interrupts	anger	0.265	megszakítja
fluctuation	anger	0.265	ingadozás
exaggerate	anger	0.263	túloz
lose	anger	0.261	elveszít
patter	anger	0.258	kopog
furnace	anger	0.258	kemence
stone	anger	0.258	kő
tease	anger	0.258	kötekedik
shoplifting	anger	0.258	lopás
soldier	anger	0.258	katona
incompetent	anger	0.257	alkalmatlan
indoctrination	anger	0.255	kiképzés
rocket	anger	0.250	rakéta
skid	anger	0.250	csúszás
noisy	anger	0.250	zajos
notoriety	anger	0.250	hírhedtség
cane	anger	0.250	nád
unfollow	anger	0.250	ne kövessen
tripping	anger	0.250	botlás
attentionseeker	anger	0.250	Figyelem felkeltő
mastery	anger	0.250	uralom
socialist	anger	0.250	szocialista
falsehood	anger	0.250	hazugság
complicate	anger	0.250	bonyolítja
lawyer	anger	0.250	jogász
untrue	anger	0.250	hamis
nonsense	anger	0.250	ostobaság
pouting	anger	0.250	duzzogva
witch	anger	0.242	boszorkány
detract	anger	0.242	rontja
obstacle	anger	0.242	akadály
halter	anger	0.242	kötőfék
fenced	anger	0.242	bekerített
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	nem érted
vampire	anger	0.242	vámpír
ringer	anger	0.242	csengő
frowning	anger	0.239	a homlokát ráncolva
saber	anger	0.238	szablya
hunger	anger	0.235	éhség
shell	anger	0.234	héj
wokemeup	anger	0.234	felébresztett
recession	anger	0.234	recesszió
failing	anger	0.234	hiányában
dabbling	anger	0.234	döcögős
politics	anger	0.234	politika
lava	anger	0.234	láva
rascal	anger	0.234	gazember
imtryingtosleep	anger	0.234	próbálok aludni
tariff	anger	0.234	tarifa
undesirable	anger	0.231	nem kívánatos
darkness	anger	0.227	sötétség
versus	anger	0.227	ellen
copycat	anger	0.227	másoló
resign	anger	0.227	lemond
soaked	anger	0.226	ázott
unfulfilled	anger	0.225	beteljesítetlen
abandoned	anger	0.222	elhagyatott
unattainable	anger	0.221	elérhetetlen
owing	anger	0.221	fizetendő
bankruptcy	anger	0.221	csőd
misconception	anger	0.219	tévhit
tool	anger	0.219	eszköz
warden	anger	0.219	gondnok
compress	anger	0.219	borogatás
mosquito	anger	0.219	szúnyog
whiny	anger	0.219	nyafogós
somethingigetalot	anger	0.219	valami igetalot
confusion	anger	0.219	zavar
unhelpful	anger	0.219	nem segítőkész
twitching	anger	0.219	rángatózás
nosey	anger	0.213	kíváncsiskodó
overpriced	anger	0.212	túlárazott
adder	anger	0.212	vipera
harry	anger	0.212	Harry
shortage	anger	0.212	hiány
melodrama	anger	0.212	melodráma
possession	anger	0.206	birtoklása
desert	anger	0.206	sivatag
overplayed	anger	0.206	túljátszott
unpaid	anger	0.203	Kifizetetlen
powerless	anger	0.203	tehetetlen
sentence	anger	0.203	mondat
inefficient	anger	0.203	nem hatékony
arraignment	anger	0.203	vádirat
pout	anger	0.203	ajakbiggyesztés
unlucky	anger	0.203	szerencsétlen
rook	anger	0.203	bástya
backbone	anger	0.203	hátgerinc
uninvited	anger	0.203	hívatlan
court	anger	0.199	bíróság
endless	anger	0.198	végtelen
adverts	anger	0.197	hirdetéseket
distracted	anger	0.197	zaklatott
delay	anger	0.197	késleltetés
misstatement	anger	0.197	téves állítás
misunderstanding	anger	0.195	félreértés
inadmissible	anger	0.191	elfogadhatatlan
excite	anger	0.191	izgat
lightning	anger	0.189	villám
preclude	anger	0.188	kizárják
mournful	anger	0.188	gyászos
insecure	anger	0.188	bizonytalan
incase	anger	0.188	Amennyiben
mutter	anger	0.182	motyog
pare	anger	0.182	pare
rating	anger	0.182	értékelés
claimant	anger	0.182	felperes
insist	anger	0.182	ragaszkodik valamihez
mistress	anger	0.182	úrnő
distracting	anger	0.182	zavaró
opium	anger	0.180	ópium
deserve	anger	0.176	megérdemlik
willful	anger	0.176	szándékos
treat	anger	0.175	csemege
insists	anger	0.175	ragaszkodik hozzá
excitation	anger	0.172	gerjesztés
mighty	anger	0.172	hatalmas
liberate	anger	0.172	felszabadítani
indecisive	anger	0.172	határozatlan
hormonal	anger	0.172	hormonális
peice	anger	0.172	peice
gibberish	anger	0.172	halandzsa
misplace	anger	0.172	elhány
fee	anger	0.172	díj
thanksalot	anger	0.172	nagyon köszönöm
fleece	anger	0.172	gyapjú
yelp	anger	0.168	nyüszít
mule	anger	0.167	öszvér
unequal	anger	0.167	egyenlőtlen
hamstring	anger	0.167	megbénít
bargaining	anger	0.167	alkudozás
insufficiency	anger	0.167	elégtelenség
insignificant	anger	0.167	jelentéktelen
attentionseekers	anger	0.163	figyelmesek
coop	anger	0.156	coop
rheumatism	anger	0.156	reuma
forearm	anger	0.156	alkar
indifference	anger	0.156	közöny
underpaid	anger	0.152	rosszul fizetett
involvement	anger	0.152	bevonása
justthebeginning	anger	0.152	csak a kezdet
disinformation	anger	0.152	dezinformáció
uncertain	anger	0.152	bizonytalan
bee	anger	0.152	méh
attorney	anger	0.152	ügyvéd
pretending	anger	0.152	színlelve
campaigning	anger	0.151	kampányol
hopelessness	anger	0.149	reménytelenség
feeling	anger	0.147	érzés
legalized	anger	0.145	legalizálták
caution	anger	0.145	Vigyázat
sterling	anger	0.141	font
morals	anger	0.141	erkölcsök
subsidy	anger	0.141	szubvenció
obliging	anger	0.141	kötelezve
wimpy	anger	0.140	nyurga
bummer	anger	0.139	dőzsölés
saloon	anger	0.136	szalon
blemish	anger	0.136	hiba
misspell	anger	0.136	rosszul betűz
repay	anger	0.136	visszafizetni
surcharge	anger	0.136	pótdíj
geez	anger	0.136	istenem
birch	anger	0.135	nyír-
noob	anger	0.133	zöldfülű
honk	anger	0.133	dudál
orchestra	anger	0.132	zenekar
wireless	anger	0.125	vezeték nélküli
