English Word	Emotion	Emotion-Intensity-Score	Hindi Word
cutting	anger	0.485	काट रहा है
anathema	anger	0.485	अभिशाप
annoyed	anger	0.485	नाराज हो
dissident	anger	0.485	मतभेद करनेवाला
demand	anger	0.485	मांग
usurp	anger	0.485	हड़पना
claw	anger	0.485	पंजा
alienate	anger	0.485	विमुख
infraction	anger	0.485	अतिक्रमण
avenger	anger	0.485	बदला लेनेवाला
revoke	anger	0.485	रद्द करना
smuggler	anger	0.485	तस्कर
abolish	anger	0.485	समाप्त करना
fricking	anger	0.485	फ्रिकिंग
stayaway	anger	0.485	दूर रहो
pervert	anger	0.485	विकृत
disservice	anger	0.485	अपकार
disobedient	anger	0.485	हठी
incest	anger	0.485	कौटुम्बिक व्यभिचार
complaint	anger	0.485	शिकायत
disapproved	anger	0.485	अस्वीकृत कर
inhuman	anger	0.485	अमानवीय
mocking	anger	0.484	मजाक
penalty	anger	0.484	दंड
renounce	anger	0.484	त्याग
restrain	anger	0.484	नियंत्रित करना
upheaval	anger	0.484	उथल-पुथल
deceit	anger	0.484	छल
obnoxious	anger	0.484	अप्रिय
imprisoned	anger	0.484	बन्दी
strained	anger	0.484	तनावपूर्ण
blame	anger	0.484	आरोप
oust	anger	0.484	बाहर निकालना
litigious	anger	0.484	विवादी
rivalry	anger	0.484	विरोध
sucker	anger	0.484	चूसने वाला
opposed	anger	0.484	विरोध
thresh	anger	0.484	ताड़ना
disgrace	anger	0.484	अपमान
suspicious	anger	0.484	संदेहजनक
turbulence	anger	0.483	अशांति
pound	anger	0.481	पाउंड
coldness	anger	0.477	शीतलता
ungrateful	anger	0.472	एहसान फरामोश
stoopid	anger	0.471	मूर्ख
battalion	anger	0.471	बटालियन
feudalism	anger	0.470	सामंतवाद
hostage	anger	0.470	बंधक
annoying	anger	0.470	चिढ़ पैदा करने वाला
dispossessed	anger	0.470	बेदख़ल
subversion	anger	0.470	विनाश
friction	anger	0.470	टकराव
jealous	anger	0.470	ईर्ष्यालु
adversity	anger	0.470	आपदा
infidel	anger	0.470	बेवफ़ा
gall	anger	0.470	पित्त
accuser	anger	0.470	अभियोक्ता
ram	anger	0.470	टक्कर मारना
armament	anger	0.470	अस्त्र - शस्त्र
thump	anger	0.469	प्रहार
dislike	anger	0.469	नापसन्द
steal	anger	0.469	चुराना
backoff	anger	0.469	पीछे हटना
stifled	anger	0.469	दबाया
incite	anger	0.469	उत्तेजित
distress	anger	0.469	संकट
angermanagement	anger	0.469	क्रोध प्रबंधन
selfish	anger	0.469	स्वार्थी
injury	anger	0.469	चोट
exile	anger	0.469	निर्वासन
insanity	anger	0.469	पागलपन
offense	anger	0.469	अपराध
objection	anger	0.469	आपत्ति
smother	anger	0.469	दया की भरमार
disruption	anger	0.469	विघटन
intolerance	anger	0.469	असहिष्णुता
disobey	anger	0.469	अवज्ञा
selfishness	anger	0.469	स्वार्थपरता
recidivism	anger	0.469	जुर्म
subversive	anger	0.469	विनाशक
huff	anger	0.469	आवेश
plunder	anger	0.469	लूट
opposition	anger	0.469	विरोध
complain	anger	0.469	शिकायत करना
perpetrator	anger	0.469	अपराधी
simmer	anger	0.469	धीरे-धीरे पकना
areyoukidding	anger	0.468	क्या तुम मजाक कर रहे हो
mug	anger	0.467	लूट के लिए हमला करना
agony	anger	0.465	पीड़ा
arrogant	anger	0.461	घमंडी
sux	anger	0.456	सुक्स
vent	anger	0.456	बाहर निकलने देना
elimination	anger	0.456	निकाल देना
picketing	anger	0.456	धरना
haughty	anger	0.456	घमंडी
grated	anger	0.455	कसा हुआ
flagrant	anger	0.455	खुला
busted	anger	0.455	भंडाफोड़
crabby	anger	0.455	चिड़चिड़ा
dying	anger	0.455	मरना
idiocy	anger	0.455	मूर्खता
impermeable	anger	0.455	अभेद्य
stubbed	anger	0.455	टोंटदार
illegality	anger	0.455	अवैधता
veto	anger	0.455	वीटो
constraint	anger	0.455	बाधा
mislead	anger	0.455	गुमराह
illicit	anger	0.455	अवैध
troublesome	anger	0.455	परेशानी
clamor	anger	0.455	कोलाहल
bayonet	anger	0.453	संगीन
suppress	anger	0.453	दबाने
intense	anger	0.453	गहन
displeased	anger	0.453	अप्रसन्न
disapproving	anger	0.453	अनुमोदन
hysterical	anger	0.453	उन्माद
struggle	anger	0.453	लड़ाई
godless	anger	0.453	नास्तिक
desist	anger	0.453	विरत
usurped	anger	0.453	वारिस
despotism	anger	0.453	तानाशाही
disagreeing	anger	0.453	असहमति
bad	anger	0.453	बुरा
unlawful	anger	0.451	ग़ैरक़ानूनी
wrongly	anger	0.448	गलत तरीके से
repellent	anger	0.442	विकर्षक
dishonor	anger	0.441	अपमान
psychosis	anger	0.441	मनोविकृति
wasted	anger	0.441	बर्बाद
wrongful	anger	0.441	गलत तरीके से
foe	anger	0.441	शत्रु
aversion	anger	0.440	घृणा
gahhh	anger	0.439	गह्ह्ह
knuckles	anger	0.439	पोर
ultimatum	anger	0.439	अंतिम चेतावनी
schism	anger	0.439	फूट
upset	anger	0.439	परेशान
effigy	anger	0.439	पुतला
punitive	anger	0.439	दंडात्मक
worthless	anger	0.438	बेकार
separatist	anger	0.438	संप्रदायवादी
ransom	anger	0.438	फिरौती
deny	anger	0.438	अस्वीकार करना
fugitive	anger	0.438	भगोड़ा
mucked	anger	0.438	गड़बड़
abandonment	anger	0.438	संन्यास
irritation	anger	0.438	चिढ़
deleterious	anger	0.438	हानिकारक
stupidity	anger	0.438	मूर्खता
segregate	anger	0.437	अलग
oblivion	anger	0.437	विस्मरण
payback	anger	0.436	कर्ज उतारने
incongruous	anger	0.435	बेमेल
eviction	anger	0.435	निष्कासन
collusion	anger	0.432	आपसी साँठ - गाँठ
rob	anger	0.431	लूटना
ravenous	anger	0.429	हिंसक
overrun	anger	0.429	उग आया
infidelity	anger	0.429	बेवफ़ाई
harbinger	anger	0.426	अग्र-दूत
painful	anger	0.426	दर्दनाक
getoverit	anger	0.426	इससे छुटकारा मिले
martial	anger	0.426	सामरिक
rejection	anger	0.426	अस्वीकार
incredulous	anger	0.426	विश्वास न होना
stupidrain	anger	0.426	बेवकूफ बारिश
defense	anger	0.425	रक्षा
enforce	anger	0.424	लागू करना
commotion	anger	0.424	हल्ला गुल्ला
censor	anger	0.424	सेंसर
gonorrhea	anger	0.424	सूजाक
fraudulent	anger	0.424	धोखाधड़ी
unsympathetic	anger	0.424	कुरूप
fallacious	anger	0.424	ग़लत
greed	anger	0.424	लालच
defraud	anger	0.424	छल
banger	anger	0.424	बैंगर
concealment	anger	0.424	आड़
fuss	anger	0.424	गड़बड़
exasperation	anger	0.424	खीज
disobedience	anger	0.424	आज्ञा का उल्लंघन
powerful	anger	0.424	ताकतवर
discontent	anger	0.424	असंतोष
indecency	anger	0.424	अभद्रता
sedition	anger	0.422	बलवा
deportation	anger	0.422	निर्वासन
cracked	anger	0.422	फटा
bang	anger	0.422	टकराना
barb	anger	0.422	कंटिया
duel	anger	0.422	द्वंद्वयुद्ध
sarcasm	anger	0.422	कटाक्ष
cur	anger	0.422	कुर
misrepresented	anger	0.422	गलत तरीके से
annoyance	anger	0.422	चिढ़
scar	anger	0.422	निशान
nettle	anger	0.422	बिच्छू बूटी
banishment	anger	0.422	निर्वासन
snubbed	anger	0.422	लटकाया
penitentiary	anger	0.422	जेल
penetration	anger	0.422	प्रवेश
blatant	anger	0.420	ज़बरदस्त
force	anger	0.418	ताकत
perverse	anger	0.415	विकृत
wring	anger	0.415	मरोड़
bastion	anger	0.413	बुर्ज
grim	anger	0.413	विकट
moody	anger	0.412	तुनकमिज़ाज
tiff	anger	0.412	मनमुटाव
nothappy	anger	0.412	खुश नहीं
surly	anger	0.412	असभ्य
sordid	anger	0.412	घिनौना
hunting	anger	0.411	शिकार करना
indenture	anger	0.410	ठीका
forfeit	anger	0.409	ने खो दिया
areyoukiddingme	anger	0.409	क्या आप मेरे साथ मजाक कर रहे हैं
reproach	anger	0.409	तिरस्कार
sham	anger	0.409	दिखावा
awful	anger	0.409	भयंकर
compulsion	anger	0.409	बाध्यता
implicate	anger	0.409	फंसाना
contradict	anger	0.409	खंडन
inept	anger	0.409	अयोग्य
supremacy	anger	0.409	प्रभुत्व
sneak	anger	0.409	उचक्का
disappoint	anger	0.409	निराश
blockade	anger	0.409	नाकाबंदी
detainee	anger	0.409	रोकनेवाला
cantwin	anger	0.409	कैंटविन
squelch	anger	0.409	झंखाड़
lying	anger	0.408	लेटा हुआ
rail	anger	0.406	रेल
forsaken	anger	0.406	छोड़
cacophony	anger	0.406	कोलाहल
antipathy	anger	0.406	घृणा
wop	anger	0.406	वोप
badger	anger	0.406	बिज्जू
tremor	anger	0.406	भूकंप के झटके
inequality	anger	0.406	असमानता
delusion	anger	0.406	माया
unthinkable	anger	0.406	असंभव
onerous	anger	0.406	कष्टदायक
wrongdoing	anger	0.406	अधर्म
nuisance	anger	0.406	बाधा
scrapie	anger	0.406	स्क्रैपी
epidemic	anger	0.406	महामारी
arguments	anger	0.404	बहस
affront	anger	0.403	अपमान
traumatic	anger	0.402	घाव
sodding	anger	0.400	सोडिंग
libel	anger	0.400	परिवाद
annoys	anger	0.400	गुस्सा दिलाती
soslow	anger	0.398	बहुत धीरे
watchout	anger	0.398	ध्यान रहे
frenetic	anger	0.397	उन्मत्त
remiss	anger	0.397	बेपरवाह
barge	anger	0.396	बजरा
sue	anger	0.394	मुक़दमा चलाना
keyed	anger	0.394	बंद
actionable	anger	0.394	कदम उठाने योग्य
extinguish	anger	0.394	बुझाने
fraud	anger	0.394	धोखा
untoward	anger	0.394	अभागा
illegal	anger	0.394	गैरकानूनी
nag	anger	0.394	गुनगुन
boxing	anger	0.394	मुक्केबाज़ी
confiscate	anger	0.394	ज़ब्त करना
howl	anger	0.394	चीख़
whatsthepoint	anger	0.394	क्या बात है
rabble	anger	0.394	भीड़
unfriendly	anger	0.394	अमित्र
disrespect	anger	0.394	अनादर
dangit	anger	0.394	इसे अपशब्द कहें
brimstone	anger	0.392	गंधक
dissolution	anger	0.391	विघटन
rigged	anger	0.391	धांधली
grrrrr	anger	0.391	ग्र्र्र्र
earthquake	anger	0.391	भूकंप
argh	anger	0.391	अरे
pique	anger	0.391	मनमुटाव
recklessness	anger	0.391	लापरवाही
disagree	anger	0.389	असहमत
lawsuit	anger	0.386	मुकदमा
disused	anger	0.382	अनुपयोगी
despair	anger	0.382	निराशा
immorality	anger	0.382	अनैतिकता
coerce	anger	0.379	मजबूर करना
firstworldprobs	anger	0.379	फर्स्टवर्ल्डप्रोब्स
touchy	anger	0.379	चिड़चिड़ा
pokes	anger	0.379	प्रहार
falsification	anger	0.379	असत्यकरण
rifle	anger	0.379	राइफल
sizzle	anger	0.379	कड़ाके की धूप
incurable	anger	0.379	असाध्य
difficulty	anger	0.379	कठिनाई
sore	anger	0.379	घाव
picket	anger	0.378	पहरे पर तैनात करना
