English Word	Emotion	Emotion-Intensity-Score	Dutch Word
recidivism	anger	0.469	recidive
subversive	anger	0.469	subversief
huff	anger	0.469	huff
plunder	anger	0.469	plunderen
opposition	anger	0.469	oppositie
complain	anger	0.469	klagen
perpetrator	anger	0.469	dader
simmer	anger	0.469	sudderen
areyoukidding	anger	0.468	Maak je een grapje
mug	anger	0.467	mok
agony	anger	0.465	nood
arrogant	anger	0.461	arrogant
sux	anger	0.456	sux
vent	anger	0.456	ventileren
elimination	anger	0.456	eliminatie
picketing	anger	0.456	piketten
haughty	anger	0.456	hooghartig
grated	anger	0.455	geraspt
flagrant	anger	0.455	flagrante
busted	anger	0.455	betrapt
crabby	anger	0.455	slechtgehumeurd
dying	anger	0.455	stervende
idiocy	anger	0.455	idiotie
impermeable	anger	0.455	ondoordringbaar
stubbed	anger	0.455	gestoten
illegality	anger	0.455	onwettigheid
veto	anger	0.455	veto
constraint	anger	0.455	beperking
mislead	anger	0.455	misleiden
illicit	anger	0.455	onwettig
troublesome	anger	0.455	lastig
clamor	anger	0.455	geschreeuw
bayonet	anger	0.453	bajonet
suppress	anger	0.453	onderdrukken
intense	anger	0.453	intens
displeased	anger	0.453	niet tevreden
disapproving	anger	0.453	afkeurend
hysterical	anger	0.453	hysterisch
struggle	anger	0.453	strijd
godless	anger	0.453	goddeloos
desist	anger	0.453	ophouden
usurped	anger	0.453	toegeëigend
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	oneens zijn
bad	anger	0.453	slechte
unlawful	anger	0.451	onwettig
wrongly	anger	0.448	ten onrechte
repellent	anger	0.442	afstotend
dishonor	anger	0.441	onteren
psychosis	anger	0.441	psychose
wasted	anger	0.441	stomdronken
wrongful	anger	0.441	onrechtmatig
foe	anger	0.441	vijand
aversion	anger	0.440	afkeer
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knokkels
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schisma
upset	anger	0.439	van streek
effigy	anger	0.439	beeltenis
punitive	anger	0.439	bestraffend
worthless	anger	0.438	waardeloos
separatist	anger	0.438	separatist
ransom	anger	0.438	losgeld
deny	anger	0.438	ontkennen
fugitive	anger	0.438	voortvluchtig
mucked	anger	0.438	uitgemest
abandonment	anger	0.438	in de steek laten
irritation	anger	0.438	irritatie
deleterious	anger	0.438	schadelijk
stupidity	anger	0.438	domheid
segregate	anger	0.437	scheiden
oblivion	anger	0.437	vergeetachtigheid
payback	anger	0.436	terugverdientijd
incongruous	anger	0.435	ongerijmd
eviction	anger	0.435	ontzetting
collusion	anger	0.432	samenzwering
rob	anger	0.431	beroven
ravenous	anger	0.429	hongerig
overrun	anger	0.429	overschrijding
infidelity	anger	0.429	ontrouw
harbinger	anger	0.426	voorbode
painful	anger	0.426	pijnlijk
getoverit	anger	0.426	getoverit
martial	anger	0.426	krijgshaftig
rejection	anger	0.426	afwijzing
incredulous	anger	0.426	ongelovig
stupidrain	anger	0.426	stomme regen
defense	anger	0.425	verdediging
enforce	anger	0.424	afdwingen
commotion	anger	0.424	commotie
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorroe
fraudulent	anger	0.424	frauduleus
unsympathetic	anger	0.424	onsympathiek
fallacious	anger	0.424	bedrieglijk
greed	anger	0.424	hebzucht
defraud	anger	0.424	bedriegen
banger	anger	0.424	banger
concealment	anger	0.424	verhulling
fuss	anger	0.424	drukte
exasperation	anger	0.424	ergernis
disobedience	anger	0.424	ongehoorzaamheid
powerful	anger	0.424	krachtig
discontent	anger	0.424	ontevredenheid
indecency	anger	0.424	onfatsoenlijkheid
sedition	anger	0.422	opruiing
deportation	anger	0.422	deportatie
cracked	anger	0.422	gebarsten
bang	anger	0.422	knal
barb	anger	0.422	weerhaak
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasme
cur	anger	0.422	cur
misrepresented	anger	0.422	verkeerd voorgesteld
annoyance	anger	0.422	ergernis
scar	anger	0.422	litteken
nettle	anger	0.422	brandnetel
banishment	anger	0.422	verbanning
snubbed	anger	0.422	afgesnauwd
penitentiary	anger	0.422	penitentiaire inrichting
penetration	anger	0.422	penetratie
blatant	anger	0.420	schaamteloos
force	anger	0.418	kracht
perverse	anger	0.415	pervers
wring	anger	0.415	wringen
bastion	anger	0.413	bastion
grim	anger	0.413	grimmig
moody	anger	0.412	humeurig
tiff	anger	0.412	tiff
nothappy	anger	0.412	niet blij
surly	anger	0.412	nors
sordid	anger	0.412	smerig
hunting	anger	0.411	jacht-
indenture	anger	0.410	contract
forfeit	anger	0.409	in beslag nemen
areyoukiddingme	anger	0.409	Maak je een grapje
reproach	anger	0.409	verwijt
sham	anger	0.409	schijnvertoning
awful	anger	0.409	vreselijk
compulsion	anger	0.409	dwang
implicate	anger	0.409	impliceren
contradict	anger	0.409	tegenspreken
inept	anger	0.409	klungelig
supremacy	anger	0.409	suprematie
sneak	anger	0.409	sluipen
disappoint	anger	0.409	teleurstellen
blockade	anger	0.409	blokkade
detainee	anger	0.409	gedetineerde
cantwin	anger	0.409	tweeling
squelch	anger	0.409	squelch
lying	anger	0.408	liegen
rail	anger	0.406	het spoor
forsaken	anger	0.406	in de steek gelaten
cacophony	anger	0.406	kakofonie
antipathy	anger	0.406	antipathie
wop	anger	0.406	woop
badger	anger	0.406	das
tremor	anger	0.406	tremor
inequality	anger	0.406	ongelijkheid
delusion	anger	0.406	waanidee
unthinkable	anger	0.406	ondenkbaar
onerous	anger	0.406	belastend
wrongdoing	anger	0.406	wangedrag
nuisance	anger	0.406	ergernis
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemie
arguments	anger	0.404	argumenten
affront	anger	0.403	belediging
traumatic	anger	0.402	traumatisch
sodding	anger	0.400	zoden
libel	anger	0.400	smaad
annoys	anger	0.400	ergert zich aan
soslow	anger	0.398	zo langzaam
watchout	anger	0.398	kijk uit
frenetic	anger	0.397	hectisch
remiss	anger	0.397	nalatig
barge	anger	0.396	binnenschip
sue	anger	0.394	aanklagen
keyed	anger	0.394	ingetoetst
actionable	anger	0.394	uitvoerbaar
extinguish	anger	0.394	blussen
fraud	anger	0.394	fraude
untoward	anger	0.394	ongewenst
illegal	anger	0.394	onwettig
nag	anger	0.394	zeuren
boxing	anger	0.394	boksen
confiscate	anger	0.394	confisqueren
howl	anger	0.394	gehuil
whatsthepoint	anger	0.394	wat is het punt
rabble	anger	0.394	gepeupel
unfriendly	anger	0.394	onvriendelijk
disrespect	anger	0.394	gebrek aan respect
dangit	anger	0.394	verdorie
brimstone	anger	0.392	zwavel
dissolution	anger	0.391	ontbinding
rigged	anger	0.391	gemanipuleerd
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	aardbeving
argh	anger	0.391	argh
pique	anger	0.391	piqué
recklessness	anger	0.391	roekeloosheid
disagree	anger	0.389	het oneens zijn
lawsuit	anger	0.386	rechtszaak
disused	anger	0.382	niet meer gebruikt
despair	anger	0.382	wanhoop
immorality	anger	0.382	immoraliteit
coerce	anger	0.379	dwingen
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	gevoelig
pokes	anger	0.379	porren
falsification	anger	0.379	vervalsing
rifle	anger	0.379	geweer-
sizzle	anger	0.379	sissen
incurable	anger	0.379	ongeneeslijke
difficulty	anger	0.379	moeilijkheid
sore	anger	0.379	ontstoken
picket	anger	0.378	piket
concussion	anger	0.377	hersenschudding
stuckup	anger	0.375	vastgelopen
militia	anger	0.375	militie
rawr	anger	0.375	rauwer
faulty	anger	0.375	defect
sly	anger	0.375	sluw
disillusionment	anger	0.375	ontgoocheling
petpeeve	anger	0.375	ergernis
pitfall	anger	0.375	valkuil
infantile	anger	0.375	infantiel
pessimism	anger	0.375	pessimisme
remand	anger	0.375	voorarrest
cannon	anger	0.375	kanon
vindicate	anger	0.371	rechtvaardigen
inhibit	anger	0.371	verbieden
distressing	anger	0.371	verontrustend
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	schizofrenie
skewed	anger	0.368	scheef
disreputable	anger	0.368	berucht
forbidding	anger	0.368	verbiedend
conquest	anger	0.367	verovering
bark	anger	0.365	blaffen
leukemia	anger	0.365	leukemie
disapprove	anger	0.364	afkeuren
warrior	anger	0.364	strijder
barks	anger	0.364	blaft
retarded	anger	0.364	achterlijk
unhappy	anger	0.364	ongelukkig
burke	anger	0.364	burke
challenge	anger	0.364	uitdaging
belt	anger	0.364	riem
litigate	anger	0.359	procederen
paucity	anger	0.359	gebrek
opinionated	anger	0.359	eigenwijs
disliked	anger	0.359	niet leuk gevonden
aftermath	anger	0.359	nasleep
restriction	anger	0.359	beperking
cad	anger	0.359	cad
incompetence	anger	0.359	incompetentie
loudness	anger	0.359	luidheid
broken	anger	0.359	gebroken
polemic	anger	0.359	polemiek
sectarian	anger	0.359	sektarisch
controversial	anger	0.359	controverseel
interrupting	anger	0.358	onderbreken
fussy	anger	0.357	kieskeurig
wench	anger	0.353	deern
remove	anger	0.351	verwijderen
brat	anger	0.351	snotaap
gruff	anger	0.351	nors
misbehavior	anger	0.351	wangedrag
scarcity	anger	0.350	schaarste
losing	anger	0.349	verliezen
stigma	anger	0.348	stigma
deserted	anger	0.348	uitgestorven
timewasters	anger	0.348	tijdverspillers
disagreement	anger	0.348	onenigheid
defect	anger	0.348	defect
hardened	anger	0.348	gehard
lie	anger	0.348	leugen
ulcer	anger	0.348	zweer
retract	anger	0.348	intrekken
untrustworthy	anger	0.348	onbetrouwbaar
pest	anger	0.348	plaag
disappointed	anger	0.348	teleurgesteld
bias	anger	0.345	vooroordeel
negation	anger	0.344	negatie
bothering	anger	0.344	lastig vallen
stripped	anger	0.344	gestript
antisocial	anger	0.344	antisociaal
pirate	anger	0.344	piraat
stingy	anger	0.344	gierig
shoddy	anger	0.344	slordig
unreliable	anger	0.344	onbetrouwbaar
shaky	anger	0.344	wankel
misleading	anger	0.344	misleidend
unsettled	anger	0.344	onrustig
evade	anger	0.344	ontwijken
anxiety	anger	0.344	ongerustheid
disclaim	anger	0.344	afwijzen
deterioration	anger	0.344	verslechtering
impotence	anger	0.344	impotentie
interminable	anger	0.343	oneindig
disease	anger	0.341	ziekte
meddle	anger	0.341	bemoeien met
warp	anger	0.340	kromtrekken
averse	anger	0.338	afkerig
infamous	anger	0.338	berucht
alcoholism	anger	0.338	alcoholisme
row	anger	0.337	rij
staticky	anger	0.336	statisch
illegitimate	anger	0.333	onwettig
encumbrance	anger	0.333	bezwaring
witchcraft	anger	0.333	hekserij
interrupt	anger	0.333	onderbreken
scorpion	anger	0.333	schorpioen
ill	anger	0.333	ziek
sinner	anger	0.331	zondaar
inconsiderate	anger	0.329	onattent
hulk	anger	0.329	hulk
prohibited	anger	0.328	verboden
dashed	anger	0.328	gestreept
brrr	anger	0.328	brrr
fib	anger	0.328	jokken
disqualified	anger	0.328	gediskwalificeerd
spammers	anger	0.328	spammers
phony	anger	0.328	nep
tighten	anger	0.328	aanscherpen
dislocated	anger	0.328	uit de kom
scapegoat	anger	0.328	zondebok
victim	anger	0.328	slachtoffer
opponent	anger	0.328	tegenstander
hiss	anger	0.328	fluiten
crusade	anger	0.328	kruistocht
grumpy	anger	0.328	nors
resisting	anger	0.328	weerstand bieden
inappropriate	anger	0.324	ongepast
haye	anger	0.324	hoi
loss	anger	0.324	verlies
trickery	anger	0.324	bedrog
eschew	anger	0.324	mijden
neglected	anger	0.324	verwaarloosd
canker	anger	0.323	kanker
muff	anger	0.318	mof
crunch	anger	0.318	kraken
duplicity	anger	0.318	dubbelhartigheid
criticism	anger	0.318	kritiek
queues	anger	0.318	wachtrijen
shriek	anger	0.316	krijsen
depreciate	anger	0.315	afschrijven
dismissal	anger	0.312	ontslag
chaff	anger	0.312	kaf
dramaqueen	anger	0.312	drama koningin
poverty	anger	0.312	armoede
carelessness	anger	0.312	onzorgvuldigheid
deflate	anger	0.312	leeglopen
dumps	anger	0.312	stortplaatsen
dupe	anger	0.312	dupe
mortality	anger	0.312	sterfte
revving	anger	0.309	toeren
disallowed	anger	0.308	niet toegestaan
boisterous	anger	0.307	onstuimig
thoughtless	anger	0.307	gedachteloos
burial	anger	0.304	begrafenis
wince	anger	0.303	huiveren
theocratic	anger	0.303	theocratisch
sullen	anger	0.303	nors
involution	anger	0.300	involutie
misuse	anger	0.297	misbruik
taxed	anger	0.297	belast
senseless	anger	0.297	zinloos
talons	anger	0.297	klauwen
stalemate	anger	0.297	patstelling
getyourown	anger	0.297	haal je eigen
hoax	anger	0.297	hoax
depreciated	anger	0.297	afgeschreven
depressed	anger	0.297	depressief
wasteful	anger	0.297	verspillend
paralysis	anger	0.295	verlamming
displaced	anger	0.294	ontheemd
limited	anger	0.292	beperkt
disapointment	anger	0.290	teleurstelling
orc	anger	0.289	orc
ridiculous	anger	0.289	belachelijk
homeless	anger	0.288	dakloos
spine	anger	0.288	ruggengraat
teasing	anger	0.288	plagen
presumptuous	anger	0.288	aanmatigend
react	anger	0.288	Reageer
sharpen	anger	0.288	verscherpen
barrier	anger	0.287	barrière
hoot	anger	0.287	hoera
twitchy	anger	0.287	zenuwachtig
myopia	anger	0.283	bijziendheid
flexin	anger	0.281	flexin
lagging	anger	0.281	achterblijvend
contraband	anger	0.281	smokkelwaar
incompatible	anger	0.281	onverenigbaar
shiver	anger	0.281	rilling
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	verbreekt de verbinding
delinquent	anger	0.281	delinquent
restitution	anger	0.281	teruggave
foray	anger	0.279	uitstapje
troll	anger	0.279	trol
unfairness	anger	0.279	oneerlijkheid
buffering	anger	0.279	bufferen
noncompliance	anger	0.279	niet-naleving
nether	anger	0.278	onder
bogus	anger	0.273	nep
immaturity	anger	0.273	onvolwassenheid
uncaring	anger	0.273	onverschillig
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	hardnekkig
shock	anger	0.269	schok
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	geen ochtendmens
feminism	anger	0.266	feminisme
inoperative	anger	0.266	buiten werking
bear	anger	0.266	beer
inconvenient	anger	0.266	ongemakkelijk
latent	anger	0.266	latent
defendant	anger	0.266	verweerder
nopoint	anger	0.266	geen punt
rapping	anger	0.266	rappen
pry	anger	0.266	wrikken
quandary	anger	0.266	dilemma
interrupts	anger	0.265	onderbreekt
fluctuation	anger	0.265	fluctuatie
exaggerate	anger	0.263	overdrijven
lose	anger	0.261	verliezen
patter	anger	0.258	geklets
furnace	anger	0.258	oven
stone	anger	0.258	steen
tease	anger	0.258	plagen
shoplifting	anger	0.258	winkeldiefstal
soldier	anger	0.258	soldaat
incompetent	anger	0.257	incompetent
indoctrination	anger	0.255	indoctrinatie
rocket	anger	0.250	raket
skid	anger	0.250	slippen
noisy	anger	0.250	luidruchtig
notoriety	anger	0.250	bekendheid
cane	anger	0.250	riet
unfollow	anger	0.250	niet meer volgen
tripping	anger	0.250	struikelen
attentionseeker	anger	0.250	aandachtstrekker
mastery	anger	0.250	meesterschap
socialist	anger	0.250	socialistisch
falsehood	anger	0.250	leugen
complicate	anger	0.250	compliceren
lawyer	anger	0.250	advocaat
untrue	anger	0.250	onwaar
nonsense	anger	0.250	onzin
pouting	anger	0.250	pruilend
witch	anger	0.242	heks
detract	anger	0.242	afleiden
obstacle	anger	0.242	obstakel
halter	anger	0.242	halster
fenced	anger	0.242	omheind
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	niet begrijpen
vampire	anger	0.242	vampier
ringer	anger	0.242	beltoon
frowning	anger	0.239	fronsend
saber	anger	0.238	sabel
hunger	anger	0.235	honger
shell	anger	0.234	schelp
wokemeup	anger	0.234	maakte me wakker
recession	anger	0.234	recessie
failing	anger	0.234	falend
dabbling	anger	0.234	ploeteren
politics	anger	0.234	politiek
lava	anger	0.234	lava
rascal	anger	0.234	boefje
imtryingtosleep	anger	0.234	ik probeer te slapen
tariff	anger	0.234	tarief
undesirable	anger	0.231	ongewenst
darkness	anger	0.227	duisternis
versus	anger	0.227	versus
copycat	anger	0.227	copycat
resign	anger	0.227	ontslag nemen
soaked	anger	0.226	doorweekt
unfulfilled	anger	0.225	onvervuld
abandoned	anger	0.222	verlaten
unattainable	anger	0.221	onbereikbaar
owing	anger	0.221	verschuldigd
bankruptcy	anger	0.221	faillissement
misconception	anger	0.219	misvatting
tool	anger	0.219	hulpmiddel
warden	anger	0.219	bewaker
compress	anger	0.219	samenpersen
mosquito	anger	0.219	mug
whiny	anger	0.219	zeurderig
somethingigetalot	anger	0.219	iets-getallots
confusion	anger	0.219	verwardheid
unhelpful	anger	0.219	onbehulpzaam
twitching	anger	0.219	spiertrekkingen
nosey	anger	0.213	nieuwsgierig
overpriced	anger	0.212	te duur
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	tekort
melodrama	anger	0.212	melodrama
possession	anger	0.206	bezit
desert	anger	0.206	woestijn
overplayed	anger	0.206	overspeeld
unpaid	anger	0.203	onbetaald
powerless	anger	0.203	machteloos
sentence	anger	0.203	zin
inefficient	anger	0.203	inefficiënt
arraignment	anger	0.203	voorgeleiding
pout	anger	0.203	steenbolk
unlucky	anger	0.203	pech gehad
rook	anger	0.203	toren
backbone	anger	0.203	ruggengraat
uninvited	anger	0.203	onuitgenodigd
court	anger	0.199	rechtbank
endless	anger	0.198	eindeloos
adverts	anger	0.197	advertenties
distracted	anger	0.197	afgeleid
delay	anger	0.197	vertraging
misstatement	anger	0.197	onjuistheid
misunderstanding	anger	0.195	misverstand
inadmissible	anger	0.191	ontoelaatbaar
excite	anger	0.191	opwinden
lightning	anger	0.189	bliksem
preclude	anger	0.188	uitsluiten
mournful	anger	0.188	treurig
insecure	anger	0.188	onzeker
incase	anger	0.188	in geval dat
mutter	anger	0.182	mompelen
pare	anger	0.182	paren
rating	anger	0.182	beoordeling
claimant	anger	0.182	eiser
insist	anger	0.182	volharden
mistress	anger	0.182	meesteres
distracting	anger	0.182	afleidend
opium	anger	0.180	opium
deserve	anger	0.176	verdien
willful	anger	0.176	opzettelijk
treat	anger	0.175	traktatie
insists	anger	0.175	dringt erop aan
excitation	anger	0.172	opwinding
mighty	anger	0.172	machtig
liberate	anger	0.172	bevrijden
indecisive	anger	0.172	besluiteloos
hormonal	anger	0.172	hormonaal
peice	anger	0.172	stukje
gibberish	anger	0.172	brabbeltaal
misplace	anger	0.172	misplaatsen
fee	anger	0.172	tarief
thanksalot	anger	0.172	heel erg bedankt
fleece	anger	0.172	fleece
yelp	anger	0.168	gillen
mule	anger	0.167	muilezel
unequal	anger	0.167	ongelijke
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	onderhandelen
insufficiency	anger	0.167	insufficiëntie
insignificant	anger	0.167	onbelangrijk
attentionseekers	anger	0.163	aandachtszoekers
coop	anger	0.156	coop
rheumatism	anger	0.156	reuma
forearm	anger	0.156	onderarm
indifference	anger	0.156	onverschilligheid
underpaid	anger	0.152	onderbetaald
involvement	anger	0.152	betrokkenheid
justthebeginning	anger	0.152	pas het begin
disinformation	anger	0.152	desinformatie
uncertain	anger	0.152	onzeker
bee	anger	0.152	bij
attorney	anger	0.152	procureur
pretending	anger	0.152	doen alsof
campaigning	anger	0.151	campagne voeren
hopelessness	anger	0.149	hopeloosheid
feeling	anger	0.147	gevoel
legalized	anger	0.145	gelegaliseerd
caution	anger	0.145	voorzichtigheid
sterling	anger	0.141	sterling
morals	anger	0.141	moraal
subsidy	anger	0.141	subsidie
obliging	anger	0.141	gedienstig
wimpy	anger	0.140	watje
bummer	anger	0.139	jammer
saloon	anger	0.136	salon
blemish	anger	0.136	smet
misspell	anger	0.136	spelfout
repay	anger	0.136	terugbetalen
surcharge	anger	0.136	toeslag
geez	anger	0.136	jeetje
birch	anger	0.135	berk
noob	anger	0.133	nieuweling
honk	anger	0.133	toeteren
orchestra	anger	0.132	orkest
wireless	anger	0.125	draadloze
competitive	anger	0.125	concurrerend
standstill	anger	0.125	blijf staan
inattention	anger	0.121	onoplettendheid
reversal	anger	0.121	omkering
lace	anger	0.118	veter
elbow	anger	0.117	elleboog
instinctive	anger	0.112	instinctief
chant	anger	0.111	zingen
gnome	anger	0.109	kabouter
lonely	anger	0.109	alleen
tolerate	anger	0.106	tolereren
management	anger	0.102	beheer
advocacy	anger	0.100	belangenbehartiging
moral	anger	0.094	Moreel
roadworks	anger	0.091	wegwerkzaamheden
honest	anger	0.087	eerlijk
gent	anger	0.076	mijnheer
forgetful	anger	0.076	vergeetachtig
liquor	anger	0.075	likeur
money	anger	0.074	geld
hood	anger	0.071	kap
curriculum	anger	0.063	leerplan
words	anger	0.062	woorden
smell	anger	0.061	geur
playful	anger	0.061	speels
opera	anger	0.061	opera
