English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
busted	anger	0.455	uitgevang
crabby	anger	0.455	krapperig
dying	anger	0.455	sterf
idiocy	anger	0.455	idiosie
impermeable	anger	0.455	ondeurdringbaar
stubbed	anger	0.455	gestamp
illegality	anger	0.455	onwettigheid
veto	anger	0.455	veto
constraint	anger	0.455	beperking
mislead	anger	0.455	mislei
illicit	anger	0.455	onwettig
troublesome	anger	0.455	lastig
clamor	anger	0.455	geroep
bayonet	anger	0.453	bajonet
suppress	anger	0.453	onderdruk
intense	anger	0.453	intens
displeased	anger	0.453	ontevrede
disapproving	anger	0.453	afkeur
hysterical	anger	0.453	histeries
struggle	anger	0.453	stryd
godless	anger	0.453	goddeloos
desist	anger	0.453	laat staan
usurped	anger	0.453	toegeëien het
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	nie saamstem nie
bad	anger	0.453	sleg
unlawful	anger	0.451	onwettig
wrongly	anger	0.448	verkeerdelik
repellent	anger	0.442	afweermiddel
dishonor	anger	0.441	oneer
psychosis	anger	0.441	psigose
wasted	anger	0.441	vermors
wrongful	anger	0.441	onregmatig
foe	anger	0.441	vyand
aversion	anger	0.440	afkeer
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	kneukels
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	skeuring
upset	anger	0.439	ontstel
effigy	anger	0.439	beeltenis
punitive	anger	0.439	bestraffend
worthless	anger	0.438	waardeloos
separatist	anger	0.438	separatis
ransom	anger	0.438	losprys
deny	anger	0.438	ontken
fugitive	anger	0.438	voortvlugtig
mucked	anger	0.438	gemors
abandonment	anger	0.438	verlating
irritation	anger	0.438	irritasie
deleterious	anger	0.438	skadelik
stupidity	anger	0.438	onnoselheid
segregate	anger	0.437	skei
oblivion	anger	0.437	vergetelheid
payback	anger	0.436	terugbetaling
incongruous	anger	0.435	onvanpas
eviction	anger	0.435	uitsetting
collusion	anger	0.432	Samespanning
rob	anger	0.431	beroof
ravenous	anger	0.429	roofsugtige
overrun	anger	0.429	oorval
infidelity	anger	0.429	ontrouheid
harbinger	anger	0.426	voorbode
painful	anger	0.426	pynlike
getoverit	anger	0.426	kom daaroor
martial	anger	0.426	martial
rejection	anger	0.426	verwerping
incredulous	anger	0.426	ongelowig
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	verdediging
enforce	anger	0.424	afdwing
commotion	anger	0.424	rumoer
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonorree
fraudulent	anger	0.424	bedrieglik
unsympathetic	anger	0.424	onsimpatiek
fallacious	anger	0.424	misleidend
greed	anger	0.424	gierigheid
defraud	anger	0.424	bedrieg
banger	anger	0.424	banger
concealment	anger	0.424	verberging
fuss	anger	0.424	bohaai
exasperation	anger	0.424	ergernis
disobedience	anger	0.424	ongehoorsaamheid
powerful	anger	0.424	kragtig
discontent	anger	0.424	ontevredenheid
indecency	anger	0.424	onsedelikheid
sedition	anger	0.422	opruiing
deportation	anger	0.422	deportasie
cracked	anger	0.422	gekraak
bang	anger	0.422	Knal
barb	anger	0.422	weerhaak
duel	anger	0.422	tweegeveg
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	wanvoorgestel
annoyance	anger	0.422	ergernis
scar	anger	0.422	litteken
nettle	anger	0.422	brandnetel
banishment	anger	0.422	verbanning
snubbed	anger	0.422	gesnoei
penitentiary	anger	0.422	gevangenis
penetration	anger	0.422	penetrasie
blatant	anger	0.420	blatant
force	anger	0.418	krag
perverse	anger	0.415	pervers
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	grimmig
moody	anger	0.412	buierig
tiff	anger	0.412	tiff
nothappy	anger	0.412	nie gelukkig
surly	anger	0.412	nors
sordid	anger	0.412	vieslik
hunting	anger	0.411	jag
indenture	anger	0.410	inskrywing
forfeit	anger	0.409	verbeur
areyoukiddingme	anger	0.409	maak jy n grap
reproach	anger	0.409	verwyt
sham	anger	0.409	skyn
awful	anger	0.409	aaklig
compulsion	anger	0.409	dwang
implicate	anger	0.409	impliseer
contradict	anger	0.409	weerspreek
inept	anger	0.409	onbekwaam
supremacy	anger	0.409	oppergesag
sneak	anger	0.409	sluip
disappoint	anger	0.409	teleurstel
blockade	anger	0.409	blokkade
detainee	anger	0.409	aangehoudene
cantwin	anger	0.409	kantwin
squelch	anger	0.409	swaai
lying	anger	0.408	lieg
rail	anger	0.406	spoor
forsaken	anger	0.406	verlate
cacophony	anger	0.406	kakofonie
antipathy	anger	0.406	antipatie
wop	anger	0.406	wop
badger	anger	0.406	das
tremor	anger	0.406	bewing
inequality	anger	0.406	ongelykheid
delusion	anger	0.406	dwaling
unthinkable	anger	0.406	ondenkbaar
onerous	anger	0.406	beswarende
wrongdoing	anger	0.406	oortreding
nuisance	anger	0.406	oorlas
scrapie	anger	0.406	skrapie
epidemic	anger	0.406	epidemie
arguments	anger	0.404	argumente
affront	anger	0.403	beledig
traumatic	anger	0.402	traumaties
sodding	anger	0.400	sooi
libel	anger	0.400	laster
annoys	anger	0.400	irriteer
soslow	anger	0.398	so stadig
watchout	anger	0.398	Passop
frenetic	anger	0.397	freneties
remiss	anger	0.397	nalaat
barge	anger	0.396	bak
sue	anger	0.394	dagvaar
keyed	anger	0.394	ingesleutel
actionable	anger	0.394	optreebaar
extinguish	anger	0.394	blus
fraud	anger	0.394	bedrog
untoward	anger	0.394	onaangenaam
illegal	anger	0.394	onwettig
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	konfiskeer
howl	anger	0.394	huil
whatsthepoint	anger	0.394	wat is die punt
rabble	anger	0.394	gepeupel
unfriendly	anger	0.394	onvriendelik
disrespect	anger	0.394	disrespek
dangit	anger	0.394	verflaks
brimstone	anger	0.392	swawel
dissolution	anger	0.391	ontbinding
rigged	anger	0.391	gery
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	aardbewing
argh	anger	0.391	argh
pique	anger	0.391	piek
recklessness	anger	0.391	roekeloosheid
disagree	anger	0.389	verskil
lawsuit	anger	0.386	regsgeding
disused	anger	0.382	ongebruik is
despair	anger	0.382	wanhoop
immorality	anger	0.382	onsedelikheid
coerce	anger	0.379	dwing
firstworldprobs	anger	0.379	eerstewêreldprobs
touchy	anger	0.379	raakvat
pokes	anger	0.379	steek
falsification	anger	0.379	vervalsing
rifle	anger	0.379	geweer
sizzle	anger	0.379	sis
incurable	anger	0.379	ongeneeslik
difficulty	anger	0.379	moeilikheid
sore	anger	0.379	seer
picket	anger	0.378	plakkaat
concussion	anger	0.377	harsingskudding
stuckup	anger	0.375	vasgesteek
militia	anger	0.375	burgermag
rawr	anger	0.375	rour
faulty	anger	0.375	foutief
sly	anger	0.375	skelm
disillusionment	anger	0.375	ontnugtering
petpeeve	anger	0.375	troetel
pitfall	anger	0.375	slaggat
infantile	anger	0.375	infantiel
pessimism	anger	0.375	pessimisme
remand	anger	0.375	aanhouding
cannon	anger	0.375	kanon
vindicate	anger	0.371	regverdig
inhibit	anger	0.371	inhibeer
distressing	anger	0.371	ontstellend
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skisofrenie
skewed	anger	0.368	skeef
disreputable	anger	0.368	onbetroubaar
forbidding	anger	0.368	verbied
conquest	anger	0.367	verowering
bark	anger	0.365	blaf
leukemia	anger	0.365	leukemie
disapprove	anger	0.364	afkeur
warrior	anger	0.364	vegter
barks	anger	0.364	blaf
retarded	anger	0.364	vertraag
unhappy	anger	0.364	ongelukkig
burke	anger	0.364	burke
challenge	anger	0.364	uitdaging
belt	anger	0.364	gordel
litigate	anger	0.359	litigeer
paucity	anger	0.359	gebrek
opinionated	anger	0.359	eiesinnig
disliked	anger	0.359	nie gehou het nie
aftermath	anger	0.359	nasleep
restriction	anger	0.359	beperking
cad	anger	0.359	cad
incompetence	anger	0.359	onbevoegdheid
loudness	anger	0.359	luidheid
broken	anger	0.359	stukkend
polemic	anger	0.359	polemiek
sectarian	anger	0.359	sektaries
controversial	anger	0.359	omstrede
interrupting	anger	0.358	onderbreek
fussy	anger	0.357	kieskeurig
wench	anger	0.353	deertjie
remove	anger	0.351	verwyder
brat	anger	0.351	brakkie
gruff	anger	0.351	grof
misbehavior	anger	0.351	wangedrag
scarcity	anger	0.350	skaarste
losing	anger	0.349	verloor
stigma	anger	0.348	stigma
deserted	anger	0.348	verlate
timewasters	anger	0.348	tydvermorsers
disagreement	anger	0.348	onenigheid
defect	anger	0.348	gebrek
hardened	anger	0.348	verhard
lie	anger	0.348	lieg
ulcer	anger	0.348	ulkus
retract	anger	0.348	terugtrek
untrustworthy	anger	0.348	onbetroubaar
pest	anger	0.348	plaag
disappointed	anger	0.348	teleurgesteld
bias	anger	0.345	vooroordeel
negation	anger	0.344	ontkenning
bothering	anger	0.344	pla
stripped	anger	0.344	gestroop
antisocial	anger	0.344	antisosiale
pirate	anger	0.344	seerower
stingy	anger	0.344	suinig
shoddy	anger	0.344	slordig
unreliable	anger	0.344	onbetroubaar
shaky	anger	0.344	wankelrig
misleading	anger	0.344	misleidend
unsettled	anger	0.344	onseker
evade	anger	0.344	ontduik
anxiety	anger	0.344	angs
disclaim	anger	0.344	ontken
deterioration	anger	0.344	agteruitgang
impotence	anger	0.344	impotensie
interminable	anger	0.343	eindeloos
disease	anger	0.341	siekte
meddle	anger	0.341	inmeng
warp	anger	0.340	warp
averse	anger	0.338	afkeer
infamous	anger	0.338	berug
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	ry
staticky	anger	0.336	statig
illegitimate	anger	0.333	onwettig
encumbrance	anger	0.333	beswaring
witchcraft	anger	0.333	heksery
interrupt	anger	0.333	onderbreek
scorpion	anger	0.333	skerpioen
ill	anger	0.333	siek
sinner	anger	0.331	sondaar
inconsiderate	anger	0.329	onbedagsaam
hulk	anger	0.329	hulk
prohibited	anger	0.328	verbied
dashed	anger	0.328	gestreep
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	gediskwalifiseer
spammers	anger	0.328	spammers
phony	anger	0.328	vals
tighten	anger	0.328	styf trek
dislocated	anger	0.328	ontwrig
scapegoat	anger	0.328	swart skaap
victim	anger	0.328	slagoffer
opponent	anger	0.328	opponent
hiss	anger	0.328	sis
crusade	anger	0.328	kruistog
grumpy	anger	0.328	knorrig
resisting	anger	0.328	weerstand bied
inappropriate	anger	0.324	onvanpas
haye	anger	0.324	hooi
loss	anger	0.324	verlies
trickery	anger	0.324	bedrog
eschew	anger	0.324	vermy
neglected	anger	0.324	verwaarloos
canker	anger	0.323	kanker
muff	anger	0.318	mof
crunch	anger	0.318	knars
duplicity	anger	0.318	dubbelsinnigheid
criticism	anger	0.318	kritiek
queues	anger	0.318	toue
shriek	anger	0.316	gil
depreciate	anger	0.315	depresieer
dismissal	anger	0.312	ontslag
chaff	anger	0.312	kaf
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	armoede
carelessness	anger	0.312	sorgeloosheid
deflate	anger	0.312	afblaas
dumps	anger	0.312	stortings
dupe	anger	0.312	bedrieg
mortality	anger	0.312	sterflikheid
revving	anger	0.309	revwing
disallowed	anger	0.308	nie toegelaat nie
boisterous	anger	0.307	luidrugtig
thoughtless	anger	0.307	onnadenkend
burial	anger	0.304	begrafnis
wince	anger	0.303	wink
theocratic	anger	0.303	teokraties
sullen	anger	0.303	nors
involution	anger	0.300	involusie
misuse	anger	0.297	misbruik
taxed	anger	0.297	belas
senseless	anger	0.297	sinneloos
talons	anger	0.297	kloue
stalemate	anger	0.297	dooiepunt
getyourown	anger	0.297	kry jou eie
hoax	anger	0.297	klug
depreciated	anger	0.297	gedepresieer
depressed	anger	0.297	depressief
wasteful	anger	0.297	verkwistend
paralysis	anger	0.295	verlamming
displaced	anger	0.294	verplaas
limited	anger	0.292	beperk
disapointment	anger	0.290	teleurstelling
orc	anger	0.289	ork
ridiculous	anger	0.289	belaglik
homeless	anger	0.288	haweloos
spine	anger	0.288	ruggraat
teasing	anger	0.288	terg
presumptuous	anger	0.288	aanmatigend
react	anger	0.288	reageer
sharpen	anger	0.288	verskerp
barrier	anger	0.287	versperring
hoot	anger	0.287	toet
twitchy	anger	0.287	woelig
myopia	anger	0.283	miopie
flexin	anger	0.281	flexin
lagging	anger	0.281	agterbly
contraband	anger	0.281	smokkelary
incompatible	anger	0.281	onversoenbaar
shiver	anger	0.281	ril
spam	anger	0.281	gemorspos
agh	anger	0.281	ag
disconnects	anger	0.281	ontkoppel
delinquent	anger	0.281	misdadig
restitution	anger	0.281	restitusie
foray	anger	0.279	uittog
troll	anger	0.279	trol
unfairness	anger	0.279	onregverdigheid
buffering	anger	0.279	buffering
noncompliance	anger	0.279	nie-nakoming
nether	anger	0.278	laer
bogus	anger	0.273	vals
immaturity	anger	0.273	onvolwassenheid
uncaring	anger	0.273	onverskillig
bugaboo	anger	0.273	boegoe
feisty	anger	0.269	vurig
shock	anger	0.269	skok
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	nota-oggendpersoon
feminism	anger	0.266	feminisme
inoperative	anger	0.266	onwerksaam
bear	anger	0.266	beer
inconvenient	anger	0.266	ongerieflik
latent	anger	0.266	latente
defendant	anger	0.266	verweerder
nopoint	anger	0.266	geen punt
rapping	anger	0.266	rap
pry	anger	0.266	wreek
quandary	anger	0.266	dilemma
interrupts	anger	0.265	onderbreek
fluctuation	anger	0.265	fluktuasie
exaggerate	anger	0.263	oordryf
lose	anger	0.261	verloor
patter	anger	0.258	klop
furnace	anger	0.258	oond
stone	anger	0.258	klip
tease	anger	0.258	terg
shoplifting	anger	0.258	winkeldiefstal
soldier	anger	0.258	soldaat
incompetent	anger	0.257	onbevoeg
indoctrination	anger	0.255	indoktrinasie
rocket	anger	0.250	vuurpyl
skid	anger	0.250	gly
noisy	anger	0.250	raserig
notoriety	anger	0.250	bekendheid
cane	anger	0.250	kierie
unfollow	anger	0.250	ontvolg
tripping	anger	0.250	trippel
attentionseeker	anger	0.250	aandagsoeker
mastery	anger	0.250	bemeestering
socialist	anger	0.250	sosialistiese
falsehood	anger	0.250	valsheid
complicate	anger	0.250	bemoeilik
lawyer	anger	0.250	prokureur
untrue	anger	0.250	onwaar
nonsense	anger	0.250	nonsens
pouting	anger	0.250	pruiling
witch	anger	0.242	heks
detract	anger	0.242	afbreuk doen
obstacle	anger	0.242	hindernis
halter	anger	0.242	halter
fenced	anger	0.242	omhein
capslock	anger	0.242	kapslot
dontunderstand	anger	0.242	verstaan nie
vampire	anger	0.242	vampier
ringer	anger	0.242	luier
frowning	anger	0.239	frons
saber	anger	0.238	sabel
hunger	anger	0.235	honger
shell	anger	0.234	dop
wokemeup	anger	0.234	My wakker gemaak
recession	anger	0.234	resessie
failing	anger	0.234	misluk
dabbling	anger	0.234	pruttel
politics	anger	0.234	politiek
lava	anger	0.234	lawa
rascal	anger	0.234	skelm
imtryingtosleep	anger	0.234	probeer om te slaap
tariff	anger	0.234	tarief
undesirable	anger	0.231	ongewens
darkness	anger	0.227	duisternis
versus	anger	0.227	versus
copycat	anger	0.227	kopieer
resign	anger	0.227	bedank
soaked	anger	0.226	deurweek
unfulfilled	anger	0.225	onvervuld
abandoned	anger	0.222	verlate
unattainable	anger	0.221	onbereikbaar
owing	anger	0.221	verskuldig
bankruptcy	anger	0.221	bankrotskap
misconception	anger	0.219	wanopvatting
tool	anger	0.219	gereedskap
warden	anger	0.219	bewaarder
compress	anger	0.219	saamdruk
mosquito	anger	0.219	muskiet
whiny	anger	0.219	tjank
somethingigetalot	anger	0.219	iets baie
confusion	anger	0.219	verwarring
unhelpful	anger	0.219	onbehulpsaam
twitching	anger	0.219	ruk
nosey	anger	0.213	nuuskierig
overpriced	anger	0.212	te duur
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	tekort
melodrama	anger	0.212	melodrama
possession	anger	0.206	besit
desert	anger	0.206	woestyn
overplayed	anger	0.206	oorspeel
unpaid	anger	0.203	onbetaald
powerless	anger	0.203	magteloos
sentence	anger	0.203	vonnis
inefficient	anger	0.203	ondoeltreffende
arraignment	anger	0.203	aanklag
pout	anger	0.203	tuitjie
unlucky	anger	0.203	ongelukkig
rook	anger	0.203	toring
backbone	anger	0.203	ruggraat
uninvited	anger	0.203	ongenooid
court	anger	0.199	hof
endless	anger	0.198	eindeloos
adverts	anger	0.197	advertensies
distracted	anger	0.197	afgelei
delay	anger	0.197	vertraging
misstatement	anger	0.197	wanvoorstelling
misunderstanding	anger	0.195	misverstand
inadmissible	anger	0.191	ontoelaatbaar
excite	anger	0.191	opgewonde maak
lightning	anger	0.189	weerlig
preclude	anger	0.188	uitsluit
mournful	anger	0.188	treurig
insecure	anger	0.188	onseker
incase	anger	0.188	ingeval
mutter	anger	0.182	mompel
pare	anger	0.182	pare
rating	anger	0.182	gradering
claimant	anger	0.182	eiser
insist	anger	0.182	aandring
mistress	anger	0.182	minnares
distracting	anger	0.182	steurend
opium	anger	0.180	opium
deserve	anger	0.176	verdien
willful	anger	0.176	moedswillig
treat	anger	0.175	behandel
insists	anger	0.175	dring aan
excitation	anger	0.172	opwinding
mighty	anger	0.172	magtig
liberate	anger	0.172	bevry
indecisive	anger	0.172	besluiteloos
hormonal	anger	0.172	hormonale
peice	anger	0.172	stuk
gibberish	anger	0.172	brabbeltaal
misplace	anger	0.172	misplaas
fee	anger	0.172	fooi
thanksalot	anger	0.172	Baie dankie
fleece	anger	0.172	vag
yelp	anger	0.168	gil
mule	anger	0.167	muil
unequal	anger	0.167	ongelyk
hamstring	anger	0.167	dyspier
bargaining	anger	0.167	bedinging
insufficiency	anger	0.167	ontoereikendheid
insignificant	anger	0.167	onbeduidend
attentionseekers	anger	0.163	aandagsoekers
coop	anger	0.156	hok
rheumatism	anger	0.156	rumatiek
forearm	anger	0.156	voorarm
indifference	anger	0.156	onverskilligheid
underpaid	anger	0.152	onderbetaal
involvement	anger	0.152	betrokkenheid
justthebeginning	anger	0.152	net die begin
disinformation	anger	0.152	disinformasie
uncertain	anger	0.152	onseker
bee	anger	0.152	by
attorney	anger	0.152	prokureur
pretending	anger	0.152	voorgee
campaigning	anger	0.151	veldtogte voer
hopelessness	anger	0.149	hopeloosheid
feeling	anger	0.147	gevoel
legalized	anger	0.145	gewettig
caution	anger	0.145	versigtigheid
sterling	anger	0.141	sterling
morals	anger	0.141	sedes
subsidy	anger	0.141	subsidie
obliging	anger	0.141	verpligtend
wimpy	anger	0.140	wimpie
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	gebrek
misspell	anger	0.136	spelfout
repay	anger	0.136	terugbetaal
surcharge	anger	0.136	toeslag
geez	anger	0.136	gees
birch	anger	0.135	berk
noob	anger	0.133	nuweling
honk	anger	0.133	toet
orchestra	anger	0.132	orkes
wireless	anger	0.125	draadloos
competitive	anger	0.125	mededingend
standstill	anger	0.125	stilstand
inattention	anger	0.121	onoplettendheid
reversal	anger	0.121	ommekeer
lace	anger	0.118	kant
elbow	anger	0.117	elmboog
instinctive	anger	0.112	instinktief
chant	anger	0.111	dreunsang
gnome	anger	0.109	kabouter
lonely	anger	0.109	eensaam
tolerate	anger	0.106	verdra
management	anger	0.102	bestuur
advocacy	anger	0.100	voorspraak
moral	anger	0.094	morele
roadworks	anger	0.091	padwerke
honest	anger	0.087	eerlik
gent	anger	0.076	meneer
forgetful	anger	0.076	vergeetagtig
liquor	anger	0.075	drank
money	anger	0.074	geld
hood	anger	0.071	kappie
curriculum	anger	0.063	kurrikulum
words	anger	0.062	woorde
smell	anger	0.061	reuk
playful	anger	0.061	speels
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	koester
trumpet	anger	0.059	trompet
counsellor	anger	0.059	berader
asleeep	anger	0.059	aan die slaap
birthplace	anger	0.051	geboorteplek
ribbon	anger	0.047	lint
youth	anger	0.045	jeug
vote	anger	0.045	stem
cash	anger	0.039	kontant
wannasleep	anger	0.031	wil slaap
waffle	anger	0.030	wafel
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	celebrity
sisterhood	anger	0.015	susterskap
autocorrect	anger	0.015	outokorreksie
musical	anger	0.011	musiekblyspel
tree	anger	0.000	boom
anticipation	anticipation	0.859	afwagting
excited	anticipation	0.859	opgewonde
excitement	anticipation	0.820	opgewondenheid
anticipate	anticipation	0.820	verwag
eagerness	anticipation	0.812	gretigheid
exciting	anticipation	0.797	opwindende
expectant	anticipation	0.789	verwagtend
thrilling	anticipation	0.781	opwindende
hope	anticipation	0.773	hoop
quest	anticipation	0.766	soeke
countdown	anticipation	0.750	aftelling
start	anticipation	0.750	begin
anticipatory	anticipation	0.750	afwagtend
adventure	anticipation	0.750	avontuur
expectance	anticipation	0.750	verwagting
climax	anticipation	0.742	klimaks
prophecy	anticipation	0.742	profesie
expect	anticipation	0.742	verwag
excite	anticipation	0.742	opgewonde maak
arouse	anticipation	0.742	wek
eager	anticipation	0.742	gretig
ejaculation	anticipation	0.734	ejakulasie
birth	anticipation	0.734	geboorte
announcement	anticipation	0.734	aankondiging
