English Word	Emotion	Emotion-Intensity-Score	Spanish Word
displeased	anger	0.453	disgustado
disapproving	anger	0.453	desaprobando
hysterical	anger	0.453	histérico
struggle	anger	0.453	dificil
godless	anger	0.453	impío
desist	anger	0.453	abstenerse
usurped	anger	0.453	usurpado
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	en desacuerdo
bad	anger	0.453	malo
unlawful	anger	0.451	ilegal
wrongly	anger	0.448	incorrectamente
repellent	anger	0.442	repelente
dishonor	anger	0.441	deshonra
psychosis	anger	0.441	psicosis
wasted	anger	0.441	desperdiciado
wrongful	anger	0.441	ilegal
foe	anger	0.441	enemigo
aversion	anger	0.440	aversión
gahhh	anger	0.439	jajaja
knuckles	anger	0.439	nudillos
ultimatum	anger	0.439	ultimátum
schism	anger	0.439	cisma
upset	anger	0.439	decepcionado
effigy	anger	0.439	efigie
punitive	anger	0.439	punitivo
worthless	anger	0.438	sin valor
separatist	anger	0.438	separatista
ransom	anger	0.438	rescate
deny	anger	0.438	negar
fugitive	anger	0.438	fugitivo
mucked	anger	0.438	estropeado
abandonment	anger	0.438	abandono
irritation	anger	0.438	irritación
deleterious	anger	0.438	perjudicial
stupidity	anger	0.438	estupidez
segregate	anger	0.437	segregar
oblivion	anger	0.437	olvido
payback	anger	0.436	recuperación de la inversión
incongruous	anger	0.435	incongruente
eviction	anger	0.435	desalojo
collusion	anger	0.432	colusión
rob	anger	0.431	robar
ravenous	anger	0.429	voraz
overrun	anger	0.429	invadir
infidelity	anger	0.429	infidelidad
harbinger	anger	0.426	heraldo
painful	anger	0.426	doloroso
getoverit	anger	0.426	Superalo
martial	anger	0.426	marcial
rejection	anger	0.426	rechazo
incredulous	anger	0.426	incrédulo
stupidrain	anger	0.426	lluvia estúpida
defense	anger	0.425	defensa
enforce	anger	0.424	hacer cumplir
commotion	anger	0.424	conmoción
censor	anger	0.424	censurar
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	fraudulento
unsympathetic	anger	0.424	no simpático
fallacious	anger	0.424	erróneo
greed	anger	0.424	codicia
defraud	anger	0.424	defraudar
banger	anger	0.424	petardo
concealment	anger	0.424	ocultación
fuss	anger	0.424	escándalo
exasperation	anger	0.424	exasperación
disobedience	anger	0.424	desobediencia
powerful	anger	0.424	poderoso
discontent	anger	0.424	descontento
indecency	anger	0.424	indecencia
sedition	anger	0.422	sedición
deportation	anger	0.422	deportación
cracked	anger	0.422	agrietado
bang	anger	0.422	estallido
barb	anger	0.422	lengüeta
duel	anger	0.422	duelo
sarcasm	anger	0.422	sarcasmo
cur	anger	0.422	canalla
misrepresented	anger	0.422	tergiversado
annoyance	anger	0.422	molestia
scar	anger	0.422	cicatriz
nettle	anger	0.422	ortiga
banishment	anger	0.422	destierro
snubbed	anger	0.422	desairado
penitentiary	anger	0.422	penitenciario
penetration	anger	0.422	penetración
blatant	anger	0.420	evidente
force	anger	0.418	fuerza
perverse	anger	0.415	perverso
wring	anger	0.415	exprimir
bastion	anger	0.413	bastión
grim	anger	0.413	severo
moody	anger	0.412	temperamental
tiff	anger	0.412	pelea
nothappy	anger	0.412	no feliz
surly	anger	0.412	hosco
sordid	anger	0.412	sórdido
hunting	anger	0.411	caza
indenture	anger	0.410	escritura
forfeit	anger	0.409	perder
areyoukiddingme	anger	0.409	Me estás tomando el pelo
reproach	anger	0.409	reproche
sham	anger	0.409	impostor
awful	anger	0.409	horrible
compulsion	anger	0.409	compulsión
implicate	anger	0.409	implicar
contradict	anger	0.409	contradecir
inept	anger	0.409	inepto
supremacy	anger	0.409	supremacía
sneak	anger	0.409	furtivo
disappoint	anger	0.409	decepcionar
blockade	anger	0.409	bloqueo
detainee	anger	0.409	detenido
cantwin	anger	0.409	Cantwin
squelch	anger	0.409	aplastar
lying	anger	0.408	mintiendo
rail	anger	0.406	carril
forsaken	anger	0.406	abandonado
cacophony	anger	0.406	cacofonía
antipathy	anger	0.406	antipatía
wop	anger	0.406	guau
badger	anger	0.406	tejón
tremor	anger	0.406	temblor
inequality	anger	0.406	desigualdad
delusion	anger	0.406	engaño
unthinkable	anger	0.406	inconcebible
onerous	anger	0.406	oneroso
wrongdoing	anger	0.406	marcha mala
nuisance	anger	0.406	tontería
scrapie	anger	0.406	tembladera
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumentos
affront	anger	0.403	afrenta
traumatic	anger	0.402	traumático
sodding	anger	0.400	jodido
libel	anger	0.400	difamación
annoys	anger	0.400	molesta
soslow	anger	0.398	muy lento
watchout	anger	0.398	Cuidado
frenetic	anger	0.397	frenético
remiss	anger	0.397	descuidado
barge	anger	0.396	barcaza
sue	anger	0.394	demandar
keyed	anger	0.394	enchavetado
actionable	anger	0.394	procesable
extinguish	anger	0.394	extinguir
fraud	anger	0.394	fraude
untoward	anger	0.394	adverso
illegal	anger	0.394	ilegal
nag	anger	0.394	rocín
boxing	anger	0.394	boxeo
confiscate	anger	0.394	confiscar
howl	anger	0.394	aullido
whatsthepoint	anger	0.394	Cuál es el punto de
rabble	anger	0.394	chusma
unfriendly	anger	0.394	antipático
disrespect	anger	0.394	falta de respeto
dangit	anger	0.394	maldita sea
brimstone	anger	0.392	azufre
dissolution	anger	0.391	disolución
rigged	anger	0.391	equipado
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terremoto
argh	anger	0.391	argh
pique	anger	0.391	piqué
recklessness	anger	0.391	imprudencia
disagree	anger	0.389	discrepar
lawsuit	anger	0.386	demanda judicial
disused	anger	0.382	en desuso
despair	anger	0.382	desesperación
immorality	anger	0.382	inmoralidad
coerce	anger	0.379	obligar
firstworldprobs	anger	0.379	problemas del primer mundo
touchy	anger	0.379	quisquilloso
pokes	anger	0.379	pincha
falsification	anger	0.379	falsificación
rifle	anger	0.379	rifle
sizzle	anger	0.379	chisporrotear
incurable	anger	0.379	incurable
difficulty	anger	0.379	dificultad
sore	anger	0.379	doloroso
picket	anger	0.378	piquete
concussion	anger	0.377	concusión
stuckup	anger	0.375	pegado para arriba
militia	anger	0.375	milicia
rawr	anger	0.375	crudo
faulty	anger	0.375	defectuoso
sly	anger	0.375	astuto
disillusionment	anger	0.375	desilusión
petpeeve	anger	0.375	molestia
pitfall	anger	0.375	trampa
infantile	anger	0.375	infantil
pessimism	anger	0.375	pesimismo
remand	anger	0.375	preventivo
cannon	anger	0.375	cañón
vindicate	anger	0.371	vindicar
inhibit	anger	0.371	inhibir
distressing	anger	0.371	angustioso
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	esquizofrenia
skewed	anger	0.368	sesgado
disreputable	anger	0.368	de mala fama
forbidding	anger	0.368	amenazante
conquest	anger	0.367	conquista
bark	anger	0.365	ladrar
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	desaprobar
warrior	anger	0.364	guerrero
barks	anger	0.364	ladra
retarded	anger	0.364	retrasado
unhappy	anger	0.364	infeliz
burke	anger	0.364	Burke
challenge	anger	0.364	desafío
belt	anger	0.364	cinturón
litigate	anger	0.359	litigar
paucity	anger	0.359	escasez
opinionated	anger	0.359	dogmático
disliked	anger	0.359	disgustado
aftermath	anger	0.359	secuelas
restriction	anger	0.359	restricción
cad	anger	0.359	canalla
incompetence	anger	0.359	incompetencia
loudness	anger	0.359	volumen
broken	anger	0.359	roto
polemic	anger	0.359	polémica
sectarian	anger	0.359	sectario
controversial	anger	0.359	controversial
interrupting	anger	0.358	interrumpiendo
fussy	anger	0.357	exigente
wench	anger	0.353	moza
remove	anger	0.351	retirar
brat	anger	0.351	palo de golf
gruff	anger	0.351	brusco
misbehavior	anger	0.351	mal comportamiento
scarcity	anger	0.350	escasez
losing	anger	0.349	perdiendo
stigma	anger	0.348	estigma
deserted	anger	0.348	abandonado
timewasters	anger	0.348	Perdedores de tiempo
disagreement	anger	0.348	desacuerdo
defect	anger	0.348	defecto
hardened	anger	0.348	curtido
lie	anger	0.348	mentir
ulcer	anger	0.348	úlcera
retract	anger	0.348	retraer
untrustworthy	anger	0.348	indigno de confianza
pest	anger	0.348	parásito
disappointed	anger	0.348	decepcionado
bias	anger	0.345	parcialidad
negation	anger	0.344	negación
bothering	anger	0.344	molesto
stripped	anger	0.344	despojado
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirata
stingy	anger	0.344	tacaño
shoddy	anger	0.344	pacotilla
unreliable	anger	0.344	no fidedigno
shaky	anger	0.344	tembloroso
misleading	anger	0.344	engañoso
unsettled	anger	0.344	inestable
evade	anger	0.344	evadir
anxiety	anger	0.344	ansiedad
disclaim	anger	0.344	negar
deterioration	anger	0.344	deterioro
impotence	anger	0.344	impotencia
interminable	anger	0.343	interminable
disease	anger	0.341	enfermedad
meddle	anger	0.341	entrometerse
warp	anger	0.340	deformación
averse	anger	0.338	contrario
infamous	anger	0.338	infame
alcoholism	anger	0.338	alcoholismo
row	anger	0.337	fila
staticky	anger	0.336	estático
illegitimate	anger	0.333	ilegítimo
encumbrance	anger	0.333	gravamen
witchcraft	anger	0.333	brujería
interrupt	anger	0.333	interrumpir
scorpion	anger	0.333	escorpión
ill	anger	0.333	enfermo
sinner	anger	0.331	pecador
inconsiderate	anger	0.329	desconsiderado
hulk	anger	0.329	casco
prohibited	anger	0.328	prohibido
dashed	anger	0.328	punteado
brrr	anger	0.328	brrr
fib	anger	0.328	mentira
disqualified	anger	0.328	descalificado
spammers	anger	0.328	spammers
phony	anger	0.328	falso
tighten	anger	0.328	apretar
dislocated	anger	0.328	dislocado
scapegoat	anger	0.328	chivo expiatorio
victim	anger	0.328	víctima
opponent	anger	0.328	adversario
hiss	anger	0.328	silbido
crusade	anger	0.328	cruzada
grumpy	anger	0.328	gruñón
resisting	anger	0.328	resistiendo
inappropriate	anger	0.324	inadecuado
haye	anger	0.324	hey
loss	anger	0.324	pérdida
trickery	anger	0.324	astucia
eschew	anger	0.324	evitar
neglected	anger	0.324	descuidado
canker	anger	0.323	llaga gangrenosa
muff	anger	0.318	manguito
crunch	anger	0.318	crujido
duplicity	anger	0.318	duplicidad
criticism	anger	0.318	crítica
queues	anger	0.318	colas
shriek	anger	0.316	grito
depreciate	anger	0.315	depreciar
dismissal	anger	0.312	despido
chaff	anger	0.312	paja
dramaqueen	anger	0.312	reina del drama
poverty	anger	0.312	pobreza
carelessness	anger	0.312	descuido
deflate	anger	0.312	desinflar
dumps	anger	0.312	deshecho
dupe	anger	0.312	engañar
mortality	anger	0.312	mortalidad
revving	anger	0.309	acelerando
disallowed	anger	0.308	no permitido
boisterous	anger	0.307	bullicioso
thoughtless	anger	0.307	desconsiderado
burial	anger	0.304	entierro
wince	anger	0.303	contraerse de dolor
theocratic	anger	0.303	teocrático
sullen	anger	0.303	hosco
involution	anger	0.300	involución
misuse	anger	0.297	mal uso
taxed	anger	0.297	gravado
senseless	anger	0.297	sin sentido
talons	anger	0.297	garras
stalemate	anger	0.297	estancamiento
getyourown	anger	0.297	Consigue uno propio
hoax	anger	0.297	broma
depreciated	anger	0.297	depreciado
depressed	anger	0.297	deprimido
wasteful	anger	0.297	antieconómico
paralysis	anger	0.295	parálisis
displaced	anger	0.294	desplazado
limited	anger	0.292	limitado
disapointment	anger	0.290	decepción
orc	anger	0.289	orco
ridiculous	anger	0.289	ridículo
homeless	anger	0.288	Vagabundo
spine	anger	0.288	columna vertebral
teasing	anger	0.288	broma
presumptuous	anger	0.288	presuntuoso
react	anger	0.288	reaccionar
sharpen	anger	0.288	afilar
barrier	anger	0.287	barrera
hoot	anger	0.287	ulular
twitchy	anger	0.287	nervioso
myopia	anger	0.283	miopía
flexin	anger	0.281	flexionando
lagging	anger	0.281	rezagado
contraband	anger	0.281	contrabando
incompatible	anger	0.281	incompatible
shiver	anger	0.281	temblar
spam	anger	0.281	correo no deseado
agh	anger	0.281	agh
disconnects	anger	0.281	se desconecta
delinquent	anger	0.281	delincuente
restitution	anger	0.281	restitución
foray	anger	0.279	incursión
troll	anger	0.279	Troll
unfairness	anger	0.279	injusticia
buffering	anger	0.279	almacenamiento en búfer
noncompliance	anger	0.279	incumplimiento
nether	anger	0.278	inferior
bogus	anger	0.273	falso
immaturity	anger	0.273	inmadurez
uncaring	anger	0.273	indiferente
bugaboo	anger	0.273	pesadilla
feisty	anger	0.269	luchador
shock	anger	0.269	choque
humbug	anger	0.266	farsante
notamorningperson	anger	0.266	persona no matutina
feminism	anger	0.266	feminismo
inoperative	anger	0.266	inoperante
bear	anger	0.266	llevar
inconvenient	anger	0.266	inconveniente
latent	anger	0.266	latente
defendant	anger	0.266	acusado
nopoint	anger	0.266	No tiene sentido
rapping	anger	0.266	golpecitos
pry	anger	0.266	palanca
quandary	anger	0.266	dilema
interrupts	anger	0.265	interrumpe
fluctuation	anger	0.265	fluctuación
exaggerate	anger	0.263	exagerar
lose	anger	0.261	perder
patter	anger	0.258	tamborileo
furnace	anger	0.258	horno
stone	anger	0.258	piedra
tease	anger	0.258	fastidiar
shoplifting	anger	0.258	hurto
soldier	anger	0.258	soldado
incompetent	anger	0.257	incompetente
indoctrination	anger	0.255	adoctrinamiento
rocket	anger	0.250	cohete
skid	anger	0.250	patinar
noisy	anger	0.250	ruidoso
notoriety	anger	0.250	notoriedad
cane	anger	0.250	caña
unfollow	anger	0.250	dejar de seguir
tripping	anger	0.250	tropezando
attentionseeker	anger	0.250	Buscador de atención
mastery	anger	0.250	maestría
socialist	anger	0.250	socialista
falsehood	anger	0.250	falsedad
complicate	anger	0.250	complicar
lawyer	anger	0.250	abogado
untrue	anger	0.250	falso
nonsense	anger	0.250	disparates
pouting	anger	0.250	haciendo pucheros
witch	anger	0.242	bruja
detract	anger	0.242	detraer
obstacle	anger	0.242	obstáculo
halter	anger	0.242	cabestro
fenced	anger	0.242	cercado
capslock	anger	0.242	Bloq Mayús
dontunderstand	anger	0.242	no entiendo
vampire	anger	0.242	vampiro
ringer	anger	0.242	campanero
frowning	anger	0.239	ceñudo
saber	anger	0.238	sable
hunger	anger	0.235	hambre
shell	anger	0.234	caparazón
wokemeup	anger	0.234	me despertó
recession	anger	0.234	recesión
failing	anger	0.234	defecto
dabbling	anger	0.234	chapoteando
politics	anger	0.234	política
lava	anger	0.234	lava
rascal	anger	0.234	bribón
imtryingtosleep	anger	0.234	estoy intentando dormir
tariff	anger	0.234	arancel
undesirable	anger	0.231	indeseable
darkness	anger	0.227	oscuridad
versus	anger	0.227	versus
copycat	anger	0.227	imitador
resign	anger	0.227	renunciar
soaked	anger	0.226	mojado
unfulfilled	anger	0.225	incumplido
abandoned	anger	0.222	abandonado
unattainable	anger	0.221	inalcanzable
owing	anger	0.221	debido
bankruptcy	anger	0.221	bancarrota
misconception	anger	0.219	Idea equivocada
tool	anger	0.219	herramienta
warden	anger	0.219	guardián
compress	anger	0.219	comprimir
mosquito	anger	0.219	mosquito
whiny	anger	0.219	quejumbroso
somethingigetalot	anger	0.219	algo igetalot
confusion	anger	0.219	confusión
unhelpful	anger	0.219	inútil
twitching	anger	0.219	espasmos
nosey	anger	0.213	curioso
overpriced	anger	0.212	caro
adder	anger	0.212	sumador
harry	anger	0.212	Harry
shortage	anger	0.212	escasez
melodrama	anger	0.212	melodrama
possession	anger	0.206	posesión
desert	anger	0.206	Desierto
overplayed	anger	0.206	exagerado
unpaid	anger	0.203	no pagado
powerless	anger	0.203	impotente
sentence	anger	0.203	frase
inefficient	anger	0.203	ineficiente
arraignment	anger	0.203	acusación
pout	anger	0.203	abadejo
unlucky	anger	0.203	desafortunado
rook	anger	0.203	torre
backbone	anger	0.203	columna vertebral
uninvited	anger	0.203	no invitado
court	anger	0.199	tribunal
endless	anger	0.198	sin fin
adverts	anger	0.197	anuncios
distracted	anger	0.197	distraído
delay	anger	0.197	demora
misstatement	anger	0.197	declaración errónea
misunderstanding	anger	0.195	malentendido
inadmissible	anger	0.191	inadmisible
excite	anger	0.191	excitar
lightning	anger	0.189	relámpago
preclude	anger	0.188	imposibilitar
mournful	anger	0.188	triste
insecure	anger	0.188	inseguro
incase	anger	0.188	en caso
mutter	anger	0.182	murmurar
pare	anger	0.182	cortar
rating	anger	0.182	clasificación
claimant	anger	0.182	demandante
insist	anger	0.182	insistir
mistress	anger	0.182	amante
distracting	anger	0.182	distrayendo
opium	anger	0.180	opio
deserve	anger	0.176	merecer
willful	anger	0.176	deliberado
treat	anger	0.175	tratar
insists	anger	0.175	insiste
excitation	anger	0.172	excitación
mighty	anger	0.172	poderoso
liberate	anger	0.172	liberar
indecisive	anger	0.172	indeciso
hormonal	anger	0.172	hormonal
peice	anger	0.172	pedazo
gibberish	anger	0.172	algarabía
misplace	anger	0.172	perder
fee	anger	0.172	tarifa
thanksalot	anger	0.172	muchas gracias
fleece	anger	0.172	lana
yelp	anger	0.168	gañido
mule	anger	0.167	mula
unequal	anger	0.167	desigual
hamstring	anger	0.167	tendón de la corva
bargaining	anger	0.167	negociación
insufficiency	anger	0.167	insuficiencia
insignificant	anger	0.167	insignificante
attentionseekers	anger	0.163	buscadores de atención
coop	anger	0.156	cooperativa
rheumatism	anger	0.156	reumatismo
forearm	anger	0.156	antebrazo
indifference	anger	0.156	indiferencia
underpaid	anger	0.152	poco pagado
involvement	anger	0.152	intervención
justthebeginning	anger	0.152	solo el principio
disinformation	anger	0.152	desinformación
uncertain	anger	0.152	incierto
bee	anger	0.152	abeja
attorney	anger	0.152	abogado
pretending	anger	0.152	fingiendo
campaigning	anger	0.151	haciendo campaña
hopelessness	anger	0.149	desesperación
feeling	anger	0.147	sentimiento
legalized	anger	0.145	legalizado
caution	anger	0.145	precaución
sterling	anger	0.141	libra esterlina
morals	anger	0.141	moralidad
subsidy	anger	0.141	subvención
obliging	anger	0.141	servicial
wimpy	anger	0.140	debilucho
bummer	anger	0.139	gorrón
saloon	anger	0.136	salón
blemish	anger	0.136	defecto
misspell	anger	0.136	escribir mal
repay	anger	0.136	pagar
surcharge	anger	0.136	recargo
geez	anger	0.136	caramba
birch	anger	0.135	abedul
noob	anger	0.133	novato
honk	anger	0.133	bocinazo
orchestra	anger	0.132	orquesta
wireless	anger	0.125	inalámbrica
competitive	anger	0.125	competitivo
standstill	anger	0.125	parada
inattention	anger	0.121	inatención
reversal	anger	0.121	inversión
lace	anger	0.118	cordón
elbow	anger	0.117	codo
instinctive	anger	0.112	instintivo
chant	anger	0.111	cantar
gnome	anger	0.109	gnomo
lonely	anger	0.109	solitaria
tolerate	anger	0.106	tolerar
management	anger	0.102	administración
advocacy	anger	0.100	Abogacía
moral	anger	0.094	moral
roadworks	anger	0.091	obras de carretera
honest	anger	0.087	honesto
gent	anger	0.076	caballero
forgetful	anger	0.076	olvidadizo
liquor	anger	0.075	espíritu
money	anger	0.074	dinero
hood	anger	0.071	capucha
curriculum	anger	0.063	plan de estudios
words	anger	0.062	palabras
smell	anger	0.061	oler
playful	anger	0.061	juguetón
opera	anger	0.061	ópera
elf	anger	0.061	duende
nurture	anger	0.059	nutrir
trumpet	anger	0.059	trompeta
counsellor	anger	0.059	consejero
asleeep	anger	0.059	dormido
birthplace	anger	0.051	lugar de nacimiento
