English Word	Emotion	Emotion-Intensity-Score	Frisian Word
vent	anger	0.456	útlitklep
elimination	anger	0.456	eliminaasje
picketing	anger	0.456	pikettering
haughty	anger	0.456	heechmoedich
grated	anger	0.455	grate
flagrant	anger	0.455	flagrant
busted	anger	0.455	busted
crabby	anger	0.455	kreaze
dying	anger	0.455	ferstjerren
idiocy	anger	0.455	idioat
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	stutsen
illegality	anger	0.455	yllegaliteit
veto	anger	0.455	veto
constraint	anger	0.455	beheining
mislead	anger	0.455	misliede
illicit	anger	0.455	yllegaal
troublesome	anger	0.455	lestich
clamor	anger	0.455	clamor
bayonet	anger	0.453	bajonet
suppress	anger	0.453	ûnderdrukke
intense	anger	0.453	fûleindich
displeased	anger	0.453	ûntefreden
disapproving	anger	0.453	disapproving
hysterical	anger	0.453	hysterysk
struggle	anger	0.453	striid
godless	anger	0.453	godleaze
desist	anger	0.453	ôfwize
usurped	anger	0.453	usurped
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	net mei iens
bad	anger	0.453	min
unlawful	anger	0.451	yllegaal
wrongly	anger	0.448	ferkeard
repellent	anger	0.442	repellent
dishonor	anger	0.441	skande
psychosis	anger	0.441	psychosis
wasted	anger	0.441	fergriemd
wrongful	anger	0.441	ferkeard
foe	anger	0.441	fijân
aversion	anger	0.440	ôfkear
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knokkels
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	skisma
upset	anger	0.439	oerstjoer
effigy	anger	0.439	effigy
punitive	anger	0.439	punitive
worthless	anger	0.438	weardeleas
separatist	anger	0.438	separatist
ransom	anger	0.438	losjild
deny	anger	0.438	ûntkenne
fugitive	anger	0.438	flechtling
mucked	anger	0.438	mucked
abandonment	anger	0.438	ferlitten
irritation	anger	0.438	yrritaasje
deleterious	anger	0.438	skealik
stupidity	anger	0.438	dommens
segregate	anger	0.437	segregearje
oblivion	anger	0.437	ferjitnis
payback	anger	0.436	werombetelje
incongruous	anger	0.435	incongruous
eviction	anger	0.435	útsetting
collusion	anger	0.432	gearspanning
rob	anger	0.431	rob
ravenous	anger	0.429	ravenous
overrun	anger	0.429	oerrinne
infidelity	anger	0.429	ûntrou
harbinger	anger	0.426	harbringer
painful	anger	0.426	pynlik
getoverit	anger	0.426	Lit it gean
martial	anger	0.426	martial
rejection	anger	0.426	ôfwizing
incredulous	anger	0.426	ûnleauwe
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ferdigening
enforce	anger	0.424	ôftwinge
commotion	anger	0.424	commotion
censor	anger	0.424	sensuer
gonorrhea	anger	0.424	gonorroe
fraudulent	anger	0.424	frauduleus
unsympathetic	anger	0.424	unsympathetic
fallacious	anger	0.424	fallacious
greed	anger	0.424	habsucht
defraud	anger	0.424	fraude
banger	anger	0.424	banger
concealment	anger	0.424	ferbergjen
fuss	anger	0.424	drokte
exasperation	anger	0.424	ergernis
disobedience	anger	0.424	oerhearrigens
powerful	anger	0.424	krêftich
discontent	anger	0.424	ûnfrede
indecency	anger	0.424	ûnfatsoenlikheid
sedition	anger	0.422	sedysje
deportation	anger	0.422	deportaasje
cracked	anger	0.422	kreake
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	ferkeard foarsteld
annoyance	anger	0.422	argewaasje
scar	anger	0.422	litteken
nettle	anger	0.422	nettle
banishment	anger	0.422	ferbanning
snubbed	anger	0.422	snubbe
penitentiary	anger	0.422	penitentiary
penetration	anger	0.422	penetraasje
blatant	anger	0.420	blatant
force	anger	0.418	krêft
perverse	anger	0.415	pervers
wring	anger	0.415	wringe
bastion	anger	0.413	bastion
grim	anger	0.413	bartsk
moody	anger	0.412	humeurich
tiff	anger	0.412	tiff
nothappy	anger	0.412	net bliid
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	jacht
indenture	anger	0.410	indenture
forfeit	anger	0.409	forfetsje
areyoukiddingme	anger	0.409	hâldst my foar it lapke
reproach	anger	0.409	ferwyt
sham	anger	0.409	sham
awful	anger	0.409	ôfgryslik
compulsion	anger	0.409	twang
implicate	anger	0.409	implicate
contradict	anger	0.409	tsjinsprekke
inept	anger	0.409	ûnfoldwaande
supremacy	anger	0.409	supremasy
sneak	anger	0.409	sneak
disappoint	anger	0.409	teloarstelle
blockade	anger	0.409	blokkade
detainee	anger	0.409	detineard
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ligen
rail	anger	0.406	spoar
forsaken	anger	0.406	ferlitten
cacophony	anger	0.406	kakofony
antipathy	anger	0.406	antypaty
wop	anger	0.406	wop
badger	anger	0.406	das
tremor	anger	0.406	tremor
inequality	anger	0.406	ûngelikens
delusion	anger	0.406	waan
unthinkable	anger	0.406	net te tinken
onerous	anger	0.406	swier
wrongdoing	anger	0.406	ferkeard dwaan
nuisance	anger	0.406	oerlêst
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemy
arguments	anger	0.404	arguminten
affront	anger	0.403	affront
traumatic	anger	0.402	traumatysk
sodding	anger	0.400	sodding
libel	anger	0.400	libel
annoys	anger	0.400	ferfelt
soslow	anger	0.398	soslow
watchout	anger	0.398	sjoch út
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barge
sue	anger	0.394	sue
keyed	anger	0.394	toetse
actionable	anger	0.394	actionable
extinguish	anger	0.394	blussen
fraud	anger	0.394	fraude
untoward	anger	0.394	ûngeunstich
illegal	anger	0.394	yllegaal
nag	anger	0.394	nag
boxing	anger	0.394	boksen
confiscate	anger	0.394	konfiskearje
howl	anger	0.394	hyl
whatsthepoint	anger	0.394	wat is it punt
rabble	anger	0.394	rabbel
unfriendly	anger	0.394	ûnfreonlik
disrespect	anger	0.394	disrespect
dangit	anger	0.394	stom ta
brimstone	anger	0.392	swevel
dissolution	anger	0.391	ûntbining
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ierdskodding
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	roekeloosheid
disagree	anger	0.389	net mei iens
lawsuit	anger	0.386	rjochtsaak
disused	anger	0.382	net brûkt
despair	anger	0.382	wanhoop
immorality	anger	0.382	ymmoraliteit
coerce	anger	0.379	twang
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	oandwaanlik
pokes	anger	0.379	poes
falsification	anger	0.379	ferfalsking
rifle	anger	0.379	gewear
sizzle	anger	0.379	sjit
incurable	anger	0.379	net te genêzen
difficulty	anger	0.379	swierrichheid
sore	anger	0.379	sear
picket	anger	0.378	piket
concussion	anger	0.377	harsenskodding
stuckup	anger	0.375	stutsen
militia	anger	0.375	milysje
rawr	anger	0.375	rawr
faulty	anger	0.375	defekt
sly	anger	0.375	slûch
disillusionment	anger	0.375	desyllúzje
petpeeve	anger	0.375	argewaasje
pitfall	anger	0.375	pitfal
infantile	anger	0.375	infantile
pessimism	anger	0.375	pessimisme
remand	anger	0.375	arrest
cannon	anger	0.375	kanon
vindicate	anger	0.371	befêstigje
inhibit	anger	0.371	remme
distressing	anger	0.371	distressing
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofreny
skewed	anger	0.368	skeef
disreputable	anger	0.368	ûnreputabele
forbidding	anger	0.368	ferbiede
conquest	anger	0.367	oerweldiging
bark	anger	0.365	Blaf
leukemia	anger	0.365	leukemy
disapprove	anger	0.364	ôfkarre
warrior	anger	0.364	strider
barks	anger	0.364	blaft
retarded	anger	0.364	retardearre
unhappy	anger	0.364	ûngelokkich
burke	anger	0.364	burke
challenge	anger	0.364	útdaging
belt	anger	0.364	riem
litigate	anger	0.359	prosedearje
paucity	anger	0.359	gebrek
opinionated	anger	0.359	miening
disliked	anger	0.359	net leuk
aftermath	anger	0.359	neisleep
restriction	anger	0.359	beheining
cad	anger	0.359	cad
incompetence	anger	0.359	ynkompetinsje
loudness	anger	0.359	lûdens
broken	anger	0.359	brutsen
polemic	anger	0.359	polemyk
sectarian	anger	0.359	sektarysk
controversial	anger	0.359	kontroversjele
interrupting	anger	0.358	ûnderbrekke
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	weinimme
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	misgedrach
scarcity	anger	0.350	krapte
losing	anger	0.349	ferlieze
stigma	anger	0.348	stigma
deserted	anger	0.348	ferlitten
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	ûnienichheid
defect	anger	0.348	defekt
hardened	anger	0.348	ferhurde
lie	anger	0.348	lizze
ulcer	anger	0.348	ulcer
retract	anger	0.348	weromlûke
untrustworthy	anger	0.348	ûnbetrouber
pest	anger	0.348	pest
disappointed	anger	0.348	teloarsteld
bias	anger	0.345	bias
negation	anger	0.344	negaasje
bothering	anger	0.344	lestich falle
stripped	anger	0.344	stripped
antisocial	anger	0.344	antisocial
pirate	anger	0.344	piraat
stingy	anger	0.344	suinich
shoddy	anger	0.344	skean
unreliable	anger	0.344	ûnbetrouber
shaky	anger	0.344	wankelich
misleading	anger	0.344	misliedend
unsettled	anger	0.344	ûnrêstich
evade	anger	0.344	ûntwykje
anxiety	anger	0.344	eangst
disclaim	anger	0.344	disclaim
deterioration	anger	0.344	efterútgong
impotence	anger	0.344	ûnmacht
interminable	anger	0.343	interminable
disease	anger	0.341	sykte
meddle	anger	0.341	bemuoie
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	berucht
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	rigel
staticky	anger	0.336	statich
illegitimate	anger	0.333	illegitime
encumbrance	anger	0.333	beswarring
witchcraft	anger	0.333	hekserij
interrupt	anger	0.333	ûnderbrekke
scorpion	anger	0.333	skorpioen
ill	anger	0.333	siik
sinner	anger	0.331	sûnder
inconsiderate	anger	0.329	ûnachtich
hulk	anger	0.329	hulk
prohibited	anger	0.328	ferbean
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskwalifisearre
spammers	anger	0.328	spammers
phony	anger	0.328	phony
tighten	anger	0.328	oanskerpe
dislocated	anger	0.328	dislocated
scapegoat	anger	0.328	sûndebok
victim	anger	0.328	slachtoffer
opponent	anger	0.328	tsjinstander
hiss	anger	0.328	sjit
crusade	anger	0.328	krústocht
grumpy	anger	0.328	nors
resisting	anger	0.328	ferset
inappropriate	anger	0.324	ûnskiklik
haye	anger	0.324	hie
loss	anger	0.324	ferlies
trickery	anger	0.324	trickery
eschew	anger	0.324	eschew
neglected	anger	0.324	ferwaarleazge
canker	anger	0.323	kanker
muff	anger	0.318	mof
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplicity
criticism	anger	0.318	krityk
queues	anger	0.318	queues
shriek	anger	0.316	skriezen
depreciate	anger	0.315	ôfskriuwe
dismissal	anger	0.312	ûntslach
chaff	anger	0.312	kaf
dramaqueen	anger	0.312	oanstelster
poverty	anger	0.312	earmoed
carelessness	anger	0.312	achtleazens
deflate	anger	0.312	deflate
dumps	anger	0.312	dumps
dupe	anger	0.312	dupe
mortality	anger	0.312	mortaliteit
revving	anger	0.309	revving
disallowed	anger	0.308	net tastien
boisterous	anger	0.307	boisterous
thoughtless	anger	0.307	gedachteleas
burial	anger	0.304	begraffenis
wince	anger	0.303	wink
theocratic	anger	0.303	teokratyske
sullen	anger	0.303	sulver
involution	anger	0.300	ynvolúsje
misuse	anger	0.297	misbrûk
taxed	anger	0.297	taxed
senseless	anger	0.297	sinleas
talons	anger	0.297	klauwen
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	krije jo eigen
hoax	anger	0.297	hoax
depreciated	anger	0.297	ôfskreaun
depressed	anger	0.297	depressyf
wasteful	anger	0.297	fergriemerij
paralysis	anger	0.295	ferlamming
displaced	anger	0.294	ferpleatst
limited	anger	0.292	beheind
disapointment	anger	0.290	teloarstelling
orc	anger	0.289	orc
ridiculous	anger	0.289	bespotlik
homeless	anger	0.288	dakleas
spine	anger	0.288	rêch
teasing	anger	0.288	pleage
presumptuous	anger	0.288	fermoedlik
react	anger	0.288	reagearje
sharpen	anger	0.288	skerpe
barrier	anger	0.287	barriêre
hoot	anger	0.287	hoart
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	smoargens
incompatible	anger	0.281	ynkompatibel
shiver	anger	0.281	huverje
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	losket
delinquent	anger	0.281	delinquent
restitution	anger	0.281	weromjefte
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	ûnrjochtichheid
buffering	anger	0.279	buffering
noncompliance	anger	0.279	net-neilibjen
nether	anger	0.278	nether
bogus	anger	0.273	falsk
immaturity	anger	0.273	ûnrypheit
uncaring	anger	0.273	ûnferskillich
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	skok
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	ynoperative
bear	anger	0.266	bear
inconvenient	anger	0.266	ûngemaklik
latent	anger	0.266	latent
defendant	anger	0.266	foarroppene
nopoint	anger	0.266	gjin punt
rapping	anger	0.266	rapper
pry	anger	0.266	pry
quandary	anger	0.266	dilemma
interrupts	anger	0.265	ûnderbrekt
fluctuation	anger	0.265	fluktuaasje
exaggerate	anger	0.263	oerdriuwe
lose	anger	0.261	ferlieze
patter	anger	0.258	patter
furnace	anger	0.258	oven
stone	anger	0.258	stien
tease	anger	0.258	pleage
shoplifting	anger	0.258	winkeldiefstal
soldier	anger	0.258	soldaat
incompetent	anger	0.257	ynkompetint
indoctrination	anger	0.255	yndoktrinaasje
rocket	anger	0.250	raket
skid	anger	0.250	skid
noisy	anger	0.250	lawaaierich
notoriety	anger	0.250	bekendheid
cane	anger	0.250	gongelstok
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	oandacht siker
mastery	anger	0.250	masterskip
socialist	anger	0.250	sosjalist
falsehood	anger	0.250	falskens
complicate	anger	0.250	komplisearje
lawyer	anger	0.250	Advokate
untrue	anger	0.250	ûnwier
nonsense	anger	0.250	ûnsin
pouting	anger	0.250	pouting
witch	anger	0.242	hekse
detract	anger	0.242	ôfbrekke
obstacle	anger	0.242	obstakel
halter	anger	0.242	halter
fenced	anger	0.242	omheind
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	Begryp net
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	fronsend
saber	anger	0.238	sabel
hunger	anger	0.235	honger
shell	anger	0.234	shell
wokemeup	anger	0.234	makke my wekker
recession	anger	0.234	resessy
failing	anger	0.234	failing
dabbling	anger	0.234	dabbling
politics	anger	0.234	polityk
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	besykje te sliepen
tariff	anger	0.234	taryf
undesirable	anger	0.231	net winske
darkness	anger	0.227	tsjuster
versus	anger	0.227	tsjin
copycat	anger	0.227	copycat
resign	anger	0.227	resign
soaked	anger	0.226	wekje
unfulfilled	anger	0.225	ûnfoldwaande
abandoned	anger	0.222	ferlitten
unattainable	anger	0.221	ûnberikber
owing	anger	0.221	skuldich
bankruptcy	anger	0.221	fallisemint
misconception	anger	0.219	misfetting
tool	anger	0.219	helpmiddel
warden	anger	0.219	warder
compress	anger	0.219	compress
mosquito	anger	0.219	mosquito
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	eat tige
confusion	anger	0.219	betizing
unhelpful	anger	0.219	unhelpful
twitching	anger	0.219	twisken
nosey	anger	0.213	nosy
overpriced	anger	0.212	te djoer
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	tekoart
melodrama	anger	0.212	melodrama
possession	anger	0.206	besit
desert	anger	0.206	woastyn
overplayed	anger	0.206	oerspield
unpaid	anger	0.203	ûnbetelle
powerless	anger	0.203	machteleas
sentence	anger	0.203	sin
inefficient	anger	0.203	yneffisjint
arraignment	anger	0.203	arraignment
pout	anger	0.203	pûst
unlucky	anger	0.203	ûngelokkich
rook	anger	0.203	roek
backbone	anger	0.203	rêchbonke
uninvited	anger	0.203	net útnoege
court	anger	0.199	rjochtbank
endless	anger	0.198	einleas
adverts	anger	0.197	advertinsjes
distracted	anger	0.197	ôfliede
delay	anger	0.197	fertraging
misstatement	anger	0.197	misferstân
misunderstanding	anger	0.195	misferstân
inadmissible	anger	0.191	net tastien
excite	anger	0.191	excite
lightning	anger	0.189	wjerljocht
preclude	anger	0.188	útslute
mournful	anger	0.188	treurich
insecure	anger	0.188	ûnwis
incase	anger	0.188	yn 't gefal dat
mutter	anger	0.182	mompe
pare	anger	0.182	pare
rating	anger	0.182	wurdearring
claimant	anger	0.182	claimant
insist	anger	0.182	oanhingje
mistress	anger	0.182	mêtresse
distracting	anger	0.182	ôfliedend
opium	anger	0.180	opium
deserve	anger	0.176	fertsjinje
willful	anger	0.176	opsetsin
treat	anger	0.175	behannelje
insists	anger	0.175	hâldt oan
excitation	anger	0.172	excitation
mighty	anger	0.172	machtich
liberate	anger	0.172	befrije
indecisive	anger	0.172	ûnbeslissend
hormonal	anger	0.172	hormonale
peice	anger	0.172	stikje
gibberish	anger	0.172	gibberich
misplace	anger	0.172	misplaatsje
fee	anger	0.172	honorarium
thanksalot	anger	0.172	tige dank
fleece	anger	0.172	fleece
yelp	anger	0.168	jip
mule	anger	0.167	mûldier
unequal	anger	0.167	ûngelikense
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	ûnderhanneling
insufficiency	anger	0.167	ûnfoldwaande
insignificant	anger	0.167	ûnbelangryk
attentionseekers	anger	0.163	oandachtsikers
coop	anger	0.156	coop
rheumatism	anger	0.156	reuma
forearm	anger	0.156	foarearm
indifference	anger	0.156	ûnferskilligens
underpaid	anger	0.152	ûnderbetelle
involvement	anger	0.152	belutsenens
justthebeginning	anger	0.152	krekt it begjin
disinformation	anger	0.152	disinformaasje
uncertain	anger	0.152	ûnwis
bee	anger	0.152	bee
attorney	anger	0.152	advokaat
pretending	anger	0.152	pretend
campaigning	anger	0.151	kampanje
hopelessness	anger	0.149	hopeleazens
feeling	anger	0.147	gefoel
legalized	anger	0.145	legalized
caution	anger	0.145	foarsichtigens
sterling	anger	0.141	sterling
morals	anger	0.141	moraal
subsidy	anger	0.141	subsydzje
obliging	anger	0.141	ferplichte
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	smet
misspell	anger	0.136	ferkeard stavering
repay	anger	0.136	werombetelje
surcharge	anger	0.136	taslach
geez	anger	0.136	geez
birch	anger	0.135	bjirk
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	orkest
wireless	anger	0.125	wireless
competitive	anger	0.125	kompetitive
standstill	anger	0.125	stilstân
inattention	anger	0.121	ûnoplettendheid
reversal	anger	0.121	omkearing
lace	anger	0.118	kant
elbow	anger	0.117	earmtakke
instinctive	anger	0.112	ynstinktyf
chant	anger	0.111	chant
gnome	anger	0.109	kabouter
lonely	anger	0.109	iensum
tolerate	anger	0.106	tolerearje
management	anger	0.102	behear
advocacy	anger	0.100	advocacy
moral	anger	0.094	moreel
roadworks	anger	0.091	dykwurksumheden
honest	anger	0.087	earlik
gent	anger	0.076	hear
forgetful	anger	0.076	ferjitlik
liquor	anger	0.075	drank
money	anger	0.074	jild
hood	anger	0.071	motorkap
curriculum	anger	0.063	kurrikulum
words	anger	0.062	wurden
smell	anger	0.061	rûke
playful	anger	0.061	boartlik
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	nurture
trumpet	anger	0.059	trompet
counsellor	anger	0.059	riedsman
asleeep	anger	0.059	sliepe
birthplace	anger	0.051	berteplak
ribbon	anger	0.047	lint
youth	anger	0.045	jeugd
vote	anger	0.045	stim
cash	anger	0.039	cash
wannasleep	anger	0.031	wol sliepe
waffle	anger	0.030	wafel
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	celebrity
sisterhood	anger	0.015	susterskip
autocorrect	anger	0.015	autokorrekt
musical	anger	0.011	muzikaal
tree	anger	0.000	beam
anticipation	anticipation	0.859	ferwachting
excited	anticipation	0.859	oerémis
excitement	anticipation	0.820	opwining
anticipate	anticipation	0.820	antisipearje
eagerness	anticipation	0.812	iver
exciting	anticipation	0.797	spannend
expectant	anticipation	0.789	ferwachtend
thrilling	anticipation	0.781	spannend
hope	anticipation	0.773	hope
quest	anticipation	0.766	quest
countdown	anticipation	0.750	countdown
start	anticipation	0.750	start
anticipatory	anticipation	0.750	anticipatory
adventure	anticipation	0.750	aventoer
expectance	anticipation	0.750	ferwachting
climax	anticipation	0.742	klimaks
prophecy	anticipation	0.742	profesije
expect	anticipation	0.742	ferwachtsje
