English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
turbulence	anger	0.483	tüweleý
pound	anger	0.481	funt
coldness	anger	0.477	sowuklyk
ungrateful	anger	0.472	minnetdar
stoopid	anger	0.471	stoopid
battalion	anger	0.471	batalýon
feudalism	anger	0.470	feodalizm
hostage	anger	0.470	girew
annoying	anger	0.470	bizar ediji
dispossessed	anger	0.470	çykaryldy
subversion	anger	0.470	agdarmak
friction	anger	0.470	sürtülme
jealous	anger	0.470	gabanjaň
adversity	anger	0.470	kynçylyklar
infidel	anger	0.470	kapyr
gall	anger	0.470	öt
accuser	anger	0.470	aýyplaýjy
ram	anger	0.470	goç
armament	anger	0.470	ýarag
thump	anger	0.469	thump
dislike	anger	0.469	halamaz
steal	anger	0.469	ogurlamak
backoff	anger	0.469	yza çekil
stifled	anger	0.469	boguldy
incite	anger	0.469	öjükdirmek
distress	anger	0.469	kynçylyk
angermanagement	anger	0.469	gahar-gazap
selfish	anger	0.469	egoist
injury	anger	0.469	şikes
exile	anger	0.469	sürgün
insanity	anger	0.469	dälilik
offense	anger	0.469	kemsitmek
objection	anger	0.469	garşylyk
smother	anger	0.469	smother
disruption	anger	0.469	bozulmagy
intolerance	anger	0.469	çydamsyzlyk
disobey	anger	0.469	boýun egmezlik
selfishness	anger	0.469	egoistlik
recidivism	anger	0.469	recidivism
subversive	anger	0.469	terslik
huff	anger	0.469	huff
plunder	anger	0.469	talamak
opposition	anger	0.469	oppozisiýa
complain	anger	0.469	arz etmek
perpetrator	anger	0.469	günäkär
simmer	anger	0.469	gaýnatmaly
areyoukidding	anger	0.468	areyoukidding
mug	anger	0.467	krujka
agony	anger	0.465	agyry
arrogant	anger	0.461	ulumsy
sux	anger	0.456	sux
vent	anger	0.456	went
elimination	anger	0.456	ýok etmek
picketing	anger	0.456	piket
haughty	anger	0.456	ulumsy
grated	anger	0.455	grated
flagrant	anger	0.455	gödek
busted	anger	0.455	büstü
crabby	anger	0.455	garaguş
dying	anger	0.455	ölýär
idiocy	anger	0.455	samsyklyk
impermeable	anger	0.455	geçip bolmaýar
stubbed	anger	0.455	pyçaklandy
illegality	anger	0.455	bikanunlyk
veto	anger	0.455	weto
constraint	anger	0.455	çäklendirme
mislead	anger	0.455	azaşdyrmak
illicit	anger	0.455	bikanun
troublesome	anger	0.455	kynçylykly
clamor	anger	0.455	gygyrmak
bayonet	anger	0.453	süngü
suppress	anger	0.453	basmak
intense	anger	0.453	güýçli
displeased	anger	0.453	nägile
disapproving	anger	0.453	oňlamaz
hysterical	anger	0.453	histeriki
struggle	anger	0.453	göreş
godless	anger	0.453	hudaýsyz
desist	anger	0.453	bes et
usurped	anger	0.453	elinden aldy
despotism	anger	0.453	despotizm
disagreeing	anger	0.453	ylalaşmaýaryn
bad	anger	0.453	erbet
unlawful	anger	0.451	bikanun
wrongly	anger	0.448	nädogry
repellent	anger	0.442	ýigrenji
dishonor	anger	0.441	biabraýlyk
psychosis	anger	0.441	psihoz
wasted	anger	0.441	biderek
wrongful	anger	0.441	nädogry
foe	anger	0.441	duşman
aversion	anger	0.440	ýigrenç
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	düwünler
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	bölünişik
upset	anger	0.439	gaharlandy
effigy	anger	0.439	effigy
punitive	anger	0.439	jeza beriji
worthless	anger	0.438	biderek
separatist	anger	0.438	separatist
ransom	anger	0.438	töleg
deny	anger	0.438	inkär et
fugitive	anger	0.438	gaçgak
mucked	anger	0.438	gümürtik
abandonment	anger	0.438	terk etmek
irritation	anger	0.438	gaharlanma
deleterious	anger	0.438	öçürmek
stupidity	anger	0.438	samsyklyk
segregate	anger	0.437	bölmek
oblivion	anger	0.437	ýatdan çykarmak
payback	anger	0.436	öwezini dolmak
incongruous	anger	0.435	manysyz
eviction	anger	0.435	göçürmek
collusion	anger	0.432	birleşmek
rob	anger	0.431	talamak
ravenous	anger	0.429	garga
overrun	anger	0.429	artykmaç
infidelity	anger	0.429	kapyrlyk
harbinger	anger	0.426	harbinger
painful	anger	0.426	agyryly
getoverit	anger	0.426	getoverit
martial	anger	0.426	söweş
rejection	anger	0.426	ret etmek
incredulous	anger	0.426	ajaýyp
stupidrain	anger	0.426	samsyk
defense	anger	0.425	goranmak
enforce	anger	0.424	ýerine ýetirmek
commotion	anger	0.424	tolgunyşyk
censor	anger	0.424	senzura
gonorrhea	anger	0.424	gonoreýa
fraudulent	anger	0.424	kezzap
unsympathetic	anger	0.424	duýgudaş
fallacious	anger	0.424	ýalňyş
greed	anger	0.424	açgözlik
defraud	anger	0.424	galplyk
banger	anger	0.424	banger
concealment	anger	0.424	gizlemek
fuss	anger	0.424	dawa
exasperation	anger	0.424	gazap
disobedience	anger	0.424	boýun egmezlik
powerful	anger	0.424	güýçli
discontent	anger	0.424	nägilelik
indecency	anger	0.424	biabraýlyk
sedition	anger	0.422	pitne
deportation	anger	0.422	deportasiýa
cracked	anger	0.422	ýaryldy
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	gödek sözler
cur	anger	0.422	egrilik
misrepresented	anger	0.422	nädogry görkezildi
annoyance	anger	0.422	bizar etmek
scar	anger	0.422	yz
nettle	anger	0.422	garynja
banishment	anger	0.422	ýurtdan çykarmak
snubbed	anger	0.422	gümürtik
penitentiary	anger	0.422	jeza çäresi
penetration	anger	0.422	aralaşmagy
blatant	anger	0.420	gödek
force	anger	0.418	güýç
perverse	anger	0.415	bozuk
wring	anger	0.415	ýazmak
bastion	anger	0.413	bastion
grim	anger	0.413	elhenç
moody	anger	0.412	keýpsiz
tiff	anger	0.412	tiff
nothappy	anger	0.412	bagtsyz
surly	anger	0.412	surly
sordid	anger	0.412	Sordid
hunting	anger	0.411	aw
indenture	anger	0.410	indenture
forfeit	anger	0.409	galplaşdyryň
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	masgaralamak
sham	anger	0.409	galplyk
awful	anger	0.409	aýylganç
compulsion	anger	0.409	mejbur etmek
implicate	anger	0.409	degişlidir
contradict	anger	0.409	garşy gelýär
inept	anger	0.409	inpt
supremacy	anger	0.409	ýokarylyk
sneak	anger	0.409	gizlemek
disappoint	anger	0.409	lapykeç etmek
blockade	anger	0.409	gabaw
detainee	anger	0.409	tussag
cantwin	anger	0.409	kantwin
squelch	anger	0.409	gykylyk
lying	anger	0.408	ýalan sözleýär
rail	anger	0.406	demir ýol
forsaken	anger	0.406	terk edildi
cacophony	anger	0.406	kakaoniýa
antipathy	anger	0.406	antipatiýa
wop	anger	0.406	wop
badger	anger	0.406	nyşan
tremor	anger	0.406	titremek
inequality	anger	0.406	deňsizlik
delusion	anger	0.406	aldaw
unthinkable	anger	0.406	pikir edip bolmajak zat
onerous	anger	0.406	agyr
wrongdoing	anger	0.406	nädogry hereket
nuisance	anger	0.406	aljyraňňylyk
scrapie	anger	0.406	galyndylar
epidemic	anger	0.406	epidemiýa
arguments	anger	0.404	argumentler
affront	anger	0.403	garşy çykmak
traumatic	anger	0.402	trawmatiki
sodding	anger	0.400	gazmak
libel	anger	0.400	töhmet
annoys	anger	0.400	bizar edýär
soslow	anger	0.398	soslow
watchout	anger	0.398	seresap bol
frenetic	anger	0.397	frenetik
remiss	anger	0.397	remiss
barge	anger	0.396	bargea
sue	anger	0.394	suda bermek
keyed	anger	0.394	açar
actionable	anger	0.394	hereketli
extinguish	anger	0.394	söndürmek
fraud	anger	0.394	galplyk
untoward	anger	0.394	nädogry
illegal	anger	0.394	bikanun
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	konfiskasiýa etmek
howl	anger	0.394	agla
whatsthepoint	anger	0.394	nokat
rabble	anger	0.394	gödek
unfriendly	anger	0.394	dost däl
disrespect	anger	0.394	hormatsyzlyk
dangit	anger	0.394	dangit
brimstone	anger	0.392	kükürt
dissolution	anger	0.391	dargatmak
rigged	anger	0.391	galplaşdyrylan
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ýer titremesi
argh	anger	0.391	arg
pique	anger	0.391	pik
recklessness	anger	0.391	biperwaýlyk
disagree	anger	0.389	ylalaşmaýarlar
lawsuit	anger	0.386	kazyýet işi
disused	anger	0.382	ulanylmaýar
despair	anger	0.382	umytsyzlyk
immorality	anger	0.382	ahlaksyzlyk
coerce	anger	0.379	mejbur etmek
firstworldprobs	anger	0.379	Birinji dünýä
touchy	anger	0.379	täsirli
pokes	anger	0.379	urýar
falsification	anger	0.379	galplaşdyrmak
rifle	anger	0.379	tüpeň
sizzle	anger	0.379	ululyk
incurable	anger	0.379	bejerip bolmaýar
difficulty	anger	0.379	kynçylyk
sore	anger	0.379	agyry
picket	anger	0.378	piket
concussion	anger	0.377	sarsma
stuckup	anger	0.375	ýapyşmak
militia	anger	0.375	milisiýa
rawr	anger	0.375	rawr
faulty	anger	0.375	nädogry
sly	anger	0.375	mekir
disillusionment	anger	0.375	lapykeçlik
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	çukur
infantile	anger	0.375	bäbek
pessimism	anger	0.375	pessimizm
remand	anger	0.375	tussaglyk
cannon	anger	0.375	top
vindicate	anger	0.371	aklamak
inhibit	anger	0.371	saklamak
distressing	anger	0.371	gynandyryjy
nepotism	anger	0.371	garyndaşparazlyk
schizophrenia	anger	0.369	şizofreniýa
skewed	anger	0.368	gümürtik
disreputable	anger	0.368	abraýsyz
forbidding	anger	0.368	gadagan etmek
conquest	anger	0.367	basyp almak
bark	anger	0.365	gabyk
leukemia	anger	0.365	leýkoz
disapprove	anger	0.364	oňlamaz
warrior	anger	0.364	söweşiji
barks	anger	0.364	gabyklar
retarded	anger	0.364	yza galdy
unhappy	anger	0.364	bagtsyz
burke	anger	0.364	burke
challenge	anger	0.364	kynçylyk
belt	anger	0.364	guşak
litigate	anger	0.359	kazyýet işi
paucity	anger	0.359	dymmak
opinionated	anger	0.359	pikirli
disliked	anger	0.359	halamady
aftermath	anger	0.359	netijesi
restriction	anger	0.359	çäklendirme
cad	anger	0.359	kadr
incompetence	anger	0.359	ukypsyzlyk
loudness	anger	0.359	gaty ses
broken	anger	0.359	döwüldi
polemic	anger	0.359	polemiki
sectarian	anger	0.359	mezhep
controversial	anger	0.359	jedelli
interrupting	anger	0.358	kesmek
fussy	anger	0.357	aljyraňňy
wench	anger	0.353	wenç
remove	anger	0.351	aýyrmak
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	nädogry hereket
scarcity	anger	0.350	gytçylyk
losing	anger	0.349	ýitirmek
stigma	anger	0.348	stigma
deserted	anger	0.348	taşlandy
timewasters	anger	0.348	wagt görkezijileri
disagreement	anger	0.348	düşünişmezlik
defect	anger	0.348	kemçilik
hardened	anger	0.348	gatylaşdy
lie	anger	0.348	ýalan
ulcer	anger	0.348	ýara
retract	anger	0.348	yza çek
untrustworthy	anger	0.348	ygtybarsyz
pest	anger	0.348	zyýan berijiler
disappointed	anger	0.348	lapykeç
bias	anger	0.345	tarapgöýlik
negation	anger	0.344	ret etmek
bothering	anger	0.344	biynjalyk edýär
stripped	anger	0.344	ýyrtyldy
antisocial	anger	0.344	jemgyýetçilik
pirate	anger	0.344	garakçy
stingy	anger	0.344	keýpsiz
shoddy	anger	0.344	keýpsiz
unreliable	anger	0.344	ygtybarsyz
shaky	anger	0.344	titreýär
misleading	anger	0.344	azdyryjy
unsettled	anger	0.344	çözülmedik
evade	anger	0.344	gaçmak
anxiety	anger	0.344	alada
disclaim	anger	0.344	boýun gaçyrmak
deterioration	anger	0.344	ýaramazlaşmagy
impotence	anger	0.344	ejizlik
interminable	anger	0.343	tükeniksiz
disease	anger	0.341	kesel
meddle	anger	0.341	aralaş
warp	anger	0.340	warp
averse	anger	0.338	garşy
infamous	anger	0.338	abraýly
alcoholism	anger	0.338	arakhorluk
row	anger	0.337	hatar
staticky	anger	0.336	statik
illegitimate	anger	0.333	bikanun
encumbrance	anger	0.333	gurşaw
witchcraft	anger	0.333	jadygöýlik
interrupt	anger	0.333	kesmek
scorpion	anger	0.333	Çeçen
ill	anger	0.333	näsag
sinner	anger	0.331	günäkär
inconsiderate	anger	0.329	biperwaý
hulk	anger	0.329	hulk
prohibited	anger	0.328	gadagan
dashed	anger	0.328	çyzyldy
brrr	anger	0.328	brrr
fib	anger	0.328	süýüm
disqualified	anger	0.328	hünärsiz
spammers	anger	0.328	spamerler
phony	anger	0.328	telefon
tighten	anger	0.328	berkidiň
dislocated	anger	0.328	ýerleşdirildi
scapegoat	anger	0.328	aldaw
victim	anger	0.328	pidasy
opponent	anger	0.328	garşydaş
hiss	anger	0.328	pyşyrdady
crusade	anger	0.328	haçly ýöriş
grumpy	anger	0.328	nägile
resisting	anger	0.328	garşy durmak
inappropriate	anger	0.324	ýerliksiz
haye	anger	0.324	Haý
loss	anger	0.324	ýitgi
trickery	anger	0.324	hile
eschew	anger	0.324	gaç
neglected	anger	0.324	äsgerilmedik
canker	anger	0.323	kanker
muff	anger	0.318	muff
crunch	anger	0.318	gysmak
duplicity	anger	0.318	ikilik
criticism	anger	0.318	tankyt
queues	anger	0.318	nobatlar
shriek	anger	0.316	gygyr
depreciate	anger	0.315	könelişmek
dismissal	anger	0.312	işden aýyrmak
chaff	anger	0.312	saman
dramaqueen	anger	0.312	drama
poverty	anger	0.312	garyplyk
carelessness	anger	0.312	biperwaýlyk
deflate	anger	0.312	deflate
dumps	anger	0.312	zibil
dupe	anger	0.312	dup
mortality	anger	0.312	ölüm
revving	anger	0.309	janlandyrmak
disallowed	anger	0.308	rugsat berilmedi
boisterous	anger	0.307	joşgunly
thoughtless	anger	0.307	oýlanman
burial	anger	0.304	jaýlamak
wince	anger	0.303	wince
theocratic	anger	0.303	teokratik
sullen	anger	0.303	sullen
involution	anger	0.300	çekmek
misuse	anger	0.297	hyýanatçylykly peýdalanmak
taxed	anger	0.297	salgyt salynýar
senseless	anger	0.297	manysyz
talons	anger	0.297	talonlar
stalemate	anger	0.297	dartgynlyk
getyourown	anger	0.297	Getyourown
hoax	anger	0.297	aldaw
depreciated	anger	0.297	köneldi
depressed	anger	0.297	depressiýa
wasteful	anger	0.297	biderek
paralysis	anger	0.295	ysmaz
displaced	anger	0.294	göçürildi
limited	anger	0.292	çäklendirilen
disapointment	anger	0.290	lapykeçlik
orc	anger	0.289	orc
ridiculous	anger	0.289	gülkünç
homeless	anger	0.288	öýsüz
spine	anger	0.288	oňurga
teasing	anger	0.288	gülmek
presumptuous	anger	0.288	ulumsylyk
react	anger	0.288	reaksiýa beriň
sharpen	anger	0.288	ýitile
barrier	anger	0.287	päsgelçilik
hoot	anger	0.287	başlyk
twitchy	anger	0.287	tüýdük
myopia	anger	0.283	miýopiýa
flexin	anger	0.281	flexin
lagging	anger	0.281	yza galmak
contraband	anger	0.281	kontrabanda
incompatible	anger	0.281	gabat gelmeýär
shiver	anger	0.281	titremek
spam	anger	0.281	spam
agh	anger	0.281	ag
disconnects	anger	0.281	aýyrýar
delinquent	anger	0.281	jenaýatkär
restitution	anger	0.281	öwezini dolmak
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	adalatsyzlyk
buffering	anger	0.279	buferlemek
noncompliance	anger	0.279	laýyk gelmezlik
nether	anger	0.278	Nether
bogus	anger	0.273	galp
immaturity	anger	0.273	ýetişmedik
uncaring	anger	0.273	biperwaý
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	şok
humbug	anger	0.266	gujaklamak
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizm
inoperative	anger	0.266	işlemeýär
bear	anger	0.266	aýy
inconvenient	anger	0.266	oňaýsyz
latent	anger	0.266	gizlin
defendant	anger	0.266	günäkärlenýän
nopoint	anger	0.266	nokat
rapping	anger	0.266	kakmak
pry	anger	0.266	pry
quandary	anger	0.266	dawa
interrupts	anger	0.265	kesýär
fluctuation	anger	0.265	üýtgeme
exaggerate	anger	0.263	ulaltmak
lose	anger	0.261	ýitirmek
patter	anger	0.258	patter
furnace	anger	0.258	peç
stone	anger	0.258	daş
tease	anger	0.258	gülmek
shoplifting	anger	0.258	dükan
soldier	anger	0.258	esger
incompetent	anger	0.257	ukypsyz
indoctrination	anger	0.255	indoktrinasiýa
rocket	anger	0.250	raketa
skid	anger	0.250	skid
noisy	anger	0.250	şowhunly
notoriety	anger	0.250	meşhurlyk
cane	anger	0.250	hasa
unfollow	anger	0.250	yzarla
tripping	anger	0.250	gezelenç
attentionseeker	anger	0.250	gözlegçi
mastery	anger	0.250	ussatlyk
socialist	anger	0.250	sosialist
falsehood	anger	0.250	ýalan
complicate	anger	0.250	çylşyrymlaşdyrýar
lawyer	anger	0.250	aklawçy
untrue	anger	0.250	ýalan
nonsense	anger	0.250	bolgusyz zatlar
pouting	anger	0.250	pouting
witch	anger	0.242	jadygöý
detract	anger	0.242	aýyrmak
obstacle	anger	0.242	päsgelçilik
halter	anger	0.242	halter
fenced	anger	0.242	goralýan
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	düşünme
vampire	anger	0.242	wampir
ringer	anger	0.242	jaň
frowning	anger	0.239	gaşlary
saber	anger	0.238	gylyç
hunger	anger	0.235	açlyk
shell	anger	0.234	gabyk
wokemeup	anger	0.234	oýanmak
recession	anger	0.234	çökgünlik
failing	anger	0.234	şowsuz
dabbling	anger	0.234	dabbling
politics	anger	0.234	syýasat
lava	anger	0.234	lava
rascal	anger	0.234	gödek
imtryingtosleep	anger	0.234	ukusyzlyk
tariff	anger	0.234	nyrh
undesirable	anger	0.231	islenmeýän
darkness	anger	0.227	garaňkylyk
versus	anger	0.227	garşy
copycat	anger	0.227	göçürme
resign	anger	0.227	işden git
soaked	anger	0.226	çygly
unfulfilled	anger	0.225	ýerine ýetirilmedi
abandoned	anger	0.222	taşlandy
unattainable	anger	0.221	ýetip bolmaýar
owing	anger	0.221	bergisi
bankruptcy	anger	0.221	bankrot
misconception	anger	0.219	ýalňyş düşünje
tool	anger	0.219	gural
warden	anger	0.219	gözegçi
compress	anger	0.219	gysmak
mosquito	anger	0.219	çybyn
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	bir zat
confusion	anger	0.219	bulaşyklyk
unhelpful	anger	0.219	peýdasyz
twitching	anger	0.219	titremek
nosey	anger	0.213	burun
overpriced	anger	0.212	aşa baha
adder	anger	0.212	mahabatçy
harry	anger	0.212	Garry
shortage	anger	0.212	ýetmezçiligi
melodrama	anger	0.212	melodrama
possession	anger	0.206	eýeçilik etmek
desert	anger	0.206	çöl
overplayed	anger	0.206	artykmaç
unpaid	anger	0.203	tölenmedik
powerless	anger	0.203	güýçsiz
sentence	anger	0.203	sözlem
inefficient	anger	0.203	netijesiz
arraignment	anger	0.203	kazyýet işi
pout	anger	0.203	pout
unlucky	anger	0.203	bagtsyz
rook	anger	0.203	rook
backbone	anger	0.203	oňurga
uninvited	anger	0.203	çagyrylmadyk
court	anger	0.199	kazyýet
endless	anger	0.198	tükeniksiz
adverts	anger	0.197	mahabat
distracted	anger	0.197	ünsüni sowmak
delay	anger	0.197	gijikdirmek
misstatement	anger	0.197	ýalňyş maglumat
misunderstanding	anger	0.195	düşünişmezlik
inadmissible	anger	0.191	ýol berilmeýär
excite	anger	0.191	tolgunmak
lightning	anger	0.189	ýyldyrym
preclude	anger	0.188	gadagan et
mournful	anger	0.188	ýasly
insecure	anger	0.188	ygtybarly däl
incase	anger	0.188	birdan
mutter	anger	0.182	sesini çykarma
pare	anger	0.182	pare
rating	anger	0.182	reýting
claimant	anger	0.182	talap ediji
insist	anger	0.182	tutuň
mistress	anger	0.182	hojaýyn
distracting	anger	0.182	ünsüni bölýän
opium	anger	0.180	tirýek
deserve	anger	0.176	mynasyp
willful	anger	0.176	bilgeşleýin
treat	anger	0.175	bejermek
insists	anger	0.175	talap edýär
excitation	anger	0.172	tolgunma
mighty	anger	0.172	güýçli
liberate	anger	0.172	azat etmek
indecisive	anger	0.172	karar bermezlik
hormonal	anger	0.172	gormonal
peice	anger	0.172	peice
gibberish	anger	0.172	gibber
misplace	anger	0.172	ýalňyş
fee	anger	0.172	ýygym
thanksalot	anger	0.172	sag bol
fleece	anger	0.172	ýüň
yelp	anger	0.168	yelp
mule	anger	0.167	gatyr
unequal	anger	0.167	deň däl
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	söwda etmek
insufficiency	anger	0.167	ýetmezçiligi
insignificant	anger	0.167	ujypsyz
attentionseekers	anger	0.163	üns berýänler
coop	anger	0.156	ýatak
rheumatism	anger	0.156	revmatizm
forearm	anger	0.156	bilek
indifference	anger	0.156	biperwaýlyk
underpaid	anger	0.152	tölenmedik
involvement	anger	0.152	gatnaşmak
justthebeginning	anger	0.152	adalat
disinformation	anger	0.152	dezinformasiýa
uncertain	anger	0.152	näbellidir
bee	anger	0.152	ary
attorney	anger	0.152	aklawçysy
pretending	anger	0.152	öňe sürmek
campaigning	anger	0.151	kampaniýa
hopelessness	anger	0.149	umytsyzlyk
feeling	anger	0.147	duýmak
legalized	anger	0.145	kanunlaşdyryldy
caution	anger	0.145	seresap boluň
sterling	anger	0.141	sterling
morals	anger	0.141	ahlak
subsidy	anger	0.141	subsidiýa
obliging	anger	0.141	borçly
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	kemçilik
misspell	anger	0.136	ýalňyş
repay	anger	0.136	tölemek
surcharge	anger	0.136	goşmaça töleg
geez	anger	0.136	geez
birch	anger	0.135	gaýa
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	orkestr
wireless	anger	0.125	simsiz
competitive	anger	0.125	bäsdeşlik edýär
standstill	anger	0.125	durmak
inattention	anger	0.121	ünssizlik
reversal	anger	0.121	tersine
lace	anger	0.118	krujka
elbow	anger	0.117	tirsek
instinctive	anger	0.112	instinkt
chant	anger	0.111	aýdym aýdyň
gnome	anger	0.109	gnome
lonely	anger	0.109	ýalňyzlyk
tolerate	anger	0.106	çydam et
management	anger	0.102	dolandyryş
advocacy	anger	0.100	wagyz etmek
moral	anger	0.094	ahlakly
roadworks	anger	0.091	ýol işleri
honest	anger	0.087	dogruçyl
gent	anger	0.076	mylaýym
forgetful	anger	0.076	unudýan
liquor	anger	0.075	likýor
money	anger	0.074	pul
hood	anger	0.071	kapot
curriculum	anger	0.063	okuw meýilnamasy
words	anger	0.062	sözleri
smell	anger	0.061	ys
playful	anger	0.061	oýnawaç
opera	anger	0.061	operasy
elf	anger	0.061	elf
nurture	anger	0.059	terbiýelemek
trumpet	anger	0.059	surnaý
counsellor	anger	0.059	geňeşçisi
asleeep	anger	0.059	asleeep
birthplace	anger	0.051	doglan ýeri
ribbon	anger	0.047	lenta
youth	anger	0.045	ýaşlyk
