English Word	Emotion	Emotion-Intensity-Score	Romanian Word
mislead	anger	0.455	induce în eroare
illicit	anger	0.455	ilicit
troublesome	anger	0.455	supărătoare
clamor	anger	0.455	gălăgie
bayonet	anger	0.453	baionetă
suppress	anger	0.453	suprima
intense	anger	0.453	intens
displeased	anger	0.453	nemulțumit
disapproving	anger	0.453	dezaprobator
hysterical	anger	0.453	isteric
struggle	anger	0.453	lupta
godless	anger	0.453	fără Dumnezeu
desist	anger	0.453	desista
usurped	anger	0.453	uzurpat
despotism	anger	0.453	despotism
disagreeing	anger	0.453	dezacord
bad	anger	0.453	rău
unlawful	anger	0.451	ilegal
wrongly	anger	0.448	gresit
repellent	anger	0.442	respingător
dishonor	anger	0.441	dezonoare
psychosis	anger	0.441	psihoză
wasted	anger	0.441	pierdut
wrongful	anger	0.441	nedreptăţit
foe	anger	0.441	duşman
aversion	anger	0.440	aversiune
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	degetelor
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schismă
upset	anger	0.439	deranjat
effigy	anger	0.439	efigie
punitive	anger	0.439	punitiv
worthless	anger	0.438	fără valoare
separatist	anger	0.438	separatist
ransom	anger	0.438	răscumpărare
deny	anger	0.438	nega
fugitive	anger	0.438	fugar
mucked	anger	0.438	nămol
abandonment	anger	0.438	abandon
irritation	anger	0.438	iritație
deleterious	anger	0.438	dăunătoare
stupidity	anger	0.438	prostie
segregate	anger	0.437	separa
oblivion	anger	0.437	uitare
payback	anger	0.436	rambursare
incongruous	anger	0.435	incongruente
eviction	anger	0.435	evacuare
collusion	anger	0.432	coluziune
rob	anger	0.431	jefuiesc
ravenous	anger	0.429	vorace
overrun	anger	0.429	depășire
infidelity	anger	0.429	infidelitate
harbinger	anger	0.426	vestitor
painful	anger	0.426	dureros
getoverit	anger	0.426	treci peste
martial	anger	0.426	marțială
rejection	anger	0.426	respingere
incredulous	anger	0.426	neîncrezător
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	apărare
enforce	anger	0.424	impune
commotion	anger	0.424	agitaţie
censor	anger	0.424	cenzura
gonorrhea	anger	0.424	gonoree
fraudulent	anger	0.424	necinstit
unsympathetic	anger	0.424	nesimpatic
fallacious	anger	0.424	greșit
greed	anger	0.424	lăcomie
defraud	anger	0.424	frauda
banger	anger	0.424	banger
concealment	anger	0.424	ascundere
fuss	anger	0.424	tam-tam
exasperation	anger	0.424	exasperare
disobedience	anger	0.424	nesupunere
powerful	anger	0.424	puternic
discontent	anger	0.424	nemulţumire
indecency	anger	0.424	indecenţă
sedition	anger	0.422	răzvrătire
deportation	anger	0.422	deportare
cracked	anger	0.422	crăpat
bang	anger	0.422	bang
barb	anger	0.422	ghimpe
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	cur
misrepresented	anger	0.422	denaturat
annoyance	anger	0.422	supărare
scar	anger	0.422	cicatrice
nettle	anger	0.422	urzica
banishment	anger	0.422	alungare
snubbed	anger	0.422	snobit
penitentiary	anger	0.422	penitenciar
penetration	anger	0.422	pătrundere
blatant	anger	0.420	flagrant
force	anger	0.418	forta
perverse	anger	0.415	pervers
wring	anger	0.415	stoarce
bastion	anger	0.413	bastion
grim	anger	0.413	rău
moody	anger	0.412	capricios
tiff	anger	0.412	tiff
nothappy	anger	0.412	nemulțumit
surly	anger	0.412	posac
sordid	anger	0.412	sordid
hunting	anger	0.411	vânătoare
indenture	anger	0.410	contractul
forfeit	anger	0.409	pierdere
areyoukiddingme	anger	0.409	glumești cu mine
reproach	anger	0.409	reproș
sham	anger	0.409	falsă
awful	anger	0.409	îngrozitor
compulsion	anger	0.409	constrângere
implicate	anger	0.409	implica
contradict	anger	0.409	contrazice
inept	anger	0.409	ineptă
supremacy	anger	0.409	supremaţie
sneak	anger	0.409	a strecura
disappoint	anger	0.409	dezamăgi
blockade	anger	0.409	blocadă
detainee	anger	0.409	deţinut
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	mincind
rail	anger	0.406	șină
forsaken	anger	0.406	părăsit
cacophony	anger	0.406	cacofonie
antipathy	anger	0.406	antipatie
wop	anger	0.406	wop
badger	anger	0.406	bursuc
tremor	anger	0.406	tremor
inequality	anger	0.406	inegalitate
delusion	anger	0.406	iluzie
unthinkable	anger	0.406	de necrezut
onerous	anger	0.406	oneros
wrongdoing	anger	0.406	nelegiuire
nuisance	anger	0.406	pacoste
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemic
arguments	anger	0.404	argumente
affront	anger	0.403	afront
traumatic	anger	0.402	traumatic
sodding	anger	0.400	sodding
libel	anger	0.400	calomnie
annoys	anger	0.400	enervează
soslow	anger	0.398	atât de lent
watchout	anger	0.398	ai grija
frenetic	anger	0.397	frenetic
remiss	anger	0.397	neglijent
barge	anger	0.396	şlep
sue	anger	0.394	a da in judecata
keyed	anger	0.394	cu cheie
actionable	anger	0.394	acționabilă
extinguish	anger	0.394	a stinge
fraud	anger	0.394	fraudă
untoward	anger	0.394	neplăcut
illegal	anger	0.394	ilegal
nag	anger	0.394	ponei
boxing	anger	0.394	box
confiscate	anger	0.394	confisca
howl	anger	0.394	urla
whatsthepoint	anger	0.394	care e ideea
rabble	anger	0.394	gloată
unfriendly	anger	0.394	neprietenos
disrespect	anger	0.394	lipsă de respect
dangit	anger	0.394	la naiba
brimstone	anger	0.392	pucioasă
dissolution	anger	0.391	dizolvare
rigged	anger	0.391	trucat
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	cutremur
argh	anger	0.391	argh
pique	anger	0.391	pichet
recklessness	anger	0.391	nepăsare
disagree	anger	0.389	dezacord
lawsuit	anger	0.386	proces
disused	anger	0.382	dezafectat
despair	anger	0.382	disperare
immorality	anger	0.382	imoralitate
coerce	anger	0.379	constrânge
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	sensibil
pokes	anger	0.379	picături
falsification	anger	0.379	falsificare
rifle	anger	0.379	puşcă
sizzle	anger	0.379	sfârâie
incurable	anger	0.379	incurabil
difficulty	anger	0.379	dificultate
sore	anger	0.379	inflamat
picket	anger	0.378	picheta
concussion	anger	0.377	comoție
stuckup	anger	0.375	înțepenit
militia	anger	0.375	miliţie
rawr	anger	0.375	rawr
faulty	anger	0.375	defect
sly	anger	0.375	viclean
disillusionment	anger	0.375	deziluzie
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	capcană
infantile	anger	0.375	infantil
pessimism	anger	0.375	pesimism
remand	anger	0.375	arestare preventivă
cannon	anger	0.375	tun
vindicate	anger	0.371	justifica
inhibit	anger	0.371	inhiba
distressing	anger	0.371	dureros
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizofrenie
skewed	anger	0.368	deformat
disreputable	anger	0.368	de nerespectat
forbidding	anger	0.368	interzicând
conquest	anger	0.367	cucerire
bark	anger	0.365	latra
leukemia	anger	0.365	leucemie
disapprove	anger	0.364	dezaproba
warrior	anger	0.364	războinic
barks	anger	0.364	latra
retarded	anger	0.364	retardat
unhappy	anger	0.364	nefericit
burke	anger	0.364	burke
challenge	anger	0.364	provocare
belt	anger	0.364	centura
litigate	anger	0.359	a litiga
paucity	anger	0.359	sărăcie
opinionated	anger	0.359	părtași
disliked	anger	0.359	ne-a plăcut
aftermath	anger	0.359	Urmări
restriction	anger	0.359	restricţie
cad	anger	0.359	cad
incompetence	anger	0.359	incompetenţă
loudness	anger	0.359	zgomotul
broken	anger	0.359	spart
polemic	anger	0.359	polemică
sectarian	anger	0.359	sectar
controversial	anger	0.359	controversat
interrupting	anger	0.358	întrerupând
fussy	anger	0.357	agitat
wench	anger	0.353	fecioara
remove	anger	0.351	elimina
brat	anger	0.351	ciugul
gruff	anger	0.351	aspru
misbehavior	anger	0.351	abatere disciplinara
scarcity	anger	0.350	deficitul
losing	anger	0.349	pierzând
stigma	anger	0.348	stigmatizarea
deserted	anger	0.348	pustiu
timewasters	anger	0.348	pierde vară
disagreement	anger	0.348	dezacord
defect	anger	0.348	defect
hardened	anger	0.348	întărit
lie	anger	0.348	minciună
ulcer	anger	0.348	ulcer
retract	anger	0.348	retrage
untrustworthy	anger	0.348	nedemn de încredere
pest	anger	0.348	dăunător
disappointed	anger	0.348	dezamăgit
bias	anger	0.345	părtinire
negation	anger	0.344	negare
bothering	anger	0.344	deranjant
stripped	anger	0.344	dezbrăcat
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirat
stingy	anger	0.344	zgârcit
shoddy	anger	0.344	nepotrivit
unreliable	anger	0.344	nesigure
shaky	anger	0.344	tremurat
misleading	anger	0.344	derutant
unsettled	anger	0.344	neasezat
evade	anger	0.344	se sustrage
anxiety	anger	0.344	anxietate
disclaim	anger	0.344	declina
deterioration	anger	0.344	deteriorare
impotence	anger	0.344	impotenţă
interminable	anger	0.343	interminabil
disease	anger	0.341	boala
meddle	anger	0.341	amestec
warp	anger	0.340	urzeală
averse	anger	0.338	potrivnic
infamous	anger	0.338	infam
alcoholism	anger	0.338	alcoolism
row	anger	0.337	rând
staticky	anger	0.336	static
illegitimate	anger	0.333	nelegitim
encumbrance	anger	0.333	grevare
witchcraft	anger	0.333	vrăjitorie
interrupt	anger	0.333	întrerupe
scorpion	anger	0.333	scorpion
ill	anger	0.333	bolnav
sinner	anger	0.331	păcătos
inconsiderate	anger	0.329	nechibzuit
hulk	anger	0.329	hulk
prohibited	anger	0.328	interzisă
dashed	anger	0.328	întreruptă
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	descalificat
spammers	anger	0.328	spammeri
phony	anger	0.328	fals
tighten	anger	0.328	strânge
dislocated	anger	0.328	dislocat
scapegoat	anger	0.328	ţap ispăşitor
victim	anger	0.328	victimă
opponent	anger	0.328	adversar
hiss	anger	0.328	șuierat
crusade	anger	0.328	cruciadă
grumpy	anger	0.328	morocănos
resisting	anger	0.328	rezistând
inappropriate	anger	0.324	nepotrivit
haye	anger	0.324	haye
loss	anger	0.324	pierderi
trickery	anger	0.324	smecherie
eschew	anger	0.324	evita
neglected	anger	0.324	neglijat
canker	anger	0.323	gangrenă
muff	anger	0.318	manşon
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplicitate
criticism	anger	0.318	critică
queues	anger	0.318	cozile
shriek	anger	0.316	ţipăt
depreciate	anger	0.315	deprecia
dismissal	anger	0.312	concediere
chaff	anger	0.312	pleavă
dramaqueen	anger	0.312	dramagina
poverty	anger	0.312	sărăcie
carelessness	anger	0.312	nepăsare
deflate	anger	0.312	dezumfla
dumps	anger	0.312	haldele
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalitate
revving	anger	0.309	treptat
disallowed	anger	0.308	interzisă
boisterous	anger	0.307	gălăgios
thoughtless	anger	0.307	necugetat
burial	anger	0.304	înmormântare
wince	anger	0.303	tresări
theocratic	anger	0.303	teocratic
sullen	anger	0.303	trist
involution	anger	0.300	involuţie
misuse	anger	0.297	abuz
taxed	anger	0.297	impozitate
senseless	anger	0.297	lipsit de sens
talons	anger	0.297	ghearele
stalemate	anger	0.297	impas
getyourown	anger	0.297	ia-ți propriul
hoax	anger	0.297	farsă
depreciated	anger	0.297	amortizate
depressed	anger	0.297	deprimat
wasteful	anger	0.297	risipitor
paralysis	anger	0.295	paralizie
displaced	anger	0.294	deplasat
limited	anger	0.292	limitat
disapointment	anger	0.290	dezamăgire
orc	anger	0.289	orc
ridiculous	anger	0.289	ridicol
homeless	anger	0.288	fără adăpost
spine	anger	0.288	coloana vertebrală
teasing	anger	0.288	tachinarea
presumptuous	anger	0.288	prezumțios
react	anger	0.288	reacţiona
sharpen	anger	0.288	ascuţi
barrier	anger	0.287	barieră
hoot	anger	0.287	hoop
twitchy	anger	0.287	agitat
myopia	anger	0.283	miopie
flexin	anger	0.281	flexină
lagging	anger	0.281	întârziat
contraband	anger	0.281	contrabandă
incompatible	anger	0.281	incompatibil
shiver	anger	0.281	fior
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	se deconectează
delinquent	anger	0.281	delincvent
restitution	anger	0.281	restituire
foray	anger	0.279	incursiune
troll	anger	0.279	revenire
unfairness	anger	0.279	nedreptatea
buffering	anger	0.279	tamponare
noncompliance	anger	0.279	nerespectarea
nether	anger	0.278	de jos
bogus	anger	0.273	fals
immaturity	anger	0.273	imaturitate
uncaring	anger	0.273	nepăsător
bugaboo	anger	0.273	gogoriţă
feisty	anger	0.269	stăruitor
shock	anger	0.269	şoc
humbug	anger	0.266	farfurie
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminism
inoperative	anger	0.266	inoperant
bear	anger	0.266	urs
inconvenient	anger	0.266	incomod
latent	anger	0.266	latent
defendant	anger	0.266	pârât
nopoint	anger	0.266	nici un punct
rapping	anger	0.266	rapând
pry	anger	0.266	desface
quandary	anger	0.266	dilemă
interrupts	anger	0.265	întrerupe
fluctuation	anger	0.265	fluctuaţie
exaggerate	anger	0.263	exagera
lose	anger	0.261	pierde
patter	anger	0.258	bătaie
furnace	anger	0.258	cuptor
stone	anger	0.258	piatră
tease	anger	0.258	şicana
shoplifting	anger	0.258	furtul din magazin
soldier	anger	0.258	soldat
incompetent	anger	0.257	incompetent
indoctrination	anger	0.255	îndoctrinare
rocket	anger	0.250	rachetă
skid	anger	0.250	derapaj
noisy	anger	0.250	zgomotos
notoriety	anger	0.250	notorietate
cane	anger	0.250	baston
unfollow	anger	0.250	nu urmeaza
tripping	anger	0.250	împiedicându-se
attentionseeker	anger	0.250	cerșetor de atenție
mastery	anger	0.250	măiestrie
socialist	anger	0.250	socialist
falsehood	anger	0.250	falsitate
complicate	anger	0.250	complica
lawyer	anger	0.250	avocat
untrue	anger	0.250	neadevărat
nonsense	anger	0.250	Prostii
pouting	anger	0.250	bosumflare
witch	anger	0.242	vrăjitoare
detract	anger	0.242	detrage
obstacle	anger	0.242	obstacol
halter	anger	0.242	ştreang
fenced	anger	0.242	împrejmuit
capslock	anger	0.242	majuscule
dontunderstand	anger	0.242	nu inteleg
vampire	anger	0.242	vampir
ringer	anger	0.242	soneria
frowning	anger	0.239	încruntat
saber	anger	0.238	sabie
hunger	anger	0.235	foame
shell	anger	0.234	coajă
wokemeup	anger	0.234	m-a trezit
recession	anger	0.234	recesiune
failing	anger	0.234	eșuând
dabbling	anger	0.234	barbând
politics	anger	0.234	politică
lava	anger	0.234	lavă
rascal	anger	0.234	ticălos
imtryingtosleep	anger	0.234	incerc sa dorm
tariff	anger	0.234	tarifar
undesirable	anger	0.231	indezirabil
darkness	anger	0.227	întuneric
versus	anger	0.227	impotriva
copycat	anger	0.227	imitator
resign	anger	0.227	demisiona
soaked	anger	0.226	înmuiat
unfulfilled	anger	0.225	neîmplinită
abandoned	anger	0.222	abandonat
unattainable	anger	0.221	de neatins
owing	anger	0.221	datorat
bankruptcy	anger	0.221	faliment
misconception	anger	0.219	concepție greșită
tool	anger	0.219	instrument
warden	anger	0.219	director
compress	anger	0.219	comprima
mosquito	anger	0.219	ţânţar
whiny	anger	0.219	plângă
somethingigetalot	anger	0.219	cevaigetalot
confusion	anger	0.219	confuzie
unhelpful	anger	0.219	nefolositor
twitching	anger	0.219	zvâcniri
nosey	anger	0.213	băgăcios
overpriced	anger	0.212	prea scump
adder	anger	0.212	sumator
harry	anger	0.212	Harry
shortage	anger	0.212	deficit
melodrama	anger	0.212	melodramă
possession	anger	0.206	deţinere
desert	anger	0.206	deşert
overplayed	anger	0.206	suprajucat
unpaid	anger	0.203	neplătită
powerless	anger	0.203	neputincios
sentence	anger	0.203	propoziție
inefficient	anger	0.203	ineficace
arraignment	anger	0.203	trimiterea în judecată
pout	anger	0.203	puf
unlucky	anger	0.203	ghinionist
rook	anger	0.203	turnul
backbone	anger	0.203	coloana vertebrală
uninvited	anger	0.203	neinvitat
court	anger	0.199	tribunal
endless	anger	0.198	fără sfârşit
adverts	anger	0.197	reclame
distracted	anger	0.197	distras
delay	anger	0.197	întârziere
misstatement	anger	0.197	denaturare
misunderstanding	anger	0.195	neînţelegere
inadmissible	anger	0.191	inadmisibil
excite	anger	0.191	excita
lightning	anger	0.189	fulger
preclude	anger	0.188	exclude
mournful	anger	0.188	jale
insecure	anger	0.188	nesigur
incase	anger	0.188	in caz
mutter	anger	0.182	murmura
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	reclamant
insist	anger	0.182	insista
mistress	anger	0.182	amantă
distracting	anger	0.182	distragerea atenției
opium	anger	0.180	opiu
deserve	anger	0.176	merita
willful	anger	0.176	voinic
treat	anger	0.175	trata
insists	anger	0.175	insistă
excitation	anger	0.172	excitaţie
mighty	anger	0.172	puternic
liberate	anger	0.172	elibera
indecisive	anger	0.172	nehotărâtă
hormonal	anger	0.172	hormonale
peice	anger	0.172	bucată
gibberish	anger	0.172	farfurie
misplace	anger	0.172	gresit
fee	anger	0.172	taxa
thanksalot	anger	0.172	Mulţumesc mult
fleece	anger	0.172	lână
yelp	anger	0.168	scheunat
mule	anger	0.167	catâr
unequal	anger	0.167	inegal
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	negociere
insufficiency	anger	0.167	insuficienţă
insignificant	anger	0.167	nesemnificativ
attentionseekers	anger	0.163	cautatori de atentie
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatism
forearm	anger	0.156	antebraț
indifference	anger	0.156	indiferenţă
underpaid	anger	0.152	prost plătită
involvement	anger	0.152	implicare
justthebeginning	anger	0.152	doar începutul
disinformation	anger	0.152	dezinformare
uncertain	anger	0.152	incert
bee	anger	0.152	albina
attorney	anger	0.152	avocat
pretending	anger	0.152	prefăcându-se
campaigning	anger	0.151	campanie
hopelessness	anger	0.149	deznădejde
feeling	anger	0.147	sentiment
legalized	anger	0.145	legalizat
caution	anger	0.145	prudență
sterling	anger	0.141	sterlină
morals	anger	0.141	morala
subsidy	anger	0.141	subvenţie
obliging	anger	0.141	obligator
wimpy	anger	0.140	slăbănog
bummer	anger	0.139	păcat
saloon	anger	0.136	salon
blemish	anger	0.136	cusur
misspell	anger	0.136	Scris greșit
repay	anger	0.136	rambursa
surcharge	anger	0.136	suprataxă
geez	anger	0.136	naiba
birch	anger	0.135	mesteacăn
noob	anger	0.133	noob
honk	anger	0.133	claxona
orchestra	anger	0.132	orchestră
wireless	anger	0.125	fără fir
competitive	anger	0.125	competitiv
standstill	anger	0.125	oprire
inattention	anger	0.121	neatenţie
reversal	anger	0.121	inversare
lace	anger	0.118	dantelă
elbow	anger	0.117	cot
instinctive	anger	0.112	instinctiv
chant	anger	0.111	cântare
gnome	anger	0.109	gnom
lonely	anger	0.109	singuratic
tolerate	anger	0.106	tolera
management	anger	0.102	management
advocacy	anger	0.100	advocacy
moral	anger	0.094	morală
roadworks	anger	0.091	lucrări de drumuri
honest	anger	0.087	sincer
gent	anger	0.076	gent
forgetful	anger	0.076	uituc
liquor	anger	0.075	lichior
money	anger	0.074	bani
hood	anger	0.071	glugă
curriculum	anger	0.063	curriculum
words	anger	0.062	cuvinte
smell	anger	0.061	miros
playful	anger	0.061	jucăuş
opera	anger	0.061	operă
elf	anger	0.061	elf
nurture	anger	0.059	hrăni
trumpet	anger	0.059	trompeta
counsellor	anger	0.059	consilier
asleeep	anger	0.059	adormit
birthplace	anger	0.051	locul naşterii
ribbon	anger	0.047	panglică
youth	anger	0.045	tineret
vote	anger	0.045	vot
cash	anger	0.039	bani lichizi
wannasleep	anger	0.031	vreau sa dorm
waffle	anger	0.030	vafa
dame	anger	0.030	doamnă
buffet	anger	0.029	bufet
celebrity	anger	0.026	celebritate
sisterhood	anger	0.015	fraternitate
autocorrect	anger	0.015	corectare automată
musical	anger	0.011	muzical
tree	anger	0.000	copac
anticipation	anticipation	0.859	anticipare
excited	anticipation	0.859	excitat
excitement	anticipation	0.820	entuziasm
anticipate	anticipation	0.820	anticipa
