English Word	Emotion	Emotion-Intensity-Score	Tamil Word
bigoted	anger	0.530	மதவெறியர்
fiesty	anger	0.530	உக்கிரமான
offender	anger	0.530	குற்றவாளி
dictatorial	anger	0.530	சர்வாதிகார
hassle	anger	0.530	தொந்தரவு
dissonance	anger	0.530	அதிருப்தி
tackled	anger	0.530	தடுக்கப்படும்
renegade	anger	0.529	துரோகி
cantstandit	anger	0.529	நிற்க முடியாது
trespass	anger	0.529	அத்துமீறல்
hot	anger	0.529	சூடான
prison	anger	0.529	சிறையில்
suicide	anger	0.521	தற்கொலை
annoy	anger	0.520	எரிச்சலூட்டு
leavemealone	anger	0.517	மிட்டாய்
cretins	anger	0.516	கிரெடின்கள்
depravity	anger	0.516	சீரழிவு
idiotic	anger	0.516	முட்டாள்
dishonest	anger	0.516	நேர்மையற்ற
distrust	anger	0.516	அவநம்பிக்கை
broil	anger	0.516	வறுக்கவும்
grrr	anger	0.516	grrr
criticize	anger	0.516	விமர்சிக்கிறார்கள்
inimical	anger	0.516	விரோதமான
tortious	anger	0.516	கொடூரமான
prisoner	anger	0.516	கைதி
treason	anger	0.516	துரோகம்
divorce	anger	0.516	விவாகரத்து
venting	anger	0.516	காற்றோட்டம்
duress	anger	0.516	வற்புறுத்தல்
disrespectful	anger	0.516	மரியாதையற்ற
poaching	anger	0.515	வேட்டையாடுதல்
scold	anger	0.515	திட்டு
poachers	anger	0.515	வேட்டையாடுபவர்கள்
pow	anger	0.515	பவ்
hangry	anger	0.515	பசி
argumentation	anger	0.515	வாதம்
frustrating	anger	0.515	ஏமாற்றம்
unkind	anger	0.515	இரக்கமற்ற
roar	anger	0.515	கர்ஜனை
coercion	anger	0.515	வற்புறுத்தல்
unforgiving	anger	0.515	மன்னிக்காத
grump	anger	0.515	முணுமுணுப்பு
bile	anger	0.515	பித்தம்
unleash	anger	0.515	கட்டவிழ்த்துவிடுங்கள்
chaos	anger	0.515	குழப்பம்
victimized	anger	0.515	பாதிக்கப்பட்டது
jerks	anger	0.515	முட்டாள்கள்
tussle	anger	0.514	சண்டை
bane	anger	0.511	தடை
accusation	anger	0.510	குற்றச்சாட்டு
enmity	anger	0.510	பகை
repudiation	anger	0.510	நிராகரிப்பு
banish	anger	0.509	விரட்டு
disfigured	anger	0.508	சிதைக்கப்பட்டது
storm	anger	0.507	புயல்
crazy	anger	0.500	பைத்தியம்
hammering	anger	0.500	சுத்தியல்
defy	anger	0.500	மீறுகின்றனர்
antithesis	anger	0.500	எதிர்ப்பு
scoff	anger	0.500	கிண்டல்
anguish	anger	0.500	வேதனை
confined	anger	0.500	கட்டுப்படுத்தப்பட்டது
fear	anger	0.500	பயம்
bout	anger	0.500	போட்
unruly	anger	0.500	கட்டுக்கடங்காத
delusional	anger	0.500	மாயை
obstruct	anger	0.500	தடை
possessed	anger	0.500	உடையது
injustice	anger	0.500	அநீதி
fervor	anger	0.500	உக்கிரம்
spear	anger	0.500	ஈட்டி
derision	anger	0.500	ஏளனம்
intractable	anger	0.500	தீர்க்க முடியாத
reject	anger	0.500	நிராகரிக்கின்றன
dominate	anger	0.500	ஆதிக்கம் செலுத்துகின்றன
ordeal	anger	0.500	சோதனை
banished	anger	0.500	நாடுகடத்தப்பட்டது
rejects	anger	0.500	நிராகரிக்கிறார்
shun	anger	0.500	தவிர்க்கவும்
brunt	anger	0.500	கடுமையான
derogation	anger	0.500	இழிவு
frenzied	anger	0.500	வெறிகொண்ட
animus	anger	0.500	அனிமஸ்
suppression	anger	0.500	அடக்குதல்
malpractice	anger	0.500	முறைகேடு
brazen	anger	0.500	வெட்கக்கேடான
foaming	anger	0.500	நுரை பொங்கும்
disrupting	anger	0.500	இடையூறு செய்யும்
nobodycares	anger	0.500	யாரும் கவலைப்படுவதில்லை
patronising	anger	0.500	ஆதரவளிக்கும்
getoveryourself	anger	0.495	உங்களை நீங்களே பெறுங்கள்
toughness	anger	0.492	கடினத்தன்மை
stupidpeople	anger	0.492	முட்டாள் மக்கள்
madness	anger	0.491	பைத்தியக்காரத்தனம்
sinful	anger	0.491	பாவம்
avarice	anger	0.490	பேராசை
oppress	anger	0.490	ஒடுக்கு
cutting	anger	0.485	வெட்டுதல்
anathema	anger	0.485	அனாதிமா
annoyed	anger	0.485	எரிச்சலடைந்தார்
dissident	anger	0.485	எதிர்ப்பாளர்
demand	anger	0.485	கோரிக்கை
usurp	anger	0.485	அபகரித்தல்
claw	anger	0.485	நகம்
alienate	anger	0.485	அந்நியப்படுத்த
infraction	anger	0.485	மீறல்
avenger	anger	0.485	பழிவாங்குபவர்
revoke	anger	0.485	திரும்பப் பெறு
smuggler	anger	0.485	கடத்தல்காரன்
abolish	anger	0.485	ஒழிக்க
fricking	anger	0.485	உறுத்தல்
stayaway	anger	0.485	விலகி இருங்கள்
pervert	anger	0.485	வக்கிரமான
disservice	anger	0.485	அவமதிப்பு
disobedient	anger	0.485	கீழ்ப்படியாத
incest	anger	0.485	உறவுமுறை
complaint	anger	0.485	புகார்
disapproved	anger	0.485	ஏற்கவில்லை
inhuman	anger	0.485	மனிதாபிமானமற்ற
mocking	anger	0.484	கிண்டல்
penalty	anger	0.484	தண்டம்
renounce	anger	0.484	துறக்க
restrain	anger	0.484	கட்டுப்படுத்து
upheaval	anger	0.484	எழுச்சி
deceit	anger	0.484	வஞ்சகம்
obnoxious	anger	0.484	அருவருப்பான
imprisoned	anger	0.484	சிறையில் அடைக்கப்பட்டார்
strained	anger	0.484	திரிபுபடுத்தப்பட்டது
blame	anger	0.484	பழி
oust	anger	0.484	வெளியேற்று
litigious	anger	0.484	வழக்குக்குரிய
rivalry	anger	0.484	போட்டி
sucker	anger	0.484	உறிஞ்சுபவன்
opposed	anger	0.484	எதிர்த்தார்கள்
thresh	anger	0.484	கதிரடி
disgrace	anger	0.484	அவமானம்
suspicious	anger	0.484	சந்தேகத்திற்குரிய
turbulence	anger	0.483	கொந்தளிப்பு
pound	anger	0.481	பவுண்டு
coldness	anger	0.477	குளிர்ச்சி
ungrateful	anger	0.472	நன்றியற்ற
stoopid	anger	0.471	ஸ்டோபிட்
battalion	anger	0.471	படையணி
feudalism	anger	0.470	நிலப்பிரபுத்துவம்
hostage	anger	0.470	பணயக்கைதி
annoying	anger	0.470	எரிச்சலூட்டும்
dispossessed	anger	0.470	வெளியேற்றப்பட்டது
subversion	anger	0.470	அடிபணிதல்
friction	anger	0.470	உராய்வு
jealous	anger	0.470	பொறாமை
adversity	anger	0.470	துன்பம்
infidel	anger	0.470	காஃபிர்
gall	anger	0.470	பித்தப்பை
accuser	anger	0.470	குற்றம் சாட்டுபவர்
ram	anger	0.470	ரேம்
armament	anger	0.470	ஆயுதம்
thump	anger	0.469	முட்டி
dislike	anger	0.469	வெறுப்பு
steal	anger	0.469	திருடுகிறார்கள்
backoff	anger	0.469	பின்வாங்குதல்
stifled	anger	0.469	திணறடித்தது
incite	anger	0.469	தூண்டிவிடுதல்
distress	anger	0.469	துன்பம்
angermanagement	anger	0.469	கோப மேலாண்மை
selfish	anger	0.469	சுயநலவாதி
injury	anger	0.469	காயம்
exile	anger	0.469	நாடு கடத்தல்
insanity	anger	0.469	பைத்தியக்காரத்தனம்
offense	anger	0.469	குற்றம்
objection	anger	0.469	ஆட்சேபனை
smother	anger	0.469	அடக்கி
disruption	anger	0.469	இடையூறு
intolerance	anger	0.469	சகிப்பின்மை
disobey	anger	0.469	கீழ்ப்படியவில்லை
selfishness	anger	0.469	சுயநலம்
recidivism	anger	0.469	மறுபரிசீலனை
subversive	anger	0.469	நாசகார
huff	anger	0.469	ஒலி
plunder	anger	0.469	கொள்ளையடித்தல்
opposition	anger	0.469	எதிர்ப்பு
complain	anger	0.469	புகார்
perpetrator	anger	0.469	குற்றவாளி
simmer	anger	0.469	வேகவைக்கவும்
areyoukidding	anger	0.468	நீங்கள் கேலி செய்கிறீர்கள்
mug	anger	0.467	குவளை
agony	anger	0.465	வேதனை
arrogant	anger	0.461	திமிர்பிடித்த
sux	anger	0.456	sux
vent	anger	0.456	காற்றோட்டம்
elimination	anger	0.456	நீக்குதல்
picketing	anger	0.456	மறியல்
haughty	anger	0.456	ஆணவம்
grated	anger	0.455	தட்டி
flagrant	anger	0.455	அப்பட்டமான
busted	anger	0.455	உடைந்தது
crabby	anger	0.455	நண்டு
dying	anger	0.455	இறக்கும்
idiocy	anger	0.455	முட்டாள்தனம்
impermeable	anger	0.455	ஊடுருவ முடியாத
stubbed	anger	0.455	தடுமாறின
illegality	anger	0.455	சட்டவிரோதம்
veto	anger	0.455	தடுப்பதிகார
constraint	anger	0.455	கட்டுப்பாடு
mislead	anger	0.455	தவறாக வழிநடத்துகிறது
illicit	anger	0.455	சட்டவிரோத
troublesome	anger	0.455	தொந்தரவான
clamor	anger	0.455	ஆரவரம்
bayonet	anger	0.453	பயோனெட்
suppress	anger	0.453	அடக்கி
intense	anger	0.453	தீவிரமான
displeased	anger	0.453	அதிருப்தி
disapproving	anger	0.453	ஏற்காதது
hysterical	anger	0.453	வெறித்தனமான
struggle	anger	0.453	போராட்டம்
godless	anger	0.453	கடவுளற்ற
desist	anger	0.453	விலக்கு
usurped	anger	0.453	அபகரித்தது
despotism	anger	0.453	சர்வாதிகாரம்
disagreeing	anger	0.453	உடன்படவில்லை
bad	anger	0.453	மோசமான
unlawful	anger	0.451	சட்டவிரோதமானது
wrongly	anger	0.448	தவறாக
repellent	anger	0.442	விரட்டும்
dishonor	anger	0.441	அவமதிப்பு
psychosis	anger	0.441	மனநோய்
wasted	anger	0.441	வீணானது
wrongful	anger	0.441	தவறான
foe	anger	0.441	எதிரி
aversion	anger	0.440	வெறுப்பு
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	முழங்கால்கள்
ultimatum	anger	0.439	இறுதி எச்சரிக்கை
schism	anger	0.439	பிளவு
upset	anger	0.439	வருத்தம்
effigy	anger	0.439	உருவ பொம்மை
punitive	anger	0.439	தண்டனைக்குரிய
