English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
abolish	anger	0.485	цуцлах
fricking	anger	0.485	үрэвсэх
stayaway	anger	0.485	хол бай
pervert	anger	0.485	гажуудсан
disservice	anger	0.485	муу үйлчилгээ
disobedient	anger	0.485	дуулгаваргүй
incest	anger	0.485	цус ойртолт
complaint	anger	0.485	гомдол
disapproved	anger	0.485	зөвшөөрөөгүй
inhuman	anger	0.485	хүнлэг бус
mocking	anger	0.484	шоолж байна
penalty	anger	0.484	торгууль
renounce	anger	0.484	татгалзах
restrain	anger	0.484	хязгаарлах
upheaval	anger	0.484	үймээн самуун
deceit	anger	0.484	хууран мэхлэлт
obnoxious	anger	0.484	зэвүүн
imprisoned	anger	0.484	шоронд хоригдсон
strained	anger	0.484	хурцадсан
blame	anger	0.484	буруутгах
oust	anger	0.484	хөөх
litigious	anger	0.484	маргаантай
rivalry	anger	0.484	өрсөлдөөн
sucker	anger	0.484	сорогч
opposed	anger	0.484	эсэргүүцсэн
thresh	anger	0.484	үтрэм
disgrace	anger	0.484	гутамшиг
suspicious	anger	0.484	сэжигтэй
turbulence	anger	0.483	үймээн самуун
pound	anger	0.481	фунт
coldness	anger	0.477	хүйтэн байдал
ungrateful	anger	0.472	талархалгүй
stoopid	anger	0.471	бөхийсөн
battalion	anger	0.471	батальон
feudalism	anger	0.470	феодализм
hostage	anger	0.470	барьцаалагдсан
annoying	anger	0.470	ядаргаатай
dispossessed	anger	0.470	эзэнгүй болсон
subversion	anger	0.470	хорлон сүйтгэх
friction	anger	0.470	үрэлт
jealous	anger	0.470	хартай
adversity	anger	0.470	гай зовлон
infidel	anger	0.470	үл итгэгч
gall	anger	0.470	цөс
accuser	anger	0.470	буруутгагч
ram	anger	0.470	хуц
armament	anger	0.470	зэвсэглэл
thump	anger	0.469	цохих
dislike	anger	0.469	дургүй
steal	anger	0.469	хулгайлах
backoff	anger	0.469	ухрах
stifled	anger	0.469	боомилсон
incite	anger	0.469	өдөөх
distress	anger	0.469	зовлон
angermanagement	anger	0.469	уураа барих
selfish	anger	0.469	хувиа хичээсэн
injury	anger	0.469	гэмтэл
exile	anger	0.469	цөллөг
insanity	anger	0.469	галзуурал
offense	anger	0.469	гэмт хэрэг
objection	anger	0.469	эсэргүүцэл
smother	anger	0.469	боох
disruption	anger	0.469	тасалдал
intolerance	anger	0.469	үл тэвчих
disobey	anger	0.469	дуулгаваргүй байх
selfishness	anger	0.469	хувиа хичээсэн байдал
recidivism	anger	0.469	давтан гэмт хэрэг
subversive	anger	0.469	хорлон сүйтгэгч
huff	anger	0.469	хафф
plunder	anger	0.469	дээрэмдэх
opposition	anger	0.469	сөрөг хүчин
complain	anger	0.469	гомдоллох
perpetrator	anger	0.469	гэмт хэрэгтэн
simmer	anger	0.469	буцалгана
areyoukidding	anger	0.468	тоглож байна уу
mug	anger	0.467	аяга
agony	anger	0.465	зовлон шаналал
arrogant	anger	0.461	ихэмсэг
sux	anger	0.456	сукс
vent	anger	0.456	агааржуулалт
elimination	anger	0.456	арилгах
picketing	anger	0.456	пикет хийх
haughty	anger	0.456	ихэмсэг
grated	anger	0.455	сараалжтай
flagrant	anger	0.455	илт
busted	anger	0.455	таслагдсан
crabby	anger	0.455	crabby
dying	anger	0.455	үхэж байна
idiocy	anger	0.455	тэнэглэл
impermeable	anger	0.455	ус үл нэвтрэх
stubbed	anger	0.455	бүдгэрсэн
illegality	anger	0.455	хууль бус байдал
veto	anger	0.455	хориг тавих
constraint	anger	0.455	хязгаарлалт
mislead	anger	0.455	төөрөгдүүлэх
illicit	anger	0.455	хууль бус
troublesome	anger	0.455	асуудалтай
clamor	anger	0.455	шуугиан
bayonet	anger	0.453	жад
suppress	anger	0.453	дарах
intense	anger	0.453	эрчимтэй
displeased	anger	0.453	дургүйцсэн
disapproving	anger	0.453	зөвшөөрөхгүй байна
hysterical	anger	0.453	гистерик
struggle	anger	0.453	тэмцэл
godless	anger	0.453	бурхангүй
desist	anger	0.453	болих
usurped	anger	0.453	булаан авсан
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	санал нийлэхгүй байна
bad	anger	0.453	муу
unlawful	anger	0.451	хууль бус
wrongly	anger	0.448	буруу
repellent	anger	0.442	зэвүүн
dishonor	anger	0.441	нэр төргүй
psychosis	anger	0.441	сэтгэцийн эмгэг
wasted	anger	0.441	дэмий үрсэн
wrongful	anger	0.441	буруутай
foe	anger	0.441	дайсан
aversion	anger	0.440	дургүйцэл
gahhh	anger	0.439	гахай
knuckles	anger	0.439	зангилаа
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	хуваагдал
upset	anger	0.439	бухимдсан
effigy	anger	0.439	дүрслэл
punitive	anger	0.439	шийтгэлтэй
worthless	anger	0.438	үнэ цэнэгүй
separatist	anger	0.438	салан тусгаарлагч
ransom	anger	0.438	золиос
deny	anger	0.438	үгүйсгэх
fugitive	anger	0.438	оргодол
mucked	anger	0.438	бузарласан
abandonment	anger	0.438	орхих
irritation	anger	0.438	цочрол
deleterious	anger	0.438	хор хөнөөлтэй
stupidity	anger	0.438	тэнэглэл
segregate	anger	0.437	тусгаарлах
oblivion	anger	0.437	мартагдах
payback	anger	0.436	буцааж төлөх
incongruous	anger	0.435	үл нийцэх
eviction	anger	0.435	нүүлгэн шилжүүлэх
collusion	anger	0.432	хуйвалдаан
rob	anger	0.431	дээрэмдэх
ravenous	anger	0.429	харгис
overrun	anger	0.429	хэтрүүлсэн
infidelity	anger	0.429	үнэнч бус байдал
harbinger	anger	0.426	мэдээлэгч
painful	anger	0.426	өвдөлттэй
getoverit	anger	0.426	энд хүрээд ир
martial	anger	0.426	тулааны
rejection	anger	0.426	татгалзах
incredulous	anger	0.426	итгэмээргүй
stupidrain	anger	0.426	тэнэг
defense	anger	0.425	хамгаалалт
enforce	anger	0.424	хэрэгжүүлэх
commotion	anger	0.424	үймээн самуун
censor	anger	0.424	цензур
gonorrhea	anger	0.424	заг хүйтэн
fraudulent	anger	0.424	луйварчин
unsympathetic	anger	0.424	өрөвдөхгүй
fallacious	anger	0.424	хуурамч
greed	anger	0.424	шунал
defraud	anger	0.424	залилан мэхлэх
banger	anger	0.424	бангер
concealment	anger	0.424	далдлах
fuss	anger	0.424	үймээн самуун
exasperation	anger	0.424	бухимдал
disobedience	anger	0.424	дуулгаваргүй байдал
powerful	anger	0.424	хүчирхэг
discontent	anger	0.424	сэтгэл дундуур байна
indecency	anger	0.424	ёс зүйгүй байдал
sedition	anger	0.422	үймээн самуун
deportation	anger	0.422	албадан гаргах
cracked	anger	0.422	хагарсан
bang	anger	0.422	bang
barb	anger	0.422	өргөс
duel	anger	0.422	тулаан
sarcasm	anger	0.422	ёжлол
cur	anger	0.422	cur
misrepresented	anger	0.422	буруу илэрхийлсэн
annoyance	anger	0.422	бухимдал
scar	anger	0.422	сорви
nettle	anger	0.422	хамхуул
banishment	anger	0.422	хөөн зайлуулах
snubbed	anger	0.422	няцаав
penitentiary	anger	0.422	хорих анги
penetration	anger	0.422	нэвтрэлт
blatant	anger	0.420	илт
force	anger	0.418	хүч
perverse	anger	0.415	гажуудсан
wring	anger	0.415	шахах
bastion	anger	0.413	бастион
grim	anger	0.413	баргар
moody	anger	0.412	ааш муутай
tiff	anger	0.412	тифф
nothappy	anger	0.412	аз жаргалтай биш
surly	anger	0.412	ширүүн
sordid	anger	0.412	муухай
hunting	anger	0.411	ан хийх
indenture	anger	0.410	гэрээ
forfeit	anger	0.409	алдах
areyoukiddingme	anger	0.409	надаар тоглоод байна уу
reproach	anger	0.409	зэмлэх
sham	anger	0.409	хуурамч
awful	anger	0.409	аймшигтай
compulsion	anger	0.409	албадлага
implicate	anger	0.409	далдлах
contradict	anger	0.409	зөрчилдөх
inept	anger	0.409	чадваргүй
supremacy	anger	0.409	давамгайлал
sneak	anger	0.409	сэмхэн
disappoint	anger	0.409	урам хугарах
blockade	anger	0.409	бүслэлт
detainee	anger	0.409	хоригдол
cantwin	anger	0.409	кантвин
squelch	anger	0.409	чимээ шуугиан
lying	anger	0.408	худлаа
rail	anger	0.406	төмөр зам
forsaken	anger	0.406	орхисон
cacophony	anger	0.406	какофони
antipathy	anger	0.406	антипати
wop	anger	0.406	хөөх
badger	anger	0.406	дорго
tremor	anger	0.406	чичиргээ
inequality	anger	0.406	тэгш бус байдал
delusion	anger	0.406	төөрөгдөл
unthinkable	anger	0.406	төсөөлшгүй
onerous	anger	0.406	хүнд хэцүү
wrongdoing	anger	0.406	буруу үйлдэл
nuisance	anger	0.406	таагүй байдал
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	халдвар дэгдэлт
arguments	anger	0.404	аргументууд
affront	anger	0.403	доромжлох
traumatic	anger	0.402	гэмтэлтэй
sodding	anger	0.400	содлох
libel	anger	0.400	гүтгэлэг
annoys	anger	0.400	бухимдуулдаг
soslow	anger	0.398	маш удаан
watchout	anger	0.398	болгоомжтой
frenetic	anger	0.397	галзуу
remiss	anger	0.397	өршөөл
barge	anger	0.396	барж
sue	anger	0.394	шүүхээр заалдах
keyed	anger	0.394	түлхүүртэй
actionable	anger	0.394	үйлдэл хийх боломжтой
extinguish	anger	0.394	унтраах
fraud	anger	0.394	залилан
untoward	anger	0.394	таагүй
illegal	anger	0.394	хууль бус
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	хураах
howl	anger	0.394	орилох
whatsthepoint	anger	0.394	юу вэ
rabble	anger	0.394	бужигнаан
unfriendly	anger	0.394	нөхөрсөг бус
disrespect	anger	0.394	үл хүндэтгэх
dangit	anger	0.394	новш гэж
brimstone	anger	0.392	хүхэр
dissolution	anger	0.391	татан буулгах
rigged	anger	0.391	залилан хийсэн
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	газар хөдлөлт
argh	anger	0.391	арх
pique	anger	0.391	пик
recklessness	anger	0.391	болгоомжгүй байдал
disagree	anger	0.389	санал нийлэхгүй байна
lawsuit	anger	0.386	нэхэмжлэл
disused	anger	0.382	ашиглагдаагүй
despair	anger	0.382	цөхрөл
immorality	anger	0.382	ёс суртахуунгүй байдал
coerce	anger	0.379	албадлага
firstworldprobs	anger	0.379	анхны ертөнцийн асуудал
touchy	anger	0.379	мэдрэгчтэй
pokes	anger	0.379	нудрах
falsification	anger	0.379	хуурамчаар үйлдэх
rifle	anger	0.379	винтов
sizzle	anger	0.379	чичиргээ
incurable	anger	0.379	эдгэршгүй
difficulty	anger	0.379	хүндрэл
sore	anger	0.379	өвдөж байна
picket	anger	0.378	пикет
concussion	anger	0.377	тархины доргилт
stuckup	anger	0.375	хамраа сөхсөн
militia	anger	0.375	цагдаа
rawr	anger	0.375	түүхий
faulty	anger	0.375	алдаатай
sly	anger	0.375	зальтай
disillusionment	anger	0.375	урам хугарах
petpeeve	anger	0.375	Петпив
pitfall	anger	0.375	урхи
infantile	anger	0.375	нялх хүүхэд
pessimism	anger	0.375	гутранги үзэл
remand	anger	0.375	цагдан хорих
cannon	anger	0.375	их буу
vindicate	anger	0.371	зөвтгөх
inhibit	anger	0.371	дарангуйлах
distressing	anger	0.371	зовлонтой
nepotism	anger	0.371	непотизм
schizophrenia	anger	0.369	шизофрени
skewed	anger	0.368	хазайсан
disreputable	anger	0.368	нэр хүндгүй
forbidding	anger	0.368	хориглох
conquest	anger	0.367	байлдан дагуулалт
bark	anger	0.365	холтос
leukemia	anger	0.365	лейкеми
disapprove	anger	0.364	зөвшөөрөхгүй
warrior	anger	0.364	дайчин
barks	anger	0.364	хуцдаг
retarded	anger	0.364	хоцрогдсон
unhappy	anger	0.364	аз жаргалгүй
burke	anger	0.364	Берк
challenge	anger	0.364	сорилт
belt	anger	0.364	бүс
litigate	anger	0.359	шүүх
paucity	anger	0.359	хомсдол
opinionated	anger	0.359	үзэл бодолтой
disliked	anger	0.359	дургүй
aftermath	anger	0.359	дараа
restriction	anger	0.359	хязгаарлалт
cad	anger	0.359	cad
incompetence	anger	0.359	чадваргүй байдал
loudness	anger	0.359	чанга
broken	anger	0.359	эвдэрсэн
polemic	anger	0.359	полемик
sectarian	anger	0.359	шашны
controversial	anger	0.359	маргаантай
interrupting	anger	0.358	тасалдуулж байна
fussy	anger	0.357	уймраа
wench	anger	0.353	венч
remove	anger	0.351	арилгах
brat	anger	0.351	хүүхэлдэй
gruff	anger	0.351	ширүүн
misbehavior	anger	0.351	буруу зан үйл
scarcity	anger	0.350	хомсдол
losing	anger	0.349	алдаж байна
stigma	anger	0.348	гутаан доромжлол
deserted	anger	0.348	цөлжсөн
timewasters	anger	0.348	цаг үрэгчид
disagreement	anger	0.348	санал зөрөлдөөн
defect	anger	0.348	согог
hardened	anger	0.348	хатуурсан
lie	anger	0.348	худлаа
ulcer	anger	0.348	шархлаа
retract	anger	0.348	татах
untrustworthy	anger	0.348	найдваргүй
pest	anger	0.348	хортон шавьж
disappointed	anger	0.348	сэтгэл дундуур байна
bias	anger	0.345	хазайлт
negation	anger	0.344	үгүйсгэх
bothering	anger	0.344	санаа зовох
stripped	anger	0.344	хуулагдсан
antisocial	anger	0.344	нийгмийн эсрэг
pirate	anger	0.344	далайн дээрэмчин
stingy	anger	0.344	хомс
shoddy	anger	0.344	чанаргүй
unreliable	anger	0.344	найдваргүй
shaky	anger	0.344	сэгсэрнэ
misleading	anger	0.344	ташаа мэдээлэл өгөх
unsettled	anger	0.344	тогтворгүй
evade	anger	0.344	зугтах
anxiety	anger	0.344	түгшүүр
disclaim	anger	0.344	татгалзах
deterioration	anger	0.344	муудах
impotence	anger	0.344	бэлгийн сулрал
interminable	anger	0.343	эцэс төгсгөлгүй
disease	anger	0.341	өвчин
meddle	anger	0.341	хөндлөнгөөс оролцох
warp	anger	0.340	нугалах
averse	anger	0.338	дургүй
infamous	anger	0.338	гутамшигтай
alcoholism	anger	0.338	архидалт
row	anger	0.337	эгнээ
staticky	anger	0.336	хөдөлгөөнгүй
illegitimate	anger	0.333	хууль бус
encumbrance	anger	0.333	ачаалал
