English Word	Emotion	Emotion-Intensity-Score	Danish Word
idiocy	anger	0.455	idioti
impermeable	anger	0.455	uigennemtrængelige
stubbed	anger	0.455	stubbet
illegality	anger	0.455	ulovlighed
veto	anger	0.455	veto
constraint	anger	0.455	begrænsning
mislead	anger	0.455	vildlede
illicit	anger	0.455	ulovlig
troublesome	anger	0.455	besværligt
clamor	anger	0.455	larm
bayonet	anger	0.453	bajonet
suppress	anger	0.453	undertrykke
intense	anger	0.453	intens
displeased	anger	0.453	utilfreds
disapproving	anger	0.453	misbilligende
hysterical	anger	0.453	hysterisk
struggle	anger	0.453	kamp
godless	anger	0.453	gudløs
desist	anger	0.453	afstå
usurped	anger	0.453	tilranet sig
despotism	anger	0.453	despoti
disagreeing	anger	0.453	uenig
bad	anger	0.453	dårligt
unlawful	anger	0.451	ulovlig
wrongly	anger	0.448	forkert
repellent	anger	0.442	frastødende
dishonor	anger	0.441	vanære
psychosis	anger	0.441	psykose
wasted	anger	0.441	spildt
wrongful	anger	0.441	uretmæssigt
foe	anger	0.441	fjende
aversion	anger	0.440	aversion
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knoer
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	skisma
upset	anger	0.439	ked af det
effigy	anger	0.439	afbildning
punitive	anger	0.439	straffende
worthless	anger	0.438	værdiløs
separatist	anger	0.438	separatist
ransom	anger	0.438	løsepenge
deny	anger	0.438	nægte
fugitive	anger	0.438	flygtning
mucked	anger	0.438	møget
abandonment	anger	0.438	opgivelse
irritation	anger	0.438	irritation
deleterious	anger	0.438	skadelig
stupidity	anger	0.438	dumhed
segregate	anger	0.437	udskille
oblivion	anger	0.437	glemsel
payback	anger	0.436	hævn
incongruous	anger	0.435	uoverensstemmende
eviction	anger	0.435	udsættelse
collusion	anger	0.432	hemmeligt samarbejde
rob	anger	0.431	røve
ravenous	anger	0.429	glubende
overrun	anger	0.429	overrendt
infidelity	anger	0.429	utroskab
harbinger	anger	0.426	varsel
painful	anger	0.426	smertefuld
getoverit	anger	0.426	kom over det
martial	anger	0.426	martial
rejection	anger	0.426	afvisning
incredulous	anger	0.426	vantro
stupidrain	anger	0.426	stupidræn
defense	anger	0.425	forsvar
enforce	anger	0.424	håndhæve
commotion	anger	0.424	tumult
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonoré
fraudulent	anger	0.424	svigagtig
unsympathetic	anger	0.424	usympatiske
fallacious	anger	0.424	fejlagtigt
greed	anger	0.424	grådighed
defraud	anger	0.424	bedrage
banger	anger	0.424	banger
concealment	anger	0.424	fortielse
fuss	anger	0.424	ballade
exasperation	anger	0.424	irritation
disobedience	anger	0.424	ulydighed
powerful	anger	0.424	magtfulde
discontent	anger	0.424	utilfredshed
indecency	anger	0.424	uanstændighed
sedition	anger	0.422	oprør
deportation	anger	0.422	udvisning
cracked	anger	0.422	revnet
bang	anger	0.422	knald
barb	anger	0.422	modhage
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	forkert fremstillet
annoyance	anger	0.422	irritation
scar	anger	0.422	ar
nettle	anger	0.422	brændenælde
banishment	anger	0.422	forvisning
snubbed	anger	0.422	snuppede
penitentiary	anger	0.422	tugthus
penetration	anger	0.422	trænge ind
blatant	anger	0.420	åbenlys
force	anger	0.418	kraft
perverse	anger	0.415	pervers
wring	anger	0.415	vride
bastion	anger	0.413	bastion
grim	anger	0.413	barsk
moody	anger	0.412	humørfyldt
tiff	anger	0.412	tiff
nothappy	anger	0.412	ikke glad
surly	anger	0.412	surt
sordid	anger	0.412	elendigt
hunting	anger	0.411	jagt
indenture	anger	0.410	kontrakt
forfeit	anger	0.409	fortabes
areyoukiddingme	anger	0.409	laver du sjov med mig
reproach	anger	0.409	bebrejdelse
sham	anger	0.409	falsk
awful	anger	0.409	forfærdelig
compulsion	anger	0.409	tvang
implicate	anger	0.409	implicere
contradict	anger	0.409	modsige
inept	anger	0.409	uduelig
supremacy	anger	0.409	overhøjhed
sneak	anger	0.409	snige sig
disappoint	anger	0.409	skuffe
blockade	anger	0.409	blokade
detainee	anger	0.409	tilbageholdt
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	at lyve
rail	anger	0.406	skinne
forsaken	anger	0.406	forladt
cacophony	anger	0.406	kakofoni
antipathy	anger	0.406	antipati
wop	anger	0.406	wop
badger	anger	0.406	grævling
tremor	anger	0.406	rysten
inequality	anger	0.406	ulighed
delusion	anger	0.406	vrangforestilling
unthinkable	anger	0.406	utænkelig
onerous	anger	0.406	besværlig
wrongdoing	anger	0.406	forseelse
nuisance	anger	0.406	plage
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argumenter
affront	anger	0.403	fornærmelse
traumatic	anger	0.402	traumatisk
sodding	anger	0.400	sodding
libel	anger	0.400	bagvaskelse
annoys	anger	0.400	irriterer
soslow	anger	0.398	så langsom
watchout	anger	0.398	pas på
frenetic	anger	0.397	frenetisk
remiss	anger	0.397	efterlade
barge	anger	0.396	pram
sue	anger	0.394	sagsøge
keyed	anger	0.394	tastet
actionable	anger	0.394	handlingsegnet
extinguish	anger	0.394	slukke
fraud	anger	0.394	svig
untoward	anger	0.394	uheldig
illegal	anger	0.394	ulovlig
nag	anger	0.394	nag
boxing	anger	0.394	boksning
confiscate	anger	0.394	konfiskere
howl	anger	0.394	hyle
whatsthepoint	anger	0.394	hvad er pointen
rabble	anger	0.394	rabalder
unfriendly	anger	0.394	uvenlig
disrespect	anger	0.394	respektløshed
dangit	anger	0.394	pokkers
brimstone	anger	0.392	svovl
dissolution	anger	0.391	opløsning
rigged	anger	0.391	rigget
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	jordskælv
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	hensynsløshed
disagree	anger	0.389	være uenig
lawsuit	anger	0.386	retssag
disused	anger	0.382	nedlagt
despair	anger	0.382	fortvivlelse
immorality	anger	0.382	umoral
coerce	anger	0.379	tvinge
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	rørende
pokes	anger	0.379	stikker
falsification	anger	0.379	forfalskning
rifle	anger	0.379	riffel
sizzle	anger	0.379	syde
incurable	anger	0.379	uhelbredelig
difficulty	anger	0.379	vanskelighed
sore	anger	0.379	øm
picket	anger	0.378	strejke
concussion	anger	0.377	hjernerystelse
stuckup	anger	0.375	fastlåst
militia	anger	0.375	milits
rawr	anger	0.375	rawr
faulty	anger	0.375	defekt
sly	anger	0.375	snu
disillusionment	anger	0.375	desillusion
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	faldgrube
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimisme
remand	anger	0.375	varetægtsfængsling
cannon	anger	0.375	kanon
vindicate	anger	0.371	forsvare
inhibit	anger	0.371	inhibere
distressing	anger	0.371	foruroligende
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofreni
skewed	anger	0.368	skævt
disreputable	anger	0.368	uansete
forbidding	anger	0.368	forbyder
conquest	anger	0.367	erobring
bark	anger	0.365	bark
leukemia	anger	0.365	leukæmi
disapprove	anger	0.364	misbillige
warrior	anger	0.364	kriger
barks	anger	0.364	gøer
retarded	anger	0.364	retarderet
unhappy	anger	0.364	ulykkelig
burke	anger	0.364	burke
challenge	anger	0.364	udfordring
belt	anger	0.364	bælte
litigate	anger	0.359	retsforfølge
paucity	anger	0.359	knaphed
opinionated	anger	0.359	meningsfuld
disliked	anger	0.359	ikke kunne lide
aftermath	anger	0.359	eftervirkninger
restriction	anger	0.359	begrænsning
cad	anger	0.359	cad
incompetence	anger	0.359	inkompetence
loudness	anger	0.359	lydstyrke
broken	anger	0.359	gået i stykker
polemic	anger	0.359	polemik
sectarian	anger	0.359	sekterisk
controversial	anger	0.359	kontroversielle
interrupting	anger	0.358	afbryde
fussy	anger	0.357	kræsen
wench	anger	0.353	pige
remove	anger	0.351	fjerne
brat	anger	0.351	møgunge
gruff	anger	0.351	barsk
misbehavior	anger	0.351	dårlig opførsel
scarcity	anger	0.350	mangel
losing	anger	0.349	tabe
stigma	anger	0.348	stigma
deserted	anger	0.348	øde
timewasters	anger	0.348	tidsspildere
disagreement	anger	0.348	uenighed
defect	anger	0.348	defekt
hardened	anger	0.348	hærdet
lie	anger	0.348	ligge
ulcer	anger	0.348	mavesår
retract	anger	0.348	trække tilbage
untrustworthy	anger	0.348	utroværdig
pest	anger	0.348	skadedyr
disappointed	anger	0.348	skuffet
bias	anger	0.345	partiskhed
negation	anger	0.344	negation
bothering	anger	0.344	generer
stripped	anger	0.344	strippet
antisocial	anger	0.344	asocial
pirate	anger	0.344	pirat
stingy	anger	0.344	nærig
shoddy	anger	0.344	sjusket
unreliable	anger	0.344	upålidelige
shaky	anger	0.344	rystende
misleading	anger	0.344	misvisende
unsettled	anger	0.344	uafklaret
evade	anger	0.344	unddrage sig
anxiety	anger	0.344	angst
disclaim	anger	0.344	fraskrive sig
deterioration	anger	0.344	forringelse
impotence	anger	0.344	impotens
interminable	anger	0.343	uendelig
disease	anger	0.341	sygdom
meddle	anger	0.341	blande sig
warp	anger	0.340	kæde
averse	anger	0.338	modvillig
infamous	anger	0.338	berygtede
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	række
staticky	anger	0.336	statisk
illegitimate	anger	0.333	uægte
encumbrance	anger	0.333	hæftelse
witchcraft	anger	0.333	hekseri
interrupt	anger	0.333	afbryde
scorpion	anger	0.333	skorpion
ill	anger	0.333	syg
sinner	anger	0.331	synder
inconsiderate	anger	0.329	hensynsløs
hulk	anger	0.329	hulk
prohibited	anger	0.328	forbudt
dashed	anger	0.328	stiplet
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalificeret
spammers	anger	0.328	spammere
phony	anger	0.328	falsk
tighten	anger	0.328	stramme
dislocated	anger	0.328	forskudt
scapegoat	anger	0.328	syndebuk
victim	anger	0.328	offer
opponent	anger	0.328	modstander
hiss	anger	0.328	hvisle
crusade	anger	0.328	korstog
grumpy	anger	0.328	gnaven
resisting	anger	0.328	gør modstand
inappropriate	anger	0.324	upassende
haye	anger	0.324	hø
loss	anger	0.324	tab
trickery	anger	0.324	tricks
eschew	anger	0.324	tage afstand
neglected	anger	0.324	forsømt
canker	anger	0.323	kræft
muff	anger	0.318	muffe
crunch	anger	0.318	knas
duplicity	anger	0.318	dobbelthed
criticism	anger	0.318	kritik
queues	anger	0.318	køer
shriek	anger	0.316	hyl
depreciate	anger	0.315	afskrive
dismissal	anger	0.312	afskedigelse
chaff	anger	0.312	avner
dramaqueen	anger	0.312	drama Queen
poverty	anger	0.312	fattigdom
carelessness	anger	0.312	ligegyldighed
deflate	anger	0.312	tømme luften ud
dumps	anger	0.312	lossepladser
dupe	anger	0.312	dupe
mortality	anger	0.312	dødelighed
revving	anger	0.309	revving
disallowed	anger	0.308	ikke tilladt
boisterous	anger	0.307	larmende
thoughtless	anger	0.307	tankeløs
burial	anger	0.304	begravelse
wince	anger	0.303	krybe
theocratic	anger	0.303	teokratiske
sullen	anger	0.303	surmulende
involution	anger	0.300	involution
misuse	anger	0.297	misbruge
taxed	anger	0.297	beskattes
senseless	anger	0.297	meningsløs
talons	anger	0.297	kløer
stalemate	anger	0.297	dødvande
getyourown	anger	0.297	få din egen
hoax	anger	0.297	fupnummer
depreciated	anger	0.297	afskrevet
depressed	anger	0.297	deprimeret
wasteful	anger	0.297	ødsel
paralysis	anger	0.295	lammelse
displaced	anger	0.294	fortrængt
limited	anger	0.292	begrænset
disapointment	anger	0.290	skuffelse
orc	anger	0.289	orc
ridiculous	anger	0.289	latterlig
homeless	anger	0.288	hjemløs
spine	anger	0.288	rygrad
teasing	anger	0.288	drilleri
presumptuous	anger	0.288	formastelig
react	anger	0.288	reagere
sharpen	anger	0.288	skærpe
barrier	anger	0.287	barriere
hoot	anger	0.287	tude
twitchy	anger	0.287	rystende
myopia	anger	0.283	nærsynethed
flexin	anger	0.281	flexin
lagging	anger	0.281	halter
contraband	anger	0.281	kontrabande
incompatible	anger	0.281	uforenelig
shiver	anger	0.281	gyse
spam	anger	0.281	spam
agh	anger	0.281	ah
disconnects	anger	0.281	afbryder forbindelsen
delinquent	anger	0.281	kriminel
restitution	anger	0.281	restitution
foray	anger	0.279	strejftog
troll	anger	0.279	trold
unfairness	anger	0.279	uretfærdighed
buffering	anger	0.279	buffering
noncompliance	anger	0.279	manglende overholdelse
nether	anger	0.278	nedenunder
bogus	anger	0.273	falsk
immaturity	anger	0.273	umodenhed
uncaring	anger	0.273	ligeglad
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	stød
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorgenperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	uvirksom
bear	anger	0.266	bjørn
inconvenient	anger	0.266	ubelejligt
latent	anger	0.266	latent
defendant	anger	0.266	tiltalte
nopoint	anger	0.266	ingen pointe
rapping	anger	0.266	rappe
pry	anger	0.266	lirke
quandary	anger	0.266	dilemma
interrupts	anger	0.265	afbryder
fluctuation	anger	0.265	fluktuation
exaggerate	anger	0.263	overdrive
lose	anger	0.261	tabe
patter	anger	0.258	klappe
furnace	anger	0.258	ovn
stone	anger	0.258	sten-
tease	anger	0.258	drille
shoplifting	anger	0.258	butikstyveri
soldier	anger	0.258	soldat
incompetent	anger	0.257	inkompetent
indoctrination	anger	0.255	indoktrinering
rocket	anger	0.250	raket
skid	anger	0.250	udskridning
noisy	anger	0.250	støjende
notoriety	anger	0.250	berygtethed
cane	anger	0.250	sukkerrør
unfollow	anger	0.250	stoppe med at følge
tripping	anger	0.250	snubler
attentionseeker	anger	0.250	opmærksomhedssøgende
mastery	anger	0.250	beherskelse
socialist	anger	0.250	socialist
falsehood	anger	0.250	falskhed
complicate	anger	0.250	komplicere
lawyer	anger	0.250	jurist
untrue	anger	0.250	usandt
nonsense	anger	0.250	nonsens
pouting	anger	0.250	trutmund
witch	anger	0.242	heks
detract	anger	0.242	forringe
obstacle	anger	0.242	hindring
halter	anger	0.242	grime
fenced	anger	0.242	indhegnet
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	forstår ikke
vampire	anger	0.242	vampyr
ringer	anger	0.242	ringetone
frowning	anger	0.239	rynker panden
saber	anger	0.238	sabel
hunger	anger	0.235	sult
shell	anger	0.234	skal
wokemeup	anger	0.234	vækkede mig
recession	anger	0.234	recession
failing	anger	0.234	fejler
dabbling	anger	0.234	dabler
politics	anger	0.234	politik
lava	anger	0.234	lava
rascal	anger	0.234	slyngel
imtryingtosleep	anger	0.234	prøver at sove
tariff	anger	0.234	tarif
undesirable	anger	0.231	uønsket
darkness	anger	0.227	mørke
versus	anger	0.227	imod
copycat	anger	0.227	copycat
resign	anger	0.227	træde tilbage
soaked	anger	0.226	gennemblødt
unfulfilled	anger	0.225	uopfyldt
abandoned	anger	0.222	forladt
unattainable	anger	0.221	Uopnålig
owing	anger	0.221	skylder
bankruptcy	anger	0.221	konkurs
misconception	anger	0.219	misforståelse
tool	anger	0.219	værktøj
warden	anger	0.219	fængselsinspektør
compress	anger	0.219	komprimere
mosquito	anger	0.219	myg
whiny	anger	0.219	klynkende
somethingigetalot	anger	0.219	noget meget
confusion	anger	0.219	forvirring
unhelpful	anger	0.219	ubehjælpsomt
twitching	anger	0.219	trækninger
nosey	anger	0.213	nysgerrig
overpriced	anger	0.212	overpris
adder	anger	0.212	hugorm
harry	anger	0.212	harry
shortage	anger	0.212	mangel
melodrama	anger	0.212	melodrama
possession	anger	0.206	besiddelse
desert	anger	0.206	ørken
overplayed	anger	0.206	overspillet
unpaid	anger	0.203	ulønnet
powerless	anger	0.203	magtesløs
sentence	anger	0.203	dømme
inefficient	anger	0.203	ineffektiv
arraignment	anger	0.203	anklage
pout	anger	0.203	surmule
unlucky	anger	0.203	uheldig
rook	anger	0.203	tårn
backbone	anger	0.203	rygrad
uninvited	anger	0.203	uopfordret
court	anger	0.199	ret
endless	anger	0.198	endeløs
adverts	anger	0.197	annoncer
distracted	anger	0.197	distraheret
delay	anger	0.197	forsinke
misstatement	anger	0.197	fejlinformation
misunderstanding	anger	0.195	misforståelse
inadmissible	anger	0.191	uantagelig
excite	anger	0.191	ophidse
lightning	anger	0.189	lyn
preclude	anger	0.188	udelukke
mournful	anger	0.188	sørgmodig
insecure	anger	0.188	usikker
incase	anger	0.188	i tilfælde af
mutter	anger	0.182	mumle
pare	anger	0.182	pare
rating	anger	0.182	bedømmelse
claimant	anger	0.182	sagsøger
insist	anger	0.182	insistere
mistress	anger	0.182	elskerinde
distracting	anger	0.182	distraherende
opium	anger	0.180	opium
deserve	anger	0.176	fortjener
willful	anger	0.176	forsætlig
treat	anger	0.175	behandle
insists	anger	0.175	insisterer
excitation	anger	0.172	excitation
mighty	anger	0.172	mægtig
liberate	anger	0.172	befri
indecisive	anger	0.172	ubeslutsom
hormonal	anger	0.172	hormonelle
peice	anger	0.172	stykke
gibberish	anger	0.172	sludder
misplace	anger	0.172	malplaceret
fee	anger	0.172	betaling
thanksalot	anger	0.172	mange tak
fleece	anger	0.172	fleece
yelp	anger	0.168	yp
mule	anger	0.167	muldyr
unequal	anger	0.167	ulige
hamstring	anger	0.167	baglår
bargaining	anger	0.167	forhandlinger
insufficiency	anger	0.167	insufficiens
insignificant	anger	0.167	ubetydelig
attentionseekers	anger	0.163	opmærksomhedssøgende
coop	anger	0.156	samarbejde
rheumatism	anger	0.156	gigt
forearm	anger	0.156	underarm
indifference	anger	0.156	ligegyldighed
underpaid	anger	0.152	underbetalt
involvement	anger	0.152	involvering
justthebeginning	anger	0.152	lige begyndelsen
disinformation	anger	0.152	desinformation
uncertain	anger	0.152	usikker
bee	anger	0.152	bi
attorney	anger	0.152	advokat
pretending	anger	0.152	lade som om
campaigning	anger	0.151	kampagne
hopelessness	anger	0.149	håbløshed
feeling	anger	0.147	følelse
legalized	anger	0.145	legaliseret
caution	anger	0.145	Advarsel
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	tilskud
obliging	anger	0.141	forpligtende
wimpy	anger	0.140	fjollet
bummer	anger	0.139	øv bøv
saloon	anger	0.136	salon
blemish	anger	0.136	skamplet
misspell	anger	0.136	stavefejl
repay	anger	0.136	tilbagebetale
surcharge	anger	0.136	ekstragebyr
geez	anger	0.136	pys
birch	anger	0.135	birk
noob	anger	0.133	nybegynder
honk	anger	0.133	tude
orchestra	anger	0.132	orkester
wireless	anger	0.125	trådløs
competitive	anger	0.125	konkurrencedygtige
standstill	anger	0.125	stilstand
inattention	anger	0.121	uopmærksomhed
reversal	anger	0.121	vending
lace	anger	0.118	blonder
elbow	anger	0.117	albue
instinctive	anger	0.112	instinktiv
chant	anger	0.111	sang
gnome	anger	0.109	nisse
lonely	anger	0.109	ensom
tolerate	anger	0.106	tolerere
management	anger	0.102	ledelse
advocacy	anger	0.100	fortalervirksomhed
moral	anger	0.094	moralsk
roadworks	anger	0.091	vejarbejde
honest	anger	0.087	ærlig
gent	anger	0.076	gent
forgetful	anger	0.076	glemsom
liquor	anger	0.075	spiritus
money	anger	0.074	penge
hood	anger	0.071	hætte
curriculum	anger	0.063	læseplan
words	anger	0.062	ord
smell	anger	0.061	lugt
playful	anger	0.061	legende
opera	anger	0.061	opera
elf	anger	0.061	nisse
nurture	anger	0.059	pleje
trumpet	anger	0.059	trompet
counsellor	anger	0.059	rådgiver
asleeep	anger	0.059	sover
birthplace	anger	0.051	fødested
ribbon	anger	0.047	bånd
youth	anger	0.045	ungdom
vote	anger	0.045	stemme
cash	anger	0.039	kontanter
wannasleep	anger	0.031	vil sove
waffle	anger	0.030	vaffel
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	berømthed
sisterhood	anger	0.015	søsterskab
autocorrect	anger	0.015	autokorrektur
musical	anger	0.011	musikalsk
tree	anger	0.000	træ
anticipation	anticipation	0.859	forventning
excited	anticipation	0.859	begejstret
excitement	anticipation	0.820	spænding
anticipate	anticipation	0.820	foregribe
eagerness	anticipation	0.812	Iver
exciting	anticipation	0.797	spændende
expectant	anticipation	0.789	forventningsfulde
thrilling	anticipation	0.781	spændende
hope	anticipation	0.773	håber
quest	anticipation	0.766	søgen
countdown	anticipation	0.750	nedtælling
start	anticipation	0.750	Start
anticipatory	anticipation	0.750	foregribende
adventure	anticipation	0.750	eventyr
