English Word	Emotion	Emotion-Intensity-Score	Somali Word
accuser	anger	0.470	eedaysane
ram	anger	0.470	wan
armament	anger	0.470	hubaynta
thump	anger	0.469	tumasho
dislike	anger	0.469	necbahay
steal	anger	0.469	xado
backoff	anger	0.469	dib u dhac
stifled	anger	0.469	cabudhin
incite	anger	0.469	kicin
distress	anger	0.469	cidhiidhi
angermanagement	anger	0.469	xanaaqid
selfish	anger	0.469	danayste
injury	anger	0.469	dhaawac
exile	anger	0.469	masaafurisay
insanity	anger	0.469	waalli
offense	anger	0.469	gaf
objection	anger	0.469	diidmo
smother	anger	0.469	qiiq
disruption	anger	0.469	carqaladayn
intolerance	anger	0.469	dulqaadasho
disobey	anger	0.469	caasiyo
selfishness	anger	0.469	danaysi
recidivism	anger	0.469	dib-u-celinta
subversive	anger	0.469	qaran dumis
huff	anger	0.469	huf
plunder	anger	0.469	dhaca
opposition	anger	0.469	mucaaradnimo
complain	anger	0.469	cabasho
perpetrator	anger	0.469	dembiilaha
simmer	anger	0.469	karkari
areyoukidding	anger	0.468	ma kaftameysaa
mug	anger	0.467	koob
agony	anger	0.465	xanuun
arrogant	anger	0.461	kibirsan
sux	anger	0.456	sux
vent	anger	0.456	hawo
elimination	anger	0.456	tirtirid
picketing	anger	0.456	qaadid
haughty	anger	0.456	kibirsan
grated	anger	0.455	daadi
flagrant	anger	0.455	cad
busted	anger	0.455	bustay
crabby	anger	0.455	waalan
dying	anger	0.455	dhimanaya
idiocy	anger	0.455	nacasnimo
impermeable	anger	0.455	aan laga gudbi karin
stubbed	anger	0.455	madax adag
illegality	anger	0.455	sharci darro
veto	anger	0.455	diidmada qayaxan
constraint	anger	0.455	xannibid
mislead	anger	0.455	marin habaabin
illicit	anger	0.455	xaaraan ah
troublesome	anger	0.455	dhib badan
clamor	anger	0.455	qaylo
bayonet	anger	0.453	bayonet
suppress	anger	0.453	cabudhin
intense	anger	0.453	daran
displeased	anger	0.453	xanaaqsan
disapproving	anger	0.453	diidmo
hysterical	anger	0.453	xiiqsan
struggle	anger	0.453	halgan
godless	anger	0.453	cibaado la'aan
desist	anger	0.453	joojin
usurped	anger	0.453	la qabsaday
despotism	anger	0.453	niyad jab
disagreeing	anger	0.453	khilaafsan
bad	anger	0.453	xun
unlawful	anger	0.451	sharci darro ah
wrongly	anger	0.448	si qaldan
repellent	anger	0.442	celisa
dishonor	anger	0.441	sharaf dhac
psychosis	anger	0.441	cilmi nafsi
wasted	anger	0.441	khasaaray
wrongful	anger	0.441	gardaran
foe	anger	0.441	cadow
aversion	anger	0.440	nacayb
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	jilbaha
ultimatum	anger	0.439	ugu danbayn
schism	anger	0.439	qallafsanaan
upset	anger	0.439	xanaaqsan
effigy	anger	0.439	muuqaal
punitive	anger	0.439	ciqaabid
worthless	anger	0.438	aan qiimo lahayn
separatist	anger	0.438	gooni goosad
ransom	anger	0.438	madax furasho
deny	anger	0.438	diidid
fugitive	anger	0.438	baxsad ah
mucked	anger	0.438	xamaasad
abandonment	anger	0.438	ka tegid
irritation	anger	0.438	xanaaqid
deleterious	anger	0.438	tir tiraya
stupidity	anger	0.438	nacasnimo
segregate	anger	0.437	kala saarid
oblivion	anger	0.437	ilowsho
payback	anger	0.436	dib u celin
incongruous	anger	0.435	aan isqaban karin
eviction	anger	0.435	guri ka saarid
collusion	anger	0.432	wadashaqayn
rob	anger	0.431	dhac
ravenous	anger	0.429	hunguri weyn
overrun	anger	0.429	buuxdhaafay
infidelity	anger	0.429	gaalnimo
harbinger	anger	0.426	hargab
painful	anger	0.426	xanuun badan
getoverit	anger	0.426	getoverit
martial	anger	0.426	dagaal
rejection	anger	0.426	diidmo
incredulous	anger	0.426	cajiib ah
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	difaaca
enforce	anger	0.424	dhaqangelin
commotion	anger	0.424	buuqa
censor	anger	0.424	faafreeb
gonorrhea	anger	0.424	jabtada
fraudulent	anger	0.424	khayaano
unsympathetic	anger	0.424	naxariis la'aan
fallacious	anger	0.424	dhalanteed
greed	anger	0.424	bakhaylnimo
defraud	anger	0.424	khiyaamo
banger	anger	0.424	banger
concealment	anger	0.424	qarin
fuss	anger	0.424	buuqid
exasperation	anger	0.424	xanaaqid
disobedience	anger	0.424	caasinimo
powerful	anger	0.424	awood leh
discontent	anger	0.424	niyad jab
indecency	anger	0.424	edeb darro
sedition	anger	0.422	fidno
deportation	anger	0.422	masaafurinta
cracked	anger	0.422	dillaacay
bang	anger	0.422	bang
barb	anger	0.422	baraf
duel	anger	0.422	dagaal
sarcasm	anger	0.422	jeesjees
cur	anger	0.422	cur
misrepresented	anger	0.422	si khaldan loo sheegay
annoyance	anger	0.422	xanaaqid
scar	anger	0.422	nabar
nettle	anger	0.422	shabag
banishment	anger	0.422	ka saarid
snubbed	anger	0.422	dhuuqay
penitentiary	anger	0.422	xabsiga
penetration	anger	0.422	dhexgalka
blatant	anger	0.420	cad
force	anger	0.418	xoog
perverse	anger	0.415	qalloocan
wring	anger	0.415	maroojin
bastion	anger	0.413	saldhig
grim	anger	0.413	murugo
moody	anger	0.412	niyad
tiff	anger	0.412	tiff
nothappy	anger	0.412	aan faraxsanayn
surly	anger	0.412	qallafsan
sordid	anger	0.412	sirdid
hunting	anger	0.411	ugaarsi
indenture	anger	0.410	galmood
forfeit	anger	0.409	lumin
areyoukiddingme	anger	0.409	waad iga qoslisay
reproach	anger	0.409	cay
sham	anger	0.409	ceeb
awful	anger	0.409	aad u xun
compulsion	anger	0.409	qasab
implicate	anger	0.409	maldahan
contradict	anger	0.409	khilaafsan
inept	anger	0.409	aan qummanayn
supremacy	anger	0.409	sareyn
sneak	anger	0.409	dhuumasho
disappoint	anger	0.409	niyad jab
blockade	anger	0.409	xannibid
detainee	anger	0.409	maxbuus
cantwin	anger	0.409	cantwin
squelch	anger	0.409	xajin
lying	anger	0.408	been sheegid
rail	anger	0.406	tareenka
forsaken	anger	0.406	laga tagay
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	nacaybka
wop	anger	0.406	wop
badger	anger	0.406	bajaaj
tremor	anger	0.406	gariir
inequality	anger	0.406	sinnaan la'aan
delusion	anger	0.406	dhalanteed
unthinkable	anger	0.406	aan la malayn karin
onerous	anger	0.406	xanaaqsan
wrongdoing	anger	0.406	xumaan
nuisance	anger	0.406	dhib
scrapie	anger	0.406	xoqid
epidemic	anger	0.406	xanuun saf-mar ah
arguments	anger	0.404	doodaha
affront	anger	0.403	aflagaado
traumatic	anger	0.402	naxdin leh
sodding	anger	0.400	sariirta
libel	anger	0.400	cay
annoys	anger	0.400	ka cadhaysiiso
soslow	anger	0.398	soslow
watchout	anger	0.398	ka digtoonow
frenetic	anger	0.397	frenetic
remiss	anger	0.397	iska dhaaf
barge	anger	0.396	bajaaj
sue	anger	0.394	dacwayn
keyed	anger	0.394	furtey
actionable	anger	0.394	waxqabad leh
extinguish	anger	0.394	dami
fraud	anger	0.394	khiyaamo
untoward	anger	0.394	u jeedsan
illegal	anger	0.394	sharci darro ah
nag	anger	0.394	nag
boxing	anger	0.394	feerka
confiscate	anger	0.394	la wareego
howl	anger	0.394	baroor
whatsthepoint	anger	0.394	maxaa dan ah
rabble	anger	0.394	rabbuun
unfriendly	anger	0.394	saaxiibtinimo la'aan
disrespect	anger	0.394	ixtiraam darro
dangit	anger	0.394	dangiit
brimstone	anger	0.392	baaruud
dissolution	anger	0.391	kala dirid
rigged	anger	0.391	khiyaano
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	dhulgariir
argh	anger	0.391	argti
pique	anger	0.391	pique
recklessness	anger	0.391	taxadar la'aan
disagree	anger	0.389	khilaafsan
lawsuit	anger	0.386	dacwad
disused	anger	0.382	la isticmaalo
despair	anger	0.382	quusasho
immorality	anger	0.382	anshax xumo
coerce	anger	0.379	qasbid
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	taabasho leh
pokes	anger	0.379	turub
falsification	anger	0.379	been abuurasho
rifle	anger	0.379	qoriga
sizzle	anger	0.379	sixir
incurable	anger	0.379	aan dawo lahayn
difficulty	anger	0.379	dhib
sore	anger	0.379	xanuun
picket	anger	0.378	qaado
concussion	anger	0.377	gariir
stuckup	anger	0.375	ku dheggan
militia	anger	0.375	maleeshiyo
rawr	anger	0.375	ceeriin
faulty	anger	0.375	khalad ah
sly	anger	0.375	khiyaano
disillusionment	anger	0.375	niyad jab
petpeeve	anger	0.375	peeve xayawaanka
pitfall	anger	0.375	dabin
infantile	anger	0.375	dhallaan
pessimism	anger	0.375	rajo xumo
remand	anger	0.375	dib u celin
cannon	anger	0.375	madfac
vindicate	anger	0.371	caddaymo
inhibit	anger	0.371	joojiso
distressing	anger	0.371	murugo leh
nepotism	anger	0.371	qaraabo kiil
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	qalloocan
disreputable	anger	0.368	sumcad xumo
forbidding	anger	0.368	mamnuucid
conquest	anger	0.367	qabsasho
bark	anger	0.365	jilif
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	diidaan
warrior	anger	0.364	dagaalyahan
barks	anger	0.364	jilif
retarded	anger	0.364	dib u dhac
unhappy	anger	0.364	aan faraxsanayn
burke	anger	0.364	burke
challenge	anger	0.364	loolan
belt	anger	0.364	suunka
litigate	anger	0.359	dacwad
paucity	anger	0.359	yarayn
opinionated	anger	0.359	fikir ahaan
disliked	anger	0.359	necbahay
aftermath	anger	0.359	ka dib
restriction	anger	0.359	xaddidid
cad	anger	0.359	cad
incompetence	anger	0.359	karti darro
loudness	anger	0.359	qaylo
broken	anger	0.359	jabay
polemic	anger	0.359	caqiidada
sectarian	anger	0.359	kooxeed
controversial	anger	0.359	muran badan
interrupting	anger	0.358	kala gooyn
fussy	anger	0.357	xanaaqsan
wench	anger	0.353	wench
remove	anger	0.351	ka saar
brat	anger	0.351	geesinimo
gruff	anger	0.351	ciil
misbehavior	anger	0.351	dhaqan xumo
scarcity	anger	0.350	yaraan
losing	anger	0.349	lumin
stigma	anger	0.348	ceebayn
deserted	anger	0.348	cidla ah
timewasters	anger	0.348	waqti lumis
disagreement	anger	0.348	khilaaf
defect	anger	0.348	cillad
hardened	anger	0.348	qallafsanaan
lie	anger	0.348	been sheegid
ulcer	anger	0.348	boog
retract	anger	0.348	ka noqosho
untrustworthy	anger	0.348	aan la aamini karin
pest	anger	0.348	cayayaan
disappointed	anger	0.348	niyad jabay
bias	anger	0.345	eex
negation	anger	0.344	diidmo
bothering	anger	0.344	dhibaysa
stripped	anger	0.344	qaawiyey
antisocial	anger	0.344	bulshada ka soo horjeeda
pirate	anger	0.344	budhcad badeed
stingy	anger	0.344	bakhaylnimo
shoddy	anger	0.344	xishood badan
unreliable	anger	0.344	aan la isku halayn karin
shaky	anger	0.344	gariirsan
misleading	anger	0.344	marin habaabin
unsettled	anger	0.344	degganayn
evade	anger	0.344	ka cararid
anxiety	anger	0.344	walaac
disclaim	anger	0.344	diidmo
deterioration	anger	0.344	xumaan
impotence	anger	0.344	awood la'aan
interminable	anger	0.343	kala go'an
disease	anger	0.341	cudur
meddle	anger	0.341	faragelin
warp	anger	0.340	dagaal
averse	anger	0.338	diidid
infamous	anger	0.338	magac xumo
alcoholism	anger	0.338	khamriga
row	anger	0.337	saf
staticky	anger	0.336	fadhiid ah
illegitimate	anger	0.333	aan sharci ahayn
encumbrance	anger	0.333	cudud
witchcraft	anger	0.333	sixirka
interrupt	anger	0.333	ka joojin
scorpion	anger	0.333	Dabaqoollo
ill	anger	0.333	xanuunsan
sinner	anger	0.331	dembiile
inconsiderate	anger	0.329	aan laga fiirsan
hulk	anger	0.329	hulk
prohibited	anger	0.328	mamnuuc
dashed	anger	0.328	tuurtay
brrr	anger	0.328	brr
fib	anger	0.328	fib
disqualified	anger	0.328	u qalmin
spammers	anger	0.328	spammers
phony	anger	0.328	xishood
tighten	anger	0.328	adkayn
dislocated	anger	0.328	kala daadsan
scapegoat	anger	0.328	rigoore
victim	anger	0.328	dhibane
opponent	anger	0.328	ka soo horjeeda
hiss	anger	0.328	foodhyo
crusade	anger	0.328	saliib
grumpy	anger	0.328	xanaaqsan
resisting	anger	0.328	iska caabin
inappropriate	anger	0.324	aan habboonayn
haye	anger	0.324	haye
loss	anger	0.324	khasaaro
trickery	anger	0.324	khiyaano
eschew	anger	0.324	ka baxso
neglected	anger	0.324	dayacan
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	cufan
duplicity	anger	0.318	labalaabid
criticism	anger	0.318	dhaleecayn
queues	anger	0.318	safafka
shriek	anger	0.316	qaylo
depreciate	anger	0.315	qiimo dhimis
dismissal	anger	0.312	cayrin
chaff	anger	0.312	buunshaha
dramaqueen	anger	0.312	riwaayado
poverty	anger	0.312	faqrinimo
carelessness	anger	0.312	taxadar la'aan
deflate	anger	0.312	deflate
dumps	anger	0.312	daadinta
dupe	anger	0.312	dupe
mortality	anger	0.312	dhimashada
revving	anger	0.309	dib u soo noolaynta
disallowed	anger	0.308	la diiday
boisterous	anger	0.307	qaylo badan
thoughtless	anger	0.307	fikir la'aan
burial	anger	0.304	xabaal
wince	anger	0.303	guulayso
theocratic	anger	0.303	teocratic
sullen	anger	0.303	murugaysan
involution	anger	0.300	dhalanteed
misuse	anger	0.297	si xun u isticmaal
taxed	anger	0.297	la canshuuro
senseless	anger	0.297	caqli-xumo
talons	anger	0.297	taallo
stalemate	anger	0.297	ismarinwaad
getyourown	anger	0.297	ka helay
hoax	anger	0.297	been abuur
depreciated	anger	0.297	hoos u dhacay
depressed	anger	0.297	niyad jabsan
wasteful	anger	0.297	qashin
paralysis	anger	0.295	curyaannimo
displaced	anger	0.294	barakacay
limited	anger	0.292	xaddidan
disapointment	anger	0.290	niyad jab
orc	anger	0.289	orc
ridiculous	anger	0.289	wax lagu qoslo
homeless	anger	0.288	guri la'aan
spine	anger	0.288	laf dhabarta
teasing	anger	0.288	jeesjeesasho
presumptuous	anger	0.288	kibir badan
react	anger	0.288	falcelin
sharpen	anger	0.288	afaysan
barrier	anger	0.287	caqabad
hoot	anger	0.287	hoot
twitchy	anger	0.287	qarqarsan
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	dib u dhac
contraband	anger	0.281	kontarabaanka
incompatible	anger	0.281	aan isqaban karin
shiver	anger	0.281	gariir
spam	anger	0.281	spam
agh	anger	0.281	ahaa
disconnects	anger	0.281	kala goysa
delinquent	anger	0.281	dambiile
restitution	anger	0.281	soo celin
foray	anger	0.279	foorno
troll	anger	0.279	rogrogid
unfairness	anger	0.279	cadaalad darro
buffering	anger	0.279	baqdin
noncompliance	anger	0.279	u hoggaansami la'aan
nether	anger	0.278	hoose
bogus	anger	0.273	been abuur ah
immaturity	anger	0.273	qaan-gaarnimo
uncaring	anger	0.273	daryeel la'aan
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feyste
shock	anger	0.269	naxdin
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	aroortii
feminism	anger	0.266	naagnimo
inoperative	anger	0.266	aan shaqaynayn
bear	anger	0.266	orso
inconvenient	anger	0.266	aan dhib lahayn
latent	anger	0.266	qarsoon
defendant	anger	0.266	eedaysanaha
nopoint	anger	0.266	waxba
rapping	anger	0.266	kufsi
pry	anger	0.266	pry
quandary	anger	0.266	qallafsanaan
interrupts	anger	0.265	kala goysa
fluctuation	anger	0.265	isbedbeddelka
exaggerate	anger	0.263	buunbuunin
lose	anger	0.261	lumin
patter	anger	0.258	barar
furnace	anger	0.258	foornada
stone	anger	0.258	dhagax
tease	anger	0.258	kaftan
shoplifting	anger	0.258	dukaan dhac
soldier	anger	0.258	askari
incompetent	anger	0.257	karti la'aan
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	gantaal
skid	anger	0.250	taraarax
noisy	anger	0.250	buuq badan
notoriety	anger	0.250	caannimo
cane	anger	0.250	bakoorad
unfollow	anger	0.250	la socon
tripping	anger	0.250	jabid
attentionseeker	anger	0.250	feejignaan doon
mastery	anger	0.250	awood
socialist	anger	0.250	hantiwadaag
falsehood	anger	0.250	been abuur
complicate	anger	0.250	adag
lawyer	anger	0.250	Garyaqaan
untrue	anger	0.250	aan run ahayn
nonsense	anger	0.250	macno darro
pouting	anger	0.250	shubid
witch	anger	0.242	saaxirad
detract	anger	0.242	wax u dhimid
obstacle	anger	0.242	caqabad
halter	anger	0.242	hakin
fenced	anger	0.242	ooday
capslock	anger	0.242	xirxiran
dontunderstand	anger	0.242	ma fahmin
vampire	anger	0.242	vampire
ringer	anger	0.242	garaace
frowning	anger	0.239	weji weji
saber	anger	0.238	sabar
hunger	anger	0.235	gaajo
shell	anger	0.234	qolof
wokemeup	anger	0.234	kacday
recession	anger	0.234	hoos u dhac
failing	anger	0.234	fashilantay
dabbling	anger	0.234	dabcin
politics	anger	0.234	siyaasadda
lava	anger	0.234	lafo
rascal	anger	0.234	cunfi
imtryingtosleep	anger	0.234	hurdo la'aan
tariff	anger	0.234	canshuur
undesirable	anger	0.231	aan la rabin
darkness	anger	0.227	mugdi
versus	anger	0.227	lid ku ah
copycat	anger	0.227	koobiyeyn
resign	anger	0.227	is casil
soaked	anger	0.226	qooyay
unfulfilled	anger	0.225	aan la buuxin
abandoned	anger	0.222	laga tagay
unattainable	anger	0.221	aan la gaari karin
owing	anger	0.221	lagu leeyahay
bankruptcy	anger	0.221	kiciyey
misconception	anger	0.219	fikrad khaldan
tool	anger	0.219	qalab
warden	anger	0.219	ilaaliye
compress	anger	0.219	cadaadin
mosquito	anger	0.219	kaneecada
whiny	anger	0.219	oohin
somethingigetalot	anger	0.219	wax igetalot
confusion	anger	0.219	wareer
unhelpful	anger	0.219	aan waxtar lahayn
twitching	anger	0.219	garaacid
nosey	anger	0.213	nacas ah
overpriced	anger	0.212	qiimo jaban
adder	anger	0.212	dardaaranka
harry	anger	0.212	harry
shortage	anger	0.212	yaraan
melodrama	anger	0.212	melodrama
possession	anger	0.206	haysashada
desert	anger	0.206	lamadegaan
overplayed	anger	0.206	la badiyay
unpaid	anger	0.203	mushaar la'aan
powerless	anger	0.203	aan awood lahayn
sentence	anger	0.203	xukun
inefficient	anger	0.203	tayo lahayn
arraignment	anger	0.203	maxkamadayn
pout	anger	0.203	tuurid
unlucky	anger	0.203	nasiib darro
rook	anger	0.203	rux
backbone	anger	0.203	laf dhabarta
uninvited	anger	0.203	aan la casuumin
court	anger	0.199	maxkamad
endless	anger	0.198	aan dhammaad lahayn
adverts	anger	0.197	xayaysiis
distracted	anger	0.197	mashquulin
delay	anger	0.197	dib u dhac
misstatement	anger	0.197	hadal khaldan
misunderstanding	anger	0.195	ismaandhaaf
inadmissible	anger	0.191	aan la aqbali karin
excite	anger	0.191	xamaasad
lightning	anger	0.189	hillaac
preclude	anger	0.188	diido
mournful	anger	0.188	murugaysan
insecure	anger	0.188	ammaan la'aan
incase	anger	0.188	Lacalla
mutter	anger	0.182	gunuunac
pare	anger	0.182	iska dhig
rating	anger	0.182	qiimeynta
claimant	anger	0.182	sheeganaysa
insist	anger	0.182	ku adkeyso
mistress	anger	0.182	marwada
distracting	anger	0.182	mashquuliya
opium	anger	0.180	opium
deserve	anger	0.176	mudan
willful	anger	0.176	badheedh ah
treat	anger	0.175	daweyn
insists	anger	0.175	ku adkaysanayo
excitation	anger	0.172	kicin
mighty	anger	0.172	xoog badan
liberate	anger	0.172	xoreeyo
indecisive	anger	0.172	go'aan la'aan
hormonal	anger	0.172	hoormoonka
peice	anger	0.172	peice
gibberish	anger	0.172	gibris
misplace	anger	0.172	meel qaldan
fee	anger	0.172	khidmad
thanksalot	anger	0.172	mahadsanid
fleece	anger	0.172	dhogorta
yelp	anger	0.168	jaad
mule	anger	0.167	baqal
unequal	anger	0.167	aan sinnayn
hamstring	anger	0.167	muruqa
bargaining	anger	0.167	gorgortanka
insufficiency	anger	0.167	ku filnaansho
insignificant	anger	0.167	aan macno lahayn
attentionseekers	anger	0.163	feejignaan doonka
coop	anger	0.156	coop
rheumatism	anger	0.156	laabotooyinka
forearm	anger	0.156	dhudhun
indifference	anger	0.156	danayn la'aan
underpaid	anger	0.152	mushaar yar
involvement	anger	0.152	ka qayb qaadashada
justthebeginning	anger	0.152	bilawga
disinformation	anger	0.152	warbaxin
uncertain	anger	0.152	aan la hubin
bee	anger	0.152	shinni
attorney	anger	0.152	qareen
pretending	anger	0.152	iska yeelyeelid
campaigning	anger	0.151	olole
hopelessness	anger	0.149	rajo la'aan
feeling	anger	0.147	dareen
legalized	anger	0.145	xalaaleeyey
caution	anger	0.145	taxaddar
sterling	anger	0.141	Sterling
morals	anger	0.141	anshaxa
subsidy	anger	0.141	kabitaan
obliging	anger	0.141	waajibinaysa
wimpy	anger	0.140	wimpy
bummer	anger	0.139	garaacid
saloon	anger	0.136	saloon
blemish	anger	0.136	iin
misspell	anger	0.136	higaada qaldan
repay	anger	0.136	dib u bixin
surcharge	anger	0.136	lacag dheeraad ah
geez	anger	0.136	gees
birch	anger	0.135	bjørk
noob	anger	0.133	bilow
honk	anger	0.133	hoonka
orchestra	anger	0.132	orchestra
wireless	anger	0.125	wireless
competitive	anger	0.125	tartan
standstill	anger	0.125	istaagid
inattention	anger	0.121	feejignaan la'aan
reversal	anger	0.121	rogaal celin
lace	anger	0.118	shalash
elbow	anger	0.117	xusul
instinctive	anger	0.112	dareen leh
chant	anger	0.111	ku heeso
gnome	anger	0.109	gnome
lonely	anger	0.109	cidlo
tolerate	anger	0.106	dulqaadasho
management	anger	0.102	maaraynta
advocacy	anger	0.100	u doodid
moral	anger	0.094	akhlaaqda
roadworks	anger	0.091	waddooyinka
honest	anger	0.087	daacad ah
gent	anger	0.076	caan ah
forgetful	anger	0.076	hilmaamsan
liquor	anger	0.075	khamriga
money	anger	0.074	lacag
hood	anger	0.071	dabool
curriculum	anger	0.063	manhajka
words	anger	0.062	ereyo
smell	anger	0.061	ur
playful	anger	0.061	cayaareed
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	korin
trumpet	anger	0.059	buunka
counsellor	anger	0.059	lataliye
asleeep	anger	0.059	hurdo
birthplace	anger	0.051	goobta dhalashada
ribbon	anger	0.047	xarig
youth	anger	0.045	dhalinyarada
vote	anger	0.045	codayn
cash	anger	0.039	lacag caddaan ah
wannasleep	anger	0.031	hurdo raba
waffle	anger	0.030	waffle
dame	anger	0.030	gabar
buffet	anger	0.029	buffet
celebrity	anger	0.026	caan ah
sisterhood	anger	0.015	walaalnimo
autocorrect	anger	0.015	toos ah
musical	anger	0.011	muusik
tree	anger	0.000	geed
anticipation	anticipation	0.859	filasho
excited	anticipation	0.859	faraxsan
excitement	anticipation	0.820	xamaasad
anticipate	anticipation	0.820	odoroso
eagerness	anticipation	0.812	rabitaan
exciting	anticipation	0.797	xiiso leh
expectant	anticipation	0.789	la filayo
thrilling	anticipation	0.781	xiiso leh
hope	anticipation	0.773	rajo
quest	anticipation	0.766	raadin
countdown	anticipation	0.750	tirinta
start	anticipation	0.750	bilow
