English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
ram	anger	0.470	Жедел Жадтау Құрылғысы
armament	anger	0.470	қарулану
thump	anger	0.469	соққы
dislike	anger	0.469	ұнатпау
steal	anger	0.469	ұрлау
backoff	anger	0.469	Шегіну
stifled	anger	0.469	тұншықтырды
incite	anger	0.469	итермелеу
distress	anger	0.469	күйзеліс
angermanagement	anger	0.469	ашуды басқару
selfish	anger	0.469	өзімшіл
injury	anger	0.469	жарақат
exile	anger	0.469	жер аудару
insanity	anger	0.469	ақылсыздық
offense	anger	0.469	құқық бұзушылық
objection	anger	0.469	қарсылық
smother	anger	0.469	тұншықтыру
disruption	anger	0.469	бұзылуы
intolerance	anger	0.469	төзімсіздік
disobey	anger	0.469	бағынбау
selfishness	anger	0.469	өзімшілдік
recidivism	anger	0.469	қайталану
subversive	anger	0.469	диверсиялық
huff	anger	0.469	уф
plunder	anger	0.469	тонау
opposition	anger	0.469	қарсылық
complain	anger	0.469	шағымдану
perpetrator	anger	0.469	қылмыскер
simmer	anger	0.469	қайнатыңыз
areyoukidding	anger	0.468	сен қалжыңдап тұрсың ба
mug	anger	0.467	шыныаяқ
agony	anger	0.465	азап
arrogant	anger	0.461	тәкаппар
sux	anger	0.456	с
vent	anger	0.456	желдету
elimination	anger	0.456	жою
picketing	anger	0.456	пикет
haughty	anger	0.456	тәкаппар
grated	anger	0.455	үгітілген
flagrant	anger	0.455	айқын
busted	anger	0.455	басып алды
crabby	anger	0.455	шаян
dying	anger	0.455	өліп жатыр
idiocy	anger	0.455	ақымақтық
impermeable	anger	0.455	өткізбейтін
stubbed	anger	0.455	пышақталған
illegality	anger	0.455	заңсыздық
veto	anger	0.455	вето
constraint	anger	0.455	шектеу
mislead	anger	0.455	адастыру
illicit	anger	0.455	заңсыз
troublesome	anger	0.455	қиын
clamor	anger	0.455	шу
bayonet	anger	0.453	штык
suppress	anger	0.453	басу
intense	anger	0.453	қарқынды
displeased	anger	0.453	наразы
disapproving	anger	0.453	мақұлдау
hysterical	anger	0.453	истерикалы
struggle	anger	0.453	күрес
godless	anger	0.453	құдайсыз
desist	anger	0.453	бас тарту
usurped	anger	0.453	басып алды
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	келіспеушілік
bad	anger	0.453	нашар
unlawful	anger	0.451	заңсыз
wrongly	anger	0.448	қате
repellent	anger	0.442	репеллент
dishonor	anger	0.441	абыройсыздық
psychosis	anger	0.441	психоз
wasted	anger	0.441	ысырап болды
wrongful	anger	0.441	қате
foe	anger	0.441	жау
aversion	anger	0.440	жирену
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	буындар
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	бөліну
upset	anger	0.439	ренішті
effigy	anger	0.439	бейнелеу
punitive	anger	0.439	жазалаушы
worthless	anger	0.438	түкке тұрғысыз
separatist	anger	0.438	сепаратист
ransom	anger	0.438	төлем
deny	anger	0.438	жоққа шығару
fugitive	anger	0.438	қашқын
mucked	anger	0.438	бүлдірген
abandonment	anger	0.438	бас тарту
irritation	anger	0.438	тітіркену
deleterious	anger	0.438	зиянды
stupidity	anger	0.438	ақымақтық
segregate	anger	0.437	бөлу
oblivion	anger	0.437	ұмыту
payback	anger	0.436	өтелу
incongruous	anger	0.435	сәйкес емес
eviction	anger	0.435	шығару
collusion	anger	0.432	сөз байласу
rob	anger	0.431	тонау
ravenous	anger	0.429	ашкөз
overrun	anger	0.429	асып кету
infidelity	anger	0.429	опасыздық
harbinger	anger	0.426	хабаршы
painful	anger	0.426	ауыртады
getoverit	anger	0.426	алу
martial	anger	0.426	жауынгерлік
rejection	anger	0.426	бас тарту
incredulous	anger	0.426	сенбейтін
stupidrain	anger	0.426	ақымақтық
defense	anger	0.425	қорғаныс
enforce	anger	0.424	орындау
commotion	anger	0.424	толқу
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	алаяқ
unsympathetic	anger	0.424	жанашыр емес
fallacious	anger	0.424	жалған
greed	anger	0.424	ашкөздік
defraud	anger	0.424	алдау
banger	anger	0.424	бангер
concealment	anger	0.424	жасыру
fuss	anger	0.424	әбігер
exasperation	anger	0.424	ашулану
disobedience	anger	0.424	бағынбау
powerful	anger	0.424	күшті
discontent	anger	0.424	наразылық
indecency	anger	0.424	әдепсіздік
sedition	anger	0.422	көтеріліс
deportation	anger	0.422	депортация
cracked	anger	0.422	жарылған
bang	anger	0.422	жарылыс
barb	anger	0.422	тікенек
duel	anger	0.422	дуэль
sarcasm	anger	0.422	сарказм
cur	anger	0.422	cur
misrepresented	anger	0.422	бұрмаланған
annoyance	anger	0.422	тітіркену
scar	anger	0.422	тыртық
nettle	anger	0.422	қалақай
banishment	anger	0.422	қуылу
snubbed	anger	0.422	бас тартты
penitentiary	anger	0.422	пенитенциарлық
penetration	anger	0.422	ену
blatant	anger	0.420	ашық
force	anger	0.418	күш
perverse	anger	0.415	бұзық
wring	anger	0.415	сығу
bastion	anger	0.413	бастион
grim	anger	0.413	сұмдық
moody	anger	0.412	көңілсіз
tiff	anger	0.412	тифф
nothappy	anger	0.412	бақытты емес
surly	anger	0.412	ашулы
sordid	anger	0.412	сұмдық
hunting	anger	0.411	аңшылық
indenture	anger	0.410	шарт
forfeit	anger	0.409	жоғалту
areyoukiddingme	anger	0.409	сіз қалжындап тұрсыз ба
reproach	anger	0.409	қорлау
sham	anger	0.409	Жалған
awful	anger	0.409	қорқынышты
compulsion	anger	0.409	мәжбүрлеу
implicate	anger	0.409	ықпал ету
contradict	anger	0.409	қайшы келеді
inept	anger	0.409	дәрменсіз
supremacy	anger	0.409	үстемдік
sneak	anger	0.409	жасырыну
disappoint	anger	0.409	көңілін қалдыру
blockade	anger	0.409	блокада
detainee	anger	0.409	ұсталған
cantwin	anger	0.409	кантвин
squelch	anger	0.409	басу
lying	anger	0.408	өтірік айту
rail	anger	0.406	темір жол
forsaken	anger	0.406	тастап кеткен
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	уау
badger	anger	0.406	борсық
tremor	anger	0.406	тремор
inequality	anger	0.406	теңсіздік
delusion	anger	0.406	адасу
unthinkable	anger	0.406	мүмкін емес
onerous	anger	0.406	ауыр
wrongdoing	anger	0.406	қателік
nuisance	anger	0.406	қолайсыздық
scrapie	anger	0.406	скрепи
epidemic	anger	0.406	эпидемия
arguments	anger	0.404	аргументтер
affront	anger	0.403	қорлау
traumatic	anger	0.402	травматикалық
sodding	anger	0.400	шөгу
libel	anger	0.400	жала жабу
annoys	anger	0.400	тітіркендіреді
soslow	anger	0.398	сослоу
watchout	anger	0.398	қауіптену
frenetic	anger	0.397	ашулы
remiss	anger	0.397	кешірім
barge	anger	0.396	баржа
sue	anger	0.394	сотқа беру
keyed	anger	0.394	кілттелген
actionable	anger	0.394	әрекетке қабілетті
extinguish	anger	0.394	сөндіру
fraud	anger	0.394	алаяқтық
untoward	anger	0.394	жағымсыз
illegal	anger	0.394	заңсыз
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	тәркілеу
howl	anger	0.394	айқай
whatsthepoint	anger	0.394	қандай нүкте
rabble	anger	0.394	төбелес
unfriendly	anger	0.394	дос емес
disrespect	anger	0.394	сыйламаушылық
dangit	anger	0.394	Дангит
brimstone	anger	0.392	күкірт
dissolution	anger	0.391	еріту
rigged	anger	0.391	бұрмаланған
grrrrr	anger	0.391	грррр
earthquake	anger	0.391	жер сілкінісі
argh	anger	0.391	арғ
pique	anger	0.391	пике
recklessness	anger	0.391	абайсыздық
disagree	anger	0.389	келіспеймін
lawsuit	anger	0.386	сот ісі
disused	anger	0.382	пайдаланылмаған
despair	anger	0.382	үмітсіздік
immorality	anger	0.382	азғындық
coerce	anger	0.379	мәжбүрлеу
firstworldprobs	anger	0.379	бірінші дүние мәселелері
touchy	anger	0.379	жанасу
pokes	anger	0.379	соққылар
falsification	anger	0.379	фальсификация
rifle	anger	0.379	мылтық
sizzle	anger	0.379	шырылдау
incurable	anger	0.379	емделмейтін
difficulty	anger	0.379	қиындық
sore	anger	0.379	ауырады
picket	anger	0.378	пикет
concussion	anger	0.377	контузия
stuckup	anger	0.375	кептелу
militia	anger	0.375	милиция
rawr	anger	0.375	шикі
faulty	anger	0.375	ақаулы
sly	anger	0.375	қу
disillusionment	anger	0.375	көңілсіздік
petpeeve	anger	0.375	петпив
pitfall	anger	0.375	тұзақ
infantile	anger	0.375	нәрестелік
pessimism	anger	0.375	пессимизм
remand	anger	0.375	қамауда ұстау
cannon	anger	0.375	зеңбірек
vindicate	anger	0.371	ақтау
inhibit	anger	0.371	тежеу
distressing	anger	0.371	мазалайтын
nepotism	anger	0.371	непотизм
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	қисайған
disreputable	anger	0.368	беделсіз
forbidding	anger	0.368	тыйым салу
conquest	anger	0.367	жаулап алу
bark	anger	0.365	қабығы
leukemia	anger	0.365	лейкоз
disapprove	anger	0.364	мақұлдамау
warrior	anger	0.364	жауынгер
barks	anger	0.364	үреді
retarded	anger	0.364	есі
unhappy	anger	0.364	бақытсыз
burke	anger	0.364	Берк
challenge	anger	0.364	шақыру
belt	anger	0.364	белбеу
litigate	anger	0.359	соттасу
paucity	anger	0.359	аздық
opinionated	anger	0.359	пікір білдірген
disliked	anger	0.359	ұнатпады
aftermath	anger	0.359	кейін
restriction	anger	0.359	шектеу
cad	anger	0.359	кад
incompetence	anger	0.359	қабілетсіздік
loudness	anger	0.359	қаттылық
broken	anger	0.359	сынған
polemic	anger	0.359	полемикалық
sectarian	anger	0.359	секталық
controversial	anger	0.359	даулы
interrupting	anger	0.358	үзу
fussy	anger	0.357	әбігер
wench	anger	0.353	венч
remove	anger	0.351	жою
brat	anger	0.351	брат
gruff	anger	0.351	дөрекі
misbehavior	anger	0.351	теріс мінез-құлық
scarcity	anger	0.350	тапшылық
losing	anger	0.349	жоғалту
stigma	anger	0.348	стигма
deserted	anger	0.348	қаңырап қалған
timewasters	anger	0.348	уақытты ысырап етушілер
disagreement	anger	0.348	келіспеушілік
defect	anger	0.348	ақау
hardened	anger	0.348	шыңдалған
lie	anger	0.348	өтірік
ulcer	anger	0.348	жара
retract	anger	0.348	бас тарту
untrustworthy	anger	0.348	сенімсіз
pest	anger	0.348	зиянкес
disappointed	anger	0.348	көңілі қалған
bias	anger	0.345	бейтараптық
negation	anger	0.344	теріске шығару
bothering	anger	0.344	алаңдату
stripped	anger	0.344	шешілген
antisocial	anger	0.344	антисоциалды
pirate	anger	0.344	қарақшы
stingy	anger	0.344	сараң
shoddy	anger	0.344	сапасыз
unreliable	anger	0.344	сенімсіз
shaky	anger	0.344	діріл
misleading	anger	0.344	жаңылыстыру
unsettled	anger	0.344	тұрақсыз
evade	anger	0.344	қашу
anxiety	anger	0.344	мазасыздық
disclaim	anger	0.344	бас тарту
deterioration	anger	0.344	нашарлауы
impotence	anger	0.344	импотенция
interminable	anger	0.343	бітпейтін
disease	anger	0.341	ауру
meddle	anger	0.341	араласу
warp	anger	0.340	бұрылыс
averse	anger	0.338	қарсы
infamous	anger	0.338	атақты
alcoholism	anger	0.338	алкоголизм
row	anger	0.337	қатар
staticky	anger	0.336	статикалық
illegitimate	anger	0.333	заңсыз
encumbrance	anger	0.333	ауыртпалық
witchcraft	anger	0.333	сиқырлық
interrupt	anger	0.333	үзу
scorpion	anger	0.333	шаян
ill	anger	0.333	ауру
sinner	anger	0.331	күнәкар
inconsiderate	anger	0.329	немқұрайлы
hulk	anger	0.329	Халк
prohibited	anger	0.328	тыйым салынған
dashed	anger	0.328	сызылған
brrr	anger	0.328	brrr
fib	anger	0.328	фиб
disqualified	anger	0.328	дисквалификацияланған
spammers	anger	0.328	спам жіберушілер
phony	anger	0.328	жалған
tighten	anger	0.328	тартыңыз
dislocated	anger	0.328	дислокацияланған
scapegoat	anger	0.328	айып ешкі
victim	anger	0.328	құрбан
opponent	anger	0.328	қарсылас
hiss	anger	0.328	ысқырық
crusade	anger	0.328	крест жорығы
grumpy	anger	0.328	ашулы
resisting	anger	0.328	қарсы тұру
inappropriate	anger	0.324	орынсыз
haye	anger	0.324	хай
loss	anger	0.324	жоғалту
trickery	anger	0.324	қулық
eschew	anger	0.324	бас тарту
neglected	anger	0.324	назардан тыс қалған
canker	anger	0.323	ісік
muff	anger	0.318	муфта
crunch	anger	0.318	қытырлақ
duplicity	anger	0.318	екіжүзділік
criticism	anger	0.318	сын
queues	anger	0.318	кезектер
shriek	anger	0.316	айқай
depreciate	anger	0.315	құнсыздану
dismissal	anger	0.312	жұмыстан шығару
chaff	anger	0.312	саман
dramaqueen	anger	0.312	драма ханшайымы
poverty	anger	0.312	кедейлік
carelessness	anger	0.312	абайсыздық
deflate	anger	0.312	дефляция
dumps	anger	0.312	үйінділер
dupe	anger	0.312	алдау
mortality	anger	0.312	өлім
revving	anger	0.309	айналу
disallowed	anger	0.308	рұқсат етілмейді
boisterous	anger	0.307	шулы
thoughtless	anger	0.307	ойсыз
burial	anger	0.304	жерлеу
wince	anger	0.303	жыбырлау
theocratic	anger	0.303	теократиялық
sullen	anger	0.303	тұнық
involution	anger	0.300	инволюция
misuse	anger	0.297	теріс пайдалану
taxed	anger	0.297	салық салынды
senseless	anger	0.297	мағынасыз
talons	anger	0.297	тырнақтар
stalemate	anger	0.297	тығырыққа тірелген
getyourown	anger	0.297	өзіңізді алыңыз
