English Word	Emotion	Emotion-Intensity-Score	Swahili Word
dislike	anger	0.469	kutopenda
steal	anger	0.469	kuiba
backoff	anger	0.469	kurudi nyuma
stifled	anger	0.469	kukandamizwa
incite	anger	0.469	chochea
distress	anger	0.469	dhiki
angermanagement	anger	0.469	usimamizi wa hasira
selfish	anger	0.469	ubinafsi
injury	anger	0.469	kuumia
exile	anger	0.469	uhamishoni
insanity	anger	0.469	kichaa
offense	anger	0.469	kosa
objection	anger	0.469	pingamizi
smother	anger	0.469	smother
disruption	anger	0.469	usumbufu
intolerance	anger	0.469	kutovumilia
disobey	anger	0.469	kutotii
selfishness	anger	0.469	ubinafsi
recidivism	anger	0.469	kujirudia
subversive	anger	0.469	mpinduzi
huff	anger	0.469	huf
plunder	anger	0.469	nyara
opposition	anger	0.469	upinzani
complain	anger	0.469	kulalamika
perpetrator	anger	0.469	mhalifu
simmer	anger	0.469	chemsha
areyoukidding	anger	0.468	unatania
mug	anger	0.467	kikombe
agony	anger	0.465	uchungu
arrogant	anger	0.461	mwenye kiburi
sux	anger	0.456	sux
vent	anger	0.456	tundu
elimination	anger	0.456	kuondoa
picketing	anger	0.456	kuchota
haughty	anger	0.456	mwenye kiburi
grated	anger	0.455	iliyokunwa
flagrant	anger	0.455	mkali
busted	anger	0.455	kupigwa
crabby	anger	0.455	kaa
dying	anger	0.455	kufa
idiocy	anger	0.455	ujinga
impermeable	anger	0.455	isiyoweza kupenyeza
stubbed	anger	0.455	stubbed
illegality	anger	0.455	uharamu
veto	anger	0.455	kura ya turufu
constraint	anger	0.455	kizuizi
mislead	anger	0.455	kupotosha
illicit	anger	0.455	haramu
troublesome	anger	0.455	yenye matatizo
clamor	anger	0.455	kelele
bayonet	anger	0.453	bayonet
suppress	anger	0.453	kukandamiza
intense	anger	0.453	makali
displeased	anger	0.453	kuchukizwa
disapproving	anger	0.453	kutoidhinisha
hysterical	anger	0.453	mwenye hysterical
struggle	anger	0.453	mapambano
godless	anger	0.453	wasiomcha Mungu
desist	anger	0.453	acha
usurped	anger	0.453	kunyang'anywa
despotism	anger	0.453	udhalimu
disagreeing	anger	0.453	kutokubaliana
bad	anger	0.453	mbaya
unlawful	anger	0.451	kinyume cha sheria
wrongly	anger	0.448	kimakosa
repellent	anger	0.442	ya kufukuza
dishonor	anger	0.441	aibu
psychosis	anger	0.441	saikolojia
wasted	anger	0.441	kupotea
wrongful	anger	0.441	mwenye makosa
foe	anger	0.441	adui
aversion	anger	0.440	chuki
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	vifundo
ultimatum	anger	0.439	kauli ya mwisho
schism	anger	0.439	mgawanyiko
upset	anger	0.439	kasirika
effigy	anger	0.439	sanamu
punitive	anger	0.439	kuadhibu
worthless	anger	0.438	isiyo na thamani
separatist	anger	0.438	mtenganishaji
ransom	anger	0.438	fidia
deny	anger	0.438	kukataa
fugitive	anger	0.438	mkimbizi
mucked	anger	0.438	iliyochafuliwa
abandonment	anger	0.438	kuachwa
irritation	anger	0.438	muwasho
deleterious	anger	0.438	ya kufuta
stupidity	anger	0.438	ujinga
segregate	anger	0.437	kutenganisha
oblivion	anger	0.437	usahaulifu
payback	anger	0.436	malipo
incongruous	anger	0.435	isiyoendana
eviction	anger	0.435	kufukuzwa
collusion	anger	0.432	kula njama
rob	anger	0.431	kuiba
ravenous	anger	0.429	mkali
overrun	anger	0.429	kupindukia
infidelity	anger	0.429	ukafiri
harbinger	anger	0.426	mtangazaji
painful	anger	0.426	chungu
getoverit	anger	0.426	getoverit
martial	anger	0.426	kijeshi
rejection	anger	0.426	kukataliwa
incredulous	anger	0.426	wasioamini
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ulinzi
enforce	anger	0.424	kutekeleza
commotion	anger	0.424	zogo
censor	anger	0.424	kidhibiti
gonorrhea	anger	0.424	kisonono
fraudulent	anger	0.424	ulaghai
unsympathetic	anger	0.424	asiye na huruma
fallacious	anger	0.424	mwongo
greed	anger	0.424	uchoyo
defraud	anger	0.424	udanganyifu
banger	anger	0.424	banger
concealment	anger	0.424	kuficha
fuss	anger	0.424	fujo
exasperation	anger	0.424	hasira
disobedience	anger	0.424	kutotii
powerful	anger	0.424	yenye nguvu
discontent	anger	0.424	kutoridhika
indecency	anger	0.424	uchafu
sedition	anger	0.422	uchochezi
deportation	anger	0.422	kufukuzwa
cracked	anger	0.422	kupasuka
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duwa
sarcasm	anger	0.422	kejeli
cur	anger	0.422	cur
misrepresented	anger	0.422	kupotoshwa
annoyance	anger	0.422	kero
scar	anger	0.422	kovu
nettle	anger	0.422	nettle
banishment	anger	0.422	kufukuzwa
snubbed	anger	0.422	chukizwa
penitentiary	anger	0.422	gereza
penetration	anger	0.422	kupenya
blatant	anger	0.420	waziwazi
force	anger	0.418	nguvu
perverse	anger	0.415	potovu
wring	anger	0.415	kanga
bastion	anger	0.413	ngome
grim	anger	0.413	mbaya
moody	anger	0.412	mwenye hisia kali
tiff	anger	0.412	tiff
nothappy	anger	0.412	hakuna furaha
surly	anger	0.412	kichaa
sordid	anger	0.412	mchafu
hunting	anger	0.411	uwindaji
indenture	anger	0.410	indenture
forfeit	anger	0.409	kupoteza
areyoukiddingme	anger	0.409	unanitania
reproach	anger	0.409	lawama
sham	anger	0.409	sham
awful	anger	0.409	mbaya
compulsion	anger	0.409	kulazimishwa
implicate	anger	0.409	kuhusisha
contradict	anger	0.409	kupingana
inept	anger	0.409	isiyofaa
supremacy	anger	0.409	ukuu
sneak	anger	0.409	sneak
disappoint	anger	0.409	tamaa
blockade	anger	0.409	kizuizi
detainee	anger	0.409	mfungwa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	punguza
lying	anger	0.408	uongo
rail	anger	0.406	reli
forsaken	anger	0.406	kuachwa
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	chuki
wop	anger	0.406	wop
badger	anger	0.406	mbwa mwitu
tremor	anger	0.406	tetemeko
inequality	anger	0.406	ukosefu wa usawa
delusion	anger	0.406	udanganyifu
unthinkable	anger	0.406	isiyofikirika
onerous	anger	0.406	kuchosha
wrongdoing	anger	0.406	makosa
nuisance	anger	0.406	kero
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	janga
arguments	anger	0.404	hoja
affront	anger	0.403	dharau
traumatic	anger	0.402	kiwewe
sodding	anger	0.400	sodding
libel	anger	0.400	kashfa
annoys	anger	0.400	kuudhi
soslow	anger	0.398	polepole sana
watchout	anger	0.398	angalia
frenetic	anger	0.397	mwenye hasira
remiss	anger	0.397	sahau
barge	anger	0.396	jahazi
sue	anger	0.394	shtaki
keyed	anger	0.394	kibonye
actionable	anger	0.394	inayoweza kutekelezwa
extinguish	anger	0.394	kuzima
fraud	anger	0.394	ulaghai
untoward	anger	0.394	kuelekea
illegal	anger	0.394	haramu
nag	anger	0.394	nag
boxing	anger	0.394	ndondi
confiscate	anger	0.394	kutaifisha
howl	anger	0.394	yowe
whatsthepoint	anger	0.394	ni nini
rabble	anger	0.394	mbwembwe
unfriendly	anger	0.394	wasio na urafiki
disrespect	anger	0.394	kutoheshimu
dangit	anger	0.394	dangit
brimstone	anger	0.392	kiberiti
dissolution	anger	0.391	kufutwa
rigged	anger	0.391	wizi wa kura
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	tetemeko la ardhi
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	uzembe
disagree	anger	0.389	kutokubaliana
lawsuit	anger	0.386	kesi
disused	anger	0.382	isiyotumika
despair	anger	0.382	kukata tamaa
immorality	anger	0.382	uasherati
coerce	anger	0.379	kulazimisha
firstworldprobs	anger	0.379	matatizo ya ulimwengu wa kwanza
touchy	anger	0.379	kugusa
pokes	anger	0.379	pokes
falsification	anger	0.379	uwongo
rifle	anger	0.379	bunduki
sizzle	anger	0.379	sizzle
incurable	anger	0.379	isiyoweza kupona
difficulty	anger	0.379	ugumu
sore	anger	0.379	kidonda
picket	anger	0.378	kachumbari
concussion	anger	0.377	mtikiso
stuckup	anger	0.375	kukwama
militia	anger	0.375	wanamgambo
rawr	anger	0.375	ghafi
faulty	anger	0.375	kasoro
sly	anger	0.375	mjanja
disillusionment	anger	0.375	kukata tamaa
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	shimo
infantile	anger	0.375	mtoto mchanga
pessimism	anger	0.375	tamaa
remand	anger	0.375	rumande
cannon	anger	0.375	kanuni
vindicate	anger	0.371	thibitisha
inhibit	anger	0.371	zuia
distressing	anger	0.371	kuhuzunisha
nepotism	anger	0.371	upendeleo
schizophrenia	anger	0.369	skizofrenia
skewed	anger	0.368	iliyopindishwa
disreputable	anger	0.368	asiyeheshimika
forbidding	anger	0.368	kukataza
conquest	anger	0.367	ushindi
bark	anger	0.365	gome
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	kutokubali
warrior	anger	0.364	shujaa
barks	anger	0.364	magome
retarded	anger	0.364	kuchelewa
unhappy	anger	0.364	kutokuwa na furaha
burke	anger	0.364	burke
challenge	anger	0.364	changamoto
belt	anger	0.364	ukanda
litigate	anger	0.359	kesi
paucity	anger	0.359	uhaba
opinionated	anger	0.359	mwenye maoni
disliked	anger	0.359	hakupenda
aftermath	anger	0.359	matokeo
restriction	anger	0.359	kizuizi
cad	anger	0.359	kadi
incompetence	anger	0.359	kutokuwa na uwezo
loudness	anger	0.359	sauti kubwa
broken	anger	0.359	kuvunjwa
polemic	anger	0.359	polemic
sectarian	anger	0.359	wa madhehebu
controversial	anger	0.359	utata
interrupting	anger	0.358	kukatiza
fussy	anger	0.357	fussy
wench	anger	0.353	wenchi
remove	anger	0.351	ondoa
brat	anger	0.351	brat
gruff	anger	0.351	hasira
misbehavior	anger	0.351	tabia mbaya
scarcity	anger	0.350	uhaba
losing	anger	0.349	kupoteza
stigma	anger	0.348	unyanyapaa
deserted	anger	0.348	kuachwa
timewasters	anger	0.348	wapoteza muda
disagreement	anger	0.348	kutokubaliana
defect	anger	0.348	kasoro
hardened	anger	0.348	ngumu
lie	anger	0.348	uongo
ulcer	anger	0.348	kidonda
retract	anger	0.348	kataa
untrustworthy	anger	0.348	asiyeaminika
pest	anger	0.348	wadudu
disappointed	anger	0.348	kukata tamaa
bias	anger	0.345	upendeleo
negation	anger	0.344	kukanusha
bothering	anger	0.344	kusumbua
stripped	anger	0.344	kuvuliwa
antisocial	anger	0.344	isiyo ya kijamii
pirate	anger	0.344	maharamia
stingy	anger	0.344	Mchoyo
shoddy	anger	0.344	duni
unreliable	anger	0.344	asiyeaminika
shaky	anger	0.344	kutikisika
misleading	anger	0.344	kupotosha
unsettled	anger	0.344	haijatulia
evade	anger	0.344	kukwepa
anxiety	anger	0.344	wasiwasi
disclaim	anger	0.344	kukanusha
deterioration	anger	0.344	Kuzorota
impotence	anger	0.344	kutokuwa na uwezo
interminable	anger	0.343	isiyoweza kukatika
disease	anger	0.341	ugonjwa
meddle	anger	0.341	ingilia
warp	anger	0.340	vita
averse	anger	0.338	chukizo
infamous	anger	0.338	mwenye sifa mbaya
alcoholism	anger	0.338	ulevi
row	anger	0.337	safu
staticky	anger	0.336	tulivu
illegitimate	anger	0.333	haramu
encumbrance	anger	0.333	usumbufu
witchcraft	anger	0.333	uchawi
interrupt	anger	0.333	kukatiza
scorpion	anger	0.333	nge
ill	anger	0.333	mgonjwa
sinner	anger	0.331	mwenye dhambi
inconsiderate	anger	0.329	asiyejali
hulk	anger	0.329	hulk
prohibited	anger	0.328	marufuku
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	kunyimwa sifa
spammers	anger	0.328	watumaji taka
phony	anger	0.328	udanganyifu
tighten	anger	0.328	kaza
dislocated	anger	0.328	kutengwa
scapegoat	anger	0.328	mbuzi wa Azazeli
victim	anger	0.328	mwathirika
opponent	anger	0.328	mpinzani
hiss	anger	0.328	zake
crusade	anger	0.328	vita vya msalaba
grumpy	anger	0.328	mwenye huzuni
resisting	anger	0.328	kupinga
inappropriate	anger	0.324	isiyofaa
haye	anger	0.324	haya
loss	anger	0.324	hasara
trickery	anger	0.324	hila
eschew	anger	0.324	eschew
neglected	anger	0.324	kupuuzwa
canker	anger	0.323	donda
muff	anger	0.318	mofu
crunch	anger	0.318	ponda
duplicity	anger	0.318	uwili
criticism	anger	0.318	ukosoaji
queues	anger	0.318	foleni
shriek	anger	0.316	piga kelele
depreciate	anger	0.315	kushuka thamani
dismissal	anger	0.312	kufukuzwa kazi
chaff	anger	0.312	makapi
dramaqueen	anger	0.312	mchezo wa kuigiza Malkia
poverty	anger	0.312	umaskini
carelessness	anger	0.312	uzembe
deflate	anger	0.312	deflate
dumps	anger	0.312	madampo
dupe	anger	0.312	dupe
mortality	anger	0.312	vifo
revving	anger	0.309	kufufua
disallowed	anger	0.308	imekataliwa
boisterous	anger	0.307	mwenye kelele
thoughtless	anger	0.307	bila kufikiri
burial	anger	0.304	mazishi
wince	anger	0.303	kushinda
theocratic	anger	0.303	ya kitheokrasi
sullen	anger	0.303	huzuni
involution	anger	0.300	involution
misuse	anger	0.297	matumizi mabaya
taxed	anger	0.297	kutozwa ushuru
senseless	anger	0.297	asiye na maana
talons	anger	0.297	kucha
stalemate	anger	0.297	mkwamo
getyourown	anger	0.297	getyown
hoax	anger	0.297	utapeli
depreciated	anger	0.297	imeshuka thamani
depressed	anger	0.297	huzuni
wasteful	anger	0.297	fujo
paralysis	anger	0.295	kupooza
displaced	anger	0.294	kuhamishwa
limited	anger	0.292	mdogo
disapointment	anger	0.290	kukata tamaa
orc	anger	0.289	orc
ridiculous	anger	0.289	kichekesho
homeless	anger	0.288	wasio na makazi
spine	anger	0.288	mgongo
teasing	anger	0.288	kutania
presumptuous	anger	0.288	mwenye kiburi
react	anger	0.288	kuguswa
sharpen	anger	0.288	kunoa
barrier	anger	0.287	kizuizi
hoot	anger	0.287	hot
twitchy	anger	0.287	kutetemeka
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	kuchelewa
contraband	anger	0.281	magendo
incompatible	anger	0.281	zisizopatana
shiver	anger	0.281	kutetemeka
spam	anger	0.281	barua taka
agh	anger	0.281	agh
disconnects	anger	0.281	hutenganisha
delinquent	anger	0.281	mhalifu
restitution	anger	0.281	urejeshaji
foray	anger	0.279	foray
troll	anger	0.279	troli
unfairness	anger	0.279	ukosefu wa haki
buffering	anger	0.279	kuakibisha
noncompliance	anger	0.279	kutofuata sheria
nether	anger	0.278	chini
bogus	anger	0.273	bandia
immaturity	anger	0.273	kutokomaa
uncaring	anger	0.273	kutojali
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	jasiri
shock	anger	0.269	mshtuko
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	ufeministi
inoperative	anger	0.266	isiyofanya kazi
bear	anger	0.266	dubu
inconvenient	anger	0.266	isiyofaa
latent	anger	0.266	latent
defendant	anger	0.266	mshtakiwa
nopoint	anger	0.266	nopoint
rapping	anger	0.266	kurap
pry	anger	0.266	pry
quandary	anger	0.266	shida
interrupts	anger	0.265	hukatiza
fluctuation	anger	0.265	kushuka kwa thamani
exaggerate	anger	0.263	kutia chumvi
lose	anger	0.261	kupoteza
patter	anger	0.258	patter
furnace	anger	0.258	tanuru
stone	anger	0.258	jiwe
tease	anger	0.258	chezea
shoplifting	anger	0.258	wizi wa duka
soldier	anger	0.258	askari
incompetent	anger	0.257	wasio na uwezo
indoctrination	anger	0.255	ufundishaji
rocket	anger	0.250	roketi
skid	anger	0.250	skid
noisy	anger	0.250	kelele
notoriety	anger	0.250	sifa mbaya
cane	anger	0.250	miwa
unfollow	anger	0.250	acha kufuata
tripping	anger	0.250	kujikwaa
attentionseeker	anger	0.250	mtafutaji makini
mastery	anger	0.250	umahiri
socialist	anger	0.250	mjamaa
falsehood	anger	0.250	uongo
complicate	anger	0.250	gumu
lawyer	anger	0.250	Mwanasheria
untrue	anger	0.250	isiyo ya kweli
nonsense	anger	0.250	upuuzi
pouting	anger	0.250	kupiga kelele
witch	anger	0.242	mchawi
detract	anger	0.242	punguza
obstacle	anger	0.242	kikwazo
halter	anger	0.242	halter
fenced	anger	0.242	yenye uzio
capslock	anger	0.242	herufi kubwa
dontunderstand	anger	0.242	sielewi
vampire	anger	0.242	vampire
ringer	anger	0.242	mpigia simu
frowning	anger	0.239	kukunja uso
saber	anger	0.238	saber
hunger	anger	0.235	njaa
shell	anger	0.234	ganda
wokemeup	anger	0.234	kuamka
recession	anger	0.234	kushuka kwa uchumi
failing	anger	0.234	kushindwa
dabbling	anger	0.234	kucheza
politics	anger	0.234	siasa
lava	anger	0.234	lava
rascal	anger	0.234	mkorofi
imtryingtosleep	anger	0.234	inajaribu kulala
tariff	anger	0.234	ushuru
undesirable	anger	0.231	isiyohitajika
darkness	anger	0.227	giza
versus	anger	0.227	dhidi
copycat	anger	0.227	nakala
resign	anger	0.227	jiuzulu
soaked	anger	0.226	kulowekwa
unfulfilled	anger	0.225	haijatimizwa
abandoned	anger	0.222	kutelekezwa
unattainable	anger	0.221	isiyoweza kufikiwa
owing	anger	0.221	deni
bankruptcy	anger	0.221	kufilisika
misconception	anger	0.219	dhana potofu
tool	anger	0.219	chombo
warden	anger	0.219	mlinzi
compress	anger	0.219	kubana
mosquito	anger	0.219	mbu
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	kitu fulani
confusion	anger	0.219	mkanganyiko
unhelpful	anger	0.219	isiyo na msaada
twitching	anger	0.219	kutetemeka
nosey	anger	0.213	nosy
overpriced	anger	0.212	bei ya juu
adder	anger	0.212	fira
harry	anger	0.212	harry
shortage	anger	0.212	uhaba
melodrama	anger	0.212	melodrama
possession	anger	0.206	milki
desert	anger	0.206	jangwa
overplayed	anger	0.206	iliyochezwa kupita kiasi
unpaid	anger	0.203	bila kulipwa
powerless	anger	0.203	wasio na nguvu
sentence	anger	0.203	sentensi
inefficient	anger	0.203	isiyo na tija
arraignment	anger	0.203	kushtakiwa
pout	anger	0.203	pout
unlucky	anger	0.203	bahati mbaya
rook	anger	0.203	rook
backbone	anger	0.203	uti wa mgongo
uninvited	anger	0.203	bila kualikwa
court	anger	0.199	mahakama
endless	anger	0.198	isiyo na mwisho
adverts	anger	0.197	matangazo
distracted	anger	0.197	kukengeushwa
delay	anger	0.197	kuchelewa
misstatement	anger	0.197	taarifa mbaya
misunderstanding	anger	0.195	kutokuelewana
inadmissible	anger	0.191	isiyoruhusiwa
excite	anger	0.191	changamsha
lightning	anger	0.189	umeme
preclude	anger	0.188	kuzuia
mournful	anger	0.188	mwenye huzuni
insecure	anger	0.188	kutokuwa na usalama
incase	anger	0.188	iwapo
mutter	anger	0.182	kunung'unika
pare	anger	0.182	pare
rating	anger	0.182	ukadiriaji
claimant	anger	0.182	mdai
insist	anger	0.182	kusisitiza
mistress	anger	0.182	bibi
distracting	anger	0.182	kuvuruga
opium	anger	0.180	kasumba
deserve	anger	0.176	stahili
willful	anger	0.176	makusudi
treat	anger	0.175	kutibu
insists	anger	0.175	anasisitiza
excitation	anger	0.172	msisimko
mighty	anger	0.172	hodari
liberate	anger	0.172	weka huru
indecisive	anger	0.172	asiye na maamuzi
hormonal	anger	0.172	homoni
peice	anger	0.172	amani
gibberish	anger	0.172	ucheshi
misplace	anger	0.172	mahali pabaya
fee	anger	0.172	ada
thanksalot	anger	0.172	Asante sana
fleece	anger	0.172	ngozi
yelp	anger	0.168	yelp
mule	anger	0.167	nyumbu
unequal	anger	0.167	zisizo sawa
hamstring	anger	0.167	misuli ya paja
bargaining	anger	0.167	kujadiliana
insufficiency	anger	0.167	kutojitosheleza
insignificant	anger	0.167	isiyo na maana
attentionseekers	anger	0.163	wanaotafuta umakini
coop	anger	0.156	coop
rheumatism	anger	0.156	ugonjwa wa baridi yabisi
forearm	anger	0.156	mkono wa mbele
indifference	anger	0.156	kutojali
underpaid	anger	0.152	kulipwa kidogo
involvement	anger	0.152	kuhusika
justthebeginning	anger	0.152	mwanzo tu
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	kutokuwa na uhakika
bee	anger	0.152	nyuki
attorney	anger	0.152	wakili
pretending	anger	0.152	kujifanya
campaigning	anger	0.151	kufanya kampeni
hopelessness	anger	0.149	kutokuwa na tumaini
feeling	anger	0.147	hisia
legalized	anger	0.145	kuhalalishwa
caution	anger	0.145	tahadhari
sterling	anger	0.141	sterling
morals	anger	0.141	maadili
subsidy	anger	0.141	ruzuku
obliging	anger	0.141	kulazimisha
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saluni
blemish	anger	0.136	doa
misspell	anger	0.136	makosa ya tahajia
repay	anger	0.136	kulipa
surcharge	anger	0.136	malipo ya ziada
geez	anger	0.136	jamani
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honi
orchestra	anger	0.132	orchestra
wireless	anger	0.125	wireless
competitive	anger	0.125	ushindani
standstill	anger	0.125	kusimama
inattention	anger	0.121	kutokuwa makini
reversal	anger	0.121	kugeuza
lace	anger	0.118	lace
elbow	anger	0.117	kiwiko
instinctive	anger	0.112	silika
chant	anger	0.111	wimbo
gnome	anger	0.109	mbilikimo
lonely	anger	0.109	upweke
tolerate	anger	0.106	kuvumilia
management	anger	0.102	usimamizi
advocacy	anger	0.100	utetezi
moral	anger	0.094	maadili
roadworks	anger	0.091	kazi za barabarani
honest	anger	0.087	mwaminifu
gent	anger	0.076	gent
forgetful	anger	0.076	msahaulifu
liquor	anger	0.075	pombe
money	anger	0.074	pesa
hood	anger	0.071	kofia
curriculum	anger	0.063	mtaala
words	anger	0.062	maneno
smell	anger	0.061	harufu
playful	anger	0.061	mwenye kucheza
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	kulea
trumpet	anger	0.059	tarumbeta
counsellor	anger	0.059	mshauri
asleeep	anger	0.059	amelala
birthplace	anger	0.051	mahali pa kuzaliwa
ribbon	anger	0.047	utepe
youth	anger	0.045	vijana
vote	anger	0.045	piga kura
cash	anger	0.039	fedha taslimu
wannasleep	anger	0.031	nataka kulala
waffle	anger	0.030	waffle
dame	anger	0.030	Dame
buffet	anger	0.029	bafe
celebrity	anger	0.026	mtu Mashuhuri
sisterhood	anger	0.015	udada
autocorrect	anger	0.015	kusahihisha kiotomatiki
musical	anger	0.011	ya muziki
tree	anger	0.000	mti
anticipation	anticipation	0.859	kutarajia
excited	anticipation	0.859	msisimko
excitement	anticipation	0.820	furaha
anticipate	anticipation	0.820	tarajia
eagerness	anticipation	0.812	hamu
exciting	anticipation	0.797	kusisimua
expectant	anticipation	0.789	mtarajiwa
thrilling	anticipation	0.781	kusisimua
hope	anticipation	0.773	matumaini
quest	anticipation	0.766	jitihada
countdown	anticipation	0.750	kuhesabu
start	anticipation	0.750	kuanza
anticipatory	anticipation	0.750	ya kutarajia
adventure	anticipation	0.750	tukio
expectance	anticipation	0.750	matarajio
climax	anticipation	0.742	kilele
prophecy	anticipation	0.742	unabii
