English Word	Emotion	Emotion-Intensity-Score	Yiddish Word
delusional	anger	0.500	דילוזשאַנאַל
obstruct	anger	0.500	פאַרשפּאַרן
possessed	anger	0.500	באזעסענע
injustice	anger	0.500	אומרעכט
fervor	anger	0.500	ברעם
spear	anger	0.500	שפּיז
derision	anger	0.500	דערשיינונג
intractable	anger	0.500	ינטראַקטאַבאַל
reject	anger	0.500	אָפּוואַרפן
dominate	anger	0.500	באַהערשן
ordeal	anger	0.500	אָרדעאַל
banished	anger	0.500	פאַרבאָטן
rejects	anger	0.500	אָפּוואַרפן
shun	anger	0.500	פאַרמיידן
brunt	anger	0.500	brunt
derogation	anger	0.500	דערוויילונג
frenzied	anger	0.500	פרענזיד
animus	anger	0.500	animus
suppression	anger	0.500	סאַפּרעשאַן
malpractice	anger	0.500	מאַלפּראַקטיס
brazen	anger	0.500	חוצפה
foaming	anger	0.500	פאָומינג
disrupting	anger	0.500	דיסראַפּטינג
nobodycares	anger	0.500	ס 'גייט קיינעם נישט אן
patronising	anger	0.500	פּאַטראָנישינג
getoveryourself	anger	0.495	באַקומען איבער זיך
toughness	anger	0.492	טאַפנאַס
stupidpeople	anger	0.492	נאַרישע מענטשן
madness	anger	0.491	מעשוגאַס
sinful	anger	0.491	זינדיק
avarice	anger	0.490	גיריקקייט
oppress	anger	0.490	דריקן
cutting	anger	0.485	קאַטינג
anathema	anger	0.485	אַנאַטהעמאַ
annoyed	anger	0.485	אַנויד
dissident	anger	0.485	דיסידענט
demand	anger	0.485	פאָדערונג
usurp	anger	0.485	וסורפּ
claw	anger	0.485	קרעל
alienate	anger	0.485	פרעמדע
infraction	anger	0.485	אינפראקציע
avenger	anger	0.485	נוקם
revoke	anger	0.485	אָפּרופן
smuggler	anger	0.485	שמוגלער
abolish	anger	0.485	אָפּשאַפן
fricking	anger	0.485	פריקינג
stayaway	anger	0.485	שטיי אוועק
pervert	anger	0.485	פּערווערט
disservice	anger	0.485	דיסערוואַס
disobedient	anger	0.485	ווידערשפעניק
incest	anger	0.485	ינסעסט
complaint	anger	0.485	קלאָג
disapproved	anger	0.485	דיסאַפּרוווד
inhuman	anger	0.485	אוממענטשלעך
mocking	anger	0.484	שפּאָט
penalty	anger	0.484	שטראָף
renounce	anger	0.484	אָפּזאָגן
restrain	anger	0.484	פאַרהאַלטן
upheaval	anger	0.484	יבערקערן
deceit	anger	0.484	אָפּנאַר
obnoxious	anger	0.484	ומבאַקוועם
imprisoned	anger	0.484	אין טורמע
strained	anger	0.484	סטריינד
blame	anger	0.484	באַשולדיקן
oust	anger	0.484	אַרויסטרייַבן
litigious	anger	0.484	ליטיגאַס
rivalry	anger	0.484	רייוואַלרי
sucker	anger	0.484	סאַקער
opposed	anger	0.484	קעגן
thresh	anger	0.484	דרעש
disgrace	anger	0.484	שאַנד
suspicious	anger	0.484	סאַספּישאַס
turbulence	anger	0.483	טערבולאַנס
pound	anger	0.481	פונט
coldness	anger	0.477	קעלט
ungrateful	anger	0.472	אומדאנקבאר
stoopid	anger	0.471	שטופּיד
battalion	anger	0.471	באַטאַליאָן
feudalism	anger	0.470	פיודאַליזם
hostage	anger	0.470	אָרעווניק
annoying	anger	0.470	אַנויינג
dispossessed	anger	0.470	דיספּאָוזד
subversion	anger	0.470	סובווערסיאָן
friction	anger	0.470	רייַבונג
jealous	anger	0.470	מקנא
adversity	anger	0.470	ומגליק
infidel	anger	0.470	כופר
gall	anger	0.470	גאַל
accuser	anger	0.470	באַשולדיקן
ram	anger	0.470	באַראַן
armament	anger	0.470	אַרמאַמאַנט
thump	anger	0.469	טאַמפּ
dislike	anger	0.469	ניט ליב
steal	anger	0.469	גנבענען
backoff	anger	0.469	צוריקקריגן
stifled	anger	0.469	דערשטיקט
incite	anger	0.469	אָנצינדן
distress	anger	0.469	נויט
angermanagement	anger	0.469	כּעס פאַרוואַלטונג
selfish	anger	0.469	עגאָיסטיש
injury	anger	0.469	שאָדן
exile	anger	0.469	גלות
insanity	anger	0.469	מעשוגאַס
offense	anger	0.469	העט
objection	anger	0.469	אַבדזשעקשאַן
smother	anger	0.469	פאַרשטיקן
disruption	anger	0.469	שטערונג
intolerance	anger	0.469	ינטאַלעראַנס
disobey	anger	0.469	ניט פאָלגן
selfishness	anger	0.469	עגאָיזם
recidivism	anger	0.469	רעסידיוויסם
subversive	anger	0.469	סאַבווערסיוו
huff	anger	0.469	כאַף
plunder	anger	0.469	באַראַבעווען
opposition	anger	0.469	אָפּאָזיציע
complain	anger	0.469	באַקלאָגנ זיך
perpetrator	anger	0.469	פּערפּאַטרייטער
simmer	anger	0.469	מליען
areyoukidding	anger	0.468	מאכסט א ווערטל
mug	anger	0.467	mug
agony	anger	0.465	ווייטאג
arrogant	anger	0.461	עראַגאַנט
sux	anger	0.456	sux
vent	anger	0.456	ווענט
elimination	anger	0.456	ילימאַניישאַן
picketing	anger	0.456	פּיקעטינג
haughty	anger	0.456	כאָטיש
grated	anger	0.455	גרייטיד
flagrant	anger	0.455	פאַנטאַסטיש
busted	anger	0.455	באַסטיד
crabby	anger	0.455	קראַבי
dying	anger	0.455	שטאַרבן
idiocy	anger	0.455	אידיאָסי
impermeable	anger	0.455	ימפּערמעאַבאַל
stubbed	anger	0.455	געשטאָכן
illegality	anger	0.455	אומלעגאליטעט
veto	anger	0.455	וועטאָ
constraint	anger	0.455	באַגרענעצונג
mislead	anger	0.455	פאַרפירן
illicit	anger	0.455	ומלעגאַל
troublesome	anger	0.455	טראַבאַלסאַם
clamor	anger	0.455	קלאַמערן
bayonet	anger	0.453	ביאָנעט
suppress	anger	0.453	פאַרשטיקן
intense	anger	0.453	טיף
displeased	anger	0.453	ניט צופֿרידן
disapproving	anger	0.453	דיסאַפּרוווינג
hysterical	anger	0.453	היסטעריש
struggle	anger	0.453	געראַנגל
godless	anger	0.453	גאַדלעס
desist	anger	0.453	אָפּלאָזן
usurped	anger	0.453	וסורפּט
despotism	anger	0.453	דעספּאָטיזם
disagreeing	anger	0.453	נישט מסכים
bad	anger	0.453	שלעכט
unlawful	anger	0.451	ומלעגאַל
wrongly	anger	0.448	אומרעכט
repellent	anger	0.442	אָפּטרייַביק
dishonor	anger	0.441	שאַנד
psychosis	anger	0.441	סייקאָוסאַס
wasted	anger	0.441	וויסטעד
wrongful	anger	0.441	אומרעכט
foe	anger	0.441	פיינט
aversion	anger	0.440	עקל
gahhh	anger	0.439	גאַההה
knuckles	anger	0.439	נאַקאַלז
ultimatum	anger	0.439	ולטימאַטום
schism	anger	0.439	סקיסם
upset	anger	0.439	באליידיגט
effigy	anger	0.439	עפיגי
punitive	anger	0.439	שטראָף
worthless	anger	0.438	נישטיק
separatist	anger	0.438	סעפּעראַטיסט
ransom	anger	0.438	ויסלייזגעלט
deny	anger	0.438	לייקענען
fugitive	anger	0.438	אנטלויפן
mucked	anger	0.438	מאַקט
abandonment	anger	0.438	פאַרלאָזן
irritation	anger	0.438	יריטיישאַן
deleterious	anger	0.438	שעדלעך
stupidity	anger	0.438	נאַרישקייט
segregate	anger	0.437	סעגרעגירן
oblivion	anger	0.437	פארגעסן
payback	anger	0.436	צוריקצאלן
incongruous	anger	0.435	ומגליקלעך
eviction	anger	0.435	יוויקשאַן
collusion	anger	0.432	קאַלוזשאַן
rob	anger	0.431	באַגאַזלענען
ravenous	anger	0.429	הונגעריק
overrun	anger	0.429	איבערראַשן
infidelity	anger	0.429	ינפידעליטי
harbinger	anger	0.426	האַרבינגער
painful	anger	0.426	ווייטיקדיק
getoverit	anger	0.426	קום עס איבער
martial	anger	0.426	מאַרשאַל
rejection	anger	0.426	רידזשעקשאַן
incredulous	anger	0.426	גלייבן
stupidrain	anger	0.426	סטופּידראַין
defense	anger	0.425	פאַרטיידיקונג
enforce	anger	0.424	דורכפירן
commotion	anger	0.424	גערודער
censor	anger	0.424	צענזור
gonorrhea	anger	0.424	גאָנאָררהעאַ
fraudulent	anger	0.424	פראָדזשאַלאַנט
unsympathetic	anger	0.424	אַנסימפּאַטיש
fallacious	anger	0.424	פאַלש
greed	anger	0.424	גריד
defraud	anger	0.424	שווינדלען
banger	anger	0.424	banger
concealment	anger	0.424	באַהאַלטן
fuss	anger	0.424	טאַרעראַם
exasperation	anger	0.424	עקסאַספּעריישאַן
disobedience	anger	0.424	ווידערשפעניקייט
powerful	anger	0.424	שטאַרק
discontent	anger	0.424	אומצופרידנקייט
indecency	anger	0.424	אָרנטלעכקייַט
sedition	anger	0.422	סעדיציע
deportation	anger	0.422	דעפּאָרטאַציע
cracked	anger	0.422	געקראכט
bang	anger	0.422	קלאַפּ
barb	anger	0.422	באַרב
duel	anger	0.422	דועל
sarcasm	anger	0.422	סאַרקאַזם
cur	anger	0.422	cur
misrepresented	anger	0.422	מיסרעפּריזענטיד
annoyance	anger	0.422	אַנוייז
scar	anger	0.422	שראַם
nettle	anger	0.422	קראָפּעווע
banishment	anger	0.422	פאַרבאָט
snubbed	anger	0.422	אָפּגעשלאָגן
penitentiary	anger	0.422	פּעניטענטאַרי
penetration	anger	0.422	דורכדרונג
blatant	anger	0.420	בלייטאַנט
force	anger	0.418	קראַפט
perverse	anger	0.415	פּערווערס
wring	anger	0.415	רינג
bastion	anger	0.413	באַסטיאָן
grim	anger	0.413	grim
moody	anger	0.412	קאַפּריזיק
tiff	anger	0.412	טיף
nothappy	anger	0.412	ניט צופרידן
surly	anger	0.412	סורלי
sordid	anger	0.412	סאָרדיד
hunting	anger	0.411	גייעג
indenture	anger	0.410	ינדענטורע
forfeit	anger	0.409	פֿאַרפֿאַלן
areyoukiddingme	anger	0.409	איר זענט מיר
reproach	anger	0.409	טייַנע
sham	anger	0.409	שווינדל
awful	anger	0.409	שרעקלעך
compulsion	anger	0.409	קאַמפּאַלסשאַן
implicate	anger	0.409	אַרייַנציען
contradict	anger	0.409	סותר
inept	anger	0.409	ינעפּפּט
supremacy	anger	0.409	העכערקייט
sneak	anger	0.409	סניק
disappoint	anger	0.409	אַנטוישן
blockade	anger	0.409	בלאַקייד
detainee	anger	0.409	אַרעסטאַנט
cantwin	anger	0.409	קאַנטווין
squelch	anger	0.409	squelch
lying	anger	0.408	ליגן
rail	anger	0.406	רעלס
forsaken	anger	0.406	פארלאזט
cacophony	anger	0.406	קאַקאָפאָניע
antipathy	anger	0.406	אַנטיפּאַטי
wop	anger	0.406	wop
badger	anger	0.406	דאַקס
tremor	anger	0.406	טרעמער
inequality	anger	0.406	אומגלײַכקייט
delusion	anger	0.406	דילוזשאַן
unthinkable	anger	0.406	אַנטינגקאַבאַל
onerous	anger	0.406	שווער
wrongdoing	anger	0.406	אומרעכט
nuisance	anger	0.406	צוטשעפּעניש
scrapie	anger	0.406	סקראַפּיע
epidemic	anger	0.406	עפידעמיע
arguments	anger	0.404	אַרגומענטן
affront	anger	0.403	באַליידיקן
traumatic	anger	0.402	טראַוומאַטיש
sodding	anger	0.400	סאָדינג
libel	anger	0.400	רעכילעס
annoys	anger	0.400	אַנוייז
soslow	anger	0.398	soslow
watchout	anger	0.398	היט זיך אויס
frenetic	anger	0.397	פרענעטיש
remiss	anger	0.397	רעמיס
barge	anger	0.396	באַרג
sue	anger	0.394	סו
keyed	anger	0.394	שליסל
actionable	anger	0.394	אַקטיאָנאַבלע
extinguish	anger	0.394	פאַרלעשן
fraud	anger	0.394	שווינדל
untoward	anger	0.394	ומבאַקוועם
illegal	anger	0.394	ומלעגאַל
nag	anger	0.394	nag
boxing	anger	0.394	באָקסינג
confiscate	anger	0.394	קאָנפיסקירן
howl	anger	0.394	וויינען
whatsthepoint	anger	0.394	וואָס איז די פונט
rabble	anger	0.394	ראַבל
unfriendly	anger	0.394	אומפרייַנדלעך
disrespect	anger	0.394	דיסריספּעקט
dangit	anger	0.394	dangit
brimstone	anger	0.392	שוועבל
dissolution	anger	0.391	דיסאַלושאַן
rigged	anger	0.391	ריגד
grrrrr	anger	0.391	גררררר
earthquake	anger	0.391	ערדציטערניש
argh	anger	0.391	אַרג
pique	anger	0.391	פּיק
recklessness	anger	0.391	ניט באַטראַכט
disagree	anger	0.389	נישט שטימען
lawsuit	anger	0.386	פּראָצעס
disused	anger	0.382	דיסיוזד
despair	anger	0.382	פאַרצווייפלונג
immorality	anger	0.382	אוממאָראַלישקייט
coerce	anger	0.379	צווינגען
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	רירנדיק
pokes	anger	0.379	פּאָקעס
falsification	anger	0.379	פאַלסיפיקאַטיאָן
rifle	anger	0.379	ביקס
sizzle	anger	0.379	זיסע
incurable	anger	0.379	ינקיילאַבאַל
difficulty	anger	0.379	שוועריקייט
sore	anger	0.379	ווייטיקדיק
picket	anger	0.378	פּיקעט
concussion	anger	0.377	קאַנקאַשאַן
stuckup	anger	0.375	סטאַקאַפּ
militia	anger	0.375	מיליץ
rawr	anger	0.375	rawr
faulty	anger	0.375	פאָלטי
sly	anger	0.375	כיטרע
disillusionment	anger	0.375	דיסילוזשאַן
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	גרוב
infantile	anger	0.375	ינפאַנטיל
pessimism	anger	0.375	פּעסימיזם
remand	anger	0.375	פאַרהאַלטונג
cannon	anger	0.375	קאַנאָן
vindicate	anger	0.371	באַרעכטיקן
inhibit	anger	0.371	ינכיבאַט
distressing	anger	0.371	נויט
nepotism	anger	0.371	נעפּאַטיזם
schizophrenia	anger	0.369	סטשיזאָפרעניאַ
skewed	anger	0.368	שייגעץ
disreputable	anger	0.368	דיסריפּיאַטאַבאַל
forbidding	anger	0.368	פאַרווערן
conquest	anger	0.367	קאָנקוועסט
bark	anger	0.365	בילן
leukemia	anger	0.365	לוקימיאַ
disapprove	anger	0.364	דיסאַפּרווו
warrior	anger	0.364	וואָריער
barks	anger	0.364	בילן
retarded	anger	0.364	ריטאַרדיד
unhappy	anger	0.364	ומגליקלעך
burke	anger	0.364	בורקע
challenge	anger	0.364	אַרויסרופן
belt	anger	0.364	גאַרטל
litigate	anger	0.359	ליטאַגירן
paucity	anger	0.359	מאכקייט
opinionated	anger	0.359	מיינונגס
disliked	anger	0.359	ניט ליב געהאט
aftermath	anger	0.359	נאָכמאַך
restriction	anger	0.359	ריסטריקשאַן
cad	anger	0.359	cad
incompetence	anger	0.359	ינקאַמפּאַטאַנס
loudness	anger	0.359	הילכקייט
broken	anger	0.359	צעבראכן
polemic	anger	0.359	פּאָלעמיק
sectarian	anger	0.359	סעקטאַריש
controversial	anger	0.359	קאָנטראָווערסיאַל
interrupting	anger	0.358	יבעררייַסן
fussy	anger	0.357	טשיקאַווע
wench	anger	0.353	wench
remove	anger	0.351	אַראָפּנעמען
brat	anger	0.351	יונגאַטש
gruff	anger	0.351	גראף
misbehavior	anger	0.351	מיסביכייוויער
scarcity	anger	0.350	דוחק
losing	anger	0.349	פאַרלירן
stigma	anger	0.348	סטיגמאַ
deserted	anger	0.348	וויסט
timewasters	anger	0.348	צייטוואַסטערס
disagreement	anger	0.348	מחלוקת
defect	anger	0.348	חסרון
hardened	anger	0.348	פאַרגליווערט
lie	anger	0.348	ליגן
ulcer	anger	0.348	געשוויר
retract	anger	0.348	צוריקציען
untrustworthy	anger	0.348	אַנטראַסטווערדי
pest	anger	0.348	אָנשיקעניש
disappointed	anger	0.348	דיסאַפּויניד
bias	anger	0.345	פאָרורטייל
negation	anger	0.344	ניצלונג
bothering	anger	0.344	באַדערד
stripped	anger	0.344	אויסגעטוען
antisocial	anger	0.344	אַנטיסאָסיאַל
pirate	anger	0.344	פּיראַט
stingy	anger	0.344	קאַרג
shoddy	anger	0.344	שלעכט
unreliable	anger	0.344	אַנרילייאַבאַל
shaky	anger	0.344	שוידערלעך
misleading	anger	0.344	מיסלידינג
unsettled	anger	0.344	ומבאַקוועם
evade	anger	0.344	ויסמיידן
anxiety	anger	0.344	דייַגעס
disclaim	anger	0.344	אָפּזאָגן
deterioration	anger	0.344	דיטיריעריישאַן
impotence	anger	0.344	מענערשוואַכקייט
interminable	anger	0.343	אינטערמאַנאַבאַל
disease	anger	0.341	קרענק
meddle	anger	0.341	אַרייַנמישנ זיך
warp	anger	0.340	וואָרפּ
averse	anger	0.338	אַנטקעגן
infamous	anger	0.338	פאַרנאַנט
alcoholism	anger	0.338	אַלקאַכאָליזאַם
row	anger	0.337	רודערן
staticky	anger	0.336	סטאַטיק
illegitimate	anger	0.333	ומלעגאַל
encumbrance	anger	0.333	ענגשאַפט
witchcraft	anger	0.333	כישוף
interrupt	anger	0.333	יבעררייַסן
scorpion	anger	0.333	סקאָרפּיאָן
ill	anger	0.333	קראַנק
sinner	anger	0.331	זינדיקער
inconsiderate	anger	0.329	ינקאַנסעראַט
hulk	anger	0.329	hulk
prohibited	anger	0.328	פאַרבאָטן
dashed	anger	0.328	געשלאגן
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	דיסקוואַלאַפייד
spammers	anger	0.328	ספּאַממערס
phony	anger	0.328	פאַלש
tighten	anger	0.328	פאַרשטייַפן
dislocated	anger	0.328	דיסלאָוקייטיד
scapegoat	anger	0.328	שיפּעגאָאַט
victim	anger	0.328	קאָרבן
opponent	anger	0.328	קעגנער
hiss	anger	0.328	שיסן
crusade	anger	0.328	קרייצצוג
grumpy	anger	0.328	גרומפּיק
resisting	anger	0.328	אַנטקעגנשטעלנ זיך
inappropriate	anger	0.324	ינאַפּראָופּרייט
haye	anger	0.324	היי
loss	anger	0.324	אָנווער
trickery	anger	0.324	טריקערי
eschew	anger	0.324	eschew
neglected	anger	0.324	אָפּגעלאָזן
canker	anger	0.323	קאַנקער
muff	anger	0.318	מאָף
