English Word	Emotion	Emotion-Intensity-Score	Welsh Word
exile	anger	0.469	alltud
insanity	anger	0.469	gwallgofrwydd
offense	anger	0.469	trosedd
objection	anger	0.469	gwrthwynebiad
smother	anger	0.469	mygu
disruption	anger	0.469	tarfu
intolerance	anger	0.469	anoddefgarwch
disobey	anger	0.469	anufuddhau
selfishness	anger	0.469	hunanoldeb
recidivism	anger	0.469	atgwympo
subversive	anger	0.469	gwrthdroadol
huff	anger	0.469	hwff
plunder	anger	0.469	ysbeilio
opposition	anger	0.469	gwrthwynebiad
complain	anger	0.469	achwyn
perpetrator	anger	0.469	drwgweithredwr
simmer	anger	0.469	mudferwi
areyoukidding	anger	0.468	wyt ti'n kidding
mug	anger	0.467	mwg
agony	anger	0.465	poenau
arrogant	anger	0.461	trahaus
sux	anger	0.456	sux
vent	anger	0.456	awyrell
elimination	anger	0.456	dileu
picketing	anger	0.456	picedu
haughty	anger	0.456	hagr
grated	anger	0.455	wedi'i gratio
flagrant	anger	0.455	banerog
busted	anger	0.455	busted
crabby	anger	0.455	crabby
dying	anger	0.455	yn marw
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	anhydraidd
stubbed	anger	0.455	stubbed
illegality	anger	0.455	anghyfreithlondeb
veto	anger	0.455	feto
constraint	anger	0.455	cyfyngiad
mislead	anger	0.455	camarwain
illicit	anger	0.455	anghyfreithlon
troublesome	anger	0.455	trafferthus
clamor	anger	0.455	crochlefain
bayonet	anger	0.453	bidog
suppress	anger	0.453	atal
intense	anger	0.453	dwys
displeased	anger	0.453	anfodlon
disapproving	anger	0.453	anghymeradwyo
hysterical	anger	0.453	hysterig
struggle	anger	0.453	ymrafael
godless	anger	0.453	di-dduw
desist	anger	0.453	ymatal
usurped	anger	0.453	trawsfeddiant
despotism	anger	0.453	despotiaeth
disagreeing	anger	0.453	anghytuno
bad	anger	0.453	drwg
unlawful	anger	0.451	anghyfreithlon
wrongly	anger	0.448	yn anghywir
repellent	anger	0.442	ymlid
dishonor	anger	0.441	amarch
psychosis	anger	0.441	seicosis
wasted	anger	0.441	gwastraffu
wrongful	anger	0.441	anghyfiawn
foe	anger	0.441	gelyn
aversion	anger	0.440	gwrthwynebiad
gahhh	anger	0.439	gahhhh
knuckles	anger	0.439	migwrn
ultimatum	anger	0.439	wltimatwm
schism	anger	0.439	sgism
upset	anger	0.439	cynhyrfu
effigy	anger	0.439	delw
punitive	anger	0.439	cosbol
worthless	anger	0.438	diwerth
separatist	anger	0.438	ymwahanydd
ransom	anger	0.438	pridwerth
deny	anger	0.438	gwadu
fugitive	anger	0.438	ffo
mucked	anger	0.438	myglyd
abandonment	anger	0.438	gadawiad
irritation	anger	0.438	llid
deleterious	anger	0.438	niweidiol
stupidity	anger	0.438	hurtrwydd
segregate	anger	0.437	gwahanu
oblivion	anger	0.437	ebargofiant
payback	anger	0.436	ad-dalu
incongruous	anger	0.435	anghydweddol
eviction	anger	0.435	troi allan
collusion	anger	0.432	cydgynllwynio
rob	anger	0.431	lladrata
ravenous	anger	0.429	cigfrain
overrun	anger	0.429	gor-redeg
infidelity	anger	0.429	anffyddlondeb
harbinger	anger	0.426	harbinger
painful	anger	0.426	poenus
getoverit	anger	0.426	gorsedd
martial	anger	0.426	ymladd
rejection	anger	0.426	gwrthod
incredulous	anger	0.426	anhygoel
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	amddiffynfa
enforce	anger	0.424	gorfodi
commotion	anger	0.424	cynnwrf
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonorea
fraudulent	anger	0.424	twyllodrus
unsympathetic	anger	0.424	digydymdeimlad
fallacious	anger	0.424	fallacious
greed	anger	0.424	trachwant
defraud	anger	0.424	twyll
banger	anger	0.424	banger
concealment	anger	0.424	celu
fuss	anger	0.424	ffwdan
exasperation	anger	0.424	gorfoledd
disobedience	anger	0.424	anufudd-dod
powerful	anger	0.424	nerthol
discontent	anger	0.424	anniddigrwydd
indecency	anger	0.424	anweddusrwydd
sedition	anger	0.422	gofid
deportation	anger	0.422	alltudio
cracked	anger	0.422	cracio
bang	anger	0.422	glec
barb	anger	0.422	barb
duel	anger	0.422	gornest
sarcasm	anger	0.422	coegni
cur	anger	0.422	cyr
misrepresented	anger	0.422	camliwio
annoyance	anger	0.422	annifyrrwch
scar	anger	0.422	craith
nettle	anger	0.422	danadl
banishment	anger	0.422	alltudiaeth
snubbed	anger	0.422	snwbio
penitentiary	anger	0.422	penyd
penetration	anger	0.422	treiddiad
blatant	anger	0.420	amlwg
force	anger	0.418	grym
perverse	anger	0.415	gwrthnysig
wring	anger	0.415	wregys
bastion	anger	0.413	bastion
grim	anger	0.413	grim
moody	anger	0.412	oriog
tiff	anger	0.412	tiff
nothappy	anger	0.412	anhapus
surly	anger	0.412	suriog
sordid	anger	0.412	sordid
hunting	anger	0.411	hela
indenture	anger	0.410	indentur
forfeit	anger	0.409	fforffed
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	gwaradwydd
sham	anger	0.409	ffug
awful	anger	0.409	ofnadwy
compulsion	anger	0.409	gorfodaeth
implicate	anger	0.409	ymhlyg
contradict	anger	0.409	gwrthddweud
inept	anger	0.409	anaddas
supremacy	anger	0.409	goruchafiaeth
sneak	anger	0.409	sleifio
disappoint	anger	0.409	siomi
blockade	anger	0.409	gwarchae
detainee	anger	0.409	carcharor
cantwin	anger	0.409	cantwin
squelch	anger	0.409	gwichian
lying	anger	0.408	gorwedd
rail	anger	0.406	rheilen
forsaken	anger	0.406	gadawodd
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	gwrthun
wop	anger	0.406	wop
badger	anger	0.406	mochyn daear
tremor	anger	0.406	cryndod
inequality	anger	0.406	anghyfartaledd
delusion	anger	0.406	lledrith
unthinkable	anger	0.406	annychmygol
onerous	anger	0.406	beichus
wrongdoing	anger	0.406	camwedd
nuisance	anger	0.406	niwsans
scrapie	anger	0.406	clefyd y crafu
epidemic	anger	0.406	epidemig
arguments	anger	0.404	dadleuon
affront	anger	0.403	sarhau
traumatic	anger	0.402	trawmatig
sodding	anger	0.400	sodding
libel	anger	0.400	enllib
annoys	anger	0.400	cythruddo
soslow	anger	0.398	soslow
watchout	anger	0.398	gwyliadwriaeth
frenetic	anger	0.397	gwylltineb
remiss	anger	0.397	esgeuluso
barge	anger	0.396	ysgraff
sue	anger	0.394	siwio
keyed	anger	0.394	allweddi
actionable	anger	0.394	gweithredadwy
extinguish	anger	0.394	diffodd
fraud	anger	0.394	twyll
untoward	anger	0.394	anwastad
illegal	anger	0.394	anghyfreithlon
nag	anger	0.394	nag
boxing	anger	0.394	paffio
confiscate	anger	0.394	atafaelu
howl	anger	0.394	udo
whatsthepoint	anger	0.394	beth yw'r pwynt
rabble	anger	0.394	rabl
unfriendly	anger	0.394	anghyfeillgar
disrespect	anger	0.394	amarch
dangit	anger	0.394	dangit
brimstone	anger	0.392	brwmstan
dissolution	anger	0.391	diddymiad
rigged	anger	0.391	rigio
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	daeargryn
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	di-hid
disagree	anger	0.389	anghytuno
lawsuit	anger	0.386	chyngaws
disused	anger	0.382	segur
despair	anger	0.382	anobaith
immorality	anger	0.382	anfoesoldeb
coerce	anger	0.379	gorfodaeth
firstworldprobs	anger	0.379	probs byd cyntaf
touchy	anger	0.379	cyffyrddus
pokes	anger	0.379	pokes
falsification	anger	0.379	ffugio
rifle	anger	0.379	reiffl
sizzle	anger	0.379	sizzle
incurable	anger	0.379	anwelladwy
difficulty	anger	0.379	anhawster
sore	anger	0.379	dolur
picket	anger	0.378	piced
concussion	anger	0.377	cyfergyd
stuckup	anger	0.375	ffroenuchel
militia	anger	0.375	milisia
rawr	anger	0.375	rawr
faulty	anger	0.375	diffygiol
sly	anger	0.375	slei
disillusionment	anger	0.375	dadrithiad
petpeeve	anger	0.375	anifeiliaid anwes peeve
pitfall	anger	0.375	pitw
infantile	anger	0.375	babanaidd
pessimism	anger	0.375	pesimistiaeth
remand	anger	0.375	remand
cannon	anger	0.375	canon
vindicate	anger	0.371	cyfiawnhau
inhibit	anger	0.371	llesteirio
distressing	anger	0.371	trallodus
nepotism	anger	0.371	nepotiaeth
schizophrenia	anger	0.369	sgitsoffrenia
skewed	anger	0.368	sgiw
disreputable	anger	0.368	anfri
forbidding	anger	0.368	gwahardd
conquest	anger	0.367	concwest
bark	anger	0.365	rhisgl
leukemia	anger	0.365	lewcemia
disapprove	anger	0.364	anghymeradwyo
warrior	anger	0.364	rhyfelwr
barks	anger	0.364	rhisgl
retarded	anger	0.364	retarded
unhappy	anger	0.364	anhapus
burke	anger	0.364	bwrc
challenge	anger	0.364	her
belt	anger	0.364	gwregys
litigate	anger	0.359	ymgyfreithio
paucity	anger	0.359	prinder
opinionated	anger	0.359	barnedig
disliked	anger	0.359	ddim yn hoffi
aftermath	anger	0.359	canlyn
restriction	anger	0.359	cyfyngiad
cad	anger	0.359	cad
incompetence	anger	0.359	anghymwyster
loudness	anger	0.359	uchelder
broken	anger	0.359	wedi torri
polemic	anger	0.359	polmig
sectarian	anger	0.359	sectyddol
controversial	anger	0.359	dadleuol
interrupting	anger	0.358	torri ar draws
fussy	anger	0.357	ffyslyd
wench	anger	0.353	wench
remove	anger	0.351	gwared
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	camymddwyn
scarcity	anger	0.350	prinder
losing	anger	0.349	colli
stigma	anger	0.348	gwarth
deserted	anger	0.348	anghyfannedd
timewasters	anger	0.348	gwastraffwyr amser
disagreement	anger	0.348	anghytundeb
defect	anger	0.348	diffyg
hardened	anger	0.348	caledu
lie	anger	0.348	celwydd
ulcer	anger	0.348	wlser
retract	anger	0.348	tynnu'n ôl
untrustworthy	anger	0.348	anymddiriedol
pest	anger	0.348	pla
disappointed	anger	0.348	siomedig
bias	anger	0.345	gogwydd
negation	anger	0.344	negyddiaeth
bothering	anger	0.344	trafferthu
stripped	anger	0.344	stripio
antisocial	anger	0.344	gwrthgymdeithasol
pirate	anger	0.344	môr-leidr
stingy	anger	0.344	stingy
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	annibynadwy
shaky	anger	0.344	sigledig
misleading	anger	0.344	camarweiniol
unsettled	anger	0.344	ansefydlog
evade	anger	0.344	osgoi
anxiety	anger	0.344	pryder
disclaim	anger	0.344	ymwadu
deterioration	anger	0.344	dirywiad
impotence	anger	0.344	analluedd
interminable	anger	0.343	tragywyddol
disease	anger	0.341	clefyd
meddle	anger	0.341	meddle
warp	anger	0.340	ystof
averse	anger	0.338	gwrthun
infamous	anger	0.338	anenwog
alcoholism	anger	0.338	alcoholiaeth
row	anger	0.337	rhes
staticky	anger	0.336	statig
illegitimate	anger	0.333	anghyfreithlon
encumbrance	anger	0.333	llyffethair
witchcraft	anger	0.333	dewiniaeth
interrupt	anger	0.333	torri ar draws
scorpion	anger	0.333	sgorpion
ill	anger	0.333	sâl
sinner	anger	0.331	pechadur
inconsiderate	anger	0.329	anystyriol
hulk	anger	0.329	hulc
prohibited	anger	0.328	gwaharddedig
dashed	anger	0.328	gwalchog
brrr	anger	0.328	brrr
fib	anger	0.328	ffib
disqualified	anger	0.328	diarddel
spammers	anger	0.328	sbamwyr
phony	anger	0.328	ffoni
tighten	anger	0.328	tynhau
dislocated	anger	0.328	dadleoli
scapegoat	anger	0.328	bwch dihangol
victim	anger	0.328	dioddefwr
opponent	anger	0.328	gwrthwynebwr
hiss	anger	0.328	hisian
crusade	anger	0.328	crwsâd
grumpy	anger	0.328	sarrug
resisting	anger	0.328	gwrthsefyll
inappropriate	anger	0.324	amhriodol
haye	anger	0.324	gwair
loss	anger	0.324	colled
trickery	anger	0.324	dichellwaith
eschew	anger	0.324	eschew
neglected	anger	0.324	hesgeuluso
canker	anger	0.323	cancr
muff	anger	0.318	muff
crunch	anger	0.318	wasgfa
duplicity	anger	0.318	dyblygrwydd
criticism	anger	0.318	beirniadaeth
queues	anger	0.318	ciwiau
shriek	anger	0.316	shriec
depreciate	anger	0.315	dibrisio
dismissal	anger	0.312	diswyddiad
chaff	anger	0.312	chaff
dramaqueen	anger	0.312	dramodydd
poverty	anger	0.312	tlodi
carelessness	anger	0.312	diofalwch
deflate	anger	0.312	datchwydd
dumps	anger	0.312	dympiau
dupe	anger	0.312	dupe
mortality	anger	0.312	marwoldeb
revving	anger	0.309	adfywiol
disallowed	anger	0.308	anghymeradwy
boisterous	anger	0.307	afreolus
thoughtless	anger	0.307	difeddwl
burial	anger	0.304	claddedigaeth
wince	anger	0.303	wince
theocratic	anger	0.303	theocrataidd
sullen	anger	0.303	sullen
involution	anger	0.300	involution
misuse	anger	0.297	camddefnydd
taxed	anger	0.297	trethedig
senseless	anger	0.297	disynnwyr
talons	anger	0.297	crafanau
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyourrow
hoax	anger	0.297	ffug
depreciated	anger	0.297	dibrisio
depressed	anger	0.297	digalon
wasteful	anger	0.297	gwastraffus
paralysis	anger	0.295	parlys
displaced	anger	0.294	dadleoli
limited	anger	0.292	cyfyngedig
disapointment	anger	0.290	siom
orc	anger	0.289	orc
ridiculous	anger	0.289	chwerthinllyd
homeless	anger	0.288	digartref
spine	anger	0.288	asgwrn cefn
teasing	anger	0.288	pryfocio
presumptuous	anger	0.288	rhyfygus
react	anger	0.288	ymateb
sharpen	anger	0.288	hogi
barrier	anger	0.287	rhwystr
hoot	anger	0.287	hoot
twitchy	anger	0.287	pleidiog
myopia	anger	0.283	myopia
flexin	anger	0.281	fflecsin
lagging	anger	0.281	lagio
contraband	anger	0.281	contraband
incompatible	anger	0.281	anghydnaws
shiver	anger	0.281	crynu
spam	anger	0.281	sbam
agh	anger	0.281	agh
disconnects	anger	0.281	yn datgysylltu
delinquent	anger	0.281	tramgwyddus
restitution	anger	0.281	adferiad
foray	anger	0.279	chwilota
troll	anger	0.279	trolio
unfairness	anger	0.279	annhegwch
buffering	anger	0.279	byffro
noncompliance	anger	0.279	diffyg cydymffurfio
nether	anger	0.278	chwaith
bogus	anger	0.273	ffug
immaturity	anger	0.273	anaeddfedrwydd
uncaring	anger	0.273	diofal
bugaboo	anger	0.273	bygabŵ
feisty	anger	0.269	feisty
shock	anger	0.269	sioc
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	person notaborning
feminism	anger	0.266	ffeministiaeth
inoperative	anger	0.266	anweithredol
bear	anger	0.266	arth
inconvenient	anger	0.266	anghyfleus
latent	anger	0.266	cudd
defendant	anger	0.266	diffynnydd
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapio
pry	anger	0.266	pry
quandary	anger	0.266	penbleth
interrupts	anger	0.265	yn torri ar draws
fluctuation	anger	0.265	amrywiad
exaggerate	anger	0.263	gorliwio
lose	anger	0.261	colli
patter	anger	0.258	patrwm
furnace	anger	0.258	ffwrnais
stone	anger	0.258	carreg
tease	anger	0.258	pryfocio
shoplifting	anger	0.258	dwyn o siopau
soldier	anger	0.258	milwr
incompetent	anger	0.257	anghymwys
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	roced
skid	anger	0.250	sgid
noisy	anger	0.250	swnllyd
notoriety	anger	0.250	enwogrwydd
cane	anger	0.250	cansen
unfollow	anger	0.250	dad-ddilyn
tripping	anger	0.250	baglu
attentionseeker	anger	0.250	ceisiwr sylw
mastery	anger	0.250	meistrolaeth
socialist	anger	0.250	sosialaidd
falsehood	anger	0.250	anwiredd
complicate	anger	0.250	cymhlethu
lawyer	anger	0.250	cyfreithiwr
untrue	anger	0.250	anwir
nonsense	anger	0.250	nonsens
pouting	anger	0.250	pwdu
witch	anger	0.242	gwrach
detract	anger	0.242	amharu
obstacle	anger	0.242	rhwystr
halter	anger	0.242	ataliwr
fenced	anger	0.242	wedi'i ffensio
capslock	anger	0.242	capsloc
dontunderstand	anger	0.242	ddim yn deall
vampire	anger	0.242	fampir
ringer	anger	0.242	canwr
frowning	anger	0.239	gwgu
saber	anger	0.238	sabr
hunger	anger	0.235	newyn
shell	anger	0.234	plisgyn
wokemeup	anger	0.234	deffro
recession	anger	0.234	dirwasgiad
failing	anger	0.234	yn methu
dabbling	anger	0.234	dablo
politics	anger	0.234	gwleidyddiaeth
lava	anger	0.234	lafa
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	imtryingtosleep
tariff	anger	0.234	tariff
undesirable	anger	0.231	annymunol
darkness	anger	0.227	tywyllwch
versus	anger	0.227	yn erbyn
copycat	anger	0.227	copicat
resign	anger	0.227	ymddiswyddo
soaked	anger	0.226	socian
unfulfilled	anger	0.225	anghyflawn
abandoned	anger	0.222	wedi'i adael
unattainable	anger	0.221	anghyraeddadwy
owing	anger	0.221	dyledus
bankruptcy	anger	0.221	methdaliad
misconception	anger	0.219	camsyniad
tool	anger	0.219	offeryn
warden	anger	0.219	warden
compress	anger	0.219	cywasgu
mosquito	anger	0.219	mosgito
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	rhywbethigetalot
confusion	anger	0.219	dryswch
unhelpful	anger	0.219	anfuddiol
twitching	anger	0.219	plycio
nosey	anger	0.213	swnllyd
overpriced	anger	0.212	gorbris
adder	anger	0.212	gwiber
harry	anger	0.212	harry
shortage	anger	0.212	prinder
melodrama	anger	0.212	felodrama
possession	anger	0.206	meddiant
desert	anger	0.206	anialwch
overplayed	anger	0.206	gorchwarae
unpaid	anger	0.203	di-dâl
powerless	anger	0.203	di-rym
sentence	anger	0.203	brawddeg
inefficient	anger	0.203	aneffeithlon
arraignment	anger	0.203	ariad
pout	anger	0.203	pwdu
unlucky	anger	0.203	anlwcus
rook	anger	0.203	roc
backbone	anger	0.203	asgwrn cefn
uninvited	anger	0.203	heb wahoddiad
court	anger	0.199	llys
endless	anger	0.198	diddiwedd
adverts	anger	0.197	hysbysebion
distracted	anger	0.197	tynnu sylw
delay	anger	0.197	oedi
misstatement	anger	0.197	camddatganiad
misunderstanding	anger	0.195	camddealltwriaeth
inadmissible	anger	0.191	annerbyniadwy
excite	anger	0.191	cyffroi
lightning	anger	0.189	mellt
preclude	anger	0.188	atal
mournful	anger	0.188	galarus
insecure	anger	0.188	ansicr
incase	anger	0.188	rhag ofn
mutter	anger	0.182	mwmial
pare	anger	0.182	par
rating	anger	0.182	gradd
claimant	anger	0.182	hawliwr
insist	anger	0.182	mynnu
mistress	anger	0.182	meistres
distracting	anger	0.182	tynnu sylw
opium	anger	0.180	opiwm
deserve	anger	0.176	haeddu
willful	anger	0.176	ewyllysgar
treat	anger	0.175	trin
insists	anger	0.175	yn mynnu
excitation	anger	0.172	cyffro
mighty	anger	0.172	nerthol
liberate	anger	0.172	rhyddhau
indecisive	anger	0.172	amhendant
hormonal	anger	0.172	hormonaidd
peice	anger	0.172	peis
gibberish	anger	0.172	gibberish
misplace	anger	0.172	camle
fee	anger	0.172	ffi
thanksalot	anger	0.172	Diolch yn fawr
fleece	anger	0.172	cnu
yelp	anger	0.168	cyfarth
mule	anger	0.167	mul
unequal	anger	0.167	anghyfartal
hamstring	anger	0.167	hamlinyn
bargaining	anger	0.167	bargeinio
insufficiency	anger	0.167	annigonolrwydd
insignificant	anger	0.167	di-nod
attentionseekers	anger	0.163	ceiswyr sylw
coop	anger	0.156	cwp
rheumatism	anger	0.156	cryd cymalau
forearm	anger	0.156	blaenarf
indifference	anger	0.156	difaterwch
underpaid	anger	0.152	dan dâl
involvement	anger	0.152	ymglymiad
justthebeginning	anger	0.152	dim ond y dechrau
disinformation	anger	0.152	dadwybodaeth
uncertain	anger	0.152	ansicr
bee	anger	0.152	gwenynen
attorney	anger	0.152	twrnai
pretending	anger	0.152	smalio
campaigning	anger	0.151	ymgyrchu
hopelessness	anger	0.149	anobaith
feeling	anger	0.147	teimlad
legalized	anger	0.145	cyfreithloni
caution	anger	0.145	pwyll
sterling	anger	0.141	sterling
morals	anger	0.141	moesau
subsidy	anger	0.141	cymhorthdal
obliging	anger	0.141	gorfodi
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salŵn
blemish	anger	0.136	blemish
misspell	anger	0.136	camsillafiad
repay	anger	0.136	ad-dalu
surcharge	anger	0.136	gordal
geez	anger	0.136	geez
birch	anger	0.135	bedw
noob	anger	0.133	noob
honk	anger	0.133	honc
orchestra	anger	0.132	cerddorfa
wireless	anger	0.125	diwifr
competitive	anger	0.125	cystadleuol
standstill	anger	0.125	llonydd
inattention	anger	0.121	diffyg sylw
reversal	anger	0.121	gwrthdroi
lace	anger	0.118	les
elbow	anger	0.117	penelin
instinctive	anger	0.112	greddfol
chant	anger	0.111	llafarganu
gnome	anger	0.109	gnome
lonely	anger	0.109	unig
tolerate	anger	0.106	goddef
management	anger	0.102	rheoli
advocacy	anger	0.100	eiriolaeth
moral	anger	0.094	moesol
roadworks	anger	0.091	gwaith ffordd
honest	anger	0.087	onest
gent	anger	0.076	boneddig
forgetful	anger	0.076	anghofus
liquor	anger	0.075	gwirod
money	anger	0.074	arian
hood	anger	0.071	cwfl
curriculum	anger	0.063	cwricwlwm
words	anger	0.062	geiriau
smell	anger	0.061	arogli
playful	anger	0.061	chwareus
opera	anger	0.061	opera
elf	anger	0.061	coblyn
nurture	anger	0.059	meithrin
trumpet	anger	0.059	trwmped
counsellor	anger	0.059	cynghorwr
asleeep	anger	0.059	cysgu
birthplace	anger	0.051	man geni
ribbon	anger	0.047	rhuban
youth	anger	0.045	ieuenctid
vote	anger	0.045	pleidlais
cash	anger	0.039	arian parod
wannasleep	anger	0.031	eisiau cysgu
waffle	anger	0.030	waffl
dame	anger	0.030	dammeg
buffet	anger	0.029	bwffe
celebrity	anger	0.026	enwog
sisterhood	anger	0.015	chwaeroliaeth
autocorrect	anger	0.015	awtocywir
musical	anger	0.011	cerddorol
tree	anger	0.000	coeden
anticipation	anticipation	0.859	disgwyliad
excited	anticipation	0.859	cynhyrfus
excitement	anticipation	0.820	cyffro
anticipate	anticipation	0.820	rhagweld
eagerness	anticipation	0.812	awydd
exciting	anticipation	0.797	cyffrous
expectant	anticipation	0.789	disgwyl
thrilling	anticipation	0.781	gwefreiddiol
hope	anticipation	0.773	gobaith
quest	anticipation	0.766	cwest
countdown	anticipation	0.750	cyfri i lawr
start	anticipation	0.750	dechrau
anticipatory	anticipation	0.750	rhagweledol
adventure	anticipation	0.750	antur
expectance	anticipation	0.750	disgwyliad
climax	anticipation	0.742	uchafbwynt
prophecy	anticipation	0.742	proffwydoliaeth
expect	anticipation	0.742	disgwyl
excite	anticipation	0.742	cyffroi
arouse	anticipation	0.742	cyffroi
eager	anticipation	0.742	awyddus
ejaculation	anticipation	0.734	ejaculation
birth	anticipation	0.734	geni
announcement	anticipation	0.734	cyhoeddiad
expectancy	anticipation	0.727	disgwyliad
expecting	anticipation	0.727	disgwyl
imminent	anticipation	0.727	ar fin digwydd
liberation	anticipation	0.727	ryddhad
urgent	anticipation	0.727	brys
trepidation	anticipation	0.719	gofid
reunion	anticipation	0.719	aduniad
prospection	anticipation	0.719	spectol
voyage	anticipation	0.719	mordaith
