English Word	Emotion	Emotion-Intensity-Score	Samoan Word
distress	anger	0.469	puapuaga
angermanagement	anger	0.469	pulea ita
selfish	anger	0.469	manatu faapito
injury	anger	0.469	manu'a
exile	anger	0.469	faaaunuua
insanity	anger	0.469	valea
offense	anger	0.469	solitulafono
objection	anger	0.469	tetee
smother	anger	0.469	pupuni
disruption	anger	0.469	fa'alavelave
intolerance	anger	0.469	le faapalepale
disobey	anger	0.469	le usitai
selfishness	anger	0.469	manatu faapito
recidivism	anger	0.469	toe fa'afo'isia
subversive	anger	0.469	fa'aleaga
huff	anger	0.469	huff
plunder	anger	0.469	faomea
opposition	anger	0.469	tetee
complain	anger	0.469	faitio
perpetrator	anger	0.469	tagata solitulafono
simmer	anger	0.469	fa'afefete
areyoukidding	anger	0.468	o lo'o e fa'alogo
mug	anger	0.467	ipu
agony	anger	0.465	tiga
arrogant	anger	0.461	fa'amaualuga
sux	anger	0.456	sux
vent	anger	0.456	fa'amalo
elimination	anger	0.456	fa'ate'aina
picketing	anger	0.456	palota
haughty	anger	0.456	fa'amaualuga
grated	anger	0.455	u'u
flagrant	anger	0.455	mata'utia
busted	anger	0.455	ta'atia
crabby	anger	0.455	paa'u
dying	anger	0.455	oti
idiocy	anger	0.455	faavalevalea
impermeable	anger	0.455	lē mafai ona pa'u
stubbed	anger	0.455	tutu'i
illegality	anger	0.455	faasolitulafono
veto	anger	0.455	veto
constraint	anger	0.455	taofiofiga
mislead	anger	0.455	faaseseina
illicit	anger	0.455	faasolitulafono
troublesome	anger	0.455	fa'alavelave
clamor	anger	0.455	tagi
bayonet	anger	0.453	bayonet
suppress	anger	0.453	taofiofi
intense	anger	0.453	malosi
displeased	anger	0.453	le fiafia
disapproving	anger	0.453	le taliaina
hysterical	anger	0.453	fa'ama'i
struggle	anger	0.453	tauiviga
godless	anger	0.453	lē amioatua
desist	anger	0.453	taofi
usurped	anger	0.453	faoa faamalosi
despotism	anger	0.453	fa'aleaga
disagreeing	anger	0.453	le ioeina
bad	anger	0.453	leaga
unlawful	anger	0.451	faasolitulafono
wrongly	anger	0.448	sese
repellent	anger	0.442	tetee
dishonor	anger	0.441	faalumaina
psychosis	anger	0.441	ma'i mafaufau
wasted	anger	0.441	maumau
wrongful	anger	0.441	sese
foe	anger	0.441	fili
aversion	anger	0.440	'ino'ino
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	limatusi
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	vaeluaga
upset	anger	0.439	le fiafia
effigy	anger	0.439	fa'ailoga
punitive	anger	0.439	fa'asalaga
worthless	anger	0.438	le aoga
separatist	anger	0.438	separatist
ransom	anger	0.438	togiola
deny	anger	0.438	faafitia
fugitive	anger	0.438	sola
mucked	anger	0.438	mimilo
abandonment	anger	0.438	tuulafoaiina
irritation	anger	0.438	ita
deleterious	anger	0.438	fa'aleaga
stupidity	anger	0.438	valea
segregate	anger	0.437	tuueseese
oblivion	anger	0.437	galo
payback	anger	0.436	toe totogi
incongruous	anger	0.435	lē fetaui
eviction	anger	0.435	tuliesea
collusion	anger	0.432	taupulepulega
rob	anger	0.431	faomea
ravenous	anger	0.429	fiaua
overrun	anger	0.429	lofia
infidelity	anger	0.429	le faamaoni
harbinger	anger	0.426	fa'ailoga
painful	anger	0.426	tiga
getoverit	anger	0.426	manuia
martial	anger	0.426	martial
rejection	anger	0.426	teenaina
incredulous	anger	0.426	le talitonuina
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	puipuiga
enforce	anger	0.424	faamalosia
commotion	anger	0.424	vevesi
censor	anger	0.424	tagavai
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	taufaasese
unsympathetic	anger	0.424	lē alofa
fallacious	anger	0.424	sese
greed	anger	0.424	matape'ape'a
defraud	anger	0.424	taufaavalea
banger	anger	0.424	po'o
concealment	anger	0.424	lilo
fuss	anger	0.424	vevesi
exasperation	anger	0.424	ita
disobedience	anger	0.424	le usita'i
powerful	anger	0.424	malosi
discontent	anger	0.424	le fiafia
indecency	anger	0.424	amio matagā
sedition	anger	0.422	fouvale
deportation	anger	0.422	ave'esea
cracked	anger	0.422	ta'e
bang	anger	0.422	pa
barb	anger	0.422	pa'u
duel	anger	0.422	ta'aloga
sarcasm	anger	0.422	tauemu
cur	anger	0.422	cur
misrepresented	anger	0.422	fa'aseseina
annoyance	anger	0.422	ita
scar	anger	0.422	ma'ila
nettle	anger	0.422	oga
banishment	anger	0.422	fa'ate'a
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	falepuipui
penetration	anger	0.422	ulu
blatant	anger	0.420	mata'utia
force	anger	0.418	malosi
perverse	anger	0.415	fa'api'opi'o
wring	anger	0.415	vili
bastion	anger	0.413	pā
grim	anger	0.413	mata'utia
moody	anger	0.412	fa'anoanoa
tiff	anger	0.412	tiff
nothappy	anger	0.412	le fiafia
surly	anger	0.412	fa'afefe
sordid	anger	0.412	leaga
hunting	anger	0.411	tuliga
indenture	anger	0.410	feagaiga
forfeit	anger	0.409	maumau
areyoukiddingme	anger	0.409	ete ula mai ia a'u
reproach	anger	0.409	faalumaina
sham	anger	0.409	pepelo
awful	anger	0.409	mata'utia
compulsion	anger	0.409	fai faamalosi
implicate	anger	0.409	aafia
contradict	anger	0.409	fete'ena'i
inept	anger	0.409	lē agavaa
supremacy	anger	0.409	pule silisili ese
sneak	anger	0.409	sola
disappoint	anger	0.409	fa'anoanoa
blockade	anger	0.409	poloka poloka
detainee	anger	0.409	taofia
cantwin	anger	0.409	fa'atasi
squelch	anger	0.409	tineia
lying	anger	0.408	pepelo
rail	anger	0.406	nofoaafi
forsaken	anger	0.406	tuulafoaiina
cacophony	anger	0.406	pu'upu'u
antipathy	anger	0.406	tete'e
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	gatete
inequality	anger	0.406	le tutusa
delusion	anger	0.406	fa'asesega
unthinkable	anger	0.406	le mafaufauina
onerous	anger	0.406	mamafatu
wrongdoing	anger	0.406	fai mea sese
nuisance	anger	0.406	fa'alavelave
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	fa'ama'i pipisi i se atunu'u
arguments	anger	0.404	finauga
affront	anger	0.403	faalumaina
traumatic	anger	0.402	fa'alavelave
sodding	anger	0.400	fa'asusu
libel	anger	0.400	taufaaleaga
annoys	anger	0.400	ita
soslow	anger	0.398	solow
watchout	anger	0.398	faaeteete
frenetic	anger	0.397	fa'anoanoa
remiss	anger	0.397	fa'amagalo
barge	anger	0.396	vaa
sue	anger	0.394	molia
keyed	anger	0.394	ki
actionable	anger	0.394	mafai ona faatino
extinguish	anger	0.394	tineia
fraud	anger	0.394	taufaasese
untoward	anger	0.394	fa'aletonu
illegal	anger	0.394	faasolitulafono
nag	anger	0.394	tagi
boxing	anger	0.394	fusuaga
confiscate	anger	0.394	faoa faamalosi
howl	anger	0.394	uiō
whatsthepoint	anger	0.394	o le a le mea
rabble	anger	0.394	faomea
unfriendly	anger	0.394	le faauo
disrespect	anger	0.394	le fa'aaloalo
dangit	anger	0.394	dangit
brimstone	anger	0.392	teiō
dissolution	anger	0.391	fa'amavaega
rigged	anger	0.391	fa'atau
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	mafuie
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	faatamala
disagree	anger	0.389	le ioe
lawsuit	anger	0.386	faamasinoga
disused	anger	0.382	le fa'aaogaina
despair	anger	0.382	faanoanoa
immorality	anger	0.382	amio le mama
coerce	anger	0.379	fa'amalosi
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	pa'i
pokes	anger	0.379	tui
falsification	anger	0.379	fa'asese
rifle	anger	0.379	fana
sizzle	anger	0.379	osooso
incurable	anger	0.379	e le mafai ona togafitia
difficulty	anger	0.379	faigata
sore	anger	0.379	tiga
picket	anger	0.378	piketi
concussion	anger	0.377	fa'alavelave
stuckup	anger	0.375	pipii
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	sese
sly	anger	0.375	fa'a'ole'ole
disillusionment	anger	0.375	fa'anoanoa
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	mailei
infantile	anger	0.375	tamameamea
pessimism	anger	0.375	fa'aletonu
remand	anger	0.375	taofia
cannon	anger	0.375	fana
vindicate	anger	0.371	fa'amaonia
inhibit	anger	0.371	taofia
distressing	anger	0.371	mafatia
nepotism	anger	0.371	fa'aleaga
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	fa'afefe
disreputable	anger	0.368	ta'uleagaina
forbidding	anger	0.368	fa'asa
conquest	anger	0.367	fa'ato'ilaloina
bark	anger	0.365	pa'u
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	lē talia
warrior	anger	0.364	toa
barks	anger	0.364	pa'u
retarded	anger	0.364	tuai
unhappy	anger	0.364	le fiafia
burke	anger	0.364	burke
challenge	anger	0.364	lu'itau
belt	anger	0.364	fusipa'u
litigate	anger	0.359	fa'amasinoga
paucity	anger	0.359	utiuti
opinionated	anger	0.359	manatu
disliked	anger	0.359	le fiafia
aftermath	anger	0.359	i'uga
restriction	anger	0.359	tapula'a
cad	anger	0.359	cad
incompetence	anger	0.359	lē agavaa
loudness	anger	0.359	leo tele
broken	anger	0.359	malepelepe
polemic	anger	0.359	finauga
sectarian	anger	0.359	fa'alelotu
controversial	anger	0.359	fefinauai
interrupting	anger	0.358	fa'alavelave
fussy	anger	0.357	fusuaga
wench	anger	0.353	fafine
remove	anger	0.351	aveese
brat	anger	0.351	tama'ita'i
gruff	anger	0.351	ulavale
misbehavior	anger	0.351	amio leaga
scarcity	anger	0.350	utiuti
losing	anger	0.349	faia'ina
stigma	anger	0.348	fa'ailoga
deserted	anger	0.348	tuufua
timewasters	anger	0.348	fa'aalu taimi
disagreement	anger	0.348	feeseeseaiga
defect	anger	0.348	faaletonu
hardened	anger	0.348	faamaaaina
lie	anger	0.348	pepelo
ulcer	anger	0.348	papala
retract	anger	0.348	toe fa'afo'i
untrustworthy	anger	0.348	lē faatuatuaina
pest	anger	0.348	fa'ama'i
disappointed	anger	0.348	le fiafia
bias	anger	0.345	fa'aituau
negation	anger	0.344	faafitia
bothering	anger	0.344	fa'alavelave
stripped	anger	0.344	to'esea
antisocial	anger	0.344	fa'afeagai
pirate	anger	0.344	tagata faomea
stingy	anger	0.344	pipi'i
shoddy	anger	0.344	leaga
unreliable	anger	0.344	le faatuatuaina
shaky	anger	0.344	tetete
misleading	anger	0.344	fa'asesē
unsettled	anger	0.344	le mautu
evade	anger	0.344	alo ese
anxiety	anger	0.344	popolevale
disclaim	anger	0.344	faafitia
deterioration	anger	0.344	fa'aleagaina
impotence	anger	0.344	le malosi
interminable	anger	0.343	e le mafaitaulia
disease	anger	0.341	faama'i
meddle	anger	0.341	fa'alavelave
warp	anger	0.340	tui
averse	anger	0.338	fa'anoanoa
infamous	anger	0.338	ta'uleagaina
alcoholism	anger	0.338	ava malosi
row	anger	0.337	laina
staticky	anger	0.336	staticky
illegitimate	anger	0.333	fa'aletulafono
encumbrance	anger	0.333	fa'alavelave
witchcraft	anger	0.333	faataulaitu
interrupt	anger	0.333	fa'alavelave
scorpion	anger	0.333	akarava
ill	anger	0.333	ma'i
sinner	anger	0.331	tagata agasala
inconsiderate	anger	0.329	lē manatu mamafa
hulk	anger	0.329	hulk
prohibited	anger	0.328	fa'asa
dashed	anger	0.328	motumotu
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	fa'aleaogaina
spammers	anger	0.328	spammers
phony	anger	0.328	pepelo
tighten	anger	0.328	fa'amau
dislocated	anger	0.328	se'ese
scapegoat	anger	0.328	oti
victim	anger	0.328	manu'a
opponent	anger	0.328	fili
hiss	anger	0.328	masi
crusade	anger	0.328	taupulepulega
grumpy	anger	0.328	itaita
resisting	anger	0.328	tetee
inappropriate	anger	0.324	le talafeagai
haye	anger	0.324	hay
loss	anger	0.324	leiloa
trickery	anger	0.324	togafiti
eschew	anger	0.324	alo ese
neglected	anger	0.324	tuulafoaiina
canker	anger	0.323	faama'i
muff	anger	0.318	muff
crunch	anger	0.318	gaogao
duplicity	anger	0.318	fa'alua
criticism	anger	0.318	faitioga
queues	anger	0.318	laina
shriek	anger	0.316	'e'ē
depreciate	anger	0.315	fa'aitiitiga
dismissal	anger	0.312	faate'aina
chaff	anger	0.312	aputi
dramaqueen	anger	0.312	tama'ita'i tala'i
poverty	anger	0.312	mativa
carelessness	anger	0.312	faatamala
deflate	anger	0.312	fa'afefe
dumps	anger	0.312	otaota
dupe	anger	0.312	pepelo
mortality	anger	0.312	olaga nei
revving	anger	0.309	toe fa'aolaina
disallowed	anger	0.308	lē fa'atagaina
boisterous	anger	0.307	pisapisao
thoughtless	anger	0.307	lē mafaufau
burial	anger	0.304	tanuga
wince	anger	0.303	fa'ata'ita'i
theocratic	anger	0.303	faatiokarate
sullen	anger	0.303	fa'anoanoa
involution	anger	0.300	involution
misuse	anger	0.297	faaaoga sese
taxed	anger	0.297	lafoga
senseless	anger	0.297	valea
talons	anger	0.297	taloni
stalemate	anger	0.297	fa'aletonu
getyourown	anger	0.297	getyourown
hoax	anger	0.297	pepelo
depreciated	anger	0.297	faaitiitia
depressed	anger	0.297	fa'anoanoa
wasteful	anger	0.297	maumau
paralysis	anger	0.295	pipili
displaced	anger	0.294	soloia
limited	anger	0.292	faatapulaa
disapointment	anger	0.290	fa'anoanoaga
orc	anger	0.289	orc
ridiculous	anger	0.289	fa'avalevalea
homeless	anger	0.288	leai se aiga
spine	anger	0.288	ivitū
teasing	anger	0.288	taufaalili
presumptuous	anger	0.288	fa'amaualuga
react	anger	0.288	tali atu
sharpen	anger	0.288	faamaai
barrier	anger	0.287	papupuni
hoot	anger	0.287	hoot
twitchy	anger	0.287	fa'agatete
myopia	anger	0.283	myopia
flexin	anger	0.281	fetuutuunai
lagging	anger	0.281	tuai
contraband	anger	0.281	mea fa'atau
incompatible	anger	0.281	le fetaui
shiver	anger	0.281	tetete
spam	anger	0.281	spam
agh	anger	0.281	ag
disconnects	anger	0.281	motusia
delinquent	anger	0.281	solitulafono
restitution	anger	0.281	toe totogi
foray	anger	0.279	osofa'iga
troll	anger	0.279	troll
unfairness	anger	0.279	le tonu
buffering	anger	0.279	faapalepale
noncompliance	anger	0.279	le usitaia
nether	anger	0.278	i lalo
bogus	anger	0.273	pepelo
immaturity	anger	0.273	le matua
uncaring	anger	0.273	le popole
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	te'i
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	le taeao tagata
feminism	anger	0.266	fa'afafine
inoperative	anger	0.266	lē gaoioi
bear	anger	0.266	urosa
inconvenient	anger	0.266	le talafeagai
latent	anger	0.266	lilo
defendant	anger	0.266	lē ua molia
nopoint	anger	0.266	leai se manatu
rapping	anger	0.266	tope
pry	anger	0.266	tui
quandary	anger	0.266	fa'aletonu
interrupts	anger	0.265	fa'alavelave
fluctuation	anger	0.265	fesuiaiga
exaggerate	anger	0.263	fa'atele
lose	anger	0.261	leiloa
patter	anger	0.258	pate
furnace	anger	0.258	ogaumu
stone	anger	0.258	maa
tease	anger	0.258	taufaalili
shoplifting	anger	0.258	gaoi i faleoloa
soldier	anger	0.258	fitafita
incompetent	anger	0.257	lē agavaa
indoctrination	anger	0.255	aoaoga faavae
rocket	anger	0.250	roketi
skid	anger	0.250	faasee
noisy	anger	0.250	pisapisao
notoriety	anger	0.250	ta'uta'ua
cane	anger	0.250	tootoo
unfollow	anger	0.250	le mulimuli
tripping	anger	0.250	tautevateva
attentionseeker	anger	0.250	tagata su'esu'e
mastery	anger	0.250	pule
socialist	anger	0.250	fa'aagafesootai
falsehood	anger	0.250	pepelo
complicate	anger	0.250	lavelave
lawyer	anger	0.250	loia
untrue	anger	0.250	le moni
nonsense	anger	0.250	fa'avalevalea
pouting	anger	0.250	fa'amumu
witch	anger	0.242	faataulaitu
detract	anger	0.242	fa'aleaga
obstacle	anger	0.242	fa'alavelave
halter	anger	0.242	tofa
fenced	anger	0.242	puipui
capslock	anger	0.242	tapuni
dontunderstand	anger	0.242	le malamalama
vampire	anger	0.242	vampire
ringer	anger	0.242	tatagi
frowning	anger	0.239	fa'amata'u
saber	anger	0.238	saber
hunger	anger	0.235	fia aai
shell	anger	0.234	atigi
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	fa'aletonu
failing	anger	0.234	toilalo
dabbling	anger	0.234	taufetuli
politics	anger	0.234	polokiki
lava	anger	0.234	lava
rascal	anger	0.234	ulavale
imtryingtosleep	anger	0.234	taumafai e moe
tariff	anger	0.234	tau
undesirable	anger	0.231	lē mana'omia
darkness	anger	0.227	pogisa
versus	anger	0.227	fa'afeagai
copycat	anger	0.227	kopi kopi
resign	anger	0.227	faamavae
soaked	anger	0.226	susu
unfulfilled	anger	0.225	le faataunuuina
abandoned	anger	0.222	tuulafoaiina
unattainable	anger	0.221	e le mafai ona maua
owing	anger	0.221	aitalafu
bankruptcy	anger	0.221	gaumativa
misconception	anger	0.219	manatu sese
tool	anger	0.219	meafaigaluega
warden	anger	0.219	leoleo
compress	anger	0.219	fa'amau
mosquito	anger	0.219	namu
whiny	anger	0.219	uē
somethingigetalot	anger	0.219	meaigetalot
confusion	anger	0.219	fenumiai
unhelpful	anger	0.219	lē fesoasoani
twitching	anger	0.219	fa'agatete
nosey	anger	0.213	pisapisao
overpriced	anger	0.212	taugata tele
adder	anger	0.212	fa'aopoopo
harry	anger	0.212	harry
shortage	anger	0.212	le lava
melodrama	anger	0.212	melodrama
possession	anger	0.206	umia
desert	anger	0.206	toafa
overplayed	anger	0.206	soona ta'alo
unpaid	anger	0.203	le totogia
powerless	anger	0.203	leai se malosi
sentence	anger	0.203	faasalaga
inefficient	anger	0.203	lē lelei
arraignment	anger	0.203	faamasinoga
pout	anger	0.203	pupuu
unlucky	anger	0.203	le manuia
rook	anger	0.203	papa
backbone	anger	0.203	ivi tua
uninvited	anger	0.203	e le'i vala'aulia
court	anger	0.199	faamasinoga
endless	anger	0.198	e le gata
adverts	anger	0.197	fa'asalalauga
distracted	anger	0.197	fa'alavelave
delay	anger	0.197	tuai
misstatement	anger	0.197	fa'amatalaga sese
misunderstanding	anger	0.195	le malamalama
inadmissible	anger	0.191	lē taliaina
excite	anger	0.191	fa'aoso
lightning	anger	0.189	uila
preclude	anger	0.188	taofia
mournful	anger	0.188	fa'anoanoa
insecure	anger	0.188	le mautinoa
incase	anger	0.188	mea ane
mutter	anger	0.182	muimui
pare	anger	0.182	pare
rating	anger	0.182	fua fa'atatau
claimant	anger	0.182	tagi
insist	anger	0.182	tausisi
mistress	anger	0.182	tama'ita'i
distracting	anger	0.182	fa'alavelave
opium	anger	0.180	opiuma
deserve	anger	0.176	tatau
willful	anger	0.176	ma le loto i ai
treat	anger	0.175	togafiti
insists	anger	0.175	finau mai
excitation	anger	0.172	fiafiaga
mighty	anger	0.172	malosi
liberate	anger	0.172	faasaoloto
indecisive	anger	0.172	le mautonu
hormonal	anger	0.172	hormonal
peice	anger	0.172	peice
gibberish	anger	0.172	ulavale
misplace	anger	0.172	mea sese
fee	anger	0.172	totogi
thanksalot	anger	0.172	faafetai tele lava
fleece	anger	0.172	fulufulu mamoe
yelp	anger	0.168	ee
mule	anger	0.167	miula
unequal	anger	0.167	lē tutusa
hamstring	anger	0.167	vae
bargaining	anger	0.167	fefa'ataua'iga
insufficiency	anger	0.167	le atoatoa
insignificant	anger	0.167	faatauvaa
attentionseekers	anger	0.163	tagata su'esu'e
coop	anger	0.156	fale
rheumatism	anger	0.156	rumatika
forearm	anger	0.156	limalima
indifference	anger	0.156	fa'atauva'a
underpaid	anger	0.152	itiiti totogi
involvement	anger	0.152	auai
justthebeginning	anger	0.152	na'o le amataga
disinformation	anger	0.152	fa'amatalaga sese
uncertain	anger	0.152	le mautinoa
bee	anger	0.152	pi
attorney	anger	0.152	loia
pretending	anger	0.152	faafoliga
campaigning	anger	0.151	fa'aupuga
hopelessness	anger	0.149	leai se faamoemoe
feeling	anger	0.147	lagona
legalized	anger	0.145	fa'atulafonoina
caution	anger	0.145	fa'aeteete
sterling	anger	0.141	sterling
morals	anger	0.141	amio lelei
subsidy	anger	0.141	fesoasoani
obliging	anger	0.141	fa'atosina
wimpy	anger	0.140	fa'aleaga
bummer	anger	0.139	fa'anoanoa
saloon	anger	0.136	faleoloa
blemish	anger	0.136	ila
misspell	anger	0.136	sese le sipela
repay	anger	0.136	toe totogi
surcharge	anger	0.136	totogi faaopoopo
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	pu
orchestra	anger	0.132	faaili
wireless	anger	0.125	uaealesi
competitive	anger	0.125	fa'atauvaga
standstill	anger	0.125	tutu
inattention	anger	0.121	le gauai atu
reversal	anger	0.121	liliu
lace	anger	0.118	lane
elbow	anger	0.117	tulilima
instinctive	anger	0.112	fa'anatinati
chant	anger	0.111	pese
gnome	anger	0.109	gnome
lonely	anger	0.109	tuulafoaiina
tolerate	anger	0.106	faapalepale
management	anger	0.102	pulega
advocacy	anger	0.100	fautua
moral	anger	0.094	amio lelei
roadworks	anger	0.091	galuega auala
honest	anger	0.087	faamaoni
gent	anger	0.076	matai
forgetful	anger	0.076	fa'agalo
liquor	anger	0.075	ava malosi
money	anger	0.074	tupe
hood	anger	0.071	pulou
curriculum	anger	0.063	mataupu aoaoina
words	anger	0.062	upu
smell	anger	0.061	manogi
playful	anger	0.061	ulavale
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	faafailele
trumpet	anger	0.059	pu
counsellor	anger	0.059	faufautua
asleeep	anger	0.059	moe
birthplace	anger	0.051	nofoaga fanau
ribbon	anger	0.047	lipine
youth	anger	0.045	talavou
vote	anger	0.045	palota
cash	anger	0.039	tinoitupe
wannasleep	anger	0.031	fia moe
waffle	anger	0.030	wafeli
dame	anger	0.030	tama'ita'i
buffet	anger	0.029	taumafataga
celebrity	anger	0.026	ta'uta'ua
sisterhood	anger	0.015	usoga
autocorrect	anger	0.015	faasa'osa'o
musical	anger	0.011	faamusika
tree	anger	0.000	laau
anticipation	anticipation	0.859	fa'atalitali
excited	anticipation	0.859	fiafia
excitement	anticipation	0.820	fiafiaga
anticipate	anticipation	0.820	fa'atalitali
eagerness	anticipation	0.812	naunau
exciting	anticipation	0.797	fiafia
expectant	anticipation	0.789	fa'atalitali
thrilling	anticipation	0.781	faagaeetia
hope	anticipation	0.773	faamoemoe
quest	anticipation	0.766	sailiga
countdown	anticipation	0.750	faitau i tua
start	anticipation	0.750	amata
anticipatory	anticipation	0.750	fa'atalitali
adventure	anticipation	0.750	malaga
expectance	anticipation	0.750	fa'amoemoe
climax	anticipation	0.742	tumutumuga
prophecy	anticipation	0.742	valoaga
expect	anticipation	0.742	faamoemoe
excite	anticipation	0.742	fa'aoso
arouse	anticipation	0.742	fafagu
eager	anticipation	0.742	naunau
ejaculation	anticipation	0.734	ejaculation
