English Word	Emotion	Emotion-Intensity-Score	Galician Word
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	en desacordo
bad	anger	0.453	malo
unlawful	anger	0.451	ilegal
wrongly	anger	0.448	erróneamente
repellent	anger	0.442	repelente
dishonor	anger	0.441	deshonra
psychosis	anger	0.441	psicose
wasted	anger	0.441	desperdiciado
wrongful	anger	0.441	ilícito
foe	anger	0.441	inimigo
aversion	anger	0.440	aversión
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nudillos
ultimatum	anger	0.439	ultimato
schism	anger	0.439	cisma
upset	anger	0.439	molesto
effigy	anger	0.439	efixie
punitive	anger	0.439	punitivo
worthless	anger	0.438	sen valor
separatist	anger	0.438	separatista
ransom	anger	0.438	rescate
deny	anger	0.438	negar
fugitive	anger	0.438	fuxitivo
mucked	anger	0.438	enmudecido
abandonment	anger	0.438	abandono
irritation	anger	0.438	irritación
deleterious	anger	0.438	prexudicial
stupidity	anger	0.438	estupidez
segregate	anger	0.437	segregar
oblivion	anger	0.437	esquecemento
payback	anger	0.436	amortización
incongruous	anger	0.435	incongruente
eviction	anger	0.435	desafiuzamento
collusion	anger	0.432	connivencia
rob	anger	0.431	roubar
ravenous	anger	0.429	voraz
overrun	anger	0.429	desbordamento
infidelity	anger	0.429	infidelidade
harbinger	anger	0.426	presaxio
painful	anger	0.426	doloroso
getoverit	anger	0.426	superalo
martial	anger	0.426	marcial
rejection	anger	0.426	rexeitamento
incredulous	anger	0.426	incrédulo
stupidrain	anger	0.426	estúpido
defense	anger	0.425	defensa
enforce	anger	0.424	facer cumprir
commotion	anger	0.424	conmoción
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	fraudulento
unsympathetic	anger	0.424	antipático
fallacious	anger	0.424	falaz
greed	anger	0.424	cobiza
defraud	anger	0.424	defraudar
banger	anger	0.424	banger
concealment	anger	0.424	ocultación
fuss	anger	0.424	alboroto
exasperation	anger	0.424	exasperación
disobedience	anger	0.424	desobediencia
powerful	anger	0.424	poderoso
discontent	anger	0.424	descontento
indecency	anger	0.424	indecencia
sedition	anger	0.422	sedición
deportation	anger	0.422	deportación
cracked	anger	0.422	rachado
bang	anger	0.422	estrondo
barb	anger	0.422	barbeiro
duel	anger	0.422	duelo
sarcasm	anger	0.422	sarcasmo
cur	anger	0.422	cur
misrepresented	anger	0.422	terxiversado
annoyance	anger	0.422	aborrecemento
scar	anger	0.422	cicatriz
nettle	anger	0.422	ortiga
banishment	anger	0.422	desterro
snubbed	anger	0.422	desaireado
penitentiary	anger	0.422	penitenciario
penetration	anger	0.422	penetración
blatant	anger	0.420	flagrante
force	anger	0.418	forza
perverse	anger	0.415	perverso
wring	anger	0.415	torcer
bastion	anger	0.413	bastión
grim	anger	0.413	sombrío
moody	anger	0.412	de mal humor
tiff	anger	0.412	tiff
nothappy	anger	0.412	non feliz
surly	anger	0.412	malhumorado
sordid	anger	0.412	sórdido
hunting	anger	0.411	cazar
indenture	anger	0.410	contrato
forfeit	anger	0.409	perder
areyoukiddingme	anger	0.409	estás a min
reproach	anger	0.409	reproche
sham	anger	0.409	farsa
awful	anger	0.409	horrible
compulsion	anger	0.409	compulsión
implicate	anger	0.409	implicar
contradict	anger	0.409	contradir
inept	anger	0.409	inepto
supremacy	anger	0.409	supremacía
sneak	anger	0.409	escabullirse
disappoint	anger	0.409	decepcionar
blockade	anger	0.409	bloqueo
detainee	anger	0.409	detido
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	mentindo
rail	anger	0.406	ferroviario
forsaken	anger	0.406	abandonado
cacophony	anger	0.406	cacofonía
antipathy	anger	0.406	antipatía
wop	anger	0.406	wop
badger	anger	0.406	teixugo
tremor	anger	0.406	tremor
inequality	anger	0.406	desigualdade
delusion	anger	0.406	delirio
unthinkable	anger	0.406	impensable
onerous	anger	0.406	oneroso
wrongdoing	anger	0.406	incorrección
nuisance	anger	0.406	molestia
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumentos
affront	anger	0.403	afrenta
traumatic	anger	0.402	traumático
sodding	anger	0.400	céspede
libel	anger	0.400	difamación
annoys	anger	0.400	molesta
soslow	anger	0.398	soslow
watchout	anger	0.398	Coidado
frenetic	anger	0.397	frenético
remiss	anger	0.397	neglixencia
barge	anger	0.396	chalana
sue	anger	0.394	demandar
keyed	anger	0.394	chave
actionable	anger	0.394	accionable
extinguish	anger	0.394	extinguir
fraud	anger	0.394	fraude
untoward	anger	0.394	desagradable
illegal	anger	0.394	ilegal
nag	anger	0.394	nag
boxing	anger	0.394	boxeo
confiscate	anger	0.394	requisar
howl	anger	0.394	ouvear
whatsthepoint	anger	0.394	cal é o punto
rabble	anger	0.394	chusma
unfriendly	anger	0.394	antipático
disrespect	anger	0.394	falta de respecto
dangit	anger	0.394	dangit
brimstone	anger	0.392	xofre
dissolution	anger	0.391	disolución
rigged	anger	0.391	amañado
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terremoto
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	imprudencia
disagree	anger	0.389	desacordo
lawsuit	anger	0.386	preito
disused	anger	0.382	en desuso
despair	anger	0.382	desesperación
immorality	anger	0.382	inmoralidade
coerce	anger	0.379	coacción
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	delicado
pokes	anger	0.379	picas
falsification	anger	0.379	falsificación
rifle	anger	0.379	rifle
sizzle	anger	0.379	chisporrotear
incurable	anger	0.379	incurable
difficulty	anger	0.379	dificultade
sore	anger	0.379	ferida
picket	anger	0.378	piquete
concussion	anger	0.377	conmoción cerebral
stuckup	anger	0.375	atascado
militia	anger	0.375	milicia
rawr	anger	0.375	rawr
faulty	anger	0.375	defectuoso
sly	anger	0.375	astuto
disillusionment	anger	0.375	desencanto
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	trampa
infantile	anger	0.375	infantil
pessimism	anger	0.375	pesimismo
remand	anger	0.375	prisión preventiva
cannon	anger	0.375	canón
vindicate	anger	0.371	reivindicar
inhibit	anger	0.371	inhibir
distressing	anger	0.371	angustiante
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	esquizofrenia
skewed	anger	0.368	sesgado
disreputable	anger	0.368	de mala reputación
forbidding	anger	0.368	prohibindo
conquest	anger	0.367	conquista
bark	anger	0.365	casca
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	desaprobar
warrior	anger	0.364	guerreiro
barks	anger	0.364	ladra
retarded	anger	0.364	retardado
unhappy	anger	0.364	infeliz
burke	anger	0.364	burke
challenge	anger	0.364	reto
belt	anger	0.364	cinto
litigate	anger	0.359	litigar
paucity	anger	0.359	escaseza
opinionated	anger	0.359	opinado
disliked	anger	0.359	non gustaba
aftermath	anger	0.359	secuela
restriction	anger	0.359	restrición
cad	anger	0.359	cad
incompetence	anger	0.359	incompetencia
loudness	anger	0.359	sonoridade
broken	anger	0.359	roto
polemic	anger	0.359	polémica
sectarian	anger	0.359	sectario
controversial	anger	0.359	controvertido
interrupting	anger	0.358	interrompendo
fussy	anger	0.357	quisquilloso
wench	anger	0.353	moza
remove	anger	0.351	quitar
brat	anger	0.351	mocoso
gruff	anger	0.351	áspero
misbehavior	anger	0.351	mala conduta
scarcity	anger	0.350	escaseza
losing	anger	0.349	perdendo
stigma	anger	0.348	estigma
deserted	anger	0.348	deserto
timewasters	anger	0.348	perdedores de tempo
disagreement	anger	0.348	desacordo
defect	anger	0.348	defecto
hardened	anger	0.348	endurecido
lie	anger	0.348	mentira
ulcer	anger	0.348	úlcera
retract	anger	0.348	retraer
untrustworthy	anger	0.348	pouco fiables
pest	anger	0.348	praga
disappointed	anger	0.348	decepcionado
bias	anger	0.345	prexuízo
negation	anger	0.344	negación
bothering	anger	0.344	molestar
stripped	anger	0.344	desposuído
antisocial	anger	0.344	antisociais
pirate	anger	0.344	pirata
stingy	anger	0.344	tacaño
shoddy	anger	0.344	de mala calidade
unreliable	anger	0.344	pouco fiables
shaky	anger	0.344	tremente
misleading	anger	0.344	enganoso
unsettled	anger	0.344	inestable
evade	anger	0.344	evadir
anxiety	anger	0.344	ansiedade
disclaim	anger	0.344	renunciar
deterioration	anger	0.344	deterioro
impotence	anger	0.344	impotencia
interminable	anger	0.343	interminable
disease	anger	0.341	enfermidade
meddle	anger	0.341	entrometerse
warp	anger	0.340	urdidura
averse	anger	0.338	aversión
infamous	anger	0.338	infame
alcoholism	anger	0.338	alcoholismo
row	anger	0.337	fila
staticky	anger	0.336	estático
illegitimate	anger	0.333	ilexítimo
encumbrance	anger	0.333	gravame
witchcraft	anger	0.333	bruxería
interrupt	anger	0.333	interromper
scorpion	anger	0.333	escorpión
ill	anger	0.333	enfermo
sinner	anger	0.331	pecador
inconsiderate	anger	0.329	desconsiderado
hulk	anger	0.329	casco
prohibited	anger	0.328	prohibido
dashed	anger	0.328	trazos
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	descualificado
spammers	anger	0.328	spammers
phony	anger	0.328	falso
tighten	anger	0.328	apertar
dislocated	anger	0.328	dislocado
scapegoat	anger	0.328	chivo expiatorio
victim	anger	0.328	vítima
opponent	anger	0.328	opoñente
hiss	anger	0.328	asubío
crusade	anger	0.328	cruzada
grumpy	anger	0.328	malhumorado
resisting	anger	0.328	resistindo
inappropriate	anger	0.324	inadecuado
haye	anger	0.324	hai
loss	anger	0.324	perda
trickery	anger	0.324	engaño
eschew	anger	0.324	fuxir
neglected	anger	0.324	descoidada
canker	anger	0.323	cancro
muff	anger	0.318	manguito
crunch	anger	0.318	crujir
duplicity	anger	0.318	duplicidade
criticism	anger	0.318	crítica
queues	anger	0.318	colas
shriek	anger	0.316	berrar
depreciate	anger	0.315	depreciar
dismissal	anger	0.312	despedimento
chaff	anger	0.312	palla
dramaqueen	anger	0.312	Dramaqueen
poverty	anger	0.312	pobreza
carelessness	anger	0.312	descoido
deflate	anger	0.312	desinflar
dumps	anger	0.312	vertedoiros
dupe	anger	0.312	enganar
mortality	anger	0.312	mortalidade
revving	anger	0.309	acelerando
disallowed	anger	0.308	non permitido
boisterous	anger	0.307	bulliciosa
thoughtless	anger	0.307	irreflexivo
burial	anger	0.304	enterro
wince	anger	0.303	estremecer
theocratic	anger	0.303	teocrático
sullen	anger	0.303	malhumorado
involution	anger	0.300	involución
misuse	anger	0.297	uso indebido
taxed	anger	0.297	gravado
senseless	anger	0.297	sen sentido
talons	anger	0.297	garras
stalemate	anger	0.297	estancamento
getyourown	anger	0.297	obtén o teu propio
hoax	anger	0.297	engano
depreciated	anger	0.297	depreciado
depressed	anger	0.297	deprimido
wasteful	anger	0.297	despilfarrador
paralysis	anger	0.295	parálise
displaced	anger	0.294	desprazado
limited	anger	0.292	limitado
disapointment	anger	0.290	decepción
orc	anger	0.289	orco
ridiculous	anger	0.289	ridículo
homeless	anger	0.288	sen fogar
spine	anger	0.288	columna vertebral
teasing	anger	0.288	burlas
presumptuous	anger	0.288	presuntuoso
react	anger	0.288	reaccionar
sharpen	anger	0.288	afinar
barrier	anger	0.287	barreira
hoot	anger	0.287	galo
twitchy	anger	0.287	crispado
myopia	anger	0.283	miopía
flexin	anger	0.281	flexin
lagging	anger	0.281	atrasado
contraband	anger	0.281	contrabando
incompatible	anger	0.281	incompatible
shiver	anger	0.281	tremer
spam	anger	0.281	Correo non desexado
agh	anger	0.281	agh
disconnects	anger	0.281	desconecta
delinquent	anger	0.281	delincuente
restitution	anger	0.281	restitución
foray	anger	0.279	incursión
troll	anger	0.279	troll
unfairness	anger	0.279	inxusto
buffering	anger	0.279	buffering
noncompliance	anger	0.279	incumprimento
nether	anger	0.278	abaixo
bogus	anger	0.273	falso
immaturity	anger	0.273	inmadurez
uncaring	anger	0.273	indiferente
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	loitador
shock	anger	0.269	choque
humbug	anger	0.266	engaño
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismo
inoperative	anger	0.266	inoperante
bear	anger	0.266	oso
inconvenient	anger	0.266	inconveniente
latent	anger	0.266	latente
defendant	anger	0.266	imputado
nopoint	anger	0.266	ningún punto
rapping	anger	0.266	rapear
pry	anger	0.266	palanca
quandary	anger	0.266	dilema
interrupts	anger	0.265	interrompe
fluctuation	anger	0.265	fluctuación
exaggerate	anger	0.263	esaxerar
lose	anger	0.261	perder
patter	anger	0.258	patear
furnace	anger	0.258	forno
stone	anger	0.258	pedra
tease	anger	0.258	burlarse
shoplifting	anger	0.258	roubo en tendas
soldier	anger	0.258	soldado
incompetent	anger	0.257	incompetente
indoctrination	anger	0.255	adoutrinamento
rocket	anger	0.250	foguete
skid	anger	0.250	derrapar
noisy	anger	0.250	ruidoso
notoriety	anger	0.250	notoriedade
cane	anger	0.250	cana
unfollow	anger	0.250	deixar de seguir
tripping	anger	0.250	tropezando
attentionseeker	anger	0.250	buscador de atención
mastery	anger	0.250	mestría
socialist	anger	0.250	socialista
falsehood	anger	0.250	falsidade
complicate	anger	0.250	complicar
lawyer	anger	0.250	avogado
untrue	anger	0.250	mentira
nonsense	anger	0.250	tonterías
pouting	anger	0.250	puchero
witch	anger	0.242	meiga
detract	anger	0.242	desmerecer
obstacle	anger	0.242	obstáculo
halter	anger	0.242	cabestro
fenced	anger	0.242	vallado
capslock	anger	0.242	bloqueo de maiúsculas
dontunderstand	anger	0.242	non entendo
vampire	anger	0.242	vampiro
ringer	anger	0.242	timbre
frowning	anger	0.239	engurrando o ceño
saber	anger	0.238	sabre
hunger	anger	0.235	fame
shell	anger	0.234	cuncha
wokemeup	anger	0.234	espertar
recession	anger	0.234	recesión
failing	anger	0.234	fallando
dabbling	anger	0.234	barbillando
politics	anger	0.234	política
lava	anger	0.234	lava
rascal	anger	0.234	canalla
imtryingtosleep	anger	0.234	intentando durmir
tariff	anger	0.234	tarifa
undesirable	anger	0.231	indesexable
darkness	anger	0.227	escuridade
versus	anger	0.227	contra
copycat	anger	0.227	imitador
resign	anger	0.227	dimitir
soaked	anger	0.226	empapado
unfulfilled	anger	0.225	incumprido
abandoned	anger	0.222	abandonado
unattainable	anger	0.221	inalcanzable
owing	anger	0.221	debido
bankruptcy	anger	0.221	bancarrota
misconception	anger	0.219	equívoco
tool	anger	0.219	ferramenta
warden	anger	0.219	alcaide
compress	anger	0.219	comprimir
mosquito	anger	0.219	mosquito
whiny	anger	0.219	chorro
somethingigetalot	anger	0.219	algo máis
confusion	anger	0.219	confusión
unhelpful	anger	0.219	pouco útil
twitching	anger	0.219	sacudidas
nosey	anger	0.213	entrometido
overpriced	anger	0.212	caro
adder	anger	0.212	sumador
harry	anger	0.212	Harry
shortage	anger	0.212	escaseza
melodrama	anger	0.212	melodrama
possession	anger	0.206	posesión
desert	anger	0.206	deserto
overplayed	anger	0.206	sobrecargado
unpaid	anger	0.203	sen pagar
powerless	anger	0.203	impotente
sentence	anger	0.203	sentenza
inefficient	anger	0.203	ineficiente
arraignment	anger	0.203	imputación
pout	anger	0.203	puchero
unlucky	anger	0.203	desafortunado
rook	anger	0.203	torre
backbone	anger	0.203	columna vertebral
uninvited	anger	0.203	sen convidar
court	anger	0.199	tribunal
endless	anger	0.198	sen fin
adverts	anger	0.197	anuncios
distracted	anger	0.197	distraído
delay	anger	0.197	atraso
misstatement	anger	0.197	incorrección
misunderstanding	anger	0.195	malentendido
inadmissible	anger	0.191	inadmisible
excite	anger	0.191	emocionar
lightning	anger	0.189	lóstrego
preclude	anger	0.188	impedir
mournful	anger	0.188	triste
insecure	anger	0.188	inseguro
incase	anger	0.188	en caso
mutter	anger	0.182	murmurar
pare	anger	0.182	pare
rating	anger	0.182	valoración
claimant	anger	0.182	reclamante
insist	anger	0.182	insistir
mistress	anger	0.182	amante
distracting	anger	0.182	distraer
opium	anger	0.180	opio
deserve	anger	0.176	merecen
willful	anger	0.176	voluntarioso
treat	anger	0.175	tratar
insists	anger	0.175	insiste
excitation	anger	0.172	excitación
mighty	anger	0.172	poderoso
liberate	anger	0.172	liberar
indecisive	anger	0.172	indeciso
hormonal	anger	0.172	hormonal
peice	anger	0.172	peza
gibberish	anger	0.172	galimatías
misplace	anger	0.172	mal lugar
fee	anger	0.172	taxa
thanksalot	anger	0.172	moitas grazas
fleece	anger	0.172	vellón
yelp	anger	0.168	berrar
mule	anger	0.167	mula
unequal	anger	0.167	desigual
hamstring	anger	0.167	isquiotibiais
bargaining	anger	0.167	regateo
insufficiency	anger	0.167	insuficiencia
insignificant	anger	0.167	insignificante
attentionseekers	anger	0.163	buscadores de atención
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatismo
forearm	anger	0.156	antebrazo
indifference	anger	0.156	indiferenza
underpaid	anger	0.152	mal pagados
involvement	anger	0.152	implicación
justthebeginning	anger	0.152	xusto o comezo
disinformation	anger	0.152	desinformación
uncertain	anger	0.152	incerto
bee	anger	0.152	abella
attorney	anger	0.152	avogado
pretending	anger	0.152	finxindo
campaigning	anger	0.151	facendo campaña
hopelessness	anger	0.149	desesperanza
feeling	anger	0.147	sentimento
legalized	anger	0.145	legalizado
caution	anger	0.145	precaución
sterling	anger	0.141	esterlina
morals	anger	0.141	moral
subsidy	anger	0.141	subvención
obliging	anger	0.141	obrigado
wimpy	anger	0.140	parvo
bummer	anger	0.139	desagradable
saloon	anger	0.136	salón
blemish	anger	0.136	mancha
misspell	anger	0.136	falta de ortografía
repay	anger	0.136	devolver
surcharge	anger	0.136	recargo
geez	anger	0.136	caramba
birch	anger	0.135	bidueiro
noob	anger	0.133	novato
honk	anger	0.133	toque
orchestra	anger	0.132	Orquestra
wireless	anger	0.125	sen fíos
competitive	anger	0.125	competitivo
standstill	anger	0.125	parada
inattention	anger	0.121	desatención
reversal	anger	0.121	reversión
lace	anger	0.118	encaixe
elbow	anger	0.117	cóbado
instinctive	anger	0.112	instintivo
chant	anger	0.111	cantar
gnome	anger	0.109	gnomo
lonely	anger	0.109	solitario
tolerate	anger	0.106	tolerar
management	anger	0.102	xestión
advocacy	anger	0.100	avogacía
moral	anger	0.094	moral
roadworks	anger	0.091	obras viarias
honest	anger	0.087	honesto
gent	anger	0.076	señor
forgetful	anger	0.076	esquecedor
liquor	anger	0.075	licor
money	anger	0.074	diñeiro
hood	anger	0.071	capucha
curriculum	anger	0.063	currículo
words	anger	0.062	palabras
smell	anger	0.061	cheiro
playful	anger	0.061	xoguetón
opera	anger	0.061	ópera
elf	anger	0.061	duende
nurture	anger	0.059	nutrir
trumpet	anger	0.059	trompeta
counsellor	anger	0.059	conselleiro
asleeep	anger	0.059	durmido
birthplace	anger	0.051	lugar de nacemento
ribbon	anger	0.047	cinta
youth	anger	0.045	xuventude
vote	anger	0.045	votar
cash	anger	0.039	diñeiro en efectivo
wannasleep	anger	0.031	quero durmir
waffle	anger	0.030	gofres
dame	anger	0.030	dama
buffet	anger	0.029	buffet
celebrity	anger	0.026	celebridade
sisterhood	anger	0.015	irmandade
autocorrect	anger	0.015	autocorrección
musical	anger	0.011	musical
tree	anger	0.000	árbore
anticipation	anticipation	0.859	anticipación
