English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
angermanagement	anger	0.469	pagdumala sa kasuko
selfish	anger	0.469	hakog
injury	anger	0.469	kadaot
exile	anger	0.469	pagkadestiyero
insanity	anger	0.469	pagkabuang
offense	anger	0.469	paglapas
objection	anger	0.469	pagsupak
smother	anger	0.469	pugngan
disruption	anger	0.469	kasamok
intolerance	anger	0.469	intolerance
disobey	anger	0.469	mosupak
selfishness	anger	0.469	pagkahakog
recidivism	anger	0.469	recidivism
subversive	anger	0.469	subersibo
huff	anger	0.469	huff
plunder	anger	0.469	pagpangawat
opposition	anger	0.469	oposisyon
complain	anger	0.469	reklamo
perpetrator	anger	0.469	tigbuhat
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	nanguyab ka
mug	anger	0.467	mug
agony	anger	0.465	kasakit
arrogant	anger	0.461	arogante
sux	anger	0.456	sux
vent	anger	0.456	pagpahungaw
elimination	anger	0.456	pagwagtang
picketing	anger	0.456	pagpicket
haughty	anger	0.456	mapahitas-on
grated	anger	0.455	grated
flagrant	anger	0.455	dayag
busted	anger	0.455	gibuslotan
crabby	anger	0.455	crabby
dying	anger	0.455	himalatyon
idiocy	anger	0.455	kabuang
impermeable	anger	0.455	dili matupngan
stubbed	anger	0.455	gitigbas
illegality	anger	0.455	ilegalidad
veto	anger	0.455	veto
constraint	anger	0.455	pagpugong
mislead	anger	0.455	pagpahisalaag
illicit	anger	0.455	gidili
troublesome	anger	0.455	makasamok
clamor	anger	0.455	singgit
bayonet	anger	0.453	bayonet
suppress	anger	0.453	sumpuon
intense	anger	0.453	grabe
displeased	anger	0.453	nasuko
disapproving	anger	0.453	dili mouyon
hysterical	anger	0.453	hysterical
struggle	anger	0.453	pakigbisog
godless	anger	0.453	walay diyos
desist	anger	0.453	mohunong
usurped	anger	0.453	giilog
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	dili mouyon
bad	anger	0.453	daotan
unlawful	anger	0.451	supak sa balaod
wrongly	anger	0.448	sayop
repellent	anger	0.442	repellent
dishonor	anger	0.441	pagpakaulaw
psychosis	anger	0.441	psychosis
wasted	anger	0.441	nausik
wrongful	anger	0.441	sayop
foe	anger	0.441	kaaway
aversion	anger	0.440	pag-ayad
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	mga buko-buko
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	pagkabahinbahin
upset	anger	0.439	masuko
effigy	anger	0.439	effigy
punitive	anger	0.439	pagsilot
worthless	anger	0.438	walay bili
separatist	anger	0.438	separatista
ransom	anger	0.438	lukat
deny	anger	0.438	ipanghimakak
fugitive	anger	0.438	kagiw
mucked	anger	0.438	gikumot
abandonment	anger	0.438	pagbiya
irritation	anger	0.438	kalagot
deleterious	anger	0.438	makadaot
stupidity	anger	0.438	kabuang
segregate	anger	0.437	ilain
oblivion	anger	0.437	pagkalimot
payback	anger	0.436	bayad
incongruous	anger	0.435	dili angay
eviction	anger	0.435	pagpalayas
collusion	anger	0.432	panagkunsabo
rob	anger	0.431	kawatan
ravenous	anger	0.429	gutomon
overrun	anger	0.429	lupig
infidelity	anger	0.429	pagluib
harbinger	anger	0.426	tigpahibalo
painful	anger	0.426	masakit
getoverit	anger	0.426	pag-overit
martial	anger	0.426	martial
rejection	anger	0.426	pagsalikway
incredulous	anger	0.426	dili makatuo
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	depensa
enforce	anger	0.424	ipatuman
commotion	anger	0.424	kaguliyang
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	malimbungon
unsympathetic	anger	0.424	walay simpatiya
fallacious	anger	0.424	sayop
greed	anger	0.424	kahakog
defraud	anger	0.424	pagpanglimbong
banger	anger	0.424	banger
concealment	anger	0.424	pagtago
fuss	anger	0.424	kasamok
exasperation	anger	0.424	kasuko
disobedience	anger	0.424	pagkadili-masinugtanon
powerful	anger	0.424	gamhanan
discontent	anger	0.424	pagkadiskontento
indecency	anger	0.424	kalaw-ay
sedition	anger	0.422	sedisyon
deportation	anger	0.422	deportasyon
cracked	anger	0.422	liki
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duwa
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	cur
misrepresented	anger	0.422	sayop nga girepresentahan
annoyance	anger	0.422	kalagot
scar	anger	0.422	pilas
nettle	anger	0.422	nettle
banishment	anger	0.422	paghingilin
snubbed	anger	0.422	gi-snubbed
penitentiary	anger	0.422	prisohan
penetration	anger	0.422	pagsulod
blatant	anger	0.420	dayag
force	anger	0.418	pwersa
perverse	anger	0.415	hiwi
wring	anger	0.415	piga
bastion	anger	0.413	balwarte
grim	anger	0.413	ngil-ad
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	dili malipayon
surly	anger	0.412	masulub-on
sordid	anger	0.412	bastos
hunting	anger	0.411	pagpangayam
indenture	anger	0.410	indenture
forfeit	anger	0.409	mawad-an
areyoukiddingme	anger	0.409	gimingaw ka nako
reproach	anger	0.409	pagpakaulaw
sham	anger	0.409	limbong
awful	anger	0.409	makalilisang
compulsion	anger	0.409	pagpugos
implicate	anger	0.409	iapil
contradict	anger	0.409	sukwahi
inept	anger	0.409	walay katakos
supremacy	anger	0.409	pagkalabaw
sneak	anger	0.409	paglusot
disappoint	anger	0.409	kahigawad
blockade	anger	0.409	pagbabag
detainee	anger	0.409	piniriso
cantwin	anger	0.409	cantwin
squelch	anger	0.409	pagpalong
lying	anger	0.408	namakak
rail	anger	0.406	riles
forsaken	anger	0.406	gibiyaan
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipatiya
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	pagkurog
inequality	anger	0.406	walay kaangayan
delusion	anger	0.406	limbong
unthinkable	anger	0.406	dili mahunahuna
onerous	anger	0.406	mabug-at
wrongdoing	anger	0.406	sayop nga buhat
nuisance	anger	0.406	kasamok
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemya
arguments	anger	0.404	mga argumento
affront	anger	0.403	pagbiaybiay
traumatic	anger	0.402	traumatic
sodding	anger	0.400	pagpugas
libel	anger	0.400	libelo
annoys	anger	0.400	makalagot
soslow	anger	0.398	hinay
watchout	anger	0.398	pagbantay
frenetic	anger	0.397	kasamok
remiss	anger	0.397	nagpabaya
barge	anger	0.396	barge
sue	anger	0.394	pagkiha
keyed	anger	0.394	gisusi
actionable	anger	0.394	maaksyonan
extinguish	anger	0.394	mapalong
fraud	anger	0.394	pagpanglimbong
untoward	anger	0.394	dili maayo
illegal	anger	0.394	ilegal
nag	anger	0.394	nag
boxing	anger	0.394	boksing
confiscate	anger	0.394	kumpiskahon
howl	anger	0.394	pagtiyabaw
whatsthepoint	anger	0.394	Unsay punto
rabble	anger	0.394	rabble
unfriendly	anger	0.394	dili mahigalaon
disrespect	anger	0.394	walay pagtahud
dangit	anger	0.394	dangit
brimstone	anger	0.392	asupre
dissolution	anger	0.391	pagkabungkag
rigged	anger	0.391	gilimbongan
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	linog
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	pagkawalay pagtagad
disagree	anger	0.389	dili mouyon
lawsuit	anger	0.386	kiha
disused	anger	0.382	wala magamit
despair	anger	0.382	pagkawalay paglaum
immorality	anger	0.382	imoralidad
coerce	anger	0.379	pagpamugos
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	matandog
pokes	anger	0.379	mga suntok
falsification	anger	0.379	pagpalsipikar
rifle	anger	0.379	riple
sizzle	anger	0.379	nagsaba
incurable	anger	0.379	dili matambalan
difficulty	anger	0.379	kalisud
sore	anger	0.379	sakit
picket	anger	0.378	piket
concussion	anger	0.377	kaguliyang
stuckup	anger	0.375	stuckup
militia	anger	0.375	milisya
rawr	anger	0.375	rawr
faulty	anger	0.375	sayop
sly	anger	0.375	maliputon
disillusionment	anger	0.375	pagkadismaya
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	lit-ag
infantile	anger	0.375	bata pa
pessimism	anger	0.375	pesimismo
remand	anger	0.375	remand
cannon	anger	0.375	kanyon
vindicate	anger	0.371	pagbindikar
inhibit	anger	0.371	pagpugong
distressing	anger	0.371	makapaguol
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	nagtipas
disreputable	anger	0.368	walay dungog
forbidding	anger	0.368	pagdili
conquest	anger	0.367	pagsakop
bark	anger	0.365	panit
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	dili mouyon
warrior	anger	0.364	manggugubat
barks	anger	0.364	mga panit
retarded	anger	0.364	nalangan
unhappy	anger	0.364	dili malipayon
burke	anger	0.364	burke
challenge	anger	0.364	hagit
belt	anger	0.364	bakus
litigate	anger	0.359	pagkiha
paucity	anger	0.359	kakulangon
opinionated	anger	0.359	naghuna-huna
disliked	anger	0.359	dili ganahan
aftermath	anger	0.359	pagkahuman
restriction	anger	0.359	pagdili
cad	anger	0.359	cad
incompetence	anger	0.359	kawalay katakus
loudness	anger	0.359	kasaba
broken	anger	0.359	nabuak
polemic	anger	0.359	polemic
sectarian	anger	0.359	sekta
controversial	anger	0.359	kontrobersyal
interrupting	anger	0.358	nagbalda
fussy	anger	0.357	samok
wench	anger	0.353	babaye
remove	anger	0.351	kuhaa
brat	anger	0.351	igsuon
gruff	anger	0.351	bastos
misbehavior	anger	0.351	sayop nga pamatasan
scarcity	anger	0.350	kanihit
losing	anger	0.349	pagkawala
stigma	anger	0.348	stigma
deserted	anger	0.348	biniyaan
timewasters	anger	0.348	mga tigusik sa oras
disagreement	anger	0.348	dili pagsinabtanay
defect	anger	0.348	depekto
hardened	anger	0.348	nagpatig-a
lie	anger	0.348	bakak
ulcer	anger	0.348	ulser
retract	anger	0.348	bawion
untrustworthy	anger	0.348	dili kasaligan
pest	anger	0.348	peste
disappointed	anger	0.348	nasagmuyo
bias	anger	0.345	bias
negation	anger	0.344	negasyon
bothering	anger	0.344	nagsamok
stripped	anger	0.344	gihuboan
antisocial	anger	0.344	antisosyal
pirate	anger	0.344	pirata
stingy	anger	0.344	kuripot
shoddy	anger	0.344	kabus
unreliable	anger	0.344	dili kasaligan
shaky	anger	0.344	nagkurog
misleading	anger	0.344	nagpahisalaag
unsettled	anger	0.344	wala mahimutang
evade	anger	0.344	paglikay
anxiety	anger	0.344	kabalaka
disclaim	anger	0.344	pagsalikway
deterioration	anger	0.344	pagsamot
impotence	anger	0.344	pagkawalay mahimo
interminable	anger	0.343	walay katapusan
disease	anger	0.341	sakit
meddle	anger	0.341	manghilabot
warp	anger	0.340	lindog
averse	anger	0.338	naglikay
infamous	anger	0.338	dungog
alcoholism	anger	0.338	alkoholismo
row	anger	0.337	laray
staticky	anger	0.336	staticky
illegitimate	anger	0.333	dili lehitimo
encumbrance	anger	0.333	kabug-at
witchcraft	anger	0.333	pagpang-ungo
interrupt	anger	0.333	makabalda
scorpion	anger	0.333	tanga
ill	anger	0.333	sakit
sinner	anger	0.331	makasasala
inconsiderate	anger	0.329	walay konsiderasyon
hulk	anger	0.329	hulk
prohibited	anger	0.328	gidili
dashed	anger	0.328	nagdasmag
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	gi-disqualify
spammers	anger	0.328	mga spammer
phony	anger	0.328	bakakon
tighten	anger	0.328	hugtan
dislocated	anger	0.328	nadislocate
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	biktima
opponent	anger	0.328	kontra
hiss	anger	0.328	pagsitsit
crusade	anger	0.328	krusada
grumpy	anger	0.328	masuko
resisting	anger	0.328	pagsukol
inappropriate	anger	0.324	dili angay
haye	anger	0.324	hay
loss	anger	0.324	kapildihan
trickery	anger	0.324	paglimbong
eschew	anger	0.324	paglikay
neglected	anger	0.324	gipasagdan
canker	anger	0.323	kan-on
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	pagkadoble
criticism	anger	0.318	pagsaway
queues	anger	0.318	mga pila
shriek	anger	0.316	singgit
depreciate	anger	0.315	depreciate
dismissal	anger	0.312	pagpalagpot
chaff	anger	0.312	tahop
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	kakabos
carelessness	anger	0.312	kawalay pagtagad
deflate	anger	0.312	deflate
dumps	anger	0.312	mga basurahan
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalidad
revving	anger	0.309	revving
disallowed	anger	0.308	gidili
boisterous	anger	0.307	sabaan
thoughtless	anger	0.307	walay paghunahuna
burial	anger	0.304	paglubong
wince	anger	0.303	manguros
theocratic	anger	0.303	teokratiko
sullen	anger	0.303	naglagot
involution	anger	0.300	inbolusyon
misuse	anger	0.297	sayop nga paggamit
taxed	anger	0.297	gibuhisan
senseless	anger	0.297	walay salabutan
talons	anger	0.297	mga talon
stalemate	anger	0.297	pagkapatas
getyourown	anger	0.297	kuhaa ka
hoax	anger	0.297	pangilad
depreciated	anger	0.297	depresyo
depressed	anger	0.297	depressed
wasteful	anger	0.297	mausik
paralysis	anger	0.295	paralisis
displaced	anger	0.294	namalhin
limited	anger	0.292	limitado
disapointment	anger	0.290	pagkadismaya
orc	anger	0.289	orc
ridiculous	anger	0.289	kataw-anan
homeless	anger	0.288	walay balay
spine	anger	0.288	dugokan
teasing	anger	0.288	pagbiaybiay
presumptuous	anger	0.288	mapangahason
react	anger	0.288	reaksiyon
sharpen	anger	0.288	pagpahait
barrier	anger	0.287	babag
hoot	anger	0.287	hoot
twitchy	anger	0.287	nagkibot-kibot
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	pagkalayo
contraband	anger	0.281	kontrabando
incompatible	anger	0.281	dili magkauyon
shiver	anger	0.281	mangurog
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	nagdiskonekta
delinquent	anger	0.281	delingkwente
restitution	anger	0.281	pagpauli
foray	anger	0.279	pagpangawat
troll	anger	0.279	troll
unfairness	anger	0.279	pagkadili patas
buffering	anger	0.279	buffering
noncompliance	anger	0.279	dili pagsunod
nether	anger	0.278	ubos
bogus	anger	0.273	bakakon
immaturity	anger	0.273	pagka immature
uncaring	anger	0.273	walay pagtagad
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	kusog
shock	anger	0.269	kakurat
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorning person
feminism	anger	0.266	pagkababaye
inoperative	anger	0.266	walay lihok
bear	anger	0.266	oso
inconvenient	anger	0.266	dili kombenyente
latent	anger	0.266	tinago
defendant	anger	0.266	sinumbong
nopoint	anger	0.266	walay punto
rapping	anger	0.266	pag rap
pry	anger	0.266	pry
quandary	anger	0.266	kalibog
interrupts	anger	0.265	mobalda
fluctuation	anger	0.265	pag-usab-usab
exaggerate	anger	0.263	pagpasobra
lose	anger	0.261	mawala
patter	anger	0.258	patter
furnace	anger	0.258	hudno
stone	anger	0.258	bato
tease	anger	0.258	pagbiaybiay
shoplifting	anger	0.258	pagpangawat
soldier	anger	0.258	sundalo
incompetent	anger	0.257	walay katakus
indoctrination	anger	0.255	indoktrinasyon
rocket	anger	0.250	rocket
skid	anger	0.250	skid
noisy	anger	0.250	saba
notoriety	anger	0.250	kabantog
cane	anger	0.250	baston
unfollow	anger	0.250	unfollow
tripping	anger	0.250	pag-triping
attentionseeker	anger	0.250	nangita ug atensyon
mastery	anger	0.250	kahanas
socialist	anger	0.250	sosyalista
falsehood	anger	0.250	kabakakan
complicate	anger	0.250	komplikado
lawyer	anger	0.250	abogado
untrue	anger	0.250	dili tinuod
nonsense	anger	0.250	walay pulos
pouting	anger	0.250	nag-pout
witch	anger	0.242	ungo
detract	anger	0.242	makabalda
obstacle	anger	0.242	babag
halter	anger	0.242	halter
fenced	anger	0.242	gikoral
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	wala kasabot
vampire	anger	0.242	bampira
ringer	anger	0.242	ringer
frowning	anger	0.239	nagkunot ang agtang
saber	anger	0.238	saber
hunger	anger	0.235	kagutom
shell	anger	0.234	kabhang
wokemeup	anger	0.234	nakamata
recession	anger	0.234	ekonomiya
failing	anger	0.234	napakyas
dabbling	anger	0.234	nagdabdab
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	bastos
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	taripa
undesirable	anger	0.231	dili gusto
darkness	anger	0.227	kangitngit
versus	anger	0.227	batok sa
copycat	anger	0.227	copycat
resign	anger	0.227	resign
soaked	anger	0.226	natumog
unfulfilled	anger	0.225	wala matuman
abandoned	anger	0.222	gibiyaan
unattainable	anger	0.221	dili makab-ot
owing	anger	0.221	utang
bankruptcy	anger	0.221	pagkabangkaruta
misconception	anger	0.219	sayop nga pagsabot
tool	anger	0.219	himan
warden	anger	0.219	warden
compress	anger	0.219	idasok
mosquito	anger	0.219	lamok
whiny	anger	0.219	hungog
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	kalibog
unhelpful	anger	0.219	dili makatabang
twitching	anger	0.219	nagkibot-kibot
nosey	anger	0.213	ilong
overpriced	anger	0.212	sobra nga presyo
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	kakulangon
melodrama	anger	0.212	melodrama
possession	anger	0.206	pagpanag-iya
desert	anger	0.206	desyerto
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	walay bayad
powerless	anger	0.203	walay gahum
sentence	anger	0.203	sentensiya
inefficient	anger	0.203	dili episyente
arraignment	anger	0.203	arraignment
pout	anger	0.203	nag-pout
unlucky	anger	0.203	walay swerte
rook	anger	0.203	bungbong
backbone	anger	0.203	buko-buko
uninvited	anger	0.203	wala imbitaha
court	anger	0.199	korte
endless	anger	0.198	walay katapusan
adverts	anger	0.197	mga ad
distracted	anger	0.197	nalinga
delay	anger	0.197	paglangan
misstatement	anger	0.197	sayop nga pagpahayag
misunderstanding	anger	0.195	dili pagsinabtanay
inadmissible	anger	0.191	dili madawat
excite	anger	0.191	excite
lightning	anger	0.189	kilat
preclude	anger	0.188	pagpugong
mournful	anger	0.188	masulob-on
insecure	anger	0.188	walay kasegurohan
incase	anger	0.188	incase
mutter	anger	0.182	pagbagulbol
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	claimant
insist	anger	0.182	pag-insister
mistress	anger	0.182	ginang
distracting	anger	0.182	makabalda
opium	anger	0.180	opium
deserve	anger	0.176	angay
willful	anger	0.176	tinuyo
treat	anger	0.175	pagtratar
insists	anger	0.175	miinsister
excitation	anger	0.172	kahinam
mighty	anger	0.172	gamhanan
liberate	anger	0.172	buhian
indecisive	anger	0.172	walay hukom
hormonal	anger	0.172	hormonal
peice	anger	0.172	piraso
gibberish	anger	0.172	walay pulos
misplace	anger	0.172	sayop nga lugar
fee	anger	0.172	bayad
thanksalot	anger	0.172	salamat kaayo
fleece	anger	0.172	balhibo sa karnero
yelp	anger	0.168	singgit
mule	anger	0.167	mula
unequal	anger	0.167	dili patas
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	bargaining
insufficiency	anger	0.167	kakulangon
insignificant	anger	0.167	walay hinungdan
attentionseekers	anger	0.163	mga nangita og atensyon
coop	anger	0.156	coop
rheumatism	anger	0.156	rayuma
forearm	anger	0.156	bukton
indifference	anger	0.156	walay pagtagad
underpaid	anger	0.152	ubos nga sweldo
involvement	anger	0.152	pag-apil
justthebeginning	anger	0.152	sa sinugdanan pa lang
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	walay kasigurohan
bee	anger	0.152	buyog
attorney	anger	0.152	abogado
pretending	anger	0.152	nagpakaaron-ingnon
campaigning	anger	0.151	pagpangampanya
hopelessness	anger	0.149	pagkawalay paglaum
feeling	anger	0.147	pagbati
legalized	anger	0.145	gi-legalize
caution	anger	0.145	pagbantay
sterling	anger	0.141	sterling
morals	anger	0.141	moralidad
subsidy	anger	0.141	subsidyo
obliging	anger	0.141	obligado
wimpy	anger	0.140	hawod
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	mantsa
misspell	anger	0.136	sayop nga spell
repay	anger	0.136	mubayad
surcharge	anger	0.136	surcharge
geez	anger	0.136	sus
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	busina
orchestra	anger	0.132	orkestra
wireless	anger	0.125	wireless
competitive	anger	0.125	kompetisyon
standstill	anger	0.125	paghunong
inattention	anger	0.121	walay pagtagad
reversal	anger	0.121	pagbalit-ad
lace	anger	0.118	lace
elbow	anger	0.117	siko
instinctive	anger	0.112	kinaiyanhon
chant	anger	0.111	awit
gnome	anger	0.109	gnome
lonely	anger	0.109	kamingaw
tolerate	anger	0.106	motugot
management	anger	0.102	pagdumala
advocacy	anger	0.100	adbokasiya
moral	anger	0.094	moral
roadworks	anger	0.091	mga buhat sa dalan
honest	anger	0.087	matinud-anon
gent	anger	0.076	buotan
forgetful	anger	0.076	malimtanon
liquor	anger	0.075	ilimnon
money	anger	0.074	kwarta
hood	anger	0.071	hood
curriculum	anger	0.063	kurikulum
words	anger	0.062	mga pulong
smell	anger	0.061	baho
playful	anger	0.061	playful
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	pag-amuma
trumpet	anger	0.059	trumpeta
counsellor	anger	0.059	magtatambag
asleeep	anger	0.059	natulog
birthplace	anger	0.051	natawhan
ribbon	anger	0.047	laso
youth	anger	0.045	kabatan-onan
vote	anger	0.045	boto
cash	anger	0.039	kwarta
wannasleep	anger	0.031	gusto matulog
waffle	anger	0.030	waffle
dame	anger	0.030	babaye
buffet	anger	0.029	buffet
celebrity	anger	0.026	celebrity
sisterhood	anger	0.015	panag-igsoonay
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	musikal
