English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
illegality	anger	0.455	незаконност
veto	anger	0.455	вето
constraint	anger	0.455	ограничение
mislead	anger	0.455	заблуждавам
illicit	anger	0.455	незаконно
troublesome	anger	0.455	обезпокоителен
clamor	anger	0.455	врява
bayonet	anger	0.453	щик
suppress	anger	0.453	потискам
intense	anger	0.453	интензивен
displeased	anger	0.453	недоволен
disapproving	anger	0.453	неодобрително
hysterical	anger	0.453	истеричен
struggle	anger	0.453	борба
godless	anger	0.453	безбожен
desist	anger	0.453	откажи се
usurped	anger	0.453	узурпирана
despotism	anger	0.453	деспотизъм
disagreeing	anger	0.453	несъгласие
bad	anger	0.453	лошо
unlawful	anger	0.451	незаконно
wrongly	anger	0.448	погрешно
repellent	anger	0.442	репелент
dishonor	anger	0.441	безчестие
psychosis	anger	0.441	психоза
wasted	anger	0.441	пропилян
wrongful	anger	0.441	неправомерно
foe	anger	0.441	враг
aversion	anger	0.440	отвращение
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	кокалчета на пръстите
ultimatum	anger	0.439	ултиматум
schism	anger	0.439	разкол
upset	anger	0.439	разстроен
effigy	anger	0.439	чучело
punitive	anger	0.439	наказателен
worthless	anger	0.438	безполезен
separatist	anger	0.438	сепаратист
ransom	anger	0.438	откуп
deny	anger	0.438	отричам
fugitive	anger	0.438	беглец
mucked	anger	0.438	мръсен
abandonment	anger	0.438	изоставяне
irritation	anger	0.438	раздразнение
deleterious	anger	0.438	вредно
stupidity	anger	0.438	глупост
segregate	anger	0.437	отделят се
oblivion	anger	0.437	забрава
payback	anger	0.436	изплащане
incongruous	anger	0.435	несъответстващо
eviction	anger	0.435	изселване
collusion	anger	0.432	тайно споразумение
rob	anger	0.431	грабя
ravenous	anger	0.429	ненаситни
overrun	anger	0.429	превишаване
infidelity	anger	0.429	изневяра
harbinger	anger	0.426	предвестник
painful	anger	0.426	болезнено
getoverit	anger	0.426	Преодолей го
martial	anger	0.426	боен
rejection	anger	0.426	отхвърляне
incredulous	anger	0.426	недоверчив
stupidrain	anger	0.426	глупав дренаж
defense	anger	0.425	защита
enforce	anger	0.424	налагам
commotion	anger	0.424	суматоха
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	измамнически
unsympathetic	anger	0.424	несимпатичен
fallacious	anger	0.424	погрешно
greed	anger	0.424	алчност
defraud	anger	0.424	измамвам
banger	anger	0.424	удар
concealment	anger	0.424	прикриване
fuss	anger	0.424	суетене
exasperation	anger	0.424	раздразнение
disobedience	anger	0.424	неподчинение
powerful	anger	0.424	мощен
discontent	anger	0.424	недоволство
indecency	anger	0.424	неприличие
sedition	anger	0.422	бунт
deportation	anger	0.422	депортиране
cracked	anger	0.422	напукан
bang	anger	0.422	трясък
barb	anger	0.422	шипка
duel	anger	0.422	дуел
sarcasm	anger	0.422	сарказъм
cur	anger	0.422	cur
misrepresented	anger	0.422	неправилно представени
annoyance	anger	0.422	раздразнение
scar	anger	0.422	белег
nettle	anger	0.422	коприва
banishment	anger	0.422	прогонване
snubbed	anger	0.422	пренебрегван
penitentiary	anger	0.422	пенитенциарна
penetration	anger	0.422	проникване
blatant	anger	0.420	крещящо
force	anger	0.418	сила
perverse	anger	0.415	перверзен
wring	anger	0.415	изстискайте
bastion	anger	0.413	бастион
grim	anger	0.413	мрачен
moody	anger	0.412	мрачно
tiff	anger	0.412	тиф
nothappy	anger	0.412	не е щастлив
surly	anger	0.412	навъсен
sordid	anger	0.412	мръсен
hunting	anger	0.411	на лов
indenture	anger	0.410	договор
forfeit	anger	0.409	неустойка
areyoukiddingme	anger	0.409	шегуваш ли се
reproach	anger	0.409	укор
sham	anger	0.409	фалшив
awful	anger	0.409	ужасно
compulsion	anger	0.409	принуда
implicate	anger	0.409	замесвам
contradict	anger	0.409	противоречат
inept	anger	0.409	некадърен
supremacy	anger	0.409	надмощие
sneak	anger	0.409	промъквам се
disappoint	anger	0.409	разочаровам
blockade	anger	0.409	блокада
detainee	anger	0.409	арестант
cantwin	anger	0.409	кантуин
squelch	anger	0.409	шумоподтискане
lying	anger	0.408	лъжа
rail	anger	0.406	релса
forsaken	anger	0.406	изоставен
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	уоп
badger	anger	0.406	язовец
tremor	anger	0.406	тремор
inequality	anger	0.406	неравенство
delusion	anger	0.406	заблуда
unthinkable	anger	0.406	немислимо
onerous	anger	0.406	тежък
wrongdoing	anger	0.406	неправомерни действия
nuisance	anger	0.406	неудобство
scrapie	anger	0.406	скрейпи
epidemic	anger	0.406	епидемия
arguments	anger	0.404	аргументи
affront	anger	0.403	оскърбление
traumatic	anger	0.402	травматичен
sodding	anger	0.400	мърдане
libel	anger	0.400	клевета
annoys	anger	0.400	дразни
soslow	anger	0.398	толкова бавно
watchout	anger	0.398	внимавай
frenetic	anger	0.397	френетичен
remiss	anger	0.397	небрежност
barge	anger	0.396	шлеп
sue	anger	0.394	съдя
keyed	anger	0.394	с ключ
actionable	anger	0.394	подлежащ на действие
extinguish	anger	0.394	гасят
fraud	anger	0.394	измама
untoward	anger	0.394	неприятно
illegal	anger	0.394	незаконно
nag	anger	0.394	заядлив
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфискувам
howl	anger	0.394	вой
whatsthepoint	anger	0.394	какъв е смисълът
rabble	anger	0.394	тълпа
unfriendly	anger	0.394	неприятелски
disrespect	anger	0.394	неуважение
dangit	anger	0.394	По дяволите
brimstone	anger	0.392	сяра
dissolution	anger	0.391	разтваряне
rigged	anger	0.391	манипулиран
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	земетресение
argh	anger	0.391	argh
pique	anger	0.391	пике
recklessness	anger	0.391	безразсъдство
disagree	anger	0.389	не съм съгласен
lawsuit	anger	0.386	съдебен процес
disused	anger	0.382	неизползван
despair	anger	0.382	отчаяние
immorality	anger	0.382	безнравственост
coerce	anger	0.379	принуждавам
firstworldprobs	anger	0.379	проблеми от първия свят
touchy	anger	0.379	докачлив
pokes	anger	0.379	боцка
falsification	anger	0.379	фалшификация
rifle	anger	0.379	пушка
sizzle	anger	0.379	цвърчане
incurable	anger	0.379	нелечимо
difficulty	anger	0.379	трудност
sore	anger	0.379	възпалено
picket	anger	0.378	пикет
concussion	anger	0.377	мозъчно сътресение
stuckup	anger	0.375	задръстване
militia	anger	0.375	милиция
rawr	anger	0.375	суров
faulty	anger	0.375	дефектен
sly	anger	0.375	хитър
disillusionment	anger	0.375	разочарование
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	клопка
infantile	anger	0.375	инфантилен
pessimism	anger	0.375	песимизъм
remand	anger	0.375	мярка за неотклонение
cannon	anger	0.375	оръдие
vindicate	anger	0.371	оправдавам
inhibit	anger	0.371	инхибирам
distressing	anger	0.371	изтощително
nepotism	anger	0.371	непотизъм
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	изкривена
disreputable	anger	0.368	неуважаван
forbidding	anger	0.368	забраняващ
conquest	anger	0.367	завоевание
bark	anger	0.365	кора
leukemia	anger	0.365	левкемия
disapprove	anger	0.364	неодобрявам
warrior	anger	0.364	войн
barks	anger	0.364	лае
retarded	anger	0.364	изостанал
unhappy	anger	0.364	нещастен
burke	anger	0.364	Бърк
challenge	anger	0.364	предизвикателство
belt	anger	0.364	колан
litigate	anger	0.359	водя дела
paucity	anger	0.359	оскъдица
opinionated	anger	0.359	мнителен
disliked	anger	0.359	не харесван
aftermath	anger	0.359	последствия
restriction	anger	0.359	ограничение
cad	anger	0.359	кад
incompetence	anger	0.359	некомпетентност
loudness	anger	0.359	гръмкост
broken	anger	0.359	счупен
polemic	anger	0.359	полемика
sectarian	anger	0.359	сектантски
controversial	anger	0.359	спорен
interrupting	anger	0.358	прекъсване
fussy	anger	0.357	суетлив
wench	anger	0.353	момиченце
remove	anger	0.351	Премахване
brat	anger	0.351	нахалник
gruff	anger	0.351	груб
misbehavior	anger	0.351	лошо поведение
scarcity	anger	0.350	недостиг
losing	anger	0.349	губещ
stigma	anger	0.348	стигма
deserted	anger	0.348	безлюден
timewasters	anger	0.348	губители на време
disagreement	anger	0.348	несъгласие
defect	anger	0.348	дефект
hardened	anger	0.348	закалени
lie	anger	0.348	лъжа
ulcer	anger	0.348	язва
retract	anger	0.348	прибиране
untrustworthy	anger	0.348	неблагонадежден
pest	anger	0.348	вредител
disappointed	anger	0.348	разочарован
bias	anger	0.345	пристрастие
negation	anger	0.344	отрицание
bothering	anger	0.344	притеснявам се
stripped	anger	0.344	съблечен
antisocial	anger	0.344	антисоциален
pirate	anger	0.344	пират
stingy	anger	0.344	скъперник
shoddy	anger	0.344	калпав
unreliable	anger	0.344	ненадежден
shaky	anger	0.344	треперещ
misleading	anger	0.344	подвеждащ
unsettled	anger	0.344	неуреден
evade	anger	0.344	избягвам
anxiety	anger	0.344	безпокойство
disclaim	anger	0.344	отказ от отговорност
deterioration	anger	0.344	влошаване
impotence	anger	0.344	импотентност
interminable	anger	0.343	безкраен
disease	anger	0.341	заболяване
meddle	anger	0.341	намесвам се
warp	anger	0.340	изкривяване
averse	anger	0.338	противен
infamous	anger	0.338	позорен
alcoholism	anger	0.338	алкохолизъм
row	anger	0.337	ред
staticky	anger	0.336	статичен
illegitimate	anger	0.333	нелегитимен
encumbrance	anger	0.333	тежест
witchcraft	anger	0.333	магьосничество
interrupt	anger	0.333	прекъсвам
scorpion	anger	0.333	скорпион
ill	anger	0.333	аз ще
sinner	anger	0.331	грешник
inconsiderate	anger	0.329	невнимателен
hulk	anger	0.329	Хълк
prohibited	anger	0.328	забранено
dashed	anger	0.328	пунктирана
brrr	anger	0.328	бррр
fib	anger	0.328	фиб
disqualified	anger	0.328	дисквалифициран
spammers	anger	0.328	спамери
