English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
sucker	anger	0.484	mitsentsitra
opposed	anger	0.484	manohitra
thresh	anger	0.484	miveleza
disgrace	anger	0.484	afa-baraka
suspicious	anger	0.484	mampiahiahy
turbulence	anger	0.483	misafotofoto
pound	anger	0.481	farantsanao
coldness	anger	0.477	mangatsiaka
ungrateful	anger	0.472	tsy mahay mankasitraka
stoopid	anger	0.471	miondrika
battalion	anger	0.471	andia
feudalism	anger	0.470	feodalisma
hostage	anger	0.470	takalon'aina
annoying	anger	0.470	manorisory
dispossessed	anger	0.470	nandroaka
subversion	anger	0.470	mitady hanongam-panjakana
friction	anger	0.470	fifandirana
jealous	anger	0.470	saro-piaro
adversity	anger	0.470	tsarotra
infidel	anger	0.470	mino aza
gall	anger	0.470	zava-mangidy
accuser	anger	0.470	mpiampanga
ram	anger	0.470	ram
armament	anger	0.470	fitaovam-piadiana
thump	anger	0.469	mikapoka
dislike	anger	0.469	tsy tia
steal	anger	0.469	hangalatra
backoff	anger	0.469	mihemotra
stifled	anger	0.469	tafita
incite	anger	0.469	mandrisika
distress	anger	0.469	fahoriana
angermanagement	anger	0.469	fitantanana fahatezerana
selfish	anger	0.469	feno fitiavan-tena
injury	anger	0.469	ratra
exile	anger	0.469	tany an-tsesitany
insanity	anger	0.469	adala
offense	anger	0.469	Fandikan-dalàna
objection	anger	0.469	fanoherana
smother	anger	0.469	takon'ny
disruption	anger	0.469	fikorontanana
intolerance	anger	0.469	tsy fandeferana
disobey	anger	0.469	nankatò
selfishness	anger	0.469	TIA TENA IANAO
recidivism	anger	0.469	famerenana indray
subversive	anger	0.469	manakorontana
huff	anger	0.469	huff
plunder	anger	0.469	babo
opposition	anger	0.469	mpanohitra
complain	anger	0.469	hitaraina
perpetrator	anger	0.469	nahavita
simmer	anger	0.469	madinidinika
areyoukidding	anger	0.468	mananihany ahy ve ianao
mug	anger	0.467	mug
agony	anger	0.465	fanaintainana
arrogant	anger	0.461	miavonavona
sux	anger	0.456	sux
vent	anger	0.456	hisondrotra
elimination	anger	0.456	fanafoanana
picketing	anger	0.456	picketing
haughty	anger	0.456	manambony
grated	anger	0.455	voakiky
flagrant	anger	0.455	nibaribary
busted	anger	0.455	voatifitra
crabby	anger	0.455	crabby
dying	anger	0.455	maty
idiocy	anger	0.455	hadalana
impermeable	anger	0.455	tsy len-drano
stubbed	anger	0.455	voatsindrona
illegality	anger	0.455	dalàna
veto	anger	0.455	veto
constraint	anger	0.455	-tery
mislead	anger	0.455	hamitahana
illicit	anger	0.455	tsy ara-dalàna
troublesome	anger	0.455	-TSAROTRA
clamor	anger	0.455	fitabatabana
bayonet	anger	0.453	bayonet
suppress	anger	0.453	hanafoanana
intense	anger	0.453	mafy
displeased	anger	0.453	tezitra
disapproving	anger	0.453	tsy mankasitraka
hysterical	anger	0.453	toy ny adaladala kely
struggle	anger	0.453	ady
godless	anger	0.453	ratsy fanahy
desist	anger	0.453	hitsahatra
usurped	anger	0.453	Nandrombaka
despotism	anger	0.453	fanjakazakana
disagreeing	anger	0.453	tsy manaiky
bad	anger	0.453	ratsy
unlawful	anger	0.451	ara-dalàna
wrongly	anger	0.448	diso
repellent	anger	0.442	ody
dishonor	anger	0.441	ny fahafaham-boninahitra
psychosis	anger	0.441	psychosis
wasted	anger	0.441	rava
wrongful	anger	0.441	diso
foe	anger	0.441	fahavalo
aversion	anger	0.440	tsy fitiavany maizina
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	kitrokely
ultimatum	anger	0.439	safidy
schism	anger	0.439	fisarahana
upset	anger	0.439	tohina
effigy	anger	0.439	sarin'i
punitive	anger	0.439	hanasazy
worthless	anger	0.438	Misy Ilana Azy
separatist	anger	0.438	mpisintaka
ransom	anger	0.438	vidim-panavotana
deny	anger	0.438	handà
fugitive	anger	0.438	mpandositra
mucked	anger	0.438	mucked
abandonment	anger	0.438	fandaozana
irritation	anger	0.438	fahasosorana
deleterious	anger	0.438	zarizary
stupidity	anger	0.438	fahadalana
segregate	anger	0.437	manasaraka
oblivion	anger	0.437	fanadinoana
payback	anger	0.436	tamberina
incongruous	anger	0.435	tsy mifanaraka
eviction	anger	0.435	fandroahana
collusion	anger	0.432	tsikombakomba
rob	anger	0.431	rob
ravenous	anger	0.429	mpihaza
overrun	anger	0.429	hanafotra
infidelity	anger	0.429	fanitsakitsaham-bady
harbinger	anger	0.426	harbinger
painful	anger	0.426	maharary
getoverit	anger	0.426	getoverit
martial	anger	0.426	miaramila
rejection	anger	0.426	fandavana
incredulous	anger	0.426	tsy tena nino
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	fiarovana
enforce	anger	0.424	hampihatra
commotion	anger	0.424	tabataba
censor	anger	0.424	sivana
gonorrhea	anger	0.424	angatra
fraudulent	anger	0.424	hosoka
unsympathetic	anger	0.424	tsy miray fo
fallacious	anger	0.424	fitaka
greed	anger	0.424	fitiavam-bola tafahoatra
defraud	anger	0.424	Aza misara-pandriana
banger	anger	0.424	banger
concealment	anger	0.424	fanafenana
fuss	anger	0.424	mitabataba
exasperation	anger	0.424	sosotra
disobedience	anger	0.424	ny tsy fankatoavana
powerful	anger	0.424	MAHERY
discontent	anger	0.424	tsy fahafaliana
indecency	anger	0.424	ambony ny tsy fahamaontinana
sedition	anger	0.422	fikomiana
deportation	anger	0.422	fandroahana
cracked	anger	0.422	vaky
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	esoeso
cur	anger	0.422	ank
misrepresented	anger	0.422	vilana ny fomba fisainan'Andriamanitra
annoyance	anger	0.422	fahasorenana
scar	anger	0.422	fahamaimaizana
nettle	anger	0.422	tsilo no
banishment	anger	0.422	horoahina
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	fonjan'i
penetration	anger	0.422	fidirana
blatant	anger	0.420	miharihary
force	anger	0.418	hery
perverse	anger	0.415	efa nivadika
wring	anger	0.415	nanolana
bastion	anger	0.413	dia natanjaka
grim	anger	0.413	mampalahelo
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	tsy faly
surly	anger	0.412	miavona ny mpiasan'ny
sordid	anger	0.412	maloto
hunting	anger	0.411	mihaza
indenture	anger	0.410	indenture
forfeit	anger	0.409	kanefa very
areyoukiddingme	anger	0.409	mananihany ahy ve ianao
reproach	anger	0.409	fahafaham-baraka
sham	anger	0.409	sham
awful	anger	0.409	mahatsiravina
compulsion	anger	0.409	tery
implicate	anger	0.409	mampiditra
contradict	anger	0.409	Mifanipaka
inept	anger	0.409	Nampahery
supremacy	anger	0.409	fara tampony
sneak	anger	0.409	nanakorontana mangingina
disappoint	anger	0.409	handiso fanantenana
blockade	anger	0.409	fanakanana
detainee	anger	0.409	gadra
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ny lainga
rail	anger	0.406	lalamby
forsaken	anger	0.406	lao
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	nangovitra
inequality	anger	0.406	ny tsy fitoviana
delusion	anger	0.406	zava-poana
unthinkable	anger	0.406	mihitsy
onerous	anger	0.406	mavesatra
wrongdoing	anger	0.406	ratsy
nuisance	anger	0.406	fanelingelenana
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	areti-mifindra
arguments	anger	0.404	kevitra
affront	anger	0.403	tafintohina
traumatic	anger	0.402	fiantraikany
sodding	anger	0.400	sodding
libel	anger	0.400	fanalam-baraka
annoys	anger	0.400	manahirana
soslow	anger	0.398	soslow
watchout	anger	0.398	Mitandrema
frenetic	anger	0.397	mikoropaka
remiss	anger	0.397	ankilabao
barge	anger	0.396	sambo
sue	anger	0.394	mitory
keyed	anger	0.394	keyed
actionable	anger	0.394	azo atao
extinguish	anger	0.394	hamono
fraud	anger	0.394	hosoka
untoward	anger	0.394	tsy taitra
illegal	anger	0.394	Tsy Ara-dalàna
nag	anger	0.394	nag
boxing	anger	0.394	ady totohondry
confiscate	anger	0.394	bisikileta
howl	anger	0.394	midradradradrà
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	Misy androvolahy
unfriendly	anger	0.394	ninamana
disrespect	anger	0.394	tsy fanajana
dangit	anger	0.394	dangit
brimstone	anger	0.392	solifara
dissolution	anger	0.391	faharavan'ny
rigged	anger	0.391	maimaika
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	horohoron-tany
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	tsy miraika
disagree	anger	0.389	tsy miombon-kevitra
lawsuit	anger	0.386	fitoriana
disused	anger	0.382	tsy ampiasaina
despair	anger	0.382	kivy
immorality	anger	0.382	fitondran-tena maloto
coerce	anger	0.379	manery
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	pokes
falsification	anger	0.379	fanaovana hosoka
rifle	anger	0.379	basy
sizzle	anger	0.379	misento
incurable	anger	0.379	tsy azo sitranina
difficulty	anger	0.379	fahasarotana
sore	anger	0.379	mafy
picket	anger	0.378	picket
concussion	anger	0.377	fikorotanana
stuckup	anger	0.375	stuckup
militia	anger	0.375	milisy
rawr	anger	0.375	rawr
faulty	anger	0.375	diso
sly	anger	0.375	fetsy
disillusionment	anger	0.375	fahadisoam-panantenana
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	fandrika
infantile	anger	0.375	zazakely
pessimism	anger	0.375	tena tafahoatra
remand	anger	0.375	am-ponja
cannon	anger	0.375	tafondro
vindicate	anger	0.371	Valifaty
inhibit	anger	0.371	manakana
distressing	anger	0.371	mampahory
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	aretin-tsaina
skewed	anger	0.368	miolikolika
disreputable	anger	0.368	tsy mendri-pitokisana
forbidding	anger	0.368	nandrara
conquest	anger	0.367	handresy
bark	anger	0.365	hodi-kazo
leukemia	anger	0.365	voan'ny kanseran'ny ra
disapprove	anger	0.364	halan'Andriamanitra
warrior	anger	0.364	mpiady
barks	anger	0.364	hodi-kazo
retarded	anger	0.364	nilaozan'ny toetr'andro
unhappy	anger	0.364	tsy faly
burke	anger	0.364	burke
challenge	anger	0.364	Challenge
belt	anger	0.364	fehin-kibo
litigate	anger	0.359	mitsara
paucity	anger	0.359	fahantrana
opinionated	anger	0.359	hevitsika
disliked	anger	0.359	Tsy nankafy
aftermath	anger	0.359	taorian'ny
restriction	anger	0.359	famerana
cad	anger	0.359	cad
incompetence	anger	0.359	tsy fahaizana
loudness	anger	0.359	feo avo
broken	anger	0.359	tapaka
polemic	anger	0.359	polémika
sectarian	anger	0.359	sekta
controversial	anger	0.359	mahabe resaka
interrupting	anger	0.358	manapa-
fussy	anger	0.357	sarotiny
wench	anger	0.353	vavy
remove	anger	0.351	esory
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	namela
scarcity	anger	0.350	fahampian
losing	anger	0.349	lasa tsy
stigma	anger	0.348	henatra
deserted	anger	0.348	foana
timewasters	anger	0.348	mandany fotoana
disagreement	anger	0.348	tsy fitovian-kevitra
defect	anger	0.348	kilema
hardened	anger	0.348	mafy fo
lie	anger	0.348	lainga
ulcer	anger	0.348	fery
retract	anger	0.348	mihemotra
untrustworthy	anger	0.348	azo itokisana
pest	anger	0.348	pest
disappointed	anger	0.348	diso fanantenana
bias	anger	0.345	fitongilanana
negation	anger	0.344	negation
bothering	anger	0.344	mandrebireby
stripped	anger	0.344	nesoriny ny akanjony
antisocial	anger	0.344	tia miray hina
pirate	anger	0.344	piraty
stingy	anger	0.344	kahihitra
shoddy	anger	0.344	ratsy
unreliable	anger	0.344	tsy azo antoka
shaky	anger	0.344	mihozongozona
misleading	anger	0.344	mamitaka
unsettled	anger	0.344	sahiran-tsaina
evade	anger	0.344	hanarahana ny diany
anxiety	anger	0.344	fanahiana
disclaim	anger	0.344	fandavana
deterioration	anger	0.344	fahasimban'ny
impotence	anger	0.344	levitra
interminable	anger	0.343	tsy manam-petra
disease	anger	0.341	aretina
meddle	anger	0.341	mila ady
warp	anger	0.340	tenany
averse	anger	0.338	nisalasala
infamous	anger	0.338	nalaza ratsy
alcoholism	anger	0.338	fisotroan-toaka
row	anger	0.337	toerana
staticky	anger	0.336	staticky
illegitimate	anger	0.333	tsy ara-dalàna
encumbrance	anger	0.333	enta-mavesatra
witchcraft	anger	0.333	fanaovana ody ratsy
interrupt	anger	0.333	manapaka
scorpion	anger	0.333	maingoka
ill	anger	0.333	marary
sinner	anger	0.331	mpanota
inconsiderate	anger	0.329	mieritreritra
hulk	anger	0.329	hulk
prohibited	anger	0.328	VOARARA
dashed	anger	0.328	Nirohotra
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	nahafeno fepetra
spammers	anger	0.328	spammers
phony	anger	0.328	sandoka
tighten	anger	0.328	hanenjanana kokoa
dislocated	anger	0.328	mikisaka
scapegoat	anger	0.328	Azazela
victim	anger	0.328	niharam-boina
opponent	anger	0.328	mpifanandrina
hiss	anger	0.328	Misitrisitra
crusade	anger	0.328	Kroazada
grumpy	anger	0.328	tezitra
resisting	anger	0.328	manohitra
inappropriate	anger	0.324	tsy manara-penitra
haye	anger	0.324	hay
loss	anger	0.324	very
trickery	anger	0.324	fitaka
eschew	anger	0.324	hiala amin'ny
neglected	anger	0.324	tsirambina
canker	anger	0.323	hanimba
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	hampiely lainga
criticism	anger	0.318	tsikera
queues	anger	0.318	filaharam-be
shriek	anger	0.316	mikiakiaka
depreciate	anger	0.315	mitongilana
dismissal	anger	0.312	fandroahana
chaff	anger	0.312	akofa
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	FAHANTRANA
carelessness	anger	0.312	tsirambina
deflate	anger	0.312	deflate
dumps	anger	0.312	fanariam-pako
dupe	anger	0.312	mamitaka
mortality	anger	0.312	fiainana an-tany
revving	anger	0.309	revving
disallowed	anger	0.308	nandrara
boisterous	anger	0.307	sahiran-tsaina
thoughtless	anger	0.307	voahevitra
burial	anger	0.304	fandevenana
wince	anger	0.303	mitsikafona
theocratic	anger	0.303	NY ASAN'I
sullen	anger	0.303	sady sosotra
involution	anger	0.300	involution
misuse	anger	0.297	fampiasana
taxed	anger	0.297	hetra
senseless	anger	0.297	tsy misy antony
talons	anger	0.297	talons
stalemate	anger	0.297	fahatapahana
getyourown	anger	0.297	getyourown
hoax	anger	0.297	fanambakana
depreciated	anger	0.297	mitongilana
depressed	anger	0.297	ketraka
wasteful	anger	0.297	simbasimba
paralysis	anger	0.295	nalemy
displaced	anger	0.294	nafindra
limited	anger	0.292	voafetra
disapointment	anger	0.290	disapointment
orc	anger	0.289	orc
ridiculous	anger	0.289	mampihomehy
homeless	anger	0.288	tsy manan-kialofana
spine	anger	0.288	hazondamosiko
teasing	anger	0.288	ny hanihany
presumptuous	anger	0.288	manambony
react	anger	0.288	rehefa
sharpen	anger	0.288	mandranitra
barrier	anger	0.287	sakana
hoot	anger	0.287	hoot
twitchy	anger	0.287	mihetsiketsika
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	fanondranana entana
incompatible	anger	0.281	Ilana
shiver	anger	0.281	Nangorintsina
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	tapaka
delinquent	anger	0.281	maditra
restitution	anger	0.281	famerenana amin'ny laoniny
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	tsy rariny
buffering	anger	0.279	buffering
noncompliance	anger	0.279	tsy fanarahan-dalàna
nether	anger	0.278	ambany
bogus	anger	0.273	sandoka
immaturity	anger	0.273	tsy fahamatorana
uncaring	anger	0.273	miraharaha
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	dona
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	ny vehivavy
inoperative	anger	0.266	tsy miasa
bear	anger	0.266	bera
inconvenient	anger	0.266	manahirana
latent	anger	0.266	miseho
defendant	anger	0.266	voampanga
nopoint	anger	0.266	nopoint
rapping	anger	0.266	mi-rap
pry	anger	0.266	midikiditra amin'ny fiainany
quandary	anger	0.266	mikorontana
interrupts	anger	0.265	ka miato
fluctuation	anger	0.265	fiovaovana
exaggerate	anger	0.263	manitatra
lose	anger	0.261	very
patter	anger	0.258	patter
furnace	anger	0.258	lafaoro lehibe
stone	anger	0.258	vato
tease	anger	0.258	mpandrangitra
shoplifting	anger	0.258	fivarotana
soldier	anger	0.258	MIARAMILA
incompetent	anger	0.257	tsy mahavita azy
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	balafomanga
skid	anger	0.250	skid
noisy	anger	0.250	tabataba
notoriety	anger	0.250	laza
cane	anger	0.250	fambolena fary
unfollow	anger	0.250	tsy manaraka
tripping	anger	0.250	zavatra mahasolafaka
attentionseeker	anger	0.250	mpitady saina
mastery	anger	0.250	fehezina
socialist	anger	0.250	sosialista
falsehood	anger	0.250	zava-poana
complicate	anger	0.250	manasarotra
lawyer	anger	0.250	mpisolo vava
untrue	anger	0.250	tsy marina
nonsense	anger	0.250	misy dikany
pouting	anger	0.250	ny fiavonavonana
witch	anger	0.242	mpamosavy
detract	anger	0.242	hanimba
obstacle	anger	0.242	vato misakana
halter	anger	0.242	tadin
fenced	anger	0.242	mimanda
capslock	anger	0.242	sorabaventy ranoray
dontunderstand	anger	0.242	tsy takatra
vampire	anger	0.242	vampira
ringer	anger	0.242	ringer
frowning	anger	0.239	mikentrona
saber	anger	0.238	saber
hunger	anger	0.235	hanoanana
shell	anger	0.234	akorandriaka
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	ara-toekarena
failing	anger	0.234	mahomby
dabbling	anger	0.234	ve ny Mitsabaka
politics	anger	0.234	politika
lava	anger	0.234	ranoka volkano
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	tarif
undesirable	anger	0.231	faniry
darkness	anger	0.227	haizina
versus	anger	0.227	mifampitaha amin'ny
copycat	anger	0.227	kopia
resign	anger	0.227	hametra-pialana
soaked	anger	0.226	vonton
unfulfilled	anger	0.225	tanteraka
abandoned	anger	0.222	nandao
unattainable	anger	0.221	tsy miraharaha
owing	anger	0.221	Noho
bankruptcy	anger	0.221	Tsy niraharaha
misconception	anger	0.219	hevi-diso
tool	anger	0.219	Fitaovana
warden	anger	0.219	mpiambina
compress	anger	0.219	hamintinana ireo
mosquito	anger	0.219	moka
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	fifanjevoana
unhelpful	anger	0.219	tsy manampy
twitching	anger	0.219	mihetsiketsika
nosey	anger	0.213	Nosy
overpriced	anger	0.212	lafo loatra
adder	anger	0.212	menarana
harry	anger	0.212	harry
shortage	anger	0.212	tsy fahampian'ny
melodrama	anger	0.212	melodrama
possession	anger	0.206	fananany
desert	anger	0.206	EFITRA
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	handraisam-bola
powerless	anger	0.203	tsy manan-kery
sentence	anger	0.203	didim-pitsarana
inefficient	anger	0.203	tsy mahomby
arraignment	anger	0.203	arraignment
pout	anger	0.203	manjonotra
unlucky	anger	0.203	ratsy vintana
rook	anger	0.203	rook
backbone	anger	0.203	hazondamosina
uninvited	anger	0.203	nasaina
court	anger	0.199	FITSARANA
endless	anger	0.198	tsy misy farany
adverts	anger	0.197	dokam-barotra
distracted	anger	0.197	variana
delay	anger	0.197	fahatarana
misstatement	anger	0.197	diso filazana
misunderstanding	anger	0.195	fahazoan-kevitra
inadmissible	anger	0.191	tsy azo ekena
excite	anger	0.191	manaitaitra
lightning	anger	0.189	helatra
preclude	anger	0.188	hanakana ny
mournful	anger	0.188	fisaonana
insecure	anger	0.188	fahatokian-tena
incase	anger	0.188	raha toa ka
mutter	anger	0.182	nimonomonona moramora
pare	anger	0.182	alàny
rating	anger	0.182	naoty
claimant	anger	0.182	mpitory
insist	anger	0.182	mikiry
mistress	anger	0.182	tompovavy
distracting	anger	0.182	mahavarimbariana
opium	anger	0.180	ôpiôma
deserve	anger	0.176	mendrika
willful	anger	0.176	an-tsitrapo
treat	anger	0.175	Fifaliana
insists	anger	0.175	Manizingizina
excitation	anger	0.172	fientanentanana
mighty	anger	0.172	MAHERY
liberate	anger	0.172	hanafaka
indecisive	anger	0.172	misalasala
hormonal	anger	0.172	hormonina
peice	anger	0.172	peice
gibberish	anger	0.172	maneso
misplace	anger	0.172	hanary
fee	anger	0.172	saran'ny
thanksalot	anger	0.172	Misaotra betsaka
fleece	anger	0.172	volon'ondriko
yelp	anger	0.168	mitaraina
mule	anger	0.167	ramole
unequal	anger	0.167	mitovy
hamstring	anger	0.167	traingoy
bargaining	anger	0.167	varotra
insufficiency	anger	0.167	ny tsy fahampian'ny
insignificant	anger	0.167	tsy misy dikany
attentionseekers	anger	0.163	mpitady saina
coop	anger	0.156	tranon'akoho
rheumatism	anger	0.156	rheumatism
forearm	anger	0.156	forearm
indifference	anger	0.156	tsy firaharahiana
underpaid	anger	0.152	kely karama
involvement	anger	0.152	anjara
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	ny fandisoana vaovao
uncertain	anger	0.152	tsy azo antoka
bee	anger	0.152	renitantely
attorney	anger	0.152	Attorney
pretending	anger	0.152	mody
campaigning	anger	0.151	fampielezan-kevitra
hopelessness	anger	0.149	fahaverezam-panantenana
feeling	anger	0.147	fihetseham-po
