English Word	Emotion	Emotion-Intensity-Score	Slovenian Word
vent	anger	0.456	zračnik
elimination	anger	0.456	izločanje
picketing	anger	0.456	piketanje
haughty	anger	0.456	ošaben
grated	anger	0.455	nariban
flagrant	anger	0.455	očiten
busted	anger	0.455	ujet
crabby	anger	0.455	rahli
dying	anger	0.455	umiranje
idiocy	anger	0.455	idiotizem
impermeable	anger	0.455	neprepustna
stubbed	anger	0.455	strnjen
illegality	anger	0.455	nezakonitost
veto	anger	0.455	veto
constraint	anger	0.455	omejitev
mislead	anger	0.455	zavajati
illicit	anger	0.455	nedovoljeno
troublesome	anger	0.455	težavno
clamor	anger	0.455	hrup
bayonet	anger	0.453	bajonet
suppress	anger	0.453	zatreti
intense	anger	0.453	intenzivno
displeased	anger	0.453	nezadovoljen
disapproving	anger	0.453	neodobravanje
hysterical	anger	0.453	histerično
struggle	anger	0.453	boj
godless	anger	0.453	brezbožni
desist	anger	0.453	opustiti
usurped	anger	0.453	uzurpiral
despotism	anger	0.453	despotizem
disagreeing	anger	0.453	nestrinjanje
bad	anger	0.453	slab
unlawful	anger	0.451	nezakonito
wrongly	anger	0.448	napačno
repellent	anger	0.442	repelent
dishonor	anger	0.441	nečast
psychosis	anger	0.441	psihoza
wasted	anger	0.441	zapravljen
wrongful	anger	0.441	nezakonito
foe	anger	0.441	sovražnik
aversion	anger	0.440	odpor
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	členki
ultimatum	anger	0.439	ultimat
schism	anger	0.439	razkol
upset	anger	0.439	razburjen
effigy	anger	0.439	podoba
punitive	anger	0.439	kaznovalni
worthless	anger	0.438	ničvredno
separatist	anger	0.438	separatist
ransom	anger	0.438	odkupnina
deny	anger	0.438	zanikati
fugitive	anger	0.438	ubežnik
mucked	anger	0.438	umazan
abandonment	anger	0.438	opustitev
irritation	anger	0.438	draženje
deleterious	anger	0.438	škodljivo
stupidity	anger	0.438	neumnost
segregate	anger	0.437	ločiti
oblivion	anger	0.437	pozaba
payback	anger	0.436	povračilo
incongruous	anger	0.435	neskladno
eviction	anger	0.435	izselitev
collusion	anger	0.432	tajno dogovarjanje
rob	anger	0.431	oropati
ravenous	anger	0.429	požrešen
overrun	anger	0.429	prekoračitev
infidelity	anger	0.429	nezvestoba
harbinger	anger	0.426	znanilec
painful	anger	0.426	boleče
getoverit	anger	0.426	preboli
martial	anger	0.426	borilni
rejection	anger	0.426	zavrnitev
incredulous	anger	0.426	nejeveren
stupidrain	anger	0.426	neumen odtok
defense	anger	0.425	obramba
enforce	anger	0.424	uveljaviti
commotion	anger	0.424	razburjenje
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	gonoreja
fraudulent	anger	0.424	goljufivo
unsympathetic	anger	0.424	nesočuten
fallacious	anger	0.424	zmoten
greed	anger	0.424	pohlep
defraud	anger	0.424	ogoljufati
banger	anger	0.424	banger
concealment	anger	0.424	prikrivanje
fuss	anger	0.424	Razvnetost
exasperation	anger	0.424	ogorčenje
disobedience	anger	0.424	neposlušnost
powerful	anger	0.424	močan
discontent	anger	0.424	nezadovoljstvo
indecency	anger	0.424	nespodobnost
sedition	anger	0.422	upor
deportation	anger	0.422	deportacija
cracked	anger	0.422	razpokan
bang	anger	0.422	pok
barb	anger	0.422	bodica
duel	anger	0.422	dvoboj
sarcasm	anger	0.422	sarkazem
cur	anger	0.422	cur
misrepresented	anger	0.422	napačno predstavljen
annoyance	anger	0.422	sitnost
scar	anger	0.422	brazgotina
nettle	anger	0.422	kopriva
banishment	anger	0.422	izgon
snubbed	anger	0.422	zaničen
penitentiary	anger	0.422	kaznilnica
penetration	anger	0.422	penetracija
blatant	anger	0.420	očitno
force	anger	0.418	sila
perverse	anger	0.415	perverzno
wring	anger	0.415	ožeti
bastion	anger	0.413	bastion
grim	anger	0.413	mračno
moody	anger	0.412	muhast
tiff	anger	0.412	tiff
nothappy	anger	0.412	nesrečen
surly	anger	0.412	surly
sordid	anger	0.412	umazan
hunting	anger	0.411	lov
indenture	anger	0.410	pogodba
forfeit	anger	0.409	odvzem
areyoukiddingme	anger	0.409	me hecaš
reproach	anger	0.409	očitek
sham	anger	0.409	lažna
awful	anger	0.409	grozno
compulsion	anger	0.409	prisila
implicate	anger	0.409	vpletati
contradict	anger	0.409	nasprotovati
inept	anger	0.409	nesposoben
supremacy	anger	0.409	nadvlado
sneak	anger	0.409	prikradati se
disappoint	anger	0.409	razočarati
blockade	anger	0.409	blokada
detainee	anger	0.409	pripornik
cantwin	anger	0.409	cantwin
squelch	anger	0.409	dušenje
lying	anger	0.408	laganje
rail	anger	0.406	železnica
forsaken	anger	0.406	zapuščen
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipatija
wop	anger	0.406	wop
badger	anger	0.406	jazbec
tremor	anger	0.406	tremor
inequality	anger	0.406	neenakost
delusion	anger	0.406	zabloda
unthinkable	anger	0.406	nepredstavljivo
onerous	anger	0.406	obremenjujoče
wrongdoing	anger	0.406	napačno ravnanje
nuisance	anger	0.406	nadloga
scrapie	anger	0.406	praskavec
epidemic	anger	0.406	epidemija
arguments	anger	0.404	argumenti
affront	anger	0.403	žalitev
traumatic	anger	0.402	travmatična
sodding	anger	0.400	sodding
libel	anger	0.400	obrekovanje
annoys	anger	0.400	moti
soslow	anger	0.398	tako počasi
watchout	anger	0.398	pazi
frenetic	anger	0.397	frenetičen
remiss	anger	0.397	remiss
barge	anger	0.396	barka
sue	anger	0.394	tožiti
keyed	anger	0.394	s ključem
actionable	anger	0.394	ukrepljiv
extinguish	anger	0.394	pogasiti
fraud	anger	0.394	goljufije
untoward	anger	0.394	neprijazen
illegal	anger	0.394	nezakonito
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	zapleniti
howl	anger	0.394	tuliti
whatsthepoint	anger	0.394	kaj je smisel
rabble	anger	0.394	drteža
unfriendly	anger	0.394	neprijazen
disrespect	anger	0.394	nespoštovanje
dangit	anger	0.394	presneto
brimstone	anger	0.392	žveplo
dissolution	anger	0.391	raztapljanje
rigged	anger	0.391	prirejeno
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	potres
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	nepremišljenost
disagree	anger	0.389	se ne strinjam
lawsuit	anger	0.386	tožba
disused	anger	0.382	neuporabljen
despair	anger	0.382	obup
immorality	anger	0.382	nemoralnost
coerce	anger	0.379	prisiliti
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	občutljiv
pokes	anger	0.379	pokes
falsification	anger	0.379	ponarejanje
rifle	anger	0.379	puška
sizzle	anger	0.379	cvrčanje
incurable	anger	0.379	neozdravljivo
difficulty	anger	0.379	težavnost
sore	anger	0.379	boleče
picket	anger	0.378	piket
concussion	anger	0.377	pretres možganov
stuckup	anger	0.375	stuckup
militia	anger	0.375	milica
rawr	anger	0.375	rawr
faulty	anger	0.375	pokvarjen
sly	anger	0.375	zvit
disillusionment	anger	0.375	razočaranje
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	past
infantile	anger	0.375	infantilno
pessimism	anger	0.375	pesimizem
remand	anger	0.375	pripor
cannon	anger	0.375	topovi
vindicate	anger	0.371	opravičiti
inhibit	anger	0.371	zavirati
distressing	anger	0.371	stiska
nepotism	anger	0.371	nepotizem
schizophrenia	anger	0.369	shizofrenija
skewed	anger	0.368	poševno
disreputable	anger	0.368	neugleden
forbidding	anger	0.368	prepoveduje
conquest	anger	0.367	osvajanje
bark	anger	0.365	lubje
leukemia	anger	0.365	levkemija
disapprove	anger	0.364	ne odobravajo
warrior	anger	0.364	bojevnik
barks	anger	0.364	laje
retarded	anger	0.364	retardiran
unhappy	anger	0.364	nesrečen
burke	anger	0.364	burke
challenge	anger	0.364	izziv
belt	anger	0.364	pas
litigate	anger	0.359	soditi
paucity	anger	0.359	pomanjkljivost
opinionated	anger	0.359	samozavesten
disliked	anger	0.359	ni všeč
aftermath	anger	0.359	posledice
restriction	anger	0.359	omejitev
cad	anger	0.359	kad
incompetence	anger	0.359	nesposobnost
loudness	anger	0.359	glasnost
broken	anger	0.359	pokvarjen
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektaški
controversial	anger	0.359	sporen
interrupting	anger	0.358	prekinitev
fussy	anger	0.357	sitna
wench	anger	0.353	deklica
remove	anger	0.351	Odstrani
brat	anger	0.351	bratec
gruff	anger	0.351	osorno
misbehavior	anger	0.351	neprimerno vedenje
scarcity	anger	0.350	pomanjkanje
losing	anger	0.349	izguba
stigma	anger	0.348	stigma
deserted	anger	0.348	zapuščen
timewasters	anger	0.348	zapravljalci časa
disagreement	anger	0.348	nestrinjanje
defect	anger	0.348	okvara
hardened	anger	0.348	utrjena
lie	anger	0.348	laž
ulcer	anger	0.348	razjeda
retract	anger	0.348	umakniti
untrustworthy	anger	0.348	nezaupljiv
pest	anger	0.348	škodljivec
disappointed	anger	0.348	razočaran
bias	anger	0.345	pristranskost
negation	anger	0.344	zanikanje
bothering	anger	0.344	moti
stripped	anger	0.344	slečen
antisocial	anger	0.344	antisocialno
pirate	anger	0.344	pirat
stingy	anger	0.344	skop
shoddy	anger	0.344	zanič
unreliable	anger	0.344	nezanesljiv
shaky	anger	0.344	tresoč se
misleading	anger	0.344	zavajajoče
unsettled	anger	0.344	neurejeno
evade	anger	0.344	izogniti se
anxiety	anger	0.344	anksioznost
disclaim	anger	0.344	zavrniti
deterioration	anger	0.344	poslabšanje
impotence	anger	0.344	impotenca
interminable	anger	0.343	neskončno
disease	anger	0.341	bolezen
meddle	anger	0.341	vmešavati se
warp	anger	0.340	osnove
averse	anger	0.338	nenaklonjen
infamous	anger	0.338	zloglasno
alcoholism	anger	0.338	alkoholizem
row	anger	0.337	vrstica
staticky	anger	0.336	statičen
illegitimate	anger	0.333	nelegitimen
encumbrance	anger	0.333	obremenitev
witchcraft	anger	0.333	čarovništvo
interrupt	anger	0.333	prekiniti
scorpion	anger	0.333	škorpijon
ill	anger	0.333	bolan
sinner	anger	0.331	grešnik
inconsiderate	anger	0.329	brezobzirno
hulk	anger	0.329	hulk
prohibited	anger	0.328	prepovedano
dashed	anger	0.328	črtkano
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalificiran
spammers	anger	0.328	pošiljatelji neželene pošte
phony	anger	0.328	lažno
tighten	anger	0.328	zategnite
dislocated	anger	0.328	dislocirano
scapegoat	anger	0.328	grešni kozel
victim	anger	0.328	žrtev
opponent	anger	0.328	nasprotnik
hiss	anger	0.328	sikniti
crusade	anger	0.328	križarska vojna
grumpy	anger	0.328	čemeren
resisting	anger	0.328	upiranje
inappropriate	anger	0.324	neprimerno
haye	anger	0.324	haye
loss	anger	0.324	izguba
trickery	anger	0.324	zvijača
eschew	anger	0.324	izogibati se
neglected	anger	0.324	zanemarjen
canker	anger	0.323	rak
muff	anger	0.318	muf
crunch	anger	0.318	škrtanje
duplicity	anger	0.318	dvoličnost
criticism	anger	0.318	kritika
queues	anger	0.318	čakalne vrste
shriek	anger	0.316	krik
depreciate	anger	0.315	amortizirati
dismissal	anger	0.312	odpuščanje
chaff	anger	0.312	pleve
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	revščina
carelessness	anger	0.312	malomarnost
deflate	anger	0.312	izprazniti
dumps	anger	0.312	odlagališča
dupe	anger	0.312	prevarant
mortality	anger	0.312	umrljivost
revving	anger	0.309	vrtenje
disallowed	anger	0.308	nedovoljeno
boisterous	anger	0.307	hudomušen
thoughtless	anger	0.307	nepremišljeno
burial	anger	0.304	pokop
wince	anger	0.303	zdrzniti
theocratic	anger	0.303	teokratsko
sullen	anger	0.303	čemeren
involution	anger	0.300	involucija
misuse	anger	0.297	zloraba
taxed	anger	0.297	obdavčen
senseless	anger	0.297	nesmiselno
talons	anger	0.297	kremplji
stalemate	anger	0.297	zastoj
getyourown	anger	0.297	pridobi svoje
hoax	anger	0.297	potegavščina
depreciated	anger	0.297	amortizirano
depressed	anger	0.297	depresiven
wasteful	anger	0.297	potraten
paralysis	anger	0.295	paraliza
displaced	anger	0.294	razseljeni
limited	anger	0.292	omejeno
disapointment	anger	0.290	razočaranje
orc	anger	0.289	orc
ridiculous	anger	0.289	smešno
homeless	anger	0.288	brezdomec
spine	anger	0.288	hrbtenica
teasing	anger	0.288	dražiti
presumptuous	anger	0.288	prevzeten
react	anger	0.288	reagirati
sharpen	anger	0.288	izostriti
barrier	anger	0.287	pregrada
hoot	anger	0.287	huk
twitchy	anger	0.287	trzajoč
myopia	anger	0.283	kratkovidnost
flexin	anger	0.281	fleksin
lagging	anger	0.281	zaostajanje
contraband	anger	0.281	tihotapsko blago
incompatible	anger	0.281	nezdružljivo
shiver	anger	0.281	drgetanje
spam	anger	0.281	nezaželena pošta
agh	anger	0.281	agh
disconnects	anger	0.281	odklopi
delinquent	anger	0.281	prestopnik
restitution	anger	0.281	restitucija
foray	anger	0.279	napad
troll	anger	0.279	trol
unfairness	anger	0.279	nepravičnost
buffering	anger	0.279	medpomnjenje
noncompliance	anger	0.279	neskladnost
nether	anger	0.278	nether
bogus	anger	0.273	lažno
immaturity	anger	0.273	nezrelost
uncaring	anger	0.273	brezbrižen
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	šok
humbug	anger	0.266	ponaredek
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizem
inoperative	anger	0.266	nedelujoče
bear	anger	0.266	medved
inconvenient	anger	0.266	neprijetno
latent	anger	0.266	latentno
defendant	anger	0.266	toženec
nopoint	anger	0.266	nima smisla
rapping	anger	0.266	rapanje
pry	anger	0.266	povabiti
quandary	anger	0.266	zadrega
interrupts	anger	0.265	prekine
fluctuation	anger	0.265	nihanje
exaggerate	anger	0.263	pretiravati
lose	anger	0.261	izgubiti
patter	anger	0.258	patter
furnace	anger	0.258	peč
stone	anger	0.258	kamen
tease	anger	0.258	dražiti
shoplifting	anger	0.258	kraje v trgovinah
soldier	anger	0.258	vojak
incompetent	anger	0.257	nesposoben
indoctrination	anger	0.255	indoktrinacija
rocket	anger	0.250	raketa
skid	anger	0.250	drsenje
noisy	anger	0.250	hrupno
notoriety	anger	0.250	razvpitost
cane	anger	0.250	trs
unfollow	anger	0.250	ne spremljaj
tripping	anger	0.250	spotikanja
attentionseeker	anger	0.250	iskalec pozornosti
mastery	anger	0.250	mojstrstvo
socialist	anger	0.250	socialist
falsehood	anger	0.250	neresničnost
complicate	anger	0.250	zapletati
lawyer	anger	0.250	odvetnik
untrue	anger	0.250	neresnično
nonsense	anger	0.250	nesmisel
pouting	anger	0.250	namrščenost
witch	anger	0.242	čarovnica
detract	anger	0.242	zmanjšati
obstacle	anger	0.242	ovira
halter	anger	0.242	povodcem
fenced	anger	0.242	ograjena
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	ne razumem
vampire	anger	0.242	vampir
ringer	anger	0.242	zvonjenje
frowning	anger	0.239	namrščena
saber	anger	0.238	sablja
hunger	anger	0.235	lakota
shell	anger	0.234	lupina
wokemeup	anger	0.234	wakemeup
recession	anger	0.234	recesija
failing	anger	0.234	neuspešno
dabbling	anger	0.234	dabbling
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	nesramnik
imtryingtosleep	anger	0.234	poskušam zaspati
tariff	anger	0.234	tarifa
undesirable	anger	0.231	nezaželeno
darkness	anger	0.227	tema
versus	anger	0.227	proti
copycat	anger	0.227	posnemalec
resign	anger	0.227	odstopiti
soaked	anger	0.226	namočeno
unfulfilled	anger	0.225	neizpolnjeno
abandoned	anger	0.222	zapuščen
unattainable	anger	0.221	nedosegljivo
owing	anger	0.221	dolguje
bankruptcy	anger	0.221	bankrot
misconception	anger	0.219	napačno prepričanje
tool	anger	0.219	orodje
warden	anger	0.219	upravnik
compress	anger	0.219	stisniti
mosquito	anger	0.219	komar
whiny	anger	0.219	jokav
somethingigetalot	anger	0.219	nekajgetalot
confusion	anger	0.219	zmedenost
unhelpful	anger	0.219	nekoristno
twitching	anger	0.219	trzanje
nosey	anger	0.213	radoveden
overpriced	anger	0.212	precenjen
adder	anger	0.212	seštevalnik
harry	anger	0.212	harry
shortage	anger	0.212	pomanjkanje
melodrama	anger	0.212	melodrama
possession	anger	0.206	posest
desert	anger	0.206	puščava
overplayed	anger	0.206	preigral
unpaid	anger	0.203	neplačano
powerless	anger	0.203	nemočen
sentence	anger	0.203	stavek
inefficient	anger	0.203	neučinkovito
arraignment	anger	0.203	obtožba
pout	anger	0.203	namrčiti se
unlucky	anger	0.203	nesrečen
rook	anger	0.203	top
backbone	anger	0.203	hrbtenica
uninvited	anger	0.203	nepovabljeni
court	anger	0.199	sodišče
endless	anger	0.198	neskončno
adverts	anger	0.197	oglasi
distracted	anger	0.197	raztresen
delay	anger	0.197	zamuda
misstatement	anger	0.197	napačna navedba
misunderstanding	anger	0.195	nesporazum
inadmissible	anger	0.191	nedopustno
excite	anger	0.191	vznemiriti
lightning	anger	0.189	strela
preclude	anger	0.188	izključiti
mournful	anger	0.188	žalosten
insecure	anger	0.188	negotov
incase	anger	0.188	v primeru
mutter	anger	0.182	mrmrati
pare	anger	0.182	pare
rating	anger	0.182	ocena
claimant	anger	0.182	tožnik
insist	anger	0.182	vztrajati
mistress	anger	0.182	ljubica
distracting	anger	0.182	moteče
opium	anger	0.180	opij
deserve	anger	0.176	zaslužiti
willful	anger	0.176	namerno
treat	anger	0.175	zdravljenje
insists	anger	0.175	vztraja
excitation	anger	0.172	vzbujanje
mighty	anger	0.172	mogočen
liberate	anger	0.172	osvoboditi
indecisive	anger	0.172	neodločen
hormonal	anger	0.172	hormonsko
peice	anger	0.172	kos
gibberish	anger	0.172	blebetanje
misplace	anger	0.172	napačno mesto
fee	anger	0.172	pristojbina
thanksalot	anger	0.172	najlepša hvala
fleece	anger	0.172	flis
yelp	anger	0.168	vpiti
mule	anger	0.167	mula
unequal	anger	0.167	neenakopravni
hamstring	anger	0.167	stegenska mišica
bargaining	anger	0.167	barantanje
insufficiency	anger	0.167	insuficienco
insignificant	anger	0.167	nepomemben
attentionseekers	anger	0.163	iskalci pozornosti
coop	anger	0.156	coop
rheumatism	anger	0.156	revmatizem
forearm	anger	0.156	podlaket
indifference	anger	0.156	ravnodušnost
underpaid	anger	0.152	premalo plačan
involvement	anger	0.152	vpletenost
justthebeginning	anger	0.152	šele začetek
disinformation	anger	0.152	dezinformacije
uncertain	anger	0.152	negotova
bee	anger	0.152	čebela
attorney	anger	0.152	odvetnik
pretending	anger	0.152	pretvarjanje
campaigning	anger	0.151	kampanjo
hopelessness	anger	0.149	brezupnost
feeling	anger	0.147	občutek
legalized	anger	0.145	legalizirana
caution	anger	0.145	previdnost
sterling	anger	0.141	šterling
morals	anger	0.141	morala
subsidy	anger	0.141	subvencija
obliging	anger	0.141	ustrežljiv
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	madež
misspell	anger	0.136	napačno črkovanje
repay	anger	0.136	poplačati
surcharge	anger	0.136	doplačilo
geez	anger	0.136	joj
birch	anger	0.135	breza
noob	anger	0.133	noob
honk	anger	0.133	hunk
orchestra	anger	0.132	orkester
wireless	anger	0.125	brezžično
competitive	anger	0.125	konkurenčen
standstill	anger	0.125	mirovanje
inattention	anger	0.121	nepazljivost
reversal	anger	0.121	preobrat
lace	anger	0.118	čipke
elbow	anger	0.117	komolec
instinctive	anger	0.112	instinktivno
chant	anger	0.111	petje
gnome	anger	0.109	gnome
lonely	anger	0.109	osamljen
tolerate	anger	0.106	prenašati
management	anger	0.102	upravljanje
advocacy	anger	0.100	zagovorništvo
moral	anger	0.094	moralno
roadworks	anger	0.091	cestna dela
honest	anger	0.087	pošten
gent	anger	0.076	gospod
forgetful	anger	0.076	pozabljiv
liquor	anger	0.075	alkoholne pijače
money	anger	0.074	denar
hood	anger	0.071	napa
curriculum	anger	0.063	učni načrt
words	anger	0.062	besede
smell	anger	0.061	vonj
playful	anger	0.061	igriv
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	negovati
trumpet	anger	0.059	trobenta
counsellor	anger	0.059	svetovalec
asleeep	anger	0.059	zaspal
birthplace	anger	0.051	rojstni kraj
ribbon	anger	0.047	trak
youth	anger	0.045	mladina
vote	anger	0.045	glasovati
cash	anger	0.039	gotovina
wannasleep	anger	0.031	hočeš spati
waffle	anger	0.030	vafelj
dame	anger	0.030	dame
buffet	anger	0.029	bife
celebrity	anger	0.026	slavna oseba
sisterhood	anger	0.015	sestrstvo
autocorrect	anger	0.015	samodejni popravek
musical	anger	0.011	glasbeni
tree	anger	0.000	drevo
anticipation	anticipation	0.859	pričakovanje
excited	anticipation	0.859	navdušen
excitement	anticipation	0.820	vznemirjenje
anticipate	anticipation	0.820	predvidevati
eagerness	anticipation	0.812	vnema
exciting	anticipation	0.797	razburljivo
expectant	anticipation	0.789	pričakovano
thrilling	anticipation	0.781	vznemirljivo
