English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
repellent	anger	0.442	驱虫剂
dishonor	anger	0.441	羞辱
psychosis	anger	0.441	精神病
wasted	anger	0.441	浪费了
wrongful	anger	0.441	不法的
foe	anger	0.441	敌人
aversion	anger	0.440	厌恶
gahhh	anger	0.439	啊啊啊
knuckles	anger	0.439	指关节
ultimatum	anger	0.439	最后通牒
schism	anger	0.439	分裂
upset	anger	0.439	沮丧的
effigy	anger	0.439	肖像
punitive	anger	0.439	惩罚性的
worthless	anger	0.438	一文不值
separatist	anger	0.438	分裂主义者
ransom	anger	0.438	赎金
deny	anger	0.438	否定
fugitive	anger	0.438	逃犯
mucked	anger	0.438	弄脏了
abandonment	anger	0.438	放弃
irritation	anger	0.438	刺激
deleterious	anger	0.438	有害的
stupidity	anger	0.438	愚蠢
segregate	anger	0.437	分离
oblivion	anger	0.437	遗忘
payback	anger	0.436	回报
incongruous	anger	0.435	不协调
eviction	anger	0.435	驱逐
collusion	anger	0.432	共谋
rob	anger	0.431	抢
ravenous	anger	0.429	贪婪的
overrun	anger	0.429	超限
infidelity	anger	0.429	不忠
harbinger	anger	0.426	预兆
painful	anger	0.426	痛苦
getoverit	anger	0.426	getoverit
martial	anger	0.426	武术
rejection	anger	0.426	拒绝
incredulous	anger	0.426	难以置信
stupidrain	anger	0.426	愚蠢的雨
defense	anger	0.425	防御
enforce	anger	0.424	执行
commotion	anger	0.424	骚动
censor	anger	0.424	审查
gonorrhea	anger	0.424	淋病
fraudulent	anger	0.424	欺诈的
unsympathetic	anger	0.424	冷酷无情
fallacious	anger	0.424	谬误
greed	anger	0.424	贪婪
defraud	anger	0.424	骗取
banger	anger	0.424	砰砰
concealment	anger	0.424	隐瞒
fuss	anger	0.424	大惊小怪
exasperation	anger	0.424	恼怒
disobedience	anger	0.424	不服从
powerful	anger	0.424	强大的
discontent	anger	0.424	不满
indecency	anger	0.424	猥亵
sedition	anger	0.422	煽动叛乱
deportation	anger	0.422	驱逐出境
cracked	anger	0.422	破裂
bang	anger	0.422	砰
barb	anger	0.422	倒钩
duel	anger	0.422	决斗
sarcasm	anger	0.422	讽刺
cur	anger	0.422	电流
misrepresented	anger	0.422	歪曲
annoyance	anger	0.422	烦恼
scar	anger	0.422	瘢痕
nettle	anger	0.422	荨麻
banishment	anger	0.422	流放
snubbed	anger	0.422	冷落
penitentiary	anger	0.422	监狱
penetration	anger	0.422	渗透
blatant	anger	0.420	明目张胆的
force	anger	0.418	力量
perverse	anger	0.415	反常的
wring	anger	0.415	拧
bastion	anger	0.413	堡垒
grim	anger	0.413	严峻
moody	anger	0.412	喜怒无常
tiff	anger	0.412	tiff
nothappy	anger	0.412	不开心
surly	anger	0.412	粗暴
sordid	anger	0.412	肮脏的
hunting	anger	0.411	打猎
indenture	anger	0.410	契约
forfeit	anger	0.409	丧失
areyoukiddingme	anger	0.409	你在开玩笑吧
reproach	anger	0.409	责备
sham	anger	0.409	假
awful	anger	0.409	可怕
compulsion	anger	0.409	强迫症
implicate	anger	0.409	牵连
contradict	anger	0.409	顶撞
inept	anger	0.409	无能
supremacy	anger	0.409	霸权
sneak	anger	0.409	潜行
disappoint	anger	0.409	辜负
blockade	anger	0.409	封锁
detainee	anger	0.409	被拘留者
cantwin	anger	0.409	孪生
squelch	anger	0.409	静噪
lying	anger	0.408	说谎
rail	anger	0.406	轨
forsaken	anger	0.406	被遗弃的
cacophony	anger	0.406	杂音
antipathy	anger	0.406	反感
wop	anger	0.406	wop
badger	anger	0.406	獾
tremor	anger	0.406	震颤
inequality	anger	0.406	不等式
delusion	anger	0.406	妄想
unthinkable	anger	0.406	不可思议
onerous	anger	0.406	繁重的
wrongdoing	anger	0.406	不法行为
nuisance	anger	0.406	滋扰
scrapie	anger	0.406	刮痧
epidemic	anger	0.406	流行性
arguments	anger	0.404	论据
affront	anger	0.403	冒犯
traumatic	anger	0.402	创伤性的
sodding	anger	0.400	呸呸呸
libel	anger	0.400	诽谤
annoys	anger	0.400	惹恼了
soslow	anger	0.398	太慢了
watchout	anger	0.398	小心
frenetic	anger	0.397	狂热的
remiss	anger	0.397	疏忽
barge	anger	0.396	驳船
sue	anger	0.394	起诉
keyed	anger	0.394	键控
actionable	anger	0.394	可操作的
extinguish	anger	0.394	熄灭
fraud	anger	0.394	欺诈罪
untoward	anger	0.394	不幸的
illegal	anger	0.394	非法的
nag	anger	0.394	唠叨
boxing	anger	0.394	拳击
confiscate	anger	0.394	没收
howl	anger	0.394	嗥
whatsthepoint	anger	0.394	重点是什么
rabble	anger	0.394	乌合之众
unfriendly	anger	0.394	不友好
disrespect	anger	0.394	不尊重
dangit	anger	0.394	该死的
brimstone	anger	0.392	硫磺
dissolution	anger	0.391	溶解
rigged	anger	0.391	被操纵
grrrrr	anger	0.391	呸呸呸
earthquake	anger	0.391	地震
argh	anger	0.391	啊啊啊
pique	anger	0.391	皮克
recklessness	anger	0.391	鲁莽
disagree	anger	0.389	不同意
lawsuit	anger	0.386	诉讼
disused	anger	0.382	废弃
despair	anger	0.382	绝望
immorality	anger	0.382	不道德
coerce	anger	0.379	胁迫
firstworldprobs	anger	0.379	第一世界问题
touchy	anger	0.379	敏感的
pokes	anger	0.379	戳
falsification	anger	0.379	伪造
rifle	anger	0.379	步枪
sizzle	anger	0.379	咝咝作响
incurable	anger	0.379	无法治愈的
difficulty	anger	0.379	困难
sore	anger	0.379	疮
picket	anger	0.378	纠察
concussion	anger	0.377	脑震荡
stuckup	anger	0.375	固执己见
militia	anger	0.375	民兵
rawr	anger	0.375	生的
faulty	anger	0.375	有缺陷的
sly	anger	0.375	狡猾
disillusionment	anger	0.375	幻灭
petpeeve	anger	0.375	皮皮鬼
pitfall	anger	0.375	陷阱
infantile	anger	0.375	婴儿
pessimism	anger	0.375	悲观主义
remand	anger	0.375	归还
cannon	anger	0.375	大炮
vindicate	anger	0.371	表白
inhibit	anger	0.371	抑制
distressing	anger	0.371	令人痛心
nepotism	anger	0.371	裙带关系
schizophrenia	anger	0.369	精神分裂症
skewed	anger	0.368	歪斜的
disreputable	anger	0.368	声名狼藉
forbidding	anger	0.368	令人生畏的
conquest	anger	0.367	征服
bark	anger	0.365	吠
leukemia	anger	0.365	白血病
disapprove	anger	0.364	不赞成
warrior	anger	0.364	战士
barks	anger	0.364	树皮
retarded	anger	0.364	迟钝
unhappy	anger	0.364	不开心
burke	anger	0.364	伯克
challenge	anger	0.364	挑战
belt	anger	0.364	腰带
litigate	anger	0.359	诉讼
paucity	anger	0.359	稀缺
opinionated	anger	0.359	自以为是
disliked	anger	0.359	不喜欢
aftermath	anger	0.359	后果
restriction	anger	0.359	限制
cad	anger	0.359	cad
incompetence	anger	0.359	无能
loudness	anger	0.359	响度
broken	anger	0.359	破碎的
polemic	anger	0.359	论战
sectarian	anger	0.359	宗派主义
controversial	anger	0.359	有争议的
interrupting	anger	0.358	打断
fussy	anger	0.357	挑剔
wench	anger	0.353	丫头
remove	anger	0.351	消除
brat	anger	0.351	小子
gruff	anger	0.351	粗暴
misbehavior	anger	0.351	不当行为
scarcity	anger	0.350	缺乏
losing	anger	0.349	输
stigma	anger	0.348	柱头
deserted	anger	0.348	冷清
timewasters	anger	0.348	浪费时间的人
disagreement	anger	0.348	分歧
defect	anger	0.348	缺点
hardened	anger	0.348	硬化
lie	anger	0.348	说谎
ulcer	anger	0.348	溃疡
retract	anger	0.348	收回
untrustworthy	anger	0.348	不可信
pest	anger	0.348	害虫
disappointed	anger	0.348	失望的
bias	anger	0.345	偏见
negation	anger	0.344	否定
bothering	anger	0.344	烦人
stripped	anger	0.344	剥离
antisocial	anger	0.344	反社会
pirate	anger	0.344	海盗
stingy	anger	0.344	小气
shoddy	anger	0.344	粗制滥造
unreliable	anger	0.344	不可靠
shaky	anger	0.344	摇摇欲坠
misleading	anger	0.344	误导
unsettled	anger	0.344	不安
evade	anger	0.344	逃避
anxiety	anger	0.344	焦虑
disclaim	anger	0.344	放弃
deterioration	anger	0.344	恶化
impotence	anger	0.344	阳痿
interminable	anger	0.343	没完没了
disease	anger	0.341	疾病
meddle	anger	0.341	插手
warp	anger	0.340	经
averse	anger	0.338	厌恶
infamous	anger	0.338	臭名昭著
alcoholism	anger	0.338	酗酒
row	anger	0.337	排
staticky	anger	0.336	静态的
illegitimate	anger	0.333	非法的
encumbrance	anger	0.333	累赘
witchcraft	anger	0.333	巫术
interrupt	anger	0.333	打断
scorpion	anger	0.333	蝎
ill	anger	0.333	患病的
sinner	anger	0.331	罪人
inconsiderate	anger	0.329	不体贴
hulk	anger	0.329	绿巨人
prohibited	anger	0.328	禁止
dashed	anger	0.328	虚线
brrr	anger	0.328	brrr
fib	anger	0.328	纤维
disqualified	anger	0.328	取消资格
spammers	anger	0.328	垃圾邮件发送者
phony	anger	0.328	假
tighten	anger	0.328	紧缩
dislocated	anger	0.328	脱臼
scapegoat	anger	0.328	替罪羊
victim	anger	0.328	受害者
opponent	anger	0.328	对手
hiss	anger	0.328	嘶
crusade	anger	0.328	运动
grumpy	anger	0.328	脾气暴躁
resisting	anger	0.328	抵抗
inappropriate	anger	0.324	不当
haye	anger	0.324	海耶
loss	anger	0.324	失利
trickery	anger	0.324	诡计
eschew	anger	0.324	避开
neglected	anger	0.324	被忽视
canker	anger	0.323	溃疡
muff	anger	0.318	莫夫
crunch	anger	0.318	紧缩
duplicity	anger	0.318	表里不一
criticism	anger	0.318	批评
queues	anger	0.318	排队
shriek	anger	0.316	尖叫
depreciate	anger	0.315	贬值
dismissal	anger	0.312	解雇
chaff	anger	0.312	糠
dramaqueen	anger	0.312	戏剧女王
poverty	anger	0.312	贫困
carelessness	anger	0.312	疏忽
deflate	anger	0.312	放气
dumps	anger	0.312	转储
dupe	anger	0.312	欺骗
mortality	anger	0.312	死亡
revving	anger	0.309	加速
disallowed	anger	0.308	不允许
boisterous	anger	0.307	喧闹的
thoughtless	anger	0.307	轻率
burial	anger	0.304	葬礼
wince	anger	0.303	畏缩
theocratic	anger	0.303	神权的
sullen	anger	0.303	忧郁
involution	anger	0.300	对合
misuse	anger	0.297	滥用
taxed	anger	0.297	征税
senseless	anger	0.297	无意义的
talons	anger	0.297	爪子
stalemate	anger	0.297	相持
getyourown	anger	0.297	自己动手
hoax	anger	0.297	骗局
depreciated	anger	0.297	折旧的
depressed	anger	0.297	郁闷
wasteful	anger	0.297	浪费的
paralysis	anger	0.295	麻痹
displaced	anger	0.294	流离失所
limited	anger	0.292	有限的
disapointment	anger	0.290	失望
orc	anger	0.289	兽人
ridiculous	anger	0.289	荒谬的
homeless	anger	0.288	无家可归
spine	anger	0.288	脊柱
teasing	anger	0.288	戏弄
presumptuous	anger	0.288	放肆
react	anger	0.288	反应
sharpen	anger	0.288	锐化
barrier	anger	0.287	障碍
hoot	anger	0.287	叱
twitchy	anger	0.287	抽搐
myopia	anger	0.283	近视
flexin	anger	0.281	弹性蛋白
lagging	anger	0.281	落后
contraband	anger	0.281	违禁品
incompatible	anger	0.281	不相容
shiver	anger	0.281	颤抖
spam	anger	0.281	垃圾邮件
agh	anger	0.281	啊啊
disconnects	anger	0.281	断开连接
delinquent	anger	0.281	拖欠
restitution	anger	0.281	归还
foray	anger	0.279	涉足
troll	anger	0.279	巨魔
unfairness	anger	0.279	不公平
buffering	anger	0.279	缓冲
noncompliance	anger	0.279	不合规
nether	anger	0.278	下界
bogus	anger	0.273	虚假
immaturity	anger	0.273	不成熟
uncaring	anger	0.273	漠不关心
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	好斗的
shock	anger	0.269	震惊
humbug	anger	0.266	骗子
notamorningperson	anger	0.266	公证人
feminism	anger	0.266	女权主义
inoperative	anger	0.266	不工作
bear	anger	0.266	熊
inconvenient	anger	0.266	不方便
latent	anger	0.266	潜
defendant	anger	0.266	被告
nopoint	anger	0.266	没有意义
rapping	anger	0.266	说唱
pry	anger	0.266	撬
quandary	anger	0.266	困惑
interrupts	anger	0.265	中断
fluctuation	anger	0.265	波动
exaggerate	anger	0.263	夸大
lose	anger	0.261	失去
patter	anger	0.258	模式
furnace	anger	0.258	炉
stone	anger	0.258	结石
tease	anger	0.258	逗
shoplifting	anger	0.258	入店行窃
soldier	anger	0.258	士兵
incompetent	anger	0.257	无能
indoctrination	anger	0.255	灌输
rocket	anger	0.250	火箭
skid	anger	0.250	打滑
noisy	anger	0.250	嘈杂
notoriety	anger	0.250	恶名
cane	anger	0.250	甘蔗
unfollow	anger	0.250	取消关注
tripping	anger	0.250	跳闸
attentionseeker	anger	0.250	关注者
mastery	anger	0.250	掌握
socialist	anger	0.250	社会主义者
falsehood	anger	0.250	谬误
complicate	anger	0.250	复杂的
lawyer	anger	0.250	律师
untrue	anger	0.250	不真实
nonsense	anger	0.250	废话
pouting	anger	0.250	撅嘴
witch	anger	0.242	巫婆
detract	anger	0.242	减损
obstacle	anger	0.242	障碍
halter	anger	0.242	吊带裤
fenced	anger	0.242	围栏
capslock	anger	0.242	大写锁定
dontunderstand	anger	0.242	不明白
vampire	anger	0.242	吸血鬼
ringer	anger	0.242	铃声
frowning	anger	0.239	皱着眉头
saber	anger	0.238	军刀
hunger	anger	0.235	饥饿
shell	anger	0.234	壳
wokemeup	anger	0.234	叫醒我
recession	anger	0.234	经济衰退
failing	anger	0.234	失败
dabbling	anger	0.234	涉猎
politics	anger	0.234	政治
lava	anger	0.234	岩浆
rascal	anger	0.234	无赖
imtryingtosleep	anger	0.234	想睡觉
tariff	anger	0.234	关税
undesirable	anger	0.231	不受欢迎的
darkness	anger	0.227	黑暗
versus	anger	0.227	相对
copycat	anger	0.227	山寨
resign	anger	0.227	辞职
soaked	anger	0.226	浸泡
unfulfilled	anger	0.225	未完成
abandoned	anger	0.222	弃
unattainable	anger	0.221	高不可攀
owing	anger	0.221	欠
bankruptcy	anger	0.221	破产
misconception	anger	0.219	误解
tool	anger	0.219	工具
warden	anger	0.219	典狱长
compress	anger	0.219	压缩
mosquito	anger	0.219	蚊子
whiny	anger	0.219	发牢骚
somethingigetalot	anger	0.219	一些东西
confusion	anger	0.219	混乱
unhelpful	anger	0.219	无益的
twitching	anger	0.219	抽搐
nosey	anger	0.213	爱管闲事
overpriced	anger	0.212	价格过高
adder	anger	0.212	加法器
harry	anger	0.212	哈利
shortage	anger	0.212	短缺
melodrama	anger	0.212	情节剧
possession	anger	0.206	拥有
desert	anger	0.206	沙漠
overplayed	anger	0.206	被夸大了
unpaid	anger	0.203	未付
powerless	anger	0.203	无力
sentence	anger	0.203	句子
inefficient	anger	0.203	效率低下
arraignment	anger	0.203	传讯
pout	anger	0.203	噘
unlucky	anger	0.203	倒霉
rook	anger	0.203	车
backbone	anger	0.203	骨干
uninvited	anger	0.203	不请自来
court	anger	0.199	法庭
endless	anger	0.198	无尽的
adverts	anger	0.197	广告
distracted	anger	0.197	分心
delay	anger	0.197	延迟
misstatement	anger	0.197	错报
misunderstanding	anger	0.195	误解
inadmissible	anger	0.191	不允许
excite	anger	0.191	激发
lightning	anger	0.189	闪电
preclude	anger	0.188	排除
mournful	anger	0.188	悲哀
insecure	anger	0.188	不安全
incase	anger	0.188	如果
mutter	anger	0.182	喃喃自语
pare	anger	0.182	削减
rating	anger	0.182	评分
claimant	anger	0.182	索赔
insist	anger	0.182	坚持
mistress	anger	0.182	情妇
distracting	anger	0.182	分散注意力
opium	anger	0.180	鸦片
deserve	anger	0.176	应得
willful	anger	0.176	任性
treat	anger	0.175	对待
insists	anger	0.175	坚持
excitation	anger	0.172	励磁
mighty	anger	0.172	强大的
liberate	anger	0.172	解放
indecisive	anger	0.172	优柔寡断
hormonal	anger	0.172	荷尔蒙
peice	anger	0.172	佩斯
gibberish	anger	0.172	胡言乱语
misplace	anger	0.172	错位
fee	anger	0.172	费用
thanksalot	anger	0.172	多谢
fleece	anger	0.172	羊毛
yelp	anger	0.168	喊叫
mule	anger	0.167	骡子
unequal	anger	0.167	不等
hamstring	anger	0.167	腘绳肌
bargaining	anger	0.167	讨价还价
insufficiency	anger	0.167	不足
insignificant	anger	0.167	微不足道
attentionseekers	anger	0.163	希望引人关注的人
coop	anger	0.156	鸡舍
rheumatism	anger	0.156	风湿病
forearm	anger	0.156	前臂
indifference	anger	0.156	漠不关心
underpaid	anger	0.152	少付
involvement	anger	0.152	参与
justthebeginning	anger	0.152	刚刚开始
disinformation	anger	0.152	虚假信息
uncertain	anger	0.152	不确定
bee	anger	0.152	蜜蜂
attorney	anger	0.152	律师
pretending	anger	0.152	假装
campaigning	anger	0.151	竞选活动
hopelessness	anger	0.149	绝望
feeling	anger	0.147	感觉
legalized	anger	0.145	合法化
caution	anger	0.145	警告
sterling	anger	0.141	英镑
morals	anger	0.141	德
subsidy	anger	0.141	补贴
obliging	anger	0.141	有义务的
wimpy	anger	0.140	懦弱的
bummer	anger	0.139	无赖
saloon	anger	0.136	沙龙
blemish	anger	0.136	缺陷
misspell	anger	0.136	拼错
repay	anger	0.136	偿还
surcharge	anger	0.136	附加费
geez	anger	0.136	天哪
birch	anger	0.135	桦木
noob	anger	0.133	小白
honk	anger	0.133	鸣喇叭
orchestra	anger	0.132	乐队
wireless	anger	0.125	无线
competitive	anger	0.125	竞争的
standstill	anger	0.125	停顿
inattention	anger	0.121	注意力不集中
reversal	anger	0.121	逆转
lace	anger	0.118	蕾丝
elbow	anger	0.117	弯头
instinctive	anger	0.112	本能的
chant	anger	0.111	呗
gnome	anger	0.109	侏儒
lonely	anger	0.109	孤独
tolerate	anger	0.106	容忍
management	anger	0.102	管理
advocacy	anger	0.100	倡导
moral	anger	0.094	道德
roadworks	anger	0.091	道路工程
honest	anger	0.087	诚实的
gent	anger	0.076	绅士
forgetful	anger	0.076	健忘
liquor	anger	0.075	酒
money	anger	0.074	钱
hood	anger	0.071	兜帽
curriculum	anger	0.063	课程
words	anger	0.062	字
smell	anger	0.061	闻
playful	anger	0.061	俏皮
opera	anger	0.061	歌剧
elf	anger	0.061	精灵
nurture	anger	0.059	培育
trumpet	anger	0.059	喇叭
counsellor	anger	0.059	顾问
asleeep	anger	0.059	睡着了
birthplace	anger	0.051	出生地
ribbon	anger	0.047	丝带
youth	anger	0.045	青年
vote	anger	0.045	投票
cash	anger	0.039	现金
wannasleep	anger	0.031	想睡觉
waffle	anger	0.030	胡扯
dame	anger	0.030	贵妇人
buffet	anger	0.029	自助餐
celebrity	anger	0.026	名人
sisterhood	anger	0.015	姐妹情谊
autocorrect	anger	0.015	自动更正
musical	anger	0.011	音乐
tree	anger	0.000	树
anticipation	anticipation	0.859	预期
excited	anticipation	0.859	兴奋的
excitement	anticipation	0.820	激动
anticipate	anticipation	0.820	预料
eagerness	anticipation	0.812	热切
exciting	anticipation	0.797	令人兴奋的
expectant	anticipation	0.789	期待的
thrilling	anticipation	0.781	惊险
hope	anticipation	0.773	希望
quest	anticipation	0.766	寻求
countdown	anticipation	0.750	倒数
start	anticipation	0.750	开始
anticipatory	anticipation	0.750	预期的
adventure	anticipation	0.750	冒险
expectance	anticipation	0.750	期待
climax	anticipation	0.742	高潮
prophecy	anticipation	0.742	预言
expect	anticipation	0.742	预计
excite	anticipation	0.742	激发
arouse	anticipation	0.742	引起
eager	anticipation	0.742	渴望的
ejaculation	anticipation	0.734	射精
birth	anticipation	0.734	出生
announcement	anticipation	0.734	公告
expectancy	anticipation	0.727	期望
expecting	anticipation	0.727	期待
imminent	anticipation	0.727	迫在眉睫
liberation	anticipation	0.727	解放
urgent	anticipation	0.727	紧迫的
trepidation	anticipation	0.719	战栗
reunion	anticipation	0.719	团圆
prospection	anticipation	0.719	展望
voyage	anticipation	0.719	航程
prospect	anticipation	0.719	展望
aspire	anticipation	0.719	渴望
rapture	anticipation	0.711	狂喜
suspense	anticipation	0.711	悬念
journey	anticipation	0.711	旅行
kiss	anticipation	0.711	吻
enthusiasm	anticipation	0.711	热情
yearning	anticipation	0.711	向往
ecstasy	anticipation	0.711	狂喜
mystery	anticipation	0.711	神秘
prospective	anticipation	0.703	预期
frantic	anticipation	0.703	发狂
destination	anticipation	0.703	目的地
excitation	anticipation	0.703	励磁
lottery	anticipation	0.703	彩票
hopeful	anticipation	0.703	充满希望
thrill	anticipation	0.703	快感
progress	anticipation	0.703	进步
urgency	anticipation	0.703	紧迫性
tantalizing	anticipation	0.703	诱人的
liberate	anticipation	0.695	解放
hurry	anticipation	0.695	匆忙
explore	anticipation	0.695	探索
advance	anticipation	0.695	进步
vacation	anticipation	0.695	假期
sex	anticipation	0.695	性别
achievement	anticipation	0.695	成就
readiness	anticipation	0.695	准备就绪
expectation	anticipation	0.695	期待
