English Word	Emotion	Emotion-Intensity-Score	Maori Word
vent	anger	0.456	hau
elimination	anger	0.456	whakakorenga
picketing	anger	0.456	picketing
haughty	anger	0.456	whakakake
grated	anger	0.455	kuoro
flagrant	anger	0.455	whakahihiri
busted	anger	0.455	patua
crabby	anger	0.455	kiripaka
dying	anger	0.455	ka mate
idiocy	anger	0.455	porangi
impermeable	anger	0.455	karekau
stubbed	anger	0.455	kua werohia
illegality	anger	0.455	kore ture
veto	anger	0.455	veto
constraint	anger	0.455	herenga
mislead	anger	0.455	whakapohehe
illicit	anger	0.455	pokanoa
troublesome	anger	0.455	raruraru
clamor	anger	0.455	tangi
bayonet	anger	0.453	bayonet
suppress	anger	0.453	pehi
intense	anger	0.453	kaha
displeased	anger	0.453	pouri
disapproving	anger	0.453	whakahē
hysterical	anger	0.453	whakahihiri
struggle	anger	0.453	pakanga
godless	anger	0.453	atuakore
desist	anger	0.453	mutu
usurped	anger	0.453	kapohia
despotism	anger	0.453	whakahaehae
disagreeing	anger	0.453	whakahē
bad	anger	0.453	kino
unlawful	anger	0.451	kore ture
wrongly	anger	0.448	hē
repellent	anger	0.442	whakaahuru
dishonor	anger	0.441	whakama
psychosis	anger	0.441	mate hinengaro
wasted	anger	0.441	moumou
wrongful	anger	0.441	hē
foe	anger	0.441	hoariri
aversion	anger	0.440	whakakeke
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	kukupa
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	wehewehenga
upset	anger	0.439	pouri
effigy	anger	0.439	whakairo
punitive	anger	0.439	whakawhiu
worthless	anger	0.438	horekau
separatist	anger	0.438	whakawehewehe
ransom	anger	0.438	utu utu
deny	anger	0.438	whakakahore
fugitive	anger	0.438	rerenga
mucked	anger	0.438	whakapouri
abandonment	anger	0.438	whakarere
irritation	anger	0.438	riri
deleterious	anger	0.438	whakakino
stupidity	anger	0.438	poauau
segregate	anger	0.437	wehewehe
oblivion	anger	0.437	warewaretanga
payback	anger	0.436	utu
incongruous	anger	0.435	koretake
eviction	anger	0.435	pananga
collusion	anger	0.432	mahi tahi
rob	anger	0.431	pahua
ravenous	anger	0.429	kai kai
overrun	anger	0.429	kua horo
infidelity	anger	0.429	whakateka
harbinger	anger	0.426	tohu tohu
painful	anger	0.426	mamae
getoverit	anger	0.426	whiwhinga
martial	anger	0.426	hōia
rejection	anger	0.426	whakakāhoretanga
incredulous	anger	0.426	whakaponokore
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	whakamarumaru
enforce	anger	0.424	whakamana
commotion	anger	0.424	haruru
censor	anger	0.424	kaitaunaki
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	tinihanga
unsympathetic	anger	0.424	kore aroha
fallacious	anger	0.424	hianga
greed	anger	0.424	apo
defraud	anger	0.424	tinihanga
banger	anger	0.424	potiki
concealment	anger	0.424	te hunanga
fuss	anger	0.424	ngangau
exasperation	anger	0.424	riri
disobedience	anger	0.424	te tutu
powerful	anger	0.424	kaha
discontent	anger	0.424	pouri
indecency	anger	0.424	whakakino
sedition	anger	0.422	whakahē
deportation	anger	0.422	whakahekenga
cracked	anger	0.422	kapiti
bang	anger	0.422	pupuhi
barb	anger	0.422	pae
duel	anger	0.422	tohe
sarcasm	anger	0.422	tawai
cur	anger	0.422	cur
misrepresented	anger	0.422	he korero pohehe
annoyance	anger	0.422	hoha
scar	anger	0.422	nawe
nettle	anger	0.422	ongaonga
banishment	anger	0.422	panaia
snubbed	anger	0.422	whakapouri
penitentiary	anger	0.422	whare herehere
penetration	anger	0.422	urunga
blatant	anger	0.420	maramara
force	anger	0.418	kaha
perverse	anger	0.415	parori ke
wring	anger	0.415	wiri
bastion	anger	0.413	parepare
grim	anger	0.413	pouri
moody	anger	0.412	whakapouri
tiff	anger	0.412	tiff
nothappy	anger	0.412	karekau
surly	anger	0.412	whakapouri
sordid	anger	0.412	kino
hunting	anger	0.411	whakangau
indenture	anger	0.410	whakaurunga
forfeit	anger	0.409	muru
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	tawai
sham	anger	0.409	whakama
awful	anger	0.409	whakamataku
compulsion	anger	0.409	akiaki
implicate	anger	0.409	whakauru
contradict	anger	0.409	whakahē
inept	anger	0.409	koretake
supremacy	anger	0.409	mana rangatira
sneak	anger	0.409	hūpekepeke
disappoint	anger	0.409	whakapouri
blockade	anger	0.409	aukati
detainee	anger	0.409	mauheretia
cantwin	anger	0.409	cantwin
squelch	anger	0.409	whakapouri
lying	anger	0.408	teka
rail	anger	0.406	tereina
forsaken	anger	0.406	whakarerea
cacophony	anger	0.406	hikaka
antipathy	anger	0.406	te riri
wop	anger	0.406	aue
badger	anger	0.406	kino
tremor	anger	0.406	wiri
inequality	anger	0.406	kore ōritenga
delusion	anger	0.406	pohehe
unthinkable	anger	0.406	e kore e taea te whakaaro
onerous	anger	0.406	taumaha
wrongdoing	anger	0.406	mahi he
nuisance	anger	0.406	whakararuraru
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	mate urutā
arguments	anger	0.404	tautohetohe
affront	anger	0.403	whakaparahako
traumatic	anger	0.402	mamae
sodding	anger	0.400	kohuatia
libel	anger	0.400	whakakino
annoys	anger	0.400	hoha
soslow	anger	0.398	tino iti
watchout	anger	0.398	mataaratanga
frenetic	anger	0.397	porangirangi
remiss	anger	0.397	whakaroa
barge	anger	0.396	waka
sue	anger	0.394	whakawa
keyed	anger	0.394	kī
actionable	anger	0.394	ka taea te mahi
extinguish	anger	0.394	tinei
fraud	anger	0.394	tinihanga
untoward	anger	0.394	karekau
illegal	anger	0.394	kore ture
nag	anger	0.394	ngangau
boxing	anger	0.394	mekemeke
confiscate	anger	0.394	raupatu
howl	anger	0.394	aue
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	kaiparapara
unfriendly	anger	0.394	whakahoa
disrespect	anger	0.394	whakaute
dangit	anger	0.394	dangit
brimstone	anger	0.392	whanariki
dissolution	anger	0.391	whakakorenga
rigged	anger	0.391	rewa
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	rū whenua
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	te whakaarokore
disagree	anger	0.389	whakahē
lawsuit	anger	0.386	whakawa
disused	anger	0.382	kaore i whakamahia
despair	anger	0.382	pouri
immorality	anger	0.382	moepuku
coerce	anger	0.379	whakakaha
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	pākaha
pokes	anger	0.379	poke
falsification	anger	0.379	whakapohehe
rifle	anger	0.379	raiwhara
sizzle	anger	0.379	ngunguru
incurable	anger	0.379	e kore e taea te rongoa
difficulty	anger	0.379	uaua
sore	anger	0.379	mamae
picket	anger	0.378	piketi
concussion	anger	0.377	marumaru
stuckup	anger	0.375	piriti
militia	anger	0.375	hoia
rawr	anger	0.375	rawr
faulty	anger	0.375	hē
sly	anger	0.375	pukumahi
disillusionment	anger	0.375	pouri
petpeeve	anger	0.375	pepeeve
pitfall	anger	0.375	mahanga
infantile	anger	0.375	kohungahunga
pessimism	anger	0.375	pe'ape'a
remand	anger	0.375	mauhere
cannon	anger	0.375	puia
vindicate	anger	0.371	whakatika
inhibit	anger	0.371	aukati
distressing	anger	0.371	whakapouri
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	pikopiko
disreputable	anger	0.368	whakakino
forbidding	anger	0.368	te aukati
conquest	anger	0.367	raupatu
bark	anger	0.365	kirikiri
leukemia	anger	0.365	mate pukupuku
disapprove	anger	0.364	whakahē
warrior	anger	0.364	toa
barks	anger	0.364	kirikiri
retarded	anger	0.364	whakamuri
unhappy	anger	0.364	pouri
burke	anger	0.364	pupuhi
challenge	anger	0.364	wero
belt	anger	0.364	whitiki
litigate	anger	0.359	whakawa
paucity	anger	0.359	ngoikoretanga
opinionated	anger	0.359	whakaaro
disliked	anger	0.359	kare i pai
aftermath	anger	0.359	whai muri
restriction	anger	0.359	herenga
cad	anger	0.359	cad
incompetence	anger	0.359	ngoikoretanga
loudness	anger	0.359	tangi
broken	anger	0.359	pakaru
polemic	anger	0.359	polemic
sectarian	anger	0.359	titorehanga
controversial	anger	0.359	tautohetohe
interrupting	anger	0.358	haukotia
fussy	anger	0.357	pukuhohe
wench	anger	0.353	wahine wahine
remove	anger	0.351	tango
brat	anger	0.351	potiki
gruff	anger	0.351	karekau
misbehavior	anger	0.351	mahi kino
scarcity	anger	0.350	korekore
losing	anger	0.349	ngaro
stigma	anger	0.348	whakahāwea
deserted	anger	0.348	mokemoke
timewasters	anger	0.348	taima
disagreement	anger	0.348	whakahē
defect	anger	0.348	hē
hardened	anger	0.348	whakapakeke
lie	anger	0.348	teka
ulcer	anger	0.348	whewhe
retract	anger	0.348	whakamuri
untrustworthy	anger	0.348	whakaponokore
pest	anger	0.348	riha
disappointed	anger	0.348	pouri
bias	anger	0.345	rītaha
negation	anger	0.344	whakakorenga
bothering	anger	0.344	whakararuraru
stripped	anger	0.344	huia
antisocial	anger	0.344	whakakeke
pirate	anger	0.344	kaitiora
stingy	anger	0.344	koroke
shoddy	anger	0.344	ware
unreliable	anger	0.344	kore pono
shaky	anger	0.344	wiri
misleading	anger	0.344	whakapohehe
unsettled	anger	0.344	kore e tau
evade	anger	0.344	mawhiti
anxiety	anger	0.344	māharahara
disclaim	anger	0.344	whakahē
deterioration	anger	0.344	te paheketanga
impotence	anger	0.344	ngoikoretanga
interminable	anger	0.343	mutunga kore
disease	anger	0.341	mate
meddle	anger	0.341	pokanoa
warp	anger	0.340	takakau
averse	anger	0.338	whakakeke
infamous	anger	0.338	kino
alcoholism	anger	0.338	waipiro
row	anger	0.337	rarangi
staticky	anger	0.336	staticky
illegitimate	anger	0.333	kore ture
encumbrance	anger	0.333	taumahatanga
witchcraft	anger	0.333	makutu
interrupt	anger	0.333	haukotia
scorpion	anger	0.333	kopiona
ill	anger	0.333	māuiui
sinner	anger	0.331	tangata hara
inconsiderate	anger	0.329	whakaarokore
hulk	anger	0.329	hulk
prohibited	anger	0.328	rāhuitia
dashed	anger	0.328	kua taia
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	kua whakakorehia
spammers	anger	0.328	kaipahua
phony	anger	0.328	pohehe
tighten	anger	0.328	whakamau
dislocated	anger	0.328	kua wehea
scapegoat	anger	0.328	koati
victim	anger	0.328	patunga
opponent	anger	0.328	hoariri
hiss	anger	0.328	whakahi
crusade	anger	0.328	pakanga
grumpy	anger	0.328	pukuriri
resisting	anger	0.328	whakakeke
inappropriate	anger	0.324	tano ore
haye	anger	0.324	hei
loss	anger	0.324	mate
trickery	anger	0.324	hianga
eschew	anger	0.324	mawehe atu
neglected	anger	0.324	waihotia
canker	anger	0.323	mate pukupuku
muff	anger	0.318	muff
crunch	anger	0.318	karekau
duplicity	anger	0.318	taarua
criticism	anger	0.318	whakahē
queues	anger	0.318	tūtira
shriek	anger	0.316	tangi
depreciate	anger	0.315	whakaheke
dismissal	anger	0.312	whakakorenga
chaff	anger	0.312	papapa
dramaqueen	anger	0.312	kuini whakaari
poverty	anger	0.312	te rawakore
carelessness	anger	0.312	te kore whakaaro
deflate	anger	0.312	whakaheke
dumps	anger	0.312	putunga
dupe	anger	0.312	tinihanga
mortality	anger	0.312	matemate
revving	anger	0.309	whakahurihuri
disallowed	anger	0.308	kare e whakaaetia
boisterous	anger	0.307	ngangau
thoughtless	anger	0.307	whakaarokore
burial	anger	0.304	nehunga
wince	anger	0.303	wiri
theocratic	anger	0.303	teotaratia
sullen	anger	0.303	pouri
involution	anger	0.300	uruhanga
misuse	anger	0.297	whakamahi hē
taxed	anger	0.297	taake
senseless	anger	0.297	horekau
talons	anger	0.297	tarakona
stalemate	anger	0.297	matemate
getyourown	anger	0.297	haere koe
hoax	anger	0.297	hoax
depreciated	anger	0.297	kua whakahekehia
depressed	anger	0.297	pouri
wasteful	anger	0.297	moumou
paralysis	anger	0.295	pararutiki
displaced	anger	0.294	whakanekehia
limited	anger	0.292	iti
disapointment	anger	0.290	whakapouri
orc	anger	0.289	orc
ridiculous	anger	0.289	wawau
homeless	anger	0.288	kore kainga
spine	anger	0.288	tuaiwi
teasing	anger	0.288	tawai
presumptuous	anger	0.288	whakakake
react	anger	0.288	tauhohe
sharpen	anger	0.288	whakakoi
barrier	anger	0.287	tauārai
hoot	anger	0.287	hoot
twitchy	anger	0.287	wiwi
myopia	anger	0.283	mataaro
flexin	anger	0.281	whakangawari
lagging	anger	0.281	takamuri
contraband	anger	0.281	te hoko taonga
incompatible	anger	0.281	hotokore
shiver	anger	0.281	wiri
spam	anger	0.281	pāme
agh	anger	0.281	aah
disconnects	anger	0.281	ka momotu
delinquent	anger	0.281	mahi kino
restitution	anger	0.281	whakahokinga
foray	anger	0.279	pokanga
troll	anger	0.279	troll
unfairness	anger	0.279	he kore tika
buffering	anger	0.279	parepare
noncompliance	anger	0.279	kore tautukunga
nether	anger	0.278	raro
bogus	anger	0.273	tinihanga
immaturity	anger	0.273	te pakeketanga
uncaring	anger	0.273	kāre e manaaki
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	pukuhohe
shock	anger	0.269	ohorere
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	nomorningperson
feminism	anger	0.266	wahine
inoperative	anger	0.266	kore mahi
bear	anger	0.266	pea
inconvenient	anger	0.266	whakararuraru
latent	anger	0.266	huna
defendant	anger	0.266	kaiwhakapae
nopoint	anger	0.266	karekau
rapping	anger	0.266	rapa
pry	anger	0.266	tukituki
quandary	anger	0.266	raruraru
interrupts	anger	0.265	haukotia
fluctuation	anger	0.265	rerekē haere
exaggerate	anger	0.263	whakanuia
lose	anger	0.261	ngaro
patter	anger	0.258	patere
furnace	anger	0.258	oumu
stone	anger	0.258	kohatu
tease	anger	0.258	whakakino
shoplifting	anger	0.258	tahae toa
soldier	anger	0.258	hoia
incompetent	anger	0.257	karekau
indoctrination	anger	0.255	whakaakoranga
rocket	anger	0.250	tākirirangi
skid	anger	0.250	paheke
noisy	anger	0.250	haruru
notoriety	anger	0.250	rongonui
cane	anger	0.250	kakaho
unfollow	anger	0.250	wetekina
tripping	anger	0.250	takahanga
attentionseeker	anger	0.250	te kimi aro
mastery	anger	0.250	rangatira
socialist	anger	0.250	pāpori
falsehood	anger	0.250	teka
complicate	anger	0.250	whakararu
lawyer	anger	0.250	roia
untrue	anger	0.250	he pono
nonsense	anger	0.250	koretake
pouting	anger	0.250	poupou
witch	anger	0.242	makutu
detract	anger	0.242	whakakino
obstacle	anger	0.242	aukati
halter	anger	0.242	hatere
fenced	anger	0.242	taiapa
capslock	anger	0.242	rakaraka
dontunderstand	anger	0.242	kare e marama
vampire	anger	0.242	vampire
ringer	anger	0.242	tangi
frowning	anger	0.239	whakapouri
saber	anger	0.238	saber
hunger	anger	0.235	matekai
shell	anger	0.234	anga
wokemeup	anger	0.234	wakemeup
recession	anger	0.234	paheketanga
failing	anger	0.234	rahua
dabbling	anger	0.234	whakakorikori
politics	anger	0.234	tōrangapū
lava	anger	0.234	rangitoto
rascal	anger	0.234	tangata kino
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	utu utu
undesirable	anger	0.231	kore e pai
darkness	anger	0.227	pouri
versus	anger	0.227	whakakeke
copycat	anger	0.227	kape kape
resign	anger	0.227	rīhaina
soaked	anger	0.226	whakamakuku
unfulfilled	anger	0.225	kaore i tutuki
abandoned	anger	0.222	whakarerea
unattainable	anger	0.221	e kore e taea
owing	anger	0.221	nama
bankruptcy	anger	0.221	kaihau
misconception	anger	0.219	pōhēhē
tool	anger	0.219	taputapu
warden	anger	0.219	kaitiaki
compress	anger	0.219	kōpeke
mosquito	anger	0.219	waeroa
whiny	anger	0.219	wiri
somethingigetalot	anger	0.219	he mea nui
confusion	anger	0.219	rangirua
unhelpful	anger	0.219	kore awhina
twitching	anger	0.219	korikori
nosey	anger	0.213	pukuriri
overpriced	anger	0.212	utu nui
adder	anger	0.212	neke
harry	anger	0.212	harry
shortage	anger	0.212	ngoikoretanga
melodrama	anger	0.212	melodrama
possession	anger	0.206	taonga
desert	anger	0.206	koraha
overplayed	anger	0.206	kua takaroa
unpaid	anger	0.203	kore utu
powerless	anger	0.203	kore mana
sentence	anger	0.203	rerenga korero
inefficient	anger	0.203	koretake
arraignment	anger	0.203	whakawakanga
pout	anger	0.203	pout
unlucky	anger	0.203	waimarie
rook	anger	0.203	roke
backbone	anger	0.203	tuara
uninvited	anger	0.203	kare i karangatia
court	anger	0.199	kooti
endless	anger	0.198	mutunga kore
adverts	anger	0.197	pānuitanga
distracted	anger	0.197	whakararuraru
delay	anger	0.197	whakaroa
misstatement	anger	0.197	korero pohehe
misunderstanding	anger	0.195	pohehe
inadmissible	anger	0.191	e kore e whakaaetia
excite	anger	0.191	whakahihiri
lightning	anger	0.189	uira
preclude	anger	0.188	aukati
mournful	anger	0.188	pouri
insecure	anger	0.188	korekore
incase	anger	0.188	whakamaua
mutter	anger	0.182	komuhumuhu
pare	anger	0.182	pare
rating	anger	0.182	whakatauranga
claimant	anger	0.182	kaikerēme
insist	anger	0.182	tohe
mistress	anger	0.182	rangatira wahine
distracting	anger	0.182	whakararuraru
opium	anger	0.180	opiuma
deserve	anger	0.176	tika
willful	anger	0.176	hiahia
treat	anger	0.175	maimoatanga
insists	anger	0.175	tohe ana
excitation	anger	0.172	whakahihiri
mighty	anger	0.172	kaha
liberate	anger	0.172	tuku noa
indecisive	anger	0.172	kore whakaaro
hormonal	anger	0.172	hormonal
peice	anger	0.172	ahua
gibberish	anger	0.172	karekau
misplace	anger	0.172	pohehe
fee	anger	0.172	utu
thanksalot	anger	0.172	mihi nui
fleece	anger	0.172	huruhuru
yelp	anger	0.168	tangi
mule	anger	0.167	muera
unequal	anger	0.167	taurite
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	hokohoko
insufficiency	anger	0.167	ngoikoretanga
insignificant	anger	0.167	iti
attentionseekers	anger	0.163	hunga rapu aro
coop	anger	0.156	karekau
rheumatism	anger	0.156	rūmātiki
forearm	anger	0.156	ringaringa
indifference	anger	0.156	kore whakaaro
underpaid	anger	0.152	iti te utu
involvement	anger	0.152	whai wāhi
justthebeginning	anger	0.152	te timatanga noa
disinformation	anger	0.152	whakamaaramatanga
uncertain	anger	0.152	pahekeheke
bee	anger	0.152	pi
attorney	anger	0.152	roia
pretending	anger	0.152	whakapohehe
campaigning	anger	0.151	whakatairanga
hopelessness	anger	0.149	te kore tumanako
feeling	anger	0.147	mana'o
legalized	anger	0.145	kua whakamanahia
caution	anger	0.145	tūpato
sterling	anger	0.141	sterling
morals	anger	0.141	morare
subsidy	anger	0.141	putea
obliging	anger	0.141	herenga
wimpy	anger	0.140	wimpy
bummer	anger	0.139	whakapouri
saloon	anger	0.136	whare salon
blemish	anger	0.136	koha
misspell	anger	0.136	hē te takikupu
repay	anger	0.136	utu
surcharge	anger	0.136	utu taapiri
geez	anger	0.136	kee
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honi
orchestra	anger	0.132	whakatangitangi
wireless	anger	0.125	ahokore
competitive	anger	0.125	whakataetae
standstill	anger	0.125	tu tonu
inattention	anger	0.121	kore aro
reversal	anger	0.121	whakamuri
lace	anger	0.118	reihi
elbow	anger	0.117	tuke
instinctive	anger	0.112	parapara
chant	anger	0.111	waiata
gnome	anger	0.109	gnome
lonely	anger	0.109	mokemoke
tolerate	anger	0.106	whakamanawanui
management	anger	0.102	whakahaere
advocacy	anger	0.100	tautoko
moral	anger	0.094	morare
roadworks	anger	0.091	mahi rori
honest	anger	0.087	pono
gent	anger	0.076	ngawari
forgetful	anger	0.076	wareware
liquor	anger	0.075	waipiro
money	anger	0.074	moni
hood	anger	0.071	potae
curriculum	anger	0.063	marautanga
words	anger	0.062	kupu
smell	anger	0.061	kakara
playful	anger	0.061	takaro
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	poipoi
trumpet	anger	0.059	tetere
counsellor	anger	0.059	kaiwhakatakoto whakaaro
asleeep	anger	0.059	moe
birthplace	anger	0.051	wahi whanau
ribbon	anger	0.047	riipene
youth	anger	0.045	rangatahi
vote	anger	0.045	pooti
cash	anger	0.039	moni moni
wannasleep	anger	0.031	hiahia moe
waffle	anger	0.030	wawhero
dame	anger	0.030	wahine rangatira
buffet	anger	0.029	parapara
celebrity	anger	0.026	rongonui
sisterhood	anger	0.015	te tuahine
autocorrect	anger	0.015	whakatika aunoa
musical	anger	0.011	waiata
tree	anger	0.000	rakau
anticipation	anticipation	0.859	tatari
excited	anticipation	0.859	hikaka
excitement	anticipation	0.820	whakahihiri
anticipate	anticipation	0.820	matapae
eagerness	anticipation	0.812	hikaka
exciting	anticipation	0.797	whakahihiri
expectant	anticipation	0.789	tatari
thrilling	anticipation	0.781	whakahihiri
hope	anticipation	0.773	tumanako
quest	anticipation	0.766	rapunga
countdown	anticipation	0.750	tataunga
start	anticipation	0.750	timata
anticipatory	anticipation	0.750	matakite
adventure	anticipation	0.750	mōrearea
expectance	anticipation	0.750	tumanako
climax	anticipation	0.742	teitei
prophecy	anticipation	0.742	poropititanga
expect	anticipation	0.742	tumanako
excite	anticipation	0.742	whakahihiri
arouse	anticipation	0.742	whakaohokia
eager	anticipation	0.742	hikaka
ejaculation	anticipation	0.734	ejaculation
birth	anticipation	0.734	whanautanga
announcement	anticipation	0.734	panui
expectancy	anticipation	0.727	te tumanako
expecting	anticipation	0.727	e tatari ana
