English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
usurped	anger	0.453	usurpado
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	discordando
bad	anger	0.453	mau
unlawful	anger	0.451	ilegal
wrongly	anger	0.448	erroneamente
repellent	anger	0.442	repelente
dishonor	anger	0.441	desonra
psychosis	anger	0.441	psicose
wasted	anger	0.441	desperdiçado
wrongful	anger	0.441	injusto
foe	anger	0.441	inimigo
aversion	anger	0.440	aversão
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nós dos dedos
ultimatum	anger	0.439	ultimato
schism	anger	0.439	cisma
upset	anger	0.439	chateado
effigy	anger	0.439	efígie
punitive	anger	0.439	punitivo
worthless	anger	0.438	inútil
separatist	anger	0.438	separatista
ransom	anger	0.438	resgate
deny	anger	0.438	negar
fugitive	anger	0.438	fugitivo
mucked	anger	0.438	sujou-se
abandonment	anger	0.438	abandono
irritation	anger	0.438	irritação
deleterious	anger	0.438	deletério
stupidity	anger	0.438	estupidez
segregate	anger	0.437	segregar
oblivion	anger	0.437	esquecimento
payback	anger	0.436	retorno
incongruous	anger	0.435	incongruente
eviction	anger	0.435	despejo
collusion	anger	0.432	conluio
rob	anger	0.431	roubar
ravenous	anger	0.429	voraz
overrun	anger	0.429	superação
infidelity	anger	0.429	infidelidade
harbinger	anger	0.426	prenúncio
painful	anger	0.426	doloroso
getoverit	anger	0.426	deixe isso para trás
martial	anger	0.426	marcial
rejection	anger	0.426	rejeição
incredulous	anger	0.426	incrédulo
stupidrain	anger	0.426	estupidez
defense	anger	0.425	defesa
enforce	anger	0.424	impor
commotion	anger	0.424	comoção
censor	anger	0.424	censurar
gonorrhea	anger	0.424	gonorréia
fraudulent	anger	0.424	fraudulento
unsympathetic	anger	0.424	antipático
fallacious	anger	0.424	falacioso
greed	anger	0.424	ambição
defraud	anger	0.424	defraudar
banger	anger	0.424	estrondoso
concealment	anger	0.424	ocultação
fuss	anger	0.424	discutir
exasperation	anger	0.424	exasperação
disobedience	anger	0.424	desobediência
powerful	anger	0.424	poderoso
discontent	anger	0.424	descontentamento
indecency	anger	0.424	indecência
sedition	anger	0.422	sedição
deportation	anger	0.422	deportação
cracked	anger	0.422	rachado
bang	anger	0.422	bang
barb	anger	0.422	farpa
duel	anger	0.422	duelo
sarcasm	anger	0.422	sarcasmo
cur	anger	0.422	cur
misrepresented	anger	0.422	deturpou
annoyance	anger	0.422	aborrecimento
scar	anger	0.422	cicatriz
nettle	anger	0.422	urtiga
banishment	anger	0.422	banimento
snubbed	anger	0.422	desprezado
penitentiary	anger	0.422	penitenciária
penetration	anger	0.422	penetração
blatant	anger	0.420	flagrante
force	anger	0.418	força
perverse	anger	0.415	perverso
wring	anger	0.415	torcer
bastion	anger	0.413	bastião
grim	anger	0.413	sinistro
moody	anger	0.412	temperamental
tiff	anger	0.412	briga
nothappy	anger	0.412	infeliz
surly	anger	0.412	grosseiro
sordid	anger	0.412	sórdido
hunting	anger	0.411	Caçando
indenture	anger	0.410	escritura
forfeit	anger	0.409	perder
areyoukiddingme	anger	0.409	você está brincando comigo
reproach	anger	0.409	censura
sham	anger	0.409	farsa, falso
awful	anger	0.409	horrível
compulsion	anger	0.409	compulsão
implicate	anger	0.409	implicar
contradict	anger	0.409	contraditório
inept	anger	0.409	inepto
supremacy	anger	0.409	supremacia
sneak	anger	0.409	esgueirar-se
disappoint	anger	0.409	decepcionar
blockade	anger	0.409	bloqueio
detainee	anger	0.409	detido
cantwin	anger	0.409	gêmeo
squelch	anger	0.409	esmagar
lying	anger	0.408	deitado
rail	anger	0.406	trilho
forsaken	anger	0.406	abandonado
cacophony	anger	0.406	cacofonia
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	texugo
tremor	anger	0.406	tremor
inequality	anger	0.406	desigualdade
delusion	anger	0.406	ilusão
unthinkable	anger	0.406	impensável
onerous	anger	0.406	oneroso
wrongdoing	anger	0.406	transgressão
nuisance	anger	0.406	incômodo
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumentos
affront	anger	0.403	afronta
traumatic	anger	0.402	traumático
sodding	anger	0.400	maldito
libel	anger	0.400	difamação
annoys	anger	0.400	incomoda
soslow	anger	0.398	tão lento
watchout	anger	0.398	atenção
frenetic	anger	0.397	frenético
remiss	anger	0.397	negligente
barge	anger	0.396	barcaça
sue	anger	0.394	processar
keyed	anger	0.394	com chave
actionable	anger	0.394	acionável
extinguish	anger	0.394	extinguir
fraud	anger	0.394	fraude
untoward	anger	0.394	desagradável
illegal	anger	0.394	ilegal
nag	anger	0.394	importunar
boxing	anger	0.394	boxe
confiscate	anger	0.394	confiscar
howl	anger	0.394	uivo
whatsthepoint	anger	0.394	qual é o ponto
rabble	anger	0.394	ralé
unfriendly	anger	0.394	hostil
disrespect	anger	0.394	desrespeito
dangit	anger	0.394	que droga
brimstone	anger	0.392	enxofre
dissolution	anger	0.391	dissolução
rigged	anger	0.391	manipulado
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terremoto
argh	anger	0.391	argh
pique	anger	0.391	irritar
recklessness	anger	0.391	imprudência
disagree	anger	0.389	discordo
lawsuit	anger	0.386	ação judicial
disused	anger	0.382	fora de uso
despair	anger	0.382	desespero
immorality	anger	0.382	imoralidade
coerce	anger	0.379	coagir
firstworldprobs	anger	0.379	problemas do primeiro mundo
touchy	anger	0.379	melindroso
pokes	anger	0.379	cutucadas
falsification	anger	0.379	falsificação
rifle	anger	0.379	rifle
sizzle	anger	0.379	chiar
incurable	anger	0.379	incurável
difficulty	anger	0.379	dificuldade
sore	anger	0.379	dolorido
picket	anger	0.378	piquete
concussion	anger	0.377	concussão
stuckup	anger	0.375	presunçoso
militia	anger	0.375	milícia
rawr	anger	0.375	mais cru
faulty	anger	0.375	defeituoso
sly	anger	0.375	astuto
disillusionment	anger	0.375	desilusão
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	armadilha
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimismo
remand	anger	0.375	prender
cannon	anger	0.375	canhão
vindicate	anger	0.371	justificar
inhibit	anger	0.371	inibir
distressing	anger	0.371	angustiante
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	esquizofrenia
skewed	anger	0.368	torto
disreputable	anger	0.368	desonroso
forbidding	anger	0.368	proibitivo
conquest	anger	0.367	conquista
bark	anger	0.365	latido
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	desaprovar
warrior	anger	0.364	guerreiro
barks	anger	0.364	late
retarded	anger	0.364	retardado
unhappy	anger	0.364	infeliz
burke	anger	0.364	burca
challenge	anger	0.364	desafio
belt	anger	0.364	cinto
litigate	anger	0.359	litigar
paucity	anger	0.359	escassez
opinionated	anger	0.359	opinativo
disliked	anger	0.359	não gostei
aftermath	anger	0.359	consequências
restriction	anger	0.359	restrição
cad	anger	0.359	cafajeste
incompetence	anger	0.359	incompetência
loudness	anger	0.359	volume
broken	anger	0.359	quebrado
polemic	anger	0.359	polêmica
sectarian	anger	0.359	sectário
controversial	anger	0.359	controverso
interrupting	anger	0.358	interromper
fussy	anger	0.357	espalhafatoso
wench	anger	0.353	moça
remove	anger	0.351	remover
brat	anger	0.351	pirralho
gruff	anger	0.351	rude
misbehavior	anger	0.351	mau comportamento
scarcity	anger	0.350	escassez
losing	anger	0.349	perdendo
stigma	anger	0.348	estigma
deserted	anger	0.348	deserto
timewasters	anger	0.348	desperdiçadores de tempo
disagreement	anger	0.348	desacordo
defect	anger	0.348	defeito
hardened	anger	0.348	endurecido
lie	anger	0.348	mentira
ulcer	anger	0.348	úlcera
retract	anger	0.348	retrair
untrustworthy	anger	0.348	não confiável
pest	anger	0.348	praga
disappointed	anger	0.348	decepcionado
bias	anger	0.345	tendência
negation	anger	0.344	negação
bothering	anger	0.344	incomodando
stripped	anger	0.344	despojado
antisocial	anger	0.344	anti-social
pirate	anger	0.344	pirata
stingy	anger	0.344	avarento
shoddy	anger	0.344	má qualidade
unreliable	anger	0.344	não confiável
shaky	anger	0.344	instável
misleading	anger	0.344	errôneo
unsettled	anger	0.344	instável
evade	anger	0.344	fugir
anxiety	anger	0.344	ansiedade
disclaim	anger	0.344	negar
deterioration	anger	0.344	deterioração
impotence	anger	0.344	impotência
interminable	anger	0.343	interminável
disease	anger	0.341	doença
meddle	anger	0.341	intrometer-se
warp	anger	0.340	urdidura
averse	anger	0.338	avesso
infamous	anger	0.338	infame
alcoholism	anger	0.338	alcoolismo
row	anger	0.337	fileira
staticky	anger	0.336	estático
illegitimate	anger	0.333	ilegítimo
encumbrance	anger	0.333	estorvo
witchcraft	anger	0.333	feitiçaria
interrupt	anger	0.333	interromper
scorpion	anger	0.333	escorpião
ill	anger	0.333	doente
sinner	anger	0.331	pecador
inconsiderate	anger	0.329	inconsiderado
hulk	anger	0.329	hulk
prohibited	anger	0.328	Entrada
dashed	anger	0.328	tracejadas
brrr	anger	0.328	brrr
fib	anger	0.328	mentira
disqualified	anger	0.328	desqualificado
spammers	anger	0.328	spammers
phony	anger	0.328	falso
tighten	anger	0.328	apertar
dislocated	anger	0.328	deslocado
scapegoat	anger	0.328	bode expiatório
victim	anger	0.328	vítima
opponent	anger	0.328	oponente
hiss	anger	0.328	silvo
crusade	anger	0.328	cruzada
grumpy	anger	0.328	mal humorado
resisting	anger	0.328	resistindo
inappropriate	anger	0.324	inapropriado
haye	anger	0.324	feno
loss	anger	0.324	perda
trickery	anger	0.324	malandragem
eschew	anger	0.324	evitar
neglected	anger	0.324	negligenciado
canker	anger	0.323	corroer
muff	anger	0.318	regalo
crunch	anger	0.318	triturar
duplicity	anger	0.318	duplicidade
criticism	anger	0.318	crítica
queues	anger	0.318	filas
shriek	anger	0.316	gritar
depreciate	anger	0.315	depreciar
dismissal	anger	0.312	demissão
chaff	anger	0.312	palha
dramaqueen	anger	0.312	rainha do drama
poverty	anger	0.312	pobreza
carelessness	anger	0.312	descuido
deflate	anger	0.312	esvaziar
dumps	anger	0.312	lixões
dupe	anger	0.312	enganar
mortality	anger	0.312	mortalidade
revving	anger	0.309	acelerando
disallowed	anger	0.308	não permitido
boisterous	anger	0.307	turbulento
thoughtless	anger	0.307	impensado
burial	anger	0.304	enterro
wince	anger	0.303	estremecer
theocratic	anger	0.303	teocrático
sullen	anger	0.303	taciturno
involution	anger	0.300	involução
misuse	anger	0.297	uso indevido
taxed	anger	0.297	tributado
senseless	anger	0.297	sem sentido
talons	anger	0.297	garras
stalemate	anger	0.297	impasse
getyourown	anger	0.297	obter o seu próprio
hoax	anger	0.297	farsa
depreciated	anger	0.297	depreciado
depressed	anger	0.297	depressivo
wasteful	anger	0.297	esbanjador
paralysis	anger	0.295	paralisia
displaced	anger	0.294	deslocado
limited	anger	0.292	limitado
disapointment	anger	0.290	decepção
orc	anger	0.289	orc
ridiculous	anger	0.289	ridículo
homeless	anger	0.288	sem teto
spine	anger	0.288	coluna
teasing	anger	0.288	provocando
presumptuous	anger	0.288	presunçoso
react	anger	0.288	reagir
sharpen	anger	0.288	afiado
barrier	anger	0.287	barreira
hoot	anger	0.287	buzina
twitchy	anger	0.287	trêmulo
myopia	anger	0.283	miopia
flexin	anger	0.281	flexina
lagging	anger	0.281	atrasado
contraband	anger	0.281	contrabando
incompatible	anger	0.281	incompatível
shiver	anger	0.281	arrepio
spam	anger	0.281	Spam
agh	anger	0.281	ah
disconnects	anger	0.281	desconecta
delinquent	anger	0.281	delinquente
restitution	anger	0.281	restituição
foray	anger	0.279	incursão
troll	anger	0.279	provocador
unfairness	anger	0.279	injustiça
buffering	anger	0.279	carregando
noncompliance	anger	0.279	descumprimento
nether	anger	0.278	inferior
bogus	anger	0.273	falso
immaturity	anger	0.273	imaturidade
uncaring	anger	0.273	indiferente
bugaboo	anger	0.273	bicho-papão
feisty	anger	0.269	mal-humorado
shock	anger	0.269	choque
humbug	anger	0.266	farsa
notamorningperson	anger	0.266	não manhã
feminism	anger	0.266	feminismo
inoperative	anger	0.266	inoperante
bear	anger	0.266	urso
inconvenient	anger	0.266	inconveniente
latent	anger	0.266	latente
defendant	anger	0.266	réu
nopoint	anger	0.266	inútil
rapping	anger	0.266	rap
pry	anger	0.266	alavanca
quandary	anger	0.266	dilema
interrupts	anger	0.265	interrompe
fluctuation	anger	0.265	flutuação
exaggerate	anger	0.263	exagerar
lose	anger	0.261	perder
patter	anger	0.258	tamborilar
furnace	anger	0.258	forno
stone	anger	0.258	pedra
tease	anger	0.258	provocação
shoplifting	anger	0.258	furto
soldier	anger	0.258	soldado
incompetent	anger	0.257	incompetente
indoctrination	anger	0.255	doutrinação
rocket	anger	0.250	foguete
skid	anger	0.250	derrapar
noisy	anger	0.250	barulhento
notoriety	anger	0.250	notoriedade
cane	anger	0.250	bengala
unfollow	anger	0.250	deixar de seguir
tripping	anger	0.250	tropeçar
attentionseeker	anger	0.250	necessitado de atenção
mastery	anger	0.250	domínio
socialist	anger	0.250	socialista
falsehood	anger	0.250	falsidade
complicate	anger	0.250	complicar
lawyer	anger	0.250	advogado
untrue	anger	0.250	falso
nonsense	anger	0.250	Absurdo
pouting	anger	0.250	fazendo beicinho
witch	anger	0.242	bruxa
detract	anger	0.242	diminuir
obstacle	anger	0.242	obstáculo
halter	anger	0.242	alça
fenced	anger	0.242	cercado
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	não entendo
vampire	anger	0.242	vampiro
ringer	anger	0.242	campainha
frowning	anger	0.239	franzindo a testa
saber	anger	0.238	sabre
hunger	anger	0.235	fome
shell	anger	0.234	Concha
wokemeup	anger	0.234	me acordou
recession	anger	0.234	recessão
failing	anger	0.234	falhando
dabbling	anger	0.234	brincando
politics	anger	0.234	política
lava	anger	0.234	lava
rascal	anger	0.234	patife
imtryingtosleep	anger	0.234	Estou tentando dormir
tariff	anger	0.234	tarifa
undesirable	anger	0.231	indesejável
darkness	anger	0.227	Trevas
versus	anger	0.227	contra
copycat	anger	0.227	imitador
resign	anger	0.227	demitir-se
soaked	anger	0.226	encharcado
unfulfilled	anger	0.225	insatisfeito
abandoned	anger	0.222	abandonado
unattainable	anger	0.221	inatingível
owing	anger	0.221	devido
bankruptcy	anger	0.221	falência
misconception	anger	0.219	equívoco
tool	anger	0.219	ferramenta
warden	anger	0.219	guardião
compress	anger	0.219	comprimir
mosquito	anger	0.219	mosquito
whiny	anger	0.219	chorão
somethingigetalot	anger	0.219	algo grande
confusion	anger	0.219	confusão
unhelpful	anger	0.219	inútil
twitching	anger	0.219	contraindo-se
nosey	anger	0.213	curioso
overpriced	anger	0.212	superfaturado
adder	anger	0.212	adicionador
harry	anger	0.212	atormentar
shortage	anger	0.212	falta
melodrama	anger	0.212	melodrama
possession	anger	0.206	posse
desert	anger	0.206	deserto
overplayed	anger	0.206	exagerado
unpaid	anger	0.203	não pago
powerless	anger	0.203	impotente
sentence	anger	0.203	frase
inefficient	anger	0.203	ineficiente
arraignment	anger	0.203	acusação
pout	anger	0.203	beicinho
unlucky	anger	0.203	azarado
rook	anger	0.203	torre
backbone	anger	0.203	espinha dorsal
uninvited	anger	0.203	não convidado
court	anger	0.199	quadra
endless	anger	0.198	sem fim
adverts	anger	0.197	anúncios
distracted	anger	0.197	distraído
delay	anger	0.197	atraso
misstatement	anger	0.197	distorção
misunderstanding	anger	0.195	mal entendido
inadmissible	anger	0.191	inadmissível
excite	anger	0.191	excitar
lightning	anger	0.189	relâmpago
preclude	anger	0.188	impedir
mournful	anger	0.188	triste
insecure	anger	0.188	inseguro
incase	anger	0.188	em caso
mutter	anger	0.182	murmurar
pare	anger	0.182	aparar
rating	anger	0.182	Avaliação
claimant	anger	0.182	requerente
insist	anger	0.182	insistir
mistress	anger	0.182	amante
distracting	anger	0.182	perturbador
opium	anger	0.180	ópio
deserve	anger	0.176	merecer
willful	anger	0.176	intencional
treat	anger	0.175	tratar
insists	anger	0.175	insiste
excitation	anger	0.172	excitação
mighty	anger	0.172	poderoso
liberate	anger	0.172	libertar
indecisive	anger	0.172	indeciso
hormonal	anger	0.172	hormonal
peice	anger	0.172	pedaço
gibberish	anger	0.172	sem sentido
misplace	anger	0.172	lugar errado
fee	anger	0.172	taxa
thanksalot	anger	0.172	Muito obrigado
fleece	anger	0.172	lã
yelp	anger	0.168	gritar
mule	anger	0.167	mula
unequal	anger	0.167	desigual
hamstring	anger	0.167	tendão
bargaining	anger	0.167	de barganha
insufficiency	anger	0.167	insuficiência
insignificant	anger	0.167	insignificante
attentionseekers	anger	0.163	caçadores de atenção
coop	anger	0.156	galinheiro
rheumatism	anger	0.156	reumatismo
forearm	anger	0.156	antebraço
indifference	anger	0.156	indiferença
underpaid	anger	0.152	mal pago
involvement	anger	0.152	envolvimento
justthebeginning	anger	0.152	apenas o começo
disinformation	anger	0.152	desinformação
uncertain	anger	0.152	incerto
bee	anger	0.152	abelha
attorney	anger	0.152	advogado
pretending	anger	0.152	fingindo
campaigning	anger	0.151	campanha
hopelessness	anger	0.149	desesperança
feeling	anger	0.147	sentimento
legalized	anger	0.145	legalizado
caution	anger	0.145	Cuidado
sterling	anger	0.141	libras esterlinas
morals	anger	0.141	moral
subsidy	anger	0.141	subvenção
obliging	anger	0.141	prestativo
wimpy	anger	0.140	fracote
bummer	anger	0.139	desapontamento
saloon	anger	0.136	salão
blemish	anger	0.136	defeito
misspell	anger	0.136	erro ortográfico
repay	anger	0.136	reembolsar
surcharge	anger	0.136	sobretaxa
geez	anger	0.136	nossa
birch	anger	0.135	bétula
noob	anger	0.133	novato
honk	anger	0.133	buzinar
orchestra	anger	0.132	orquestra
wireless	anger	0.125	sem fio
competitive	anger	0.125	competitivo
standstill	anger	0.125	paralisação
inattention	anger	0.121	desatenção
reversal	anger	0.121	reversão
lace	anger	0.118	renda
elbow	anger	0.117	cotovelo
instinctive	anger	0.112	instintivo
chant	anger	0.111	canto
gnome	anger	0.109	gnomo
lonely	anger	0.109	sozinho
tolerate	anger	0.106	tolerar
management	anger	0.102	gestão
advocacy	anger	0.100	advocacia
moral	anger	0.094	moral
roadworks	anger	0.091	obras rodoviárias
honest	anger	0.087	honesto
gent	anger	0.076	cavalheiro
forgetful	anger	0.076	esquecido
liquor	anger	0.075	licor
money	anger	0.074	dinheiro
hood	anger	0.071	de capuz
curriculum	anger	0.063	currículo
words	anger	0.062	palavras
smell	anger	0.061	cheiro
playful	anger	0.061	brincalhão
opera	anger	0.061	ópera
elf	anger	0.061	duende
nurture	anger	0.059	nutrir
trumpet	anger	0.059	trompete
counsellor	anger	0.059	conselheiro
asleeep	anger	0.059	adormecido
birthplace	anger	0.051	local de nascimento
ribbon	anger	0.047	fita
youth	anger	0.045	juventude
vote	anger	0.045	voto
cash	anger	0.039	dinheiro
wannasleep	anger	0.031	quero dormir
