English Word	Emotion	Emotion-Intensity-Score	Irish Word
arrogant	anger	0.461	sotalach
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	díchur
picketing	anger	0.456	piocadh
haughty	anger	0.456	halainn
grated	anger	0.455	grátáilte
flagrant	anger	0.455	suarach
busted	anger	0.455	busted
crabby	anger	0.455	crabaidh
dying	anger	0.455	ag fáil bháis
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	neamh-thréscaoilteach
stubbed	anger	0.455	stuáilte
illegality	anger	0.455	neamhdhleathacht
veto	anger	0.455	crosta
constraint	anger	0.455	srian
mislead	anger	0.455	amú
illicit	anger	0.455	aindleathach
troublesome	anger	0.455	trioblóideach
clamor	anger	0.455	clamor
bayonet	anger	0.453	bayonet
suppress	anger	0.453	faoi chois
intense	anger	0.453	dian
displeased	anger	0.453	míshásta
disapproving	anger	0.453	disapproving
hysterical	anger	0.453	hysterical
struggle	anger	0.453	streachailt
godless	anger	0.453	gan dia
desist	anger	0.453	scoir
usurped	anger	0.453	usurped
despotism	anger	0.453	despotism
disagreeing	anger	0.453	ag easaontú
bad	anger	0.453	olc
unlawful	anger	0.451	neamhdhleathach
wrongly	anger	0.448	mícheart
repellent	anger	0.442	repellent
dishonor	anger	0.441	easonóir
psychosis	anger	0.441	síocóis
wasted	anger	0.441	amú
wrongful	anger	0.441	mícheart
foe	anger	0.441	namhaid
aversion	anger	0.440	seachrán
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	cnuic
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	sciste
upset	anger	0.439	trína chéile
effigy	anger	0.439	dealbha
punitive	anger	0.439	pionósach
worthless	anger	0.438	gan luach
separatist	anger	0.438	deighilteoir
ransom	anger	0.438	airgead fuascailte
deny	anger	0.438	shéanadh
fugitive	anger	0.438	teifeach
mucked	anger	0.438	báite
abandonment	anger	0.438	tréigean
irritation	anger	0.438	greannú
deleterious	anger	0.438	díobhálach
stupidity	anger	0.438	stuamacht
segregate	anger	0.437	leithigh
oblivion	anger	0.437	dearmad
payback	anger	0.436	aisíocaíocht
incongruous	anger	0.435	dothuigthe
eviction	anger	0.435	díshealbhú
collusion	anger	0.432	claonpháirteachas
rob	anger	0.431	robáil
ravenous	anger	0.429	ravenous
overrun	anger	0.429	dul thar fóir
infidelity	anger	0.429	neamhchreidimh
harbinger	anger	0.426	harbinger
painful	anger	0.426	pianmhar
getoverit	anger	0.426	Gan bacaint le
martial	anger	0.426	comhraic
rejection	anger	0.426	diúltú
incredulous	anger	0.426	dochreidte
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	cosanta
enforce	anger	0.424	fhorfheidhmiú
commotion	anger	0.424	trócaire
censor	anger	0.424	cinsireacht
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	calaoiseach
unsympathetic	anger	0.424	neamhbháúil
fallacious	anger	0.424	fallsa
greed	anger	0.424	saint
defraud	anger	0.424	calaois
banger	anger	0.424	banger
concealment	anger	0.424	ceilt
fuss	anger	0.424	fuadar
exasperation	anger	0.424	exasperation
disobedience	anger	0.424	easumhlaíocht
powerful	anger	0.424	cumhachtach
discontent	anger	0.424	míshástacht
indecency	anger	0.424	mígheanasacht
sedition	anger	0.422	ceannairc
deportation	anger	0.422	díbeartha
cracked	anger	0.422	scáinte
bang	anger	0.422	brag
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	searbhas
cur	anger	0.422	cur
misrepresented	anger	0.422	mífhaisnéis
annoyance	anger	0.422	anachain
scar	anger	0.422	scar
nettle	anger	0.422	neantóg
banishment	anger	0.422	díothú
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	pionta
penetration	anger	0.422	treá
blatant	anger	0.420	follasach
force	anger	0.418	bhfeidhm
perverse	anger	0.415	claon
wring	anger	0.415	sreangán
bastion	anger	0.413	bastion
grim	anger	0.413	gruama
moody	anger	0.412	meabhrach
tiff	anger	0.412	tiff
nothappy	anger	0.412	nothappy
surly	anger	0.412	suarach
sordid	anger	0.412	sordid
hunting	anger	0.411	seilg
indenture	anger	0.410	indenture
forfeit	anger	0.409	fhorghéilleadh
areyoukiddingme	anger	0.409	an bhfuil tú ag mágadh fúm
reproach	anger	0.409	reproach
sham	anger	0.409	sham
awful	anger	0.409	uafásach
compulsion	anger	0.409	éigeantas
implicate	anger	0.409	impleacht
contradict	anger	0.409	contrártha
inept	anger	0.409	inept
supremacy	anger	0.409	ardcheannas
sneak	anger	0.409	slinn
disappoint	anger	0.409	díomá
blockade	anger	0.409	imshuí
detainee	anger	0.409	coinneálaí
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ina luí
rail	anger	0.406	iarnród
forsaken	anger	0.406	thréig
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipathy
wop	anger	0.406	wop
badger	anger	0.406	broc
tremor	anger	0.406	crith
inequality	anger	0.406	éagothroime
delusion	anger	0.406	delusion
unthinkable	anger	0.406	dothuigthe
onerous	anger	0.406	trom
wrongdoing	anger	0.406	éagóir
nuisance	anger	0.406	núis
scrapie	anger	0.406	scráibeach
epidemic	anger	0.406	eipidéim
arguments	anger	0.404	argóintí
affront	anger	0.403	achrann
traumatic	anger	0.402	trámach
sodding	anger	0.400	sladmhargadh
libel	anger	0.400	leabhal
annoys	anger	0.400	ag cur as do
soslow	anger	0.398	chomh mall
watchout	anger	0.398	Bi curamach
frenetic	anger	0.397	frenetic
remiss	anger	0.397	dearmad
barge	anger	0.396	báirse
sue	anger	0.394	agairt
keyed	anger	0.394	eochrach
actionable	anger	0.394	inghníomhaithe
extinguish	anger	0.394	múchadh
fraud	anger	0.394	calaois
untoward	anger	0.394	gan choinne
illegal	anger	0.394	mídhleathach
nag	anger	0.394	ná
boxing	anger	0.394	dornálaíocht
confiscate	anger	0.394	choigistiú
howl	anger	0.394	caoineadh
whatsthepoint	anger	0.394	cén pointe
rabble	anger	0.394	creach
unfriendly	anger	0.394	neamhchairdiúil
disrespect	anger	0.394	easurraim
dangit	anger	0.394	Damnú ar
brimstone	anger	0.392	ruibh
dissolution	anger	0.391	díscaoileadh
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	crith talún
argh	anger	0.391	argh
pique	anger	0.391	pící
recklessness	anger	0.391	meargánta
disagree	anger	0.389	easaontú
lawsuit	anger	0.386	dlígh
disused	anger	0.382	as úsáid
despair	anger	0.382	éadóchas
immorality	anger	0.382	mímhoráltacht
coerce	anger	0.379	comhéigean
firstworldprobs	anger	0.379	probs an chéad domhan
touchy	anger	0.379	tadhlach
pokes	anger	0.379	púcaí
falsification	anger	0.379	fhalsú
rifle	anger	0.379	raidhfil
sizzle	anger	0.379	sizzle
incurable	anger	0.379	do-leigheas
difficulty	anger	0.379	deacracht
sore	anger	0.379	goirt
picket	anger	0.378	picéad
concussion	anger	0.377	concussion
stuckup	anger	0.375	bhfostú suas
militia	anger	0.375	mhílíste
rawr	anger	0.375	amhr
faulty	anger	0.375	lochtach
sly	anger	0.375	glic
disillusionment	anger	0.375	disillusionment
petpeeve	anger	0.375	peasair
pitfall	anger	0.375	gaistí
infantile	anger	0.375	naíonán
pessimism	anger	0.375	pessimism
remand	anger	0.375	athchur
cannon	anger	0.375	gunna
vindicate	anger	0.371	údar
inhibit	anger	0.371	bac
distressing	anger	0.371	cráiteach
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	scitsifréine
skewed	anger	0.368	sceabhach
disreputable	anger	0.368	díchreidmheach
forbidding	anger	0.368	forbid
conquest	anger	0.367	concas
bark	anger	0.365	choirt
leukemia	anger	0.365	leoicéime
disapprove	anger	0.364	easaontas
warrior	anger	0.364	laochra
barks	anger	0.364	coirt
retarded	anger	0.364	retarded
unhappy	anger	0.364	míshásta
burke	anger	0.364	burc
challenge	anger	0.364	dúshlán
belt	anger	0.364	crios
litigate	anger	0.359	dlíthíocht
paucity	anger	0.359	ganntanas
opinionated	anger	0.359	tuairim
disliked	anger	0.359	nár thaitin
aftermath	anger	0.359	tar éis
restriction	anger	0.359	srian
cad	anger	0.359	cad
incompetence	anger	0.359	neamhinniúlacht
loudness	anger	0.359	treise
broken	anger	0.359	briste
polemic	anger	0.359	pailmeach
sectarian	anger	0.359	seicteach
controversial	anger	0.359	conspóideach
interrupting	anger	0.358	ag cur isteach
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	bain
brat	anger	0.351	brat
gruff	anger	0.351	gruaidh
misbehavior	anger	0.351	mí-iompar
scarcity	anger	0.350	ganntanas
losing	anger	0.349	chailleadh
stigma	anger	0.348	stiogma
deserted	anger	0.348	tréigthe
timewasters	anger	0.348	maoir ama
disagreement	anger	0.348	easaontas
defect	anger	0.348	locht
hardened	anger	0.348	cruaite
lie	anger	0.348	bréag
ulcer	anger	0.348	ulcer
retract	anger	0.348	tarraingt siar
untrustworthy	anger	0.348	neamhiontaofa
pest	anger	0.348	lotnaid
disappointed	anger	0.348	díomách
bias	anger	0.345	claonadh
negation	anger	0.344	diúltachas
bothering	anger	0.344	bacach
stripped	anger	0.344	stripped
antisocial	anger	0.344	frithshóisialta
pirate	anger	0.344	bradach
stingy	anger	0.344	stingy
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	neamhiontaofa
shaky	anger	0.344	croitheadh
misleading	anger	0.344	míthreorach
unsettled	anger	0.344	dothuigthe
evade	anger	0.344	imghabháil
anxiety	anger	0.344	imní
disclaim	anger	0.344	séanadh
deterioration	anger	0.344	meath
impotence	anger	0.344	impidheacht
interminable	anger	0.343	eatartha
disease	anger	0.341	galar
meddle	anger	0.341	meirg
warp	anger	0.340	dlúith
averse	anger	0.338	averse
infamous	anger	0.338	míchlúiteach
alcoholism	anger	0.338	alcólacht
row	anger	0.337	as a chéile
staticky	anger	0.336	statach
illegitimate	anger	0.333	neamhdhlisteanach
encumbrance	anger	0.333	eire
witchcraft	anger	0.333	draoidheachta
interrupt	anger	0.333	cur isteach
scorpion	anger	0.333	scairp
ill	anger	0.333	tinn
sinner	anger	0.331	peacach
inconsiderate	anger	0.329	dothuigthe
hulk	anger	0.329	hulc
prohibited	anger	0.328	toirmiscthe
dashed	anger	0.328	briste
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	dícháilithe
spammers	anger	0.328	spammers
phony	anger	0.328	fhóin
tighten	anger	0.328	níos doichte
dislocated	anger	0.328	dislocated
scapegoat	anger	0.328	gabhar scape
victim	anger	0.328	íospartach
opponent	anger	0.328	comhraic
hiss	anger	0.328	hiss
crusade	anger	0.328	crusade
grumpy	anger	0.328	grumpy
resisting	anger	0.328	fhriotú
inappropriate	anger	0.324	míchuí
haye	anger	0.324	féir
loss	anger	0.324	caillteanas
trickery	anger	0.324	cleasaíocht
eschew	anger	0.324	easc
neglected	anger	0.324	faillí
canker	anger	0.323	cancair
muff	anger	0.318	muff
crunch	anger	0.318	géarchor
duplicity	anger	0.318	dúbailt
criticism	anger	0.318	cáineadh
queues	anger	0.318	scuainí
shriek	anger	0.316	shriek
depreciate	anger	0.315	dímheas
dismissal	anger	0.312	dífhostú
chaff	anger	0.312	chaff
dramaqueen	anger	0.312	drámadóir
poverty	anger	0.312	bochtaineacht
carelessness	anger	0.312	míchúramach
deflate	anger	0.312	díbhoilsciú
dumps	anger	0.312	dumpaí
dupe	anger	0.312	dupe
mortality	anger	0.312	mortlaíocht
revving	anger	0.309	revving
disallowed	anger	0.308	dícheadaithe
boisterous	anger	0.307	borb
thoughtless	anger	0.307	gan smaoineamh
burial	anger	0.304	adhlacadh
wince	anger	0.303	wince
theocratic	anger	0.303	theocratic
sullen	anger	0.303	suileann
involution	anger	0.300	involution
misuse	anger	0.297	mí-úsáid
taxed	anger	0.297	cáin
senseless	anger	0.297	gan chiall
talons	anger	0.297	spoir
stalemate	anger	0.297	leamhsháinn
getyourown	anger	0.297	bainigí as
hoax	anger	0.297	hoax
depreciated	anger	0.297	dímheasta
depressed	anger	0.297	dubhach
wasteful	anger	0.297	cur amú
paralysis	anger	0.295	pairilis
displaced	anger	0.294	easáitithe
limited	anger	0.292	teoranta
disapointment	anger	0.290	díomá
orc	anger	0.289	orc
ridiculous	anger	0.289	ridiciúil
homeless	anger	0.288	gan dídean
spine	anger	0.288	spine
teasing	anger	0.288	ag spochadh
presumptuous	anger	0.288	toimhdeach
react	anger	0.288	imoibríonn
sharpen	anger	0.288	géaraigh
barrier	anger	0.287	bacainn
hoot	anger	0.287	hoot
twitchy	anger	0.287	corrach
myopia	anger	0.283	mióifia
flexin	anger	0.281	fleiscín
lagging	anger	0.281	tite
contraband	anger	0.281	contrabhanna
incompatible	anger	0.281	neamh-chomhoiriúnach
shiver	anger	0.281	crith
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	dícheanglaíonn
delinquent	anger	0.281	delinquent
restitution	anger	0.281	aiseag
foray	anger	0.279	creach
troll	anger	0.279	troll
unfairness	anger	0.279	éagothroime
buffering	anger	0.279	maolán
noncompliance	anger	0.279	neamhchomhlíonadh
nether	anger	0.278	ísle
bogus	anger	0.273	bréagach
immaturity	anger	0.273	neamhaibíocht
uncaring	anger	0.273	uncaring
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisteas
shock	anger	0.269	turraing
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	nóta maidin duine
feminism	anger	0.266	feimineachas
inoperative	anger	0.266	neamhoibríoch
bear	anger	0.266	béar
inconvenient	anger	0.266	deacair
latent	anger	0.266	Folaigh
defendant	anger	0.266	cosantóir
nopoint	anger	0.266	nopoint
rapping	anger	0.266	ag rapaireacht
pry	anger	0.266	prionsa
quandary	anger	0.266	quandary
interrupts	anger	0.265	idirbhriseadh
fluctuation	anger	0.265	luaineacht
exaggerate	anger	0.263	áibhéil
lose	anger	0.261	chailleadh
patter	anger	0.258	patrún
furnace	anger	0.258	foirnéis
stone	anger	0.258	cloch
tease	anger	0.258	teascadh
shoplifting	anger	0.258	siopadoireacht
soldier	anger	0.258	saighdiúir
incompetent	anger	0.257	neamhinnil
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	roicéad
skid	anger	0.250	sciorr
noisy	anger	0.250	nois
notoriety	anger	0.250	clú
cane	anger	0.250	cána
unfollow	anger	0.250	dílean
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	cuardaitheoir aire
mastery	anger	0.250	máistreacht
socialist	anger	0.250	sóisialach
falsehood	anger	0.250	bréag
complicate	anger	0.250	casta
lawyer	anger	0.250	dlíodóir
untrue	anger	0.250	bréagach
nonsense	anger	0.250	nonsense
pouting	anger	0.250	ag pouting
witch	anger	0.242	cailleach
detract	anger	0.242	baint
obstacle	anger	0.242	bac
halter	anger	0.242	stad
fenced	anger	0.242	fál
capslock	anger	0.242	glas caipín
dontunderstand	anger	0.242	nach dtuigeann
vampire	anger	0.242	vaimpír
ringer	anger	0.242	fáinneoir
frowning	anger	0.239	ruaig
saber	anger	0.238	sabre
hunger	anger	0.235	ocras
shell	anger	0.234	sliogán
wokemeup	anger	0.234	dúiseacht
recession	anger	0.234	cúlú
failing	anger	0.234	ag teip
dabbling	anger	0.234	dabbling
politics	anger	0.234	polaitíocht
lava	anger	0.234	laibhe
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	imtryingtosleep
tariff	anger	0.234	taraif
undesirable	anger	0.231	neamh-inmhianaithe
darkness	anger	0.227	dorchadas
versus	anger	0.227	in aghaidh
copycat	anger	0.227	cóipchait
resign	anger	0.227	éirí as
soaked	anger	0.226	sáithithe
unfulfilled	anger	0.225	neamhchomhlíonta
abandoned	anger	0.222	tréigthe
unattainable	anger	0.221	dosháraithe
owing	anger	0.221	dlite
bankruptcy	anger	0.221	féimheacht
misconception	anger	0.219	míthuiscint
tool	anger	0.219	uirlis
warden	anger	0.219	maor
compress	anger	0.219	comhbhrú
mosquito	anger	0.219	mosquito
whiny	anger	0.219	ciaptha
somethingigetalot	anger	0.219	rudigeatalot
confusion	anger	0.219	mearbhall
unhelpful	anger	0.219	gan chabhair
twitching	anger	0.219	ag casadh
nosey	anger	0.213	suarach
overpriced	anger	0.212	róphraghas
adder	anger	0.212	nathair
harry	anger	0.212	harry
shortage	anger	0.212	ganntanas
melodrama	anger	0.212	melodrama
possession	anger	0.206	seilbh
desert	anger	0.206	fásach
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	gan phá
powerless	anger	0.203	gan chumhacht
sentence	anger	0.203	abairt
inefficient	anger	0.203	neamhéifeachtach
arraignment	anger	0.203	socrú
pout	anger	0.203	pout
unlucky	anger	0.203	mí-ádh
rook	anger	0.203	roc
backbone	anger	0.203	cnámh droma
uninvited	anger	0.203	gan chuireadh
court	anger	0.199	cúirt
endless	anger	0.198	gan deireadh
adverts	anger	0.197	fógraí
distracted	anger	0.197	distracted
delay	anger	0.197	moill
misstatement	anger	0.197	míráiteas
misunderstanding	anger	0.195	míthuiscint
inadmissible	anger	0.191	neamh-inghlactha
excite	anger	0.191	sceitimíní
lightning	anger	0.189	tintreach
preclude	anger	0.188	cosc
mournful	anger	0.188	caoineadh
insecure	anger	0.188	neamhchinnte
incase	anger	0.188	i gcás
mutter	anger	0.182	mutter
pare	anger	0.182	par
rating	anger	0.182	rátáil
claimant	anger	0.182	éilitheoir
insist	anger	0.182	seasann
mistress	anger	0.182	máistreás
distracting	anger	0.182	ag seachrán
opium	anger	0.180	codlaidín
deserve	anger	0.176	tuillte
willful	anger	0.176	toiliúil
treat	anger	0.175	chóireáil
insists	anger	0.175	áitíonn
excitation	anger	0.172	excitation
mighty	anger	0.172	cumhachtach
liberate	anger	0.172	shaoradh
indecisive	anger	0.172	neamhchinntitheach
hormonal	anger	0.172	hormónach
peice	anger	0.172	peice
gibberish	anger	0.172	gibéir
misplace	anger	0.172	amú
fee	anger	0.172	táille
thanksalot	anger	0.172	go raibh míle maith agat
fleece	anger	0.172	lomra
yelp	anger	0.168	yelp
mule	anger	0.167	muile
unequal	anger	0.167	éagothrom
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	margaireacht
insufficiency	anger	0.167	neamhdhóthanacht
insignificant	anger	0.167	neamhshuntasach
attentionseekers	anger	0.163	cuardaitheoirí aire
coop	anger	0.156	coop
rheumatism	anger	0.156	scoilteacha
forearm	anger	0.156	forearm
indifference	anger	0.156	neamhshuim
underpaid	anger	0.152	ganníocaíocht
involvement	anger	0.152	rannpháirtíocht
justthebeginning	anger	0.152	díreach an tús
disinformation	anger	0.152	dífhaisnéis
uncertain	anger	0.152	neamhchinnte
bee	anger	0.152	beacha
attorney	anger	0.152	aturnae
pretending	anger	0.152	ag ligean air
campaigning	anger	0.151	feachtasaíochta
hopelessness	anger	0.149	gan dóchas
feeling	anger	0.147	mothú
legalized	anger	0.145	dleathach
caution	anger	0.145	rabhadh
sterling	anger	0.141	steirling
morals	anger	0.141	mhoráltacht
subsidy	anger	0.141	fóirdheontas
obliging	anger	0.141	oibleagáid
wimpy	anger	0.140	wimpy
bummer	anger	0.139	tuairteora
saloon	anger	0.136	salún
blemish	anger	0.136	blemish
misspell	anger	0.136	mislitrithe
repay	anger	0.136	aisíoc
surcharge	anger	0.136	formhuirear
geez	anger	0.136	geez
birch	anger	0.135	beithe
noob	anger	0.133	noob
honk	anger	0.133	honc
orchestra	anger	0.132	ceolfhoirne
wireless	anger	0.125	Gan sreang
competitive	anger	0.125	iomaíoch
standstill	anger	0.125	gan stad
inattention	anger	0.121	neamhaire
reversal	anger	0.121	aisiompú
lace	anger	0.118	lása
elbow	anger	0.117	uillinn
instinctive	anger	0.112	instinct
chant	anger	0.111	cantaireacht
gnome	anger	0.109	gnome
lonely	anger	0.109	uaigneach
tolerate	anger	0.106	fhulaingt
management	anger	0.102	bainistíochta
advocacy	anger	0.100	Abhcóideacht
moral	anger	0.094	morálta
roadworks	anger	0.091	oibreacha bóthair
honest	anger	0.087	macánta
gent	anger	0.076	uasal
forgetful	anger	0.076	dearmadach
liquor	anger	0.075	meisciúla
money	anger	0.074	airgead
hood	anger	0.071	cochall
curriculum	anger	0.063	curaclam
words	anger	0.062	focail
smell	anger	0.061	boladh
playful	anger	0.061	spraíúil
opera	anger	0.061	ceoldráma
elf	anger	0.061	elf
nurture	anger	0.059	chothú
trumpet	anger	0.059	trumpa
counsellor	anger	0.059	comhairleoir
asleeep	anger	0.059	ina chodladh
birthplace	anger	0.051	áit bhreithe
ribbon	anger	0.047	ribín
youth	anger	0.045	óige
vote	anger	0.045	vóta
cash	anger	0.039	airgead
wannasleep	anger	0.031	ag iarraidh codladh
waffle	anger	0.030	waffle
dame	anger	0.030	dam
buffet	anger	0.029	buifé
celebrity	anger	0.026	cáil
sisterhood	anger	0.015	deirfiúrachas
autocorrect	anger	0.015	uathcheart
musical	anger	0.011	ceolmhar
tree	anger	0.000	crann
anticipation	anticipation	0.859	oirchill
excited	anticipation	0.859	ar bís
