English Word	Emotion	Emotion-Intensity-Score	Filipino Word
armament	anger	0.470	armament
thump	anger	0.469	kabog
dislike	anger	0.469	ayaw
steal	anger	0.469	magnakaw
backoff	anger	0.469	lumayo ka
stifled	anger	0.469	pinipigilan
incite	anger	0.469	mag-udyok
distress	anger	0.469	pagkabalisa
angermanagement	anger	0.469	pamamahala ng galit
selfish	anger	0.469	makasarili
injury	anger	0.469	pinsala
exile	anger	0.469	pagpapatapon
insanity	anger	0.469	pagkabaliw
offense	anger	0.469	pagkakasala
objection	anger	0.469	pagtutol
smother	anger	0.469	puksain
disruption	anger	0.469	pagkagambala
intolerance	anger	0.469	hindi pagpaparaan
disobey	anger	0.469	sumuway
selfishness	anger	0.469	pagiging makasarili
recidivism	anger	0.469	recidivism
subversive	anger	0.469	subersibo
huff	anger	0.469	huff
plunder	anger	0.469	pandarambong
opposition	anger	0.469	pagsalungat
complain	anger	0.469	magreklamo
perpetrator	anger	0.469	salarin
simmer	anger	0.469	kumulo
areyoukidding	anger	0.468	nagbibiro ka ba
mug	anger	0.467	tabo
agony	anger	0.465	paghihirap
arrogant	anger	0.461	mayabang
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	pag-aalis
picketing	anger	0.456	pagpicket
haughty	anger	0.456	mayabang
grated	anger	0.455	gadgad
flagrant	anger	0.455	garapal
busted	anger	0.455	busted
crabby	anger	0.455	crabby
dying	anger	0.455	namamatay
idiocy	anger	0.455	katangahan
impermeable	anger	0.455	hindi natatagusan
stubbed	anger	0.455	stubbed
illegality	anger	0.455	pagiging ilegal
veto	anger	0.455	beto
constraint	anger	0.455	paghihigpit
mislead	anger	0.455	iligaw
illicit	anger	0.455	bawal
troublesome	anger	0.455	magulo
clamor	anger	0.455	hiyawan
bayonet	anger	0.453	bayoneta
suppress	anger	0.453	sugpuin
intense	anger	0.453	matindi
displeased	anger	0.453	hindi nasisiyahan
disapproving	anger	0.453	hindi sumasang-ayon
hysterical	anger	0.453	hysterical
struggle	anger	0.453	pakikibaka
godless	anger	0.453	walang diyos
desist	anger	0.453	huminto
usurped	anger	0.453	inagaw
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	hindi sumasang-ayon
bad	anger	0.453	masama
unlawful	anger	0.451	labag sa batas
wrongly	anger	0.448	mali
repellent	anger	0.442	panlaban
dishonor	anger	0.441	kahihiyan
psychosis	anger	0.441	sakit sa isip
wasted	anger	0.441	nasayang
wrongful	anger	0.441	mali
foe	anger	0.441	kalaban
aversion	anger	0.440	pag-ayaw
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	buko
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schism
upset	anger	0.439	masama ang loob
effigy	anger	0.439	effigy
punitive	anger	0.439	nagpaparusa
worthless	anger	0.438	walang kwenta
separatist	anger	0.438	separatista
ransom	anger	0.438	pantubos
deny	anger	0.438	tanggihan
fugitive	anger	0.438	takas
mucked	anger	0.438	namumula
abandonment	anger	0.438	pag-abandona
irritation	anger	0.438	pangangati
deleterious	anger	0.438	nakakasira
stupidity	anger	0.438	katangahan
segregate	anger	0.437	paghiwalayin
oblivion	anger	0.437	pagkalimot
payback	anger	0.436	payback
incongruous	anger	0.435	hindi bagay
eviction	anger	0.435	pagpapaalis
collusion	anger	0.432	sabwatan
rob	anger	0.431	magnanakaw
ravenous	anger	0.429	gutom na gutom
overrun	anger	0.429	lumusob
infidelity	anger	0.429	pagtataksil
harbinger	anger	0.426	tagapagbalita
painful	anger	0.426	masakit
getoverit	anger	0.426	getoverit
martial	anger	0.426	martial
rejection	anger	0.426	pagtanggi
incredulous	anger	0.426	hindi makapaniwala
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	pagtatanggol
enforce	anger	0.424	ipatupad
commotion	anger	0.424	kaguluhan
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	mapanlinlang
unsympathetic	anger	0.424	hindi nakikiramay
fallacious	anger	0.424	maling akala
greed	anger	0.424	kasakiman
defraud	anger	0.424	panloloko
banger	anger	0.424	banger
concealment	anger	0.424	pagtatago
fuss	anger	0.424	gulo
exasperation	anger	0.424	pagkagalit
disobedience	anger	0.424	pagsuway
powerful	anger	0.424	makapangyarihan
discontent	anger	0.424	kawalang-kasiyahan
indecency	anger	0.424	kawalanghiyaan
sedition	anger	0.422	sedisyon
deportation	anger	0.422	pagpapatapon
cracked	anger	0.422	basag
bang	anger	0.422	putok
barb	anger	0.422	barb
duel	anger	0.422	tunggalian
sarcasm	anger	0.422	uyam
cur	anger	0.422	cur
misrepresented	anger	0.422	mali ang pagkatawan
annoyance	anger	0.422	inis
scar	anger	0.422	peklat
nettle	anger	0.422	kulitis
banishment	anger	0.422	pagpapatapon
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	bilangguan
penetration	anger	0.422	pagtagos
blatant	anger	0.420	lantaran
force	anger	0.418	puwersa
perverse	anger	0.415	baliw
wring	anger	0.415	pigain
bastion	anger	0.413	balwarte
grim	anger	0.413	malupit
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	hindi masaya
surly	anger	0.412	masungit
sordid	anger	0.412	karumaldumal
hunting	anger	0.411	pangangaso
indenture	anger	0.410	indenture
forfeit	anger	0.409	mawala
areyoukiddingme	anger	0.409	niloloko mo ba ako
reproach	anger	0.409	paninisi
sham	anger	0.409	pagkukunwari
awful	anger	0.409	kakila-kilabot
compulsion	anger	0.409	pamimilit
implicate	anger	0.409	isangkot
contradict	anger	0.409	sumalungat
inept	anger	0.409	walang kakayahan
supremacy	anger	0.409	pangingibabaw
sneak	anger	0.409	palusot
disappoint	anger	0.409	mabigo
blockade	anger	0.409	blockade
detainee	anger	0.409	nakakulong
cantwin	anger	0.409	cantwin
squelch	anger	0.409	pawiin
lying	anger	0.408	nagsisinungaling
rail	anger	0.406	riles
forsaken	anger	0.406	pinabayaan
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipatiya
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	panginginig
inequality	anger	0.406	hindi pagkakapantay-pantay
delusion	anger	0.406	maling akala
unthinkable	anger	0.406	hindi maisip
onerous	anger	0.406	mabigat
wrongdoing	anger	0.406	maling gawain
nuisance	anger	0.406	istorbo
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemya
arguments	anger	0.404	mga argumento
affront	anger	0.403	pagsuway
traumatic	anger	0.402	traumatiko
sodding	anger	0.400	sodding
libel	anger	0.400	libelo
annoys	anger	0.400	nakakainis
soslow	anger	0.398	ang bagal
watchout	anger	0.398	Tingnan mo
frenetic	anger	0.397	mabalisa
remiss	anger	0.397	pabaya
barge	anger	0.396	barge
sue	anger	0.394	magdemanda
keyed	anger	0.394	nakasusi
actionable	anger	0.394	naaaksyunan
extinguish	anger	0.394	patayin
fraud	anger	0.394	panloloko
untoward	anger	0.394	masama
illegal	anger	0.394	ilegal
nag	anger	0.394	nag
boxing	anger	0.394	boxing
confiscate	anger	0.394	kumpiskahin
howl	anger	0.394	humagulgol
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	nagkakagulo
unfriendly	anger	0.394	hindi palakaibigan
disrespect	anger	0.394	kawalang galang
dangit	anger	0.394	buwisit
brimstone	anger	0.392	asupre
dissolution	anger	0.391	pagkalusaw
rigged	anger	0.391	niligpit
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	lindol
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	kawalang-ingat
disagree	anger	0.389	hindi sumasang-ayon
lawsuit	anger	0.386	kaso
disused	anger	0.382	hindi na ginagamit
despair	anger	0.382	kawalan ng pag-asa
immorality	anger	0.382	imoralidad
coerce	anger	0.379	pilitin
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	mga sundot
falsification	anger	0.379	palsipikasyon
rifle	anger	0.379	riple
sizzle	anger	0.379	sumirit
incurable	anger	0.379	walang lunas
difficulty	anger	0.379	kahirapan
sore	anger	0.379	sugat
picket	anger	0.378	piket
concussion	anger	0.377	pagkakalog
stuckup	anger	0.375	stuckup
militia	anger	0.375	milisya
rawr	anger	0.375	rawr
faulty	anger	0.375	may sira
sly	anger	0.375	palihim
disillusionment	anger	0.375	pagkabigo
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	patibong
infantile	anger	0.375	bata pa
pessimism	anger	0.375	pesimismo
remand	anger	0.375	remand
cannon	anger	0.375	kanyon
vindicate	anger	0.371	ipagtanggol
inhibit	anger	0.371	pagbawalan
distressing	anger	0.371	nakababalisa
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	nakahilig
disreputable	anger	0.368	hindi kapani-paniwala
forbidding	anger	0.368	nagbabawal
conquest	anger	0.367	pananakop
bark	anger	0.365	tumahol
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	hindi aprubahan
warrior	anger	0.364	mandirigma
barks	anger	0.364	tumahol
retarded	anger	0.364	may kapansanan
unhappy	anger	0.364	hindi masaya
burke	anger	0.364	burke
challenge	anger	0.364	hamon
belt	anger	0.364	sinturon
litigate	anger	0.359	litisin
paucity	anger	0.359	kakulangan
opinionated	anger	0.359	may opinyon
disliked	anger	0.359	hindi nagustuhan
aftermath	anger	0.359	resulta
restriction	anger	0.359	paghihigpit
cad	anger	0.359	cad
incompetence	anger	0.359	kawalan ng kakayahan
loudness	anger	0.359	lakas ng tunog
broken	anger	0.359	sira
polemic	anger	0.359	polemic
sectarian	anger	0.359	sektaryan
controversial	anger	0.359	kontrobersyal
interrupting	anger	0.358	nakakaabala
fussy	anger	0.357	makulit
wench	anger	0.353	babae
remove	anger	0.351	tanggalin
brat	anger	0.351	brat
gruff	anger	0.351	masungit
misbehavior	anger	0.351	masamang ugali
scarcity	anger	0.350	kakapusan
losing	anger	0.349	natatalo
stigma	anger	0.348	stigma
deserted	anger	0.348	desyerto
timewasters	anger	0.348	pangwaldas-oras
disagreement	anger	0.348	hindi pagkakasundo
defect	anger	0.348	depekto
hardened	anger	0.348	tumigas
lie	anger	0.348	kasinungalingan
ulcer	anger	0.348	ulser
retract	anger	0.348	bawiin
untrustworthy	anger	0.348	hindi mapagkakatiwalaan
pest	anger	0.348	peste
disappointed	anger	0.348	nabigo
bias	anger	0.345	pagkiling
negation	anger	0.344	negasyon
bothering	anger	0.344	Iniistorbo
stripped	anger	0.344	hinubaran
antisocial	anger	0.344	antisosyal
pirate	anger	0.344	pirata
stingy	anger	0.344	kuripot
shoddy	anger	0.344	kawawa
unreliable	anger	0.344	hindi mapagkakatiwalaan
shaky	anger	0.344	nanginginig
misleading	anger	0.344	nakaliligaw
unsettled	anger	0.344	hindi maayos
evade	anger	0.344	umiwas
anxiety	anger	0.344	pagkabalisa
disclaim	anger	0.344	disclaim
deterioration	anger	0.344	pagkasira
impotence	anger	0.344	kawalan ng lakas
interminable	anger	0.343	walang katapusan
disease	anger	0.341	sakit
meddle	anger	0.341	makialam
warp	anger	0.340	warp
averse	anger	0.338	tumanggi
infamous	anger	0.338	kasumpa-sumpa
alcoholism	anger	0.338	alkoholismo
row	anger	0.337	hilera
staticky	anger	0.336	staticky
illegitimate	anger	0.333	hindi lehitimo
encumbrance	anger	0.333	encumbrance
witchcraft	anger	0.333	pangkukulam
interrupt	anger	0.333	humarang
scorpion	anger	0.333	alakdan
ill	anger	0.333	may sakit
sinner	anger	0.331	makasalanan
inconsiderate	anger	0.329	walang konsiderasyon
hulk	anger	0.329	malaking bagay
prohibited	anger	0.328	bawal
dashed	anger	0.328	putol-putol
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	disqualified
spammers	anger	0.328	mga spammer
phony	anger	0.328	huwad
tighten	anger	0.328	higpitan
dislocated	anger	0.328	na-dislocate
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	biktima
opponent	anger	0.328	kalaban
hiss	anger	0.328	sumisitsit
crusade	anger	0.328	krusada
grumpy	anger	0.328	masungit
resisting	anger	0.328	lumalaban
inappropriate	anger	0.324	hindi naaangkop
haye	anger	0.324	haye
loss	anger	0.324	pagkawala
trickery	anger	0.324	panlilinlang
eschew	anger	0.324	umiwas
neglected	anger	0.324	napabayaan
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	langutngot
duplicity	anger	0.318	pandaraya
criticism	anger	0.318	pagpuna
queues	anger	0.318	mga pila
shriek	anger	0.316	sigaw
depreciate	anger	0.315	bumaba ang halaga
dismissal	anger	0.312	pagpapaalis
chaff	anger	0.312	ipa
dramaqueen	anger	0.312	drama Queen
poverty	anger	0.312	kahirapan
carelessness	anger	0.312	kawalang-ingat
deflate	anger	0.312	deflate
dumps	anger	0.312	mga tambakan
dupe	anger	0.312	lokohin
mortality	anger	0.312	mortalidad
revving	anger	0.309	revving
disallowed	anger	0.308	hindi pinayagan
boisterous	anger	0.307	maingay
thoughtless	anger	0.307	walang iniisip
burial	anger	0.304	libing
wince	anger	0.303	ngiwi
theocratic	anger	0.303	teokratiko
sullen	anger	0.303	nagtatampo
involution	anger	0.300	involution
misuse	anger	0.297	maling paggamit
taxed	anger	0.297	binubuwisan
senseless	anger	0.297	walang sense
talons	anger	0.297	mga talon
stalemate	anger	0.297	pagkapatas
getyourown	anger	0.297	getyourown
hoax	anger	0.297	panloloko
depreciated	anger	0.297	depreciated
depressed	anger	0.297	nalulumbay
wasteful	anger	0.297	aksayado
paralysis	anger	0.295	paralisis
displaced	anger	0.294	displaced
limited	anger	0.292	limitado
disapointment	anger	0.290	pagkadismaya
orc	anger	0.289	orc
ridiculous	anger	0.289	katawa-tawa
homeless	anger	0.288	walang tirahan
spine	anger	0.288	gulugod
teasing	anger	0.288	panunukso
presumptuous	anger	0.288	mapangahas
react	anger	0.288	gumanti
sharpen	anger	0.288	patalasin
barrier	anger	0.287	harang
hoot	anger	0.287	hoot
twitchy	anger	0.287	nanginginig
myopia	anger	0.283	mahinang paningin sa malayo
flexin	anger	0.281	flexin
lagging	anger	0.281	nahuhuli
contraband	anger	0.281	kontrabando
incompatible	anger	0.281	hindi magkatugma
shiver	anger	0.281	nanginginig
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	dinidiskonekta
delinquent	anger	0.281	delingkwente
restitution	anger	0.281	pagsasauli
foray	anger	0.279	pandarambong
troll	anger	0.279	troll
unfairness	anger	0.279	infairness
buffering	anger	0.279	buffering
noncompliance	anger	0.279	hindi pagsunod
nether	anger	0.278	nether
bogus	anger	0.273	huwad
immaturity	anger	0.273	immaturity
uncaring	anger	0.273	walang pakialam
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	pagkabigla
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismo
inoperative	anger	0.266	hindi gumagana
bear	anger	0.266	oso
inconvenient	anger	0.266	panggulo
latent	anger	0.266	tago
defendant	anger	0.266	nasasakdal
nopoint	anger	0.266	walang punto
rapping	anger	0.266	nagra-rap
pry	anger	0.266	sikmurain
quandary	anger	0.266	pagkabalisa
interrupts	anger	0.265	nakakagambala
fluctuation	anger	0.265	pagbabagu-bago
exaggerate	anger	0.263	magpalabis
lose	anger	0.261	mawala
patter	anger	0.258	patter
furnace	anger	0.258	pugon
stone	anger	0.258	bato
tease	anger	0.258	panunukso
shoplifting	anger	0.258	pagnanakaw ng tindahan
soldier	anger	0.258	sundalo
incompetent	anger	0.257	walang kakayahan
indoctrination	anger	0.255	indoktrinasyon
rocket	anger	0.250	rocket
skid	anger	0.250	magpadulas
noisy	anger	0.250	maingay
notoriety	anger	0.250	kasikatan
cane	anger	0.250	tungkod
unfollow	anger	0.250	unfollow
tripping	anger	0.250	pagtripan
attentionseeker	anger	0.250	papansin
mastery	anger	0.250	pagwawagi
socialist	anger	0.250	sosyalista
falsehood	anger	0.250	kasinungalingan
complicate	anger	0.250	kumplikado
lawyer	anger	0.250	abogado
untrue	anger	0.250	hindi totoo
nonsense	anger	0.250	kalokohan
pouting	anger	0.250	nag pout
witch	anger	0.242	mangkukulam
detract	anger	0.242	bawasan
obstacle	anger	0.242	balakid
halter	anger	0.242	halter
fenced	anger	0.242	nabakuran
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	hindi maintindihan
vampire	anger	0.242	bampira
ringer	anger	0.242	ringer
frowning	anger	0.239	nakasimangot
saber	anger	0.238	sabre
hunger	anger	0.235	gutom
shell	anger	0.234	kabibi
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	recession
failing	anger	0.234	nabigo
dabbling	anger	0.234	nagdadaldalan
politics	anger	0.234	pulitika
lava	anger	0.234	lava
rascal	anger	0.234	bastos
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	taripa
undesirable	anger	0.231	hindi kanais-nais
darkness	anger	0.227	kadiliman
versus	anger	0.227	laban sa
copycat	anger	0.227	copycat
resign	anger	0.227	magbitiw
soaked	anger	0.226	basang-basa
unfulfilled	anger	0.225	hindi natupad
abandoned	anger	0.222	inabandona
unattainable	anger	0.221	hindi maabot
owing	anger	0.221	utang
bankruptcy	anger	0.221	bangkarota
misconception	anger	0.219	maling akala
tool	anger	0.219	kasangkapan
warden	anger	0.219	warden
compress	anger	0.219	compress
mosquito	anger	0.219	lamok
whiny	anger	0.219	angal
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	pagkalito
unhelpful	anger	0.219	hindi nakakatulong
twitching	anger	0.219	kumikibot
nosey	anger	0.213	maingay
overpriced	anger	0.212	sobrang presyo
adder	anger	0.212	pandagdag
harry	anger	0.212	harry
shortage	anger	0.212	kakapusan
melodrama	anger	0.212	melodrama
possession	anger	0.206	pagmamay-ari
desert	anger	0.206	disyerto
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	walang bayad
powerless	anger	0.203	walang kapangyarihan
sentence	anger	0.203	pangungusap
inefficient	anger	0.203	hindi mabisa
arraignment	anger	0.203	arraignment
pout	anger	0.203	ngumuso
unlucky	anger	0.203	malas
rook	anger	0.203	rook
backbone	anger	0.203	gulugod
uninvited	anger	0.203	hindi imbitado
court	anger	0.199	hukuman
endless	anger	0.198	walang katapusan
adverts	anger	0.197	mga patalastas
distracted	anger	0.197	ginulo
delay	anger	0.197	pagkaantala
misstatement	anger	0.197	maling pahayag
misunderstanding	anger	0.195	hindi pagkakaunawaan
inadmissible	anger	0.191	hindi tinatanggap
excite	anger	0.191	excite
lightning	anger	0.189	kidlat
preclude	anger	0.188	hadlangan
mournful	anger	0.188	malungkot
insecure	anger	0.188	insecure
incase	anger	0.188	kung sakali
mutter	anger	0.182	ungol
pare	anger	0.182	pare
rating	anger	0.182	marka
claimant	anger	0.182	naghahabol
insist	anger	0.182	ipilit
mistress	anger	0.182	ginang
distracting	anger	0.182	nakakagambala
opium	anger	0.180	opyo
deserve	anger	0.176	nararapat
willful	anger	0.176	sinasadya
treat	anger	0.175	gamutin
insists	anger	0.175	giit
excitation	anger	0.172	kaguluhan
mighty	anger	0.172	makapangyarihan
liberate	anger	0.172	palayain
indecisive	anger	0.172	walang katiyakan
hormonal	anger	0.172	hormonal
peice	anger	0.172	piraso
gibberish	anger	0.172	walang kwenta
misplace	anger	0.172	maling lugar
fee	anger	0.172	bayad
thanksalot	anger	0.172	maraming salamat
fleece	anger	0.172	balahibo ng tupa
yelp	anger	0.168	sumigaw
mule	anger	0.167	mola
unequal	anger	0.167	hindi pantay
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	pakikipagkasundo
insufficiency	anger	0.167	kakulangan
insignificant	anger	0.167	hindi gaanong mahalaga
attentionseekers	anger	0.163	papansin
coop	anger	0.156	kulungan
rheumatism	anger	0.156	rayuma
forearm	anger	0.156	bisig
indifference	anger	0.156	pagwawalang bahala
underpaid	anger	0.152	kulang ang bayad
involvement	anger	0.152	paglahok
justthebeginning	anger	0.152	Umpisa pa lang
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	hindi sigurado
bee	anger	0.152	bubuyog
attorney	anger	0.152	abogado
pretending	anger	0.152	nagpapanggap
campaigning	anger	0.151	pangangampanya
hopelessness	anger	0.149	kawalan ng pag-asa
feeling	anger	0.147	pakiramdam
legalized	anger	0.145	ginawang legal
caution	anger	0.145	pag-iingat
sterling	anger	0.141	esterlina
morals	anger	0.141	moral
subsidy	anger	0.141	subsidyo
obliging	anger	0.141	nagpapautang
wimpy	anger	0.140	makulit
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	dungis
misspell	anger	0.136	maling spell
repay	anger	0.136	bayaran
surcharge	anger	0.136	patong na singil
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	bumusina
orchestra	anger	0.132	orkestra
wireless	anger	0.125	wireless
competitive	anger	0.125	mapagkumpitensya
standstill	anger	0.125	huminto
inattention	anger	0.121	kawalan ng pansin
reversal	anger	0.121	baligtad
lace	anger	0.118	puntas
elbow	anger	0.117	siko
instinctive	anger	0.112	likas
chant	anger	0.111	umawit
gnome	anger	0.109	gnome
lonely	anger	0.109	nag-iisa
tolerate	anger	0.106	magparaya
management	anger	0.102	pamamahala
advocacy	anger	0.100	adbokasiya
moral	anger	0.094	moral
roadworks	anger	0.091	mga gawaing kalsada
