English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
dying	anger	0.455	mortante
idiocy	anger	0.455	idioteco
impermeable	anger	0.455	nepenetrebla
stubbed	anger	0.455	stumpita
illegality	anger	0.455	kontraŭleĝeco
veto	anger	0.455	vetoo
constraint	anger	0.455	limigo
mislead	anger	0.455	erarigi
illicit	anger	0.455	kontraŭleĝa
troublesome	anger	0.455	ĝena
clamor	anger	0.455	krio
bayonet	anger	0.453	bajoneto
suppress	anger	0.453	subpremi
intense	anger	0.453	intensa
displeased	anger	0.453	malkontenta
disapproving	anger	0.453	malaprobante
hysterical	anger	0.453	histeria
struggle	anger	0.453	lukti
godless	anger	0.453	sendiaj
desist	anger	0.453	rezigni
usurped	anger	0.453	uzurpis
despotism	anger	0.453	despotismo
disagreeing	anger	0.453	malkonsentas
bad	anger	0.453	malbona
unlawful	anger	0.451	kontraŭleĝa
wrongly	anger	0.448	malprave
repellent	anger	0.442	forpuŝrimedo
dishonor	anger	0.441	malhonoro
psychosis	anger	0.441	psikozo
wasted	anger	0.441	malŝparita
wrongful	anger	0.441	maljusta
foe	anger	0.441	malamiko
aversion	anger	0.440	malemo
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuketojn
ultimatum	anger	0.439	ultimato
schism	anger	0.439	skismo
upset	anger	0.439	ĉagrenita
effigy	anger	0.439	kopifiguro
punitive	anger	0.439	puna
worthless	anger	0.438	senvalora
separatist	anger	0.438	separatisto
ransom	anger	0.438	elaĉetomono
deny	anger	0.438	nei
fugitive	anger	0.438	fuĝanto
mucked	anger	0.438	mukita
abandonment	anger	0.438	forlaso
irritation	anger	0.438	kolero
deleterious	anger	0.438	malutila
stupidity	anger	0.438	stulteco
segregate	anger	0.437	apartigi
oblivion	anger	0.437	forgeso
payback	anger	0.436	repago
incongruous	anger	0.435	malkongrua
eviction	anger	0.435	eldomigo
collusion	anger	0.432	koluzioj
rob	anger	0.431	Ŝteli
ravenous	anger	0.429	voraĝema
overrun	anger	0.429	superfluo
infidelity	anger	0.429	malfideleco
harbinger	anger	0.426	antaŭdiro
painful	anger	0.426	dolora
getoverit	anger	0.426	getoverit
martial	anger	0.426	militema
rejection	anger	0.426	malakcepto
incredulous	anger	0.426	nekredema
stupidrain	anger	0.426	stultrain
defense	anger	0.425	defendo
enforce	anger	0.424	devigi
commotion	anger	0.424	tumulto
censor	anger	0.424	cenzuristo
gonorrhea	anger	0.424	gonoreo
fraudulent	anger	0.424	fraŭda
unsympathetic	anger	0.424	malsimpatia
fallacious	anger	0.424	erara
greed	anger	0.424	avideco
defraud	anger	0.424	fraŭdi
banger	anger	0.424	banger
concealment	anger	0.424	kaŝado
fuss	anger	0.424	tumulto
exasperation	anger	0.424	ekscitiĝo
disobedience	anger	0.424	malobeo
powerful	anger	0.424	potenca
discontent	anger	0.424	malkontento
indecency	anger	0.424	maldececo
sedition	anger	0.422	ribelo
deportation	anger	0.422	deportado
cracked	anger	0.422	fendita
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duelo
sarcasm	anger	0.422	sarkasmo
cur	anger	0.422	cur
misrepresented	anger	0.422	misprezentita
annoyance	anger	0.422	ĝeno
scar	anger	0.422	cikatro
nettle	anger	0.422	urtiko
banishment	anger	0.422	elpelo
snubbed	anger	0.422	snubis
penitentiary	anger	0.422	malliberejo
penetration	anger	0.422	penetrado
blatant	anger	0.420	evidenta
force	anger	0.418	forto
perverse	anger	0.415	perversa
wring	anger	0.415	tordi
bastion	anger	0.413	bastiono
grim	anger	0.413	malgaja
moody	anger	0.412	malbonhumora
tiff	anger	0.412	tiff
nothappy	anger	0.412	nefeliĉa
surly	anger	0.412	malhumile
sordid	anger	0.412	sorda
hunting	anger	0.411	ĉasado
indenture	anger	0.410	kontrakto
forfeit	anger	0.409	forfari
areyoukiddingme	anger	0.409	ĉu vi faras min
reproach	anger	0.409	riproĉo
sham	anger	0.409	sham
awful	anger	0.409	terura
compulsion	anger	0.409	devigo
implicate	anger	0.409	impliki
contradict	anger	0.409	kontraŭdiri
inept	anger	0.409	netaŭga
supremacy	anger	0.409	supereco
sneak	anger	0.409	ŝteliri
disappoint	anger	0.409	seniluziigi
blockade	anger	0.409	blokado
detainee	anger	0.409	arestito
cantwin	anger	0.409	cantwin
squelch	anger	0.409	svelti
lying	anger	0.408	mensoge
rail	anger	0.406	relo
forsaken	anger	0.406	forlasita
cacophony	anger	0.406	kakofonio
antipathy	anger	0.406	antipatio
wop	anger	0.406	wop
badger	anger	0.406	melo
tremor	anger	0.406	tremo
inequality	anger	0.406	malegaleco
delusion	anger	0.406	iluzio
unthinkable	anger	0.406	nepensebla
onerous	anger	0.406	peniga
wrongdoing	anger	0.406	misfaro
nuisance	anger	0.406	ĝeno
scrapie	anger	0.406	skrapio
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumentoj
affront	anger	0.403	ofendo
traumatic	anger	0.402	traŭmata
sodding	anger	0.400	ŝtopado
libel	anger	0.400	kalumnio
annoys	anger	0.400	ĝenas
soslow	anger	0.398	soslow
watchout	anger	0.398	Atentu
frenetic	anger	0.397	furioza
remiss	anger	0.397	remis
barge	anger	0.396	barĝo
sue	anger	0.394	sue
keyed	anger	0.394	klavita
actionable	anger	0.394	akceptebla
extinguish	anger	0.394	estingi
fraud	anger	0.394	fraŭdo
untoward	anger	0.394	malfavora
illegal	anger	0.394	kontraŭleĝa
nag	anger	0.394	nag
boxing	anger	0.394	boksado
confiscate	anger	0.394	konfiski
howl	anger	0.394	hurli
whatsthepoint	anger	0.394	kio estas la punkto
rabble	anger	0.394	popolamaso
unfriendly	anger	0.394	malafabla
disrespect	anger	0.394	malrespekto
dangit	anger	0.394	dangit
brimstone	anger	0.392	sulfuro
dissolution	anger	0.391	malfondo
rigged	anger	0.391	rigita
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	tertremo
argh	anger	0.391	argh
pique	anger	0.391	piki
recklessness	anger	0.391	malzorgemo
disagree	anger	0.389	malkonsentas
lawsuit	anger	0.386	proceso
disused	anger	0.382	neuzata
despair	anger	0.382	malespero
immorality	anger	0.382	malmoraleco
coerce	anger	0.379	devigi
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	kortuŝa
pokes	anger	0.379	pikas
falsification	anger	0.379	falsado
rifle	anger	0.379	fusilo
sizzle	anger	0.379	sizzle
incurable	anger	0.379	nekuracebla
difficulty	anger	0.379	malfacileco
sore	anger	0.379	doloro
picket	anger	0.378	piketo
concussion	anger	0.377	cerbokomocio
stuckup	anger	0.375	ŝtopiĝinta
militia	anger	0.375	milico
rawr	anger	0.375	kruda
faulty	anger	0.375	misa
sly	anger	0.375	ruza
disillusionment	anger	0.375	seniluziiĝo
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	kaptilo
infantile	anger	0.375	infana
pessimism	anger	0.375	pesimismo
remand	anger	0.375	reliberigo
cannon	anger	0.375	kanono
vindicate	anger	0.371	pravigi
inhibit	anger	0.371	inhibicii
distressing	anger	0.371	afliktiga
nepotism	anger	0.371	nepotismo
schizophrenia	anger	0.369	skizofrenio
skewed	anger	0.368	distordita
disreputable	anger	0.368	malfama
forbidding	anger	0.368	malpermesante
conquest	anger	0.367	konkero
bark	anger	0.365	bojo
leukemia	anger	0.365	leŭkemio
disapprove	anger	0.364	malaprobi
warrior	anger	0.364	militisto
barks	anger	0.364	bojas
retarded	anger	0.364	malfruiĝinta
unhappy	anger	0.364	malfeliĉa
burke	anger	0.364	burke
challenge	anger	0.364	defio
belt	anger	0.364	zono
litigate	anger	0.359	procesi
paucity	anger	0.359	malriĉeco
opinionated	anger	0.359	opiniema
disliked	anger	0.359	malŝatis
aftermath	anger	0.359	sekvo
restriction	anger	0.359	limigo
cad	anger	0.359	kad
incompetence	anger	0.359	nekompetenteco
loudness	anger	0.359	sonoro
broken	anger	0.359	rompita
polemic	anger	0.359	polemiko
sectarian	anger	0.359	sekta
controversial	anger	0.359	polemika
interrupting	anger	0.358	interrompante
fussy	anger	0.357	fussy
wench	anger	0.353	knabino
remove	anger	0.351	forigi
brat	anger	0.351	bubaĉo
gruff	anger	0.351	malafabla
misbehavior	anger	0.351	miskonduto
scarcity	anger	0.350	malabundeco
losing	anger	0.349	perdanta
stigma	anger	0.348	stigmo
deserted	anger	0.348	dezerta
timewasters	anger	0.348	tempomalŝparantoj
disagreement	anger	0.348	malkonsento
defect	anger	0.348	difekto
hardened	anger	0.348	malmoligita
lie	anger	0.348	mensogi
ulcer	anger	0.348	ulcero
retract	anger	0.348	retiri
untrustworthy	anger	0.348	nefidinda
pest	anger	0.348	plago
disappointed	anger	0.348	seniluziigita
bias	anger	0.345	biaso
negation	anger	0.344	negacio
bothering	anger	0.344	ĝenante
stripped	anger	0.344	nudigita
antisocial	anger	0.344	malsocia
pirate	anger	0.344	pirato
stingy	anger	0.344	avara
shoddy	anger	0.344	fuŝa
unreliable	anger	0.344	nefidinda
shaky	anger	0.344	tremanta
misleading	anger	0.344	misgvida
unsettled	anger	0.344	maltrankvila
evade	anger	0.344	eskapi
anxiety	anger	0.344	maltrankvilo
disclaim	anger	0.344	malakcepti
deterioration	anger	0.344	difekto
impotence	anger	0.344	senpoveco
interminable	anger	0.343	senfina
disease	anger	0.341	malsano
meddle	anger	0.341	enmiksiĝi
warp	anger	0.340	warp
averse	anger	0.338	malfavora
infamous	anger	0.338	fifama
alcoholism	anger	0.338	alkoholismo
row	anger	0.337	vico
staticky	anger	0.336	senmova
illegitimate	anger	0.333	nelegitima
encumbrance	anger	0.333	ŝarĝo
witchcraft	anger	0.333	sorĉado
interrupt	anger	0.333	interrompi
scorpion	anger	0.333	skorpio
ill	anger	0.333	malsana
sinner	anger	0.331	pekulo
inconsiderate	anger	0.329	senkonsidera
hulk	anger	0.329	hulk
prohibited	anger	0.328	malpermesita
dashed	anger	0.328	paŭzita
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	malkvalifikita
spammers	anger	0.328	spamistoj
phony	anger	0.328	falsa
tighten	anger	0.328	streĉi
dislocated	anger	0.328	dislokigita
scapegoat	anger	0.328	propeka kapro
victim	anger	0.328	viktimo
opponent	anger	0.328	kontraŭulo
hiss	anger	0.328	sibli
crusade	anger	0.328	krucmilito
grumpy	anger	0.328	grumblema
resisting	anger	0.328	rezistante
inappropriate	anger	0.324	malkonvena
haye	anger	0.324	haye
loss	anger	0.324	perdo
trickery	anger	0.324	trompo
eschew	anger	0.324	eviti
neglected	anger	0.324	neglektita
canker	anger	0.323	kankro
muff	anger	0.318	mufo
crunch	anger	0.318	kraki
duplicity	anger	0.318	duobleco
criticism	anger	0.318	kritiko
queues	anger	0.318	vicoj
shriek	anger	0.316	krii
depreciate	anger	0.315	malplivalorigi
dismissal	anger	0.312	maldungo
chaff	anger	0.312	grenventumajxo
dramaqueen	anger	0.312	dramreĝino
poverty	anger	0.312	malriĉeco
carelessness	anger	0.312	malzorgemo
deflate	anger	0.312	malŝveligi
dumps	anger	0.312	rubejoj
dupe	anger	0.312	dupe
mortality	anger	0.312	morteco
revving	anger	0.309	revivigo
disallowed	anger	0.308	malpermesata
boisterous	anger	0.307	bruema
thoughtless	anger	0.307	senpripensa
burial	anger	0.304	entombigo
wince	anger	0.303	grimadi
theocratic	anger	0.303	teokratia
sullen	anger	0.303	malbonhumora
involution	anger	0.300	involucio
misuse	anger	0.297	misuzo
taxed	anger	0.297	impostita
senseless	anger	0.297	sensenca
talons	anger	0.297	ungegoj
stalemate	anger	0.297	blokiĝo
getyourown	anger	0.297	akiri vian propran
hoax	anger	0.297	trompo
depreciated	anger	0.297	malplivalorigita
depressed	anger	0.297	deprimita
wasteful	anger	0.297	malŝparema
paralysis	anger	0.295	paralizo
displaced	anger	0.294	delokitaj
limited	anger	0.292	limigita
disapointment	anger	0.290	seniluziiĝo
orc	anger	0.289	orko
ridiculous	anger	0.289	ridinda
homeless	anger	0.288	senhejma
spine	anger	0.288	spino
teasing	anger	0.288	incitetante
presumptuous	anger	0.288	aroganta
react	anger	0.288	reagi
sharpen	anger	0.288	akrigi
barrier	anger	0.287	baro
hoot	anger	0.287	hulu
twitchy	anger	0.287	twinchy
myopia	anger	0.283	miopeco
flexin	anger	0.281	fleksi
lagging	anger	0.281	postrestinte
contraband	anger	0.281	kontrabando
incompatible	anger	0.281	nekongrua
shiver	anger	0.281	tremeto
spam	anger	0.281	spamo
agh	anger	0.281	agh
disconnects	anger	0.281	malkonektas
delinquent	anger	0.281	deliktulo
restitution	anger	0.281	restituo
foray	anger	0.279	ekskurso
troll	anger	0.279	trolo
unfairness	anger	0.279	maljusteco
buffering	anger	0.279	bufrado
noncompliance	anger	0.279	nekonformeco
nether	anger	0.278	nether
bogus	anger	0.273	falsa
immaturity	anger	0.273	nematureco
uncaring	anger	0.273	nezorgema
bugaboo	anger	0.273	bugabuo
feisty	anger	0.269	batalema
shock	anger	0.269	ŝoko
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminismo
inoperative	anger	0.266	senfunkcia
bear	anger	0.266	urso
inconvenient	anger	0.266	maloportuna
latent	anger	0.266	latenta
defendant	anger	0.266	akuzito
nopoint	anger	0.266	neniu punkto
rapping	anger	0.266	repante
pry	anger	0.266	pry
quandary	anger	0.266	dilemo
interrupts	anger	0.265	interrompas
fluctuation	anger	0.265	fluktuo
exaggerate	anger	0.263	troigi
lose	anger	0.261	perdi
patter	anger	0.258	frapado
furnace	anger	0.258	forno
stone	anger	0.258	ŝtono
tease	anger	0.258	inciteti
shoplifting	anger	0.258	butikŝtelado
soldier	anger	0.258	soldato
incompetent	anger	0.257	nekompetenta
indoctrination	anger	0.255	endoktrinigo
rocket	anger	0.250	raketo
skid	anger	0.250	gliti
noisy	anger	0.250	brua
notoriety	anger	0.250	fifameco
cane	anger	0.250	kano
unfollow	anger	0.250	malsukcesi
tripping	anger	0.250	stumblante
attentionseeker	anger	0.250	atentoserĉanto
mastery	anger	0.250	majstreco
socialist	anger	0.250	socialisto
falsehood	anger	0.250	malvero
complicate	anger	0.250	kompliki
lawyer	anger	0.250	advokato
untrue	anger	0.250	malvera
nonsense	anger	0.250	sensencajxo
pouting	anger	0.250	paŭtado
witch	anger	0.242	sorĉistino
detract	anger	0.242	malpliigi
obstacle	anger	0.242	obstaklo
halter	anger	0.242	halter
fenced	anger	0.242	barita
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	ne komprenu
vampire	anger	0.242	vampiro
ringer	anger	0.242	sonorigisto
frowning	anger	0.239	sulkigante la brovojn
saber	anger	0.238	sabro
hunger	anger	0.235	malsato
shell	anger	0.234	ŝelo
wokemeup	anger	0.234	vekiĝo
recession	anger	0.234	recesio
failing	anger	0.234	malsukcesante
dabbling	anger	0.234	plaĉante
politics	anger	0.234	politiko
lava	anger	0.234	lafo
rascal	anger	0.234	fripono
imtryingtosleep	anger	0.234	provas dormi
tariff	anger	0.234	tarifo
undesirable	anger	0.231	nedezirinda
darkness	anger	0.227	mallumo
versus	anger	0.227	kontraŭ
copycat	anger	0.227	kopianto
resign	anger	0.227	demisii
soaked	anger	0.226	trempita
unfulfilled	anger	0.225	neplenumitaj
abandoned	anger	0.222	forlasita
unattainable	anger	0.221	neatingebla
owing	anger	0.221	ŝuldante
bankruptcy	anger	0.221	bankroto
misconception	anger	0.219	miskompreniĝo
tool	anger	0.219	ilo
warden	anger	0.219	gardisto
compress	anger	0.219	kunpremi
mosquito	anger	0.219	moskito
whiny	anger	0.219	plori
somethingigetalot	anger	0.219	ioigetalot
confusion	anger	0.219	konfuzo
unhelpful	anger	0.219	nehelpema
twitching	anger	0.219	ektremanta
nosey	anger	0.213	nosy
overpriced	anger	0.212	troprezigita
adder	anger	0.212	vipuro
harry	anger	0.212	harry
shortage	anger	0.212	manko
melodrama	anger	0.212	melodramo
possession	anger	0.206	posedo
desert	anger	0.206	dezerto
overplayed	anger	0.206	troludita
unpaid	anger	0.203	nepagitaj
powerless	anger	0.203	senpova
sentence	anger	0.203	frazo
inefficient	anger	0.203	malefika
arraignment	anger	0.203	akuziĝo
pout	anger	0.203	paŭti
unlucky	anger	0.203	malbonŝanca
rook	anger	0.203	turo
backbone	anger	0.203	spino
uninvited	anger	0.203	neinvititaj
court	anger	0.199	tribunalo
endless	anger	0.198	senfina
adverts	anger	0.197	reklamoj
distracted	anger	0.197	distrita
delay	anger	0.197	prokrasto
misstatement	anger	0.197	eraro
misunderstanding	anger	0.195	miskompreno
inadmissible	anger	0.191	neakceptebla
excite	anger	0.191	eksciti
lightning	anger	0.189	fulmo
preclude	anger	0.188	malebligi
mournful	anger	0.188	funebra
insecure	anger	0.188	nesekura
incase	anger	0.188	en la okazo se
mutter	anger	0.182	murmuretis
pare	anger	0.182	pare
rating	anger	0.182	taksado
claimant	anger	0.182	postulanto
insist	anger	0.182	insisti
mistress	anger	0.182	mastrino
distracting	anger	0.182	distrante
opium	anger	0.180	opio
deserve	anger	0.176	meritas
willful	anger	0.176	volonte
treat	anger	0.175	trakti
insists	anger	0.175	insistas
excitation	anger	0.172	ekscito
mighty	anger	0.172	potenca
liberate	anger	0.172	liberigi
indecisive	anger	0.172	nedecidema
hormonal	anger	0.172	hormona
peice	anger	0.172	peco
gibberish	anger	0.172	babelo
misplace	anger	0.172	mislokiĝas
fee	anger	0.172	kotizo
thanksalot	anger	0.172	multaj dankoj
fleece	anger	0.172	lanugo
yelp	anger	0.168	jelp
mule	anger	0.167	mulo
unequal	anger	0.167	neegala
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	marĉandado
insufficiency	anger	0.167	nesufiĉo
insignificant	anger	0.167	sensignifa
attentionseekers	anger	0.163	atentoserĉantoj
coop	anger	0.156	coop
rheumatism	anger	0.156	reŭmatismo
forearm	anger	0.156	antaŭbrako
indifference	anger	0.156	indiferenteco
underpaid	anger	0.152	subpagita
involvement	anger	0.152	implikiĝo
justthebeginning	anger	0.152	nurla komenco
disinformation	anger	0.152	misinformado
uncertain	anger	0.152	malcerta
bee	anger	0.152	abelo
attorney	anger	0.152	advokato
pretending	anger	0.152	ŝajnigante
campaigning	anger	0.151	kampanjante
hopelessness	anger	0.149	senespereco
feeling	anger	0.147	sento
legalized	anger	0.145	leĝigita
caution	anger	0.145	singardemo
sterling	anger	0.141	sterlingo
morals	anger	0.141	moralo
subsidy	anger	0.141	subvencio
obliging	anger	0.141	kompatema
wimpy	anger	0.140	malriĉa
bummer	anger	0.139	mizero
saloon	anger	0.136	salono
blemish	anger	0.136	makulo
misspell	anger	0.136	misliterumo
repay	anger	0.136	repagi
surcharge	anger	0.136	krompago
geez	anger	0.136	geez
birch	anger	0.135	betulo
noob	anger	0.133	Novulo
honk	anger	0.133	honk
orchestra	anger	0.132	orkestro
wireless	anger	0.125	sendrata
competitive	anger	0.125	konkurenciva
standstill	anger	0.125	halto
inattention	anger	0.121	neatentemo
reversal	anger	0.121	renverso
lace	anger	0.118	punto
elbow	anger	0.117	kubuto
instinctive	anger	0.112	instinkta
chant	anger	0.111	ĉanti
gnome	anger	0.109	gnomo
lonely	anger	0.109	soleca
tolerate	anger	0.106	toleri
management	anger	0.102	administrado
advocacy	anger	0.100	pledado
moral	anger	0.094	moralo
roadworks	anger	0.091	vojlaboroj
honest	anger	0.087	honesta
gent	anger	0.076	gent
forgetful	anger	0.076	forgesema
liquor	anger	0.075	likvoro
money	anger	0.074	mono
hood	anger	0.071	kapuĉo
curriculum	anger	0.063	instruplano
words	anger	0.062	vortoj
smell	anger	0.061	odori
playful	anger	0.061	ludema
opera	anger	0.061	opero
elf	anger	0.061	elfo
nurture	anger	0.059	nutri
trumpet	anger	0.059	trumpeto
counsellor	anger	0.059	konsilisto
asleeep	anger	0.059	dormanta
birthplace	anger	0.051	naskiĝloko
ribbon	anger	0.047	rubando
youth	anger	0.045	juneco
vote	anger	0.045	voĉdono
cash	anger	0.039	kontanta
wannasleep	anger	0.031	volas dormi
waffle	anger	0.030	vaflo
dame	anger	0.030	sinjorino
buffet	anger	0.029	bufedo
celebrity	anger	0.026	famulo
sisterhood	anger	0.015	fratineco
autocorrect	anger	0.015	aŭtomate korekti
musical	anger	0.011	muzika
tree	anger	0.000	arbo
anticipation	anticipation	0.859	antaŭĝojo
excited	anticipation	0.859	ekscitita
excitement	anticipation	0.820	ekscito
anticipate	anticipation	0.820	anticipi
eagerness	anticipation	0.812	fervoro
exciting	anticipation	0.797	ekscita
expectant	anticipation	0.789	atendanta
thrilling	anticipation	0.781	ekscita
hope	anticipation	0.773	espero
quest	anticipation	0.766	serĉo
countdown	anticipation	0.750	retronombrado
start	anticipation	0.750	komenci
anticipatory	anticipation	0.750	anticipa
adventure	anticipation	0.750	aventuro
expectance	anticipation	0.750	atendo
climax	anticipation	0.742	kulmino
prophecy	anticipation	0.742	profetaĵo
expect	anticipation	0.742	atendi
excite	anticipation	0.742	eksciti
arouse	anticipation	0.742	veki
eager	anticipation	0.742	avida
ejaculation	anticipation	0.734	ejakulado
birth	anticipation	0.734	naskiĝo
announcement	anticipation	0.734	anonco
expectancy	anticipation	0.727	atendo
expecting	anticipation	0.727	atendante
imminent	anticipation	0.727	tuja
liberation	anticipation	0.727	liberigo
urgent	anticipation	0.727	urĝa
trepidation	anticipation	0.719	maltrankvilo
reunion	anticipation	0.719	reunuiĝo
prospection	anticipation	0.719	prospektorado
voyage	anticipation	0.719	vojaĝo
