English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
selfish	anger	0.469	kwikunda
injury	anger	0.469	igikomere
exile	anger	0.469	ubuhunzi
insanity	anger	0.469	ubusazi
offense	anger	0.469	icyaha
objection	anger	0.469	inzitizi
smother	anger	0.469	kubabaza
disruption	anger	0.469	guhungabana
intolerance	anger	0.469	kutoroherana
disobey	anger	0.469	kutumvira
selfishness	anger	0.469	kwikunda
recidivism	anger	0.469	insubiracyaha
subversive	anger	0.469	gukuraho
huff	anger	0.469	huff
plunder	anger	0.469	gusahura
opposition	anger	0.469	opposition
complain	anger	0.469	kwitotomba
perpetrator	anger	0.469	nyirabayazana
simmer	anger	0.469	gucanira
areyoukidding	anger	0.468	areyoukidding
mug	anger	0.467	mug
agony	anger	0.465	ububabare
arrogant	anger	0.461	ubwibone
sux	anger	0.456	sux
vent	anger	0.456	umushinga
elimination	anger	0.456	kurandura
picketing	anger	0.456	gutora
haughty	anger	0.456	abibone
grated	anger	0.455	grated
flagrant	anger	0.455	ibendera
busted	anger	0.455	busted
crabby	anger	0.455	crabby
dying	anger	0.455	gupfa
idiocy	anger	0.455	ubupfapfa
impermeable	anger	0.455	bidashoboka
stubbed	anger	0.455	stubbed
illegality	anger	0.455	binyuranyije n'amategeko
veto	anger	0.455	veto
constraint	anger	0.455	imbogamizi
mislead	anger	0.455	kuyobya
illicit	anger	0.455	bitemewe
troublesome	anger	0.455	biteye ikibazo
clamor	anger	0.455	induru
bayonet	anger	0.453	bayonet
suppress	anger	0.453	guhagarika
intense	anger	0.453	bikomeye
displeased	anger	0.453	ntibishimiye
disapproving	anger	0.453	kutemera
hysterical	anger	0.453	hysterical
struggle	anger	0.453	urugamba
godless	anger	0.453	utubaha Imana
desist	anger	0.453	kureka
usurped	anger	0.453	Yanyereje
despotism	anger	0.453	kwiheba
disagreeing	anger	0.453	kutemeranya
bad	anger	0.453	bibi
unlawful	anger	0.451	bitemewe
wrongly	anger	0.448	nabi
repellent	anger	0.442	kwanga
dishonor	anger	0.441	agasuzuguro
psychosis	anger	0.441	imitekerereze
wasted	anger	0.441	ubusa
wrongful	anger	0.441	bibi
foe	anger	0.441	umwanzi
aversion	anger	0.440	kwanga
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	ivangura
upset	anger	0.439	birababaje
effigy	anger	0.439	effigy
punitive	anger	0.439	guhana
worthless	anger	0.438	nta gaciro
separatist	anger	0.438	kwitandukanya
ransom	anger	0.438	incungu
deny	anger	0.438	guhakana
fugitive	anger	0.438	guhunga
mucked	anger	0.438	mucked
abandonment	anger	0.438	gutererana
irritation	anger	0.438	kurakara
deleterious	anger	0.438	gusiba
stupidity	anger	0.438	ubupfu
segregate	anger	0.437	gutandukanya
oblivion	anger	0.437	kwibagirwa
payback	anger	0.436	kwishyura
incongruous	anger	0.435	idahuye
eviction	anger	0.435	kwirukanwa
collusion	anger	0.432	ubufatanye
rob	anger	0.431	rob
ravenous	anger	0.429	igikona
overrun	anger	0.429	kurengana
infidelity	anger	0.429	ubuhemu
harbinger	anger	0.426	harbinger
painful	anger	0.426	birababaza
getoverit	anger	0.426	kubuntu
martial	anger	0.426	intambara
rejection	anger	0.426	kwangwa
incredulous	anger	0.426	bidasanzwe
stupidrain	anger	0.426	umupfayongo
defense	anger	0.425	kwirwanaho
enforce	anger	0.424	kubahiriza
commotion	anger	0.424	imvururu
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	uburiganya
unsympathetic	anger	0.424	kutagira impuhwe
fallacious	anger	0.424	kwibeshya
greed	anger	0.424	umururumba
defraud	anger	0.424	uburiganya
banger	anger	0.424	banger
concealment	anger	0.424	guhisha
fuss	anger	0.424	urusaku
exasperation	anger	0.424	gukabya
disobedience	anger	0.424	kutumvira
powerful	anger	0.424	ikomeye
discontent	anger	0.424	kutanyurwa
indecency	anger	0.424	amahano
sedition	anger	0.422	kwigomeka
deportation	anger	0.422	kwirukanwa
cracked	anger	0.422	yamenetse
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	gusebanya
cur	anger	0.422	cur
misrepresented	anger	0.422	kubeshya
annoyance	anger	0.422	kurakara
scar	anger	0.422	inkovu
nettle	anger	0.422	inshundura
banishment	anger	0.422	kwirukanwa
snubbed	anger	0.422	araswera
penitentiary	anger	0.422	gereza
penetration	anger	0.422	kwinjira
blatant	anger	0.420	blatant
force	anger	0.418	imbaraga
perverse	anger	0.415	kugoreka
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	grim
moody	anger	0.412	kumererwa neza
tiff	anger	0.412	tiff
nothappy	anger	0.412	ntibishimye
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	guhiga
indenture	anger	0.410	indenture
forfeit	anger	0.409	forfeit
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	gutukwa
sham	anger	0.409	sham
awful	anger	0.409	biteye ubwoba
compulsion	anger	0.409	agahato
implicate	anger	0.409	kubigaragaza
contradict	anger	0.409	kwivuguruza
inept	anger	0.409	inpt
supremacy	anger	0.409	ubukuru
sneak	anger	0.409	sneak
disappoint	anger	0.409	gutenguha
blockade	anger	0.409	kuzitirwa
detainee	anger	0.409	ufunzwe
cantwin	anger	0.409	cantwin
squelch	anger	0.409	guswera
lying	anger	0.408	kubeshya
rail	anger	0.406	gari ya moshi
forsaken	anger	0.406	yarahebwe
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipathie
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	guhinda umushyitsi
inequality	anger	0.406	ubusumbane
delusion	anger	0.406	kwibeshya
unthinkable	anger	0.406	bidashoboka
onerous	anger	0.406	bikabije
wrongdoing	anger	0.406	amakosa
nuisance	anger	0.406	kubabaza
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	icyorezo
arguments	anger	0.404	impaka
affront	anger	0.403	guhangana
traumatic	anger	0.402	guhahamuka
sodding	anger	0.400	sodding
libel	anger	0.400	gusebanya
annoys	anger	0.400	birababaje
soslow	anger	0.398	soslow
watchout	anger	0.398	umuzamu
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barge
sue	anger	0.394	kurega
keyed	anger	0.394	urufunguzo
actionable	anger	0.394	birashoboka
extinguish	anger	0.394	kuzimya
fraud	anger	0.394	uburiganya
untoward	anger	0.394	kutubahiriza
illegal	anger	0.394	bitemewe
nag	anger	0.394	nag
boxing	anger	0.394	umukino w'iteramakofe
confiscate	anger	0.394	kwamburwa
howl	anger	0.394	muboroge
whatsthepoint	anger	0.394	icyerekezo
rabble	anger	0.394	rabble
unfriendly	anger	0.394	inshuti
disrespect	anger	0.394	gusuzugura
dangit	anger	0.394	dangit
brimstone	anger	0.392	amabuye y'agaciro
dissolution	anger	0.391	guseswa
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	umutingito
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	uburangare
disagree	anger	0.389	ntibavuga rumwe
lawsuit	anger	0.386	urubanza
disused	anger	0.382	ikoreshwa
despair	anger	0.382	kwiheba
immorality	anger	0.382	ubwiyandarike
coerce	anger	0.379	guhatira
firstworldprobs	anger	0.379	isi yambere
touchy	anger	0.379	gukoraho
pokes	anger	0.379	poke
falsification	anger	0.379	kubeshya
rifle	anger	0.379	imbunda
sizzle	anger	0.379	ubunini
incurable	anger	0.379	idakira
difficulty	anger	0.379	ingorane
sore	anger	0.379	ububabare
picket	anger	0.378	piketi
concussion	anger	0.377	guhungabana
stuckup	anger	0.375	gutsimbarara
militia	anger	0.375	imitwe yitwara gisirikare
rawr	anger	0.375	rawr
faulty	anger	0.375	amakosa
sly	anger	0.375	amayeri
disillusionment	anger	0.375	gutenguha
petpeeve	anger	0.375	ikintu nanga
pitfall	anger	0.375	umutego
infantile	anger	0.375	impinja
pessimism	anger	0.375	kwiheba
remand	anger	0.375	gusubirishamo urubanza
cannon	anger	0.375	urufaya
vindicate	anger	0.371	kurenganurwa
inhibit	anger	0.371	kubuza
distressing	anger	0.371	birababaje
nepotism	anger	0.371	icyenewabo
schizophrenia	anger	0.369	schizofrenia
skewed	anger	0.368	skewed
disreputable	anger	0.368	idashidikanywaho
forbidding	anger	0.368	kubuza
conquest	anger	0.367	gutsinda
bark	anger	0.365	bark
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	kwanga
warrior	anger	0.364	umurwanyi
barks	anger	0.364	amababi
retarded	anger	0.364	kudindira
unhappy	anger	0.364	batishimye
burke	anger	0.364	burke
challenge	anger	0.364	ingorane
belt	anger	0.364	umukandara
litigate	anger	0.359	kuburana
paucity	anger	0.359	ubuke
opinionated	anger	0.359	batekereza
disliked	anger	0.359	ntibakunzwe
aftermath	anger	0.359	nyuma
restriction	anger	0.359	kubuzwa
cad	anger	0.359	cad
incompetence	anger	0.359	ubushobozi buke
loudness	anger	0.359	ijwi rirenga
broken	anger	0.359	yamenetse
polemic	anger	0.359	icyorezo
sectarian	anger	0.359	amacakubiri
controversial	anger	0.359	impaka
interrupting	anger	0.358	guhagarika
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	gukuramo
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	imyitwarire idahwitse
scarcity	anger	0.350	ubukene
losing	anger	0.349	gutsindwa
stigma	anger	0.348	gupfobya
deserted	anger	0.348	ubutayu
timewasters	anger	0.348	igihe cyagenwe
disagreement	anger	0.348	kutumvikana
defect	anger	0.348	inenge
hardened	anger	0.348	gukomera
lie	anger	0.348	kubeshya
ulcer	anger	0.348	ibisebe
retract	anger	0.348	gusubira inyuma
untrustworthy	anger	0.348	kutiringirwa
pest	anger	0.348	udukoko
disappointed	anger	0.348	gutenguha
bias	anger	0.345	kubogama
negation	anger	0.344	guhakana
bothering	anger	0.344	kubabaza
stripped	anger	0.344	kwiyambura
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirate
stingy	anger	0.344	kwinuba
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	kwizerwa
shaky	anger	0.344	kunyeganyega
misleading	anger	0.344	kuyobya
unsettled	anger	0.344	bidahwitse
evade	anger	0.344	guhunga
anxiety	anger	0.344	guhangayika
disclaim	anger	0.344	kwamagana
deterioration	anger	0.344	kwangirika
impotence	anger	0.344	impotence
interminable	anger	0.343	interminable
disease	anger	0.341	indwara
meddle	anger	0.341	kwivanga
warp	anger	0.340	warp
averse	anger	0.338	Kurwanya
infamous	anger	0.338	uzwi
alcoholism	anger	0.338	ubusinzi
row	anger	0.337	umurongo
staticky	anger	0.336	staticky
illegitimate	anger	0.333	bitemewe
encumbrance	anger	0.333	incumbrance
witchcraft	anger	0.333	ubupfumu
interrupt	anger	0.333	guhagarika
scorpion	anger	0.333	sikorupiyo
ill	anger	0.333	uburwayi
sinner	anger	0.331	umunyabyaha
inconsiderate	anger	0.329	kutitaho ibintu
hulk	anger	0.329	hulk
prohibited	anger	0.328	birabujijwe
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	ntibemerewe
spammers	anger	0.328	spammers
phony	anger	0.328	fony
tighten	anger	0.328	komera
dislocated	anger	0.328	bimuwe
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	uwahohotewe
opponent	anger	0.328	uwo duhanganye
hiss	anger	0.328	ibye
crusade	anger	0.328	umusaraba
grumpy	anger	0.328	grumpy
resisting	anger	0.328	Kurwanya
inappropriate	anger	0.324	ntibikwiye
haye	anger	0.324	haye
loss	anger	0.324	igihombo
trickery	anger	0.324	amayeri
eschew	anger	0.324	eschew
neglected	anger	0.324	birengagijwe
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	kubeshya
criticism	anger	0.318	kunegura
queues	anger	0.318	umurongo
shriek	anger	0.316	induru
depreciate	anger	0.315	guta agaciro
dismissal	anger	0.312	kwirukanwa
chaff	anger	0.312	chaff
dramaqueen	anger	0.312	ikinamico
poverty	anger	0.312	ubukene
carelessness	anger	0.312	uburangare
deflate	anger	0.312	deflate
dumps	anger	0.312	imyanda
dupe	anger	0.312	dupe
mortality	anger	0.312	impfu
revving	anger	0.309	kuvugurura
disallowed	anger	0.308	ntibyemewe
boisterous	anger	0.307	urusaku
thoughtless	anger	0.307	udatekereje
burial	anger	0.304	gushyingura
wince	anger	0.303	wince
theocratic	anger	0.303	tewokarasi
sullen	anger	0.303	sullen
involution	anger	0.300	kubigiramo uruhare
misuse	anger	0.297	gukoresha nabi
taxed	anger	0.297	asoreshwa
senseless	anger	0.297	bidafite ishingiro
talons	anger	0.297	talon
stalemate	anger	0.297	guhagarara
getyourown	anger	0.297	yamazaki
hoax	anger	0.297	impimbano
depreciated	anger	0.297	guta agaciro
depressed	anger	0.297	kwiheba
wasteful	anger	0.297	gusesagura
paralysis	anger	0.295	kumugara
displaced	anger	0.294	bimuwe
limited	anger	0.292	bigarukira
disapointment	anger	0.290	gutenguha
orc	anger	0.289	orc
ridiculous	anger	0.289	bisekeje
homeless	anger	0.288	abadafite aho baba
spine	anger	0.288	umugongo
teasing	anger	0.288	gutereta
presumptuous	anger	0.288	ubwibone
react	anger	0.288	reba
sharpen	anger	0.288	gutyaza
barrier	anger	0.287	bariyeri
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	gutinda
contraband	anger	0.281	magendu
incompatible	anger	0.281	bidahuye
shiver	anger	0.281	guhinda umushyitsi
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	guhagarika
delinquent	anger	0.281	icyaha
restitution	anger	0.281	gusubizwa
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	akarengane
buffering	anger	0.279	buffering
noncompliance	anger	0.279	kutubahiriza
nether	anger	0.278	nether
bogus	anger	0.273	bogus
immaturity	anger	0.273	kudakura
uncaring	anger	0.273	kutitaho
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	fisty
shock	anger	0.269	guhungabana
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminism
inoperative	anger	0.266	idakora
bear	anger	0.266	idubu
inconvenient	anger	0.266	ntibyoroshye
latent	anger	0.266	rwihishwa
defendant	anger	0.266	uregwa
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	akajagari
interrupts	anger	0.265	guhagarika
fluctuation	anger	0.265	ihindagurika
exaggerate	anger	0.263	gukabya
lose	anger	0.261	gutakaza
patter	anger	0.258	patter
furnace	anger	0.258	itanura
stone	anger	0.258	ibuye
tease	anger	0.258	urwenya
shoplifting	anger	0.258	ubujura
soldier	anger	0.258	umusirikare
incompetent	anger	0.257	abadafite ubushobozi
indoctrination	anger	0.255	gucengeza
rocket	anger	0.250	roketi
skid	anger	0.250	skid
noisy	anger	0.250	urusaku
notoriety	anger	0.250	icyamamare
cane	anger	0.250	inkoni
unfollow	anger	0.250	gukurikira
tripping	anger	0.250	gutembera
attentionseeker	anger	0.250	umutegarugori
mastery	anger	0.250	ubuhanga
socialist	anger	0.250	abasosiyaliste
falsehood	anger	0.250	ikinyoma
complicate	anger	0.250	bigoye
lawyer	anger	0.250	umunyamategeko
untrue	anger	0.250	ukuri
nonsense	anger	0.250	ubuswa
pouting	anger	0.250	pouting
witch	anger	0.242	umurozi
detract	anger	0.242	gutesha agaciro
obstacle	anger	0.242	inzitizi
halter	anger	0.242	halter
fenced	anger	0.242	Uruzitiro
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	Ntusobanukirwe
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	gushira ubwoba
saber	anger	0.238	saber
hunger	anger	0.235	inzara
shell	anger	0.234	Igikonoshwa
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	ihungabana
failing	anger	0.234	kunanirwa
dabbling	anger	0.234	dabbling
politics	anger	0.234	politiki
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	gusinzira
tariff	anger	0.234	amahoro
undesirable	anger	0.231	kutifuzwa
darkness	anger	0.227	umwijima
versus	anger	0.227	bitandukanye
copycat	anger	0.227	kopi
resign	anger	0.227	kwegura
soaked	anger	0.226	yatose
unfulfilled	anger	0.225	bituzuye
abandoned	anger	0.222	yatereranye
unattainable	anger	0.221	kutagerwaho
owing	anger	0.221	kubera
bankruptcy	anger	0.221	guhomba
misconception	anger	0.219	imyumvire mibi
tool	anger	0.219	igikoresho
warden	anger	0.219	umuyobozi
compress	anger	0.219	compress
mosquito	anger	0.219	umubu
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	ikintu
confusion	anger	0.219	urujijo
unhelpful	anger	0.219	idafasha
twitching	anger	0.219	kunyeganyega
nosey	anger	0.213	nosy
overpriced	anger	0.212	birenze urugero
adder	anger	0.212	wongeyeho
harry	anger	0.212	harry
shortage	anger	0.212	ubukene
melodrama	anger	0.212	melodrama
possession	anger	0.206	gutunga
desert	anger	0.206	ubutayu
overplayed	anger	0.206	gukinisha
unpaid	anger	0.203	adahembwa
powerless	anger	0.203	idafite imbaraga
sentence	anger	0.203	interuro
inefficient	anger	0.203	idakora neza
arraignment	anger	0.203	kuburanisha
pout	anger	0.203	pout
unlucky	anger	0.203	amahirwe
rook	anger	0.203	rook
backbone	anger	0.203	umugongo
uninvited	anger	0.203	batatumiwe
court	anger	0.199	rukiko
endless	anger	0.198	bitagira iherezo
adverts	anger	0.197	adverts
distracted	anger	0.197	kurangara
delay	anger	0.197	gutinda
misstatement	anger	0.197	kubeshya
misunderstanding	anger	0.195	kutumva nabi
inadmissible	anger	0.191	ntibyemewe
excite	anger	0.191	byishimo
lightning	anger	0.189	inkuba
preclude	anger	0.188	kubuza
mournful	anger	0.188	birababaje
insecure	anger	0.188	umutekano muke
incase	anger	0.188	incase
mutter	anger	0.182	mutter
pare	anger	0.182	pare
rating	anger	0.182	amanota
claimant	anger	0.182	usaba
insist	anger	0.182	shimangira
mistress	anger	0.182	nyirabuja
distracting	anger	0.182	kurangaza
opium	anger	0.180	opium
deserve	anger	0.176	bikwiye
willful	anger	0.176	nkana
treat	anger	0.175	kuvura
insists	anger	0.175	ashimangira
excitation	anger	0.172	kwishima
mighty	anger	0.172	umunyembaraga
liberate	anger	0.172	kubohoza
indecisive	anger	0.172	kudafata icyemezo
hormonal	anger	0.172	imisemburo
peice	anger	0.172	peice
gibberish	anger	0.172	gibberish
misplace	anger	0.172	ahandi
fee	anger	0.172	amafaranga
thanksalot	anger	0.172	Urakoze cyane
fleece	anger	0.172	ubwoya
yelp	anger	0.168	yelp
mule	anger	0.167	inyumbu
unequal	anger	0.167	ntibingana
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	guhahirana
insufficiency	anger	0.167	kudahagije
insignificant	anger	0.167	bidafite akamaro
attentionseekers	anger	0.163	abitondera
coop	anger	0.156	akazu
rheumatism	anger	0.156	rubagimpande
forearm	anger	0.156	ukuboko
indifference	anger	0.156	kutitaho ibintu
underpaid	anger	0.152	ahembwa make
involvement	anger	0.152	uruhare
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	gushidikanya
bee	anger	0.152	inzuki
attorney	anger	0.152	umwunganira
pretending	anger	0.152	kwiyitirira
campaigning	anger	0.151	kwiyamamaza
hopelessness	anger	0.149	kwiheba
feeling	anger	0.147	ibyiyumvo
legalized	anger	0.145	byemewe n'amategeko
caution	anger	0.145	witonde
sterling	anger	0.141	sterling
morals	anger	0.141	imico
subsidy	anger	0.141	inkunga
obliging	anger	0.141	itegeko
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salo
blemish	anger	0.136	inenge
misspell	anger	0.136	amakosa
repay	anger	0.136	kwishyura
surcharge	anger	0.136	inyongera
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	orchestre
wireless	anger	0.125	umugozi
competitive	anger	0.125	kurushanwa
standstill	anger	0.125	guhagarara
inattention	anger	0.121	kutitaho ibintu
reversal	anger	0.121	gusubira inyuma
lace	anger	0.118	umurongo
elbow	anger	0.117	inkokora
instinctive	anger	0.112	inkomoko
chant	anger	0.111	kuririmba
gnome	anger	0.109	gnome
lonely	anger	0.109	irungu
tolerate	anger	0.106	ihangane
management	anger	0.102	imiyoborere
advocacy	anger	0.100	ubuvugizi
moral	anger	0.094	imico
roadworks	anger	0.091	umuhanda
honest	anger	0.087	inyangamugayo
gent	anger	0.076	witonda
forgetful	anger	0.076	kwibagirwa
liquor	anger	0.075	inzoga
money	anger	0.074	amafaranga
hood	anger	0.071	hood
curriculum	anger	0.063	integanyanyigisho
words	anger	0.062	amagambo
smell	anger	0.061	impumuro
playful	anger	0.061	gukina
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	kurera
trumpet	anger	0.059	impanda
counsellor	anger	0.059	umujyanama
asleeep	anger	0.059	asleeep
birthplace	anger	0.051	aho yavukiye
ribbon	anger	0.047	lente
youth	anger	0.045	rubyiruko
vote	anger	0.045	gutora
cash	anger	0.039	amafaranga
wannasleep	anger	0.031	gusinzira
waffle	anger	0.030	wafle
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	ibyamamare
sisterhood	anger	0.015	ubuvandimwe
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	umuziki
tree	anger	0.000	igiti
anticipation	anticipation	0.859	gutegereza
excited	anticipation	0.859	arishimye
excitement	anticipation	0.820	umunezero
anticipate	anticipation	0.820	iteganya
eagerness	anticipation	0.812	ishyaka
exciting	anticipation	0.797	birashimishije
expectant	anticipation	0.789	ibiteganijwe
thrilling	anticipation	0.781	birashimishije
hope	anticipation	0.773	ibyiringiro
