English Word	Emotion	Emotion-Intensity-Score	Zulu Word
restrain	anger	0.484	zibambe
upheaval	anger	0.484	isiphithiphithi
deceit	anger	0.484	inkohliso
obnoxious	anger	0.484	enyanyekayo
imprisoned	anger	0.484	eboshiwe
strained	anger	0.484	kanzima
blame	anger	0.484	ukusola
oust	anger	0.484	khipha
litigious	anger	0.484	amacala
rivalry	anger	0.484	umbango
sucker	anger	0.484	umncela
opposed	anger	0.484	baphikiswa
thresh	anger	0.484	bhula
disgrace	anger	0.484	ihlazo
suspicious	anger	0.484	okusolisayo
turbulence	anger	0.483	isiphithiphithi
pound	anger	0.481	iphawundi
coldness	anger	0.477	ukubanda
ungrateful	anger	0.472	abangabongiyo
stoopid	anger	0.471	egobile
battalion	anger	0.471	ibutho
feudalism	anger	0.470	ubufeudalism
hostage	anger	0.470	isithunjwa
annoying	anger	0.470	ecasulayo
dispossessed	anger	0.470	aphucwe izwe
subversion	anger	0.470	ukuketula
friction	anger	0.470	ukungqubuzana
jealous	anger	0.470	enomona
adversity	anger	0.470	ubunzima
infidel	anger	0.470	ongakholwayo
gall	anger	0.470	inyongo
accuser	anger	0.470	ummangaleli
ram	anger	0.470	inqama
armament	anger	0.470	izikhali
thump	anger	0.469	thupha
dislike	anger	0.469	ukungathandi
steal	anger	0.469	ukweba
backoff	anger	0.469	ukuhlehla
stifled	anger	0.469	ikhubaziwe
incite	anger	0.469	gqugquzela
distress	anger	0.469	usizi
angermanagement	anger	0.469	ukuthukuthela
selfish	anger	0.469	ubugovu
injury	anger	0.469	ukulimala
exile	anger	0.469	ukudingiswa
insanity	anger	0.469	ukusangana
offense	anger	0.469	icala
objection	anger	0.469	ukuphikisa
smother	anger	0.469	smother
disruption	anger	0.469	ukuphazamiseka
intolerance	anger	0.469	ukungabekezelelani
disobey	anger	0.469	ukungalaleli
selfishness	anger	0.469	ubugovu
recidivism	anger	0.469	i-recidivism
subversive	anger	0.469	ovukela umbuso
huff	anger	0.469	huff
plunder	anger	0.469	phanga
opposition	anger	0.469	ukuphikiswa
complain	anger	0.469	khononda
perpetrator	anger	0.469	umenzi wobubi
simmer	anger	0.469	bilisa
areyoukidding	anger	0.468	uyadlala
mug	anger	0.467	inkomishi
agony	anger	0.465	ubuhlungu
arrogant	anger	0.461	ezikhukhumezayo
sux	anger	0.456	sux
vent	anger	0.456	umoya
elimination	anger	0.456	ukuqedwa
picketing	anger	0.456	ukuqoqa
haughty	anger	0.456	ezidlayo
grated	anger	0.455	greyithiwe
flagrant	anger	0.455	ebabazekayo
busted	anger	0.455	busted
crabby	anger	0.455	inkalankala
dying	anger	0.455	efa
idiocy	anger	0.455	ubulima
impermeable	anger	0.455	okungangeneki
stubbed	anger	0.455	ikhuni
illegality	anger	0.455	ukungabi semthethweni
veto	anger	0.455	i-veto
constraint	anger	0.455	isithiyo
mislead	anger	0.455	khohlisa
illicit	anger	0.455	engekho emthethweni
troublesome	anger	0.455	enzima
clamor	anger	0.455	ukuklabalasa
bayonet	anger	0.453	i-bayonet
suppress	anger	0.453	cindezela
intense	anger	0.453	kakhulu
displeased	anger	0.453	ecasukile
disapproving	anger	0.453	ukungavumeli
hysterical	anger	0.453	hysterical
struggle	anger	0.453	umzabalazo
godless	anger	0.453	abangamhloniphi uNkulunkulu
desist	anger	0.453	yeka
usurped	anger	0.453	qhwaga
despotism	anger	0.453	ubudlwangudlwangu
disagreeing	anger	0.453	ukungavumelani
bad	anger	0.453	kubi
unlawful	anger	0.451	okungekho emthethweni
wrongly	anger	0.448	ngokungalungile
repellent	anger	0.442	oxoshayo
dishonor	anger	0.441	ihlazo
psychosis	anger	0.441	ukudangala kwengqondo
wasted	anger	0.441	kumoshile
wrongful	anger	0.441	okungalungile
foe	anger	0.441	isitha
aversion	anger	0.440	ukucasuka
gahhh	anger	0.439	qwa
knuckles	anger	0.439	amaqupha
ultimatum	anger	0.439	okokugcina
schism	anger	0.439	ukuhlukana
upset	anger	0.439	dumela
effigy	anger	0.439	isithombe
punitive	anger	0.439	okujezisayo
worthless	anger	0.438	engenamsebenzi walutho
separatist	anger	0.438	ohlukanisayo
ransom	anger	0.438	isihlengo
deny	anger	0.438	phika
fugitive	anger	0.438	umbaleki
mucked	anger	0.438	kuthulekile
abandonment	anger	0.438	ukulahlwa
irritation	anger	0.438	ukucasuka
deleterious	anger	0.438	ezisusayo
stupidity	anger	0.438	ubulima
segregate	anger	0.437	hlukanisa
oblivion	anger	0.437	ukukhohlwa
payback	anger	0.436	inkokhelo
incongruous	anger	0.435	engahambisani
eviction	anger	0.435	ukukhishwa
collusion	anger	0.432	ukusebenzisana
rob	anger	0.431	phanga
ravenous	anger	0.429	odlayo
overrun	anger	0.429	ukweqa
infidelity	anger	0.429	ukungathembeki
harbinger	anger	0.426	i-harbinger
painful	anger	0.426	okubuhlungu
getoverit	anger	0.426	Dlula kuyo
martial	anger	0.426	impi
rejection	anger	0.426	ukwenqatshwa
incredulous	anger	0.426	ongakholwa
stupidrain	anger	0.426	i-stupidrain
defense	anger	0.425	ukuzivikela
enforce	anger	0.424	ukuphoqelela
commotion	anger	0.424	ukuxokozela
censor	anger	0.424	i-censor
gonorrhea	anger	0.424	isifo sohudo
fraudulent	anger	0.424	umgunyathi
unsympathetic	anger	0.424	ongenazwelo
fallacious	anger	0.424	inamanga
greed	anger	0.424	ukuhaha
defraud	anger	0.424	khwabanisa
banger	anger	0.424	umbhangi
concealment	anger	0.424	ukucasha
fuss	anger	0.424	ukuxabana
exasperation	anger	0.424	ukucasuka
disobedience	anger	0.424	ukungalaleli
powerful	anger	0.424	enamandla
discontent	anger	0.424	ukunganeliseki
indecency	anger	0.424	amanyala
sedition	anger	0.422	ukuvukela umbuso
deportation	anger	0.422	ukudingiswa
cracked	anger	0.422	eqhephukile
bang	anger	0.422	qhuma
barb	anger	0.422	bhebha
duel	anger	0.422	duel
sarcasm	anger	0.422	ukubhuqa
cur	anger	0.422	cur
misrepresented	anger	0.422	ikhulume kabi
annoyance	anger	0.422	ukucasuka
scar	anger	0.422	isibazi
nettle	anger	0.422	izimbabazane
banishment	anger	0.422	ukudingiswa
snubbed	anger	0.422	snubekile
penitentiary	anger	0.422	ijele
penetration	anger	0.422	ukungena
blatant	anger	0.420	sobala
force	anger	0.418	amandla
perverse	anger	0.415	phambene
wring	anger	0.415	i-wring
bastion	anger	0.413	isisekelo
grim	anger	0.413	kubuhlungu
moody	anger	0.412	isimo
tiff	anger	0.412	i-tiff
nothappy	anger	0.412	ngijabule
surly	anger	0.412	i-surly
sordid	anger	0.412	i-sordid
hunting	anger	0.411	ukuzingela
indenture	anger	0.410	indeture
forfeit	anger	0.409	lahlekelwa
areyoukiddingme	anger	0.409	uyadlala
reproach	anger	0.409	isihlamba
sham	anger	0.409	sham
awful	anger	0.409	kabi
compulsion	anger	0.409	ukuphoqa
implicate	anger	0.409	thinta
contradict	anger	0.409	phikisa
inept	anger	0.409	engenangqondo
supremacy	anger	0.409	ubukhulu
sneak	anger	0.409	nyonyoba
disappoint	anger	0.409	dumaza
blockade	anger	0.409	ukuvinjelwa
detainee	anger	0.409	oboshiwe
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ukuqamba amanga
rail	anger	0.406	ujantshi
forsaken	anger	0.406	elahliwe
cacophony	anger	0.406	i-cacophony
antipathy	anger	0.406	ukunganaki
wop	anger	0.406	wopha
badger	anger	0.406	imbila
tremor	anger	0.406	ukuthuthumela
inequality	anger	0.406	ukungalingani
delusion	anger	0.406	inkohliso
unthinkable	anger	0.406	okungacabangeki
onerous	anger	0.406	kuyakhathaza
wrongdoing	anger	0.406	ukwenza okubi
nuisance	anger	0.406	inkathazo
scrapie	anger	0.406	i-scrapie
epidemic	anger	0.406	umqedazwe
arguments	anger	0.404	izingxabano
affront	anger	0.403	ukweyisa
traumatic	anger	0.402	ukuhlukumezeka
sodding	anger	0.400	ukunambitha
libel	anger	0.400	hlambalaza
annoys	anger	0.400	ecasulayo
soslow	anger	0.398	kancane
watchout	anger	0.398	Qaphela
frenetic	anger	0.397	ukuphithizela
remiss	anger	0.397	khulula
barge	anger	0.396	isikebhe
sue	anger	0.394	icala
keyed	anger	0.394	ukhiye
actionable	anger	0.394	kungenzeka
extinguish	anger	0.394	cima
fraud	anger	0.394	ukukhwabanisa
untoward	anger	0.394	okuphambene
illegal	anger	0.394	engekho emthethweni
nag	anger	0.394	nag
boxing	anger	0.394	isibhakela
confiscate	anger	0.394	thatha
howl	anger	0.394	hhewula
whatsthepoint	anger	0.394	yini iphuzu
rabble	anger	0.394	isiphithiphithi
unfriendly	anger	0.394	engenabungane
disrespect	anger	0.394	ukungahloniphi
dangit	anger	0.394	dangit
brimstone	anger	0.392	isibabule
dissolution	anger	0.391	ukuhlakazwa
rigged	anger	0.391	iqinisiwe
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	ukuzamazama komhlaba
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	ubudedengu
disagree	anger	0.389	angivumelani
lawsuit	anger	0.386	icala
disused	anger	0.382	engasasetshenziswa
despair	anger	0.382	ukuphelelwa ithemba
immorality	anger	0.382	ukuziphatha okubi
coerce	anger	0.379	phoqa
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	qhwaba
falsification	anger	0.379	amanga
rifle	anger	0.379	isibhamu
sizzle	anger	0.379	thula
incurable	anger	0.379	engelapheki
difficulty	anger	0.379	ubunzima
sore	anger	0.379	buhlungu
picket	anger	0.378	ipiki
concussion	anger	0.377	ukungqubuzana
stuckup	anger	0.375	ukunamathela
militia	anger	0.375	amasosha
rawr	anger	0.375	i-rawr
faulty	anger	0.375	enephutha
sly	anger	0.375	ngobuqili
disillusionment	anger	0.375	ukudumazeka
petpeeve	anger	0.375	I-pet peeve
pitfall	anger	0.375	ugibe
infantile	anger	0.375	ingane encane
pessimism	anger	0.375	ukungabi nathemba
remand	anger	0.375	ukuboshwa
cannon	anger	0.375	inganono
vindicate	anger	0.371	qinisekisa
inhibit	anger	0.371	vimbela
distressing	anger	0.371	ezicindezelayo
nepotism	anger	0.371	ubandlululo
schizophrenia	anger	0.369	i-schizophrenia
skewed	anger	0.368	etshekile
disreputable	anger	0.368	onedumela elibi
forbidding	anger	0.368	enqabelayo
conquest	anger	0.367	ukunqoba
bark	anger	0.365	amaxolo
leukemia	anger	0.365	i-leukemia
disapprove	anger	0.364	phika
warrior	anger	0.364	iqhawe
barks	anger	0.364	amaxolo
retarded	anger	0.364	ishesha
unhappy	anger	0.364	engajabule
burke	anger	0.364	bhuqa
challenge	anger	0.364	inselele
belt	anger	0.364	ibhande
litigate	anger	0.359	icala
paucity	anger	0.359	ubumpofu
opinionated	anger	0.359	enombono
disliked	anger	0.359	engathandwa
aftermath	anger	0.359	umphumela
restriction	anger	0.359	ukuvinjelwa
cad	anger	0.359	Ikhadi
incompetence	anger	0.359	ukungakwazi ukwenza kahle
loudness	anger	0.359	umsindo omkhulu
broken	anger	0.359	ephukile
polemic	anger	0.359	i-polemic
sectarian	anger	0.359	umuntu wehlelo
controversial	anger	0.359	ophikisanayo
interrupting	anger	0.358	ukuphazamisa
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	susa
brat	anger	0.351	bhuti
gruff	anger	0.351	gruff
misbehavior	anger	0.351	ukungaziphathi kahle
scarcity	anger	0.350	ukushoda
losing	anger	0.349	ukulahlekelwa
stigma	anger	0.348	ukucwaswa
deserted	anger	0.348	dengwane
timewasters	anger	0.348	abachitha isikhathi
disagreement	anger	0.348	ukungezwani
defect	anger	0.348	isici
hardened	anger	0.348	lukhuni
lie	anger	0.348	amanga
ulcer	anger	0.348	isilonda
retract	anger	0.348	hlehlisa
untrustworthy	anger	0.348	ongathenjwa
pest	anger	0.348	inkathazo
disappointed	anger	0.348	edumele
bias	anger	0.345	ukuchema
negation	anger	0.344	ukunganaki
bothering	anger	0.344	ehluphayo
stripped	anger	0.344	khunyuliwe
antisocial	anger	0.344	ukungahlali nabantu
pirate	anger	0.344	isigebengu
stingy	anger	0.344	oncishanayo
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	engathembekile
shaky	anger	0.344	iyanyakaza
misleading	anger	0.344	edukisayo
unsettled	anger	0.344	engahlalisekile
evade	anger	0.344	gwema
anxiety	anger	0.344	ukukhathazeka
disclaim	anger	0.344	ukuzilahla
deterioration	anger	0.344	ukuwohloka
impotence	anger	0.344	ukungabi namandla
interminable	anger	0.343	okunganqamukiyo
disease	anger	0.341	isifo
meddle	anger	0.341	gxambukela
warp	anger	0.340	i-warp
averse	anger	0.338	ephambene
infamous	anger	0.338	ongadumile
alcoholism	anger	0.338	uphuzo oludakayo
row	anger	0.337	irowu
staticky	anger	0.336	staticky
illegitimate	anger	0.333	engekho emthethweni
encumbrance	anger	0.333	ukucindezeleka
witchcraft	anger	0.333	ubuthakathi
interrupt	anger	0.333	phazamisa
scorpion	anger	0.333	ufezela
ill	anger	0.333	ngiyagula
sinner	anger	0.331	isoni
inconsiderate	anger	0.329	ngokungacabangeli
hulk	anger	0.329	hulk
prohibited	anger	0.328	kwenqatshelwe
dashed	anger	0.328	ideshi
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	abangafanelekile
spammers	anger	0.328	ama-spammers
phony	anger	0.328	umgunyathi
tighten	anger	0.328	qinisa
dislocated	anger	0.328	susiwe
scapegoat	anger	0.328	imbuzi yomhlatshelo
victim	anger	0.328	isisulu
opponent	anger	0.328	Umphikisi
hiss	anger	0.328	akhe
crusade	anger	0.328	impi yenkolo
grumpy	anger	0.328	nomsindo
resisting	anger	0.328	ukumelana
inappropriate	anger	0.324	engafanele
haye	anger	0.324	hayi
loss	anger	0.324	ukulahlekelwa
trickery	anger	0.324	ubuqili
eschew	anger	0.324	phuma
neglected	anger	0.324	ukunganakwa
canker	anger	0.323	umdlavuza
muff	anger	0.318	muff
crunch	anger	0.318	qhwaqa
duplicity	anger	0.318	ukuphindaphinda
criticism	anger	0.318	ukugxeka
queues	anger	0.318	olayini
shriek	anger	0.316	memeza
depreciate	anger	0.315	nciphisa
dismissal	anger	0.312	ukuxoshwa
chaff	anger	0.312	amakhoba
dramaqueen	anger	0.312	idramaqueen
poverty	anger	0.312	ubumpofu
carelessness	anger	0.312	ukunganaki
deflate	anger	0.312	deflate
dumps	anger	0.312	izindawo zokulahla
dupe	anger	0.312	dupe
mortality	anger	0.312	ukufa
revving	anger	0.309	evuselelayo
disallowed	anger	0.308	akuvunyelwe
boisterous	anger	0.307	ehlokomayo
thoughtless	anger	0.307	ngokungacabangi
burial	anger	0.304	ukungcwatshwa
wince	anger	0.303	qhweba
theocratic	anger	0.303	okungokwasezulwini
sullen	anger	0.303	edangele
involution	anger	0.300	involution
misuse	anger	0.297	ukusetshenziswa kabi
taxed	anger	0.297	intela
senseless	anger	0.297	engenangqondo
talons	anger	0.297	amathani
stalemate	anger	0.297	isithunzi
getyourown	anger	0.297	getyown
hoax	anger	0.297	umkhohlisi
depreciated	anger	0.297	yehlile
depressed	anger	0.297	edangele
wasteful	anger	0.297	okumoshayo
paralysis	anger	0.295	ukukhubazeka
displaced	anger	0.294	susiwe
limited	anger	0.292	okulinganiselwe
disapointment	anger	0.290	ukudumazeka
orc	anger	0.289	orc
ridiculous	anger	0.289	ehlekisayo
homeless	anger	0.288	abangenakhaya
spine	anger	0.288	umgogodla
teasing	anger	0.288	ukugcona
presumptuous	anger	0.288	abagabadelayo
react	anger	0.288	asabele
sharpen	anger	0.288	lola
barrier	anger	0.287	umgoqo
hoot	anger	0.287	shu
twitchy	anger	0.287	uyadikiza
myopia	anger	0.283	i-myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	ukusalela
contraband	anger	0.281	izinto ezingekho emthethweni
incompatible	anger	0.281	akuhambisani
shiver	anger	0.281	ukuqhaqhazela
spam	anger	0.281	ugaxekile
agh	anger	0.281	agh
disconnects	anger	0.281	inqamula
delinquent	anger	0.281	ihlongandlebe
restitution	anger	0.281	ukubuyisela
foray	anger	0.279	i-foray
troll	anger	0.279	i-troll
unfairness	anger	0.279	ukungabi nabulungiswa
buffering	anger	0.279	ukugcina kumthamo
noncompliance	anger	0.279	ukungathobeli
nether	anger	0.278	ngaphansi
bogus	anger	0.273	mbumbulu
immaturity	anger	0.273	ukungavuthwa
uncaring	anger	0.273	ongenandaba
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	udlame
shock	anger	0.269	ukwethuka
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	ubufazi
inoperative	anger	0.266	engasebenzi
bear	anger	0.266	ibhere
inconvenient	anger	0.266	engalungile
latent	anger	0.266	kufihlile
defendant	anger	0.266	ummangalelwa
nopoint	anger	0.266	akukho lutho
rapping	anger	0.266	ukudlwengula
pry	anger	0.266	phusha
quandary	anger	0.266	inkathazo
interrupts	anger	0.265	kuphazamisa
fluctuation	anger	0.265	ukushintshashintsha
exaggerate	anger	0.263	enza ihaba
lose	anger	0.261	lahlekelwa
patter	anger	0.258	patter
furnace	anger	0.258	isithando somlilo
stone	anger	0.258	itshe
tease	anger	0.258	gcona
shoplifting	anger	0.258	ukweba ezitolo
soldier	anger	0.258	isosha
incompetent	anger	0.257	ukungakwazi
indoctrination	anger	0.255	ukufundiseka
rocket	anger	0.250	rocket
skid	anger	0.250	skid
noisy	anger	0.250	enomsindo
notoriety	anger	0.250	udumo
cane	anger	0.250	umoba
unfollow	anger	0.250	yeka ukulandela
tripping	anger	0.250	ukukhubeka
attentionseeker	anger	0.250	umnakekeli
mastery	anger	0.250	ubuhlakani
socialist	anger	0.250	usocialist
falsehood	anger	0.250	amanga
complicate	anger	0.250	yinkimbinkimbi
lawyer	anger	0.250	ummeli
untrue	anger	0.250	okungelona iqiniso
nonsense	anger	0.250	umbhedo
pouting	anger	0.250	ukukhothama
witch	anger	0.242	umthakathi
detract	anger	0.242	phazamisa
obstacle	anger	0.242	isithiyo
halter	anger	0.242	halter
fenced	anger	0.242	ebiyelwe
capslock	anger	0.242	i-CAPS Lock
dontunderstand	anger	0.242	ungaqondi
vampire	anger	0.242	i-vampire
ringer	anger	0.242	isikhali
frowning	anger	0.239	ehwaqabala
saber	anger	0.238	saber
hunger	anger	0.235	indlala
shell	anger	0.234	igobolondo
wokemeup	anger	0.234	ngivuke
recession	anger	0.234	ukwehla komnotho
failing	anger	0.234	ehlulekayo
dabbling	anger	0.234	dabbling
politics	anger	0.234	ezombusazwe
lava	anger	0.234	udaka
rascal	anger	0.234	isixhwanguxhwangu
imtryingtosleep	anger	0.234	ngizama ukulala
tariff	anger	0.234	amanani
undesirable	anger	0.231	engathandeki
darkness	anger	0.227	ubumnyama
versus	anger	0.227	ngokumelene
copycat	anger	0.227	i-copycat
resign	anger	0.227	sula
soaked	anger	0.226	ecwile
unfulfilled	anger	0.225	okungagcwaliseki
abandoned	anger	0.222	ilahliwe
unattainable	anger	0.221	engafinyeleleki
owing	anger	0.221	ukweleta
bankruptcy	anger	0.221	ukuqothuka
misconception	anger	0.219	umbono oyiphutha
tool	anger	0.219	ithuluzi
warden	anger	0.219	umqaphi
compress	anger	0.219	cindezela
mosquito	anger	0.219	umiyane
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	ukudideka
unhelpful	anger	0.219	engasizi
twitching	anger	0.219	ukudikiza
nosey	anger	0.213	nosy
overpriced	anger	0.212	amanani eqile
adder	anger	0.212	i-adder
harry	anger	0.212	harry
shortage	anger	0.212	ukushoda
melodrama	anger	0.212	i-melodrama
possession	anger	0.206	impahla
desert	anger	0.206	ugwadule
overplayed	anger	0.206	idlalwe ngokweqile
unpaid	anger	0.203	ezingakhokhelwa
powerless	anger	0.203	engenamandla
sentence	anger	0.203	umusho
inefficient	anger	0.203	engasebenzi kahle
arraignment	anger	0.203	ukuphikisa
pout	anger	0.203	phumula
unlucky	anger	0.203	uneshwa
rook	anger	0.203	i-rook
backbone	anger	0.203	umgogodla
uninvited	anger	0.203	engamenyiwe
court	anger	0.199	enkantolo
endless	anger	0.198	okungapheli
adverts	anger	0.197	izikhangiso
distracted	anger	0.197	ukuphazamiseka
delay	anger	0.197	ukubambezela
misstatement	anger	0.197	isitatimende esiyiphutha
misunderstanding	anger	0.195	ukungaqondi
inadmissible	anger	0.191	akuvumelekile
excite	anger	0.191	jabulisa
lightning	anger	0.189	umbani
preclude	anger	0.188	vimbela
mournful	anger	0.188	elilile
insecure	anger	0.188	ukungazethembi
incase	anger	0.188	uma kwenzeka
mutter	anger	0.182	vungama
pare	anger	0.182	pare
rating	anger	0.182	ukukala
claimant	anger	0.182	ummangali
insist	anger	0.182	gcizelela
mistress	anger	0.182	unkosikazi
distracting	anger	0.182	okuphazamisayo
opium	anger	0.180	i-opium
deserve	anger	0.176	kufanelekile
willful	anger	0.176	ngamabomu
treat	anger	0.175	phatha
insists	anger	0.175	kugcizelela
excitation	anger	0.172	ukuvusa amadlingozi
mighty	anger	0.172	enamandla
liberate	anger	0.172	khulula
indecisive	anger	0.172	ongakwazi ukwenza izinqumo
hormonal	anger	0.172	amahomoni
peice	anger	0.172	ukuthula
gibberish	anger	0.172	gibberish
misplace	anger	0.172	indawo engafanele
fee	anger	0.172	imali
thanksalot	anger	0.172	Ngibonga kakhulu
fleece	anger	0.172	uboya bezimvu
yelp	anger	0.168	yebo
mule	anger	0.167	umnyuzi
unequal	anger	0.167	ukungalingani
hamstring	anger	0.167	umsipha
bargaining	anger	0.167	ukuxoxisana
insufficiency	anger	0.167	ukuntula
insignificant	anger	0.167	okungabalulekile
attentionseekers	anger	0.163	abafuna ukunakwa
coop	anger	0.156	ihhoko
rheumatism	anger	0.156	isifo samathambo
forearm	anger	0.156	umphambili
indifference	anger	0.156	ukunganaki
underpaid	anger	0.152	okhokhelwa kancane
involvement	anger	0.152	ukuzibandakanya
justthebeginning	anger	0.152	zisanda kuqala
disinformation	anger	0.152	i-disinformation
uncertain	anger	0.152	engaqinisekile
bee	anger	0.152	inyosi
attorney	anger	0.152	ummeli
pretending	anger	0.152	ukuzenzisa
campaigning	anger	0.151	umkhankaso
hopelessness	anger	0.149	ukungabi nathemba
feeling	anger	0.147	umuzwa
legalized	anger	0.145	kusemthethweni
caution	anger	0.145	ukuqapha
sterling	anger	0.141	sterling
morals	anger	0.141	ukuziphatha
subsidy	anger	0.141	uxhaso
obliging	anger	0.141	bophezela
wimpy	anger	0.140	wimpy
bummer	anger	0.139	qhuma
saloon	anger	0.136	esaluni
blemish	anger	0.136	sici
misspell	anger	0.136	ukupela kabi
repay	anger	0.136	buyisela
surcharge	anger	0.136	inhlawulo eyengeziwe
geez	anger	0.136	geez
birch	anger	0.135	ibhishi
noob	anger	0.133	noob
honk	anger	0.133	khuluma
orchestra	anger	0.132	i-orchestra
wireless	anger	0.125	okungenantambo
competitive	anger	0.125	ukuncintisana
standstill	anger	0.125	ima
inattention	anger	0.121	ukunganaki
reversal	anger	0.121	ukuhlehla
lace	anger	0.118	uleyisi
elbow	anger	0.117	indololwane
instinctive	anger	0.112	engokwemvelo
chant	anger	0.111	ingoma
