English Word	Emotion	Emotion-Intensity-Score	Slovak Word
insanity	anger	0.469	šialenstvo
offense	anger	0.469	priestupok
objection	anger	0.469	námietka
smother	anger	0.469	udusiť
disruption	anger	0.469	rušenie
intolerance	anger	0.469	neznášanlivosť
disobey	anger	0.469	neposlúchnuť
selfishness	anger	0.469	sebectvo
recidivism	anger	0.469	recidívy
subversive	anger	0.469	podvratný
huff	anger	0.469	huff
plunder	anger	0.469	plieniť
opposition	anger	0.469	opozície
complain	anger	0.469	sťažovať sa
perpetrator	anger	0.469	páchateľ
simmer	anger	0.469	dusiť
areyoukidding	anger	0.468	robíš si srandu
mug	anger	0.467	hrnček
agony	anger	0.465	agónia
arrogant	anger	0.461	arogantný
sux	anger	0.456	sux
vent	anger	0.456	prieduch
elimination	anger	0.456	eliminácia
picketing	anger	0.456	demonštrácie
haughty	anger	0.456	povýšenecký
grated	anger	0.455	strúhaný
flagrant	anger	0.455	flagrantný
busted	anger	0.455	zatkli
crabby	anger	0.455	krabovitý
dying	anger	0.455	umieranie
idiocy	anger	0.455	idiocie
impermeable	anger	0.455	nepriepustný
stubbed	anger	0.455	zaťatý
illegality	anger	0.455	nezákonnosti
veto	anger	0.455	vetovať
constraint	anger	0.455	obmedzenie
mislead	anger	0.455	zavádzať
illicit	anger	0.455	nedovolené
troublesome	anger	0.455	problematické
clamor	anger	0.455	krik
bayonet	anger	0.453	bajonet
suppress	anger	0.453	potlačiť
intense	anger	0.453	intenzívne
displeased	anger	0.453	nespokojný
disapproving	anger	0.453	nesúhlasný
hysterical	anger	0.453	hysterický
struggle	anger	0.453	boj
godless	anger	0.453	bezbožný
desist	anger	0.453	upustiť
usurped	anger	0.453	uzurpoval
despotism	anger	0.453	despotizmus
disagreeing	anger	0.453	nesúhlasný
bad	anger	0.453	zlý
unlawful	anger	0.451	nezákonné
wrongly	anger	0.448	nesprávne
repellent	anger	0.442	repelent
dishonor	anger	0.441	dehonestovať
psychosis	anger	0.441	psychózy
wasted	anger	0.441	plytvanie
wrongful	anger	0.441	neprávom
foe	anger	0.441	nepriateľ
aversion	anger	0.440	averzia
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	kĺby
ultimatum	anger	0.439	ultimátum
schism	anger	0.439	schizma
upset	anger	0.439	rozčúlený
effigy	anger	0.439	podobizeň
punitive	anger	0.439	represívny
worthless	anger	0.438	bezcenný
separatist	anger	0.438	separatista
ransom	anger	0.438	výkupné
deny	anger	0.438	popierať
fugitive	anger	0.438	utečenec
mucked	anger	0.438	zbabraný
abandonment	anger	0.438	opustenie
irritation	anger	0.438	podráždenie
deleterious	anger	0.438	škodlivé
stupidity	anger	0.438	hlúposť
segregate	anger	0.437	segregovať
oblivion	anger	0.437	zabudnutie
payback	anger	0.436	návratnosť
incongruous	anger	0.435	nesúrodé
eviction	anger	0.435	vysťahovanie
collusion	anger	0.432	tajná dohoda
rob	anger	0.431	okradnúť
ravenous	anger	0.429	pažravý
overrun	anger	0.429	prekročenie
infidelity	anger	0.429	nevera
harbinger	anger	0.426	predzvesť
painful	anger	0.426	bolestivý
getoverit	anger	0.426	prenes sa cez to
martial	anger	0.426	bojový
rejection	anger	0.426	odmietnutie
incredulous	anger	0.426	neveriaci
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	obrana
enforce	anger	0.424	presadiť
commotion	anger	0.424	rozruch
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	kvapavka
fraudulent	anger	0.424	podvodný
unsympathetic	anger	0.424	nesympatický
fallacious	anger	0.424	klamný
greed	anger	0.424	chamtivosť
defraud	anger	0.424	podvádzať
banger	anger	0.424	banger
concealment	anger	0.424	utajovanie
fuss	anger	0.424	rozruch
exasperation	anger	0.424	rozhorčenie
disobedience	anger	0.424	neposlušnosť
powerful	anger	0.424	mocný
discontent	anger	0.424	nespokojnosť
indecency	anger	0.424	neslušnosť
sedition	anger	0.422	poburovanie
deportation	anger	0.422	deportáciu
cracked	anger	0.422	prasknutý
bang	anger	0.422	tresk
barb	anger	0.422	osteň
duel	anger	0.422	súboj
sarcasm	anger	0.422	sarkazmus
cur	anger	0.422	kúr
misrepresented	anger	0.422	nesprávne prezentované
annoyance	anger	0.422	mrzutosť
scar	anger	0.422	jazva
nettle	anger	0.422	žihľava
banishment	anger	0.422	vyhnanie
snubbed	anger	0.422	potupený
penitentiary	anger	0.422	väzenský ústav
penetration	anger	0.422	prieniku
blatant	anger	0.420	do očí bijúce
force	anger	0.418	sila
perverse	anger	0.415	perverzný
wring	anger	0.415	žmýkať
bastion	anger	0.413	bašta
grim	anger	0.413	ponurý
moody	anger	0.412	náladový
tiff	anger	0.412	tiff
nothappy	anger	0.412	nie je šťastná
surly	anger	0.412	nevrlý
sordid	anger	0.412	špinavý
hunting	anger	0.411	lov
indenture	anger	0.410	indentúra
forfeit	anger	0.409	prepadnúť
areyoukiddingme	anger	0.409	ty mi sranduješ
reproach	anger	0.409	výčitka
sham	anger	0.409	predstierať
awful	anger	0.409	hrozne
compulsion	anger	0.409	nutkanie
implicate	anger	0.409	implikovať
contradict	anger	0.409	protirečiť
inept	anger	0.409	nešikovný
supremacy	anger	0.409	nadradenosť
sneak	anger	0.409	plížiť sa
disappoint	anger	0.409	sklamať
blockade	anger	0.409	blokáda
detainee	anger	0.409	zadržaného
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	klamstvo
rail	anger	0.406	koľajnice
forsaken	anger	0.406	opustený
cacophony	anger	0.406	kakofónia
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	jazvec
tremor	anger	0.406	chvenie
inequality	anger	0.406	nerovnosť
delusion	anger	0.406	klam
unthinkable	anger	0.406	nemysliteľné
onerous	anger	0.406	zaťažujúce
wrongdoing	anger	0.406	neprávosti
nuisance	anger	0.406	obťažovanie
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidémia
arguments	anger	0.404	argumenty
affront	anger	0.403	uraziť
traumatic	anger	0.402	traumatické
sodding	anger	0.400	sypanie
libel	anger	0.400	ohováranie
annoys	anger	0.400	otravuje
soslow	anger	0.398	tak pomaly
watchout	anger	0.398	pozor
frenetic	anger	0.397	frenetický
remiss	anger	0.397	ľahostajný
barge	anger	0.396	čln
sue	anger	0.394	žalovať
keyed	anger	0.394	zakľúčované
actionable	anger	0.394	hodnotný
extinguish	anger	0.394	uhasiť
fraud	anger	0.394	podvodom
untoward	anger	0.394	nepriaznivé
illegal	anger	0.394	nezákonné
nag	anger	0.394	nag
boxing	anger	0.394	boxu
confiscate	anger	0.394	skonfiškovať
howl	anger	0.394	zavýjať
whatsthepoint	anger	0.394	aký to má zmysel
rabble	anger	0.394	chátra
unfriendly	anger	0.394	nepriateľský
disrespect	anger	0.394	neúcta
dangit	anger	0.394	dangit
brimstone	anger	0.392	síra
dissolution	anger	0.391	rozpustenie
rigged	anger	0.391	zmanipulované
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	zemetrasenie
argh	anger	0.391	argh
pique	anger	0.391	piké
recklessness	anger	0.391	nerozvážnosť
disagree	anger	0.389	nesúhlasiť
lawsuit	anger	0.386	súdny spor
disused	anger	0.382	nepoužívané
despair	anger	0.382	zúfalstvo
immorality	anger	0.382	nemravnosť
coerce	anger	0.379	donútiť
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	dotykový
pokes	anger	0.379	tyká
falsification	anger	0.379	falšovanie
rifle	anger	0.379	puška
sizzle	anger	0.379	prskať
incurable	anger	0.379	nevyliečiteľná
difficulty	anger	0.379	obtiažnosť
sore	anger	0.379	boľavý
picket	anger	0.378	demonštrácie
concussion	anger	0.377	otras mozgu
stuckup	anger	0.375	zaseknutý
militia	anger	0.375	milície
rawr	anger	0.375	rawr
faulty	anger	0.375	chybný
sly	anger	0.375	prefíkaný
disillusionment	anger	0.375	dezilúzia
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	úskalia
infantile	anger	0.375	infantilný
pessimism	anger	0.375	pesimizmus
remand	anger	0.375	vyšetrovať
cannon	anger	0.375	kanón
vindicate	anger	0.371	obhájiť
inhibit	anger	0.371	inhibovať
distressing	anger	0.371	tiesnivý
nepotism	anger	0.371	nepotizmus
schizophrenia	anger	0.369	schizofrénie
skewed	anger	0.368	skreslený
disreputable	anger	0.368	pochybné
forbidding	anger	0.368	zakazujúce
conquest	anger	0.367	dobytie
bark	anger	0.365	štekať
leukemia	anger	0.365	leukémie
disapprove	anger	0.364	nesúhlasiť
warrior	anger	0.364	bojovník
barks	anger	0.364	šteká
retarded	anger	0.364	retardovaný
unhappy	anger	0.364	nešťastný
burke	anger	0.364	burke
challenge	anger	0.364	výzva
belt	anger	0.364	pás
litigate	anger	0.359	súdne spory
paucity	anger	0.359	nedostatok
opinionated	anger	0.359	názorový
disliked	anger	0.359	nepáčilo
aftermath	anger	0.359	následky
restriction	anger	0.359	obmedzenie
cad	anger	0.359	cad
incompetence	anger	0.359	nekompetentnosť
loudness	anger	0.359	hlasitosť
broken	anger	0.359	zlomený
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektársky
controversial	anger	0.359	kontroverzný
interrupting	anger	0.358	prerušovanie
fussy	anger	0.357	puntičkársky
wench	anger	0.353	dievča
remove	anger	0.351	odstrániť
brat	anger	0.351	spratek
gruff	anger	0.351	drsný
misbehavior	anger	0.351	nesprávneho správania
scarcity	anger	0.350	nedostatok
losing	anger	0.349	stratiť
stigma	anger	0.348	stigma
deserted	anger	0.348	opustený
timewasters	anger	0.348	časožrúti
disagreement	anger	0.348	nesúhlas
defect	anger	0.348	defekt
hardened	anger	0.348	stvrdnuté
lie	anger	0.348	klamať
ulcer	anger	0.348	vred
retract	anger	0.348	stiahnuť späť
untrustworthy	anger	0.348	nedôveryhodný
pest	anger	0.348	škodca
disappointed	anger	0.348	sklamaný
bias	anger	0.345	zaujatosť
negation	anger	0.344	negácia
bothering	anger	0.344	obťažujúce
stripped	anger	0.344	vyzlečený
antisocial	anger	0.344	asociálom
pirate	anger	0.344	pirát
stingy	anger	0.344	lakomý
shoddy	anger	0.344	babrácky
unreliable	anger	0.344	nespoľahlivé
shaky	anger	0.344	roztrasený
misleading	anger	0.344	zavádzajúce
unsettled	anger	0.344	nevyrovnaný
evade	anger	0.344	vyhýbať sa
anxiety	anger	0.344	úzkosť
disclaim	anger	0.344	odmietnuť
deterioration	anger	0.344	zhoršenie
impotence	anger	0.344	impotencia
interminable	anger	0.343	nekonečný
disease	anger	0.341	choroba
meddle	anger	0.341	miešať sa
warp	anger	0.340	osnova
averse	anger	0.338	averzia
infamous	anger	0.338	neslávne známy
alcoholism	anger	0.338	alkoholizmus
row	anger	0.337	riadok
staticky	anger	0.336	staticky
illegitimate	anger	0.333	nelegitímne
encumbrance	anger	0.333	vecné bremeno
witchcraft	anger	0.333	čarodejníctvo
interrupt	anger	0.333	prerušiť
scorpion	anger	0.333	škorpión
ill	anger	0.333	chorý
sinner	anger	0.331	hriešnik
inconsiderate	anger	0.329	bezohľadný
hulk	anger	0.329	vrak
prohibited	anger	0.328	zakázané
dashed	anger	0.328	prerušovaná
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikovaný
spammers	anger	0.328	spamermi
phony	anger	0.328	falošný
tighten	anger	0.328	utiahnuť
dislocated	anger	0.328	vykĺbené
scapegoat	anger	0.328	obetný baránok
victim	anger	0.328	obeťou
opponent	anger	0.328	súpera
hiss	anger	0.328	syčať
crusade	anger	0.328	križiacka výprava
grumpy	anger	0.328	nevrlý
resisting	anger	0.328	vzdorovať
inappropriate	anger	0.324	nevhodný
haye	anger	0.324	haye
loss	anger	0.324	stratu
trickery	anger	0.324	úskok
eschew	anger	0.324	vyhýbať sa
neglected	anger	0.324	zanedbané
canker	anger	0.323	rakovina
muff	anger	0.318	rukávnik
crunch	anger	0.318	chrumkať
duplicity	anger	0.318	duplicita
criticism	anger	0.318	kritika
queues	anger	0.318	frontoch
shriek	anger	0.316	kričať
depreciate	anger	0.315	odpisovať
dismissal	anger	0.312	prepúšťanie
chaff	anger	0.312	plevy
dramaqueen	anger	0.312	dráma Kráľovná
poverty	anger	0.312	chudoba
carelessness	anger	0.312	neopatrnosť
deflate	anger	0.312	vyfúknuť
dumps	anger	0.312	skládky
dupe	anger	0.312	dupe
mortality	anger	0.312	úmrtnosť
revving	anger	0.309	vytáčanie
disallowed	anger	0.308	nepovolené
boisterous	anger	0.307	búrlivý
thoughtless	anger	0.307	bezmyšlienkovite
burial	anger	0.304	pohreb
wince	anger	0.303	trhnúť
theocratic	anger	0.303	teokratický
sullen	anger	0.303	namosúrený
involution	anger	0.300	involúcia
misuse	anger	0.297	zneužitia
taxed	anger	0.297	zdanené
senseless	anger	0.297	nezmyselné
talons	anger	0.297	pazúry
stalemate	anger	0.297	patová situácia
getyourown	anger	0.297	getyourown
hoax	anger	0.297	hoax
depreciated	anger	0.297	znehodnotené
depressed	anger	0.297	depresívny
wasteful	anger	0.297	márnotratný
paralysis	anger	0.295	paralýza
displaced	anger	0.294	vysídlený
limited	anger	0.292	obmedzené
disapointment	anger	0.290	sklamanie
orc	anger	0.289	ork
ridiculous	anger	0.289	Absurdné
homeless	anger	0.288	bezdomovci
spine	anger	0.288	chrbtice
teasing	anger	0.288	doberať si
presumptuous	anger	0.288	trúfalý
react	anger	0.288	reagovať
sharpen	anger	0.288	zaostriť
barrier	anger	0.287	bariéra
hoot	anger	0.287	húkať
twitchy	anger	0.287	trhavý
myopia	anger	0.283	krátkozrakosť
flexin	anger	0.281	flexín
lagging	anger	0.281	zaostávanie
contraband	anger	0.281	kontraband
incompatible	anger	0.281	nezlučiteľné
shiver	anger	0.281	triaška
spam	anger	0.281	nevyžiadaná pošta
agh	anger	0.281	agh
disconnects	anger	0.281	odpojí
delinquent	anger	0.281	delikvent
restitution	anger	0.281	reštitúcii
foray	anger	0.279	nájazd
troll	anger	0.279	troll
unfairness	anger	0.279	nespravodlivosť
buffering	anger	0.279	ukladanie do vyrovnávacej pamäte
noncompliance	anger	0.279	nesúlad
nether	anger	0.278	nether
bogus	anger	0.273	falošný
immaturity	anger	0.273	nezrelosť
uncaring	anger	0.273	bezstarostný
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	divoký
shock	anger	0.269	šok
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizmus
inoperative	anger	0.266	nefunkčný
bear	anger	0.266	medveď
inconvenient	anger	0.266	nepohodlné
latent	anger	0.266	latentný
defendant	anger	0.266	obžalovaný
nopoint	anger	0.266	nemá to cenu
rapping	anger	0.266	rapovanie
pry	anger	0.266	vypáčiť
quandary	anger	0.266	dilema
interrupts	anger	0.265	preruší
fluctuation	anger	0.265	kolísanie
exaggerate	anger	0.263	preháňať
lose	anger	0.261	stratiť
patter	anger	0.258	pleskať
furnace	anger	0.258	pec
stone	anger	0.258	kameň
tease	anger	0.258	dráždiť
shoplifting	anger	0.258	krádeže v obchode
soldier	anger	0.258	vojak
incompetent	anger	0.257	neschopný
indoctrination	anger	0.255	indoktrinácia
rocket	anger	0.250	raketa
skid	anger	0.250	šmyk
noisy	anger	0.250	hlučný
notoriety	anger	0.250	známosť
cane	anger	0.250	trstina
unfollow	anger	0.250	prestať sledovať
tripping	anger	0.250	zakopnutie
attentionseeker	anger	0.250	záujemca o pozornosť
mastery	anger	0.250	majstrovstvo
socialist	anger	0.250	socialistický
falsehood	anger	0.250	klamstvo
complicate	anger	0.250	komplikovať
lawyer	anger	0.250	právnik
untrue	anger	0.250	nepravdivý
nonsense	anger	0.250	nezmysel
pouting	anger	0.250	našpúlené
witch	anger	0.242	čarodejnica
detract	anger	0.242	odvrátiť
obstacle	anger	0.242	prekážka
halter	anger	0.242	ohlávka
fenced	anger	0.242	oplotený
capslock	anger	0.242	zámok veľkých písmen
dontunderstand	anger	0.242	nerozumieť
vampire	anger	0.242	upír
ringer	anger	0.242	zvonenie
frowning	anger	0.239	zamračené
saber	anger	0.238	šabľa
hunger	anger	0.235	hlad
shell	anger	0.234	škrupina
wokemeup	anger	0.234	zobudil ma
recession	anger	0.234	recesia
failing	anger	0.234	zlyháva
dabbling	anger	0.234	fušovanie
politics	anger	0.234	politika
lava	anger	0.234	láva
rascal	anger	0.234	darebák
imtryingtosleep	anger	0.234	pokúšať sa zaspať
tariff	anger	0.234	tarifa
undesirable	anger	0.231	nežiaduce
darkness	anger	0.227	tma
versus	anger	0.227	proti
copycat	anger	0.227	kopírovať
resign	anger	0.227	odstúpiť
soaked	anger	0.226	premočený
unfulfilled	anger	0.225	nesplnené
abandoned	anger	0.222	opustené
unattainable	anger	0.221	nedosiahnuteľný
owing	anger	0.221	dlžný
bankruptcy	anger	0.221	bankrot
misconception	anger	0.219	mylná predstava
tool	anger	0.219	nástroj
warden	anger	0.219	dozorca
compress	anger	0.219	komprimovať
mosquito	anger	0.219	komár
whiny	anger	0.219	šibnutý
somethingigetalot	anger	0.219	niečoigetalot
confusion	anger	0.219	zmätok
unhelpful	anger	0.219	neužitočné
twitching	anger	0.219	šklbanie
nosey	anger	0.213	zvedavý
overpriced	anger	0.212	predražené
adder	anger	0.212	sčítačka
harry	anger	0.212	Harry
shortage	anger	0.212	nedostatok
melodrama	anger	0.212	melodráma
possession	anger	0.206	držba
desert	anger	0.206	púšť
overplayed	anger	0.206	prehraté
unpaid	anger	0.203	nezaplatené
powerless	anger	0.203	bezmocný
sentence	anger	0.203	veta
inefficient	anger	0.203	neefektívne
arraignment	anger	0.203	obvinenie
pout	anger	0.203	našpúliť
unlucky	anger	0.203	smolu
rook	anger	0.203	veža
backbone	anger	0.203	chrbtica
uninvited	anger	0.203	nepozvaní
court	anger	0.199	súd
endless	anger	0.198	nekonečné
adverts	anger	0.197	reklamy
distracted	anger	0.197	roztržitý
delay	anger	0.197	meškanie
misstatement	anger	0.197	nesprávne uvedenie
misunderstanding	anger	0.195	nedorozumenie
inadmissible	anger	0.191	neprípustné
excite	anger	0.191	vzrušovať
lightning	anger	0.189	blesk
preclude	anger	0.188	vylúčiť
mournful	anger	0.188	smútočný
insecure	anger	0.188	neistý
incase	anger	0.188	v prípade
mutter	anger	0.182	mrmlať
pare	anger	0.182	pare
rating	anger	0.182	hodnotenie
claimant	anger	0.182	navrhovateľ
insist	anger	0.182	trvať na tom
mistress	anger	0.182	milenka
distracting	anger	0.182	rušivé
opium	anger	0.180	ópium
deserve	anger	0.176	zaslúžiť
willful	anger	0.176	svojvoľný
treat	anger	0.175	zaobchádzať
insists	anger	0.175	trvá na tom
excitation	anger	0.172	excitácia
mighty	anger	0.172	mocný
liberate	anger	0.172	oslobodiť
indecisive	anger	0.172	nerozhodný
hormonal	anger	0.172	hormonálne
peice	anger	0.172	peice
gibberish	anger	0.172	bláboliť
misplace	anger	0.172	nesprávne miesto
fee	anger	0.172	poplatok
thanksalot	anger	0.172	mnohokrat dakujem
fleece	anger	0.172	rúno
yelp	anger	0.168	kričať
mule	anger	0.167	mulica
unequal	anger	0.167	nerovný
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	vyjednávanie
insufficiency	anger	0.167	nedostatočnosť
insignificant	anger	0.167	bezvýznamný
attentionseekers	anger	0.163	hľadači pozornosti
coop	anger	0.156	coop
rheumatism	anger	0.156	reuma
forearm	anger	0.156	predlaktie
indifference	anger	0.156	ľahostajnosť
underpaid	anger	0.152	nedostatočne platené
involvement	anger	0.152	zapojenie
justthebeginning	anger	0.152	len začiatok
disinformation	anger	0.152	dezinformácie
uncertain	anger	0.152	neistý
bee	anger	0.152	včela
attorney	anger	0.152	advokát
pretending	anger	0.152	predstierať
campaigning	anger	0.151	kampane
hopelessness	anger	0.149	beznádej
feeling	anger	0.147	pocit
legalized	anger	0.145	legalizované
caution	anger	0.145	opatrnosť
sterling	anger	0.141	šterlingov
morals	anger	0.141	morálky
subsidy	anger	0.141	dotácie
obliging	anger	0.141	zaväzujúci
wimpy	anger	0.140	usmrkaný
bummer	anger	0.139	prievan
saloon	anger	0.136	salón
blemish	anger	0.136	kaz
misspell	anger	0.136	preklep
repay	anger	0.136	splatiť
surcharge	anger	0.136	príplatok
geez	anger	0.136	preboha
birch	anger	0.135	breza
noob	anger	0.133	nováčik
honk	anger	0.133	trúbiť
orchestra	anger	0.132	orchester
wireless	anger	0.125	bezdrôtový
competitive	anger	0.125	konkurencieschopný
standstill	anger	0.125	zastavenie
inattention	anger	0.121	nepozornosť
reversal	anger	0.121	zvrat
lace	anger	0.118	čipka
elbow	anger	0.117	lakeť
instinctive	anger	0.112	inštinktívny
chant	anger	0.111	spievať
gnome	anger	0.109	škriatok
lonely	anger	0.109	osamelý
tolerate	anger	0.106	tolerovať
