English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
hysterical	anger	0.453	хистерични
struggle	anger	0.453	борба
godless	anger	0.453	безбожен
desist	anger	0.453	се откаже
usurped	anger	0.453	узурпиран
despotism	anger	0.453	деспотизам
disagreeing	anger	0.453	несогласување
bad	anger	0.453	лошо
unlawful	anger	0.451	незаконски
wrongly	anger	0.448	погрешно
repellent	anger	0.442	отвратителен
dishonor	anger	0.441	обесчестување
psychosis	anger	0.441	психоза
wasted	anger	0.441	потрошени
wrongful	anger	0.441	погрешно
foe	anger	0.441	непријател
aversion	anger	0.440	аверзија
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	зглобови
ultimatum	anger	0.439	ултиматум
schism	anger	0.439	раскол
upset	anger	0.439	вознемирен
effigy	anger	0.439	ликот
punitive	anger	0.439	казнена
worthless	anger	0.438	безвредни
separatist	anger	0.438	сепаратистички
ransom	anger	0.438	откупнина
deny	anger	0.438	негираат
fugitive	anger	0.438	бегалец
mucked	anger	0.438	искривен
abandonment	anger	0.438	напуштање
irritation	anger	0.438	иритација
deleterious	anger	0.438	штетен
stupidity	anger	0.438	глупоста
segregate	anger	0.437	сегрегира
oblivion	anger	0.437	заборав
payback	anger	0.436	созревање
incongruous	anger	0.435	несоодветна
eviction	anger	0.435	иселување
collusion	anger	0.432	дослух
rob	anger	0.431	ограби
ravenous	anger	0.429	грабливи
overrun	anger	0.429	пречекорување
infidelity	anger	0.429	неверство
harbinger	anger	0.426	предвесник
painful	anger	0.426	болно
getoverit	anger	0.426	прескокнување
martial	anger	0.426	боречки
rejection	anger	0.426	одбивање
incredulous	anger	0.426	недоверлив
stupidrain	anger	0.426	глупавост
defense	anger	0.425	одбраната
enforce	anger	0.424	спроведуваат
commotion	anger	0.424	метеж
censor	anger	0.424	цензурира
gonorrhea	anger	0.424	гонореја
fraudulent	anger	0.424	измамнички
unsympathetic	anger	0.424	несимпатичен
fallacious	anger	0.424	заблуда
greed	anger	0.424	алчноста
defraud	anger	0.424	измами
banger	anger	0.424	тресок
concealment	anger	0.424	прикривање
fuss	anger	0.424	гужва
exasperation	anger	0.424	огорченост
disobedience	anger	0.424	непослушност
powerful	anger	0.424	моќен
discontent	anger	0.424	незадоволство
indecency	anger	0.424	непристојност
sedition	anger	0.422	бунт
deportation	anger	0.422	депортација
cracked	anger	0.422	испукани
bang	anger	0.422	тресне
barb	anger	0.422	боцки
duel	anger	0.422	дуел
sarcasm	anger	0.422	сарказам
cur	anger	0.422	кур
misrepresented	anger	0.422	погрешно претставен
annoyance	anger	0.422	вознемиреност
scar	anger	0.422	лузна
nettle	anger	0.422	коприва
banishment	anger	0.422	протерување
snubbed	anger	0.422	откорнат
penitentiary	anger	0.422	казнено-поправен дом
penetration	anger	0.422	пенетрација
blatant	anger	0.420	бесрамно
force	anger	0.418	сила
perverse	anger	0.415	перверзна
wring	anger	0.415	стегање
bastion	anger	0.413	бастион
grim	anger	0.413	мрачен
moody	anger	0.412	нерасположено
tiff	anger	0.412	тиф
nothappy	anger	0.412	несреќен
surly	anger	0.412	грозоморен
sordid	anger	0.412	гаден
hunting	anger	0.411	лов
indenture	anger	0.410	залог
forfeit	anger	0.409	одземе
areyoukiddingme	anger	0.409	ме зафркаваш
reproach	anger	0.409	прекор
sham	anger	0.409	лажна
awful	anger	0.409	Ужасно
compulsion	anger	0.409	принуда
implicate	anger	0.409	имплицираат
contradict	anger	0.409	контрадикторни
inept	anger	0.409	неспособен
supremacy	anger	0.409	превласт
sneak	anger	0.409	искраде
disappoint	anger	0.409	разочара
blockade	anger	0.409	блокада
detainee	anger	0.409	притвореник
cantwin	anger	0.409	кантвин
squelch	anger	0.409	стискање
lying	anger	0.408	лажење
rail	anger	0.406	железница
forsaken	anger	0.406	напуштен
cacophony	anger	0.406	какофонија
antipathy	anger	0.406	антипатија
wop	anger	0.406	воп
badger	anger	0.406	јазовец
tremor	anger	0.406	тремор
inequality	anger	0.406	нееднаквост
delusion	anger	0.406	заблуда
unthinkable	anger	0.406	незамисливо
onerous	anger	0.406	тежок
wrongdoing	anger	0.406	погрешно постапување
nuisance	anger	0.406	непријатност
scrapie	anger	0.406	скрепи
epidemic	anger	0.406	епидемиски
arguments	anger	0.404	аргументи
affront	anger	0.403	навреда
traumatic	anger	0.402	трауматично
sodding	anger	0.400	солење
libel	anger	0.400	клевета
annoys	anger	0.400	нервира
soslow	anger	0.398	толку бавно
watchout	anger	0.398	внимавај
frenetic	anger	0.397	френетичен
remiss	anger	0.397	пропушти
barge	anger	0.396	шлеп
sue	anger	0.394	тужи
keyed	anger	0.394	клучен
actionable	anger	0.394	активна
extinguish	anger	0.394	изгаснат
fraud	anger	0.394	измама
untoward	anger	0.394	непријатно
illegal	anger	0.394	незаконски
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфискува
howl	anger	0.394	завива
whatsthepoint	anger	0.394	што е поентата
rabble	anger	0.394	џагор
unfriendly	anger	0.394	непријателски
disrespect	anger	0.394	непочитување
dangit	anger	0.394	дангит
brimstone	anger	0.392	сулфур
dissolution	anger	0.391	распуштање
rigged	anger	0.391	наместена
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	земјотрес
argh	anger	0.391	арг
pique	anger	0.391	пике
recklessness	anger	0.391	непромисленост
disagree	anger	0.389	не се согласуваат
lawsuit	anger	0.386	тужба
disused	anger	0.382	неупотребен
despair	anger	0.382	очај
immorality	anger	0.382	неморал
coerce	anger	0.379	принуда
firstworldprobs	anger	0.379	првосветски проблеми
touchy	anger	0.379	чувствителен
pokes	anger	0.379	боцка
falsification	anger	0.379	фалсификување
rifle	anger	0.379	пушка
sizzle	anger	0.379	крцкаат
incurable	anger	0.379	неизлечива
difficulty	anger	0.379	тешкотија
sore	anger	0.379	болно
picket	anger	0.378	чепкалка
concussion	anger	0.377	потрес на мозокот
stuckup	anger	0.375	заглавен
militia	anger	0.375	милиција
rawr	anger	0.375	сурова
faulty	anger	0.375	неисправни
sly	anger	0.375	итар
disillusionment	anger	0.375	разочарување
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	замка
infantile	anger	0.375	инфантилна
pessimism	anger	0.375	песимизам
remand	anger	0.375	притвор
cannon	anger	0.375	топ
vindicate	anger	0.371	оправдаат
inhibit	anger	0.371	инхибираат
distressing	anger	0.371	вознемирувачки
nepotism	anger	0.371	непотизам
schizophrenia	anger	0.369	шизофренија
skewed	anger	0.368	искривен
disreputable	anger	0.368	неугледен
forbidding	anger	0.368	забранува
conquest	anger	0.367	освојување
bark	anger	0.365	кора
leukemia	anger	0.365	леукемија
disapprove	anger	0.364	неодобруваат
warrior	anger	0.364	воин
barks	anger	0.364	лае
retarded	anger	0.364	ретардирани
unhappy	anger	0.364	несреќен
burke	anger	0.364	бурк
challenge	anger	0.364	предизвик
belt	anger	0.364	појас
litigate	anger	0.359	водат судски спор
paucity	anger	0.359	недостиг
opinionated	anger	0.359	мислењето
disliked	anger	0.359	не им се допадна
aftermath	anger	0.359	последователни последици
restriction	anger	0.359	ограничување
cad	anger	0.359	кад
incompetence	anger	0.359	неспособност
loudness	anger	0.359	гласност
broken	anger	0.359	скршен
polemic	anger	0.359	полемика
sectarian	anger	0.359	секташки
controversial	anger	0.359	контроверзен
interrupting	anger	0.358	прекинувајќи
fussy	anger	0.357	претрупан
wench	anger	0.353	венч
remove	anger	0.351	отстрани
brat	anger	0.351	брат
gruff	anger	0.351	груб
misbehavior	anger	0.351	недолично однесување
scarcity	anger	0.350	недостиг
losing	anger	0.349	губење
stigma	anger	0.348	стигмата
deserted	anger	0.348	напуштен
timewasters	anger	0.348	трошење на времето
disagreement	anger	0.348	несогласување
defect	anger	0.348	дефект
hardened	anger	0.348	стврднат
lie	anger	0.348	лага
ulcer	anger	0.348	чир
retract	anger	0.348	повлече
untrustworthy	anger	0.348	недоверливи
pest	anger	0.348	штетник
disappointed	anger	0.348	разочаран
bias	anger	0.345	пристрасност
negation	anger	0.344	негација
bothering	anger	0.344	вознемирувачки
stripped	anger	0.344	соголени
antisocial	anger	0.344	асоцијални
pirate	anger	0.344	пиратски
stingy	anger	0.344	скржавиот
shoddy	anger	0.344	неквалитетен
unreliable	anger	0.344	несигурни
shaky	anger	0.344	растреперен
misleading	anger	0.344	погрешно
unsettled	anger	0.344	несмирен
evade	anger	0.344	избегнуваат
anxiety	anger	0.344	анксиозност
disclaim	anger	0.344	одрекување
deterioration	anger	0.344	влошување
impotence	anger	0.344	импотенција
interminable	anger	0.343	бесконечна
disease	anger	0.341	болест
meddle	anger	0.341	се мешаат
warp	anger	0.340	искривуваат
averse	anger	0.338	аверс
infamous	anger	0.338	озлогласен
alcoholism	anger	0.338	алкохолизам
row	anger	0.337	ред
staticky	anger	0.336	статични
illegitimate	anger	0.333	нелегитимни
encumbrance	anger	0.333	оптоварување
witchcraft	anger	0.333	вештерство
interrupt	anger	0.333	прекинат
scorpion	anger	0.333	скорпија
ill	anger	0.333	болен
sinner	anger	0.331	грешник
inconsiderate	anger	0.329	невнимателен
hulk	anger	0.329	халк
prohibited	anger	0.328	забрането
dashed	anger	0.328	попарен
brrr	anger	0.328	бррр
fib	anger	0.328	влакно
disqualified	anger	0.328	дисквалификуван
spammers	anger	0.328	спамери
phony	anger	0.328	лажни
tighten	anger	0.328	затегнете
dislocated	anger	0.328	дислоциран
scapegoat	anger	0.328	жртвено јагне
victim	anger	0.328	жртва
opponent	anger	0.328	противник
hiss	anger	0.328	подсвиркване
crusade	anger	0.328	крстоносна војна
grumpy	anger	0.328	пргавост
resisting	anger	0.328	пружајќи отпор
inappropriate	anger	0.324	несоодветни
haye	anger	0.324	сено
loss	anger	0.324	загуба
trickery	anger	0.324	измама
eschew	anger	0.324	избегнувај
neglected	anger	0.324	запоставени
canker	anger	0.323	рак
muff	anger	0.318	муф
