English Word	Emotion	Emotion-Intensity-Score	Sundanese Word
complain	anger	0.469	ngawadul
perpetrator	anger	0.469	palaku
simmer	anger	0.469	ngagolak
areyoukidding	anger	0.468	ari anjeun heureuy
mug	anger	0.467	cangkir
agony	anger	0.465	kanyeri
arrogant	anger	0.461	sombong
sux	anger	0.456	suuk
vent	anger	0.456	curhat
elimination	anger	0.456	ngaleungitkeun
picketing	anger	0.456	piket
haughty	anger	0.456	sombong
grated	anger	0.455	diparut
flagrant	anger	0.455	umbul-umbul
busted	anger	0.455	didadarkeun
crabby	anger	0.455	peurih
dying	anger	0.455	maot
idiocy	anger	0.455	kabodoan
impermeable	anger	0.455	teu tembus
stubbed	anger	0.455	ditusuk
illegality	anger	0.455	illegality
veto	anger	0.455	veto
constraint	anger	0.455	kawatesanan
mislead	anger	0.455	nyasabkeun
illicit	anger	0.455	haram
troublesome	anger	0.455	nyusahkeun
clamor	anger	0.455	gogorowokan
bayonet	anger	0.453	bayonet
suppress	anger	0.453	ngadesek
intense	anger	0.453	sengit
displeased	anger	0.453	keuheul
disapproving	anger	0.453	teu satuju
hysterical	anger	0.453	histeris
struggle	anger	0.453	perjuangan
godless	anger	0.453	teu aya dewa
desist	anger	0.453	eureun
usurped	anger	0.453	direbut
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	teu satuju
bad	anger	0.453	goréng
unlawful	anger	0.451	haram hukumna
wrongly	anger	0.448	salah
repellent	anger	0.442	panolak
dishonor	anger	0.441	hinaan
psychosis	anger	0.441	psikosis
wasted	anger	0.441	dibuang
wrongful	anger	0.441	salah
foe	anger	0.441	musuh
aversion	anger	0.440	panghinaan
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ros-rosan
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	perpecahan
upset	anger	0.439	kesel
effigy	anger	0.439	effigy
punitive	anger	0.439	hukuman
worthless	anger	0.438	euweuh hargaan
separatist	anger	0.438	separatis
ransom	anger	0.438	tebusan
deny	anger	0.438	mungkir
fugitive	anger	0.438	buronan
mucked	anger	0.438	dikocok
abandonment	anger	0.438	ditinggalkeun
irritation	anger	0.438	iritasi
deleterious	anger	0.438	ngaruksak
stupidity	anger	0.438	kabodoan
segregate	anger	0.437	misahkeun
oblivion	anger	0.437	hilapna
payback	anger	0.436	payback
incongruous	anger	0.435	incongruous
eviction	anger	0.435	pangusiran
collusion	anger	0.432	kolusi
rob	anger	0.431	ngarampog
ravenous	anger	0.429	rarasaan
overrun	anger	0.429	ngaleut
infidelity	anger	0.429	henteu satia
harbinger	anger	0.426	harbinger
painful	anger	0.426	nyeri
getoverit	anger	0.426	getoverit
martial	anger	0.426	silat
rejection	anger	0.426	tampikan
incredulous	anger	0.426	teu percaya
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	pertahanan
enforce	anger	0.424	maksakeun
commotion	anger	0.424	kaributan
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonorea
fraudulent	anger	0.424	panipuan
unsympathetic	anger	0.424	teu simpatik
fallacious	anger	0.424	fallacious
greed	anger	0.424	karanjingan
defraud	anger	0.424	nipu
banger	anger	0.424	bangor
concealment	anger	0.424	panyumputan
fuss	anger	0.424	repot
exasperation	anger	0.424	kakeuheul
disobedience	anger	0.424	henteu patuh
powerful	anger	0.424	kawasa
discontent	anger	0.424	kasugemaan
indecency	anger	0.424	teu sopan
sedition	anger	0.422	hasutan
deportation	anger	0.422	nundung
cracked	anger	0.422	rengat
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	tanding
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	misrepresented
annoyance	anger	0.422	kaganggu
scar	anger	0.422	tapak tatu
nettle	anger	0.422	jelatang
banishment	anger	0.422	pangbuangan
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	panjara
penetration	anger	0.422	penetrasi
blatant	anger	0.420	terang-terangan
force	anger	0.418	maksakeun
perverse	anger	0.415	sesat
wring	anger	0.415	ngerik
bastion	anger	0.413	benteng
grim	anger	0.413	surem
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	teu bagja
surly	anger	0.412	seuri
sordid	anger	0.412	kotor
hunting	anger	0.411	moro
indenture	anger	0.410	indenture
forfeit	anger	0.409	leungit
areyoukiddingme	anger	0.409	Dupi anjeun ngaheureuyan abdi
reproach	anger	0.409	panghina
sham	anger	0.409	syam
awful	anger	0.409	uih
compulsion	anger	0.409	paksaan
implicate	anger	0.409	implicate
contradict	anger	0.409	ngabantah
inept	anger	0.409	teu kompeten
supremacy	anger	0.409	kaunggulan
sneak	anger	0.409	nyolongkrong
disappoint	anger	0.409	nguciwakeun
blockade	anger	0.409	blokade
detainee	anger	0.409	tahanan
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ngabohong
rail	anger	0.406	rel
forsaken	anger	0.406	ditinggalkeun
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipati
wop	anger	0.406	aduh
badger	anger	0.406	badger
tremor	anger	0.406	tremor
inequality	anger	0.406	kateusaruaan
delusion	anger	0.406	delusion
unthinkable	anger	0.406	teu kapikiran
onerous	anger	0.406	beurat
wrongdoing	anger	0.406	kalakuan salah
nuisance	anger	0.406	gangguan
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argumen
affront	anger	0.403	ngahina
traumatic	anger	0.402	traumatis
sodding	anger	0.400	sodding
libel	anger	0.400	fitnah
annoys	anger	0.400	ngaganggu
soslow	anger	0.398	solow
watchout	anger	0.398	awas
frenetic	anger	0.397	frenetic
remiss	anger	0.397	ngalalaworakeun
barge	anger	0.396	kapal tongkang
sue	anger	0.394	ngagugat
keyed	anger	0.394	keyed
actionable	anger	0.394	actionable
extinguish	anger	0.394	mareuman
fraud	anger	0.394	panipuan
untoward	anger	0.394	teu dihaja
illegal	anger	0.394	haram
nag	anger	0.394	Nag
boxing	anger	0.394	tinju
confiscate	anger	0.394	ngarampas
howl	anger	0.394	babaung
whatsthepoint	anger	0.394	naon titik
rabble	anger	0.394	bubuara
unfriendly	anger	0.394	teu marahmay
disrespect	anger	0.394	teu hormat
dangit	anger	0.394	dangit
brimstone	anger	0.392	walirang
dissolution	anger	0.391	disolusi
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	lini
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	kagagabahan
disagree	anger	0.389	teu satuju
lawsuit	anger	0.386	gugatan
disused	anger	0.382	teu dipaké
despair	anger	0.382	putus asa
immorality	anger	0.382	maksiat
coerce	anger	0.379	maksa
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	keuna
pokes	anger	0.379	ngodok
falsification	anger	0.379	pemalsuan
rifle	anger	0.379	bedil
sizzle	anger	0.379	ngaregot
incurable	anger	0.379	teu bisa diubaran
difficulty	anger	0.379	kasusah
sore	anger	0.379	nyeri
picket	anger	0.378	piket
concussion	anger	0.377	geger otak
stuckup	anger	0.375	macét
militia	anger	0.375	milisi
rawr	anger	0.375	rawr
faulty	anger	0.375	lepat
sly	anger	0.375	licik
disillusionment	anger	0.375	kuciwa
petpeeve	anger	0.375	pegat-pegat
pitfall	anger	0.375	pitfall
infantile	anger	0.375	orok
pessimism	anger	0.375	pesimis
remand	anger	0.375	reman
cannon	anger	0.375	mariem
vindicate	anger	0.371	ngabéréskeun
inhibit	anger	0.371	ngahambat
distressing	anger	0.371	distressing
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofrenia
skewed	anger	0.368	miring
disreputable	anger	0.368	disreputable
forbidding	anger	0.368	ngalarang
conquest	anger	0.367	nalukkeun
bark	anger	0.365	babakan
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	teu satuju
warrior	anger	0.364	prajurit
barks	anger	0.364	ngagorowok
retarded	anger	0.364	terbelakang
unhappy	anger	0.364	bagja
burke	anger	0.364	burke
challenge	anger	0.364	tangtangan
belt	anger	0.364	sabuk
litigate	anger	0.359	ngagugat
paucity	anger	0.359	kakurangan
opinionated	anger	0.359	pamadegan
disliked	anger	0.359	teu resep
aftermath	anger	0.359	saatosna
restriction	anger	0.359	pangwatesan
cad	anger	0.359	cad
incompetence	anger	0.359	teu mampuh
loudness	anger	0.359	nyaring
broken	anger	0.359	pegat
polemic	anger	0.359	polémik
sectarian	anger	0.359	sektarian
controversial	anger	0.359	kontroversial
interrupting	anger	0.358	interrupting
fussy	anger	0.357	rewel
wench	anger	0.353	awewe
remove	anger	0.351	miceun
brat	anger	0.351	budak leutik
gruff	anger	0.351	kasar
misbehavior	anger	0.351	kalakuan salah
scarcity	anger	0.350	kakirangan
losing	anger	0.349	kaleungitan
stigma	anger	0.348	stigma
deserted	anger	0.348	sepi
timewasters	anger	0.348	tukang buang waktu
disagreement	anger	0.348	teu satuju
defect	anger	0.348	cacad
hardened	anger	0.348	hardened
lie	anger	0.348	ngabohong
ulcer	anger	0.348	borok
retract	anger	0.348	mundurkeun
untrustworthy	anger	0.348	teu bisa dipercaya
pest	anger	0.348	hama
disappointed	anger	0.348	kuciwa
bias	anger	0.345	bias
negation	anger	0.344	negasi
bothering	anger	0.344	ngaganggu
stripped	anger	0.344	dibobodo
antisocial	anger	0.344	antisosial
pirate	anger	0.344	bajak laut
stingy	anger	0.344	pelit
shoddy	anger	0.344	kurang ajar
unreliable	anger	0.344	teu bisa dipercaya
shaky	anger	0.344	oyag
misleading	anger	0.344	nyasabkeun
unsettled	anger	0.344	teu puguh
evade	anger	0.344	ngajauhan
anxiety	anger	0.344	kahariwang
disclaim	anger	0.344	ngabantah
deterioration	anger	0.344	deterioration
impotence	anger	0.344	impotensi
interminable	anger	0.343	teu aya watesna
disease	anger	0.341	panyakit
meddle	anger	0.341	campur aduk
warp	anger	0.340	ngalipet
averse	anger	0.338	ngajauhan
infamous	anger	0.338	hina
alcoholism	anger	0.338	alkoholismeu
row	anger	0.337	baris
staticky	anger	0.336	statik
illegitimate	anger	0.333	teu sah
encumbrance	anger	0.333	katangtuan
witchcraft	anger	0.333	elmu sihir
interrupt	anger	0.333	ngaganggu
scorpion	anger	0.333	kalajengking
ill	anger	0.333	gering
sinner	anger	0.331	jelema dosa
inconsiderate	anger	0.329	teu merhatikeun
hulk	anger	0.329	hulk
prohibited	anger	0.328	dilarang
dashed	anger	0.328	digusur
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	disqualified
spammers	anger	0.328	spammers
phony	anger	0.328	phony
tighten	anger	0.328	ketang
dislocated	anger	0.328	dislokasi
scapegoat	anger	0.328	kambing hitam
victim	anger	0.328	korban
opponent	anger	0.328	lawan
hiss	anger	0.328	nyiwit
crusade	anger	0.328	perang salib
grumpy	anger	0.328	ambek-ambekan
resisting	anger	0.328	nolak
inappropriate	anger	0.324	teu pantes
haye	anger	0.324	heuheu
loss	anger	0.324	leungitna
trickery	anger	0.324	tipu daya
eschew	anger	0.324	ngajauhan
neglected	anger	0.324	teu dipaliré
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	ngarengkol
duplicity	anger	0.318	duplikat
criticism	anger	0.318	kritik
queues	anger	0.318	antrian
shriek	anger	0.316	ngagorowok
depreciate	anger	0.315	nyusut
dismissal	anger	0.312	PHK
chaff	anger	0.312	seblak
dramaqueen	anger	0.312	ratu drama
poverty	anger	0.312	kamiskinan
carelessness	anger	0.312	katelengesan
deflate	anger	0.312	kempis
dumps	anger	0.312	dumps
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalitas
revving	anger	0.309	revving
disallowed	anger	0.308	dibantah
boisterous	anger	0.307	riweuh
thoughtless	anger	0.307	teu dipikiran
burial	anger	0.304	pangkuburan
wince	anger	0.303	nyengir
theocratic	anger	0.303	teokratis
sullen	anger	0.303	cemberut
involution	anger	0.300	involusi
misuse	anger	0.297	nyalahgunakeun
taxed	anger	0.297	dipajak
senseless	anger	0.297	teu boga akal
talons	anger	0.297	talon
stalemate	anger	0.297	jalan buntu
getyourown	anger	0.297	meunang anjeun sorangan
hoax	anger	0.297	wadul
depreciated	anger	0.297	disusut
depressed	anger	0.297	depresi
wasteful	anger	0.297	boros
paralysis	anger	0.295	paralisis
displaced	anger	0.294	digusur
limited	anger	0.292	kawates
disapointment	anger	0.290	disapointment
orc	anger	0.289	orc
ridiculous	anger	0.289	pikaseurieun
homeless	anger	0.288	teu boga imah
spine	anger	0.288	tulang tonggong
teasing	anger	0.288	ngagoda
presumptuous	anger	0.288	sombong
react	anger	0.288	ngaréaksikeun
sharpen	anger	0.288	ngasah
barrier	anger	0.287	panghalang
hoot	anger	0.287	hoot
twitchy	anger	0.287	kedutan
myopia	anger	0.283	rabun
flexin	anger	0.281	flexin
lagging	anger	0.281	katinggaleun
contraband	anger	0.281	barang haram
incompatible	anger	0.281	sauyunan
shiver	anger	0.281	ngageter
spam	anger	0.281	EMAIL sampah
agh	anger	0.281	agh
disconnects	anger	0.281	megatkeun sambungan
delinquent	anger	0.281	delinquent
restitution	anger	0.281	restitusi
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	teu adil
buffering	anger	0.279	panyangga
noncompliance	anger	0.279	noncompliance
nether	anger	0.278	henteu
bogus	anger	0.273	bohong
immaturity	anger	0.273	teu dewasa
uncaring	anger	0.273	teu paduli
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	galak
shock	anger	0.269	ngajempolan
humbug	anger	0.266	heureuy
notamorningperson	anger	0.266	jalma peuting
feminism	anger	0.266	feminisme
inoperative	anger	0.266	teu beroperasi
bear	anger	0.266	ngasuh
inconvenient	anger	0.266	teu merenah
latent	anger	0.266	laten
defendant	anger	0.266	terdakwa
nopoint	anger	0.266	euweuh titik
rapping	anger	0.266	nge-rap
pry	anger	0.266	ngacung
quandary	anger	0.266	kabingung
interrupts	anger	0.265	interrupts
fluctuation	anger	0.265	fluktuasi
exaggerate	anger	0.263	ngagede-gedekeun
lose	anger	0.261	eleh
patter	anger	0.258	témbal
furnace	anger	0.258	tungku
stone	anger	0.258	batu
tease	anger	0.258	ngagoda
shoplifting	anger	0.258	ngolo-ngolo
soldier	anger	0.258	prajurit
incompetent	anger	0.257	teu mampuh
indoctrination	anger	0.255	indoktrinasi
rocket	anger	0.250	rokét
skid	anger	0.250	leleb
noisy	anger	0.250	ribut
notoriety	anger	0.250	kasohor
cane	anger	0.250	tiwu
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	pencari perhatian
mastery	anger	0.250	ngawasaan
socialist	anger	0.250	sosialis
falsehood	anger	0.250	bohong
complicate	anger	0.250	ngahesekeun
lawyer	anger	0.250	pengacara
untrue	anger	0.250	teu bener
nonsense	anger	0.250	omong kosong
pouting	anger	0.250	nyuuh
witch	anger	0.242	tukang sihir
detract	anger	0.242	detract
obstacle	anger	0.242	halangan
halter	anger	0.242	halter
fenced	anger	0.242	dipager
capslock	anger	0.242	konci hurup ageung
dontunderstand	anger	0.242	teu ngarti
vampire	anger	0.242	vampir
ringer	anger	0.242	ringer
frowning	anger	0.239	nyerengeh
saber	anger	0.238	saber
hunger	anger	0.235	kalaparan
shell	anger	0.234	cangkang
wokemeup	anger	0.234	hudang
recession	anger	0.234	resesi
failing	anger	0.234	gagal
dabbling	anger	0.234	dabbling
politics	anger	0.234	pulitik
lava	anger	0.234	lahar
rascal	anger	0.234	bajingan
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	tarif
undesirable	anger	0.231	teu dipikahayang
darkness	anger	0.227	gelap
versus	anger	0.227	lawan
copycat	anger	0.227	copycat
resign	anger	0.227	ngundurkeun diri
soaked	anger	0.226	soak
unfulfilled	anger	0.225	teu kacumponan
abandoned	anger	0.222	ditinggalkeun
unattainable	anger	0.221	teu bisa kahontal
owing	anger	0.221	ngahutang
bankruptcy	anger	0.221	bangkrut
misconception	anger	0.219	salah sangka
tool	anger	0.219	pakakas
warden	anger	0.219	sipir
compress	anger	0.219	ngompres
mosquito	anger	0.219	reungit
whiny	anger	0.219	nyengir
somethingigetalot	anger	0.219	aya nu apal
confusion	anger	0.219	kabingungan
unhelpful	anger	0.219	teu mantuan
twitching	anger	0.219	kedutan
nosey	anger	0.213	usil
overpriced	anger	0.212	overpriced
adder	anger	0.212	panambih
harry	anger	0.212	harry
shortage	anger	0.212	kakurangan
melodrama	anger	0.212	mélodrama
possession	anger	0.206	milikna
desert	anger	0.206	gurun
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	teu dibayar
powerless	anger	0.203	teu daya teu upaya
sentence	anger	0.203	kalimah
inefficient	anger	0.203	teu efisien
arraignment	anger	0.203	gugatan
pout	anger	0.203	pout
unlucky	anger	0.203	sial
rook	anger	0.203	benteng
backbone	anger	0.203	tulang tonggong
uninvited	anger	0.203	teu diondang
court	anger	0.199	pangadilan
endless	anger	0.198	sajajalan
adverts	anger	0.197	iklan
distracted	anger	0.197	ngaganggu
delay	anger	0.197	reureuh
misstatement	anger	0.197	salah saji
misunderstanding	anger	0.195	salah paham
inadmissible	anger	0.191	teu bisa ditarima
excite	anger	0.191	ngagumbirakeun
lightning	anger	0.189	kilat
preclude	anger	0.188	ngahalangan
mournful	anger	0.188	nalangsa
insecure	anger	0.188	teu aman
incase	anger	0.188	jaga-jaga
mutter	anger	0.182	gumujeng
pare	anger	0.182	pare
rating	anger	0.182	meunteun
claimant	anger	0.182	nu ngagugat
insist	anger	0.182	keukeuh
mistress	anger	0.182	nyonya
distracting	anger	0.182	ngaganggu
opium	anger	0.180	candu
deserve	anger	0.176	pantes
willful	anger	0.176	dihaja
treat	anger	0.175	ngubaran
insists	anger	0.175	keukeuh
excitation	anger	0.172	pikagumbiraeun
mighty	anger	0.172	perkasa
liberate	anger	0.172	ngabebaskeun
indecisive	anger	0.172	teu yakin
hormonal	anger	0.172	hormonal
peice	anger	0.172	peupeus
gibberish	anger	0.172	omong kosong
misplace	anger	0.172	salah tempat
fee	anger	0.172	waragad
thanksalot	anger	0.172	hatur nuhun pisan
fleece	anger	0.172	fleece
yelp	anger	0.168	ngagorowok
mule	anger	0.167	bagal
unequal	anger	0.167	teu sarua
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	tawar menawar
insufficiency	anger	0.167	kakurangan
insignificant	anger	0.167	teu pati penting
attentionseekers	anger	0.163	néangan perhatian
coop	anger	0.156	kandang
rheumatism	anger	0.156	rematik
forearm	anger	0.156	panangan
indifference	anger	0.156	teu paduli
underpaid	anger	0.152	underpaid
involvement	anger	0.152	pipilueun
justthebeginning	anger	0.152	ngan mimiti
disinformation	anger	0.152	disinformasi
uncertain	anger	0.152	teu pasti
bee	anger	0.152	nyiruan
attorney	anger	0.152	pangacara
pretending	anger	0.152	pura-pura
campaigning	anger	0.151	kampanyeu
hopelessness	anger	0.149	putus asa
feeling	anger	0.147	rarasaan
legalized	anger	0.145	legalized
caution	anger	0.145	ati-ati
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subsidi
obliging	anger	0.141	ngawajibkeun
wimpy	anger	0.140	wimpy
bummer	anger	0.139	kabeurangan
saloon	anger	0.136	salon
blemish	anger	0.136	cacad
misspell	anger	0.136	salah ejaan
repay	anger	0.136	males deui
surcharge	anger	0.136	waragad tambahan
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	pamula
honk	anger	0.133	klakson
orchestra	anger	0.132	orkestra
wireless	anger	0.125	nirkabel
competitive	anger	0.125	kalapa
standstill	anger	0.125	nangtung
inattention	anger	0.121	teu perhatian
reversal	anger	0.121	ngabalikeun
lace	anger	0.118	renda
elbow	anger	0.117	siku
instinctive	anger	0.112	nurut naluri
chant	anger	0.111	ngawih
gnome	anger	0.109	gnome
lonely	anger	0.109	sorangan
tolerate	anger	0.106	toleran
management	anger	0.102	manajemén
advocacy	anger	0.100	advokasi
moral	anger	0.094	moral
roadworks	anger	0.091	pagawean jalan
honest	anger	0.087	jujur
gent	anger	0.076	lalaki
forgetful	anger	0.076	pohoan
liquor	anger	0.075	inuman keras
money	anger	0.074	duit
hood	anger	0.071	tiung
curriculum	anger	0.063	kurikulum
words	anger	0.062	kecap
smell	anger	0.061	bau
playful	anger	0.061	suka ulin
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	ngasuh
trumpet	anger	0.059	tarompét
counsellor	anger	0.059	panaséhat
asleeep	anger	0.059	saré
birthplace	anger	0.051	tempat lahirna
ribbon	anger	0.047	pita
youth	anger	0.045	nonoman
vote	anger	0.045	sora
cash	anger	0.039	tunai
wannasleep	anger	0.031	hoyong sare
waffle	anger	0.030	wafel
dame	anger	0.030	dame
buffet	anger	0.029	parasmanan
celebrity	anger	0.026	selebritis
sisterhood	anger	0.015	duduluran
autocorrect	anger	0.015	koreksi otomatis
musical	anger	0.011	musikal
tree	anger	0.000	tangkal
anticipation	anticipation	0.859	antisipasi
excited	anticipation	0.859	bungah
excitement	anticipation	0.820	pikagumbiraeun
anticipate	anticipation	0.820	ngaregepkeun
eagerness	anticipation	0.812	kahayang
exciting	anticipation	0.797	pikagumbiraeun
expectant	anticipation	0.789	harepan
thrilling	anticipation	0.781	ngageterkeun
hope	anticipation	0.773	harepan
quest	anticipation	0.766	quest
countdown	anticipation	0.750	undur mundur
start	anticipation	0.750	ngamimitian
anticipatory	anticipation	0.750	antisipatif
adventure	anticipation	0.750	pangumbaraan
expectance	anticipation	0.750	harepan
climax	anticipation	0.742	klimaks
prophecy	anticipation	0.742	nubuat
expect	anticipation	0.742	nyangka
