English Word	Emotion	Emotion-Intensity-Score	Chinese-Traditional Word
godless	anger	0.453	無神論的
desist	anger	0.453	停止
usurped	anger	0.453	篡奪
despotism	anger	0.453	專制
disagreeing	anger	0.453	不同意
bad	anger	0.453	壞的
unlawful	anger	0.451	非法的
wrongly	anger	0.448	錯
repellent	anger	0.442	驅蟲劑
dishonor	anger	0.441	羞辱
psychosis	anger	0.441	精神病
wasted	anger	0.441	浪費了
wrongful	anger	0.441	不法的
foe	anger	0.441	敵人
aversion	anger	0.440	厭惡
gahhh	anger	0.439	啊啊啊
knuckles	anger	0.439	指關節
ultimatum	anger	0.439	最後通牒
schism	anger	0.439	分裂
upset	anger	0.439	沮喪的
effigy	anger	0.439	肖像
punitive	anger	0.439	懲罰性的
worthless	anger	0.438	一文不值
separatist	anger	0.438	分裂主義者
ransom	anger	0.438	贖金
deny	anger	0.438	否定
fugitive	anger	0.438	逃犯
mucked	anger	0.438	弄髒了
abandonment	anger	0.438	放棄
irritation	anger	0.438	刺激
deleterious	anger	0.438	有害的
stupidity	anger	0.438	愚蠢
segregate	anger	0.437	分離
oblivion	anger	0.437	遺忘
payback	anger	0.436	回報
incongruous	anger	0.435	不協調
eviction	anger	0.435	驅逐
collusion	anger	0.432	共謀
rob	anger	0.431	搶
ravenous	anger	0.429	貪婪的
overrun	anger	0.429	超限
infidelity	anger	0.429	不忠
harbinger	anger	0.426	預兆
painful	anger	0.426	痛苦
getoverit	anger	0.426	getoverit
martial	anger	0.426	武術
rejection	anger	0.426	拒絕
incredulous	anger	0.426	難以置信
stupidrain	anger	0.426	愚蠢的雨
defense	anger	0.425	防禦
enforce	anger	0.424	執行
commotion	anger	0.424	騷動
censor	anger	0.424	審查
gonorrhea	anger	0.424	淋病
fraudulent	anger	0.424	欺詐的
unsympathetic	anger	0.424	冷酷無情
fallacious	anger	0.424	謬誤
greed	anger	0.424	貪婪
defraud	anger	0.424	騙取
banger	anger	0.424	砰砰
concealment	anger	0.424	隱瞞
fuss	anger	0.424	大驚小怪
exasperation	anger	0.424	惱怒
disobedience	anger	0.424	不服從
powerful	anger	0.424	強大的
discontent	anger	0.424	不滿
indecency	anger	0.424	猥褻
sedition	anger	0.422	煽動叛亂
deportation	anger	0.422	驅逐出境
cracked	anger	0.422	破裂
bang	anger	0.422	砰
barb	anger	0.422	倒鉤
duel	anger	0.422	決鬥
sarcasm	anger	0.422	諷刺
cur	anger	0.422	電流
misrepresented	anger	0.422	歪曲
annoyance	anger	0.422	煩惱
scar	anger	0.422	瘢痕
nettle	anger	0.422	蕁麻
banishment	anger	0.422	流放
snubbed	anger	0.422	冷落
penitentiary	anger	0.422	監獄
penetration	anger	0.422	滲透
blatant	anger	0.420	明目張膽的
force	anger	0.418	力量
perverse	anger	0.415	反常的
wring	anger	0.415	擰
bastion	anger	0.413	堡壘
grim	anger	0.413	嚴峻
moody	anger	0.412	喜怒無常
tiff	anger	0.412	tiff
nothappy	anger	0.412	不開心
surly	anger	0.412	粗暴
sordid	anger	0.412	骯髒的
hunting	anger	0.411	打獵
indenture	anger	0.410	契約
forfeit	anger	0.409	喪失
areyoukiddingme	anger	0.409	你在開玩笑吧
reproach	anger	0.409	責備
sham	anger	0.409	假
awful	anger	0.409	可怕
compulsion	anger	0.409	強迫症
implicate	anger	0.409	牽連
contradict	anger	0.409	頂撞
inept	anger	0.409	無能
supremacy	anger	0.409	霸權
sneak	anger	0.409	潛行
disappoint	anger	0.409	辜負
blockade	anger	0.409	封鎖
detainee	anger	0.409	被拘留者
cantwin	anger	0.409	孿生
squelch	anger	0.409	靜噪
lying	anger	0.408	說謊
rail	anger	0.406	軌
forsaken	anger	0.406	被遺棄的
cacophony	anger	0.406	雜音
antipathy	anger	0.406	反感
wop	anger	0.406	wop
badger	anger	0.406	獾
tremor	anger	0.406	震顫
inequality	anger	0.406	不等式
delusion	anger	0.406	妄想
unthinkable	anger	0.406	不可思議
onerous	anger	0.406	繁重的
wrongdoing	anger	0.406	不法行為
nuisance	anger	0.406	滋擾
scrapie	anger	0.406	刮痧
epidemic	anger	0.406	流行性
arguments	anger	0.404	論據
affront	anger	0.403	冒犯
traumatic	anger	0.402	創傷性的
sodding	anger	0.400	呸呸呸
libel	anger	0.400	誹謗
annoys	anger	0.400	惹惱了
soslow	anger	0.398	太慢了
watchout	anger	0.398	小心
frenetic	anger	0.397	狂熱的
remiss	anger	0.397	疏忽
barge	anger	0.396	駁船
sue	anger	0.394	起訴
keyed	anger	0.394	鍵控
actionable	anger	0.394	可操作的
extinguish	anger	0.394	熄滅
fraud	anger	0.394	欺詐罪
untoward	anger	0.394	不幸的
illegal	anger	0.394	非法的
nag	anger	0.394	嘮叨
boxing	anger	0.394	拳擊
confiscate	anger	0.394	沒收
howl	anger	0.394	嗥
whatsthepoint	anger	0.394	重點是什麼
rabble	anger	0.394	烏合之眾
unfriendly	anger	0.394	不友好
disrespect	anger	0.394	不尊重
dangit	anger	0.394	該死的
brimstone	anger	0.392	硫磺
dissolution	anger	0.391	溶解
rigged	anger	0.391	被操縱
grrrrr	anger	0.391	呸呸呸
earthquake	anger	0.391	地震
argh	anger	0.391	啊啊啊
pique	anger	0.391	皮克
recklessness	anger	0.391	魯莽
disagree	anger	0.389	不同意
lawsuit	anger	0.386	訴訟
disused	anger	0.382	廢棄
despair	anger	0.382	絕望
immorality	anger	0.382	不道德
coerce	anger	0.379	脅迫
firstworldprobs	anger	0.379	第一世界問題
touchy	anger	0.379	敏感的
pokes	anger	0.379	戳
falsification	anger	0.379	偽造
rifle	anger	0.379	步槍
sizzle	anger	0.379	噝噝作響
incurable	anger	0.379	無法治癒的
difficulty	anger	0.379	困難
sore	anger	0.379	瘡
picket	anger	0.378	糾察
concussion	anger	0.377	腦震盪
stuckup	anger	0.375	固執己見
militia	anger	0.375	民兵
rawr	anger	0.375	生的
faulty	anger	0.375	有缺陷的
sly	anger	0.375	狡猾
disillusionment	anger	0.375	幻滅
petpeeve	anger	0.375	皮皮鬼
pitfall	anger	0.375	陷阱
infantile	anger	0.375	嬰兒
pessimism	anger	0.375	悲觀主義
remand	anger	0.375	歸還
cannon	anger	0.375	大砲
vindicate	anger	0.371	表白
inhibit	anger	0.371	抑制
distressing	anger	0.371	令人痛心
nepotism	anger	0.371	裙帶關係
schizophrenia	anger	0.369	精神分裂症
skewed	anger	0.368	歪斜的
disreputable	anger	0.368	聲名狼藉
forbidding	anger	0.368	令人生畏的
conquest	anger	0.367	征服
bark	anger	0.365	吠
leukemia	anger	0.365	白血病
disapprove	anger	0.364	不贊成
warrior	anger	0.364	戰士
barks	anger	0.364	樹皮
retarded	anger	0.364	遲鈍
unhappy	anger	0.364	不開心
burke	anger	0.364	伯克
challenge	anger	0.364	挑戰
belt	anger	0.364	腰帶
litigate	anger	0.359	訴訟
paucity	anger	0.359	稀缺
opinionated	anger	0.359	自以為是
disliked	anger	0.359	不喜歡
aftermath	anger	0.359	後果
restriction	anger	0.359	限制
cad	anger	0.359	cad
incompetence	anger	0.359	無能
loudness	anger	0.359	響度
broken	anger	0.359	破碎的
polemic	anger	0.359	論戰
sectarian	anger	0.359	宗派主義
controversial	anger	0.359	有爭議的
interrupting	anger	0.358	打斷
fussy	anger	0.357	挑剔
wench	anger	0.353	丫頭
remove	anger	0.351	消除
brat	anger	0.351	小子
gruff	anger	0.351	粗暴
misbehavior	anger	0.351	不當行為
scarcity	anger	0.350	缺乏
losing	anger	0.349	輸
stigma	anger	0.348	柱頭
deserted	anger	0.348	冷清
timewasters	anger	0.348	浪費時間的人
disagreement	anger	0.348	分歧
defect	anger	0.348	缺點
hardened	anger	0.348	硬化
lie	anger	0.348	說謊
ulcer	anger	0.348	潰瘍
retract	anger	0.348	收回
untrustworthy	anger	0.348	不可信
pest	anger	0.348	害蟲
disappointed	anger	0.348	失望的
bias	anger	0.345	偏見
negation	anger	0.344	否定
bothering	anger	0.344	煩人
stripped	anger	0.344	剝離
antisocial	anger	0.344	反社會
pirate	anger	0.344	海盜
stingy	anger	0.344	小氣
shoddy	anger	0.344	粗製濫造
unreliable	anger	0.344	不可靠
shaky	anger	0.344	搖搖欲墜
misleading	anger	0.344	誤導
unsettled	anger	0.344	不安
evade	anger	0.344	逃避
anxiety	anger	0.344	焦慮
disclaim	anger	0.344	放棄
deterioration	anger	0.344	惡化
impotence	anger	0.344	陽痿
interminable	anger	0.343	沒完沒了
disease	anger	0.341	疾病
meddle	anger	0.341	插手
warp	anger	0.340	經
averse	anger	0.338	厭惡
infamous	anger	0.338	臭名昭著
alcoholism	anger	0.338	酗酒
row	anger	0.337	排
staticky	anger	0.336	靜態的
illegitimate	anger	0.333	非法的
encumbrance	anger	0.333	累贅
witchcraft	anger	0.333	巫術
interrupt	anger	0.333	打斷
scorpion	anger	0.333	蠍
ill	anger	0.333	患病的
sinner	anger	0.331	罪人
inconsiderate	anger	0.329	不體貼
hulk	anger	0.329	綠巨人
prohibited	anger	0.328	禁止
dashed	anger	0.328	虛線
brrr	anger	0.328	brrr
fib	anger	0.328	纖維
disqualified	anger	0.328	取消資格
spammers	anger	0.328	垃圾郵件發送者
phony	anger	0.328	假
tighten	anger	0.328	緊縮
dislocated	anger	0.328	脫臼
scapegoat	anger	0.328	替罪羊
victim	anger	0.328	受害者
opponent	anger	0.328	對手
hiss	anger	0.328	嘶
crusade	anger	0.328	運動
grumpy	anger	0.328	脾氣暴躁
resisting	anger	0.328	抵抗
inappropriate	anger	0.324	不當
haye	anger	0.324	海耶
loss	anger	0.324	失利
trickery	anger	0.324	詭計
eschew	anger	0.324	避開
neglected	anger	0.324	被忽視
canker	anger	0.323	潰瘍
muff	anger	0.318	莫夫
crunch	anger	0.318	緊縮
duplicity	anger	0.318	表裡不一
criticism	anger	0.318	批評
queues	anger	0.318	排隊
shriek	anger	0.316	尖叫
depreciate	anger	0.315	貶值
dismissal	anger	0.312	解僱
chaff	anger	0.312	糠
dramaqueen	anger	0.312	戲劇女王
poverty	anger	0.312	貧困
carelessness	anger	0.312	疏忽
deflate	anger	0.312	放氣
dumps	anger	0.312	轉儲
dupe	anger	0.312	欺騙
mortality	anger	0.312	死亡
revving	anger	0.309	加速
disallowed	anger	0.308	不允許
boisterous	anger	0.307	喧鬧的
thoughtless	anger	0.307	輕率
burial	anger	0.304	葬禮
wince	anger	0.303	畏縮
theocratic	anger	0.303	神權的
sullen	anger	0.303	憂鬱
involution	anger	0.300	對合
misuse	anger	0.297	濫用
taxed	anger	0.297	徵稅
senseless	anger	0.297	無意義的
talons	anger	0.297	爪子
stalemate	anger	0.297	相持
getyourown	anger	0.297	自己動手
hoax	anger	0.297	騙局
depreciated	anger	0.297	折舊的
depressed	anger	0.297	鬱悶
wasteful	anger	0.297	浪費的
paralysis	anger	0.295	麻痺
displaced	anger	0.294	流離失所
limited	anger	0.292	有限的
disapointment	anger	0.290	失望
orc	anger	0.289	獸人
ridiculous	anger	0.289	荒謬的
homeless	anger	0.288	無家可歸
spine	anger	0.288	脊柱
teasing	anger	0.288	戲弄
presumptuous	anger	0.288	放肆
react	anger	0.288	反應
sharpen	anger	0.288	銳化
barrier	anger	0.287	障礙
hoot	anger	0.287	叱
twitchy	anger	0.287	抽搐
myopia	anger	0.283	近視
flexin	anger	0.281	彈性蛋白
lagging	anger	0.281	落後
contraband	anger	0.281	違禁品
incompatible	anger	0.281	不相容
shiver	anger	0.281	顫抖
spam	anger	0.281	垃圾郵件
agh	anger	0.281	啊啊
disconnects	anger	0.281	斷開連接
delinquent	anger	0.281	拖欠
restitution	anger	0.281	歸還
foray	anger	0.279	涉足
troll	anger	0.279	巨魔
unfairness	anger	0.279	不公平
buffering	anger	0.279	緩衝
noncompliance	anger	0.279	不合規
nether	anger	0.278	下界
bogus	anger	0.273	虛假
immaturity	anger	0.273	不成熟
uncaring	anger	0.273	漠不關心
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	好鬥的
shock	anger	0.269	震驚
humbug	anger	0.266	騙子
notamorningperson	anger	0.266	公證人
feminism	anger	0.266	女權主義
inoperative	anger	0.266	不工作
bear	anger	0.266	熊
inconvenient	anger	0.266	不方便
latent	anger	0.266	潛
defendant	anger	0.266	被告
nopoint	anger	0.266	沒有意義
rapping	anger	0.266	說唱
pry	anger	0.266	撬
quandary	anger	0.266	困惑
interrupts	anger	0.265	中斷
fluctuation	anger	0.265	波動
exaggerate	anger	0.263	誇大
lose	anger	0.261	失去
patter	anger	0.258	模式
furnace	anger	0.258	爐
stone	anger	0.258	結石
tease	anger	0.258	逗
shoplifting	anger	0.258	入店行竊
soldier	anger	0.258	士兵
incompetent	anger	0.257	無能
indoctrination	anger	0.255	灌輸
rocket	anger	0.250	火箭
skid	anger	0.250	打滑
noisy	anger	0.250	嘈雜
notoriety	anger	0.250	惡名
cane	anger	0.250	甘蔗
unfollow	anger	0.250	取消關注
tripping	anger	0.250	跳閘
attentionseeker	anger	0.250	關注者
mastery	anger	0.250	掌握
socialist	anger	0.250	社會主義者
falsehood	anger	0.250	謬誤
complicate	anger	0.250	複雜的
lawyer	anger	0.250	律師
untrue	anger	0.250	不真實
nonsense	anger	0.250	廢話
pouting	anger	0.250	撅嘴
witch	anger	0.242	巫婆
detract	anger	0.242	減損
obstacle	anger	0.242	障礙
halter	anger	0.242	吊帶褲
fenced	anger	0.242	圍欄
capslock	anger	0.242	大寫鎖定
dontunderstand	anger	0.242	不明白
vampire	anger	0.242	吸血鬼
ringer	anger	0.242	鈴聲
frowning	anger	0.239	皺著眉頭
saber	anger	0.238	軍刀
hunger	anger	0.235	飢餓
shell	anger	0.234	殼
wokemeup	anger	0.234	叫醒我
recession	anger	0.234	經濟衰退
failing	anger	0.234	失敗
dabbling	anger	0.234	涉獵
politics	anger	0.234	政治
lava	anger	0.234	岩漿
rascal	anger	0.234	無賴
imtryingtosleep	anger	0.234	想睡覺
tariff	anger	0.234	關稅
undesirable	anger	0.231	不受歡迎的
darkness	anger	0.227	黑暗
versus	anger	0.227	相對
copycat	anger	0.227	山寨
resign	anger	0.227	辭職
soaked	anger	0.226	浸泡
unfulfilled	anger	0.225	未完成
abandoned	anger	0.222	棄
unattainable	anger	0.221	高不可攀
owing	anger	0.221	欠
bankruptcy	anger	0.221	破產
misconception	anger	0.219	誤解
tool	anger	0.219	工具
warden	anger	0.219	典獄長
compress	anger	0.219	壓縮
mosquito	anger	0.219	蚊子
whiny	anger	0.219	發牢騷
somethingigetalot	anger	0.219	一些東西
confusion	anger	0.219	混亂
unhelpful	anger	0.219	無益的
twitching	anger	0.219	抽搐
nosey	anger	0.213	愛管閒事
overpriced	anger	0.212	價格過高
adder	anger	0.212	加法器
harry	anger	0.212	哈利
shortage	anger	0.212	短缺
melodrama	anger	0.212	情節劇
possession	anger	0.206	擁有
desert	anger	0.206	沙漠
overplayed	anger	0.206	被誇大了
unpaid	anger	0.203	未付
powerless	anger	0.203	無力
sentence	anger	0.203	句子
inefficient	anger	0.203	效率低下
arraignment	anger	0.203	傳訊
pout	anger	0.203	噘
unlucky	anger	0.203	倒霉
rook	anger	0.203	車
backbone	anger	0.203	骨幹
uninvited	anger	0.203	不請自來
court	anger	0.199	法庭
endless	anger	0.198	無盡的
adverts	anger	0.197	廣告
distracted	anger	0.197	分心
delay	anger	0.197	延遲
misstatement	anger	0.197	錯報
misunderstanding	anger	0.195	誤解
inadmissible	anger	0.191	不允許
excite	anger	0.191	激發
lightning	anger	0.189	閃電
preclude	anger	0.188	排除
mournful	anger	0.188	悲哀
insecure	anger	0.188	不安全
incase	anger	0.188	如果
mutter	anger	0.182	喃喃自語
pare	anger	0.182	削減
rating	anger	0.182	評分
claimant	anger	0.182	索賠
insist	anger	0.182	堅持
mistress	anger	0.182	情婦
distracting	anger	0.182	分散注意力
opium	anger	0.180	鴉片
deserve	anger	0.176	應得
willful	anger	0.176	任性
treat	anger	0.175	對待
insists	anger	0.175	堅持
excitation	anger	0.172	勵磁
mighty	anger	0.172	強大的
liberate	anger	0.172	解放
indecisive	anger	0.172	優柔寡斷
hormonal	anger	0.172	荷爾蒙
peice	anger	0.172	佩斯
gibberish	anger	0.172	胡言亂語
misplace	anger	0.172	錯位
fee	anger	0.172	費用
thanksalot	anger	0.172	多謝
fleece	anger	0.172	羊毛
yelp	anger	0.168	喊叫
mule	anger	0.167	騾子
unequal	anger	0.167	不等
hamstring	anger	0.167	膕繩肌
bargaining	anger	0.167	討價還價
insufficiency	anger	0.167	不足
insignificant	anger	0.167	微不足道
attentionseekers	anger	0.163	希望引人關注的人
coop	anger	0.156	雞舍
rheumatism	anger	0.156	風濕病
forearm	anger	0.156	前臂
indifference	anger	0.156	漠不關心
underpaid	anger	0.152	少付
involvement	anger	0.152	參與
justthebeginning	anger	0.152	剛剛開始
disinformation	anger	0.152	虛假信息
uncertain	anger	0.152	不確定
bee	anger	0.152	蜜蜂
attorney	anger	0.152	律師
pretending	anger	0.152	假裝
campaigning	anger	0.151	競選活動
hopelessness	anger	0.149	絕望
feeling	anger	0.147	感覺
legalized	anger	0.145	合法化
caution	anger	0.145	警告
sterling	anger	0.141	英鎊
morals	anger	0.141	德
subsidy	anger	0.141	補貼
obliging	anger	0.141	有義務的
wimpy	anger	0.140	懦弱的
bummer	anger	0.139	無賴
saloon	anger	0.136	沙龍
blemish	anger	0.136	缺陷
misspell	anger	0.136	拼錯
repay	anger	0.136	償還
surcharge	anger	0.136	附加費
geez	anger	0.136	天哪
birch	anger	0.135	樺木
noob	anger	0.133	小白
honk	anger	0.133	鳴喇叭
orchestra	anger	0.132	樂隊
wireless	anger	0.125	無線
competitive	anger	0.125	競爭的
standstill	anger	0.125	停頓
inattention	anger	0.121	注意力不集中
reversal	anger	0.121	逆轉
lace	anger	0.118	蕾絲
elbow	anger	0.117	彎頭
instinctive	anger	0.112	本能的
chant	anger	0.111	唄
gnome	anger	0.109	侏儒
lonely	anger	0.109	孤獨
tolerate	anger	0.106	容忍
management	anger	0.102	管理
advocacy	anger	0.100	倡導
moral	anger	0.094	道德
roadworks	anger	0.091	道路工程
honest	anger	0.087	誠實的
gent	anger	0.076	紳士
forgetful	anger	0.076	健忘
liquor	anger	0.075	酒
money	anger	0.074	錢
hood	anger	0.071	兜帽
curriculum	anger	0.063	課程
words	anger	0.062	字
smell	anger	0.061	聞
playful	anger	0.061	俏皮
opera	anger	0.061	歌劇
elf	anger	0.061	精靈
nurture	anger	0.059	培育
trumpet	anger	0.059	喇叭
counsellor	anger	0.059	顧問
asleeep	anger	0.059	睡著了
birthplace	anger	0.051	出生地
ribbon	anger	0.047	絲帶
youth	anger	0.045	青年
vote	anger	0.045	投票
cash	anger	0.039	現金
wannasleep	anger	0.031	想睡覺
waffle	anger	0.030	胡扯
dame	anger	0.030	貴婦人
buffet	anger	0.029	自助餐
celebrity	anger	0.026	名人
sisterhood	anger	0.015	姐妹情誼
autocorrect	anger	0.015	自動更正
musical	anger	0.011	音樂
tree	anger	0.000	樹
anticipation	anticipation	0.859	預期
excited	anticipation	0.859	興奮的
excitement	anticipation	0.820	激動
anticipate	anticipation	0.820	預料
eagerness	anticipation	0.812	熱切
exciting	anticipation	0.797	令人興奮的
expectant	anticipation	0.789	期待的
thrilling	anticipation	0.781	驚險
hope	anticipation	0.773	希望
quest	anticipation	0.766	尋求
countdown	anticipation	0.750	倒數
start	anticipation	0.750	開始
anticipatory	anticipation	0.750	預期的
adventure	anticipation	0.750	冒險
expectance	anticipation	0.750	期待
climax	anticipation	0.742	高潮
prophecy	anticipation	0.742	預言
expect	anticipation	0.742	預計
excite	anticipation	0.742	激發
arouse	anticipation	0.742	引起
eager	anticipation	0.742	渴望的
ejaculation	anticipation	0.734	射精
birth	anticipation	0.734	出生
announcement	anticipation	0.734	公告
expectancy	anticipation	0.727	期望
expecting	anticipation	0.727	期待
imminent	anticipation	0.727	迫在眉睫
liberation	anticipation	0.727	解放
urgent	anticipation	0.727	緊迫的
trepidation	anticipation	0.719	戰栗
reunion	anticipation	0.719	團圓
prospection	anticipation	0.719	展望
voyage	anticipation	0.719	航程
prospect	anticipation	0.719	展望
aspire	anticipation	0.719	渴望
rapture	anticipation	0.711	狂喜
suspense	anticipation	0.711	懸念
journey	anticipation	0.711	旅行
kiss	anticipation	0.711	吻
enthusiasm	anticipation	0.711	熱情
yearning	anticipation	0.711	嚮往
ecstasy	anticipation	0.711	狂喜
mystery	anticipation	0.711	神秘
prospective	anticipation	0.703	預期
frantic	anticipation	0.703	發狂
destination	anticipation	0.703	目的地
excitation	anticipation	0.703	勵磁
lottery	anticipation	0.703	彩票
hopeful	anticipation	0.703	充滿希望
thrill	anticipation	0.703	快感
progress	anticipation	0.703	進步
urgency	anticipation	0.703	緊迫性
tantalizing	anticipation	0.703	誘人的
liberate	anticipation	0.695	解放
hurry	anticipation	0.695	匆忙
explore	anticipation	0.695	探索
advance	anticipation	0.695	進步
vacation	anticipation	0.695	假期
sex	anticipation	0.695	性別
achievement	anticipation	0.695	成就
readiness	anticipation	0.695	準備就緒
expectation	anticipation	0.695	期待
