English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
busted	anger	0.455	busted
crabby	anger	0.455	krabby
dying	anger	0.455	umire
idiocy	anger	0.455	idiotizam
impermeable	anger	0.455	nepropusna
stubbed	anger	0.455	stubbed
illegality	anger	0.455	nezakonitosti
veto	anger	0.455	veto
constraint	anger	0.455	ograničenje
mislead	anger	0.455	obmanuti
illicit	anger	0.455	nedozvoljeno
troublesome	anger	0.455	problematično
clamor	anger	0.455	galama
bayonet	anger	0.453	bajonet
suppress	anger	0.453	potisnuti
intense	anger	0.453	intenzivan
displeased	anger	0.453	nezadovoljan
disapproving	anger	0.453	neodobravajući
hysterical	anger	0.453	histerično
struggle	anger	0.453	borba
godless	anger	0.453	bezbožnik
desist	anger	0.453	odustati
usurped	anger	0.453	uzurpirao
despotism	anger	0.453	despotizam
disagreeing	anger	0.453	neslaganje
bad	anger	0.453	loše
unlawful	anger	0.451	nezakonito
wrongly	anger	0.448	pogrešno
repellent	anger	0.442	repelent
dishonor	anger	0.441	sramota
psychosis	anger	0.441	psihoza
wasted	anger	0.441	potrošeno
wrongful	anger	0.441	pogrešno
foe	anger	0.441	neprijatelj
aversion	anger	0.440	averzija
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	zglobovi prstiju
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	raskol
upset	anger	0.439	uznemiren
effigy	anger	0.439	lik
punitive	anger	0.439	kazneni
worthless	anger	0.438	bezvrijedan
separatist	anger	0.438	separatista
ransom	anger	0.438	otkupnina
deny	anger	0.438	poricati
fugitive	anger	0.438	bjegunac
mucked	anger	0.438	mucked
abandonment	anger	0.438	napuštanje
irritation	anger	0.438	iritacija
deleterious	anger	0.438	štetno
stupidity	anger	0.438	glupost
segregate	anger	0.437	segregirati
oblivion	anger	0.437	zaborav
payback	anger	0.436	payback
incongruous	anger	0.435	incongruous
eviction	anger	0.435	deložacija
collusion	anger	0.432	dosluh
rob	anger	0.431	rob
ravenous	anger	0.429	gladan
overrun	anger	0.429	overrun
infidelity	anger	0.429	neverstvo
harbinger	anger	0.426	preteča
painful	anger	0.426	bolno
getoverit	anger	0.426	preboli
martial	anger	0.426	borilački
rejection	anger	0.426	odbacivanje
incredulous	anger	0.426	nevjerovatan
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	odbrana
enforce	anger	0.424	sprovoditi
commotion	anger	0.424	komešanje
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	gonoreja
fraudulent	anger	0.424	prevarantski
unsympathetic	anger	0.424	nesimpatičan
fallacious	anger	0.424	lažno
greed	anger	0.424	pohlepa
defraud	anger	0.424	prevara
banger	anger	0.424	banger
concealment	anger	0.424	prikrivanje
fuss	anger	0.424	fuss
exasperation	anger	0.424	ogorčenost
disobedience	anger	0.424	neposlušnost
powerful	anger	0.424	moćan
discontent	anger	0.424	nezadovoljstvo
indecency	anger	0.424	nepristojnost
sedition	anger	0.422	pobuna
deportation	anger	0.422	deportacija
cracked	anger	0.422	napukla
bang	anger	0.422	bang
barb	anger	0.422	bodljikava
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkazam
cur	anger	0.422	cur
misrepresented	anger	0.422	pogrešno predstavljeno
annoyance	anger	0.422	smetnja
scar	anger	0.422	ožiljak
nettle	anger	0.422	kopriva
banishment	anger	0.422	progon
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	kazneno-popravni zavod
penetration	anger	0.422	penetracija
blatant	anger	0.420	očito
force	anger	0.418	sila
perverse	anger	0.415	perverzno
wring	anger	0.415	iscijediti
bastion	anger	0.413	bastion
grim	anger	0.413	mračan
moody	anger	0.412	ćudljivo
tiff	anger	0.412	tiff
nothappy	anger	0.412	nisu zadovoljni
surly	anger	0.412	surly
sordid	anger	0.412	pokvaren
hunting	anger	0.411	lov
indenture	anger	0.410	indenture
forfeit	anger	0.409	oduzeti
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	prijekor
sham	anger	0.409	lažno
awful	anger	0.409	grozno
compulsion	anger	0.409	prisila
implicate	anger	0.409	implicirati
contradict	anger	0.409	protivrečiti
inept	anger	0.409	inept
supremacy	anger	0.409	prevlast
sneak	anger	0.409	sneak
disappoint	anger	0.409	razočarati
blockade	anger	0.409	blokada
detainee	anger	0.409	pritvorenik
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	laganje
rail	anger	0.406	šina
forsaken	anger	0.406	ostavljen
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipatija
wop	anger	0.406	wop
badger	anger	0.406	jazavac
tremor	anger	0.406	tremor
inequality	anger	0.406	nejednakost
delusion	anger	0.406	zabluda
unthinkable	anger	0.406	nezamislivo
onerous	anger	0.406	težak
wrongdoing	anger	0.406	pogrešno postupanje
nuisance	anger	0.406	smetnja
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemija
arguments	anger	0.404	argumentima
affront	anger	0.403	uvreda
traumatic	anger	0.402	traumatski
sodding	anger	0.400	sodding
libel	anger	0.400	kleveta
annoys	anger	0.400	iritira
soslow	anger	0.398	soslow
watchout	anger	0.398	pazi
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barža
sue	anger	0.394	tužiti
keyed	anger	0.394	ključ
actionable	anger	0.394	djelotvoran
extinguish	anger	0.394	ugasiti
fraud	anger	0.394	prevara
untoward	anger	0.394	untoward
illegal	anger	0.394	ilegalno
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	konfiskati
howl	anger	0.394	urlaj
whatsthepoint	anger	0.394	koja je svrha
rabble	anger	0.394	rabble
unfriendly	anger	0.394	unfriendly
disrespect	anger	0.394	nepoštovanje
dangit	anger	0.394	dangit
brimstone	anger	0.392	sumpor
dissolution	anger	0.391	rastvaranje
rigged	anger	0.391	namešteno
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	zemljotres
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	bezobzirnost
disagree	anger	0.389	ne slažem se
lawsuit	anger	0.386	tužba
disused	anger	0.382	napušteno
despair	anger	0.382	očaj
immorality	anger	0.382	nemoral
coerce	anger	0.379	prisiljavati
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	osjetljiv
pokes	anger	0.379	pokes
falsification	anger	0.379	falsifikovanje
rifle	anger	0.379	puška
sizzle	anger	0.379	cvrčanje
incurable	anger	0.379	neizlječiv
difficulty	anger	0.379	poteškoće
sore	anger	0.379	bolno
picket	anger	0.378	picket
concussion	anger	0.377	potres mozga
stuckup	anger	0.375	zaglavi
militia	anger	0.375	milicija
rawr	anger	0.375	rawr
faulty	anger	0.375	neispravan
sly	anger	0.375	lukav
disillusionment	anger	0.375	razočaranje
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	zamka
infantile	anger	0.375	infantilno
pessimism	anger	0.375	pesimizam
remand	anger	0.375	pritvor
cannon	anger	0.375	top
vindicate	anger	0.371	opravdati
inhibit	anger	0.371	naseliti
distressing	anger	0.371	distressing
nepotism	anger	0.371	nepotizam
schizophrenia	anger	0.369	shizofrenija
skewed	anger	0.368	iskrivljeno
disreputable	anger	0.368	disreputable
forbidding	anger	0.368	zabranjujuće
conquest	anger	0.367	osvajanje
bark	anger	0.365	kora
leukemia	anger	0.365	leukemija
disapprove	anger	0.364	ne odobravam
warrior	anger	0.364	ratnik
barks	anger	0.364	laje
retarded	anger	0.364	retardiran
unhappy	anger	0.364	nesretan
burke	anger	0.364	burke
challenge	anger	0.364	izazov
belt	anger	0.364	pojas
litigate	anger	0.359	litigate
paucity	anger	0.359	oskudnost
opinionated	anger	0.359	uvjeren
disliked	anger	0.359	disliked
aftermath	anger	0.359	posljedice
restriction	anger	0.359	ograničenje
cad	anger	0.359	cad
incompetence	anger	0.359	nekompetentnost
loudness	anger	0.359	glasnoće
broken	anger	0.359	slomljena
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektaš
controversial	anger	0.359	kontroverzno
interrupting	anger	0.358	prekidanje
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	ukloniti
brat	anger	0.351	brat
gruff	anger	0.351	grubo
misbehavior	anger	0.351	loše ponašanje
scarcity	anger	0.350	oskudica
losing	anger	0.349	gubljenje
stigma	anger	0.348	stigma
deserted	anger	0.348	napušteno
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	neslaganje
defect	anger	0.348	defekt
hardened	anger	0.348	očvrsnuo
lie	anger	0.348	laž
ulcer	anger	0.348	čir
retract	anger	0.348	povući
untrustworthy	anger	0.348	nepouzdan
pest	anger	0.348	štetočina
disappointed	anger	0.348	razočaran
bias	anger	0.345	pristrasnost
negation	anger	0.344	negacija
bothering	anger	0.344	smetam
stripped	anger	0.344	ogoljen
antisocial	anger	0.344	antisocijalan
pirate	anger	0.344	gusar
stingy	anger	0.344	škrt
shoddy	anger	0.344	loš
unreliable	anger	0.344	nepouzdan
shaky	anger	0.344	drhtavo
misleading	anger	0.344	obmanjujuće
unsettled	anger	0.344	nesređen
evade	anger	0.344	evade
anxiety	anger	0.344	anksioznost
disclaim	anger	0.344	odreći se
deterioration	anger	0.344	pogoršanje
impotence	anger	0.344	impotencija
interminable	anger	0.343	beskrajno
disease	anger	0.341	bolest
meddle	anger	0.341	mešati se
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	zloglasno
alcoholism	anger	0.338	alkoholizam
row	anger	0.337	red
staticky	anger	0.336	staticki
illegitimate	anger	0.333	nelegitiman
encumbrance	anger	0.333	opterećenje
witchcraft	anger	0.333	vještičarenje
interrupt	anger	0.333	prekinuti
scorpion	anger	0.333	škorpion
ill	anger	0.333	ill
sinner	anger	0.331	grešnik
inconsiderate	anger	0.329	bezobziran
hulk	anger	0.329	hulk
prohibited	anger	0.328	zabranjeno
dashed	anger	0.328	isprekidano
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikovan
spammers	anger	0.328	spameri
phony	anger	0.328	lažni
tighten	anger	0.328	zategnite
dislocated	anger	0.328	dislocirano
scapegoat	anger	0.328	žrtveno janje
victim	anger	0.328	žrtva
opponent	anger	0.328	protivnik
hiss	anger	0.328	šištati
crusade	anger	0.328	krstaški rat
grumpy	anger	0.328	mrzovoljan
resisting	anger	0.328	opiranje
inappropriate	anger	0.324	neprikladan
haye	anger	0.324	haye
loss	anger	0.324	gubitak
trickery	anger	0.324	tricky
eschew	anger	0.324	eschew
neglected	anger	0.324	zanemaren
canker	anger	0.323	rak
muff	anger	0.318	muff
crunch	anger	0.318	krckanje
duplicity	anger	0.318	dvoličnost
criticism	anger	0.318	kritika
queues	anger	0.318	redovi
shriek	anger	0.316	vrisak
depreciate	anger	0.315	deprecirati
dismissal	anger	0.312	otpuštanje
chaff	anger	0.312	pljeve
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	siromaštvo
carelessness	anger	0.312	nepažnjom
deflate	anger	0.312	ispuhati
dumps	anger	0.312	deponije
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalitet
revving	anger	0.309	revving
disallowed	anger	0.308	zabranjeno
boisterous	anger	0.307	buran
thoughtless	anger	0.307	nepromišljeno
burial	anger	0.304	sahrana
wince	anger	0.303	wince
theocratic	anger	0.303	teokratski
sullen	anger	0.303	mrzovoljan
involution	anger	0.300	involucija
misuse	anger	0.297	zloupotreba
taxed	anger	0.297	oporezovano
senseless	anger	0.297	besmisleno
talons	anger	0.297	kandže
stalemate	anger	0.297	zastoj
getyourown	anger	0.297	getyourown
hoax	anger	0.297	prevara
depreciated	anger	0.297	amortizovano
depressed	anger	0.297	depresivan
wasteful	anger	0.297	rasipnički
paralysis	anger	0.295	paraliza
displaced	anger	0.294	raseljeni
limited	anger	0.292	ograničeno
disapointment	anger	0.290	razočarenje
orc	anger	0.289	orc
ridiculous	anger	0.289	smiješno
homeless	anger	0.288	beskućnici
spine	anger	0.288	kičma
teasing	anger	0.288	zadirkivanje
presumptuous	anger	0.288	drsko
react	anger	0.288	reagovati
sharpen	anger	0.288	izoštriti
barrier	anger	0.287	barijera
hoot	anger	0.287	hut
twitchy	anger	0.287	twitchy
myopia	anger	0.283	miopija
flexin	anger	0.281	flexin
lagging	anger	0.281	zaostajanje
contraband	anger	0.281	krijumčarenje
incompatible	anger	0.281	nekompatibilno
shiver	anger	0.281	drhtati
spam	anger	0.281	neželjena pošta
agh	anger	0.281	agh
disconnects	anger	0.281	prekida veze
delinquent	anger	0.281	delikvent
restitution	anger	0.281	restitucija
foray	anger	0.279	napad
troll	anger	0.279	troll
unfairness	anger	0.279	nepravednost
buffering	anger	0.279	puferovanje
noncompliance	anger	0.279	neusklađenost
nether	anger	0.278	nether
bogus	anger	0.273	lažno
immaturity	anger	0.273	nezrelosti
uncaring	anger	0.273	bezbrižan
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	šok
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizam
inoperative	anger	0.266	neoperativan
bear	anger	0.266	medvjed
inconvenient	anger	0.266	nezgodno
latent	anger	0.266	latentno
defendant	anger	0.266	optuženi
nopoint	anger	0.266	nema svrhe
rapping	anger	0.266	repovanje
pry	anger	0.266	pry
quandary	anger	0.266	nedoumice
interrupts	anger	0.265	prekida
fluctuation	anger	0.265	fluktuacija
exaggerate	anger	0.263	preuveličavati
lose	anger	0.261	izgubiti
patter	anger	0.258	patter
furnace	anger	0.258	peći
stone	anger	0.258	kamen
tease	anger	0.258	zadirkivati
shoplifting	anger	0.258	krađa
soldier	anger	0.258	vojnik
incompetent	anger	0.257	nesposoban
indoctrination	anger	0.255	indoktrinacija
rocket	anger	0.250	raketa
skid	anger	0.250	skliznuti
noisy	anger	0.250	bučno
notoriety	anger	0.250	ozloglašenost
cane	anger	0.250	trska
unfollow	anger	0.250	prestani pratiti
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	tražilac pažnje
mastery	anger	0.250	majstorstvo
socialist	anger	0.250	socijalista
falsehood	anger	0.250	laž
complicate	anger	0.250	komplikovati
lawyer	anger	0.250	advokat
untrue	anger	0.250	neistinito
nonsense	anger	0.250	gluposti
pouting	anger	0.250	durenje
witch	anger	0.242	vještica
detract	anger	0.242	umanjiti
obstacle	anger	0.242	prepreka
halter	anger	0.242	halter
fenced	anger	0.242	ograđeno
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	dontunderstand
vampire	anger	0.242	vampir
ringer	anger	0.242	zvono
frowning	anger	0.239	mršteći se
saber	anger	0.238	sablja
hunger	anger	0.235	glad
shell	anger	0.234	školjka
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	recesija
failing	anger	0.234	neuspješno
dabbling	anger	0.234	dabbling
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	bitanga
imtryingtosleep	anger	0.234	imtryingtosleep
tariff	anger	0.234	tarifa
undesirable	anger	0.231	nepoželjan
darkness	anger	0.227	mrak
versus	anger	0.227	protiv
copycat	anger	0.227	copycat
resign	anger	0.227	podneti ostavku
soaked	anger	0.226	soaked
unfulfilled	anger	0.225	neispunjeno
abandoned	anger	0.222	napušteno
unattainable	anger	0.221	nedostižno
owing	anger	0.221	duguje
bankruptcy	anger	0.221	bankrot
misconception	anger	0.219	misconception
tool	anger	0.219	alat
warden	anger	0.219	upravnik
compress	anger	0.219	komprimirati
mosquito	anger	0.219	komarac
whiny	anger	0.219	cviliti
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	konfuzija
unhelpful	anger	0.219	beskorisno
twitching	anger	0.219	trzanje
nosey	anger	0.213	nosy
overpriced	anger	0.212	preskupo
adder	anger	0.212	guja
harry	anger	0.212	harry
shortage	anger	0.212	nedostatak
melodrama	anger	0.212	melodrama
possession	anger	0.206	posjedovanje
desert	anger	0.206	pustinja
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	neplaćeno
powerless	anger	0.203	nemoćan
sentence	anger	0.203	rečenica
inefficient	anger	0.203	neefikasno
arraignment	anger	0.203	optužba
pout	anger	0.203	duriti se
unlucky	anger	0.203	nesrećni
rook	anger	0.203	top
backbone	anger	0.203	kičma
uninvited	anger	0.203	nepozvan
court	anger	0.199	sud
endless	anger	0.198	beskrajno
adverts	anger	0.197	reklame
distracted	anger	0.197	rasejan
delay	anger	0.197	kašnjenje
misstatement	anger	0.197	pogrešno navođenje
misunderstanding	anger	0.195	nesporazum
inadmissible	anger	0.191	neprihvatljivo
excite	anger	0.191	uzbuditi
lightning	anger	0.189	munja
preclude	anger	0.188	isključuju
mournful	anger	0.188	žalostan
insecure	anger	0.188	nesiguran
incase	anger	0.188	u slučaju
mutter	anger	0.182	mrmljati
pare	anger	0.182	pare
rating	anger	0.182	rejting
claimant	anger	0.182	podnosilac zahteva
insist	anger	0.182	insistirati
mistress	anger	0.182	ljubavnica
distracting	anger	0.182	ometajući
opium	anger	0.180	opijum
deserve	anger	0.176	zaslužuju
willful	anger	0.176	namerno
treat	anger	0.175	tretirati
insists	anger	0.175	insistira
excitation	anger	0.172	uzbuđenje
mighty	anger	0.172	moćan
liberate	anger	0.172	osloboditi
indecisive	anger	0.172	Neodlučan
hormonal	anger	0.172	hormonalni
peice	anger	0.172	peice
gibberish	anger	0.172	blebetanje
misplace	anger	0.172	misplace
fee	anger	0.172	naknada
thanksalot	anger	0.172	hvala puno
fleece	anger	0.172	runo
yelp	anger	0.168	yelp
mule	anger	0.167	mazga
unequal	anger	0.167	nejednako
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	pregovaranje
insufficiency	anger	0.167	insuficijencija
insignificant	anger	0.167	beznačajan
attentionseekers	anger	0.163	tražioci pažnje
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatizam
forearm	anger	0.156	podlaktica
indifference	anger	0.156	indiferentnost
underpaid	anger	0.152	nedovoljno plaćen
involvement	anger	0.152	uključenost
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	dezinformacije
uncertain	anger	0.152	neizvjesno
bee	anger	0.152	pčela
attorney	anger	0.152	advokat
pretending	anger	0.152	pretvarajući se
campaigning	anger	0.151	kampanja
hopelessness	anger	0.149	beznađe
feeling	anger	0.147	osjećaj
legalized	anger	0.145	legalizovano
caution	anger	0.145	oprez
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subvencija
obliging	anger	0.141	obavezan
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	mrlja
misspell	anger	0.136	misspell
repay	anger	0.136	otplatiti
surcharge	anger	0.136	doplata
geez	anger	0.136	Bože
birch	anger	0.135	breza
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	orkestar
wireless	anger	0.125	bežični
competitive	anger	0.125	konkurentan
standstill	anger	0.125	mirovanje
inattention	anger	0.121	nepažnja
reversal	anger	0.121	preokret
lace	anger	0.118	čipka
elbow	anger	0.117	lakat
instinctive	anger	0.112	instinktivno
chant	anger	0.111	pjevanje
gnome	anger	0.109	gnome
lonely	anger	0.109	usamljen
tolerate	anger	0.106	tolerisati
management	anger	0.102	menadžment
advocacy	anger	0.100	zagovaranje
moral	anger	0.094	moralni
roadworks	anger	0.091	radovi na putu
honest	anger	0.087	pošten
gent	anger	0.076	gent
forgetful	anger	0.076	zaboravan
liquor	anger	0.075	liker
money	anger	0.074	novac
hood	anger	0.071	hood
curriculum	anger	0.063	nastavni plan i program
words	anger	0.062	riječi
smell	anger	0.061	miris
playful	anger	0.061	razigran
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	njeguju
trumpet	anger	0.059	truba
counsellor	anger	0.059	savjetnik
asleeep	anger	0.059	spava
birthplace	anger	0.051	rodno mjesto
ribbon	anger	0.047	traka
youth	anger	0.045	mladost
vote	anger	0.045	vote
cash	anger	0.039	gotovina
wannasleep	anger	0.031	wannasleep
waffle	anger	0.030	waffle
dame	anger	0.030	dame
buffet	anger	0.029	bife
celebrity	anger	0.026	slavna ličnost
sisterhood	anger	0.015	sestrinstvo
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	muzički
tree	anger	0.000	drvo
anticipation	anticipation	0.859	anticipacija
excited	anticipation	0.859	uzbuđen
excitement	anticipation	0.820	uzbuđenje
anticipate	anticipation	0.820	predvidjeti
eagerness	anticipation	0.812	eagerness
exciting	anticipation	0.797	uzbudljivo
expectant	anticipation	0.789	očekivano
thrilling	anticipation	0.781	uzbudljivo
hope	anticipation	0.773	nada
quest	anticipation	0.766	potraga
countdown	anticipation	0.750	odbrojavanje
start	anticipation	0.750	start
anticipatory	anticipation	0.750	anticipativno
adventure	anticipation	0.750	avantura
expectance	anticipation	0.750	očekivanje
