English Word	Emotion	Emotion-Intensity-Score	Shona Word
recidivism	anger	0.469	recidivism
subversive	anger	0.469	kupandukira
huff	anger	0.469	huff
plunder	anger	0.469	kupamba
opposition	anger	0.469	kushorwa
complain	anger	0.469	complain
perpetrator	anger	0.469	mutadzi
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	areyoukidding
mug	anger	0.467	mug
agony	anger	0.465	kurwadziwa
arrogant	anger	0.461	vanozvikudza
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	kubvisa
picketing	anger	0.456	picketing
haughty	anger	0.456	vanozvikudza
grated	anger	0.455	grated
flagrant	anger	0.455	flagrant
busted	anger	0.455	busted
crabby	anger	0.455	crabby
dying	anger	0.455	kufa
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	isingapindiki
stubbed	anger	0.455	stubbed
illegality	anger	0.455	zvisiri pamutemo
veto	anger	0.455	veto
constraint	anger	0.455	constraint
mislead	anger	0.455	mislead
illicit	anger	0.455	zvisiri pamutemo
troublesome	anger	0.455	zvinonetsa
clamor	anger	0.455	clamor
bayonet	anger	0.453	bayonet
suppress	anger	0.453	kudzvinyirira
intense	anger	0.453	intense
displeased	anger	0.453	kusafara
disapproving	anger	0.453	kusatendera
hysterical	anger	0.453	hysterical
struggle	anger	0.453	struggle
godless	anger	0.453	vasingadi Mwari
desist	anger	0.453	deist
usurped	anger	0.453	kubvutwa
despotism	anger	0.453	kudzvinyirira
disagreeing	anger	0.453	kusabvumirana
bad	anger	0.453	zvakaipa
unlawful	anger	0.451	zvisiri pamutemo
wrongly	anger	0.448	zvisizvo
repellent	anger	0.442	repellent
dishonor	anger	0.441	kunyadziswa
psychosis	anger	0.441	psychosis
wasted	anger	0.441	wasted
wrongful	anger	0.441	zvakaipa
foe	anger	0.441	muvengi
aversion	anger	0.440	kuvenga
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	kupesana
upset	anger	0.439	kugumbuka
effigy	anger	0.439	effigy
punitive	anger	0.439	kuranga
worthless	anger	0.438	zvisina maturo
separatist	anger	0.438	separatist
ransom	anger	0.438	rudzikinuro
deny	anger	0.438	kuramba
fugitive	anger	0.438	mupoteri
mucked	anger	0.438	mucked
abandonment	anger	0.438	kusiiwa
irritation	anger	0.438	irritation
deleterious	anger	0.438	deleterious
stupidity	anger	0.438	upenzi
segregate	anger	0.437	segregate
oblivion	anger	0.437	kukanganwa
payback	anger	0.436	payback
incongruous	anger	0.435	incongruous
eviction	anger	0.435	kudzingwa
collusion	anger	0.432	kubatana
rob	anger	0.431	rob
ravenous	anger	0.429	ravenous
overrun	anger	0.429	overrun
infidelity	anger	0.429	kusavimbika
harbinger	anger	0.426	harbinger
painful	anger	0.426	zvinorwadza
getoverit	anger	0.426	getoverit
martial	anger	0.426	zvehondo
rejection	anger	0.426	kurambwa
incredulous	anger	0.426	incredulous
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	kudzivirira
enforce	anger	0.424	simbisa
commotion	anger	0.424	mheremhere
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	chitsotsi
unsympathetic	anger	0.424	asina tsitsi
fallacious	anger	0.424	fallacious
greed	anger	0.424	kukara
defraud	anger	0.424	kubiridzira
banger	anger	0.424	banger
concealment	anger	0.424	kuvanza
fuss	anger	0.424	kukakavara
exasperation	anger	0.424	kutsamwa
disobedience	anger	0.424	kusateerera
powerful	anger	0.424	simba
discontent	anger	0.424	kusagutsikana
indecency	anger	0.424	kusazvibata
sedition	anger	0.422	kupandukira
deportation	anger	0.422	kudzingwa
cracked	anger	0.422	rakatsemuka
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	kutsvinya
cur	anger	0.422	cur
misrepresented	anger	0.422	akarevererwa zvisizvo
annoyance	anger	0.422	kusvotwa
scar	anger	0.422	vanga
nettle	anger	0.422	nettle
banishment	anger	0.422	kudzingwa
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	jeri
penetration	anger	0.422	kupinda
blatant	anger	0.420	blatant
force	anger	0.418	simba
perverse	anger	0.415	kukanganisa
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	grim
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	Kusafara
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	kuvhima
indenture	anger	0.410	indeture
forfeit	anger	0.409	kurasikirwa
areyoukiddingme	anger	0.409	uri kutamba neni here
reproach	anger	0.409	kunyadziswa
sham	anger	0.409	sham
awful	anger	0.409	zvakaipa
compulsion	anger	0.409	kumanikidza
implicate	anger	0.409	kukanganisa
contradict	anger	0.409	zvinopesana
inept	anger	0.409	inept
supremacy	anger	0.409	ukuru
sneak	anger	0.409	sneak
disappoint	anger	0.409	disappoint
blockade	anger	0.409	blockade
detainee	anger	0.409	musungwa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	kureva nhema
rail	anger	0.406	njanji
forsaken	anger	0.406	kusiiwa
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	kusafarira
wop	anger	0.406	wop
badger	anger	0.406	mbira
tremor	anger	0.406	kudedera
inequality	anger	0.406	kusaenzana
delusion	anger	0.406	delusion
unthinkable	anger	0.406	zvisingafungiki
onerous	anger	0.406	zvinonetsa
wrongdoing	anger	0.406	kuita zvakaipa
nuisance	anger	0.406	nuisance
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	chirwere chapararira munzvimbo
arguments	anger	0.404	nharo
affront	anger	0.403	kuzvidza
traumatic	anger	0.402	traumatic
sodding	anger	0.400	sodding
libel	anger	0.400	libel
annoys	anger	0.400	annoys
soslow	anger	0.398	soslow
watchout	anger	0.398	chenjerera
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barge
sue	anger	0.394	sue
keyed	anger	0.394	keyed
actionable	anger	0.394	zvinogoneka
extinguish	anger	0.394	kudzima
fraud	anger	0.394	utsotsi
untoward	anger	0.394	zvisingatarisirwi
illegal	anger	0.394	zvisiri pamutemo
nag	anger	0.394	nag
boxing	anger	0.394	tsiva
confiscate	anger	0.394	torera
howl	anger	0.394	chema
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	rabble
unfriendly	anger	0.394	vasina ushamwari
disrespect	anger	0.394	kusaremekedza
dangit	anger	0.394	dangit
brimstone	anger	0.392	sarufa
dissolution	anger	0.391	dissolution
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	kudengenyeka kwenyika
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	kusava nehanya
disagree	anger	0.389	kusabvumirana
lawsuit	anger	0.386	mhosva
disused	anger	0.382	disused
despair	anger	0.382	kupererwa
immorality	anger	0.382	unzenza
coerce	anger	0.379	kumanikidza
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	pokes
falsification	anger	0.379	nhema
rifle	anger	0.379	pfuti
sizzle	anger	0.379	sizzle
incurable	anger	0.379	isingarapike
difficulty	anger	0.379	kuoma
sore	anger	0.379	sore
picket	anger	0.378	picket
concussion	anger	0.377	concussion
stuckup	anger	0.375	stuckup
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	kukanganisa
sly	anger	0.375	sly
disillusionment	anger	0.375	kuora mwoyo
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	gomba
infantile	anger	0.375	infantile
pessimism	anger	0.375	kusava netariro
remand	anger	0.375	remand
cannon	anger	0.375	cannon
vindicate	anger	0.371	vindicate
inhibit	anger	0.371	inhibit
distressing	anger	0.371	zvinoshungurudza
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	skewed
disreputable	anger	0.368	asina mukurumbira
forbidding	anger	0.368	kurambidza
conquest	anger	0.367	kukunda
bark	anger	0.365	hukura
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	kusatendera
warrior	anger	0.364	murwi
barks	anger	0.364	kuhukura
retarded	anger	0.364	retarded
unhappy	anger	0.364	kusafara
burke	anger	0.364	burke
challenge	anger	0.364	dambudziko
belt	anger	0.364	bhandi
litigate	anger	0.359	litigate
paucity	anger	0.359	paucity
opinionated	anger	0.359	pfungwa
disliked	anger	0.359	kusada
aftermath	anger	0.359	aftermath
restriction	anger	0.359	kurambidzwa
cad	anger	0.359	cad
incompetence	anger	0.359	kusagona
loudness	anger	0.359	ruzha
broken	anger	0.359	akatyoka
polemic	anger	0.359	polemic
sectarian	anger	0.359	vechitendero
controversial	anger	0.359	nharo
interrupting	anger	0.358	kukanganisa
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	Bvisa
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	kusazvibata
scarcity	anger	0.350	kushomeka
losing	anger	0.349	kurasikirwa
stigma	anger	0.348	stigma
deserted	anger	0.348	deserted
timewasters	anger	0.348	vanopedza nguva
disagreement	anger	0.348	kusawirirana
defect	anger	0.348	kuremara
hardened	anger	0.348	yakaoma
lie	anger	0.348	kunyepa
ulcer	anger	0.348	chironda
retract	anger	0.348	retract
untrustworthy	anger	0.348	asina kuvimbika
pest	anger	0.348	pest
disappointed	anger	0.348	kuodzwa mwoyo
bias	anger	0.345	kurerekera
negation	anger	0.344	negation
bothering	anger	0.344	kunetsa
stripped	anger	0.344	stripped
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirate
stingy	anger	0.344	stingy
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	kusavimbika
shaky	anger	0.344	shaky
misleading	anger	0.344	kurasisa
unsettled	anger	0.344	kusagadzikana
evade	anger	0.344	evade
anxiety	anger	0.344	kufunganya
disclaim	anger	0.344	disclaim
deterioration	anger	0.344	kuora
impotence	anger	0.344	kushaya simba
interminable	anger	0.343	interminable
disease	anger	0.341	chirwere
meddle	anger	0.341	pindira
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	mukurumbira wakashata
alcoholism	anger	0.338	udhakwa
row	anger	0.337	row
staticky	anger	0.336	staticky
illegitimate	anger	0.333	zvisiri pamutemo
encumbrance	anger	0.333	encumbrance
witchcraft	anger	0.333	uroyi
interrupt	anger	0.333	vhiringidza
scorpion	anger	0.333	chinyavada
ill	anger	0.333	kurwara
sinner	anger	0.331	mutadzi
inconsiderate	anger	0.329	vasina hanya
hulk	anger	0.329	hulk
prohibited	anger	0.328	kurambidzwa
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	disqualified
spammers	anger	0.328	spammers
phony	anger	0.328	phony
tighten	anger	0.328	simbisa
dislocated	anger	0.328	dislocated
scapegoat	anger	0.328	mbudzi
victim	anger	0.328	nyakukuvadzwa
opponent	anger	0.328	muvengi
hiss	anger	0.328	zvake
crusade	anger	0.328	crusade
grumpy	anger	0.328	grumpy
resisting	anger	0.328	kuramba
inappropriate	anger	0.324	zvisina kufanira
haye	anger	0.324	hai
loss	anger	0.324	kurasikirwa
trickery	anger	0.324	trickery
eschew	anger	0.324	eschew
neglected	anger	0.324	kuregeredzwa
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	duplicity
criticism	anger	0.318	kushoropodzwa
queues	anger	0.318	mitsara
shriek	anger	0.316	kuchema
depreciate	anger	0.315	depreciate
dismissal	anger	0.312	kudzingwa basa
chaff	anger	0.312	hundi
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	urombo
carelessness	anger	0.312	kusava nehanya
deflate	anger	0.312	deflate
dumps	anger	0.312	dumps
dupe	anger	0.312	dupe
mortality	anger	0.312	kufa
revving	anger	0.309	revving
disallowed	anger	0.308	zvisingabvumirwe
boisterous	anger	0.307	bosterous
thoughtless	anger	0.307	vasina kufunga
burial	anger	0.304	kuvigwa
wince	anger	0.303	wince
theocratic	anger	0.303	zvoumwari
sullen	anger	0.303	kusuwa
involution	anger	0.300	involution
misuse	anger	0.297	kushandiswa zvisizvo
taxed	anger	0.297	taxed
senseless	anger	0.297	vasina njere
talons	anger	0.297	talons
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyown
hoax	anger	0.297	hoax
depreciated	anger	0.297	depreciated
depressed	anger	0.297	akaora mwoyo
wasteful	anger	0.297	kupambadza
paralysis	anger	0.295	kuoma mitezo
displaced	anger	0.294	vakadzingwa
limited	anger	0.292	limited
disapointment	anger	0.290	disapointment
orc	anger	0.289	orc
ridiculous	anger	0.289	ridiculous
homeless	anger	0.288	vasina pokugara
spine	anger	0.288	musana
teasing	anger	0.288	teasing
presumptuous	anger	0.288	vanozvikudza
react	anger	0.288	react
sharpen	anger	0.288	sharpen
barrier	anger	0.287	chipingamupinyi
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	contraband
incompatible	anger	0.281	zvisingaenderani
shiver	anger	0.281	kudedera
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	disconnects
delinquent	anger	0.281	delinquent
restitution	anger	0.281	kudzorerwa
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	kusaruramisira
buffering	anger	0.279	buffering
noncompliance	anger	0.279	kusateerera
nether	anger	0.278	nether
bogus	anger	0.273	bogus
immaturity	anger	0.273	kusakura
uncaring	anger	0.273	asina hanya
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	kuvhunduka
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminism
inoperative	anger	0.266	kusashanda
bear	anger	0.266	bere
inconvenient	anger	0.266	inconvenient
latent	anger	0.266	latent
defendant	anger	0.266	anopomerwa mhosva
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	quandary
interrupts	anger	0.265	zvinokanganisa
fluctuation	anger	0.265	kuchinja
exaggerate	anger	0.263	kuwedzeredza
lose	anger	0.261	kurasikirwa
patter	anger	0.258	patter
furnace	anger	0.258	choto
stone	anger	0.258	ibwe
tease	anger	0.258	tease
shoplifting	anger	0.258	kuba muzvitoro
soldier	anger	0.258	musoja
incompetent	anger	0.257	kusagona
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	rocket
skid	anger	0.250	skid
noisy	anger	0.250	ruzha
notoriety	anger	0.250	notoriety
cane	anger	0.250	nzimbe
unfollow	anger	0.250	kusatevera
tripping	anger	0.250	kugumburwa
attentionseeker	anger	0.250	attentionseeker
mastery	anger	0.250	mastery
socialist	anger	0.250	socialist
falsehood	anger	0.250	nhema
complicate	anger	0.250	complicate
lawyer	anger	0.250	Gweta
untrue	anger	0.250	nhema
nonsense	anger	0.250	zvisina maturo
pouting	anger	0.250	pouting
witch	anger	0.242	muroyi
detract	anger	0.242	detract
obstacle	anger	0.242	chipingamupinyi
halter	anger	0.242	halter
fenced	anger	0.242	fenced
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	dontunderstand
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	kufinyamisa kumeso
saber	anger	0.238	saber
hunger	anger	0.235	nzara
shell	anger	0.234	shell
wokemeup	anger	0.234	wakemeup
recession	anger	0.234	kudzikira
failing	anger	0.234	kukundikana
dabbling	anger	0.234	kutamba
politics	anger	0.234	zvematongerwo enyika
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	imtryingtosleep
tariff	anger	0.234	tariff
undesirable	anger	0.231	zvisingadiwi
darkness	anger	0.227	rima
versus	anger	0.227	kupesana
copycat	anger	0.227	copycat
resign	anger	0.227	resign
soaked	anger	0.226	soaked
unfulfilled	anger	0.225	zvisina kuzadziswa
abandoned	anger	0.222	kusiiwa
unattainable	anger	0.221	zvisingawanikwe
owing	anger	0.221	chikwereti
bankruptcy	anger	0.221	kubhuroka
misconception	anger	0.219	kusanzwisisa
tool	anger	0.219	tool
warden	anger	0.219	warden
compress	anger	0.219	compress
mosquito	anger	0.219	mosquito
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	kuvhiringidzika
unhelpful	anger	0.219	zvisingabatsire
twitching	anger	0.219	twitching
nosey	anger	0.213	nosy
overpriced	anger	0.212	overpriced
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	kushomeka
melodrama	anger	0.212	melodrama
possession	anger	0.206	pfuma
desert	anger	0.206	desert
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	isina kubhadharwa
powerless	anger	0.203	vasina simba
sentence	anger	0.203	chirevo
inefficient	anger	0.203	kusashanda
arraignment	anger	0.203	arraignment
pout	anger	0.203	pout
unlucky	anger	0.203	urombo
rook	anger	0.203	rook
backbone	anger	0.203	musana
uninvited	anger	0.203	asina kukokwa
court	anger	0.199	dare
endless	anger	0.198	kusingaperi
adverts	anger	0.197	adverts
distracted	anger	0.197	kuvhiringidzwa
delay	anger	0.197	delay
misstatement	anger	0.197	kukanganisa
misunderstanding	anger	0.195	kusanzwisisa
inadmissible	anger	0.191	zvisingabvumirwe
excite	anger	0.191	excite
lightning	anger	0.189	mheni
preclude	anger	0.188	kudzivirira
mournful	anger	0.188	kuchema
insecure	anger	0.188	kusachengeteka
incase	anger	0.188	zvikazo
mutter	anger	0.182	gunun'una
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	anoda
insist	anger	0.182	kusimbisa
mistress	anger	0.182	tenzikadzi
distracting	anger	0.182	kuvhiringidza
opium	anger	0.180	opium
deserve	anger	0.176	zvakakodzera
willful	anger	0.176	nemaune
treat	anger	0.175	kubata
insists	anger	0.175	anosimbirira
excitation	anger	0.172	excitation
mighty	anger	0.172	simba
liberate	anger	0.172	sunungura
indecisive	anger	0.172	vasingafungi
hormonal	anger	0.172	hormonal
peice	anger	0.172	peice
gibberish	anger	0.172	gibberish
misplace	anger	0.172	misplace
fee	anger	0.172	muripo
thanksalot	anger	0.172	ndotenda zvikuru
fleece	anger	0.172	mvere
yelp	anger	0.168	yelp
mule	anger	0.167	nyurusi
unequal	anger	0.167	kusaenzana
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	bargaining
insufficiency	anger	0.167	kusakwana
insignificant	anger	0.167	kusakosha
attentionseekers	anger	0.163	vanotsvaka pfungwa
coop	anger	0.156	coop
rheumatism	anger	0.156	rheumatism
forearm	anger	0.156	forearm
indifference	anger	0.156	kusava nehanya
underpaid	anger	0.152	mari shoma
involvement	anger	0.152	kubatanidzwa
justthebeginning	anger	0.152	kutanga
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	kusava nechokwadi
bee	anger	0.152	nyuchi
attorney	anger	0.152	Gweta
pretending	anger	0.152	kunyepedzera
campaigning	anger	0.151	campaigning
hopelessness	anger	0.149	kushaya tariro
feeling	anger	0.147	kunzwa
legalized	anger	0.145	zviri pamutemo
caution	anger	0.145	kungwarira
sterling	anger	0.141	sterling
morals	anger	0.141	tsika
subsidy	anger	0.141	subsidy
obliging	anger	0.141	kusungirwa
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	blemish
misspell	anger	0.136	misspell
repay	anger	0.136	dzorera
surcharge	anger	0.136	muripo
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	orchestra
wireless	anger	0.125	wireless
competitive	anger	0.125	makwikwi
standstill	anger	0.125	standstill
inattention	anger	0.121	kushaya hanya
reversal	anger	0.121	reversal
lace	anger	0.118	lace
elbow	anger	0.117	gokora
instinctive	anger	0.112	chisikirwo
chant	anger	0.111	chant
gnome	anger	0.109	gnome
lonely	anger	0.109	kusurukirwa
tolerate	anger	0.106	tolerate
management	anger	0.102	management
advocacy	anger	0.100	Advocacy
moral	anger	0.094	tsika
roadworks	anger	0.091	migwagwa
honest	anger	0.087	kutendeka
gent	anger	0.076	gent
forgetful	anger	0.076	kukanganwa
liquor	anger	0.075	doro
money	anger	0.074	mari
hood	anger	0.071	hood
curriculum	anger	0.063	curriculum
words	anger	0.062	mashoko
smell	anger	0.061	munhuwi
playful	anger	0.061	kutamba
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	kurera
trumpet	anger	0.059	hwamanda
counsellor	anger	0.059	chipangamazano
asleeep	anger	0.059	vakarara
birthplace	anger	0.051	kwaakaberekerwa
ribbon	anger	0.047	ribhoni
youth	anger	0.045	youth
vote	anger	0.045	vhoti
cash	anger	0.039	cash
wannasleep	anger	0.031	wannasleep
waffle	anger	0.030	waffle
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	mukurumbira
sisterhood	anger	0.015	hanzvadzi
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	musical
tree	anger	0.000	muti
anticipation	anticipation	0.859	kutarisira
excited	anticipation	0.859	kufara
excitement	anticipation	0.820	mufaro
anticipate	anticipation	0.820	tarisira
eagerness	anticipation	0.812	shungu
exciting	anticipation	0.797	zvinofadza
expectant	anticipation	0.789	kutarisira
thrilling	anticipation	0.781	zvinofadza
hope	anticipation	0.773	tariro
quest	anticipation	0.766	quest
countdown	anticipation	0.750	countdown
start	anticipation	0.750	kutanga
anticipatory	anticipation	0.750	kutarisira
adventure	anticipation	0.750	adventure
expectance	anticipation	0.750	kutarisira
climax	anticipation	0.742	climax
