English Word	Emotion	Emotion-Intensity-Score	Javanese Word
flagrant	anger	0.455	gamblang
busted	anger	0.455	dicekel
crabby	anger	0.455	crabby
dying	anger	0.455	sekarat
idiocy	anger	0.455	kebodohan
impermeable	anger	0.455	impermeable
stubbed	anger	0.455	stubbed
illegality	anger	0.455	ilegal
veto	anger	0.455	veto
constraint	anger	0.455	kendala
mislead	anger	0.455	nyasarake
illicit	anger	0.455	haram
troublesome	anger	0.455	repot
clamor	anger	0.455	gegeran
bayonet	anger	0.453	bayonet
suppress	anger	0.453	nyuda
intense	anger	0.453	sengit
displeased	anger	0.453	ora seneng
disapproving	anger	0.453	ora sarujuk
hysterical	anger	0.453	histeris
struggle	anger	0.453	perjuangan
godless	anger	0.453	ora mursid
desist	anger	0.453	mandheg
usurped	anger	0.453	direbut
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	ora sarujuk
bad	anger	0.453	ala
unlawful	anger	0.451	ora sah
wrongly	anger	0.448	salah
repellent	anger	0.442	repellent
dishonor	anger	0.441	nistha
psychosis	anger	0.441	psikosis
wasted	anger	0.441	boroske
wrongful	anger	0.441	salah
foe	anger	0.441	mungsuh
aversion	anger	0.440	kebencian
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ros-rosan
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	perpecahan
upset	anger	0.439	duka
effigy	anger	0.439	effigy
punitive	anger	0.439	paukuman
worthless	anger	0.438	ora ana gunane
separatist	anger	0.438	separatis
ransom	anger	0.438	tebusan
deny	anger	0.438	mbantah
fugitive	anger	0.438	buronan
mucked	anger	0.438	mumet
abandonment	anger	0.438	nilar
irritation	anger	0.438	iritasi
deleterious	anger	0.438	ngrusak
stupidity	anger	0.438	bodho
segregate	anger	0.437	misahake
oblivion	anger	0.437	lali
payback	anger	0.436	mbayar maneh
incongruous	anger	0.435	incongruous
eviction	anger	0.435	pengusiran
collusion	anger	0.432	kolusi
rob	anger	0.431	ngrampok
ravenous	anger	0.429	kesel
overrun	anger	0.429	kebanjiran
infidelity	anger	0.429	kafir
harbinger	anger	0.426	pertanda
painful	anger	0.426	nglarani
getoverit	anger	0.426	getoverit
martial	anger	0.426	bela dhiri
rejection	anger	0.426	penolakan
incredulous	anger	0.426	ora percaya
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	pertahanan
enforce	anger	0.424	nglakokaké
commotion	anger	0.424	gegeran
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonore
fraudulent	anger	0.424	ngapusi
unsympathetic	anger	0.424	ora simpatik
fallacious	anger	0.424	fallacious
greed	anger	0.424	srakah
defraud	anger	0.424	ngapusi
banger	anger	0.424	banger
concealment	anger	0.424	ndhelikake
fuss	anger	0.424	rewel
exasperation	anger	0.424	jengkel
disobedience	anger	0.424	ora manut
powerful	anger	0.424	kuwat
discontent	anger	0.424	rasa ora puas
indecency	anger	0.424	ora sopan
sedition	anger	0.422	hasutan
deportation	anger	0.422	deportasi
cracked	anger	0.422	retak
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	tandhing
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	misrepresented
annoyance	anger	0.422	ngganggu
scar	anger	0.422	tatu
nettle	anger	0.422	jelatang
banishment	anger	0.422	pambuwangan
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penjara
penetration	anger	0.422	seng nembus
blatant	anger	0.420	blaka
force	anger	0.418	meksa
perverse	anger	0.415	kleru
wring	anger	0.415	wring
bastion	anger	0.413	benteng
grim	anger	0.413	surem
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	ora seneng
surly	anger	0.412	murka
sordid	anger	0.412	nakal
hunting	anger	0.411	mburu
indenture	anger	0.410	indenture
forfeit	anger	0.409	kelangan
areyoukiddingme	anger	0.409	are youukidding me
reproach	anger	0.409	ngisin-isini
sham	anger	0.409	ngapusi
awful	anger	0.409	nggegirisi
compulsion	anger	0.409	kepeksa
implicate	anger	0.409	implicate
contradict	anger	0.409	mbantah
inept	anger	0.409	ora pantes
supremacy	anger	0.409	supremasi
sneak	anger	0.409	nyelip
disappoint	anger	0.409	nguciwani
blockade	anger	0.409	blokade
detainee	anger	0.409	tahanan
cantwin	anger	0.409	cantwin
squelch	anger	0.409	ngempet
lying	anger	0.408	ngapusi
rail	anger	0.406	rel
forsaken	anger	0.406	ditinggal
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipati
wop	anger	0.406	wop
badger	anger	0.406	luwak
tremor	anger	0.406	tremor
inequality	anger	0.406	ketimpangan
delusion	anger	0.406	khayalan
unthinkable	anger	0.406	ora bisa dipikir
onerous	anger	0.406	abot
wrongdoing	anger	0.406	tumindak salah
nuisance	anger	0.406	gangguan
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	wabah
arguments	anger	0.404	argumentasi
affront	anger	0.403	nesu
traumatic	anger	0.402	traumatik
sodding	anger	0.400	sodding
libel	anger	0.400	fitnah
annoys	anger	0.400	ngganggu
soslow	anger	0.398	suwe-suwe
watchout	anger	0.398	awas
frenetic	anger	0.397	frenetik
remiss	anger	0.397	nglirwakake
barge	anger	0.396	tongkang
sue	anger	0.394	nuntut
keyed	anger	0.394	keyed
actionable	anger	0.394	bisa ditindakake
extinguish	anger	0.394	mateni
fraud	anger	0.394	penipuan
untoward	anger	0.394	ora ketompo
illegal	anger	0.394	ilegal
nag	anger	0.394	nganggur
boxing	anger	0.394	tinju
confiscate	anger	0.394	ngrampas
howl	anger	0.394	nguwuh
whatsthepoint	anger	0.394	opo wae
rabble	anger	0.394	rabuk
unfriendly	anger	0.394	ora grapyak
disrespect	anger	0.394	ora ngajeni
dangit	anger	0.394	dangit
brimstone	anger	0.392	welirang
dissolution	anger	0.391	pambubaran
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	lindhu
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	sembrono
disagree	anger	0.389	ora sarujuk
lawsuit	anger	0.386	gugatan
disused	anger	0.382	ora dienggo
despair	anger	0.382	mutung
immorality	anger	0.382	maksiat
coerce	anger	0.379	meksa
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	nrenyuhake
pokes	anger	0.379	nyocot
falsification	anger	0.379	pemalsuan
rifle	anger	0.379	bedhil
sizzle	anger	0.379	nyesek
incurable	anger	0.379	ora bisa ditambani
difficulty	anger	0.379	kangelan
sore	anger	0.379	lara
picket	anger	0.378	piket
concussion	anger	0.377	geger otak
stuckup	anger	0.375	macet
militia	anger	0.375	milisi
rawr	anger	0.375	rawr
faulty	anger	0.375	luput
sly	anger	0.375	licik
disillusionment	anger	0.375	kuciwane
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	pitfall
infantile	anger	0.375	bayi
pessimism	anger	0.375	pesimis
remand	anger	0.375	reman
cannon	anger	0.375	mriem
vindicate	anger	0.371	mbenerake
inhibit	anger	0.371	nyandhet
distressing	anger	0.371	nyusahake
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofrenia
skewed	anger	0.368	miring
disreputable	anger	0.368	disreputable
forbidding	anger	0.368	nglarang
conquest	anger	0.367	penaklukan
bark	anger	0.365	babakan
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	ora sarujuk
warrior	anger	0.364	jawata
barks	anger	0.364	bark-barok
retarded	anger	0.364	terbelakang
unhappy	anger	0.364	ora seneng
burke	anger	0.364	burke
challenge	anger	0.364	tantangan
belt	anger	0.364	sabuk
litigate	anger	0.359	gugatan
paucity	anger	0.359	kekirangan
opinionated	anger	0.359	panemu
disliked	anger	0.359	ora disenengi
aftermath	anger	0.359	sakwise
restriction	anger	0.359	watesan
cad	anger	0.359	cad
incompetence	anger	0.359	inkompetensi
loudness	anger	0.359	swara
broken	anger	0.359	rusak
polemic	anger	0.359	polemik
sectarian	anger	0.359	sektarian
controversial	anger	0.359	kontrovèrsial
interrupting	anger	0.358	interrupting
fussy	anger	0.357	rewel
wench	anger	0.353	cah wadon
remove	anger	0.351	mbusak
brat	anger	0.351	bocah cilik
gruff	anger	0.351	greget
misbehavior	anger	0.351	tumindak ala
scarcity	anger	0.350	kekirangan
losing	anger	0.349	kelangan
stigma	anger	0.348	stigma
deserted	anger	0.348	sepi
timewasters	anger	0.348	tukang ngrusak wektu
disagreement	anger	0.348	ora setuju
defect	anger	0.348	cacad
hardened	anger	0.348	hardened
lie	anger	0.348	ngapusi
ulcer	anger	0.348	maag
retract	anger	0.348	mundur
untrustworthy	anger	0.348	ora bisa dipercaya
pest	anger	0.348	omo
disappointed	anger	0.348	kuciwa
bias	anger	0.345	bias
negation	anger	0.344	negasi
bothering	anger	0.344	ngganggu
stripped	anger	0.344	diudani
antisocial	anger	0.344	antisosial
pirate	anger	0.344	bajak laut
stingy	anger	0.344	pelit
shoddy	anger	0.344	kurang ajar
unreliable	anger	0.344	ora bisa dipercaya
shaky	anger	0.344	goyah
misleading	anger	0.344	nyasarake
unsettled	anger	0.344	ora mapan
evade	anger	0.344	nyingkiri
anxiety	anger	0.344	rasa kuwatir
disclaim	anger	0.344	mbantah
deterioration	anger	0.344	rusake
impotence	anger	0.344	impotensi
interminable	anger	0.343	interminable
disease	anger	0.341	penyakit
meddle	anger	0.341	melu-melu
warp	anger	0.340	warp
averse	anger	0.338	ngelawan
infamous	anger	0.338	kondhang
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	baris
staticky	anger	0.336	statik
illegitimate	anger	0.333	ora sah
encumbrance	anger	0.333	encumbrance
witchcraft	anger	0.333	ilmu sihir
interrupt	anger	0.333	ngganggu
scorpion	anger	0.333	kalajengking
ill	anger	0.333	gerah
sinner	anger	0.331	wong dosa
inconsiderate	anger	0.329	ora nggatekake
hulk	anger	0.329	hulk
prohibited	anger	0.328	dilarang
dashed	anger	0.328	mlayu-mlayu
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	didiskualifikasi
spammers	anger	0.328	spammer
phony	anger	0.328	palsu
tighten	anger	0.328	nyenyet
dislocated	anger	0.328	dislokasi
scapegoat	anger	0.328	kambing hitam
victim	anger	0.328	korban
opponent	anger	0.328	mungsuh
hiss	anger	0.328	hiss
crusade	anger	0.328	perang salib
grumpy	anger	0.328	greget
resisting	anger	0.328	nglawan
inappropriate	anger	0.324	ora pantes
haye	anger	0.324	hay
loss	anger	0.324	mundhut
trickery	anger	0.324	tipu daya
eschew	anger	0.324	nyingkiri
neglected	anger	0.324	dilirwakaké
canker	anger	0.323	sareh
muff	anger	0.318	muff
crunch	anger	0.318	kringet
duplicity	anger	0.318	duplikat
criticism	anger	0.318	kritik
queues	anger	0.318	antrian
shriek	anger	0.316	njerit
depreciate	anger	0.315	nyusut
dismissal	anger	0.312	dipecat
chaff	anger	0.312	sekam
dramaqueen	anger	0.312	ratuning drama
poverty	anger	0.312	mlarat
carelessness	anger	0.312	kecerobohan
deflate	anger	0.312	kempis
dumps	anger	0.312	mbucal
dupe	anger	0.312	ngapusi
mortality	anger	0.312	pati
revving	anger	0.309	revving
disallowed	anger	0.308	ora diidini
boisterous	anger	0.307	rame
thoughtless	anger	0.307	ora mikir
burial	anger	0.304	panguburan
wince	anger	0.303	meringis
theocratic	anger	0.303	teokratis
sullen	anger	0.303	sungkan
involution	anger	0.300	involusi
misuse	anger	0.297	nyalahi panggunaan
taxed	anger	0.297	kena pajak
senseless	anger	0.297	ora duwe akal
talons	anger	0.297	talon
stalemate	anger	0.297	jalan buntu
getyourown	anger	0.297	njaluk sampeyan
hoax	anger	0.297	apus-apusan
depreciated	anger	0.297	disusut
depressed	anger	0.297	nandhang sungkowo
wasteful	anger	0.297	boros
paralysis	anger	0.295	lumpuh
displaced	anger	0.294	dipindhah
limited	anger	0.292	dibatesi
disapointment	anger	0.290	disapointment
orc	anger	0.289	orc
ridiculous	anger	0.289	konyol
homeless	anger	0.288	ora duwe omah
spine	anger	0.288	balung mburi
teasing	anger	0.288	nggodha
presumptuous	anger	0.288	sombong
react	anger	0.288	nanggepi
sharpen	anger	0.288	ngasah
barrier	anger	0.287	alangan
hoot	anger	0.287	hoot
twitchy	anger	0.287	kenceng
myopia	anger	0.283	miopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	barang selundupan
incompatible	anger	0.281	ora cocog
shiver	anger	0.281	gemeter
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	pedhot
delinquent	anger	0.281	nakal
restitution	anger	0.281	mbalekaken
foray	anger	0.279	nyusup
troll	anger	0.279	troll
unfairness	anger	0.279	ora adil
buffering	anger	0.279	buffering
noncompliance	anger	0.279	noncompliance
nether	anger	0.278	nether
bogus	anger	0.273	palsu
immaturity	anger	0.273	durung diwasa
uncaring	anger	0.273	ora peduli
bugaboo	anger	0.273	bubrah
feisty	anger	0.269	greget
shock	anger	0.269	kejut
humbug	anger	0.266	gumunggung
notamorningperson	anger	0.266	wong esuk
feminism	anger	0.266	feminisme
inoperative	anger	0.266	ora aktif
bear	anger	0.266	nanggung
inconvenient	anger	0.266	ora trep
latent	anger	0.266	laten
defendant	anger	0.266	terdakwa
nopoint	anger	0.266	ora ono titik
rapping	anger	0.266	nge-rap
pry	anger	0.266	pry
quandary	anger	0.266	bingung
interrupts	anger	0.265	interrupts
fluctuation	anger	0.265	fluktuasi
exaggerate	anger	0.263	exaggerate
lose	anger	0.261	kalah
patter	anger	0.258	patter
furnace	anger	0.258	pawon
stone	anger	0.258	watu
tease	anger	0.258	nggodha
shoplifting	anger	0.258	ngutil
soldier	anger	0.258	prajurit
incompetent	anger	0.257	ora kompeten
indoctrination	anger	0.255	indoktrinasi
rocket	anger	0.250	roket
skid	anger	0.250	nyelip
noisy	anger	0.250	rame
notoriety	anger	0.250	kesuwur
cane	anger	0.250	tebu
unfollow	anger	0.250	unfollow
tripping	anger	0.250	kesandung
attentionseeker	anger	0.250	wong golek perhatian
mastery	anger	0.250	nguwasani
socialist	anger	0.250	sosialis
falsehood	anger	0.250	goroh
complicate	anger	0.250	rumit
lawyer	anger	0.250	pengacara
untrue	anger	0.250	ora bener
nonsense	anger	0.250	omong kosong
pouting	anger	0.250	posing
witch	anger	0.242	penyihir
detract	anger	0.242	nyuda
obstacle	anger	0.242	alangan
halter	anger	0.242	halter
fenced	anger	0.242	dipageri
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	mboten ngertos
vampire	anger	0.242	vampire
ringer	anger	0.242	dering
frowning	anger	0.239	mrengut
saber	anger	0.238	saber
hunger	anger	0.235	keluwen
shell	anger	0.234	cangkang
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	resesi
failing	anger	0.234	gagal
dabbling	anger	0.234	ngentut
politics	anger	0.234	politik
lava	anger	0.234	lahar
rascal	anger	0.234	bajingan
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	tarif
undesirable	anger	0.231	ora dikarepake
darkness	anger	0.227	pepeteng
versus	anger	0.227	mungsuh
copycat	anger	0.227	peniru
resign	anger	0.227	mundur
soaked	anger	0.226	direndhem
unfulfilled	anger	0.225	durung kaleksanan
abandoned	anger	0.222	nilar
unattainable	anger	0.221	ora bisa digayuh
owing	anger	0.221	utang
bankruptcy	anger	0.221	bangkrut
misconception	anger	0.219	misconception
tool	anger	0.219	piranti
warden	anger	0.219	sipir
compress	anger	0.219	ngompres
mosquito	anger	0.219	nyamuk
whiny	anger	0.219	nyengir
somethingigetalot	anger	0.219	sokoigetalot
confusion	anger	0.219	bingung
unhelpful	anger	0.219	ora migunani
twitching	anger	0.219	kedutan
nosey	anger	0.213	usil
overpriced	anger	0.212	overpriced
adder	anger	0.212	panambah
harry	anger	0.212	harry
shortage	anger	0.212	kekurangan
melodrama	anger	0.212	melodrama
possession	anger	0.206	kagungan
desert	anger	0.206	ara-ara samun
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	ora dibayar
powerless	anger	0.203	tanpa daya
sentence	anger	0.203	ukara
inefficient	anger	0.203	ora efisien
arraignment	anger	0.203	pratelan
pout	anger	0.203	pout
unlucky	anger	0.203	apes
rook	anger	0.203	rodok
backbone	anger	0.203	balung mburi
uninvited	anger	0.203	ora diundang
court	anger	0.199	pengadilan
endless	anger	0.198	tanpa wates
adverts	anger	0.197	pariwara
distracted	anger	0.197	disambi
delay	anger	0.197	tundha
misstatement	anger	0.197	salah saji
misunderstanding	anger	0.195	salah paham
inadmissible	anger	0.191	ora bisa ditampa
excite	anger	0.191	gawe bungah
lightning	anger	0.189	kilat
preclude	anger	0.188	ngalangi
mournful	anger	0.188	sedhih
insecure	anger	0.188	ora aman
incase	anger	0.188	ing kasus
mutter	anger	0.182	mumet
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	penuntut
insist	anger	0.182	ngeyel
mistress	anger	0.182	jeng
distracting	anger	0.182	ngganggu
opium	anger	0.180	candu
deserve	anger	0.176	pantes
willful	anger	0.176	karsa
treat	anger	0.175	nambani
insists	anger	0.175	ngeyel
excitation	anger	0.172	kasenengan
mighty	anger	0.172	gagah prakosa
liberate	anger	0.172	mbebasake
indecisive	anger	0.172	ora mesthi
hormonal	anger	0.172	hormonal
peice	anger	0.172	pitik
gibberish	anger	0.172	omong kosong
misplace	anger	0.172	salah panggonan
fee	anger	0.172	ragad
thanksalot	anger	0.172	matur nuwun
fleece	anger	0.172	wulu
yelp	anger	0.168	bengok-bengok
mule	anger	0.167	bagal
unequal	anger	0.167	ora padha
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	tawar menawar
insufficiency	anger	0.167	kekurangan
insignificant	anger	0.167	sepele
attentionseekers	anger	0.163	wong golek perhatian
coop	anger	0.156	kandhang
rheumatism	anger	0.156	rematik
forearm	anger	0.156	lengen
indifference	anger	0.156	indifference
underpaid	anger	0.152	kurang mbayar
involvement	anger	0.152	melu
justthebeginning	anger	0.152	mung wiwitan
disinformation	anger	0.152	disinformasi
uncertain	anger	0.152	ora mesthi
bee	anger	0.152	tawon
attorney	anger	0.152	pengacara
pretending	anger	0.152	pura-pura
campaigning	anger	0.151	kampanye
hopelessness	anger	0.149	putus asa
feeling	anger	0.147	pangrasa
legalized	anger	0.145	legalized
caution	anger	0.145	ati-ati
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subsidi
obliging	anger	0.141	wajib
wimpy	anger	0.140	wimpy
bummer	anger	0.139	ngamuk
saloon	anger	0.136	salon
blemish	anger	0.136	cacad
misspell	anger	0.136	salah nulis
repay	anger	0.136	mbayar maneh
surcharge	anger	0.136	biaya tambahan
geez	anger	0.136	embuh
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	klakson
orchestra	anger	0.132	orkestra
wireless	anger	0.125	nirkabel
competitive	anger	0.125	kompetitif
standstill	anger	0.125	mandeg
inattention	anger	0.121	ora nggatekake
reversal	anger	0.121	mbalikke
lace	anger	0.118	renda
elbow	anger	0.117	siku
instinctive	anger	0.112	naluri
chant	anger	0.111	tembang
gnome	anger	0.109	gnome
lonely	anger	0.109	sepi
tolerate	anger	0.106	ngidinke
management	anger	0.102	manajemen
advocacy	anger	0.100	advokasi
moral	anger	0.094	moral
roadworks	anger	0.091	gawe dalan
honest	anger	0.087	jujur
gent	anger	0.076	wong lanang
forgetful	anger	0.076	lali
liquor	anger	0.075	omben-omben
money	anger	0.074	dhuwit
hood	anger	0.071	kerudung
curriculum	anger	0.063	kurikulum
words	anger	0.062	tembung
smell	anger	0.061	mambu
playful	anger	0.061	dolanan
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	nurture
trumpet	anger	0.059	trompet
counsellor	anger	0.059	penasehat
asleeep	anger	0.059	ngantuk
birthplace	anger	0.051	panggonan lair
ribbon	anger	0.047	pita
youth	anger	0.045	mudha
vote	anger	0.045	milih
cash	anger	0.039	awis
wannasleep	anger	0.031	pengen turu
waffle	anger	0.030	wafel
dame	anger	0.030	dame
buffet	anger	0.029	prasmanan
celebrity	anger	0.026	selebriti
sisterhood	anger	0.015	seduluran
autocorrect	anger	0.015	koreksi otomatis
musical	anger	0.011	musike
tree	anger	0.000	wit
anticipation	anticipation	0.859	pangarep-arep
excited	anticipation	0.859	bungah
excitement	anticipation	0.820	kasenengan
anticipate	anticipation	0.820	antisipasi
eagerness	anticipation	0.812	eagerness
exciting	anticipation	0.797	narik kawigaten
expectant	anticipation	0.789	ngarep-arep
thrilling	anticipation	0.781	ngageti
hope	anticipation	0.773	pangarep-arep
quest	anticipation	0.766	nggoleki
countdown	anticipation	0.750	ngetung mundur
start	anticipation	0.750	miwiti
anticipatory	anticipation	0.750	antisipatif
adventure	anticipation	0.750	ngulandara
expectance	anticipation	0.750	pangarep-arep
climax	anticipation	0.742	klimaks
prophecy	anticipation	0.742	wangsit
expect	anticipation	0.742	nyana
excite	anticipation	0.742	gawe bungah
arouse	anticipation	0.742	nggugah
eager	anticipation	0.742	semangat
ejaculation	anticipation	0.734	ejakulasi
birth	anticipation	0.734	lair
announcement	anticipation	0.734	pengumuman
expectancy	anticipation	0.727	pangarep-arep
expecting	anticipation	0.727	ngarep-arep
imminent	anticipation	0.727	caket
liberation	anticipation	0.727	mardika
urgent	anticipation	0.727	urgent
trepidation	anticipation	0.719	gemeter
reunion	anticipation	0.719	reuni
prospection	anticipation	0.719	prospek
voyage	anticipation	0.719	lelayaran
prospect	anticipation	0.719	prospek
aspire	anticipation	0.719	cita-cita
rapture	anticipation	0.711	pengangkatan
suspense	anticipation	0.711	suspense
