English Word	Emotion	Emotion-Intensity-Score	Hausa Word
bayonet	anger	0.453	baynet
suppress	anger	0.453	danne
intense	anger	0.453	mai tsanani
displeased	anger	0.453	rashin jin daɗi
disapproving	anger	0.453	rashin yarda
hysterical	anger	0.453	na haila
struggle	anger	0.453	gwagwarmaya
godless	anger	0.453	rashin ibada
desist	anger	0.453	dena
usurped	anger	0.453	kwace
despotism	anger	0.453	despotism
disagreeing	anger	0.453	sabani ba
bad	anger	0.453	mara kyau
unlawful	anger	0.451	haramun
wrongly	anger	0.448	kuskure
repellent	anger	0.442	m
dishonor	anger	0.441	rashin mutunci
psychosis	anger	0.441	psychosis
wasted	anger	0.441	a banza
wrongful	anger	0.441	ba daidai ba
foe	anger	0.441	abokin gaba
aversion	anger	0.440	kyama
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	dunƙulewa
ultimatum	anger	0.439	Ultimatum
schism	anger	0.439	schism
upset	anger	0.439	haushi
effigy	anger	0.439	kyawu
punitive	anger	0.439	azabtarwa
worthless	anger	0.438	mara amfani
separatist	anger	0.438	'yan aware
ransom	anger	0.438	fansa
deny	anger	0.438	musu
fugitive	anger	0.438	mai gudun hijira
mucked	anger	0.438	bace
abandonment	anger	0.438	watsi
irritation	anger	0.438	haushi
deleterious	anger	0.438	m
stupidity	anger	0.438	wauta
segregate	anger	0.437	ware
oblivion	anger	0.437	mantuwa
payback	anger	0.436	mayarwa
incongruous	anger	0.435	m
eviction	anger	0.435	fitarwa
collusion	anger	0.432	hada baki
rob	anger	0.431	fashi
ravenous	anger	0.429	m
overrun	anger	0.429	wuce gona da iri
infidelity	anger	0.429	kafirci
harbinger	anger	0.426	harbinger
painful	anger	0.426	mai zafi
getoverit	anger	0.426	samu
martial	anger	0.426	martial
rejection	anger	0.426	kin amincewa
incredulous	anger	0.426	m
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	tsaro
enforce	anger	0.424	tilastawa
commotion	anger	0.424	tashin hankali
censor	anger	0.424	tace
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	zamba
unsympathetic	anger	0.424	rashin tausayi
fallacious	anger	0.424	m
greed	anger	0.424	kwadayi
defraud	anger	0.424	zamba
banger	anger	0.424	banger
concealment	anger	0.424	boyewa
fuss	anger	0.424	tashin hankali
exasperation	anger	0.424	fushi
disobedience	anger	0.424	rashin biyayya
powerful	anger	0.424	mai iko
discontent	anger	0.424	rashin gamsuwa
indecency	anger	0.424	rashin ladabi
sedition	anger	0.422	fitina
deportation	anger	0.422	kora
cracked	anger	0.422	fashe
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	zagi
cur	anger	0.422	kur
misrepresented	anger	0.422	kuskure
annoyance	anger	0.422	bacin rai
scar	anger	0.422	tabo
nettle	anger	0.422	nettle
banishment	anger	0.422	kora
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	gidan yari
penetration	anger	0.422	shiga ciki
blatant	anger	0.420	m
force	anger	0.418	karfi
perverse	anger	0.415	karkatacciyar hanya
wring	anger	0.415	murɗa
bastion	anger	0.413	gindi
grim	anger	0.413	m
moody	anger	0.412	m
tiff	anger	0.412	tiff
nothappy	anger	0.412	ba dadi
surly	anger	0.412	zalla
sordid	anger	0.412	mara kyau
hunting	anger	0.411	farauta
indenture	anger	0.410	abun ciki
forfeit	anger	0.409	rasa
areyoukiddingme	anger	0.409	kuna sona
reproach	anger	0.409	zargi
sham	anger	0.409	sham
awful	anger	0.409	m
compulsion	anger	0.409	tilas
implicate	anger	0.409	m
contradict	anger	0.409	sabani
inept	anger	0.409	inept
supremacy	anger	0.409	fifiko
sneak	anger	0.409	latsa
disappoint	anger	0.409	takaici
blockade	anger	0.409	toshewa
detainee	anger	0.409	wanda aka tsare
cantwin	anger	0.409	cantwin
squelch	anger	0.409	tsutsa
lying	anger	0.408	karya
rail	anger	0.406	dogo
forsaken	anger	0.406	watsi
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	rashin tausayi
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	rawar jiki
inequality	anger	0.406	rashin daidaito
delusion	anger	0.406	rudu
unthinkable	anger	0.406	wanda ba a iya tsammani
onerous	anger	0.406	m
wrongdoing	anger	0.406	zalunci
nuisance	anger	0.406	tashin hankali
scrapie	anger	0.406	kuraje
epidemic	anger	0.406	annoba
arguments	anger	0.404	jayayya
affront	anger	0.403	cin zarafi
traumatic	anger	0.402	mai rauni
sodding	anger	0.400	sodding
libel	anger	0.400	zagi
annoys	anger	0.400	bacin rai
soslow	anger	0.398	soslow
watchout	anger	0.398	kula
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remis
barge	anger	0.396	jirgin ruwa
sue	anger	0.394	kara
keyed	anger	0.394	keyed
actionable	anger	0.394	m
extinguish	anger	0.394	kashe
fraud	anger	0.394	zamba
untoward	anger	0.394	karkata zuwa ga
illegal	anger	0.394	haramun ne
nag	anger	0.394	nag
boxing	anger	0.394	dambe
confiscate	anger	0.394	kwace
howl	anger	0.394	kuka
whatsthepoint	anger	0.394	me ake nufi
rabble	anger	0.394	zagi
unfriendly	anger	0.394	rashin abokantaka
disrespect	anger	0.394	rashin girmamawa
dangit	anger	0.394	dangit
brimstone	anger	0.392	kibiritu
dissolution	anger	0.391	rushewa
rigged	anger	0.391	damfara
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	girgizar kasa
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	rashin kulawa
disagree	anger	0.389	rashin yarda
lawsuit	anger	0.386	kara
disused	anger	0.382	rashin amfani
despair	anger	0.382	yanke kauna
immorality	anger	0.382	lalata
coerce	anger	0.379	tilastawa
firstworldprobs	anger	0.379	duniyar farko
touchy	anger	0.379	tabawa
pokes	anger	0.379	pokes
falsification	anger	0.379	karya
rifle	anger	0.379	bindiga
sizzle	anger	0.379	sizzuri
incurable	anger	0.379	m
difficulty	anger	0.379	wahala
sore	anger	0.379	ciwo
picket	anger	0.378	tsinke
concussion	anger	0.377	tashin hankali
stuckup	anger	0.375	makale
militia	anger	0.375	mayakan sa kai
rawr	anger	0.375	rawr
faulty	anger	0.375	kuskure
sly	anger	0.375	wayo
disillusionment	anger	0.375	rashin kunya
petpeeve	anger	0.375	pepeeve
pitfall	anger	0.375	rami
infantile	anger	0.375	jariri
pessimism	anger	0.375	rashin zato
remand	anger	0.375	tsare
cannon	anger	0.375	igwa
vindicate	anger	0.371	kubuta
inhibit	anger	0.371	hana
distressing	anger	0.371	damuwa
nepotism	anger	0.371	son zuciya
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	karkace
disreputable	anger	0.368	rashin mutunci
forbidding	anger	0.368	haramta
conquest	anger	0.367	cin nasara
bark	anger	0.365	haushi
leukemia	anger	0.365	cutar sankarar bargo
disapprove	anger	0.364	rashin yarda
warrior	anger	0.364	jarumi
barks	anger	0.364	haushi
retarded	anger	0.364	jinkirtawa
unhappy	anger	0.364	rashin jin daɗi
burke	anger	0.364	burke
challenge	anger	0.364	kalubale
belt	anger	0.364	bel
litigate	anger	0.359	yi shari'a
paucity	anger	0.359	rashin ƙarfi
opinionated	anger	0.359	mai ra'ayi
disliked	anger	0.359	ba a so
aftermath	anger	0.359	bayan
restriction	anger	0.359	ƙuntatawa
cad	anger	0.359	kad
incompetence	anger	0.359	rashin iyawa
loudness	anger	0.359	kara
broken	anger	0.359	karye
polemic	anger	0.359	m
sectarian	anger	0.359	mazhaba
controversial	anger	0.359	m
interrupting	anger	0.358	katsewa
fussy	anger	0.357	m
wench	anger	0.353	wench
remove	anger	0.351	cire
brat	anger	0.351	yar iska
gruff	anger	0.351	gruff
misbehavior	anger	0.351	rashin ɗabi'a
scarcity	anger	0.350	karanci
losing	anger	0.349	rasa
stigma	anger	0.348	abin kunya
deserted	anger	0.348	ba kowa
timewasters	anger	0.348	masu bata lokaci
disagreement	anger	0.348	sabani
defect	anger	0.348	lahani
hardened	anger	0.348	taurare
lie	anger	0.348	karya
ulcer	anger	0.348	miki
retract	anger	0.348	ja da baya
untrustworthy	anger	0.348	rashin amana
pest	anger	0.348	kwaro
disappointed	anger	0.348	takaici
bias	anger	0.345	son zuciya
negation	anger	0.344	sabani
bothering	anger	0.344	damuwa
stripped	anger	0.344	tsiri
antisocial	anger	0.344	rashin zaman lafiya
pirate	anger	0.344	ɗan fashin teku
stingy	anger	0.344	m
shoddy	anger	0.344	m
unreliable	anger	0.344	m
shaky	anger	0.344	girgiza
misleading	anger	0.344	yaudara
unsettled	anger	0.344	rashin kwanciyar hankali
evade	anger	0.344	kaucewa
anxiety	anger	0.344	damuwa
disclaim	anger	0.344	rashin yarda
deterioration	anger	0.344	lalacewa
impotence	anger	0.344	rashin ƙarfi
interminable	anger	0.343	m
disease	anger	0.341	cuta
meddle	anger	0.341	shiga tsakani
warp	anger	0.340	fada
averse	anger	0.338	kyama
infamous	anger	0.338	m
alcoholism	anger	0.338	shaye-shaye
row	anger	0.337	jere
staticky	anger	0.336	m
illegitimate	anger	0.333	shege
encumbrance	anger	0.333	cikas
witchcraft	anger	0.333	maita
interrupt	anger	0.333	katse
scorpion	anger	0.333	kunama
ill	anger	0.333	rashin lafiya
sinner	anger	0.331	mai zunubi
inconsiderate	anger	0.329	rashin la'akari
hulk	anger	0.329	huk
prohibited	anger	0.328	haramta
dashed	anger	0.328	tsinke
brrr	anger	0.328	brr
fib	anger	0.328	fib
disqualified	anger	0.328	rashin cancanta
spammers	anger	0.328	masu ba da labari
phony	anger	0.328	m
tighten	anger	0.328	ƙara
dislocated	anger	0.328	rabu
scapegoat	anger	0.328	akuya
victim	anger	0.328	wanda aka azabtar
opponent	anger	0.328	abokin hamayya
hiss	anger	0.328	hissa
crusade	anger	0.328	yakin neman zabe
grumpy	anger	0.328	m
resisting	anger	0.328	tsayin daka
inappropriate	anger	0.324	bai dace ba
haye	anger	0.324	haye
loss	anger	0.324	hasara
trickery	anger	0.324	yaudara
eschew	anger	0.324	eshe
neglected	anger	0.324	sakaci
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	kumbura
duplicity	anger	0.318	kwafi
criticism	anger	0.318	suka
queues	anger	0.318	jerin gwano
shriek	anger	0.316	ihu
depreciate	anger	0.315	rage daraja
dismissal	anger	0.312	sallama
chaff	anger	0.312	chaf
dramaqueen	anger	0.312	wasan kwaikwayo
poverty	anger	0.312	talauci
carelessness	anger	0.312	rashin kulawa
deflate	anger	0.312	deflate
dumps	anger	0.312	juji
dupe	anger	0.312	dupe
mortality	anger	0.312	mace-mace
revving	anger	0.309	farfaɗowa
disallowed	anger	0.308	hana
boisterous	anger	0.307	m
thoughtless	anger	0.307	rashin tunani
burial	anger	0.304	binnewa
wince	anger	0.303	lashe
theocratic	anger	0.303	tsarin mulkin Allah
sullen	anger	0.303	rashin hankali
involution	anger	0.300	juyin halitta
misuse	anger	0.297	rashin amfani
taxed	anger	0.297	haraji
senseless	anger	0.297	rashin hankali
talons	anger	0.297	tsummoki
stalemate	anger	0.297	rashin daidaito
getyourown	anger	0.297	samun ku
hoax	anger	0.297	yaudara
depreciated	anger	0.297	rage daraja
depressed	anger	0.297	tawayar
wasteful	anger	0.297	almubazzaranci
paralysis	anger	0.295	gurguje
displaced	anger	0.294	gudun hijira
limited	anger	0.292	iyakance
disapointment	anger	0.290	rashin jin daɗi
orc	anger	0.289	Orc
ridiculous	anger	0.289	m
homeless	anger	0.288	marasa gida
spine	anger	0.288	kashin baya
teasing	anger	0.288	zagi
presumptuous	anger	0.288	girman kai
react	anger	0.288	amsa
sharpen	anger	0.288	kaifafa
barrier	anger	0.287	shamaki
hoot	anger	0.287	huta
twitchy	anger	0.287	tsinke
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	haramtacciyar hanya
incompatible	anger	0.281	m
shiver	anger	0.281	rawar jiki
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	cire haɗin gwiwa
delinquent	anger	0.281	m
restitution	anger	0.281	mayarwa
foray	anger	0.279	fada
troll	anger	0.279	tattali
unfairness	anger	0.279	rashin adalci
buffering	anger	0.279	buffering
noncompliance	anger	0.279	rashin yarda
nether	anger	0.278	ba
bogus	anger	0.273	bogi
immaturity	anger	0.273	rashin balaga
uncaring	anger	0.273	rashin kula
bugaboo	anger	0.273	bugabu
feisty	anger	0.269	festy
shock	anger	0.269	gigice
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	marassafiya
feminism	anger	0.266	mata
inoperative	anger	0.266	rashin aiki
bear	anger	0.266	kai
inconvenient	anger	0.266	m
latent	anger	0.266	latent
defendant	anger	0.266	wanda ake tuhuma
nopoint	anger	0.266	babu komai
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	damuwa
interrupts	anger	0.265	katsewa
fluctuation	anger	0.265	canzawa
exaggerate	anger	0.263	wuce gona da iri
lose	anger	0.261	rasa
patter	anger	0.258	patter
furnace	anger	0.258	tanderu
stone	anger	0.258	dutse
tease	anger	0.258	zolaya
shoplifting	anger	0.258	satar kaya
soldier	anger	0.258	soja
incompetent	anger	0.257	rashin iyawa
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	roka
skid	anger	0.250	skid
noisy	anger	0.250	m
notoriety	anger	0.250	sananne
cane	anger	0.250	gwangwani
unfollow	anger	0.250	rashin bi
tripping	anger	0.250	tartsatsi
attentionseeker	anger	0.250	mai neman kulawa
mastery	anger	0.250	gwaninta
socialist	anger	0.250	gurguzu
falsehood	anger	0.250	karya
complicate	anger	0.250	rikitarwa
lawyer	anger	0.250	lauya
untrue	anger	0.250	rashin gaskiya
nonsense	anger	0.250	shirme
pouting	anger	0.250	busa
witch	anger	0.242	mayya
detract	anger	0.242	ragewa
obstacle	anger	0.242	cikas
halter	anger	0.242	tsayawa
fenced	anger	0.242	shinge
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	fahimta
vampire	anger	0.242	vampire
ringer	anger	0.242	ringi
frowning	anger	0.239	yamutsa fuska
saber	anger	0.238	saba
hunger	anger	0.235	yunwa
shell	anger	0.234	harsashi
wokemeup	anger	0.234	wayewa
recession	anger	0.234	koma bayan tattalin arziki
failing	anger	0.234	kasawa
dabbling	anger	0.234	daburbura
politics	anger	0.234	siyasa
lava	anger	0.234	lawa
rascal	anger	0.234	raskanci
imtryingtosleep	anger	0.234	yin barci
tariff	anger	0.234	jadawalin kuɗin fito
undesirable	anger	0.231	wanda ba a so
darkness	anger	0.227	duhu
versus	anger	0.227	sabanin
copycat	anger	0.227	kwafi
resign	anger	0.227	murabus
soaked	anger	0.226	jike
unfulfilled	anger	0.225	wanda bai cika ba
abandoned	anger	0.222	watsi
unattainable	anger	0.221	wanda ba a iya samu
owing	anger	0.221	bashi
bankruptcy	anger	0.221	fatarar kudi
misconception	anger	0.219	rashin fahimta
tool	anger	0.219	kayan aiki
warden	anger	0.219	mai gadi
compress	anger	0.219	damfara
mosquito	anger	0.219	sauro
whiny	anger	0.219	murmushi
somethingigetalot	anger	0.219	wani abu
confusion	anger	0.219	rudani
unhelpful	anger	0.219	mara amfani
twitching	anger	0.219	tsutsa
nosey	anger	0.213	hanci
overpriced	anger	0.212	fiye da kima
adder	anger	0.212	ƙara
harry	anger	0.212	harry
shortage	anger	0.212	karanci
melodrama	anger	0.212	melodrama
possession	anger	0.206	mallaka
desert	anger	0.206	Hamada
overplayed	anger	0.206	overplay
unpaid	anger	0.203	rashin biya
powerless	anger	0.203	mara iko
sentence	anger	0.203	magana
inefficient	anger	0.203	rashin inganci
arraignment	anger	0.203	gaban kotu
pout	anger	0.203	bugu
unlucky	anger	0.203	rashin sa'a
rook	anger	0.203	rok
backbone	anger	0.203	kashin baya
uninvited	anger	0.203	ba tare da gayyata ba
court	anger	0.199	kotu
endless	anger	0.198	mara iyaka
adverts	anger	0.197	talla
distracted	anger	0.197	shagala
delay	anger	0.197	jinkiri
misstatement	anger	0.197	kuskure
misunderstanding	anger	0.195	rashin fahimta
inadmissible	anger	0.191	m
excite	anger	0.191	zumudi
lightning	anger	0.189	walƙiya
preclude	anger	0.188	hana
mournful	anger	0.188	makoki
insecure	anger	0.188	rashin tsaro
incase	anger	0.188	incase
mutter	anger	0.182	gunaguni
pare	anger	0.182	tafi
rating	anger	0.182	rating
claimant	anger	0.182	mai da'awa
insist	anger	0.182	nace
mistress	anger	0.182	uwar gida
distracting	anger	0.182	dauke hankali
opium	anger	0.180	opium
deserve	anger	0.176	cancanci
willful	anger	0.176	ganganci
treat	anger	0.175	bi da
insists	anger	0.175	nace
excitation	anger	0.172	tashin hankali
mighty	anger	0.172	mai girma
liberate	anger	0.172	'yantar da
indecisive	anger	0.172	m
hormonal	anger	0.172	hormonal
peice	anger	0.172	pece
gibberish	anger	0.172	gibba
misplace	anger	0.172	kuskure
fee	anger	0.172	kudin
thanksalot	anger	0.172	godiya da yawa
fleece	anger	0.172	gashin gashi
yelp	anger	0.168	yelp
mule	anger	0.167	alfadara
unequal	anger	0.167	rashin daidaito
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	ciniki
insufficiency	anger	0.167	rashin wadatarwa
insignificant	anger	0.167	maras muhimmanci
attentionseekers	anger	0.163	masu neman kulawa
coop	anger	0.156	coop
rheumatism	anger	0.156	rheumatism
forearm	anger	0.156	hannun hannu
indifference	anger	0.156	rashin kulawa
underpaid	anger	0.152	rashin biya
involvement	anger	0.152	sa hannu
justthebeginning	anger	0.152	tun farko
disinformation	anger	0.152	rashin fahimta
uncertain	anger	0.152	rashin tabbas
bee	anger	0.152	kudan zuma
attorney	anger	0.152	lauya
pretending	anger	0.152	yin riya
campaigning	anger	0.151	yakin neman zabe
hopelessness	anger	0.149	rashin bege
feeling	anger	0.147	ji
legalized	anger	0.145	halattacce
caution	anger	0.145	taka tsantsan
sterling	anger	0.141	ma'auni
morals	anger	0.141	halin kirki
subsidy	anger	0.141	tallafi
obliging	anger	0.141	wajibci
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bugu
saloon	anger	0.136	saloon
blemish	anger	0.136	aibi
misspell	anger	0.136	kuskure
repay	anger	0.136	biya
surcharge	anger	0.136	ƙarin caji
geez	anger	0.136	zagi
birch	anger	0.135	Birch
noob	anger	0.133	babu
honk	anger	0.133	honk
orchestra	anger	0.132	makada
wireless	anger	0.125	mara waya
competitive	anger	0.125	m
standstill	anger	0.125	tsayawa
inattention	anger	0.121	rashin kulawa
reversal	anger	0.121	juyawa
lace	anger	0.118	yadin da aka saka
elbow	anger	0.117	gwiwar hannu
instinctive	anger	0.112	ilhami
chant	anger	0.111	raira waƙa
gnome	anger	0.109	gnome
lonely	anger	0.109	kadaici
tolerate	anger	0.106	yi haƙuri
management	anger	0.102	gudanarwa
advocacy	anger	0.100	shawara
moral	anger	0.094	halin kirki
roadworks	anger	0.091	ayyukan hanya
honest	anger	0.087	gaskiya
gent	anger	0.076	gent
forgetful	anger	0.076	mantuwa
liquor	anger	0.075	barasa
money	anger	0.074	kudi
hood	anger	0.071	kaho
curriculum	anger	0.063	manhaja
words	anger	0.062	kalmomi
smell	anger	0.061	wari
playful	anger	0.061	m
opera	anger	0.061	wasan opera
elf	anger	0.061	elf
nurture	anger	0.059	raya
trumpet	anger	0.059	ƙaho
counsellor	anger	0.059	mashawarci
asleeep	anger	0.059	barci
birthplace	anger	0.051	wurin haihuwa
ribbon	anger	0.047	kintinkiri
youth	anger	0.045	matasa
vote	anger	0.045	zabe
cash	anger	0.039	tsabar kudi
wannasleep	anger	0.031	wanna barci
waffle	anger	0.030	waffle
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	mashahuri
sisterhood	anger	0.015	'yar'uwarta
autocorrect	anger	0.015	gyara kansa
musical	anger	0.011	na kiɗa
tree	anger	0.000	itace
anticipation	anticipation	0.859	jira
excited	anticipation	0.859	m
excitement	anticipation	0.820	tashin hankali
anticipate	anticipation	0.820	jira
eagerness	anticipation	0.812	himma
exciting	anticipation	0.797	m
expectant	anticipation	0.789	mai tsammani
thrilling	anticipation	0.781	m
hope	anticipation	0.773	fata
quest	anticipation	0.766	nema
countdown	anticipation	0.750	kirgawa
start	anticipation	0.750	fara
anticipatory	anticipation	0.750	tsammani
adventure	anticipation	0.750	kasada
expectance	anticipation	0.750	tsammanin
climax	anticipation	0.742	koli
prophecy	anticipation	0.742	annabci
expect	anticipation	0.742	sa ran
excite	anticipation	0.742	zumudi
arouse	anticipation	0.742	tada hankali
eager	anticipation	0.742	m
ejaculation	anticipation	0.734	fitar maniyyi
birth	anticipation	0.734	haihuwa
announcement	anticipation	0.734	sanarwa
expectancy	anticipation	0.727	tsammani
expecting	anticipation	0.727	jira
imminent	anticipation	0.727	m
liberation	anticipation	0.727	'yanci
urgent	anticipation	0.727	gaggawa
trepidation	anticipation	0.719	firgita
reunion	anticipation	0.719	haduwa
prospection	anticipation	0.719	tsammanin
voyage	anticipation	0.719	tafiya
prospect	anticipation	0.719	mai yiwuwa
aspire	anticipation	0.719	buri
rapture	anticipation	0.711	fyaucewa
suspense	anticipation	0.711	shakka
journey	anticipation	0.711	tafiya
kiss	anticipation	0.711	sumba
enthusiasm	anticipation	0.711	sha'awa
yearning	anticipation	0.711	buri
ecstasy	anticipation	0.711	jin dadi
mystery	anticipation	0.711	asiri
prospective	anticipation	0.703	mai yiwuwa
frantic	anticipation	0.703	tashin hankali
destination	anticipation	0.703	makoma
excitation	anticipation	0.703	tashin hankali
lottery	anticipation	0.703	caca
hopeful	anticipation	0.703	m
thrill	anticipation	0.703	burgewa
progress	anticipation	0.703	ci gaba
urgency	anticipation	0.703	gaggawa
tantalizing	anticipation	0.703	tantalizing
liberate	anticipation	0.695	'yantar da
hurry	anticipation	0.695	sauri
explore	anticipation	0.695	bincika
advance	anticipation	0.695	gaba
vacation	anticipation	0.695	hutu
sex	anticipation	0.695	jima'i
achievement	anticipation	0.695	nasara
readiness	anticipation	0.695	shiri
expectation	anticipation	0.695	tsammani
